"trial_id","packet_id","reference_id","esn0_db","seed","sync_status","estimate_available","strict_gate","decoder_aware_gate","extra_decoder_candidate","gate_failure_reasons","strict_crc_accept","decoder_aware_crc_accept","strict_packet_delivered","decoder_aware_packet_delivered","oracle_packet_delivered","ridge_top_k","ridge_packet_delivered","ridge_crc_accept","ridge_crc_false_delivery","ridge_rescue_over_decoder_aware","ridge_regression_vs_decoder_aware","ridge_candidate_count","ridge_decoder_attempts","ridge_selected_candidate","ridge_selected_sfd_peak_rank","ridge_selected_delta_cfo_bins","ridge_selected_delta_payload_samples","strict_crc_false_delivery","decoder_aware_crc_false_delivery","extra_candidate_crc_rescue","extra_candidate_crc_reject","extra_candidate_crc_false_accept","fec_corrected_packet","current_all_symbol_errors","sync_ms","current_decode_ms","oracle_decode_ms","ridge_list_generation_ms","ridge_decode_operational_ms","strict_modeled_decode_ms","decoder_aware_modeled_decode_ms","extra_modeled_decode_ms","signal_power","added_noise_power","current_decode_status","current_header_valid","current_crc_valid","current_payload_exact","current_payload_hex","current_header_symbols_decoded","current_payload_symbols_decoded","current_header_symbol_errors","current_payload_symbol_errors","oracle_decode_status","oracle_header_valid","oracle_crc_valid","oracle_payload_exact","oracle_payload_hex","oracle_header_symbols_decoded","oracle_payload_symbols_decoded","oracle_header_symbol_errors","oracle_payload_symbol_errors","frame_sync_valid","netid_valid","noisy_cfo_total_bins","noisy_payload_start_sample"
"exp0_000003_rxg20_0_fulltrim:10:20260822","exp0_000003_rxg20_0_fulltrim","3","10.0","20260822","sync_invalid","1","0","0","0","framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","64","30224.877099999958","468.91740000000937","78.74549999996816","104.94420000031823","661.9617999999718","0.0","0.0","0.0","5.3735255547964695e-08","2.200996067244634e-05","truncated_payload","1","0","0","","8","55","8","56","header_invalid","0","0","0","","8","0","2","56","0","0","417.1278586267603","677921"
"exp0_000004_rxg20_0_fulltrim:10:20260822","exp0_000004_rxg20_0_fulltrim","4","10.0","20260822","sync_invalid","1","0","0","0","locator_preamble_stability|framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","30","30180.64850000019","516.3164000000506","536.4896999999473","114.46440000008806","769.2313000002287","0.0","0.0","0.0","6.126035586516529e-08","2.50922417623717e-05","ok","1","0","0","40443332000101400124cc792192ac2fa724400c91478e3abc4af5c55b78563402","8","56","1","29","ok","1","0","0","4044333200010170901df5792292ac2fa724640ac5018b3abc4af5c55b78563402","8","56","0","30","0","0","-128.8551237833497","673552"
"exp0_000005_rxg20_0_fulltrim:10:20260822","exp0_000005_rxg20_0_fulltrim","5","10.0","20260822","sync_invalid","1","0","0","0","locator_preamble_stability|locator_sfd|framesync_preamble_all_bin0","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","62","22762.978800000383","45.81819999975778","370.1783000001342","76.02090000000317","199.272800000017","0.0","0.0","0.0","7.242874646077204e-08","2.9666814550332227e-05","header_invalid","0","0","0","","8","0","6","56","ok","1","0","0","4044636f14015041c50508656c9cdf732c66fbd41d7431d14699125d8f7a503444","8","56","0","31","0","1","-233.7159969117269","672714"
"exp0_000006_rxg20_0_fulltrim:10:20260822","exp0_000006_rxg20_0_fulltrim","6","10.0","20260822","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","272.19490000015867","0.026499999876250513","87.99839999983305","0.013200000012147939","0.008600000001024455","0.0","0.0","0.0","7.561376789538686e-08","3.097139932995046e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","2","56","","","",""
"exp0_000007_rxg20_0_fulltrim:10:20260822","exp0_000007_rxg20_0_fulltrim","7","10.0","20260822","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","269.6943000000829","0.02789999962260481","62.137499999607826","0.012800000149582047","0.011800000265793642","0.0","0.0","0.0","7.449895515307498e-08","3.051477203069951e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","5","56","","","",""
"exp0_000008_rxg20_0_fulltrim:10:20260822","exp0_000008_rxg20_0_fulltrim","8","10.0","20260822","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","201.15809999970224","0.017500000012660166","404.7226000002411","0.0113999999484804","0.00779999982114532","0.0","0.0","0.0","6.982488910305618e-08","2.860027457661181e-05","sync_missing","0","0","0","","0","0","8","56","ok","1","0","0","40413720310021d285d8dd3c7ed1897a18bbb87fbb6e678151af06053c7bc3191c","8","56","3","27","","","",""
"exp0_000000_rxg20_0_fulltrim:10:20260823","exp0_000000_rxg20_0_fulltrim","0","10.0","20260823","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","221.78550000035102","0.02189999986512703","54.09959999997227","0.010799999927257886","0.008700000307726441","0.0","0.0","0.0","6.153250447488309e-08","2.5203713832912115e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","3","56","","","",""
"exp0_000002_rxg20_0_fulltrim:10:20260823","exp0_000002_rxg20_0_fulltrim","2","10.0","20260823","sync_invalid","1","0","0","0","locator_preamble_stability|framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","62","25925.585500000125","65.47030000001541","57.8694999999243","94.9270000000979","264.4351999997525","0.0","0.0","0.0","2.9434755784562603e-08","1.2056475969356841e-05","header_invalid","0","0","0","","8","0","6","56","header_invalid","0","0","0","","8","0","5","56","0","0","-657.9366366913398","669318"
"exp0_000003_rxg20_0_fulltrim:10:20260823","exp0_000003_rxg20_0_fulltrim","3","10.0","20260823","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","217.30040000011286","0.029599999834317714","61.20029999965482","0.011699999959091656","0.008299999990413198","0.0","0.0","0.0","5.3735255547964695e-08","2.200996067244634e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","4","56","","","",""
"exp0_000004_rxg20_0_fulltrim:10:20260823","exp0_000004_rxg20_0_fulltrim","4","10.0","20260823","sync_invalid","1","0","0","0","locator_sfd|framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","62","27991.059999999834","66.61669999994047","503.11569999985295","84.64770000000499","702.2138000002087","0.0","0.0","0.0","6.126035586516529e-08","2.50922417623717e-05","header_invalid","0","0","0","","8","0","6","56","ok","1","0","0","404433321001b189544420756243640b6942669b14334ddaa042f4995f7f013012","8","56","0","30","0","0","-250.86566909971413","672579"
"exp0_000005_rxg20_0_fulltrim:10:20260823","exp0_000005_rxg20_0_fulltrim","5","10.0","20260823","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","213.63060000021505","0.02029999996011611","63.26949999993303","0.03500000002532033","0.009800000043469481","0.0","0.0","0.0","7.242874646077204e-08","2.9666814550332227e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","3","56","","","",""
"exp0_000006_rxg20_0_fulltrim:10:20260823","exp0_000006_rxg20_0_fulltrim","6","10.0","20260823","sync_invalid","1","0","0","0","locator_preamble_stability|locator_sfd|framesync_preamble_all_bin0","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","33","26021.42690000028","570.66900000018","632.4548000002324","133.21059999998397","1299.8133000000962","0.0","0.0","0.0","7.561376789538686e-08","3.097139932995046e-05","ok","1","0","0","4044732b27006087d886a0d0b707e1beaf9c9fd9e38602eec124ca72a478563412","8","56","1","32","ok","1","0","0","404443210520ca80d80e18dcbd07e1beaffcef9de78016bec6249972a478563412","8","56","1","33","0","1","-140.78824203781377","673456"
"exp0_000007_rxg20_0_fulltrim:10:20260823","exp0_000007_rxg20_0_fulltrim","7","10.0","20260823","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","283.91889999966224","0.023999999939405825","585.4709000000184","0.013699999726668466","0.008799999704933725","0.0","0.0","0.0","7.449895515307498e-08","3.051477203069951e-05","sync_missing","0","0","0","","0","0","8","56","ok","1","0","0","40447337110401301c0750ee9b8e75346b7dde1cd94a9ee36cebdd36e261d63482","8","56","2","25","","","",""
"exp0_000008_rxg20_0_fulltrim:10:20260823","exp0_000008_rxg20_0_fulltrim","8","10.0","20260823","sync_invalid","1","0","0","0","locator_preamble_stability|locator_sync1|framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","62","23165.538799999922","66.87479999982315","70.14170000002196","107.58720000012545","765.4127000000699","0.0","0.0","0.0","6.982488910305618e-08","2.860027457661181e-05","header_invalid","0","0","0","","8","0","6","56","header_invalid","0","0","0","","8","0","2","56","0","0","-65.73208548690558","674054"
"exp0_000000_rxg20_0_fulltrim:10:20260824","exp0_000000_rxg20_0_fulltrim","0","10.0","20260824","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","289.7585999999137","0.020799999674636638","80.47790000000532","0.017099999695346924","0.011499999800435035","0.0","0.0","0.0","6.153250447488309e-08","2.5203713832912115e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","3","56","","","",""
"exp0_000002_rxg20_0_fulltrim:10:20260824","exp0_000002_rxg20_0_fulltrim","2","10.0","20260824","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","270.1394999999138","0.026499999876250513","504.08269999979893","0.023299999611481326","0.011500000255182385","0.0","0.0","0.0","2.9434755784562603e-08","1.2056475969356841e-05","sync_missing","0","0","0","","0","0","8","56","ok","1","0","0","4044736215000184580288d44e6a513b0c3bc56523ec73bf47473cd8fe7a5634b2","8","56","2","26","","","",""
"exp0_000003_rxg20_0_fulltrim:10:20260824","exp0_000003_rxg20_0_fulltrim","3","10.0","20260824","sync_invalid","1","0","0","0","locator_preamble_stability|framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","61","24698.311399999966","85.28149999983725","72.0259999998234","137.75910000003933","359.2602999997325","0.0","0.0","0.0","5.3735255547964695e-08","2.200996067244634e-05","header_invalid","0","0","0","","8","0","5","56","header_invalid","0","0","0","","8","0","5","56","0","0","-128.88383419952217","673552"
"exp0_000004_rxg20_0_fulltrim:10:20260824","exp0_000004_rxg20_0_fulltrim","4","10.0","20260824","sync_invalid","1","0","0","0","framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","58","23951.24020000003","81.72590000003765","645.8775999999489","126.42569999979969","348.16189999992275","0.0","0.0","0.0","6.126035586516529e-08","2.50922417623717e-05","header_invalid","0","0","0","","8","0","2","56","ok","1","0","0","404433221100010058040033034fa4ab63af909d9e07de0ae89ff5c45b78563412","8","56","1","29","0","0","-128.8598611495141","673551"
"exp0_000005_rxg20_0_fulltrim:10:20260824","exp0_000005_rxg20_0_fulltrim","5","10.0","20260824","sync_invalid","1","0","0","0","locator_preamble_stability|framesync_preamble_all_bin0","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","62","40729.24640000019","74.27129999996396","77.86310000028607","109.7925999997642","258.3740999998554","0.0","0.0","0.0","7.242874646077204e-08","2.9666814550332227e-05","header_invalid","0","0","0","","8","0","6","56","header_invalid","0","0","0","","8","0","3","56","0","1","-449.73480333370344","670985"
"exp0_000006_rxg20_0_fulltrim:10:20260824","exp0_000006_rxg20_0_fulltrim","6","10.0","20260824","sync_invalid","1","0","0","0","locator_preamble_stability|framesync_preamble_all_bin0","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","63","31519.292899999982","70.87940000019444","508.7502000001223","100.7857999998123","286.93859999975757","0.0","0.0","0.0","7.561376789538686e-08","3.097139932995046e-05","header_invalid","0","0","0","","8","0","7","56","ok","1","0","0","4044b3221b00010a3a52b350b10de0afafc56a1950e261ac4b24c4d2af7851592d","8","56","1","33","0","1","-129.03404698699012","673550"
"exp0_000007_rxg20_0_fulltrim:10:20260824","exp0_000007_rxg20_0_fulltrim","7","10.0","20260824","sync_invalid","1","0","0","0","locator_preamble_stability|locator_sync1|locator_sync2|locator_sfd|framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","64","26624.67370000013","59.70079999997324","62.75529999993523","88.51929999991626","239.62970000002315","0.0","0.0","0.0","7.449895515307498e-08","3.051477203069951e-05","header_invalid","0","0","0","","8","0","8","56","header_invalid","0","0","0","","8","0","3","56","0","0","-422.7668528144786","703968"
"exp0_000008_rxg20_0_fulltrim:10:20260824","exp0_000008_rxg20_0_fulltrim","8","10.0","20260824","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","231.40520000015385","0.029399999675661093","649.4186999998419","0.011199999789823778","0.007299999651877442","0.0","0.0","0.0","6.982488910305618e-08","2.860027457661181e-05","sync_missing","0","0","0","","0","0","8","56","ok","1","0","0","4044332211000100186800385dd1897a188bb87fbb6d679140cb03e58e3d067512","8","56","2","23","","","",""
"exp0_000000_rxg20_0_fulltrim:10:20260825","exp0_000000_rxg20_0_fulltrim","0","10.0","20260825","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","289.69610000012835","0.025800000003073364","99.32530000014594","0.013200000012147939","0.007900000127847306","0.0","0.0","0.0","6.153250447488309e-08","2.5203713832912115e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","6","56","","","",""
"exp0_000002_rxg20_0_fulltrim:10:20260825","exp0_000002_rxg20_0_fulltrim","2","10.0","20260825","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","280.8735000003253","0.02499999982319423","99.3929000001117","0.025099999675148865","0.017100000150094274","0.0","0.0","0.0","2.9434755784562603e-08","1.2056475969356841e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","4","56","","","",""
"exp0_000003_rxg20_0_fulltrim:10:20260825","exp0_000003_rxg20_0_fulltrim","3","10.0","20260825","sync_invalid","1","0","0","0","locator_sync1|framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","63","25559.156499999972","68.64200000018172","60.56949999992867","88.21150000039779","257.336099999975","0.0","0.0","0.0","5.3735255547964695e-08","2.200996067244634e-05","header_invalid","0","0","0","","8","0","7","56","header_invalid","0","0","0","","8","0","3","56","0","0","-666.8673485868385","669246"
"exp0_000004_rxg20_0_fulltrim:10:20260825","exp0_000004_rxg20_0_fulltrim","4","10.0","20260825","sync_invalid","1","0","0","0","locator_preamble_stability|framesync_preamble_all_bin0","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","60","25999.700200000007","87.40799999986848","76.89170000003287","105.67519999995056","302.54669999976613","0.0","0.0","0.0","6.126035586516529e-08","2.50922417623717e-05","header_invalid","0","0","0","","8","0","4","56","header_invalid","0","0","0","","8","0","4","56","0","1","-128.86598952993947","673552"
"exp0_000005_rxg20_0_fulltrim:10:20260825","exp0_000005_rxg20_0_fulltrim","5","10.0","20260825","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","307.4500000002445","0.015499999790336005","537.73960000035","0.03990000004705507","0.012900000001536682","0.0","0.0","0.0","7.242874646077204e-08","2.9666814550332227e-05","sync_missing","0","0","0","","0","0","8","56","ok","1","0","0","70771026116607665a2502496c1cde435c75fbd40d642241c490327c49f05e3412","8","56","2","25","","","",""
"exp0_000006_rxg20_0_fulltrim:10:20260825","exp0_000006_rxg20_0_fulltrim","6","10.0","20260825","sync_invalid","1","0","0","0","locator_preamble_stability|framesync_preamble_all_bin0","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","62","25453.612199999952","75.05200000014156","77.76570000032734","113.36510000000999","238.141700000142","0.0","0.0","0.0","7.561376789538686e-08","3.097139932995046e-05","header_invalid","0","0","0","","8","0","6","56","header_invalid","0","0","0","","8","0","6","56","0","1","-128.78264093097593","673552"
"exp0_000007_rxg20_0_fulltrim:10:20260825","exp0_000007_rxg20_0_fulltrim","7","10.0","20260825","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","233.88549999981478","0.032500000088475645","80.74420000002647","0.019500000234984327","0.011199999789823778","0.0","0.0","0.0","7.449895515307498e-08","3.051477203069951e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","4","56","","","",""
"exp0_000008_rxg20_0_fulltrim:10:20260825","exp0_000008_rxg20_0_fulltrim","8","10.0","20260825","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","260.9383000003618","0.017799999568524072","64.42779999997583","0.017700000171316788","0.014700000065204222","0.0","0.0","0.0","6.982488910305618e-08","2.860027457661181e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","3","56","","","",""
"exp0_000000_rxg20_0_fulltrim:10:20260826","exp0_000000_rxg20_0_fulltrim","0","10.0","20260826","no_preamble","0","0","0","0","frame_location_missing|frame_sync_missing","0","0","0","0","0","4","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","64","339.3473000000995","0.012900000001536682","87.40399999987858","0.016000000414351234","0.008400000297115184","0.0","0.0","0.0","6.153250447488309e-08","2.5203713832912115e-05","sync_missing","0","0","0","","0","0","8","56","header_invalid","0","0","0","","8","0","3","56","","","",""
"exp0_000002_rxg20_0_fulltrim:10:20260826","exp0_000002_rxg20_0_fulltrim","2","10.0","20260826","sync_invalid","1","0","0","0","locator_preamble_stability|locator_sync2|framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","63","23863.079199999902","69.27200000018274","480.07860000006986","96.7332999998689","705.6330000000344","0.0","0.0","0.0","2.9434755784562603e-08","1.2056475969356841e-05","header_invalid","0","0","0","","8","0","7","56","ok","1","0","0","404433b3118099015082085cde79d32b85a0d57307ad75bf47471cbaf478563402","8","56","1","27","0","0","-271.9291726741101","672404"
"exp0_000003_rxg20_0_fulltrim:10:20260826","exp0_000003_rxg20_0_fulltrim","3","10.0","20260826","sync_invalid","1","0","0","0","locator_preamble_stability|locator_sync2|framesync_preamble_all_bin0|framesync_netid","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","0","0","0","64","25384.2510999998","589.4219000001613","83.50459999974191","106.84630000014295","796.2212000002182","0.0","0.0","0.0","5.3735255547964695e-08","2.200996067244634e-05","truncated_payload","1","0","0","","8","55","8","56","header_invalid","0","0","0","","8","0","3","56","0","0","229.13160741435368","676413"
"exp0_000004_rxg20_0_fulltrim:10:20260826","exp0_000004_rxg20_0_fulltrim","4","10.0","20260826","sync_invalid","1","0","1","1","framesync_preamble_all_bin0","0","0","0","0","0","4","0","0","0","0","0","4","4","","","","","0","0","0","1","0","0","23","29601.249800000005","650.8919000002606","78.0600000002778","117.49529999997321","928.9340000000266","0.0","650.8919000002606","650.8919000002606","6.126035586516529e-08","2.50922417623717e-05","ok","1","0","0","4044b32219000958cd4c801d6173645b6fa70891c6d78b3aac4af4c55b78563412","8","56","1","22","header_invalid","0","0","0","","8","0","2","56","0","1","-128.8650434533715","673552"
