packet_index,symbol_index,gt_bin,savaux_bin,nus_null_bin,savaux_correct,nus_null_correct,changed,fix,break,activated,sensed_delta_bin,sensed_stability,alternative_bin,savaux_glrt,alternative_glrt,savaux_nullability,alternative_nullability,dataset,snr_db,seed,echo_delay_samples
2,20,860,858,858,0,0,0,0,0,1,-2,10.426880690027758,860,0.2476547383772781,0.058754563642733355,0.5989930661972221,0.5977799537739289,0_0_0_10_14_16,-24.0,44,8
2,21,553,553,553,1,1,0,0,0,1,-2,10.426880690027758,555,0.08430563556710179,0.00559706135608217,0.5085264597337739,0.5095080737257143,0_0_0_10_14_16,-24.0,44,8
2,22,629,629,629,1,1,0,0,0,1,-2,10.426880690027758,631,0.12378183890055923,0.02974516594484185,0.5627546123902105,0.5643426662859719,0_0_0_10_14_16,-24.0,44,8
2,23,759,759,759,1,1,0,0,0,1,-2,10.426880690027758,761,0.2037050008202149,0.005781842785647072,0.6264184864395621,0.6265453114137925,0_0_0_10_14_16,-24.0,44,8
2,24,874,874,874,1,1,0,0,0,1,-2,10.426880690027758,876,0.12130393647473103,0.00461780686857289,0.5886954582555128,0.5873186693593826,0_0_0_10_14_16,-24.0,44,8
2,25,720,720,720,1,1,0,0,0,1,-2,10.426880690027758,722,0.23112626918314055,0.006975878913193209,0.6182615774788698,0.6189389759633079,0_0_0_10_14_16,-24.0,44,8
2,26,314,312,312,0,0,0,0,0,1,-2,10.426880690027758,314,0.2611782118603852,0.10459076423331128,0.6159247107423931,0.615133844243811,0_0_0_10_14_16,-24.0,44,8
2,27,602,600,600,0,0,0,0,0,1,-2,10.426880690027758,602,0.1463250339441449,0.10819428442901396,0.539594371406123,0.5411632616418481,0_0_0_10_14_16,-24.0,44,8
2,28,7,5,7,0,1,1,1,0,1,-2,10.426880690027758,7,0.060723767015775386,0.08896998552937929,0.4985763212147226,0.4987106679185997,0_0_0_10_14_16,-24.0,44,8
2,29,610,610,610,1,1,0,0,0,1,-2,10.426880690027758,612,0.2228896970989775,0.02659263541333689,0.5475178566287446,0.5491202976077197,0_0_0_10_14_16,-24.0,44,8
2,30,775,775,775,1,1,0,0,0,1,-2,10.426880690027758,777,0.1775231778700726,0.0014217867239740083,0.6266275779192123,0.6265244170314519,0_0_0_10_14_16,-24.0,44,8
2,31,912,910,910,0,0,0,0,0,1,-2,10.426880690027758,912,0.23211372334659708,0.11592305681792782,0.5616683496322855,0.560070867771008,0_0_0_10_14_16,-24.0,44,8
2,32,768,627,627,0,0,0,0,0,1,-2,10.426880690027758,629,0.11096581576045589,0.0038419463116909002,0.561160587649619,0.5627546123902105,0_0_0_10_14_16,-24.0,44,8
2,33,581,581,581,1,1,0,0,0,1,-2,10.426880690027758,583,0.06305210891027313,0.00300244446259662,0.5253904966571751,0.5268083521945368,0_0_0_10_14_16,-24.0,44,8
2,34,93,93,93,1,1,0,0,0,1,-2,10.426880690027758,95,0.10034906605063489,0.022722866981173796,0.5435333687027469,0.5451228042957232,0_0_0_10_14_16,-24.0,44,8
3,0,222,222,222,1,1,0,0,0,1,-2,9.901901224178582,224,0.1487385314403546,0.013942675856443843,0.6224229556616996,0.6229057842577828,0_0_0_10_14_16,-24.0,44,8
3,1,711,711,711,1,1,0,0,0,1,-2,9.901901224178582,713,0.1620372847290282,0.008410010815166683,0.614876569753966,0.6156760414353103,0_0_0_10_14_16,-24.0,44,8
3,2,871,35,35,0,0,0,0,0,1,-2,9.901901224178582,37,0.0763632527165208,0.00658865692127724,0.5058266710429562,0.5066847288771656,0_0_0_10_14_16,-24.0,44,8
3,3,718,718,718,1,1,0,0,0,1,-2,9.901901224178582,720,0.1813932566512777,0.001887222069476047,0.6175567736771284,0.6182615774788698,0_0_0_10_14_16,-24.0,44,8
3,4,107,107,107,1,1,0,0,0,1,-2,9.901901224178582,109,0.161619429846881,0.007292502921246239,0.5547456743487706,0.5563532412124139,0_0_0_10_14_16,-24.0,44,8
3,5,468,468,468,1,1,0,0,0,1,-2,9.901901224178582,470,0.16051191408695126,0.006751606967513312,0.5108615766091407,0.5098286605491931,0_0_0_10_14_16,-24.0,44,8
3,6,89,95,95,0,0,0,0,0,1,-2,9.901901224178582,97,0.09203257456694806,0.03396329501345633,0.5451228042957232,0.5467182965711116,0_0_0_10_14_16,-24.0,44,8
3,7,713,713,713,1,1,0,0,0,1,-2,9.901901224178582,715,0.10457721401350231,0.0033320002568412877,0.6156760414353103,0.616448569732762,0_0_0_10_14_16,-24.0,44,8
3,8,865,865,865,1,1,0,0,0,1,-2,9.901901224178582,867,0.15089542529166236,0.0029022946550217484,0.5946516278528677,0.5933631707206556,0_0_0_10_14_16,-24.0,44,8
3,9,492,492,492,1,1,0,0,0,1,-2,9.901901224178582,494,0.23589952338886733,0.007891355784669051,0.5012452375993586,0.5007408970878527,0_0_0_10_14_16,-24.0,44,8
3,10,765,765,765,1,1,0,0,0,1,-2,9.901901224178582,767,0.27671874091196846,0.014063778131427535,0.6267125844818708,0.6267530602879329,0_0_0_10_14_16,-24.0,44,8
3,11,1023,1023,1023,1,1,0,0,0,1,-2,9.901901224178582,1,0.1673755655590925,0.11582191356499097,0.49848431290508377,0.3285640933381777,0_0_0_10_14_16,-24.0,44,8
3,12,597,595,595,0,0,0,0,0,1,-2,9.901901224178582,597,0.13768661193922166,0.06462047716819026,0.5357204253361812,0.5372609572753658,0_0_0_10_14_16,-24.0,44,8
3,13,562,562,562,1,1,0,0,0,1,-2,9.901901224178582,564,0.1234209527367508,0.03781677619202939,0.5132439691544487,0.5143924128387387,0_0_0_10_14_16,-24.0,44,8
3,14,478,478,478,1,1,0,0,0,1,-2,9.901901224178582,480,0.15531928659479538,0.04816181558143992,0.506095049058688,0.5052663797316695,0_0_0_10_14_16,-24.0,44,8
3,15,267,265,267,0,1,1,1,0,1,-2,9.901901224178582,267,0.03401992828344868,0.10241595473930072,0.6265244003616669,0.6263923712736384,0_0_0_10_14_16,-24.0,44,8
3,16,917,917,917,1,1,0,0,0,1,-2,9.901901224178582,919,0.1295868035501572,0.017361565885962695,0.556061030036069,0.5544532899307332,0_0_0_10_14_16,-24.0,44,8
3,17,656,656,656,1,1,0,0,0,1,-2,8.640228563679479,658,0.19619203638537822,0.004849332484701469,0.5833425995509425,0.5847691097263443,0_0_0_10_14_16,-24.0,44,8
3,18,889,889,889,1,1,0,0,0,1,-2,8.640228563679479,891,0.07573941543548468,0.005177285882345765,0.5779528018448699,0.5764545647987838,0_0_0_10_14_16,-24.0,44,8
3,19,510,510,510,1,1,0,0,0,1,-2,8.640228563679479,512,0.09940383987454846,0.007066179522403778,0.49851439199679526,0.4984672013173571,0_0_0_10_14_16,-24.0,44,8
3,20,860,860,860,1,1,0,0,0,1,-2,8.640228563679479,862,0.10265003998820788,0.01327527934842478,0.5977799537739289,0.5965447671083189,0_0_0_10_14_16,-24.0,44,8
3,21,553,551,553,0,1,1,1,0,1,-2,8.640228563679479,553,0.05705333662622261,0.06461017288972604,0.5075849551808735,0.5085264597337739,0_0_0_10_14_16,-24.0,44,8
3,22,629,629,629,1,1,0,0,0,1,-2,8.640228563679479,631,0.22480749919843165,0.005307026875941377,0.5627546123902105,0.5643426662859719,0_0_0_10_14_16,-24.0,44,8
3,23,759,759,759,1,1,0,0,0,1,-2,8.640228563679479,761,0.12082703194474072,0.032829474874185416,0.6264184864395621,0.6265453114137925,0_0_0_10_14_16,-24.0,44,8
3,24,874,872,874,0,1,1,1,0,1,-2,8.640228563679479,874,0.08434239095716468,0.10229263620430826,0.5900535083258721,0.5886954582555128,0_0_0_10_14_16,-24.0,44,8
3,25,720,718,718,0,0,0,0,0,1,-2,8.640228563679479,720,0.13707457226751493,0.07825210973235204,0.6175567736771284,0.6182615774788698,0_0_0_10_14_16,-24.0,44,8
3,26,314,314,314,1,1,0,0,0,1,-2,8.640228563679479,316,0.3203645437508196,0.01591410577029804,0.615133844243811,0.614316283059537,0_0_0_10_14_16,-24.0,44,8
3,27,602,602,602,1,1,0,0,0,1,-2,8.640228563679479,604,0.15316184534493668,0.02072138635418572,0.5411632616418481,0.5427413427532025,0_0_0_10_14_16,-24.0,44,8
3,28,7,7,7,1,1,0,0,0,1,-2,8.640228563679479,9,0.13483623443643117,0.02721972161505433,0.4987106679185997,0.49889664339719114,0_0_0_10_14_16,-24.0,44,8
3,29,610,608,608,0,0,0,0,0,1,-2,8.640228563679479,610,0.158526405627325,0.1125374093853317,0.5459198186911138,0.5475178566287446,0_0_0_10_14_16,-24.0,44,8
3,30,778,776,776,0,0,0,0,0,1,-2,8.640228563679479,778,0.14868655383444465,0.13721360394517992,0.6265795645059423,0.6264619658944802,0_0_0_10_14_16,-24.0,44,8
3,31,897,897,897,1,1,0,0,0,1,-2,8.640228563679479,899,0.10786409304790491,0.04502896917976918,0.571882788926204,0.5703357920489601,0_0_0_10_14_16,-24.0,44,8
3,32,740,740,740,1,1,0,0,0,1,-2,8.640228563679479,742,0.14746886683621208,0.004374048224002355,0.6237869836583703,0.6241850408663028,0_0_0_10_14_16,-24.0,44,8
3,33,590,590,590,1,1,0,0,0,1,-2,8.640228563679479,592,0.16540956947214164,0.01196128438987507,0.5319313860633801,0.5334354957531341,0_0_0_10_14_16,-24.0,44,8
3,34,930,930,930,1,1,0,0,0,1,-2,8.640228563679479,932,0.279375787949046,0.021353612149766815,0.5456298618203371,0.5440383213799999,0_0_0_10_14_16,-24.0,44,8
1,0,222,222,222,1,1,0,0,0,1,-4,27.533696166121917,226,0.11952828791676383,0.003939788590127504,0.510055050915468,0.5074777973901847,0_0_0_10_14_16,-20.0,42,16
1,1,826,826,826,1,1,0,0,0,1,-4,27.533696166121917,830,0.129885461938857,0.00029427436348307553,0.5254393512331934,0.5286462066232005,0_0_0_10_14_16,-20.0,42,16
1,2,922,918,922,0,1,1,1,0,1,-4,27.533696166121917,922,0.10899092560246454,0.11020525358287173,0.5585071980971889,0.5570386002714042,0_0_0_10_14_16,-20.0,42,16
1,3,718,718,718,1,1,0,0,0,1,-4,27.533696166121917,722,0.1222506602687002,0.010787291155347815,0.5219168794331754,0.5187856725754736,0_0_0_10_14_16,-20.0,42,16
1,4,107,107,107,1,1,0,0,0,1,-4,27.533696166121917,111,0.10018011170335578,0.008721819848809233,0.5575887358430734,0.5589687792079621,0_0_0_10_14_16,-20.0,42,16
1,5,468,468,468,1,1,0,0,0,1,-4,27.533696166121917,472,0.10760117001347548,0.004597093074661017,0.5172508961535824,0.5142642605033522,0_0_0_10_14_16,-20.0,42,16
1,6,89,89,89,1,1,0,0,0,1,-4,27.533696166121917,93,0.12485901487765286,0.0019188014923101513,0.5485021613610174,0.5508943376622422,0_0_0_10_14_16,-20.0,42,16
1,7,713,709,709,0,0,0,0,0,1,-4,27.533696166121917,713,0.17372584414529593,0.14472230474793885,0.5291099288884918,0.5259031629920565,0_0_0_10_14_16,-20.0,42,16
1,8,865,865,865,1,1,0,0,0,1,-4,27.533696166121917,869,0.04313370420545425,0.002059984834109283,0.5530853645038342,0.5550603948332032,0_0_0_10_14_16,-20.0,42,16
1,9,492,492,492,1,1,0,0,0,1,-4,27.533696166121917,496,0.21359586737293676,0.008736046943045406,0.5020626511961953,0.5003807015355688,0_0_0_10_14_16,-20.0,42,16
1,10,765,765,765,1,1,0,0,0,1,-4,27.533696166121917,769,0.14169674674279883,0.011479703893523787,0.49715852752409234,0.4969077436053666,0_0_0_10_14_16,-20.0,42,16
1,11,1023,1023,1023,1,1,0,0,0,1,-4,27.533696166121917,3,0.07843309261525246,0.003941608584052764,0.49698809419623596,0.3739121509466681,0_0_0_10_14_16,-20.0,42,16
1,12,597,597,597,1,1,0,0,0,1,-4,27.533696166121917,601,0.1581286255628195,0.020376985284630028,0.5459264474433425,0.5485021042679498,0_0_0_10_14_16,-20.0,42,16
1,13,562,562,562,1,1,0,0,0,1,-4,27.533696166121917,566,0.0822043247538423,0.0007686161327846073,0.5191117493265794,0.5222502352501394,0_0_0_10_14_16,-20.0,42,16
1,14,478,478,478,1,1,0,0,0,1,-4,27.533696166121917,482,0.0648289412468463,0.0023351609670322292,0.5100550292682386,0.5074777951755324,0_0_0_10_14_16,-20.0,42,16
1,15,267,267,267,1,1,0,0,0,1,-4,27.533696166121917,271,0.09076198315373597,0.005236449778216779,0.497849474635839,0.4988395314537713,0_0_0_10_14_16,-20.0,42,16
1,16,917,917,917,1,1,0,0,0,1,-4,27.533696166121917,921,0.15002455319875554,0.007685251092695652,0.5588353307373571,0.5574289049837721,0_0_0_10_14_16,-20.0,42,16
1,17,656,656,656,1,1,0,0,0,1,-4,28.105730511874633,660,0.13192961638983133,0.006133777500962434,0.5602353945537328,0.5591475257063534,0_0_0_10_14_16,-20.0,42,16
1,18,889,889,889,1,1,0,0,0,1,-4,28.105730511874633,893,0.14838608955557636,0.0156808833511202,0.5612896893737712,0.5617516456050399,0_0_0_10_14_16,-20.0,42,16
1,19,510,510,510,1,1,0,0,0,1,-4,28.105730511874633,514,0.0958632614690122,0.0021294995033531348,0.4970621586429118,0.49690127456531075,0_0_0_10_14_16,-20.0,42,16
1,20,860,860,860,1,1,0,0,0,1,-4,28.105730511874633,864,0.1450274628051586,0.019695531612180253,0.5503143935835934,0.5525573457935316,0_0_0_10_14_16,-20.0,42,16
1,21,553,553,553,1,1,0,0,0,1,-4,28.105730511874633,557,0.15321663007154,0.01054643884470281,0.512410205721729,0.5153111928647933,0_0_0_10_14_16,-20.0,42,16
1,22,629,625,625,0,0,0,0,0,1,-4,28.105730511874633,629,0.13544055390221918,0.09094642598204139,0.5595635244123628,0.5605588681126693,0_0_0_10_14_16,-20.0,42,16
1,23,759,759,759,1,1,0,0,0,1,-4,28.105730511874633,763,0.17031646182623725,0.007779606136541635,0.49819956336266313,0.4974174829654977,0_0_0_10_14_16,-20.0,42,16
1,24,874,874,874,1,1,0,0,0,1,-4,28.105730511874633,878,0.14269299434697774,0.00012787933700980666,0.5572048256728822,0.5586472806298627,0_0_0_10_14_16,-20.0,42,16
1,25,720,720,720,1,1,0,0,0,1,-4,28.105730511874633,724,0.12518512793901318,0.0007914199529736454,0.5203424066947538,0.5172509016197746,0_0_0_10_14_16,-20.0,42,16
1,26,314,314,314,1,1,0,0,0,1,-4,28.105730511874633,318,0.08580550697240323,0.000983409645952391,0.525439349601679,0.5286462087560261,0_0_0_10_14_16,-20.0,42,16
1,27,602,602,602,1,1,0,0,0,1,-4,28.105730511874633,606,0.09397638315558048,0.000832829437477514,0.5491180528503693,0.5514615281364862,0_0_0_10_14_16,-20.0,42,16
1,28,7,7,7,1,1,0,0,0,1,-4,28.105730511874633,11,0.19930103369994362,0.0028692650837011096,0.497205552162288,0.49784927830410236,0_0_0_10_14_16,-20.0,42,16
1,29,610,610,610,1,1,0,0,0,1,-4,28.105730511874633,614,0.17913927000967536,0.03217030803902877,0.5535999841220482,0.5555187207680109,0_0_0_10_14_16,-20.0,42,16
1,30,807,807,807,1,1,0,0,0,1,-4,28.105730511874633,811,0.06095244624718761,0.0003614368048887139,0.5110177520353113,0.5138427861611198,0_0_0_10_14_16,-20.0,42,16
1,31,897,897,897,1,1,0,0,0,1,-4,28.105730511874633,901,0.17088352456444453,0.005036189830345966,0.5619419757694413,0.5618590353060394,0_0_0_10_14_16,-20.0,42,16
1,32,749,749,749,1,1,0,0,0,1,-4,28.105730511874633,753,0.13271597726435194,0.0013275180902276367,0.5016140360531982,0.5000082038794982,0_0_0_10_14_16,-20.0,42,16
1,33,584,584,584,1,1,0,0,0,1,-4,28.105730511874633,588,0.11501083292404635,0.01145439591977456,0.5365353952212755,0.5395633379319615,0_0_0_10_14_16,-20.0,42,16
1,34,934,934,934,1,1,0,0,0,1,-4,28.105730511874633,938,0.10216990356974896,0.004453012285105205,0.5512241859974598,0.5488601160501467,0_0_0_10_14_16,-20.0,42,16
2,0,803,803,803,1,1,0,0,0,1,-4,17.598862539163992,807,0.09549557111812314,0.00043813289242519525,0.5083697502035882,0.5110177520353113,0_0_0_10_14_16,-20.0,42,16
2,1,826,822,826,0,1,1,1,0,1,-4,17.598862539163992,826,0.0717524431869768,0.07931462027380827,0.5222502319413596,0.5254393512331934,0_0_0_10_14_16,-20.0,42,16
2,2,922,922,922,1,1,0,0,0,1,-4,17.598862539163992,926,0.11077815505914465,0.002323332748178429,0.5570386002714042,0.5553274798679749,0_0_0_10_14_16,-20.0,42,16
2,3,718,718,718,1,1,0,0,0,1,-4,17.598862539163992,722,0.058821539457807485,0.0050519397619473915,0.5219168794331754,0.5187856725754736,0_0_0_10_14_16,-20.0,42,16
2,4,86,86,86,1,1,0,0,0,1,-4,17.598862539163992,90,0.10535231682004585,0.0007052793455233905,0.5465864846116018,0.549118068274492,0_0_0_10_14_16,-20.0,42,16
2,5,468,468,468,1,1,0,0,0,1,-4,17.598862539163992,472,0.11765566259627398,0.001582531999847967,0.5172508961535824,0.5142642605033522,0_0_0_10_14_16,-20.0,42,16
2,6,89,89,89,1,1,0,0,0,1,-4,17.598862539163992,93,0.07107295144065819,0.003102983821928358,0.5485021613610174,0.5508943376622422,0_0_0_10_14_16,-20.0,42,16
2,7,713,713,713,1,1,0,0,0,1,-4,17.598862539163992,717,0.11647524341008436,0.007626563559330472,0.5259031629920565,0.522709379643231,0_0_0_10_14_16,-20.0,42,16
2,8,865,865,865,1,1,0,0,0,1,-4,17.598862539163992,869,0.12836259765697605,0.005662079045656664,0.5530853645038342,0.5550603948332032,0_0_0_10_14_16,-20.0,42,16
2,9,492,492,492,1,1,0,0,0,1,-4,17.598862539163992,496,0.10100386393659117,0.00038929177313849333,0.5020626511961953,0.5003807015355688,0_0_0_10_14_16,-20.0,42,16
2,10,765,765,765,1,1,0,0,0,1,-4,17.598862539163992,769,0.11369202359704658,0.0036525121695660735,0.49715852752409234,0.4969077436053666,0_0_0_10_14_16,-20.0,42,16
2,11,1023,1023,1023,1,1,0,0,0,1,-4,17.598862539163992,3,0.09560604626009886,0.0067168142819332075,0.49698809419623596,0.3739121509466681,0_0_0_10_14_16,-20.0,42,16
2,12,597,597,597,1,1,0,0,0,1,-4,17.598862539163992,601,0.10134605243777019,0.013545141998220451,0.5459264474433425,0.5485021042679498,0_0_0_10_14_16,-20.0,42,16
2,13,562,562,562,1,1,0,0,0,1,-4,17.598862539163992,566,0.08249277477439228,0.004726230961952543,0.5191117493265794,0.5222502352501394,0_0_0_10_14_16,-20.0,42,16
2,14,478,478,478,1,1,0,0,0,1,-4,17.598862539163992,482,0.11255450447811409,0.011662904382837125,0.5100550292682386,0.5074777951755324,0_0_0_10_14_16,-20.0,42,16
2,15,267,267,267,1,1,0,0,0,1,-4,17.598862539163992,271,0.11144382965418712,0.004064010893551788,0.497849474635839,0.4988395314537713,0_0_0_10_14_16,-20.0,42,16
2,16,917,917,917,1,1,0,0,0,1,-4,17.598862539163992,921,0.10276697981026997,0.0005453422654266238,0.5588353307373571,0.5574289049837721,0_0_0_10_14_16,-20.0,42,16
2,17,656,652,652,0,0,0,0,0,1,-4,24.98859258868484,656,0.0315538544777645,0.009997642076329057,0.5610607074577243,0.5602353945537328,0_0_0_10_14_16,-20.0,42,16
2,18,889,885,885,0,0,0,0,0,1,-4,24.98859258868484,889,0.09438301470401414,0.08480143383566578,0.5605588569414777,0.5612896893737712,0_0_0_10_14_16,-20.0,42,16
2,19,510,510,510,1,1,0,0,0,1,-4,24.98859258868484,514,0.14225389874701538,0.002956608807233258,0.4970621586429118,0.49690127456531075,0_0_0_10_14_16,-20.0,42,16
2,20,860,860,860,1,1,0,0,0,1,-4,24.98859258868484,864,0.0722689599473249,0.010620305208015214,0.5503143935835934,0.5525573457935316,0_0_0_10_14_16,-20.0,42,16
2,21,553,553,553,1,1,0,0,0,1,-4,24.98859258868484,557,0.14588322166001133,0.0009216322178996791,0.512410205721729,0.5153111928647933,0_0_0_10_14_16,-20.0,42,16
2,22,629,629,629,1,1,0,0,0,1,-4,24.98859258868484,633,0.17725673989261892,0.006943108467213258,0.5605588681126693,0.5612896862253592,0_0_0_10_14_16,-20.0,42,16
2,23,759,755,755,0,0,0,0,0,1,-4,24.98859258868484,759,0.06446196071044442,0.038907842836612166,0.4993229098863977,0.49819956336266313,0_0_0_10_14_16,-20.0,42,16
2,24,874,874,874,1,1,0,0,0,1,-4,24.98859258868484,878,0.1127345881758,0.0011799239738664758,0.5572048256728822,0.5586472806298627,0_0_0_10_14_16,-20.0,42,16
2,25,720,720,720,1,1,0,0,0,1,-4,24.98859258868484,724,0.12262903947372504,0.009777374477498324,0.5203424066947538,0.5172509016197746,0_0_0_10_14_16,-20.0,42,16
2,26,314,310,310,0,0,0,0,0,1,-4,24.98859258868484,314,0.0816710121467588,0.04848205451269052,0.5222502445208547,0.525439349601679,0_0_0_10_14_16,-20.0,42,16
2,27,602,602,602,1,1,0,0,0,1,-4,24.98859258868484,606,0.14846956705276976,0.006089493939048616,0.5491180528503693,0.5514615281364862,0_0_0_10_14_16,-20.0,42,16
2,28,7,7,7,1,1,0,0,0,1,-4,24.98859258868484,11,0.08914292281387279,0.0054552143826616245,0.497205552162288,0.49784927830410236,0_0_0_10_14_16,-20.0,42,16
2,29,610,610,610,1,1,0,0,0,1,-4,24.98859258868484,614,0.09207925541776338,0.0013846187405991035,0.5535999841220482,0.5555187207680109,0_0_0_10_14_16,-20.0,42,16
2,30,775,775,775,1,1,0,0,0,1,-4,24.98859258868484,779,0.12349765466999234,0.002879817774463612,0.497205549598546,0.4978493059725978,0_0_0_10_14_16,-20.0,42,16
2,31,912,912,912,1,1,0,0,0,1,-4,24.98859258868484,916,0.0840356140760209,0.017434450582456386,0.56023540084697,0.5591475241613597,0_0_0_10_14_16,-20.0,42,16
2,32,768,768,768,1,1,0,0,0,1,-4,24.98859258868484,772,0.08003360162397392,0.005183466340548293,0.4969367924496568,0.49695573390322334,0_0_0_10_14_16,-20.0,42,16
2,33,581,581,581,1,1,0,0,0,1,-4,24.98859258868484,585,0.11821691158764198,0.0004135695299145418,0.5342058519140237,0.5373016479762387,0_0_0_10_14_16,-20.0,42,16
2,34,93,93,93,1,1,0,0,0,1,-4,24.98859258868484,97,0.09744678045365349,0.003535015258811391,0.5508943376622422,0.5530852730967558,0_0_0_10_14_16,-20.0,42,16
3,0,222,218,218,0,0,0,0,0,1,-4,27.2989497868015,222,0.11224593451822565,0.08909975230533453,0.5128208786106176,0.510055050915468,0_0_0_10_14_16,-20.0,42,16
3,1,711,711,711,1,1,0,0,0,1,-4,27.2989497868015,715,0.10331971029440382,0.006477947904663076,0.5275068744938214,0.5243026046094071,0_0_0_10_14_16,-20.0,42,16
3,2,871,867,871,0,1,1,1,0,1,-4,27.2989497868015,871,0.11243515281853605,0.11828355097686076,0.5541008227787834,0.5559625375548773,0_0_0_10_14_16,-20.0,42,16
3,3,718,718,718,1,1,0,0,0,1,-4,27.2989497868015,722,0.12719241972155407,0.014688200819613853,0.5219168794331754,0.5187856725754736,0_0_0_10_14_16,-20.0,42,16
3,4,107,103,103,0,0,0,0,0,1,-4,27.2989497868015,107,0.10828997934406961,0.0751942140244668,0.5559625478692435,0.5575887358430734,0_0_0_10_14_16,-20.0,42,16
3,5,468,464,464,0,0,0,0,0,1,-4,27.2989497868015,468,0.06509214265854142,0.034030886746323534,0.520342389086519,0.5172508961535824,0_0_0_10_14_16,-20.0,42,16
3,6,89,89,89,1,1,0,0,0,1,-4,27.2989497868015,93,0.0643534720625787,0.015488687956568374,0.5485021613610174,0.5508943376622422,0_0_0_10_14_16,-20.0,42,16
3,7,713,709,709,0,0,0,0,0,1,-4,27.2989497868015,713,0.10422838434327945,0.06729603881252028,0.5291099288884918,0.5259031629920565,0_0_0_10_14_16,-20.0,42,16
3,8,865,865,865,1,1,0,0,0,1,-4,27.2989497868015,869,0.1284258158543153,0.00043611207800424033,0.5530853645038342,0.5550603948332032,0_0_0_10_14_16,-20.0,42,16
3,9,492,488,488,0,0,0,0,0,1,-4,27.2989497868015,492,0.09175174528745327,0.08277473365047953,0.504034291428074,0.5020626511961953,0_0_0_10_14_16,-20.0,42,16
3,10,765,765,765,1,1,0,0,0,1,-4,27.2989497868015,769,0.10818901560135442,0.0073541462686475805,0.49715852752409234,0.4969077436053666,0_0_0_10_14_16,-20.0,42,16
3,11,1023,1023,1023,1,1,0,0,0,1,-4,27.2989497868015,3,0.0854892247783089,0.011199309830624568,0.49698809419623596,0.3739121509466681,0_0_0_10_14_16,-20.0,42,16
3,12,597,593,597,0,1,1,1,0,1,-4,27.2989497868015,597,0.11562747138005879,0.14992912622986995,0.54318639705981,0.5459264474433425,0_0_0_10_14_16,-20.0,42,16
3,13,562,562,562,1,1,0,0,0,1,-4,27.2989497868015,566,0.07893779735730892,0.004735513244191604,0.5191117493265794,0.5222502352501394,0_0_0_10_14_16,-20.0,42,16
3,14,478,478,478,1,1,0,0,0,1,-4,27.2989497868015,482,0.13844435662821866,0.022606280758953514,0.5100550292682386,0.5074777951755324,0_0_0_10_14_16,-20.0,42,16
3,15,267,267,267,1,1,0,0,0,1,-4,27.2989497868015,271,0.09741755965446827,0.010480280400931711,0.497849474635839,0.4988395314537713,0_0_0_10_14_16,-20.0,42,16
3,16,917,913,913,0,0,0,0,0,1,-4,27.2989497868015,917,0.142779532491141,0.14204017552670276,0.5599876134881933,0.5588353307373571,0_0_0_10_14_16,-20.0,42,16
3,17,656,652,656,0,1,1,1,0,1,-4,15.119709375822685,656,0.08312306911161119,0.0857027689395582,0.5610607074577243,0.5602353945537328,0_0_0_10_14_16,-20.0,42,16
3,18,889,885,885,0,0,0,0,0,1,-4,15.119709375822685,889,0.08994390798987252,0.0878775041586798,0.5605588569414777,0.5612896893737712,0_0_0_10_14_16,-20.0,42,16
3,19,510,510,510,1,1,0,0,0,1,-4,15.119709375822685,514,0.11055001609781887,0.015948710603568915,0.4970621586429118,0.49690127456531075,0_0_0_10_14_16,-20.0,42,16
3,20,860,860,860,1,1,0,0,0,1,-4,15.119709375822685,864,0.09456625180773902,0.011732931667416789,0.5503143935835934,0.5525573457935316,0_0_0_10_14_16,-20.0,42,16
3,21,553,553,553,1,1,0,0,0,1,-4,15.119709375822685,557,0.10056305685256983,0.007224577493994455,0.512410205721729,0.5153111928647933,0_0_0_10_14_16,-20.0,42,16
3,22,629,629,629,1,1,0,0,0,1,-4,15.119709375822685,633,0.14913100240659624,0.01699655610257337,0.5605588681126693,0.5612896862253592,0_0_0_10_14_16,-20.0,42,16
3,23,759,759,759,1,1,0,0,0,1,-4,15.119709375822685,763,0.12440411748584711,0.00879642544386365,0.49819956336266313,0.4974174829654977,0_0_0_10_14_16,-20.0,42,16
3,24,874,874,874,1,1,0,0,0,1,-4,15.119709375822685,878,0.21361804947964502,0.002315783775213306,0.5572048256728822,0.5586472806298627,0_0_0_10_14_16,-20.0,42,16
3,25,720,720,720,1,1,0,0,0,1,-4,15.119709375822685,724,0.06284783756361224,0.006763104292988629,0.5203424066947538,0.5172509016197746,0_0_0_10_14_16,-20.0,42,16
3,26,314,314,314,1,1,0,0,0,1,-4,15.119709375822685,318,0.10507891628872254,0.0005276575926947539,0.525439349601679,0.5286462087560261,0_0_0_10_14_16,-20.0,42,16
3,27,602,598,602,0,1,1,1,0,1,-4,15.119709375822685,602,0.050091581968416274,0.061876448732718886,0.5465864875036286,0.5491180528503693,0_0_0_10_14_16,-20.0,42,16
3,28,7,7,7,1,1,0,0,0,1,-4,15.119709375822685,11,0.15790857583604367,0.0009697765416570264,0.497205552162288,0.49784927830410236,0_0_0_10_14_16,-20.0,42,16
3,29,610,610,610,1,1,0,0,0,1,-4,15.119709375822685,614,0.09975261842167382,0.012526195170449615,0.5535999841220482,0.5555187207680109,0_0_0_10_14_16,-20.0,42,16
