dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,start_sample,gt_bin,snr_label,added_snr_db,seed,added_awgn_power,savaux_bin,savaux_correct,savaux_margin_db,white_ml_bin,white_ml_matches_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux,covariance_model
0_0_0_10_14_8,0,0,18,26,802011,889,clean,,0,0.0,889,1,24.825853580713897,889,1,889,1,8.375007410752067,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,19,27,806107,510,clean,,0,0.0,510,1,23.71709291708048,510,1,510,1,8.902484230194691,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,20,28,810203,860,clean,,0,0.0,860,1,21.77979024648915,860,1,860,1,7.860518973954135,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,21,29,814299,553,clean,,0,0.0,553,1,21.59919512445343,553,1,553,1,8.929416298546197,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,22,30,818395,629,clean,,0,0.0,629,1,26.000936998589946,629,1,629,1,8.686989634214232,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,23,31,822491,759,clean,,0,0.0,759,1,23.352335375261006,759,1,759,1,7.749716073917537,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,24,32,826587,874,clean,,0,0.0,874,1,19.180779755402796,874,1,874,1,7.313219704899817,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,25,33,830683,720,clean,,0,0.0,720,1,21.835967380919875,720,1,720,1,7.813923653704959,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,26,34,834779,314,clean,,0,0.0,314,1,22.56685354727663,314,1,314,1,8.175673422105653,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,27,35,838875,602,clean,,0,0.0,602,1,21.435872364590605,602,1,602,1,8.558510402210441,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,28,36,842971,7,clean,,0,0.0,7,1,16.001093642721035,7,1,7,1,6.666678726351732,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,29,37,847067,610,clean,,0,0.0,610,1,20.51415031248705,610,1,610,1,8.358263336661668,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,0,8,728283,803,-18,-18.0,101,0.00618450358772348,803,1,9.372255284517529,803,1,803,1,9.375775097623153,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,1,9,732379,826,-18,-18.0,101,0.00618450358772348,826,1,9.746687989995705,826,1,826,1,9.665596170516787,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,2,10,736475,922,-18,-18.0,101,0.00618450358772348,922,1,11.55466557079899,922,1,922,1,11.579083691569735,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,3,11,740571,718,-18,-18.0,101,0.00618450358772348,718,1,9.944311489953073,718,1,718,1,9.93085947757759,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,4,12,744667,86,-18,-18.0,101,0.00618450358772348,86,1,10.394958663500947,86,1,86,1,10.34006290707968,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,5,13,748763,467,-18,-18.0,101,0.00618450358772348,467,1,8.886653278375864,467,1,467,1,8.93132439453442,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,6,14,752859,89,-18,-18.0,101,0.00618450358772348,89,1,9.184026983328483,89,1,89,1,9.256778972494027,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,7,15,756955,713,-18,-18.0,101,0.00618450358772348,713,1,7.079460458915124,713,1,713,1,7.058139381798689,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,8,16,761051,865,-18,-18.0,101,0.00618450358772348,865,1,10.397223856278163,865,1,865,1,10.352764972463039,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,9,17,765147,405,-18,-18.0,101,0.00618450358772348,405,1,10.259348079532112,405,1,405,1,10.270694928401953,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,10,18,769243,765,-18,-18.0,101,0.00618450358772348,765,1,9.02442521055977,765,1,765,1,9.014240513948472,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,11,19,773339,1023,-18,-18.0,101,0.00618450358772348,1023,1,11.123676410280872,1023,1,1023,1,11.052448644533142,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,12,20,777435,597,-18,-18.0,101,0.00618450358772348,597,1,8.718576167904121,597,1,597,1,8.65042783958344,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,13,21,781531,562,-18,-18.0,101,0.00618450358772348,562,1,9.684855116559088,562,1,562,1,9.65251586204706,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,14,22,785627,478,-18,-18.0,101,0.00618450358772348,478,1,8.846472210810047,478,1,478,1,8.860519131527179,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,15,23,789723,267,-18,-18.0,101,0.00618450358772348,267,1,11.265495580593958,267,1,267,1,11.142974119008768,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,16,24,793819,917,-18,-18.0,101,0.00618450358772348,917,1,9.747257297583264,917,1,917,1,9.745413971227277,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,17,25,797915,656,-18,-18.0,101,0.00618450358772348,656,1,9.118671029624153,656,1,656,1,9.08357365508625,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,18,26,802011,889,-18,-18.0,101,0.00618450358772348,889,1,10.461287077585759,889,1,889,1,10.4863296863493,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,19,27,806107,510,-18,-18.0,101,0.00618450358772348,510,1,10.727507269155046,510,1,510,1,10.716416024974581,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,20,28,810203,860,-18,-18.0,101,0.00618450358772348,860,1,9.500662737748884,860,1,860,1,9.511419742126918,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,21,29,814299,553,-18,-18.0,101,0.00618450358772348,553,1,9.215390752032764,553,1,553,1,9.139905305621438,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,22,30,818395,629,-18,-18.0,101,0.00618450358772348,629,1,9.595361846983753,629,1,629,1,9.553246562492992,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,23,31,822491,759,-18,-18.0,101,0.00618450358772348,759,1,8.650541493249388,759,1,759,1,8.675101295103724,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,24,32,826587,874,-18,-18.0,101,0.00618450358772348,874,1,10.051092881475954,874,1,874,1,10.071706144409266,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,25,33,830683,720,-18,-18.0,101,0.00618450358772348,720,1,9.186763171419212,720,1,720,1,9.260197199222373,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,26,34,834779,314,-18,-18.0,101,0.00618450358772348,314,1,8.937589035496469,314,1,314,1,8.868437524670647,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,27,35,838875,602,-18,-18.0,101,0.00618450358772348,602,1,10.526555002927257,602,1,602,1,10.538659218826961,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,28,36,842971,7,-18,-18.0,101,0.00618450358772348,7,1,9.139075722087803,7,1,7,1,9.192379058515424,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,29,37,847067,610,-18,-18.0,101,0.00618450358772348,610,1,9.68174719611614,610,1,610,1,9.724532211642018,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,0,8,728283,803,-18,-18.0,202,0.00618450358772348,803,1,9.849049789157672,803,1,803,1,9.763281478379533,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,1,9,732379,826,-18,-18.0,202,0.00618450358772348,826,1,9.062531096135464,826,1,826,1,9.060228204986196,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,2,10,736475,922,-18,-18.0,202,0.00618450358772348,922,1,9.323451027045826,922,1,922,1,9.351157699752573,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,3,11,740571,718,-18,-18.0,202,0.00618450358772348,718,1,9.346714061561212,718,1,718,1,9.250189657555744,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,4,12,744667,86,-18,-18.0,202,0.00618450358772348,86,1,8.7397754867034,86,1,86,1,8.758802341354139,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,5,13,748763,467,-18,-18.0,202,0.00618450358772348,467,1,10.524452868093771,467,1,467,1,10.62716271686108,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,6,14,752859,89,-18,-18.0,202,0.00618450358772348,89,1,10.367781531326184,89,1,89,1,10.357897306599115,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,7,15,756955,713,-18,-18.0,202,0.00618450358772348,713,1,10.42112951250231,713,1,713,1,10.509718646238364,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,8,16,761051,865,-18,-18.0,202,0.00618450358772348,865,1,9.908973367624446,865,1,865,1,9.919100402282373,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,9,17,765147,405,-18,-18.0,202,0.00618450358772348,405,1,9.119775817752734,405,1,405,1,9.050279944448118,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,10,18,769243,765,-18,-18.0,202,0.00618450358772348,765,1,10.670877934743274,765,1,765,1,10.66628269110675,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,11,19,773339,1023,-18,-18.0,202,0.00618450358772348,1023,1,8.824237896118492,1023,1,1023,1,8.779749060793254,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,12,20,777435,597,-18,-18.0,202,0.00618450358772348,597,1,10.442844896955364,597,1,597,1,10.348272356881694,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,13,21,781531,562,-18,-18.0,202,0.00618450358772348,562,1,8.640468858665818,562,1,562,1,8.524282713350502,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,14,22,785627,478,-18,-18.0,202,0.00618450358772348,478,1,9.483691782040001,478,1,478,1,9.44708317787603,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,15,23,789723,267,-18,-18.0,202,0.00618450358772348,267,1,10.55229738650233,267,1,267,1,10.53575443344982,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,16,24,793819,917,-18,-18.0,202,0.00618450358772348,917,1,8.304690927759715,917,1,917,1,8.313968140864706,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,17,25,797915,656,-18,-18.0,202,0.00618450358772348,656,1,9.664097054634068,656,1,656,1,9.623982117238715,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,18,26,802011,889,-18,-18.0,202,0.00618450358772348,889,1,8.735222160080157,889,1,889,1,8.674580229433428,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,19,27,806107,510,-18,-18.0,202,0.00618450358772348,510,1,8.945072267921807,510,1,510,1,8.975005236339507,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,20,28,810203,860,-18,-18.0,202,0.00618450358772348,860,1,9.164083769257106,860,1,860,1,9.147577858193351,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,21,29,814299,553,-18,-18.0,202,0.00618450358772348,553,1,10.533382306931934,553,1,553,1,10.50951208446497,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,22,30,818395,629,-18,-18.0,202,0.00618450358772348,629,1,11.44950788234051,629,1,629,1,11.475519025797231,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,23,31,822491,759,-18,-18.0,202,0.00618450358772348,759,1,10.147717801375366,759,1,759,1,10.211574052853805,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,24,32,826587,874,-18,-18.0,202,0.00618450358772348,874,1,9.057057546088483,874,1,874,1,9.094640896117081,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,25,33,830683,720,-18,-18.0,202,0.00618450358772348,720,1,9.894665462050462,720,1,720,1,9.903566686435813,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,26,34,834779,314,-18,-18.0,202,0.00618450358772348,314,1,8.89500742291268,314,1,314,1,8.879994329934089,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,27,35,838875,602,-18,-18.0,202,0.00618450358772348,602,1,9.867637697632265,602,1,602,1,9.8664432642698,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,28,36,842971,7,-18,-18.0,202,0.00618450358772348,7,1,8.573118676024675,7,1,7,1,8.55749087432055,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,29,37,847067,610,-18,-18.0,202,0.00618450358772348,610,1,10.177263532558749,610,1,610,1,10.203778512163279,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,0,8,728283,803,-18,-18.0,303,0.00618450358772348,803,1,8.778335361274442,803,1,803,1,8.707070732902269,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,1,9,732379,826,-18,-18.0,303,0.00618450358772348,826,1,8.677535046034553,826,1,826,1,8.726193082071035,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,2,10,736475,922,-18,-18.0,303,0.00618450358772348,922,1,9.646672405072728,922,1,922,1,9.712683921545127,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,3,11,740571,718,-18,-18.0,303,0.00618450358772348,718,1,10.730571012456672,718,1,718,1,10.646104965773587,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,4,12,744667,86,-18,-18.0,303,0.00618450358772348,86,1,9.186951973848728,86,1,86,1,9.24567493582603,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,5,13,748763,467,-18,-18.0,303,0.00618450358772348,467,1,5.9718605600873715,467,1,467,1,6.027354029031068,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,6,14,752859,89,-18,-18.0,303,0.00618450358772348,89,1,9.865688121291951,89,1,89,1,9.884814809042574,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,7,15,756955,713,-18,-18.0,303,0.00618450358772348,713,1,10.682543966664895,713,1,713,1,10.772141169795702,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,8,16,761051,865,-18,-18.0,303,0.00618450358772348,865,1,8.558196141561504,865,1,865,1,8.510734528476867,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,9,17,765147,405,-18,-18.0,303,0.00618450358772348,405,1,9.71827252273226,405,1,405,1,9.78427985499356,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,10,18,769243,765,-18,-18.0,303,0.00618450358772348,765,1,9.398266900571883,765,1,765,1,9.39740395922227,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,11,19,773339,1023,-18,-18.0,303,0.00618450358772348,1023,1,10.720953480656135,1023,1,1023,1,10.706298257341247,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,12,20,777435,597,-18,-18.0,303,0.00618450358772348,597,1,11.03215431753796,597,1,597,1,10.957392073727485,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,13,21,781531,562,-18,-18.0,303,0.00618450358772348,562,1,10.885764130247825,562,1,562,1,10.856081047275982,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,14,22,785627,478,-18,-18.0,303,0.00618450358772348,478,1,10.586467064895169,478,1,478,1,10.606389742943437,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,15,23,789723,267,-18,-18.0,303,0.00618450358772348,267,1,11.97659953577745,267,1,267,1,11.976354916114314,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,16,24,793819,917,-18,-18.0,303,0.00618450358772348,917,1,9.15881494038857,917,1,917,1,9.171584807843216,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,17,25,797915,656,-18,-18.0,303,0.00618450358772348,656,1,9.94669469204813,656,1,656,1,9.937054173614047,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,18,26,802011,889,-18,-18.0,303,0.00618450358772348,889,1,9.944996025191351,889,1,889,1,9.928505317808007,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,19,27,806107,510,-18,-18.0,303,0.00618450358772348,510,1,8.653572224437717,510,1,510,1,8.654808036997267,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,20,28,810203,860,-18,-18.0,303,0.00618450358772348,860,1,8.997789947221046,860,1,860,1,9.025071207466638,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,21,29,814299,553,-18,-18.0,303,0.00618450358772348,553,1,10.03271565954427,553,1,553,1,10.023596681639948,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,22,30,818395,629,-18,-18.0,303,0.00618450358772348,629,1,9.228959174085407,629,1,629,1,9.264594497892407,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,23,31,822491,759,-18,-18.0,303,0.00618450358772348,759,1,10.525642909042197,759,1,759,1,10.52530117002923,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,24,32,826587,874,-18,-18.0,303,0.00618450358772348,874,1,10.115920262382335,874,1,874,1,10.168957850041132,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,25,33,830683,720,-18,-18.0,303,0.00618450358772348,720,1,11.1013670286355,720,1,720,1,11.149170909496608,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,26,34,834779,314,-18,-18.0,303,0.00618450358772348,314,1,9.97173439156018,314,1,314,1,9.936911712140065,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,27,35,838875,602,-18,-18.0,303,0.00618450358772348,602,1,10.461004105147282,602,1,602,1,10.494233943196004,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,28,36,842971,7,-18,-18.0,303,0.00618450358772348,7,1,10.03631630120417,7,1,7,1,10.093071965000302,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,29,37,847067,610,-18,-18.0,303,0.00618450358772348,610,1,8.314050764863488,610,1,610,1,8.283574630550648,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,0,8,728283,803,-20,-20.0,101,0.009801777634934275,803,1,7.297087870491001,803,1,803,1,7.276302958489213,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,1,9,732379,826,-20,-20.0,101,0.009801777634934275,826,1,6.94499569103033,826,1,826,1,6.969634667718658,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,2,10,736475,922,-20,-20.0,101,0.009801777634934275,922,1,8.373525064331238,922,1,922,1,8.473697761432446,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,3,11,740571,718,-20,-20.0,101,0.009801777634934275,718,1,6.046560522066207,718,1,718,1,6.056009910469271,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,4,12,744667,86,-20,-20.0,101,0.009801777634934275,86,1,9.247435826524553,86,1,86,1,9.268248197838139,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,5,13,748763,467,-20,-20.0,101,0.009801777634934275,467,1,6.143250032357574,467,1,467,1,6.198044768923484,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,6,14,752859,89,-20,-20.0,101,0.009801777634934275,89,1,9.452321866225574,89,1,89,1,9.406989108279898,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,7,15,756955,713,-20,-20.0,101,0.009801777634934275,713,1,6.531259052065845,713,1,713,1,6.503973837037825,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,8,16,761051,865,-20,-20.0,101,0.009801777634934275,865,1,8.377296996783826,865,1,865,1,8.394311498710268,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,9,17,765147,405,-20,-20.0,101,0.009801777634934275,405,1,6.447731110095026,405,1,405,1,6.45442349862172,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,10,18,769243,765,-20,-20.0,101,0.009801777634934275,765,1,8.313685616291536,765,1,765,1,8.34695940925571,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,11,19,773339,1023,-20,-20.0,101,0.009801777634934275,1023,1,5.141810568931927,1023,1,1023,1,5.161883459826773,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,12,20,777435,597,-20,-20.0,101,0.009801777634934275,597,1,7.979040915953624,597,1,597,1,7.984616384315665,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,13,21,781531,562,-20,-20.0,101,0.009801777634934275,562,1,7.315308213999109,562,1,562,1,7.309293085875557,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,14,22,785627,478,-20,-20.0,101,0.009801777634934275,478,1,7.578305899488303,478,1,478,1,7.606886974813671,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,15,23,789723,267,-20,-20.0,101,0.009801777634934275,267,1,5.756599798122167,267,1,267,1,5.764390380709283,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,16,24,793819,917,-20,-20.0,101,0.009801777634934275,917,1,4.892647460003671,917,1,917,1,4.869084019133869,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,17,25,797915,656,-20,-20.0,101,0.009801777634934275,656,1,7.717870893191128,656,1,656,1,7.769212880645262,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,18,26,802011,889,-20,-20.0,101,0.009801777634934275,889,1,7.144411750856367,889,1,889,1,7.134188952636524,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,19,27,806107,510,-20,-20.0,101,0.009801777634934275,510,1,7.28927453548922,510,1,510,1,7.276282787261113,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,20,28,810203,860,-20,-20.0,101,0.009801777634934275,860,1,7.6495145909858895,860,1,860,1,7.6099965875218745,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,21,29,814299,553,-20,-20.0,101,0.009801777634934275,553,1,8.270794993499853,553,1,553,1,8.363196710415432,0,0,header_residual_circulant_plus_known_awgn_identity
0_0_0_10_14_8,0,0,22,30,818395,629,-20,-20.0,101,0.009801777634934275,629,1,5.843117548760942,629,1,629,1,5.779048455844688,0,0,header_residual_circulant_plus_known_awgn_identity
