method,pattern_count,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol,dataset,snr_db,seed,training_seed,training_snr,training_snapshots,cg_iterations
information_32,32,70,16,0.22857142857142856,5,0,1.6524295999879541,23.60613714268506,0_0_0_10_14_16,-24.0,43,41,-24.0,512,8
hamming_32,32,70,18,0.2571428571428571,3,0,1.66182349999508,23.74033571421543,0_0_0_10_14_16,-24.0,43,41,-24.0,512,8
savaux,0,70,22,0.3142857142857143,0,0,0.11015589999442454,1.573655714206065,0_0_0_10_14_16,-25.0,43,41,-24.0,512,8
information_16,16,70,17,0.24285714285714285,6,1,1.023488599996199,14.621265714231413,0_0_0_10_14_16,-25.0,43,41,-24.0,512,8
hamming_16,16,70,20,0.2857142857142857,3,1,1.0084363999812922,14.40623428544703,0_0_0_10_14_16,-25.0,43,41,-24.0,512,8
information_32,32,70,18,0.2571428571428571,5,1,1.614602499987086,23.065749999815516,0_0_0_10_14_16,-25.0,43,41,-24.0,512,8
hamming_32,32,70,18,0.2571428571428571,4,0,1.6358287000148266,23.368981428783236,0_0_0_10_14_16,-25.0,43,41,-24.0,512,8
savaux,0,70,21,0.3,0,0,0.10985729999811156,1.5693899999730223,0_0_0_10_14_16,-23.0,44,41,-24.0,512,8
information_16,16,70,15,0.21428571428571427,6,0,1.0402010999823688,14.860015714033839,0_0_0_10_14_16,-23.0,44,41,-24.0,512,8
hamming_16,16,70,15,0.21428571428571427,6,0,1.0114802999960375,14.449718571371964,0_0_0_10_14_16,-23.0,44,41,-24.0,512,8
information_32,32,70,15,0.21428571428571427,7,1,1.6220491999920341,23.17213142845763,0_0_0_10_14_16,-23.0,44,41,-24.0,512,8
hamming_32,32,70,14,0.2,7,0,1.6432984000020951,23.47569142860136,0_0_0_10_14_16,-23.0,44,41,-24.0,512,8
savaux,0,70,23,0.32857142857142857,0,0,0.11204479999287287,1.6006399998981837,0_0_0_10_14_16,-24.0,44,41,-24.0,512,8
information_16,16,70,17,0.24285714285714285,6,0,1.0164774999830115,14.52110714261445,0_0_0_10_14_16,-24.0,44,41,-24.0,512,8
hamming_16,16,70,18,0.2571428571428571,5,0,1.0043919999698119,14.348457142425884,0_0_0_10_14_16,-24.0,44,41,-24.0,512,8
information_32,32,70,16,0.22857142857142856,7,0,1.5635063000117952,22.33580428588279,0_0_0_10_14_16,-24.0,44,41,-24.0,512,8
hamming_32,32,70,16,0.22857142857142856,7,0,1.5901381999865407,22.716259999807725,0_0_0_10_14_16,-24.0,44,41,-24.0,512,8
savaux,0,70,24,0.34285714285714286,0,0,0.1100464999981341,1.5720928571162014,0_0_0_10_14_16,-25.0,44,41,-24.0,512,8
information_16,16,70,17,0.24285714285714285,7,0,1.0454923999895982,14.935605714137116,0_0_0_10_14_16,-25.0,44,41,-24.0,512,8
hamming_16,16,70,18,0.2571428571428571,6,0,1.008122800009005,14.401754285842928,0_0_0_10_14_16,-25.0,44,41,-24.0,512,8
information_32,32,70,16,0.22857142857142856,8,0,1.5684223999887763,22.406034285553947,0_0_0_10_14_16,-25.0,44,41,-24.0,512,8
hamming_32,32,70,16,0.22857142857142856,8,0,1.6008803000040643,22.869718571486633,0_0_0_10_14_16,-25.0,44,41,-24.0,512,8
