packet_index,frame_index,event_index,symbol_count,gt_topk_recall,mean_gt_savaux_rank,pattern_count,bank_kind,mode_best_pattern_on_savaux,mean_best_pattern_gain_vs_savaux,mean_coherent_gain_vs_savaux,mean_whitened_gain_vs_savaux,mean_stable_gain_vs_savaux,mean_hybrid_gain_vs_savaux,savaux_err,savaux_ser,best_pattern_err,best_pattern_ser,best_pattern_changes_vs_savaux,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,mean_pattern_err,mean_pattern_ser,mean_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,coherent_pattern_err,coherent_pattern_ser,coherent_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,whitened_pattern_err,whitened_pattern_ser,whitened_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,stable_pattern_err,stable_pattern_ser,stable_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,hybrid_mean_pattern_err,hybrid_mean_pattern_ser,hybrid_mean_pattern_changes_vs_savaux,hybrid_mean_pattern_fix_vs_savaux,hybrid_mean_pattern_break_vs_savaux,gated_mean_pattern_err,gated_mean_pattern_ser,gated_mean_pattern_changes_vs_savaux,gated_mean_pattern_fix_vs_savaux,gated_mean_pattern_break_vs_savaux,gated_stable_pattern_err,gated_stable_pattern_ser,gated_stable_pattern_changes_vs_savaux,gated_stable_pattern_fix_vs_savaux,gated_stable_pattern_break_vs_savaux,gated_consensus_pattern_err,gated_consensus_pattern_ser,gated_consensus_pattern_changes_vs_savaux,gated_consensus_pattern_fix_vs_savaux,gated_consensus_pattern_break_vs_savaux,gated_hybrid_pattern_err,gated_hybrid_pattern_ser,gated_hybrid_pattern_changes_vs_savaux,gated_hybrid_pattern_fix_vs_savaux,gated_hybrid_pattern_break_vs_savaux,dataset,snr_db,seed
1,1,1,35,1.0,1.0,32,random_only,random_021,0.1433480063075633,0.061937969817576426,0.22751460447068939,0.8935106178844119,0.2557981022558742,0,0.0,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-22.0,2
2,2,2,35,1.0,1.0,32,random_only,random_014,0.16821946515796737,0.06416016269451125,0.23616414834062616,0.8705036739690767,0.2619011336954939,0,0.0,5,0.14285714285714285,5,0,5,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-22.0,2
0,0,0,35,1.0,1.1428571428571428,32,random_only,random_021,0.18684558259354758,0.06348467416277302,0.23262063799753654,0.8357483384450003,0.26322712773549356,2,0.05714285714285714,12,0.34285714285714286,11,0,10,3,0.08571428571428572,4,1,2,3,0.08571428571428572,4,1,2,3,0.08571428571428572,4,1,2,1,0.02857142857142857,2,1,0,2,0.05714285714285714,3,1,1,3,0.08571428571428572,4,1,2,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,3,0.08571428571428572,2,0,1,0_0_0_10_14_8,-23.0,2
1,1,1,35,1.0,1.0,32,random_only,random_021,0.1559681176472497,0.06185477896122622,0.22725606433778903,0.8697288735934398,0.2573284031085818,0,0.0,2,0.05714285714285714,2,0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-23.0,2
2,2,2,35,1.0,1.0571428571428572,32,random_only,random_014,0.18681850879631812,0.06451762397852888,0.23767077747199009,0.8415205397869349,0.26481483023690083,1,0.02857142857142857,10,0.2857142857142857,10,0,9,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_8,-23.0,2
0,0,0,35,1.0,1.457142857142857,32,random_only,random_024,0.20881009498902006,0.0651890295162141,0.23879875222426464,0.8065820032154867,0.26916683486231047,4,0.11428571428571428,16,0.45714285714285713,15,0,12,5,0.14285714285714285,2,0,1,4,0.11428571428571428,2,0,0,4,0.11428571428571428,2,0,0,4,0.11428571428571428,1,0,0,4,0.11428571428571428,1,0,0,4,0.11428571428571428,1,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,1,0,0,0_0_0_10_14_8,-24.0,2
1,1,1,35,1.0,1.0,32,random_only,random_021,0.17089228453834554,0.06175880975969738,0.2269582724996417,0.8416632273954562,0.25922913228113326,0,0.0,9,0.2571428571428571,9,0,9,3,0.08571428571428572,3,0,3,4,0.11428571428571428,4,0,4,3,0.08571428571428572,3,0,3,0,0.0,0,0,0,0,0.0,0,0,0,3,0.08571428571428572,3,0,3,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-24.0,2
2,2,2,35,1.0,1.2857142857142858,32,random_only,random_014,0.20099563947682264,0.06352250308541439,0.2339869761697773,0.8093198147939283,0.2650258208277956,5,0.14285714285714285,13,0.37142857142857144,14,1,9,4,0.11428571428571428,3,1,0,4,0.11428571428571428,3,1,0,4,0.11428571428571428,3,1,0,5,0.14285714285714285,3,1,1,4,0.11428571428571428,3,1,0,4,0.11428571428571428,3,1,0,5,0.14285714285714285,2,1,1,5,0.14285714285714285,0,0,0,3,0.08571428571428572,2,2,0,0_0_0_10_14_8,-24.0,2
0,0,0,35,1.0,1.0,32,random_only,random_028,0.1622570676101612,0.06229414499637452,0.22861627946449334,0.8622137436181039,0.25896145756461975,0,0.0,3,0.08571428571428572,3,0,3,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-22.0,42
1,1,1,35,1.0,1.0,32,random_only,random_017,0.14500396778187916,0.0622405061115886,0.2285907491792136,0.8874537198773476,0.25686406538391315,0,0.0,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-22.0,42
2,2,2,35,1.0,1.0,32,random_only,random_003,0.15574142502978716,0.06137653309350564,0.2259915762047944,0.8739200572291753,0.2560292070990417,0,0.0,6,0.17142857142857143,6,0,6,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-22.0,42
0,0,0,35,1.0,1.0285714285714285,32,random_only,random_028,0.17636109744184453,0.0621013014864209,0.2279513594622722,0.8324596141237851,0.26087537785360565,1,0.02857142857142857,12,0.34285714285714286,12,0,11,2,0.05714285714285714,2,0,1,1,0.02857142857142857,2,1,1,0,0.0,1,1,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,1,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_8,-23.0,42
1,1,1,35,1.0,1.0,32,random_only,random_017,0.15814979971845727,0.062185148771259934,0.22841845257414967,0.8619193953134969,0.25860407590727197,0,0.0,6,0.17142857142857143,6,0,6,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-23.0,42
2,2,2,35,1.0,1.0571428571428572,32,random_only,random_005,0.17441091279614768,0.061982818206466686,0.2286147606189248,0.8459564310123049,0.25926748366582725,1,0.02857142857142857,9,0.2571428571428571,8,0,8,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_8,-23.0,42
0,0,0,35,1.0,1.3714285714285714,32,random_only,random_028,0.19064081012060236,0.06264054937042825,0.2293417801637608,0.8063546176626147,0.2640595591143529,6,0.17142857142857143,18,0.5142857142857142,19,2,14,6,0.17142857142857143,5,2,2,7,0.2,1,0,1,8,0.22857142857142856,2,0,2,6,0.17142857142857143,0,0,0,7,0.2,1,0,1,7,0.2,2,0,1,6,0.17142857142857143,0,0,0,6,0.17142857142857143,0,0,0,6,0.17142857142857143,0,0,0,0_0_0_10_14_8,-24.0,42
1,1,1,35,1.0,1.0,32,random_only,random_017,0.17385673861841422,0.06212154787463736,0.22822122214645826,0.8317820487912112,0.26076809273003476,0,0.0,15,0.42857142857142855,15,0,15,0,0.0,0,0,0,2,0.05714285714285714,2,0,2,2,0.05714285714285714,2,0,2,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-24.0,42
2,2,2,35,1.0,1.3714285714285714,32,random_only,random_005,0.19187420795642804,0.06207259659253247,0.22907286170749636,0.8206299338980417,0.26138010242626714,3,0.08571428571428572,13,0.37142857142857144,12,0,10,7,0.2,4,0,4,6,0.17142857142857143,3,0,3,5,0.14285714285714285,2,0,2,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,5,0.14285714285714285,2,0,2,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,0_0_0_10_14_8,-24.0,42
1,0,1,35,1.0,1.0,32,random_only,random_009,0.15347103510752325,0.06414801919435657,0.23543439002260266,0.8783150761973959,0.2614930241636303,0,0.0,3,0.08571428571428572,3,0,3,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-22.0,1
2,1,2,35,1.0,1.0,32,random_only,random_012,0.17625337973946395,0.06287509359409109,0.23013868430783765,0.8473723842468118,0.26092986556391384,0,0.0,6,0.17142857142857143,6,0,6,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-22.0,1
3,2,3,35,1.0,1.0,32,random_only,random_022,0.16778537958697515,0.06447306419883668,0.23676392634641624,0.8710947849135786,0.26273340526112343,0,0.0,3,0.08571428571428572,3,0,3,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-22.0,1
1,0,1,35,1.0,1.0,32,random_only,random_009,0.16760604828114792,0.06428757492860651,0.2359648491486882,0.8527153962270388,0.26372057684012723,0,0.0,7,0.2,7,0,7,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-23.0,1
2,1,2,35,1.0,1.0571428571428572,32,random_only,random_012,0.1949757153231041,0.06313882107534917,0.23113710890456476,0.8151240103723703,0.26392697944048954,2,0.05714285714285714,8,0.22857142857142856,9,1,7,3,0.08571428571428572,2,0,1,3,0.08571428571428572,2,0,1,3,0.08571428571428572,2,0,1,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,3,0.08571428571428572,2,0,1,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,0_0_0_10_14_16,-23.0,1
3,2,3,35,1.0,1.1142857142857143,32,random_only,random_022,0.18414141634251158,0.06389309104998353,0.23454787551283585,0.8418870252001323,0.2638495951981686,2,0.05714285714285714,7,0.2,6,0,5,3,0.08571428571428572,1,0,1,3,0.08571428571428572,1,0,1,3,0.08571428571428572,1,0,1,2,0.05714285714285714,0,0,0,3,0.08571428571428572,1,0,1,3,0.08571428571428572,1,0,1,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,0_0_0_10_14_16,-23.0,1
1,0,1,35,1.0,1.0285714285714285,32,random_only,random_009,0.18410474718564415,0.06367250461713664,0.23388358202718434,0.8211159079908866,0.2648683245909265,1,0.02857142857142857,13,0.37142857142857144,13,0,12,3,0.08571428571428572,3,0,2,2,0.05714285714285714,3,1,2,2,0.05714285714285714,3,1,2,1,0.02857142857142857,0,0,0,2,0.05714285714285714,1,0,1,2,0.05714285714285714,2,0,1,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_16,-24.0,1
2,1,2,35,1.0,1.3142857142857143,32,random_only,random_012,0.21694329218174616,0.06404339248937956,0.23474533828868158,0.7857932949773306,0.26808581149702854,7,0.2,22,0.6285714285714286,21,0,15,10,0.2857142857142857,7,0,3,8,0.22857142857142856,4,0,1,8,0.22857142857142856,4,0,1,7,0.2,2,0,0,7,0.2,0,0,0,9,0.2571428571428571,4,0,2,7,0.2,0,0,0,7,0.2,0,0,0,7,0.2,0,0,0,0_0_0_10_14_16,-24.0,1
3,2,3,35,0.9714285714285714,2.2,32,random_only,random_027,0.19067941265679383,0.06407429875636858,0.235513412139955,0.8176507818443168,0.26601806247638365,7,0.2,13,0.37142857142857144,14,2,8,7,0.2,4,1,1,8,0.22857142857142856,5,1,2,8,0.22857142857142856,5,1,2,8,0.22857142857142856,2,0,1,5,0.14285714285714285,3,2,0,7,0.2,4,1,1,7,0.2,1,0,0,7,0.2,1,0,0,5,0.14285714285714285,2,2,0,0_0_0_10_14_16,-24.0,1
1,0,1,35,1.0,1.0,32,random_only,random_012,0.1672454422208224,0.06300291611142476,0.23175146397810237,0.8638406271930887,0.2601661389189842,0,0.0,4,0.11428571428571428,4,0,4,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-22.0,2
2,1,2,35,1.0,1.0,32,random_only,random_002,0.1583591083151495,0.06299504466657153,0.23095132252551917,0.8694253700659801,0.25968190314763345,0,0.0,5,0.14285714285714285,5,0,5,0,0.0,0,0,0,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-22.0,2
3,2,3,35,1.0,1.0,32,random_only,random_019,0.15614985699916417,0.06154036321165339,0.22599957938739307,0.8720226951696805,0.25635293148590266,0,0.0,7,0.2,7,0,7,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-22.0,2
1,0,1,35,1.0,1.0285714285714285,32,random_only,random_009,0.18414122488841547,0.06303194325636108,0.2320399173480647,0.8333974952288589,0.26256354424571465,1,0.02857142857142857,13,0.37142857142857144,12,0,12,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,2,0.05714285714285714,1,0,1,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,2,0.05714285714285714,1,0,1,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,0_0_0_10_14_16,-23.0,2
2,1,2,35,1.0,1.0,32,random_only,random_002,0.17436322998813436,0.0630627951883882,0.23118553170186154,0.8412052834327813,0.26194927425378245,0,0.0,12,0.34285714285714286,12,0,12,2,0.05714285714285714,2,0,2,2,0.05714285714285714,2,0,2,3,0.08571428571428572,3,0,3,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,2,0.05714285714285714,2,0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-23.0,2
3,2,3,35,1.0,1.0,32,random_only,random_019,0.1714264512079263,0.061483280755719946,0.2258008761923107,0.8443761371589374,0.2582451660246397,0,0.0,11,0.3142857142857143,11,0,11,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-23.0,2
1,0,1,35,1.0,1.2571428571428571,32,random_only,random_009,0.19974522663387753,0.06185366284430269,0.22779110457400784,0.7939474921063945,0.2630467573053401,5,0.14285714285714285,19,0.5428571428571428,19,1,15,6,0.17142857142857143,5,1,2,6,0.17142857142857143,5,1,2,6,0.17142857142857143,5,1,2,4,0.11428571428571428,2,1,0,5,0.14285714285714285,2,0,0,6,0.17142857142857143,5,1,2,4,0.11428571428571428,2,1,0,5,0.14285714285714285,0,0,0,5,0.14285714285714285,2,0,0,0_0_0_10_14_16,-24.0,2
2,1,2,35,1.0,1.3714285714285714,32,random_only,random_004,0.18103689634537748,0.06308260730664107,0.23193809984458857,0.8151760454033851,0.2640396974839766,6,0.17142857142857143,17,0.4857142857142857,17,0,11,4,0.11428571428571428,5,2,0,4,0.11428571428571428,4,2,0,5,0.14285714285714285,4,1,0,5,0.14285714285714285,3,1,0,5,0.14285714285714285,4,1,0,4,0.11428571428571428,4,2,0,5,0.14285714285714285,1,1,0,5,0.14285714285714285,1,1,0,5,0.14285714285714285,2,1,0,0_0_0_10_14_16,-24.0,2
3,2,3,35,1.0,1.1142857142857143,32,random_only,random_019,0.1871508188130823,0.06084157200112934,0.2235686671154164,0.8112396762186813,0.25941475281782667,2,0.05714285714285714,19,0.5428571428571428,19,0,17,5,0.14285714285714285,7,2,5,7,0.2,8,1,6,7,0.2,8,1,6,1,0.02857142857142857,1,1,0,2,0.05714285714285714,2,1,1,5,0.14285714285714285,5,1,4,1,0.02857142857142857,1,1,0,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,0_0_0_10_14_16,-24.0,2
1,0,1,35,1.0,1.0,32,random_only,random_029,0.1687073735242839,0.06457599119801667,0.23669422997616124,0.8629582174700902,0.26335541439898236,0,0.0,7,0.2,7,0,7,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-22.0,42
2,1,2,35,1.0,1.0,32,random_only,random_009,0.1776802809544623,0.0646315468037006,0.2364127765746626,0.8753484376440951,0.2625888650544109,0,0.0,3,0.08571428571428572,3,0,3,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-22.0,42
3,2,3,35,1.0,1.0,32,random_only,random_022,0.17138837138251573,0.06282712812054413,0.2297109328012986,0.8578545238626909,0.26029278378449183,0,0.0,6,0.17142857142857143,6,0,6,2,0.05714285714285714,2,0,2,2,0.05714285714285714,2,0,2,2,0.05714285714285714,2,0,2,0,0.0,0,0,0,0,0.0,0,0,0,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_16,-22.0,42
