packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_center_sample_phase,grlora_branch_sample_phases,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
34,35,22818816,22945792,16,186,186,0.8828215595667613,22822552,3736,409,409,0.934245640039794,0.0012001269873992344,0,22823064,22962328,22971544,-968.914647595929,224,224,2,142,200,24,32,106,56,3856,4023,167,0.646608280516256,0.37659243890875693,0,-224,-896,22822168,22961432,22970648,22822166,22971514,-12.96875,1562,0,32,-59,440,24,32,83,408,-476,-395,-435.5,28,-0.26974609551248724,0.45203500541185804,-0.49551980337980694,0.45203500541185804,2,217,434,216.7302539044875,26456.329822325137,0.05554907061320677,0.22219628245282708,5.4247139270709735e-05,124993.21910759115,0.22960526503447465,0.46568881514060356,2,889,675,865,0,-0.03431118485939644,39.07142857142857,482,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.44504130722102836|-0.16494009528736087|-0.26974609551248724|-0.4264619039623329,0.03255708928747936|0.4273159022116033|0.45203500541185804|-0.017320015768592878,-0.4843461331879553|0.47115669216032074|-0.49551980337980694|0.4282889742455609,-0.4843461331879553|0.47115669216032074|0.45203500541185804|0.4282889742455609,-2|2|2|2,139|-224|217|-34,278|-448|434|-68,139.44504130722103|-224.16494009528736|216.7302539044875|-34.426461903962334,17022.09976894788|-27363.884288975507|26456.329822325137|-4202.448962886027,0.035740476037323415|-0.05745461864242551|0.05554907061320677|-0.008823677953650383,0.14296190414929366|-0.22981847456970203|0.22219628245282708|-0.03529471181460153,3.490280863019865e-05|-5.610802601799366e-05|5.4247139270709735e-05|-8.616873001611702e-06,124995.63714892123|125007.01350325225|124993.21910759115|125001.0771091252,-0.340650899993606|-0.3673911043972955|0.22960526503447465|0.14593127972874864,-0.18875387683498146|0.38842676637239615|0.46568881514060356|0.10843064842573447,-1|2|2|0,432|129|889|303,143|942|675|571,408|105|865|279,0|0|0|0,0.06124612316501854|-0.11157323362760385|-0.03431118485939644|0.10843064842573447,22822168|22822165|22822166|22822167,22971203|22969749|22971514|22970513,,,,,,
35,36,23298048,23408640,12,54,54,0.9936944010147469,23294136,-3912,2,2,0.6595401568496335,0.0011806885550631223,0,23289912,23429176,23438392,-917.8568460907968,3203,-893,1,3342,3228,24,32,115,7,3672,3452,220,0.5263539509201755,0.6612652185690291,0,893,3572,23293484,23432748,23441964,23293484,23442356,-66.5625,1391,0,32,-578,-401,24,32,602,433,-915,1184,134.5,28,-0.13328146260246934,-0.4348378056473621,0.026523545060360476,0.026523545060360476,0,98,197,97.86671853739753,11946.62091520966,0.025083739629228403,0.10033495851691361,2.4495839481668362e-05,124996.93802006479,-0.17079678680433075,-0.06419089338010986,0,447,516,423,0,-0.06419089338010986,40.214285714285715,489,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.39843000103835535|0.07869446404304428|-0.13328146260246934|0.40616965675532235,0.41277892154619167|-0.036951198439652444|-0.4348378056473621|0.05758267107114534,0.44764037277684565|0.4604892279919568|0.026523545060360476|-0.030729235592644955,0.44764037277684565|0.4604892279919568|0.026523545060360476|-0.030729235592644955,2|2|0|0,-37|190|98|-88,-73|381|197|-176,-36.601569998961644|190.07869446404305|97.86671853739753|-87.59383034324468,-4467.965087763872|23202.965632817755|11946.62091520966|-10692.60624307186,-0.0093811692636256|0.04871813985648017|0.025083739629228403|-0.022450745935832652,-0.0375246770545024|0.1948725594259207|0.10033495851691361|-0.08980298374333061,-9.161298109009375e-06|4.757630845359392e-05|2.4495839481668362e-05|-2.1924556577961574e-05,125001.14516226362|124994.05296144329|124996.93802006479|125002.74056957226,0.14744295634082638|0.019469703399322302|-0.17079678680433075|0.2508468944607102,0.10757298697041762|0.226521797789363|-0.06419089338010986|0.15543122423342137,0|1|0|1,969|41|447|1005,952|1001|516|426,945|17|423|981,0|0|0|0,0.10757298697041762|-0.02347820221063701|-0.06419089338010986|-0.09456877576657863,23293480|23293481|23293484|23293485,23441814|23442722|23442356|23441612,,,,,,
36,37,24862720,24989696,16,43,43,0.35115872428196365,24864496,1776,438,438,1.1315885851935508,0.0014458084167587126,0,24864240,25003504,25012720,-1052.6100343315927,3734,-362,2,3673,3787,24,32,85,21,115,437,322,0.5022600502638541,1.2364533613617317,0,362,1448,24865688,25004952,25014168,24865688,25015103,115.78125,1410,0,32,-399,301,24,32,423,269,21,377,199.0,28,-0.4305975870342233,0.06911046319589786,0.015090240289168833,0.015090240289168833,0,234,468,233.5694024129658,28511.889942988986,0.0598650303498477,0.2394601213993908,5.8461943701023144e-05,124992.69225703737,-0.06922878851570502,0.18519759047114803,1,560,558,536,0,-0.06480240952885197,-76.57142857142857,506,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.1929626850567347|-0.2691935538653449|-0.4305975870342233|-0.44314290626033975,-0.03519634217616385|-0.48035963445056495|0.06911046319589786|-0.43727426754009,0.027698655367885294|0.4919439086889952|0.015090240289168833|0.04050457201321933,0.027698655367885294|-0.48035963445056495|0.015090240289168833|0.04050457201321933,0|-2|0|0,213|-164|234|-122,427|-328|468|-244,212.80703731494327|-164.26919355386534|233.5694024129658|-122.44314290626033,25977.421547234288|-20052.391791243328|28511.889942988986|-14946.672718049358,0.05454353017094097|-0.04210303300027305|0.0598650303498477|-0.031382802672303756,0.21817412068376388|-0.1684121320010922|0.2394601213993908|-0.12553121068921502,5.326516618255954e-05|-4.111624316432915e-05|5.8461943701023144e-05|-3.0647268234671636e-05,124993.34185422718|125005.13953039555|124992.69225703737|125003.83090852934,-0.2269083791620039|0.17234330954069743|-0.06922878851570502|0.03625488649949915,0.004901624064495458|-0.006594580710463038|0.18519759047114803|-0.09712202485779176,0|0|1|0,946|461|560|629,245|971|558|749,922|437|536|605,0|0|0|0,0.004901624064495458|-0.006594580710463038|-0.06480240952885197|-0.09712202485779176,24865686|24865689|24865688|24865689,25015018|25013511|25015103|25013681,,,,,,
37,38,27582464,27693056,12,422,422,0.29141213479583056,27579680,-2784,55,55,1.5381120042828498,0.0014713001039643532,0,27583640,27722904,27732120,-426.2419146780187,3870,-226,2,3854,3965,24,32,40,63,23,9,14,0.6382691603836625,0.5598005102050881,0,226,904,27584544,27723808,27733024,27584542,27732344,-50.5625,1391,0,32,74,-71,24,32,50,103,-12,847,417.5,28,0.4581790697389836,-0.010174550286762951,0.474036629010925,0.474036629010925,2,-170,-339,-169.54182093026103,-20696.023062776003,-0.04345443431675749,-0.17381773726702995,-4.2435971012458485e-05,125005.30449637656,0.0834947308746854,-0.10118661497153392,0,597,983,573,0,-0.10118661497153392,69.46428571428571,510,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.46989765298691966|0.1029534305919898|0.4581790697389836|0.38721038629935084,-0.4763807891137901|0.48165297416215935|-0.010174550286762951|-0.48222877668740693,-0.10515738320327728|0.4669949888540259|0.474036629010925|-0.09414435415408207,-0.10515738320327728|0.4669949888540259|0.474036629010925|-0.09414435415408207,0|2|2|0,-170|-106|-170|163,-339|-211|-339|327,-169.53010234701307|-105.897046569408|-169.54182093026103|163.38721038629936,-20694.592571656867|-12926.885567554687|-20696.023062776003|19944.72783035881,-0.043451430784040665|-0.027141953703457043|-0.04345443431675749|0.04187697621137466,-0.17380572313616266|-0.10856781481382817|-0.17381773726702995|0.16750790484549863,-4.243303787503971e-05|-2.6505814163532268e-05|-4.2435971012458485e-05|4.0895484581420564e-05,125005.30412973437|125003.31322677043|125005.30449637656|124994.88806442732,-0.49560316829257856|-0.40154752965659946|0.0834947308746854|0.24591888460990696,0.3197282508752486|0.48309916710370815|-0.10118661497153392|0.42389603350824934,1|2|0|2,597|848|597|741,983|455|983|91,573|824|573|717,0|0|0|0,0.06972825087524859|-0.01690083289629185|-0.10118661497153392|-0.07610396649175066,27584542|27584541|27584542|27584545,27732341|27732597|27732344|27733675,,,,,,
38,40,27713536,27832320,14,3901,-195,0.5502880514018351,27712584,-952,3790,-306,1.2373417370713673,0.0013115734631295726,0,27717056,27856320,27865536,-630.1534126827327,3758,-338,2,3799,3661,24,32,17,129,251,221,30,0.517384532232293,0.8221189800878719,0,338,1352,27718408,27857672,27866888,27718406,27866181,-101.75,1739,0,32,342,-1532,24,32,318,1564,257,670,463.5,28,-0.3792171496568164,-0.003021474984620909,0.4454878935450779,0.4454878935450779,2,-177,-354,-177.37921714965682,-21652.73646846397,-0.04546319898238078,-0.1818527959295231,-4.439765525623123e-05,125005.54970690703,-0.009334473891106976,-0.2025530695662252,-1,700,995,676,0,0.04744693043377479,29.964285714285715,494,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.4427309905112288|0.25180655920600453|-0.3792171496568164|-0.12661688120103312,0.04507146699950226|0.026831608466132195|-0.003021474984620909|-0.00905795933869058,0.46413561999509056|0.4684415054361253|0.4454878935450779|0.4721021658371001,0.46413561999509056|0.4684415054361253|0.4454878935450779|0.4721021658371001,2|2|2|2,-41|-178|-177|-120,-81|-356|-354|-240,-40.55726900948877|-177.74819344079398|-177.37921714965682|-120.12661688120103,-4950.8385021348595|-21697.777519628173|-21652.73646846397|-14663.893662255985,-0.010395035116231487|-0.04555776948964373|-0.04546319898238078|-0.030789065224831103,-0.041580140464925947|-0.18223107795857493|-0.1818527959295231|-0.12315626089932441,-1.0151401480694811e-05|-4.449000926723021e-05|-4.439765525623123e-05|-3.0067446508624124e-05,125001.2689251851|125005.56125115842|125005.54970690703|125003.75843081357,0.131494496275683|0.010592881767525819|-0.009334473891106976|0.4868520786425048,0.08731559703169922|-0.18302763856345994|-0.2025530695662252|0.35599855143697257,0|-1|-1|1,826|57|700|795,768|559|995|894,802|33|676|771,0|0|0|0,0.08731559703169922|0.06697236143654006|0.04744693043377479|0.10599855143697257,27718404|27718405|27718406|27718407,27866722|27866176|27866181|27866408,,,,,,
39,41,29171712,29286400,13,3995,-101,0.3408236338400382,29169480,-2232,98,98,1.1073597532253416,0.0013844079015052258,0,29173344,29312608,29321824,-1602.4989363844538,1282,1282,3,1336,1517,24,32,30,203,3573,3917,344,0.6433595614859915,0.701341036343853,0,-1282,-5128,29168216,29307480,29316696,29168216,29316997,63.6875,1618,0,32,243,-94,24,32,219,126,733,-462,135.5,28,-0.25955230336913504,0.41953166502946715,0.020945130055906702,0.020945130055906702,0,75,151,74.74044769663087,9123.589806717635,0.01915635833930461,0.07662543335721844,1.870738119072716e-05,124997.66157735116,-0.36605140308634576,-0.28463688014430133,-1,575,974,551,0,-0.03463688014430133,72.64285714285714,432,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.04931076317704504|0.0010944837149901622|-0.25955230336913504|0.13906096572343407,0.46388256010267703|0.46877563768339314|0.41953166502946715|-0.028380049834481724,0.45862433178217543|0.49546660470673487|0.020945130055906702|-0.015349349683759783,0.45862433178217543|0.49546660470673487|0.020945130055906702|-0.015349349683759783,2|2|0|0,244|64|75|63,488|128|151|127,244.04931076317703|64.001094483715|74.74044769663087|63.13906096572343,29791.175630270634|7812.633603969115|9123.589806717635|7707.404903042411,0.06255108436620285|0.01640380728001717|0.01915635833930461|0.016182863688159584,0.2502043374648114|0.06561522912006867|0.07662543335721844|0.06473145475263833,6.108504332636997e-05|1.6019343046891766e-05|1.870738119072716e-05|1.5803577820468343e-05,124992.3643695842|124997.99758211915|124997.66157735116|124998.02455277243,0.4602590315006667|0.020388437667284265|-0.36605140308634576|-0.4974977116626531,-0.27389885994297103|0.09010461860735708|-0.28463688014430133|-0.42872054098797485,-1|0|-1|-2,296|337|575|123,930|1011|974|178,272|313|551|99,0|0|0|0,-0.02389885994297103|0.09010461860735708|-0.03463688014430133|0.07127945901202515,29168212|29168213|29168216|29168217,29317671|29316951|29316997|29316951,,,,,,
40,42,30871552,30982144,12,3753,-343,0.5101991995562253,30871112,-440,3667,-429,2.1182596980014825,0.001615435191889364,0,30866720,31005984,31015200,-1723.152119977834,114,114,2,3942,275,24,32,292,129,3895,3869,26,0.6114006486266634,0.3844240101070828,0,-114,-456,30866264,31005528,31014744,30866264,31014768,-62.53125,1564,1,32,1466,1,24,32,1442,31,-87,-687,-387.0,28,0.252810708994157,0.04345891673972346,0.030577034184148033,0.030577034184148033,0,6,13,6.252810708994157,763.2825572502633,0.0016026273090511986,0.0064105092362047944,1.5650657314953111e-06,124999.80436678357,0.08186110807378633,0.08867227413725398,0,134,751,110,0,0.08867227413725398,30.642857142857142,502,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.15209316072688356|-0.25657862227415446|0.252810708994157|-0.3699404166747805,-0.4194808874880209|0.07097639481318652|0.04345891673972346|0.06527733397388147,-0.011874131198055693|0.010126289579488912|0.030577034184148033|0.044174101798034826,-0.011874131198055693|0.010126289579488912|0.030577034184148033|0.044174101798034826,0|0|0|0,-65|69|6|-51,-129|139|13|-101,-65.15209316072688|68.74342137772585|6.252810708994157|-51.36994041667478,-7953.136372159042|8391.530929898176|763.2825572502633|-6270.74467976987,-0.016698814117471518|0.017619289875365454|0.0016026273090511986|-0.013166378003043567,-0.06679525646988607|0.07047715950146181|0.0064105092362047944|-0.052665512012174266,-1.630743566159328e-05|1.7206337768911576e-05|1.5650657314953111e-06|-1.2857791018597233e-05,125002.0384294577|124997.84920777888|124999.80436678357|125001.60722387732,0.45376381704285573|-0.42605643440881646|0.08186110807378633|-0.3771499942993593,0.3827938570436018|-0.3511744524385134|0.08867227413725398|-0.4331071008122945,2|-1|0|-2,707|205|134|963,535|124|751|162,683|181|110|939,0|0|0|0,-0.1172061429563982|-0.10117445243851342|0.08867227413725398|0.06689289918770552,30866262|30866263|30866264|30866265,31014480|31015020|31014768|31014543,,,,,,
41,43,32051200,32169984,14,211,211,0.24968130792697515,32047704,-3496,809,809,0.3421367961854124,0.0012029271087949623,0,32055576,32194840,32204056,-507.34885524822016,3924,-172,2,3933,4003,24,32,15,47,3947,3810,137,0.5426543117342195,0.975288880972449,0,172,688,32056264,32195528,32204744,32056264,32204063,-124.53125,1296,0,32,9,455,24,32,15,423,285,-916,-315.5,28,-0.04773426073923755,0.40247278318724966,-0.11462169399112554,-0.11462169399112554,0,-170,-339,-170.04773426073925,-20757.780061125395,-0.043584102486348995,-0.17433640994539598,-4.256260008432519e-05,125005.32032501054,0.4906870264457066,0.3054545908787234,1,324,667,300,0,0.0554545908787234,24.035714285714285,482,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.2767594928442439|0.05544742276564531|-0.04773426073923755|-0.3173989454631575,-0.49798685106308227|-0.015859599550935854|0.40247278318724966|-0.02688940853238364,-0.040924414489154515|0.45327997635058637|-0.11462169399112554|0.07733282834010424,-0.040924414489154515|0.45327997635058637|-0.11462169399112554|0.07733282834010424,0|2|0|0,-235|121|-170|-155,-469|243|-339|-310,-235.27675949284423|121.05544742276564|-170.04773426073925|-155.31739894546317,-28720.307555278836|14777.276296724322|-20757.780061125395|-18959.64342595986,-0.06030263468649893|0.031027129234869194|-0.043584102486348995|-0.039808642337877585,-0.2412105387459957|0.12410851693947678|-0.17433640994539598|-0.15923456935151034,-5.888929168603411e-05|3.0299930893426947e-05|-4.256260008432519e-05|-3.887562728308358e-05,125007.36116146075|124996.21250863832|125005.32032501054|125004.85945341039,0.02939127554287979|0.4461481118664006|0.4906870264457066|-0.19654372647197849,-0.2268949218747407|-0.4219865888854053|0.3054545908787234|-0.3657304564079582,-1|-2|1|-1,324|485|324|325,304|711|667|474,300|461|300|301,0|0|0|0,0.023105078125259304|0.0780134111145947|0.0554545908787234|-0.1157304564079582,32056262|32056261|32056264|32056265,32203803|32205229|32204063|32204126,,,,,,
42,44,32395264,32505856,12,181,181,0.8845307414299971,32395776,512,306,306,1.1298915803698193,0.0012531776127610071,0,32403576,32542840,32552056,-1106.0795349156533,3991,-105,1,3855,4084,24,32,160,61,3773,3658,115,0.48784531003819376,0.18452388104336706,0,105,420,32403996,32543260,32552476,32403998,32552799,238.625,1675,0,32,1082,-455,24,32,1058,487,939,920,929.5,28,0.01346486813141953,-0.0858836075049112,-0.47845222093576467,-0.47845222093576467,-2,81,163,81.01346486813142,9889.338973160575,0.02076416466786227,0.08305665867144908,2.027750455845925e-05,124997.4653119302,0.186001048435828,0.2742487482742426,1,888,573,864,0,0.024248748274242615,-33.82142857142857,497,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.4715495490040373|-0.3855091730424448|0.01346486813141953|-0.23370764861407853,-0.0024940451379507067|-0.3973691150628156|-0.0858836075049112|0.009090107755696408,0.002895878491358417|-0.4806798336691145|-0.47845222093576467|-0.019849155178462752,0.002895878491358417|-0.4806798336691145|-0.47845222093576467|-0.019849155178462752,0|-2|-2|0,-7|-186|81|-186,-13|-372|163|-372,-6.528450450995963|-186.38550917304244|81.01346486813142|-186.2337076486141,-796.9299866938431|-22752.137350224908|9889.338973160575|-22733.60689069996,-0.0016732751822318955|-0.04777155761047838|0.02076416466786227|-0.04773265010472987,-0.006693100728927582|-0.19108623044191353|0.08305665867144908|-0.1909306004189195,-1.6340577951483354e-06|-4.6651911728982795e-05|2.027750455845925e-05|-4.6613916117900266e-05,125000.20425722438|125005.83148896613|124997.4653119302|125005.82673951474,-0.05064892734006221|-0.009369677204422722|0.186001048435828|0.45270604147018134,-0.057760346864547785|-0.21239879704895603|0.2742487482742426|0.24984227852507934,0|-1|1|1,679|634|888|240,457|835|573|835,655|610|864|216,0|0|0|0,-0.057760346864547785|0.037601202951043966|0.024248748274242615|-0.0001577214749206579,32403994|32403997|32403998|32403997,32552446|32551732|32552799|32551732,,,,,,
43,45,33218560,33333248,13,665,665,0.3828224236275701,33215872,-2688,4018,-78,0.5843089313228815,0.0012989717272538584,0,33223728,33362992,33372208,-1630.357645434322,291,291,2,215,121,24,32,100,202,76,293,217,0.46954170310793847,0.3669818929827904,0,-291,-1164,33222564,33361828,33371044,33222564,33370723,26.0,1460,1,32,-14,-137,24,32,38,169,-110,-287,-198.5,28,0.30876357787059616,0.4340839735530011,0.05654520492305437,0.05654520492305437,0,-80,-159,-79.6912364221294,-9727.934133560719,-0.020425270766385433,-0.08170108306554173,-1.9946553482798275e-05,125002.49331918533,0.4029365403987205,0.3161291396415824,1,323,659,299,0,0.0661291396415824,64.32142857142857,502,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.3590359784531434|-0.45244898653338556|0.30876357787059616|-0.35480272065428115,-0.05993672063436861|0.00986771190312652|0.4340839735530011|-0.008893281291420863,-0.02408392376582924|0.4402114645332631|0.05654520492305437|-0.0746775425358237,-0.02408392376582924|0.4402114645332631|0.05654520492305437|-0.0746775425358237,0|2|0|0,-179|101|-80|-221,-358|203|-159|-441,-179.35903597845314|100.54755101346662|-79.6912364221294|-221.35480272065428,-21894.413571588517|12273.870973323561|-9727.934133560719|-27020.849941486118,-0.04597063665635973|0.02577085068009704|-0.020425270766385433|-0.05673436608587612,-0.18388254662543893|0.10308340272038816|-0.08170108306554173|-0.22693746434350448,-4.48931998597263e-05|2.5166846367282265e-05|-1.9946553482798275e-05|-5.54046543807384e-05,125005.61164998247|124996.85414420409|125002.49331918533|125006.92558179761,-0.4951442967693407|0.26487868629636835|0.4029365403987205|0.10982274271614045,0.3094804974411305|0.3744048016867807|0.3161291396415824|-0.13129831314883322,1|1|1|-1,996|324|323|913,9|887|659|856,972|300|299|889,0|0|0|0,0.05948049744113049|0.1244048016867807|0.0661291396415824|0.11870168685116678,33222562|33222561|33222564|33222565,33370325|33371446|33370723|33370162,,,,,,
44,46,33579008,33697792,14,439,439,0.8284845638961329,33576456,-2552,294,294,0.9010810700028372,0.001263620781212735,0,33580896,33720160,33729376,-1320.0261453366063,225,225,1,374,228,24,32,125,29,242,3982,356,0.3809881100975441,0.4120096710511355,0,-225,-900,33579996,33719260,33728476,33579996,33728068,-172.34375,1301,0,32,-1360,189,24,32,1384,157,467,-403,32.0,28,-0.10344485851045979,0.03883747757765832,-0.012424231544230224,-0.012424231544230224,0,-102,-203,-102.10344485851046,-12463.79942120489,-0.02616963421634982,-0.10467853686539928,-2.5556283414404122e-05,125003.1945354268,0.15014747353257551,0.03892652811308883,0,392,517,368,0,0.03892652811308883,13.107142857142858,503,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.3860750649325519|-0.4218185753219364|-0.10344485851045979|0.21113765812533983,-0.0853241035534893|0.45250945103384765|0.03883747757765832|-0.48559900583882154,-0.08925152574147432|0.016289442808528065|-0.012424231544230224|-0.12477147991864967,-0.08925152574147432|0.016289442808528065|-0.012424231544230224|-0.12477147991864967,0|0|0|0,4|-238|-102|-71,8|-475|-203|-141,4.386075064932552|-238.42181857532194|-102.10344485851046|-70.78886234187466,535.4095538247744|-29104.225900307854|-12463.79942120489|-8641.218547592121,0.0011241734326769921|-0.0611087293867444|-0.02616963421634982|-0.01814354683767548,0.0044966937307079685|-0.2444349175469776|-0.10467853686539928|-0.07257418735070192,1.0978256178486251e-06|-5.967649354174258e-05|-2.5556283414404122e-05|-1.7718307458667462e-05,124999.86277179777|125007.45956169271|125003.1945354268|125002.21478843232,-0.05327797589581057|0.060810102432707236|0.15014747353257551|0.29463502127573493,-0.04850023880693338|-0.19890199746095627|0.03892652811308883|0.2175249472156141,0|-1|0|1,15|852|392|1019,64|335|517|907,-9|828|368|995,0|0|0|0,-0.04850023880693338|0.05109800253904373|0.03892652811308883|-0.032475052784385894,33579994|33579995|33579996|33579997,33728490|33727524|33728068|33728192,,,,,,
