packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_center_sample_phase,grlora_branch_sample_phases,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
10,10,6512640,6623232,12,3896,-200,0.5706733229295395,6511552,-1088,3346,-750,1.0954297856044402,0.0013636536386181113,0,6507048,6646312,6655528,-860.4440907247672,3795,-301,2,3790,3687,24,32,29,140,3977,4076,99,0.48935885074273466,0.8062451000351106,0,301,1204,6508252,6647516,6656732,6508252,6656078,-13.40625,1315,1,32,-490,163,24,32,514,131,854,-438,208.0,28,0.18011582603410775,0.4781453840892027,-0.0032999786999994285,-0.0032999786999994285,0,-163,-326,-162.8198841739659,-19875.474142329822,-0.04173156760661419,-0.16692627042645675,-4.075348399083417e-05,125005.09418549885,-0.3387101421116534,0.48393069556023627,2,889,461,865,0,-0.016069304439763732,-44.892857142857146,511,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.3208854563266742|0.13912668999547975|0.18011582603410775|0.040517427839292096,0.02505447188764265|0.022659296673168683|0.4781453840892027|-0.0116168331182962,0.4940138291025278|0.4665322662806375|-0.0032999786999994285|-0.48434579804848,0.4940138291025278|0.4665322662806375|-0.0032999786999994285|-0.48434579804848,2|2|0|-2,-163|-247|-163|121,-326|-494|-326|243,-162.67911454367334|-246.8608733100045|-162.8198841739659|121.04051742783929,-19858.2903495695|-30134.38394897516|-19875.474142329822|14775.453787578039,-0.0416954876316571|-0.063271702201662|-0.04173156760661419|0.03102330260094302,-0.1667819505266284|-0.253086808806648|-0.16692627042645675|0.12409321040377208,-4.0718249640290135e-05|-6.178877168131055e-05|-4.075348399083417e-05|3.0296193946233418e-05,125005.08978120502|125007.72359646017|125005.09418549885|124996.21297575672,0.15975822488950064|0.4418377958274533|-0.3387101421116534|-0.49160011481830335,-0.017447597545042104|0.17293306147038967|0.48393069556023627|-0.35975107876429546,0|1|2|-1,394|394|889|995,460|918|461|920,370|370|865|971,0|0|0|0,-0.017447597545042104|-0.07706693852961033|-0.016069304439763732|-0.10975107876429546,6508248|6508249|6508252|6508255,6656078|6655742|6656078|6657218,,,,,,
11,11,6746112,6864896,14,3747,-349,0.9341003189576057,6748616,2504,1502,1502,1.0742082140946176,0.0013037679962804255,0,6756480,6895744,6904960,-747.2953943023799,4026,-70,1,4059,59,24,32,9,97,181,16,165,0.37252267161882247,0.11123068083159497,0,70,280,6756760,6896024,6905240,6756760,6905858,-88.34375,1554,1,32,-633,129,24,32,657,97,339,-171,84.0,28,-0.26208225333565555,0.49534253198325473,-0.04362638749034886,-0.04362638749034886,0,155,311,154.73791774666435,18888.905974934612,0.039660118348027566,0.15864047339211026,3.873058432424567e-05,124995.15867695947,0.22549739964653326,0.3940529026256505,2,1020,983,996,0,-0.10594709737434949,5.5,489,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.1737165421863977|0.3993456476622509|-0.26208225333565555|-0.02578227864720879,-0.4973212027067575|0.0014986067186555374|0.49534253198325473|-0.03183104693908945,-0.4818676162989277|0.020908459284001424|-0.04362638749034886|0.48249968028804346,-0.4818676162989277|0.020908459284001424|-0.04362638749034886|0.48249968028804346,-2|0|0|2,-13|89|155|59,-26|179|311|119,-13.173716542186398|89.39934564766224|154.73791774666435|58.974217721352794,-1608.119695091113|10913.006060505644|18888.905974934612|7199.001186688573,-0.0033764908094592984|0.022913508726589666|0.039660118348027566|0.015115393100613285,-0.013505963237837194|0.09165403490635866|0.15864047339211026|0.06046157240245314,-3.297354306112596e-06|2.237647336581022e-05|3.873058432424567e-05|1.476112607481766e-05,125000.41216928826|124997.20294082927|124995.15867695947|124998.15485924065,0.41008467779837476|-0.24585926146512938|0.22549739964653326|-0.03380774049233137,0.3957345918581727|-0.14847684937712313|0.3940529026256505|0.030432680185275007,2|-1|2|0,240|240|1020|998,978|780|983|130,216|216|996|974,0|0|0|0,-0.10426540814182728|0.10152315062287687|-0.10594709737434949|0.030432680185275007,6756760|6756759|6756760|6756759,6905184|6905596|6905858|6905477,,,,,,
12,12,7159808,7274496,13,3881,-215,0.4772503073232548,7160304,496,3964,-132,0.7842926170213231,0.001277352789282223,0,7159960,7299224,7308440,-742.5366489906393,361,361,1,357,246,24,32,28,147,176,149,27,0.460165724249838,1.1205672765077537,0,-361,-1444,7158516,7297780,7306996,7158516,7306545,38.15625,1887,0,32,-376,-396,24,32,400,428,180,-20,80.0,28,-0.26955748109934596,0.09707376998096606,-0.07501535866236964,-0.07501535866236964,0,-113,-225,-113.26955748109934,-13826.850278454509,-0.029031565891198312,-0.11612626356479325,-2.835113856562335e-05,125003.54389232071,-0.004025467180715614,-0.12740962221830854,-1,160,901,136,0,0.12259037778169146,-29.357142857142858,500,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.40755587545469885|0.02943606322641535|-0.26955748109934596|0.08538812635856696,-0.4774171629446755|-0.014229214821227743|0.09707376998096606|0.46266544211653127,0.03301333097670067|-0.08168033543722686|-0.07501535866236964|0.022400757942307337,0.03301333097670067|-0.08168033543722686|-0.07501535866236964|0.022400757942307337,0|0|0|0,200|79|-113|56,401|158|-225|113,199.5924441245453|79.02943606322641|-113.26955748109934|56.085388126358566,24364.312026922034|9647.147956936818|-13826.850278454509|6846.36085526838,0.05115656246784532|0.020255647955512206|-0.029031565891198312|0.01437497132621452,0.20462624987138128|0.08102259182204882|-0.11612626356479325|0.05749988530485808,4.9957580535005196e-05|1.978090620655489e-05|-2.835113856562335e-05|1.4038057935756366e-05,124993.75530243311|124997.52738672418|125003.54389232071|124998.24524275803,-0.32997667005224907|-0.4334996008608363|-0.004025467180715614|0.482399840381172,-0.1125612795639066|-0.3474130970499094|-0.12740962221830854|-0.4565065314824164,0|-1|-1|-2,996|182|160|995,415|517|901|977,972|158|136|971,0|0|0|0,-0.1125612795639066|-0.09741309704990941|0.12259037778169146|0.04349346851758362,7158514|7158515|7158516|7158517,7307794|7307312|7306545|7307223,,,,,,
13,13,7921664,8032256,12,506,506,0.5302209554517068,7922808,1144,486,486,1.4216944655893204,0.0014444317509059122,0,7914856,8054120,8063336,-375.6168460657726,582,582,2,560,654,24,32,46,40,660,682,22,0.44800899583335263,0.5973352055370673,0,-582,-2328,7912528,8051792,8061008,7912530,8061275,223.21875,1420,0,32,-634,150,24,32,658,118,215,-747,-266.0,28,0.2544021471555644,-0.4677224505375648,0.44660808922765227,-0.4677224505375648,-2,67,134,67.25440214715556,8209.76588710395,0.01723764664423712,0.06895058657694848,1.6833639301012813e-05,124997.89579508737,0.08388224207802308,0.15714224031603086,1,582,211,558,0,-0.09285775968396914,74.92857142857143,501,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.21345714551471495|0.01929785283751686|0.2544021471555644|-0.4462414717575062,0.43197802790035666|-0.4934523146744141|-0.4677224505375648|0.37095005933133507,-0.4897115586371399|0.04313667209441974|0.44660808922765227|-0.49904257053617584,0.43197802790035666|0.04313667209441974|-0.4677224505375648|0.37095005933133507,2|0|-2|1,189|226|67|197,378|452|134|395,188.78654285448528|226.01929785283752|67.25440214715556|196.5537585282425,23045.23228204166|27590.246319926457|8209.76588710395|23993.378726592102,0.04838695480174423|0.057929900003290326|0.01723764664423712|0.05037773183520671,0.19354781920697692|0.2317196000131613|0.06895058657694848|0.20151092734082685,4.725288554857835e-05|5.657216797196321e-05|1.6833639301012813e-05|4.9197003745319054e-05,124994.09338930642|124992.9284790035|124997.89579508737|124993.85037453184,-0.019639418443827772|-0.10310652780029006|0.08388224207802308|-0.016962521942049946,0.18600513946358488|0.1430955472136941|0.15714224031603086|0.1971428383575784,1|1|1|1,683|590|582|238,176|77|211|663,659|566|558|214,0|0|0|0,-0.06399486053641512|-0.10690445278630589|-0.09285775968396914|-0.0528571616424216,7912524|7912527|7912530|7912528,8061761|8061910|8061275|8061796,,,,,,
14,14,8384512,8495104,12,141,141,0.8265712011452407,8386544,2032,3718,-378,1.2915670822011918,0.0013826062161435499,0,8382728,8521992,8531208,-741.1934505156341,3775,-321,2,3777,3869,24,32,22,62,690,481,209,0.6597914961184597,0.280257505482943,0,321,1284,8384012,8523276,8532492,8384012,8531810,30.03125,1268,0,32,-1081,874,24,32,1105,842,344,-94,125.0,28,-0.3828720078030529,0.4805154231805773,0.014344655056788724,0.014344655056788724,0,-170,-339,-170.38287200780306,-20798.69043064002,-0.04367000000199996,-0.17468000000799985,-4.264648437695309e-05,125005.33081054712,-0.3830953450072101,0.43130715498428995,2,675,210,651,0,-0.06869284501571005,-44.964285714285715,504,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.20419963753291173|-0.4834004458028829|-0.3828720078030529|0.12430296433624795,0.021456338473171854|-0.4851143779292215|0.4805154231805773|0.47936545169366696,0.4156460541815079|0.4978312383108232|0.014344655056788724|-0.4780563741014703,0.4156460541815079|-0.4851143779292215|0.014344655056788724|0.47936545169366696,2|-2|0|2,61|-36|-170|-141,123|-71|-339|-282,60.79580036246709|-36.483400445802886|-170.38287200780306|-140.87569703566376,7421.362348933971|-4453.540093481797|-20798.69043064002|-17196.740360798798,0.015582274031799029|-0.00935088180382481|-0.04367000000199996|-0.03610716040487588,0.062329096127196115|-0.03740352721529924|-0.17468000000799985|-0.14442864161950353,1.5217064484178739e-05|-9.131720511547667e-06|-4.264648437695309e-05|-3.5260898832886604e-05,124998.09786693948|125001.14146506395|125005.33081054712|125004.40761235413,-0.08572117680092317|0.21565740434838454|-0.3830953450072101|0.32393631873763873,-0.019496512165777302|0.17591615668212912|0.43130715498428995|0.17048088701691633,0|1|2|1,996|669|675|1014,209|209|210|733,972|645|651|990,0|0|0|0,-0.019496512165777302|-0.07408384331787088|-0.06869284501571005|-0.07951911298308367,8384008|8384013|8384012|8384011,8532734|8532346|8531810|8531928,,,,,,
15,15,10260480,10379264,14,161,161,0.7989676533489899,10262800,2320,422,422,1.3180842372558879,0.001292688760054021,0,10262832,10402096,10411312,-1135.3381646087919,3073,-1023,2,3057,3143,24,32,40,38,547,130,417,0.48130531019600625,0.10198499060765377,0,1023,4092,10266924,10406188,10415404,10266922,10416036,-184.6875,1372,0,32,-954,811,24,32,978,779,131,976,553.5,28,-0.4647100947923014,0.43274947559353905,-0.4559575820794919,0.43274947559353905,2,158,316,157.5352899052077,19230.3820685068,0.040377099114519095,0.16150839645807638,3.9430760854022554e-05,124995.07115489324,-0.27518335274185013,-0.10358068150514388,0,499,257,475,0,-0.10358068150514388,96.10714285714286,498,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.35647914288699223|-0.40024542830307214|-0.4647100947923014|0.12449367505364832,0.02162687138653041|-0.43152110046605685|0.43274947559353905|0.0020500811749570858,-0.4682734937043165|0.49331627335561734|-0.4559575820794919|-0.004995487137875898,-0.4682734937043165|-0.43152110046605685|0.43274947559353905|-0.004995487137875898,-2|-2|2|0,-244|95|158|-198,-488|191|316|-395,-243.643520857113|94.59975457169693|157.5352899052077|-197.87550632494634,-29741.640729628052|11547.821602990349|19230.3820685068|-24154.724893181927,-0.062447078341478626|0.024246400085015617|0.040377099114519095|-0.05071650254381442,-0.2497883133659145|0.09698560034006247|0.16150839645807638|-0.20286601017525768,-6.098347494285022e-05|2.3678125083023064e-05|3.9430760854022554e-05|-4.952783451544377e-05,125007.62293436784|124997.04023436463|124995.07115489324|125006.19097931443,-0.4665800006316325|0.3443637022544429|-0.27518335274185013|0.37207643146006264,0.26801991641708334|0.44741090261575933|-0.10358068150514388|0.15653129564885138,1|2|0|1,139|195|499|139,811|945|257|653,115|171|475|115,0|0|0|0,0.018019916417083337|-0.05258909738424067|-0.10358068150514388|-0.09346870435114862,10266924|10266925|10266922|10266925,10414425|10415781|10416036|10414612,,,,,,
16,16,10489856,10604544,13,743,743,0.2987887227448295,10487712,-2144,713,713,1.1283857511171345,0.0013601798985064335,0,10483904,10623168,10632384,-363.919711381375,3594,-502,2,3647,3640,24,32,29,14,4048,3944,104,0.5199739798225053,1.3735697999793142,0,502,2008,10485912,10625176,10634392,10485914,10634322,162.59375,1311,0,32,-1100,-454,24,32,1124,486,171,-774,-301.5,28,0.1374724323742974,-0.4560802851033259,-0.4425900290514164,-0.4425900290514164,-2,-17,-33,-16.8625275676257,-2058.4140097199343,-0.004321951908864492,-0.017287807635457966,-4.22065616100048e-06,125000.52758202012,0.41910750986491985,0.4007392142522458,2,515,611,491,0,-0.09926078574775421,90.64285714285714,512,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.23529896267341036|-0.16380147103646595|0.1374724323742974|-0.15610638366343416,0.09361826398674111|0.05641998308271923|-0.4560802851033259|0.4757567721351279,-0.4064436884701479|0.45436587246524596|-0.4425900290514164|0.029405557551996253,-0.4064436884701479|0.45436587246524596|-0.4425900290514164|0.029405557551996253,-2|2|-2|0,-184|-112|-17|-112,-367|-224|-33|-224,-184.2352989626734|-112.16380147103646|-16.8625275676257|-112.15610638366343,-22489.660517904467|-13691.87029675738|-2058.4140097199343|-13690.93095503704,-0.04722044775545248|-0.028748154980273853|-0.004321951908864492|-0.028746182690092124,-0.1888817910218099|-0.11499261992109541|-0.017287807635457966|-0.1149847307603685,-4.611371851118406e-05|-2.8074370097923685e-05|-4.22065616100048e-06|-2.807244403329309e-05,125005.76421481391|125003.50929626224|125000.52758202012|125003.50905550417,0.08250198335537284|-0.46557508690351734|0.41910750986491985|0.10952771146904827,-0.1181849196053002|0.4122452544303188|0.4007392142522458|-0.012643564963843223,0|2|2|0,886|228|515|228,486|301|611|301,862|204|491|204,0|0|0|0,-0.1181849196053002|-0.08775474556968121|-0.09926078574775421|-0.012643564963843223,10485912|10485909|10485914|10485913,10633654|10633941|10634322|10633945,,,,,,
17,17,11251712,11362304,12,3785,-311,0.4905852171194249,11255016,3304,141,141,0.9639740032950638,0.00148203853885147,0,11255024,11394288,11403504,-1449.4330209037755,339,339,2,267,580,24,32,96,209,263,143,120,0.43951590528893136,0.16051171325495614,0,-339,-1356,11253668,11392932,11402148,11253670,11401203,24.15625,1428,0,32,-638,-56,24,32,662,88,325,-120,102.5,28,0.3811123271720317,0.006730518021470289,-0.4703276630879145,-0.4703276630879145,-2,-236,-471,-235.61888767282798,-28762.07124912451,-0.06039032388579762,-0.24156129554319047,-5.897492566972424e-05,125007.3718657087,-0.40281802743343853,0.34052309605192166,1,639,609,615,0,0.09052309605192166,15.357142857142858,502,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.25572815704780255|-0.4829898412813941|0.3811123271720317|-0.4493891413040405,-0.021767494151792022|-0.4618261210214314|0.006730518021470289|0.4638138065191697,0.06254888862668295|0.0835331045308294|-0.4703276630879145|0.04424727563809938,0.06254888862668295|0.0835331045308294|-0.4703276630879145|0.04424727563809938,0|0|-2|0,-58|11|-236|-193,-115|23|-471|-385,-58.255728157047805|10.517010158718605|-235.61888767282798|-193.44938914130404,-7111.294941045875|1283.8147166404547|-28762.07124912451|-23614.42738541309,-0.014931240556963248|0.0026955633993024923|-0.06039032388579762|-0.04958206611167317,-0.05972496222785299|0.01078225359720997|-0.24156129554319047|-0.1983282644466927,-1.4581289606409422e-05|2.63238613213134e-06|-5.897492566972424e-05|-4.841998643718083e-05,125001.8226612008|124999.67095173348|125007.3718657087|125006.05249830465,-0.415250809196141|0.16979113330850915|-0.40281802743343853|0.4576211600645579,-0.4787085815632348|0.18124727775554472|0.34052309605192166|0.2468973790899469,-2|1|1|1,909|820|639|71,639|319|609|969,885|796|615|47,0|0|0|0,0.021291418436765186|-0.06875272224445528|0.09052309605192166|-0.003102620910053089,11253666|11253667|11253670|11253669,11401916|11402190|11401203|11401376,,,,,,
18,18,11517952,11636736,14,3995,-101,0.573143486094477,11513896,-4056,3574,-522,0.8289108364112973,0.001390909752605399,0,11522328,11661592,11670808,-416.71165062102074,3974,-122,2,4019,3919,24,32,21,87,315,318,3,0.5083367980304954,0.20352838063327147,0,122,488,11522816,11662080,11671296,11522814,11670886,-166.8125,1615,1,32,-320,234,24,32,344,202,-1046,1066,10.0,28,-0.36679979906918214,0.058409193919516156,0.4630735563653592,0.4630735563653592,2,-103,-206,-103.36679979906918,-12618.017553597312,-0.026493438537797103,-0.10597375415118841,-2.5872498572067483e-05,125003.2340623215,-0.3847164768441481,-0.49731359062978575,-2,784,217,760,0,0.002686409370214249,5.428571428571429,507,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.37770905332196|0.40289410390616803|-0.36679979906918214|0.3778315327286003,-0.06896477123958|0.47983716249666486|0.058409193919516156|-0.03692148685104257,0.047519790889055|0.4745976834772563|0.4630735563653592|-0.013052096503486155,0.047519790889055|0.4745976834772563|0.4630735563653592|-0.013052096503486155,0|2|2|0,160|-28|-103|-29,320|-56|-206|-57,160.37770905332195|-27.597105896093833|-103.36679979906918|-28.6221684672714,19577.35706217309|-3368.787340831767|-12618.017553597312|-3493.9170492274657,0.041105625654429455|-0.007073279140889336|-0.026493438537797103|-0.007336007911439255,0.16442250261771782|-0.028293116563557343|-0.10597375415118841|-0.02934403164575702,4.0142212553153765e-05|-6.907499161024742e-06|-2.5872498572067483e-05|-7.1640702260148975e-06,124994.98222343087|125000.86343739514|125003.2340623215|125000.89550877824,0.36289981183079756|0.2482527509687975|-0.3847164768441481|-0.24780434966954235,-0.4624012791378771|0.21819131462001784|-0.49731359062978575|-0.27898238329315916,-2|1|-2|-1,926|855|784|856,532|851|217|852,902|831|760|832,0|0|0|0,0.0375987208621229|-0.03180868537998216|0.002686409370214249|-0.028982383293159164,11522814|11522813|11522814|11522817,11671936|11671182|11670886|11671182,,,,,,
19,19,12644352,12754944,12,164,164,0.4570373525855657,12645528,1176,3828,-268,1.4210531903777963,0.0014990096888397226,0,12641016,12780280,12789496,-1370.8586321291536,195,195,1,179,4054,24,32,40,269,6,4030,72,0.5317325954453426,0.40145345101058943,0,-195,-780,12640236,12779500,12788716,12640236,12788423,48.78125,1838,1,32,-1219,385,24,32,1243,353,-32,101,34.5,28,0.2772691032629745,-0.0281549052255059,0.02971646796368077,0.02971646796368077,0,-73,-145,-72.72273089673702,-8877.286486418094,-0.018639207221841557,-0.07455682888736623,-1.8202350802579645e-05,125002.27529385033,0.43326183686475095,0.35404520617192436,1,1017,1018,993,0,0.10404520617192436,31.571428571428573,491,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.2811457747364445|-0.2585781613888017|0.2772691032629745|-0.25884854106576743,0.47629769240495534|0.4909500690966979|-0.0281549052255059|0.49846189652436124,-0.4465969872363189|-0.47951535474692264|0.02971646796368077|-0.4756091239208331,0.47629769240495534|0.4909500690966979|0.02971646796368077|0.49846189652436124,2|2|0|2,-142|99|-73|130,-284|198|-145|261,-142.28114577473644|98.7414218386112|-72.72273089673702|129.74115145893424,-17368.30392758013|12053.396220533594|-8877.286486418094|15837.542902701935,-0.036467384092356066|0.02530793055121263|-0.018639207221841557|0.033253319525049785,-0.14586953636942426|0.10123172220485052|-0.07455682888736623|0.13301327810019914,-3.561267977769147e-05|2.4714775928918584e-05|-1.8202350802579645e-05|3.247394484868143e-05,125004.4515849722|124996.91065300889|125002.27529385033|124995.9407568939,0.30934140144956124|0.3008038467355021|0.43326183686475095|-0.43743187867404565,0.15435501905704796|0.40836255157815593|0.35404520617192436|-0.29610527069258374,1|2|1|-1,667|975|1017|533,786|910|1018|960,643|951|993|509,0|0|0|0,-0.09564498094295204|-0.09163744842184407|0.10404520617192436|-0.046105270692583744,12640232|12640233|12640236|12640235,12788145|12789109|12788423|12789238,,,,,,
20,20,13004800,13119488,13,4069,-27,0.44903498340823794,13001560,-3240,3986,-110,1.326953575568752,0.0013789601566253401,0,12997112,13136376,13145592,-810.4446392134469,3792,-304,2,3781,3908,24,32,35,84,344,171,173,0.4825632236044674,0.3220932344275897,0,304,1216,12998328,13137592,13146808,12998326,13147107,-111.15625,1392,0,32,-11,116,24,32,35,84,314,1151,732.5,28,0.09317036512333611,0.011480575109303004,0.49306716786240656,0.49306716786240656,2,75,150,75.09317036512334,9166.646773086346,0.01924676296009928,0.07698705184039711,1.879566695322195e-05,124997.65054163085,0.10896358258558347,0.19076232516600555,1,84,240,60,0,-0.05923767483399445,7.107142857142857,505,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.1986936670477414|0.46479454465427855|0.09317036512333611|0.3878093334951575,0.037163621566548954|-0.4599762575052182|0.011480575109303004|0.025302156811847,0.4778932172638406|0.4969449090246485|0.49306716786240656|-0.4889946108409049,0.4778932172638406|-0.4599762575052182|0.49306716786240656|-0.4889946108409049,2|-2|2|-2,226|192|75|192,452|385|150|385,225.80130633295227|192.46479454465427|75.09317036512334|192.38780933349517,27563.63602697171|23494.237615314243|9166.646773086346|23484.840006530172,0.057874027663766724|0.04932970948960792|0.01924676296009928|0.04930997778693233,0.2314961106550669|0.1973188379584317|0.07698705184039711|0.19723991114772932,5.651760514039719e-05|4.817354442344524e-05|1.879566695322195e-05|4.81542751825511e-05,124992.93529935746|124993.97830694707|124997.65054163085|124993.98071560219,0.329862102504376|0.11857444616223534|0.10896358258558347|0.08892467834092965,-0.4241732799246156|0.3282257114930691|0.19076232516600555|0.29849208393539195,-2|1|1|1,188|22|84|925,587|102|240|384,164|-2|60|901,0|0|0|0,0.07582672007538438|0.07822571149306912|-0.05923767483399445|0.04849208393539195,12998324|12998329|12998326|12998331,13147712|13147574|13147107|13147576,,,,,,
21,21,14508032,14635008,16,3712,-384,0.4590504320533114,14505128,-2904,155,155,0.9749130497796822,0.0012758828184059425,0,14512920,14652184,14661400,-1739.8586175804523,3702,-394,2,4055,3734,24,32,329,0,129,375,246,0.5566076055407579,1.8153311785100965,0,394,1576,14514496,14653760,14662976,14514498,14663552,44.9375,1443,0,32,-70,31,24,32,94,1,258,-50,104.0,28,-0.17936428558123801,-0.055139485395486076,-0.43823713954009236,-0.43823713954009236,-2,144,288,143.82063571441876,17556.22994560776,0.03686196322391295,0.1474478528956518,3.599801096085249e-05,124995.50024862989,-0.258654316374878,-0.10199097267324797,0,168,736,144,0,-0.10199097267324797,90.21428571428571,499,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.2837716032221244|0.06103535940122378|-0.17936428558123801|0.36014100009667493,-0.0907104133744383|-0.46599685381852396|-0.055139485395486076|0.46693594255106063,0.47052000791657633|0.49466445192297215|-0.43823713954009236|-0.024862861970916583,0.47052000791657633|-0.46599685381852396|-0.43823713954009236|-0.024862861970916583,2|-2|-2|0,114|130|144|-61,228|260|288|-122,114.28377160322212|130.06103535940122|143.82063571441876|-60.639858999903325,13950.65571328395|15876.591230395656|17556.22994560776|-7402.326538074136,0.029291514148867673|0.03333530740193798|0.03686196322391295|-0.015542305464400072,0.11716605659547069|0.1333412296077519|0.1474478528956518|-0.062169221857600286,2.8604994286003587e-05|3.2554011134705056e-05|3.599801096085249e-05|-1.5178032680078195e-05,124996.42437571424|124995.93074860817|124995.50024862989|125001.89725408501,0.40784846068034186|-0.3992670169565087|-0.258654316374878|0.47778336316828107,-0.4676626041869705|-0.2575919604982724|-0.10199097267324797|0.4117285649445809,-2|-1|0|2,967|632|168|249,335|617|736|995,943|608|144|225,0|0|0|0,0.032337395813029524|-0.0075919604982723765|-0.10199097267324797|-0.08827143505541912,14514492|14514497|14514498|14514497,14663432|14663496|14663552|14662731,,,,,,
