trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,decision_q2,is_error,true_rank_q2,true_in_top4,true_in_top8,true_in_top16,signal_power,added_noise_power
15:20260820:5,15.0,20260820,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,3985,0,1,1,1,1,5.998009479350775e-08,7.76903531807913e-06
15:20260820:6,15.0,20260820,6,exp0_000000_rxg20_0_fulltrim,0,6,3165,3165,0,1,1,1,1,6.021993173101038e-08,7.800100651411007e-06
15:20260820:7,15.0,20260820,7,exp0_000000_rxg20_0_fulltrim,0,7,1669,1669,0,1,1,1,1,6.297640756193777e-08,8.157138401311736e-06
15:20260820:8,15.0,20260820,8,exp0_000000_rxg20_0_fulltrim,0,8,849,849,0,1,1,1,1,6.501240630023145e-08,8.420854991954408e-06
15:20260820:9,15.0,20260820,9,exp0_000000_rxg20_0_fulltrim,0,9,665,665,0,1,1,1,1,6.361536648147813e-08,8.239900764889195e-06
15:20260820:10,15.0,20260820,10,exp0_000000_rxg20_0_fulltrim,0,10,713,713,0,1,1,1,1,6.285975786989332e-08,8.142029129136419e-06
15:20260820:11,15.0,20260820,11,exp0_000000_rxg20_0_fulltrim,0,11,797,797,0,1,1,1,1,6.41980468785086e-08,8.31537354630554e-06
15:20260820:12,15.0,20260820,12,exp0_000000_rxg20_0_fulltrim,0,12,3881,3881,0,1,1,1,1,6.638878275846576e-08,8.599132758133471e-06
15:20260820:13,15.0,20260820,13,exp0_000000_rxg20_0_fulltrim,0,13,693,693,0,1,1,1,1,6.707617489640913e-08,8.688168526006749e-06
15:20260820:14,15.0,20260820,14,exp0_000000_rxg20_0_fulltrim,0,14,2437,2437,0,1,1,1,1,6.669297009117698e-08,8.638533198217496e-06
15:20260820:15,15.0,20260820,15,exp0_000000_rxg20_0_fulltrim,0,15,1117,1117,0,1,1,1,1,6.649173228138338e-08,8.612467489968757e-06
15:20260820:16,15.0,20260820,16,exp0_000000_rxg20_0_fulltrim,0,16,3705,3705,0,1,1,1,1,6.725976160509957e-08,8.711947941972266e-06
15:20260820:17,15.0,20260820,17,exp0_000000_rxg20_0_fulltrim,0,17,3961,3961,0,1,1,1,1,6.763267734756565e-08,8.760250559429954e-06
15:20260820:18,15.0,20260820,18,exp0_000000_rxg20_0_fulltrim,0,18,661,661,0,1,1,1,1,6.599972254066516e-08,8.548738996947226e-06
15:20260820:19,15.0,20260820,19,exp0_000000_rxg20_0_fulltrim,0,19,73,73,0,1,1,1,1,6.574391180668965e-08,8.515604627389433e-06
15:20260820:20,15.0,20260820,20,exp0_000000_rxg20_0_fulltrim,0,20,2989,2989,0,1,1,1,1,6.626869349066005e-08,8.583577968396698e-06
15:20260820:21,15.0,20260820,21,exp0_000000_rxg20_0_fulltrim,0,21,693,693,0,1,1,1,1,6.652362307658597e-08,8.616598205585387e-06
15:20260820:22,15.0,20260820,22,exp0_000000_rxg20_0_fulltrim,0,22,3273,3273,0,1,1,1,1,6.679654523945706e-08,8.65194896536214e-06
15:20260820:23,15.0,20260820,23,exp0_000000_rxg20_0_fulltrim,0,23,3277,3277,0,1,1,1,1,6.76383617920378e-08,8.760986847860637e-06
15:20260820:24,15.0,20260820,24,exp0_000000_rxg20_0_fulltrim,0,24,893,893,0,1,1,1,1,6.80420313290309e-08,8.813272908770157e-06
15:20260820:25,15.0,20260820,25,exp0_000000_rxg20_0_fulltrim,0,25,3605,3605,0,1,1,1,1,6.842685608202886e-08,8.863118063360273e-06
15:20260820:26,15.0,20260820,26,exp0_000000_rxg20_0_fulltrim,0,26,357,357,0,1,1,1,1,6.476401392503328e-08,8.388681499359912e-06
15:20260820:27,15.0,20260820,27,exp0_000000_rxg20_0_fulltrim,0,27,1981,1981,0,1,1,1,1,6.694602402354048e-08,8.671310487827975e-06
15:20260820:28,15.0,20260820,28,exp0_000000_rxg20_0_fulltrim,0,28,3501,3501,0,1,1,1,1,6.276138429432516e-08,8.129287105543661e-06
15:20260820:29,15.0,20260820,29,exp0_000000_rxg20_0_fulltrim,0,29,2269,4078,1,25,0,0,0,6.393811427330359e-08,8.281705283574207e-06
15:20260820:30,15.0,20260820,30,exp0_000000_rxg20_0_fulltrim,0,30,2677,2677,0,1,1,1,1,6.23435032529794e-08,8.075160272631048e-06
15:20260820:31,15.0,20260820,31,exp0_000000_rxg20_0_fulltrim,0,31,1909,1909,0,1,1,1,1,6.194128315506919e-08,8.023061953062471e-06
15:20260820:32,15.0,20260820,32,exp0_000002_rxg20_0_fulltrim,2,1,313,313,0,1,1,1,1,2.8571456172268963e-08,3.7007719453510083e-06
15:20260820:33,15.0,20260820,33,exp0_000002_rxg20_0_fulltrim,2,2,1433,1433,0,1,1,1,1,2.8822207680385437e-08,3.733251009102494e-06
15:20260820:34,15.0,20260820,34,exp0_000002_rxg20_0_fulltrim,2,3,2865,2865,0,1,1,1,1,3.087116764368785e-08,3.9986464269495085e-06
15:20260820:35,15.0,20260820,35,exp0_000002_rxg20_0_fulltrim,2,4,3469,3470,1,4,1,1,1,2.938706659844156e-08,3.8064154297193314e-06
15:20260820:36,15.0,20260820,36,exp0_000002_rxg20_0_fulltrim,2,5,3985,3985,0,1,1,1,1,3.0635793243844216e-08,3.9681591122553214e-06
15:20260820:37,15.0,20260820,37,exp0_000002_rxg20_0_fulltrim,2,6,3165,3165,0,1,1,1,1,2.944709671099476e-08,3.8141909436824165e-06
15:20260820:38,15.0,20260820,38,exp0_000002_rxg20_0_fulltrim,2,8,173,173,0,1,1,1,1,2.844139065605319e-08,3.683924963154276e-06
15:20260820:39,15.0,20260820,39,exp0_000002_rxg20_0_fulltrim,2,9,1669,207,1,2,1,1,1,2.8904408243193406e-08,3.743898192602614e-06
15:20260820:40,15.0,20260820,40,exp0_000002_rxg20_0_fulltrim,2,10,53,53,0,1,1,1,1,3.0146085913362616e-08,3.90472884327806e-06
15:20260820:41,15.0,20260820,41,exp0_000002_rxg20_0_fulltrim,2,11,541,541,0,1,1,1,1,2.918315687256153e-08,3.7800036364816643e-06
15:20260820:42,15.0,20260820,42,exp0_000002_rxg20_0_fulltrim,2,12,213,213,0,1,1,1,1,2.973033652740225e-08,3.8508781170643796e-06
15:20260820:43,15.0,20260820,43,exp0_000002_rxg20_0_fulltrim,2,13,1301,1302,1,2,1,1,1,3.006001965050024e-08,3.893580947660776e-06
15:20260820:44,15.0,20260820,44,exp0_000002_rxg20_0_fulltrim,2,14,2677,2677,0,1,1,1,1,2.8955769661715394e-08,3.750550877561811e-06
15:20260820:45,15.0,20260820,45,exp0_000002_rxg20_0_fulltrim,2,15,1117,1118,1,3,1,1,1,2.915803053910802e-08,3.776749100577942e-06
15:20260820:46,15.0,20260820,46,exp0_000002_rxg20_0_fulltrim,2,16,3085,3085,0,1,1,1,1,2.7375284707791176e-08,3.545835572109193e-06
15:20260820:47,15.0,20260820,47,exp0_000002_rxg20_0_fulltrim,2,17,2501,2501,0,1,1,1,1,2.8294015271034982e-08,3.6648358874340107e-06
15:20260820:48,15.0,20260820,48,exp0_000002_rxg20_0_fulltrim,2,18,1409,1409,0,1,1,1,1,2.9683665142736638e-08,3.844832917618479e-06
15:20260820:49,15.0,20260820,49,exp0_000002_rxg20_0_fulltrim,2,19,2009,2873,1,2,1,1,1,2.877050545110491e-08,3.726554179984656e-06
15:20260820:50,15.0,20260820,50,exp0_000002_rxg20_0_fulltrim,2,20,153,153,0,1,1,1,1,2.871050379445332e-08,3.718782351826093e-06
15:20260820:51,15.0,20260820,51,exp0_000002_rxg20_0_fulltrim,2,21,2085,2085,0,1,1,1,1,3.0583522438251264e-08,3.961388637214324e-06
15:20260820:52,15.0,20260820,52,exp0_000002_rxg20_0_fulltrim,2,23,1589,1590,1,2,1,1,1,3.0654694840829973e-08,3.970607377384878e-06
15:20260820:53,15.0,20260820,53,exp0_000002_rxg20_0_fulltrim,2,24,169,169,0,1,1,1,1,2.970387430237634e-08,3.847450547275953e-06
15:20260820:54,15.0,20260820,54,exp0_000002_rxg20_0_fulltrim,2,25,2949,2949,0,1,1,1,1,3.068795020769464e-08,3.97491484172912e-06
15:20260820:55,15.0,20260820,55,exp0_000002_rxg20_0_fulltrim,2,26,3433,3433,0,1,1,1,1,3.0631302435411055e-08,3.9675774317920934e-06
15:20260820:56,15.0,20260820,56,exp0_000002_rxg20_0_fulltrim,2,27,2973,2973,0,1,1,1,1,3.035187150887835e-08,3.931383612081239e-06
15:20260820:57,15.0,20260820,57,exp0_000002_rxg20_0_fulltrim,2,28,989,52,1,2,1,1,1,2.9685597820806067e-08,3.845083251403905e-06
15:20260820:58,15.0,20260820,58,exp0_000002_rxg20_0_fulltrim,2,29,2545,2545,0,1,1,1,1,3.026040489320457e-08,3.919536225543403e-06
15:20260820:59,15.0,20260820,59,exp0_000002_rxg20_0_fulltrim,2,30,2897,22,1,2,1,1,1,3.020611617388162e-08,3.912504376406696e-06
15:20260820:60,15.0,20260820,60,exp0_000002_rxg20_0_fulltrim,2,31,3949,3949,0,1,1,1,1,2.9340935267037116e-08,3.800440181694383e-06
15:20260820:61,15.0,20260820,61,exp0_000003_rxg20_0_fulltrim,3,0,3293,3293,0,1,1,1,1,5.121082167596095e-08,6.6331786176412845e-06
15:20260820:62,15.0,20260820,62,exp0_000003_rxg20_0_fulltrim,3,1,313,313,0,1,1,1,1,5.104155990421327e-08,6.611254666249819e-06
15:20260820:63,15.0,20260820,63,exp0_000003_rxg20_0_fulltrim,3,2,1433,1433,0,1,1,1,1,5.190583120022059e-08,6.723201041896588e-06
15:20260820:64,15.0,20260820,64,exp0_000003_rxg20_0_fulltrim,3,3,2865,2866,1,2,1,1,1,5.050714270918412e-08,6.542033267433029e-06
15:20260820:65,15.0,20260820,65,exp0_000003_rxg20_0_fulltrim,3,4,3469,3469,0,1,1,1,1,5.363718742013514e-08,6.947458233669951e-06
15:20260820:66,15.0,20260820,66,exp0_000003_rxg20_0_fulltrim,3,5,3985,3985,0,1,1,1,1,5.4426619992905013e-08,7.0497109820226436e-06
15:20260820:67,15.0,20260820,67,exp0_000003_rxg20_0_fulltrim,3,6,3165,3166,1,2,1,1,1,5.551768183468996e-08,7.191032832416805e-06
15:20260820:68,15.0,20260820,68,exp0_000003_rxg20_0_fulltrim,3,7,1669,1670,1,2,1,1,1,5.623764731608835e-08,7.284287724261147e-06
15:20260820:69,15.0,20260820,69,exp0_000003_rxg20_0_fulltrim,3,8,3949,3949,0,1,1,1,1,5.5429028909629816e-08,7.1795498944819045e-06
15:20260820:70,15.0,20260820,70,exp0_000003_rxg20_0_fulltrim,3,9,1669,1669,0,1,1,1,1,5.510321109689072e-08,7.137347725526625e-06
15:20260820:71,15.0,20260820,71,exp0_000003_rxg20_0_fulltrim,3,10,969,969,0,1,1,1,1,5.236998567475801e-08,6.783321528837133e-06
15:20260820:72,15.0,20260820,72,exp0_000003_rxg20_0_fulltrim,3,11,541,541,0,1,1,1,1,5.146162982794843e-08,6.665665018297386e-06
15:20260820:73,15.0,20260820,73,exp0_000003_rxg20_0_fulltrim,3,12,3881,3881,0,1,1,1,1,5.3372025464603164e-08,6.913112629438565e-06
15:20260820:74,15.0,20260820,74,exp0_000003_rxg20_0_fulltrim,3,13,1385,2826,1,3,1,1,1,5.518114853351036e-08,7.147442719537273e-06
15:20260820:75,15.0,20260820,75,exp0_000003_rxg20_0_fulltrim,3,14,2485,2485,0,1,1,1,1,5.4668958061153547e-08,7.081100279048925e-06
15:20260820:76,15.0,20260820,76,exp0_000003_rxg20_0_fulltrim,3,15,1441,1441,0,1,1,1,1,5.768076175710014e-08,7.471209853991829e-06
15:20260820:77,15.0,20260820,77,exp0_000003_rxg20_0_fulltrim,3,16,781,781,0,1,1,1,1,6.088178022130336e-08,7.885827829969252e-06
15:20260820:78,15.0,20260820,78,exp0_000003_rxg20_0_fulltrim,3,17,1501,19,1,3,1,1,1,6.054959530028768e-08,7.842800949261764e-06
15:20260820:79,15.0,20260820,79,exp0_000003_rxg20_0_fulltrim,3,18,3913,3913,0,1,1,1,1,6.12067164916302e-08,7.92791581547486e-06
15:20260820:80,15.0,20260820,80,exp0_000003_rxg20_0_fulltrim,3,19,3937,3937,0,1,1,1,1,6.201544848585949e-08,8.032668357925126e-06
15:20260820:81,15.0,20260820,81,exp0_000003_rxg20_0_fulltrim,3,20,1881,1881,0,1,1,1,1,6.272461308789527e-08,8.124524245424389e-06
15:20260820:82,15.0,20260820,82,exp0_000003_rxg20_0_fulltrim,3,21,3693,3693,0,1,1,1,1,6.367111348141865e-08,8.24712150058336e-06
15:20260820:83,15.0,20260820,83,exp0_000003_rxg20_0_fulltrim,3,22,1329,1329,0,1,1,1,1,6.604347503916389e-08,8.554406122137023e-06
15:20260820:84,15.0,20260820,84,exp0_000003_rxg20_0_fulltrim,3,23,2549,2549,0,1,1,1,1,6.756247987885564e-08,8.751158099414255e-06
15:20260820:85,15.0,20260820,85,exp0_000003_rxg20_0_fulltrim,3,24,1289,1289,0,1,1,1,1,6.735450534052649e-08,8.724219803649586e-06
15:20260820:86,15.0,20260820,86,exp0_000003_rxg20_0_fulltrim,3,25,2737,2737,0,1,1,1,1,6.70837727965835e-08,8.68915265840936e-06
15:20260820:87,15.0,20260820,87,exp0_000003_rxg20_0_fulltrim,3,26,769,769,0,1,1,1,1,7.144233516283017e-08,9.253703699483842e-06
15:20260820:88,15.0,20260820,88,exp0_000003_rxg20_0_fulltrim,3,27,125,125,0,1,1,1,1,7.061066522452057e-08,9.145980076405952e-06
15:20260820:89,15.0,20260820,89,exp0_000003_rxg20_0_fulltrim,3,28,1081,1081,0,1,1,1,1,7.266508263716313e-08,9.412082380709485e-06
15:20260820:90,15.0,20260820,90,exp0_000003_rxg20_0_fulltrim,3,29,3285,3285,0,1,1,1,1,7.51784529148212e-08,9.737631423633796e-06
15:20260820:91,15.0,20260820,91,exp0_000003_rxg20_0_fulltrim,3,30,1741,1742,1,3,1,1,1,7.734548353416439e-08,1.001832016670758e-05
15:20260820:92,15.0,20260820,92,exp0_000003_rxg20_0_fulltrim,3,31,2133,2133,0,1,1,1,1,7.826555026098304e-08,1.0137493551148735e-05
15:20260820:93,15.0,20260820,93,exp0_000004_rxg20_0_fulltrim,4,1,313,313,0,1,1,1,1,8.157081366743916e-08,1.0565614050603023e-05
15:20260820:94,15.0,20260820,94,exp0_000004_rxg20_0_fulltrim,4,2,1433,465,1,3,1,1,1,8.030162244751467e-08,1.0401219655313462e-05
15:20260820:95,15.0,20260820,95,exp0_000004_rxg20_0_fulltrim,4,4,3469,3470,1,2,1,1,1,7.58633036501803e-08,9.826338011526572e-06
15:20260820:96,15.0,20260820,96,exp0_000004_rxg20_0_fulltrim,4,5,3985,3985,0,1,1,1,1,7.015064903730328e-08,9.08639560896416e-06
15:20260820:97,15.0,20260820,97,exp0_000004_rxg20_0_fulltrim,4,6,3165,3165,0,1,1,1,1,6.721845937988267e-08,8.706598193067566e-06
15:20260820:98,15.0,20260820,98,exp0_000004_rxg20_0_fulltrim,4,7,1669,1670,1,8,0,1,1,6.0957886044426e-08,7.895685580774529e-06
15:20260820:99,15.0,20260820,99,exp0_000004_rxg20_0_fulltrim,4,8,3245,3301,1,2,1,1,1,5.7288762375525745e-08,7.420435392054061e-06
15:20260820:100,15.0,20260820,100,exp0_000004_rxg20_0_fulltrim,4,9,1381,1381,0,1,1,1,1,5.143671891759314e-08,6.662438385478249e-06
15:20260820:101,15.0,20260820,101,exp0_000004_rxg20_0_fulltrim,4,10,709,709,0,1,1,1,1,4.895049323003227e-08,6.340405296969915e-06
15:20260820:102,15.0,20260820,102,exp0_000004_rxg20_0_fulltrim,4,11,609,610,1,2,1,1,1,4.6849944792774036e-08,6.068327784378828e-06
15:20260820:103,15.0,20260820,103,exp0_000004_rxg20_0_fulltrim,4,12,213,213,0,1,1,1,1,4.5580639758656736e-08,5.903918647090497e-06
15:20260820:104,15.0,20260820,104,exp0_000004_rxg20_0_fulltrim,4,13,1385,1386,1,2,1,1,1,4.4617085211113114e-08,5.779112420349214e-06
15:20260820:105,15.0,20260820,105,exp0_000004_rxg20_0_fulltrim,4,14,2473,2473,0,1,1,1,1,4.4256107747480834e-08,5.732356131056164e-06
15:20260820:106,15.0,20260820,106,exp0_000004_rxg20_0_fulltrim,4,15,1449,1449,0,1,1,1,1,4.563515593836338e-08,5.910979958463974e-06
15:20260820:107,15.0,20260820,107,exp0_000004_rxg20_0_fulltrim,4,16,3157,3157,0,1,1,1,1,4.70494773734987e-08,6.094172619604483e-06
15:20260820:108,15.0,20260820,108,exp0_000004_rxg20_0_fulltrim,4,17,1013,1013,0,1,1,1,1,4.915906440463978e-08,6.367420873177946e-06
15:20260820:109,15.0,20260820,109,exp0_000004_rxg20_0_fulltrim,4,18,2033,121,1,4,1,1,1,5.006619798609439e-08,6.48491906748389e-06
15:20260820:110,15.0,20260820,110,exp0_000004_rxg20_0_fulltrim,4,19,1361,1361,0,1,1,1,1,5.239450365795853e-08,6.7864972670227535e-06
15:20260820:111,15.0,20260820,111,exp0_000004_rxg20_0_fulltrim,4,20,185,185,0,1,1,1,1,5.395148196945539e-08,6.988167830117822e-06
15:20260820:112,15.0,20260820,112,exp0_000004_rxg20_0_fulltrim,4,21,2965,2965,0,1,1,1,1,5.7458506812434e-08,7.442421861564116e-06
15:20260820:113,15.0,20260820,113,exp0_000004_rxg20_0_fulltrim,4,22,3321,3321,0,1,1,1,1,5.831985063599937e-08,7.553989050801252e-06
15:20260820:114,15.0,20260820,114,exp0_000004_rxg20_0_fulltrim,4,23,2253,2254,1,2,1,1,1,6.212196775232584e-08,8.046465467550944e-06
15:20260820:115,15.0,20260820,115,exp0_000004_rxg20_0_fulltrim,4,24,3105,3106,1,2,1,1,1,6.49452103014986e-08,8.412151303019164e-06
15:20260820:116,15.0,20260820,116,exp0_000004_rxg20_0_fulltrim,4,25,2373,2373,0,1,1,1,1,5.8547636028418385e-08,7.5834933849430755e-06
15:20260820:117,15.0,20260820,117,exp0_000004_rxg20_0_fulltrim,4,26,3849,3849,0,1,1,1,1,5.850730340253594e-08,7.578269225227584e-06
15:20260820:118,15.0,20260820,118,exp0_000004_rxg20_0_fulltrim,4,27,465,465,0,1,1,1,1,6.049199774171361e-08,7.835340516457554e-06
15:20260820:119,15.0,20260820,119,exp0_000004_rxg20_0_fulltrim,4,28,469,469,0,1,1,1,1,5.688932824976974e-08,7.368697930802493e-06
15:20260820:120,15.0,20260820,120,exp0_000004_rxg20_0_fulltrim,4,29,1277,1277,0,1,1,1,1,5.9206405974189554e-08,7.66882180919457e-06
15:20260820:121,15.0,20260820,121,exp0_000004_rxg20_0_fulltrim,4,30,701,701,0,1,1,1,1,5.894161321915254e-08,7.634524026356176e-06
15:20260820:122,15.0,20260820,122,exp0_000004_rxg20_0_fulltrim,4,31,2945,2945,0,1,1,1,1,5.84143870995519e-08,7.566234065196685e-06
15:20260820:123,15.0,20260820,123,exp0_000005_rxg20_0_fulltrim,5,0,3293,3293,0,1,1,1,1,7.249505305370264e-08,9.39005897705248e-06
15:20260820:124,15.0,20260820,124,exp0_000005_rxg20_0_fulltrim,5,1,313,313,0,1,1,1,1,7.13653638782939e-08,9.24373384815068e-06
15:20260820:125,15.0,20260820,125,exp0_000005_rxg20_0_fulltrim,5,2,1433,1433,0,1,1,1,1,7.34177059824057e-08,9.50956734418829e-06
15:20260820:126,15.0,20260820,126,exp0_000005_rxg20_0_fulltrim,5,3,2865,2865,0,1,1,1,1,7.379963170968246e-08,9.559036996984128e-06
15:20260820:127,15.0,20260820,127,exp0_000005_rxg20_0_fulltrim,5,4,3469,3469,0,1,1,1,1,7.13478549320875e-08,9.241465968749553e-06
15:20260820:128,15.0,20260820,128,exp0_000005_rxg20_0_fulltrim,5,5,3985,3985,0,1,1,1,1,7.13836115905981e-08,9.24609741762908e-06
15:20260820:129,15.0,20260820,129,exp0_000005_rxg20_0_fulltrim,5,6,3165,3165,0,1,1,1,1,7.474616020142153e-08,9.681637891617675e-06
15:20260820:130,15.0,20260820,130,exp0_000005_rxg20_0_fulltrim,5,7,1669,1670,1,3,1,1,1,7.21146055350827e-08,9.340780792031107e-06
15:20260820:131,15.0,20260820,131,exp0_000005_rxg20_0_fulltrim,5,8,1169,105,1,3,1,1,1,7.319520731070152e-08,9.48074778255461e-06
15:20260820:132,15.0,20260820,132,exp0_000005_rxg20_0_fulltrim,5,9,665,666,1,2,1,1,1,7.108724047885675e-08,9.207709388361975e-06
15:20260820:133,15.0,20260820,133,exp0_000005_rxg20_0_fulltrim,5,10,197,197,0,1,1,1,1,7.095845389543231e-08,9.19102806235601e-06
15:20260820:134,15.0,20260820,134,exp0_000005_rxg20_0_fulltrim,5,11,993,994,1,3,1,1,1,7.257523556474177e-08,9.400444768577148e-06
15:20260820:135,15.0,20260820,135,exp0_000005_rxg20_0_fulltrim,5,12,4053,4053,0,1,1,1,1,7.264942060432588e-08,9.41005372625863e-06
15:20260820:136,15.0,20260820,136,exp0_000005_rxg20_0_fulltrim,5,13,1333,1333,0,1,1,1,1,7.129279860818548e-08,9.234334694176698e-06
15:20260820:137,15.0,20260820,137,exp0_000005_rxg20_0_fulltrim,5,14,2681,2681,0,1,1,1,1,7.219362232585112e-08,9.351015591431052e-06
15:20260820:138,15.0,20260820,138,exp0_000005_rxg20_0_fulltrim,5,15,1101,1101,0,1,1,1,1,7.42442024293012e-08,9.616620860997554e-06
15:20260820:139,15.0,20260820,139,exp0_000005_rxg20_0_fulltrim,5,16,3589,3589,0,1,1,1,1,7.236800005619763e-08,9.37360219704434e-06
15:20260820:140,15.0,20260820,140,exp0_000005_rxg20_0_fulltrim,5,17,1489,1490,1,2,1,1,1,7.449941647545796e-08,9.649677943436117e-06
15:20260820:141,15.0,20260820,141,exp0_000005_rxg20_0_fulltrim,5,18,2549,2549,0,1,1,1,1,7.155321407299494e-08,9.268065500212332e-06
15:20260820:142,15.0,20260820,142,exp0_000005_rxg20_0_fulltrim,5,19,697,697,0,1,1,1,1,7.269648988430673e-08,9.416150463848438e-06
15:20260820:143,15.0,20260820,143,exp0_000005_rxg20_0_fulltrim,5,20,985,985,0,1,1,1,1,7.351215678369982e-08,9.521801263017547e-06
15:20260820:144,15.0,20260820,144,exp0_000005_rxg20_0_fulltrim,5,21,2509,2510,1,2,1,1,1,7.270385147654732e-08,9.417103988018603e-06
15:20260820:145,15.0,20260820,145,exp0_000005_rxg20_0_fulltrim,5,22,1597,1597,0,1,1,1,1,7.198547749976708e-08,9.324055238822584e-06
15:20260820:146,15.0,20260820,146,exp0_000005_rxg20_0_fulltrim,5,23,185,185,0,1,1,1,1,7.44806000905469e-08,9.647240715561839e-06
15:20260820:147,15.0,20260820,147,exp0_000005_rxg20_0_fulltrim,5,24,1801,1801,0,1,1,1,1,7.353438407213862e-08,9.524680294627962e-06
15:20260820:148,15.0,20260820,148,exp0_000005_rxg20_0_fulltrim,5,25,2865,2866,1,2,1,1,1,7.200372553035296e-08,9.32641884952702e-06
15:20260820:149,15.0,20260820,149,exp0_000005_rxg20_0_fulltrim,5,26,1881,1881,0,1,1,1,1,7.311661664373236e-08,9.470568177646402e-06
15:20260820:150,15.0,20260820,150,exp0_000005_rxg20_0_fulltrim,5,27,3313,3313,0,1,1,1,1,7.324219131919251e-08,9.486833475193278e-06
15:20260820:151,15.0,20260820,151,exp0_000005_rxg20_0_fulltrim,5,28,705,705,0,1,1,1,1,7.165320786012896e-08,9.281017384775153e-06
15:20260820:152,15.0,20260820,152,exp0_000005_rxg20_0_fulltrim,5,29,3225,3225,0,1,1,1,1,7.328661707209845e-08,9.492587804934616e-06
15:20260820:153,15.0,20260820,153,exp0_000005_rxg20_0_fulltrim,5,30,3929,3929,0,1,1,1,1,7.336083072909742e-08,9.502200469340928e-06
15:20260820:154,15.0,20260820,154,exp0_000005_rxg20_0_fulltrim,5,31,4025,4025,0,1,1,1,1,7.284002814379635e-08,9.434742528621087e-06
15:20260820:155,15.0,20260820,155,exp0_000006_rxg20_0_fulltrim,6,0,3293,3293,0,1,1,1,1,7.721268182147939e-08,1.000111877348366e-05
15:20260820:156,15.0,20260820,156,exp0_000006_rxg20_0_fulltrim,6,1,313,314,1,2,1,1,1,7.39910849543863e-08,9.583835340917822e-06
15:20260820:157,15.0,20260820,157,exp0_000006_rxg20_0_fulltrim,6,2,1433,1434,1,8,0,1,1,7.619259322312635e-08,9.868989866794563e-06
15:20260820:158,15.0,20260820,158,exp0_000006_rxg20_0_fulltrim,6,3,2865,2865,0,1,1,1,1,7.754608874146294e-08,1.0044303935920659e-05
15:20260820:159,15.0,20260820,159,exp0_000006_rxg20_0_fulltrim,6,4,3469,3469,0,1,1,1,1,7.49369313530366e-08,9.70634788615287e-06
15:20260820:160,15.0,20260820,160,exp0_000006_rxg20_0_fulltrim,6,5,3985,3985,0,1,1,1,1,7.659248267263495e-08,9.920786304717096e-06
15:20260820:161,15.0,20260820,161,exp0_000006_rxg20_0_fulltrim,6,6,3165,3165,0,1,1,1,1,7.639391653583376e-08,9.895066649970068e-06
15:20260820:162,15.0,20260820,162,exp0_000006_rxg20_0_fulltrim,6,7,1669,1670,1,21,0,0,0,7.495432637858539e-08,9.708601009765173e-06
15:20260820:163,15.0,20260820,163,exp0_000006_rxg20_0_fulltrim,6,8,3921,3921,0,1,1,1,1,7.478145525579894e-08,9.686209550348052e-06
15:20260820:164,15.0,20260820,164,exp0_000006_rxg20_0_fulltrim,6,9,1669,1669,0,1,1,1,1,7.608145762312547e-08,9.854594817829148e-06
15:20260820:165,15.0,20260820,165,exp0_000006_rxg20_0_fulltrim,6,10,197,197,0,1,1,1,1,7.570743370610979e-08,9.806148661965192e-06
15:20260820:166,15.0,20260820,166,exp0_000006_rxg20_0_fulltrim,6,11,609,609,0,1,1,1,1,7.549229698214117e-08,9.778282670547837e-06
15:20260820:167,15.0,20260820,167,exp0_000006_rxg20_0_fulltrim,6,12,4073,4073,0,1,1,1,1,7.545443665365099e-08,9.773378739832039e-06
15:20260820:168,15.0,20260820,168,exp0_000006_rxg20_0_fulltrim,6,13,745,745,0,1,1,1,1,7.385922865413451e-08,9.56675640402894e-06
15:20260820:169,15.0,20260820,169,exp0_000006_rxg20_0_fulltrim,6,14,2629,2630,1,2,1,1,1,7.413186609765663e-08,9.602070284993055e-06
15:20260820:170,15.0,20260820,170,exp0_000006_rxg20_0_fulltrim,6,15,1469,1470,1,2,1,1,1,7.64935689551758e-08,9.907974318223439e-06
15:20260820:171,15.0,20260820,171,exp0_000006_rxg20_0_fulltrim,6,16,3937,3937,0,1,1,1,1,7.543974187496847e-08,9.771475370806551e-06
15:20260820:172,15.0,20260820,172,exp0_000006_rxg20_0_fulltrim,6,17,1009,1009,0,1,1,1,1,7.63129663347194e-08,9.884581421935197e-06
15:20260820:173,15.0,20260820,173,exp0_000006_rxg20_0_fulltrim,6,18,3653,3653,0,1,1,1,1,7.661240754754316e-08,9.923367111856581e-06
15:20260820:174,15.0,20260820,174,exp0_000006_rxg20_0_fulltrim,6,19,1949,1949,0,1,1,1,1,7.494167816359966e-08,9.706962725776574e-06
15:20260820:175,15.0,20260820,175,exp0_000006_rxg20_0_fulltrim,6,20,1253,1253,0,1,1,1,1,7.460000001812531e-08,9.662706217200777e-06
15:20260820:176,15.0,20260820,176,exp0_000006_rxg20_0_fulltrim,6,21,17,17,0,1,1,1,1,7.634977472200704e-08,9.889349097975452e-06
15:20260820:177,15.0,20260820,177,exp0_000006_rxg20_0_fulltrim,6,22,1837,1837,0,1,1,1,1,7.685898068398805e-08,9.955304964107812e-06
15:20260820:178,15.0,20260820,178,exp0_000006_rxg20_0_fulltrim,6,23,3049,3049,0,1,1,1,1,7.569623518055047e-08,9.804698151743754e-06
