dataset,snr_db,method,errors,symbol_count,fixes_vs_savaux,breaks_vs_savaux,ser
0_0_0_10_14_8,-23.0,branch_gls,2,105,0,0,0.01904761904761905
0_0_0_10_14_8,-23.0,savaux_dual,3,105,0,1,0.02857142857142857
0_0_0_10_14_8,-23.0,proposed,3,105,0,1,0.02857142857142857
0_0_0_10_14_8,-23.0,unichirp,37,105,0,0,0.3523809523809524
0_0_0_10_14_8,-23.0,symfec,26,105,0,0,0.24761904761904763
0_0_0_10_14_8,-23.0,loratrimmer,9,105,0,0,0.08571428571428572
0_0_0_10_14_8,-24.0,ordinary_fft,90,105,0,81,0.8571428571428571
0_0_0_10_14_8,-24.0,savaux,9,105,0,0,0.08571428571428572
0_0_0_10_14_8,-24.0,branch_gls,9,105,0,0,0.08571428571428572
0_0_0_10_14_8,-24.0,savaux_dual,9,105,0,0,0.08571428571428572
0_0_0_10_14_8,-24.0,proposed,9,105,0,0,0.08571428571428572
0_0_0_10_14_8,-24.0,unichirp,38,105,0,0,0.3619047619047619
0_0_0_10_14_8,-24.0,symfec,47,105,0,0,0.44761904761904764
0_0_0_10_14_8,-24.0,loratrimmer,20,105,0,0,0.19047619047619047
0_0_0_10_14_8,-25.0,ordinary_fft,97,105,0,74,0.9238095238095239
0_0_0_10_14_8,-25.0,savaux,23,105,0,0,0.21904761904761905
0_0_0_10_14_8,-25.0,branch_gls,23,105,0,0,0.21904761904761905
0_0_0_10_14_8,-25.0,savaux_dual,24,105,0,1,0.22857142857142856
0_0_0_10_14_8,-25.0,proposed,23,105,0,0,0.21904761904761905
0_0_0_10_14_8,-25.0,unichirp,47,105,0,0,0.44761904761904764
0_0_0_10_14_8,-25.0,symfec,68,105,0,0,0.6476190476190476
0_0_0_10_14_8,-25.0,loratrimmer,33,105,0,0,0.3142857142857143
0_0_0_10_14_8,-26.0,ordinary_fft,101,105,0,62,0.9619047619047619
0_0_0_10_14_8,-26.0,savaux,39,105,0,0,0.37142857142857144
0_0_0_10_14_8,-26.0,branch_gls,39,105,0,0,0.37142857142857144
0_0_0_10_14_8,-26.0,savaux_dual,39,105,0,0,0.37142857142857144
0_0_0_10_14_8,-26.0,proposed,39,105,0,0,0.37142857142857144
0_0_0_10_14_8,-26.0,unichirp,59,105,0,0,0.5619047619047619
0_0_0_10_14_8,-26.0,symfec,80,105,0,0,0.7619047619047619
0_0_0_10_14_8,-26.0,loratrimmer,54,105,0,0,0.5142857142857142
