dataset,scenario,snr_db,blocker_isr_db,blocker_frequency,seed,packet_index,payload_symbol_index,raw_start_sample,demod_start_sample,origin_shift,sf,os_factor,signal_reference_power,gt_bin,savaux_bin,cleaned_bin,alias_trim_bin,savaux_error,alias_trim_error,fix,break,gate_triggered,changed,blocker_count,clean_gain_db,strongest_tone_prominence_db,strongest_tone_power_fraction,estimated_blocker_frequency,blocker_frequency_error,savaux_seconds,alias_trim_overhead_seconds
0_0_0_10_14_8,awgn,-22.0,,,2101,1,3,3240744,3240746,2,10,4,9.805608631442118e-05,718,718,718,718,0,0,0,0,0,0,0,0.0,11.288692418592873,0.002343269936084955,,,0.0015875999997660983,0.002135699999598728
0_0_0_10_14_8,awgn,-22.0,,,2101,1,4,3244840,3244842,2,10,4,9.805608631442118e-05,107,107,107,107,0,0,0,0,0,0,0,0.0,11.317109177598484,0.0023236771060183466,,,0.0016371000001527136,0.0019374999992578523
0_0_0_10_14_8,awgn,-22.0,,,2101,1,5,3248936,3248938,2,10,4,9.805608631442118e-05,467,467,467,467,0,0,0,0,0,0,0,0.0,10.617785959908785,0.002020608436739002,,,0.001240700000380457,0.0016853000006449292
0_0_0_10_14_8,awgn,-22.0,,,2101,1,6,3253032,3253034,2,10,4,9.805608631442118e-05,89,89,89,89,0,0,0,0,0,0,0,0.0,11.547451335996728,0.002435737122967088,,,0.0012874999993073288,0.001622499999939464
0_0_0_10_14_8,awgn,-22.0,,,2101,1,7,3257128,3257130,2,10,4,9.805608631442118e-05,713,713,713,713,0,0,0,0,0,0,0,0.0,11.562986985331907,0.0025824135106506706,,,0.0012623000002349727,0.0016045000002122833
0_0_0_10_14_8,awgn,-22.0,,,2101,1,8,3261224,3261226,2,10,4,9.805608631442118e-05,865,865,865,865,0,0,0,0,0,0,0,0.0,11.550767671707725,0.002531254855574647,,,0.0016993999997794162,0.00183999999990192
0_0_0_10_14_8,awgn,-22.0,,,2101,1,9,3265320,3265322,2,10,4,9.805608631442118e-05,405,405,405,405,0,0,0,0,0,0,0,0.0,11.48928032043269,0.0023838044240989476,,,0.0013512000004993752,0.0016543000001547625
0_0_0_10_14_8,awgn,-22.0,,,2101,1,10,3269416,3269418,2,10,4,9.805608631442118e-05,765,765,765,765,0,0,0,0,0,0,0,0.0,11.152167718173802,0.0022869514003699015,,,0.0012554000004456611,0.0015860000003158348
0_0_0_10_14_8,awgn,-22.0,,,2101,1,11,3273512,3273514,2,10,4,9.805608631442118e-05,1023,1023,1023,1023,0,0,0,0,0,0,0,0.0,11.213441572494416,0.0022700349425670914,,,0.0012465999998312327,0.0016451999999844702
0_0_0_10_14_8,awgn,-22.0,,,2101,1,12,3277608,3277610,2,10,4,9.805608631442118e-05,597,597,597,597,0,0,0,0,0,0,0,0.0,11.325378962106843,0.0023673136070728497,,,0.0012580000002344605,0.0016167000003406429
0_0_0_10_14_8,awgn,-22.0,,,2101,1,13,3281704,3281706,2,10,4,9.805608631442118e-05,562,562,562,562,0,0,0,0,0,0,0,0.0,11.995782963110578,0.00275476329505717,,,0.0015531999997620005,0.001791199999388482
0_0_0_10_14_8,awgn,-22.0,,,2101,1,14,3285800,3285802,2,10,4,9.805608631442118e-05,478,478,478,478,0,0,0,0,0,0,0,0.0,10.995100742275435,0.0022130320531844497,,,0.0013914000001022941,0.0017586999993000063
0_0_0_10_14_8,awgn,-22.0,,,2101,1,15,3289896,3289898,2,10,4,9.805608631442118e-05,267,267,267,267,0,0,0,0,0,0,0,0.0,11.03605482342732,0.002170113913614277,,,0.0013668999999936204,0.001657599999816739
0_0_0_10_14_8,awgn,-22.0,,,2101,1,16,3293992,3293994,2,10,4,9.805608631442118e-05,917,917,917,917,0,0,0,0,0,0,0,0.0,11.535811608361142,0.0025376707872784635,,,0.0013055999997959589,0.0016740000000936561
0_0_0_10_14_8,awgn,-22.0,,,2101,1,17,3298088,3298090,2,10,4,9.805608631442118e-05,656,656,656,656,0,0,0,0,0,0,0,0.0,11.255983680287631,0.002260346683148952,,,0.0012640999993891455,0.001665599999796541
0_0_0_10_14_8,awgn,-22.0,,,2101,1,18,3302184,3302186,2,10,4,9.805608631442118e-05,889,889,889,889,0,0,0,0,0,0,0,0.0,11.40129019324527,0.002343323520819388,,,0.001683499999671767,0.0017954000004465342
0_0_0_10_14_8,awgn,-22.0,,,2101,1,19,3306280,3306282,2,10,4,9.805608631442118e-05,510,510,510,510,0,0,0,0,0,0,0,0.0,11.408200485631424,0.0024438116811340282,,,0.0014848999999230728,0.0017164999999295105
0_0_0_10_14_8,awgn,-22.0,,,2101,1,20,3310376,3310378,2,10,4,9.805608631442118e-05,860,860,860,860,0,0,0,0,0,0,0,0.0,11.89377532643393,0.002611105961945742,,,0.0014503000002150657,0.00172629999997298
0_0_0_10_14_8,awgn,-22.0,,,2101,1,21,3314472,3314474,2,10,4,9.805608631442118e-05,553,553,553,553,0,0,0,0,0,0,0,0.0,11.361450570080823,0.0023736647238663065,,,0.0014953999998397194,0.0016854999994393438
0_0_0_10_14_8,awgn,-22.0,,,2101,1,22,3318568,3318570,2,10,4,9.805608631442118e-05,629,629,629,629,0,0,0,0,0,0,0,0.0,11.259531772962356,0.002254426330808807,,,0.0016237999998338637,0.0019027999996978906
0_0_0_10_14_8,awgn,-22.0,,,2101,1,23,3322664,3322666,2,10,4,9.805608631442118e-05,759,759,759,759,0,0,0,0,0,0,0,0.0,11.192035297426333,0.0024094661997323386,,,0.0014754000003449619,0.0017459999999118736
0_0_0_10_14_8,awgn,-22.0,,,2101,1,24,3326760,3326762,2,10,4,9.805608631442118e-05,874,874,874,874,0,0,0,0,0,0,0,0.0,11.12527612069763,0.002292650539779295,,,0.0014923999997336068,0.0017625999998927
0_0_0_10_14_8,awgn,-22.0,,,2101,1,25,3330856,3330858,2,10,4,9.805608631442118e-05,720,720,720,720,0,0,0,0,0,0,0,0.0,12.132969107951778,0.0028326986772654094,,,0.0014276000001700595,0.0017136000005848473
0_0_0_10_14_8,awgn,-22.0,,,2101,1,26,3334952,3334954,2,10,4,9.805608631442118e-05,314,314,314,314,0,0,0,0,0,0,0,0.0,11.677125550205929,0.00243387982520207,,,0.0015984000001481036,0.001949600000443752
0_0_0_10_14_8,awgn,-22.0,,,2101,1,27,3339048,3339050,2,10,4,9.805608631442118e-05,602,602,602,602,0,0,0,0,0,0,0,0.0,11.98460245294923,0.0026734466835520465,,,0.0017180000004373142,0.0016931000000113272
0_0_0_10_14_8,awgn,-22.0,,,2101,1,28,3343144,3343146,2,10,4,9.805608631442118e-05,7,7,7,7,0,0,0,0,0,0,0,0.0,10.230989266662874,0.0018574898072280816,,,0.0014887999996062717,0.0018025999997917097
0_0_0_10_14_8,awgn,-22.0,,,2101,1,29,3347240,3347242,2,10,4,9.805608631442118e-05,610,610,610,610,0,0,0,0,0,0,0,0.0,10.926563589989325,0.0021171877622092844,,,0.0014654000005975831,0.0017175000002680463
0_0_0_10_14_8,awgn,-22.0,,,2101,1,30,3351336,3351338,2,10,4,9.805608631442118e-05,842,842,842,842,0,0,0,0,0,0,0,0.0,10.719276614496543,0.002042206852467285,,,0.0014522999999826425,0.0023341999994954676
0_0_0_10_14_8,awgn,-22.0,,,2101,1,31,3355432,3355434,2,10,4,9.805608631442118e-05,928,928,928,928,0,0,0,0,0,0,0,0.0,11.48690310761549,0.002405918186482252,,,0.001480299999457202,0.00268320000031963
0_0_0_10_14_8,awgn,-22.0,,,2101,1,32,3359529,3359531,2,10,4,9.805608631442118e-05,744,744,744,744,0,0,0,0,0,0,0,0.0,11.148235308192515,0.002251773444615894,,,0.0014793000000281609,0.002351999999518739
0_0_0_10_14_8,awgn,-22.0,,,2101,1,33,3363625,3363627,2,10,4,9.805608631442118e-05,586,586,586,586,0,0,0,0,0,0,0,0.0,11.678553363947346,0.002424098108438193,,,0.0015026000000943895,0.0019558999993023463
0_0_0_10_14_8,awgn,-22.0,,,2101,1,34,3367721,3367723,2,10,4,9.805608631442118e-05,91,91,91,91,0,0,0,0,0,0,0,0.0,11.982689960202963,0.0027329575486149484,,,0.0016608999994787155,0.0021957999997539446
0_0_0_10_14_8,awgn,-22.0,,,2101,2,0,5728962,5728964,2,10,4,9.805608631442118e-05,803,803,803,803,0,0,0,0,0,0,0,0.0,12.374516475538783,0.003004363158409873,,,0.0014339999997901032,0.002421400000457652
0_0_0_10_14_8,awgn,-22.0,,,2101,2,1,5733058,5733060,2,10,4,9.805608631442118e-05,711,711,711,711,0,0,0,0,0,0,0,0.0,12.663374122145406,0.0031112562964903624,,,0.0014598999996451312,0.00195979999989504
0_0_0_10_14_8,awgn,-22.0,,,2101,2,2,5737154,5737156,2,10,4,9.805608631442118e-05,871,871,871,871,0,0,0,0,0,0,0,0.0,11.584149966534758,0.00253487951007343,,,0.001325899999756075,0.0019352999997863662
0_0_0_10_14_8,awgn,-22.0,,,2101,2,3,5741250,5741252,2,10,4,9.805608631442118e-05,718,718,718,718,0,0,0,0,0,0,0,0.0,11.82834455214466,0.002604244674314717,,,0.001428200000191282,0.00195499999972526
0_0_0_10_14_8,awgn,-22.0,,,2101,2,4,5745346,5745348,2,10,4,9.805608631442118e-05,86,86,86,86,0,0,0,0,0,0,0,0.0,11.319321385592984,0.00236828106597798,,,0.0013467999997374136,0.0018269000001964741
0_0_0_10_14_8,awgn,-22.0,,,2101,2,5,5749443,5749445,2,10,4,9.805608631442118e-05,467,467,467,467,0,0,0,0,0,0,0,0.0,11.106553654731734,0.0022020284719774337,,,0.0015911000000414788,0.001961200000550889
0_0_0_10_14_8,awgn,-22.0,,,2101,2,6,5753539,5753541,2,10,4,9.805608631442118e-05,89,89,89,89,0,0,0,0,0,0,0,0.0,11.720903020965432,0.0024776272493846766,,,0.0013850000004822505,0.001854599999205675
0_0_0_10_14_8,awgn,-22.0,,,2101,2,7,5757635,5757637,2,10,4,9.805608631442118e-05,713,713,713,713,0,0,0,0,0,0,0,0.0,12.487148313068698,0.003064587083986749,,,0.001459199999771954,0.0018767000001389533
0_0_0_10_14_8,awgn,-22.0,,,2101,2,8,5761731,5761733,2,10,4,9.805608631442118e-05,865,865,865,865,0,0,0,0,0,0,0,0.0,11.375701771058147,0.0023982575636928715,,,0.0013408000004346832,0.0018774000000121305
0_0_0_10_14_8,awgn,-22.0,,,2101,2,9,5765827,5765829,2,10,4,9.805608631442118e-05,405,405,405,405,0,0,0,0,0,0,0,0.0,11.457926847991091,0.002384754241085012,,,0.0013533000001189066,0.001978600000256847
0_0_0_10_14_8,awgn,-22.0,,,2101,2,10,5769923,5769925,2,10,4,9.805608631442118e-05,765,765,765,765,0,0,0,0,0,0,0,0.0,12.15370594360116,0.0028554477703575565,,,0.0014641999996456434,0.0023840000003474415
0_0_0_10_14_8,awgn,-22.0,,,2101,2,11,5774019,5774021,2,10,4,9.805608631442118e-05,1023,1023,1023,1023,0,0,0,0,0,0,0,0.0,11.018777476130763,0.002132933353499108,,,0.001923200000419456,0.002251800000522053
0_0_0_10_14_8,awgn,-22.0,,,2101,2,12,5778115,5778117,2,10,4,9.805608631442118e-05,597,597,597,597,0,0,0,0,0,0,0,0.0,10.9649058044841,0.002136870171016674,,,0.002196399999775167,0.002850199999556935
0_0_0_10_14_8,awgn,-22.0,,,2101,2,13,5782211,5782213,2,10,4,9.805608631442118e-05,562,562,562,562,0,0,0,0,0,0,0,0.0,11.050939562636435,0.0021741125750460214,,,0.0022216999996089726,0.002520100000765524
0_0_0_10_14_8,awgn,-22.0,,,2101,2,14,5786307,5786309,2,10,4,9.805608631442118e-05,478,478,478,478,0,0,0,0,0,0,0,0.0,11.919615624843798,0.002771339249955897,,,0.001974300000256335,0.0022810000000390573
0_0_0_10_14_8,awgn,-22.0,,,2101,2,15,5790403,5790405,2,10,4,9.805608631442118e-05,267,267,267,267,0,0,0,0,0,0,0,0.0,11.992842089875557,0.002758461700469459,,,0.0019778999994741753,0.0024890000004234025
0_0_0_10_14_8,awgn,-22.0,,,2101,2,16,5794499,5794501,2,10,4,9.805608631442118e-05,917,917,917,917,0,0,0,0,0,0,0,0.0,11.326564105343797,0.0022536429533401544,,,0.0022187999993548146,0.002811400000609865
0_0_0_10_14_8,awgn,-22.0,,,2101,2,17,5798595,5798597,2,10,4,9.805608631442118e-05,656,656,656,656,0,0,0,0,0,0,0,0.0,12.209113821558981,0.0027878062002440127,,,0.002143200000318757,0.0031400999996549217
0_0_0_10_14_8,awgn,-22.0,,,2101,2,18,5802691,5802693,2,10,4,9.805608631442118e-05,889,889,889,889,0,0,0,0,0,0,0,0.0,11.003864171130967,0.0021624551969412847,,,0.0015711999994891812,0.00198270000055345
0_0_0_10_14_8,awgn,-22.0,,,2101,2,19,5806787,5806789,2,10,4,9.805608631442118e-05,510,510,510,510,0,0,0,0,0,0,0,0.0,11.2029399265786,0.0022574790819327797,,,0.0015464999996765982,0.0020273999998607906
0_0_0_10_14_8,awgn,-22.0,,,2101,2,20,5810883,5810885,2,10,4,9.805608631442118e-05,860,860,860,860,0,0,0,0,0,0,0,0.0,11.181823646538476,0.002214034074954234,,,0.0023237999994307756,0.0029604000001199893
0_0_0_10_14_8,awgn,-22.0,,,2101,2,21,5814979,5814981,2,10,4,9.805608631442118e-05,553,553,553,553,0,0,0,0,0,0,0,0.0,11.24783243349976,0.0022359254646146026,,,0.001901200000247627,0.0024607999994259444
0_0_0_10_14_8,awgn,-22.0,,,2101,2,22,5819075,5819077,2,10,4,9.805608631442118e-05,629,629,629,629,0,0,0,0,0,0,0,0.0,11.295233247316457,0.0022664686562288445,,,0.0017757000005076407,0.00237230000038835
0_0_0_10_14_8,awgn,-22.0,,,2101,2,23,5823171,5823173,2,10,4,9.805608631442118e-05,759,759,759,759,0,0,0,0,0,0,0,0.0,11.45172450642528,0.0024158695346423566,,,0.0015198000000964385,0.002972799999952258
0_0_0_10_14_8,awgn,-22.0,,,2101,2,24,5827267,5827269,2,10,4,9.805608631442118e-05,874,874,874,874,0,0,0,0,0,0,0,0.0,11.39279342460708,0.0023123322155592365,,,0.002535100000386592,0.0022173999996084603
0_0_0_10_14_8,awgn,-22.0,,,2101,2,25,5831363,5831365,2,10,4,9.805608631442118e-05,720,720,720,720,0,0,0,0,0,0,0,0.0,11.044181028885031,0.002163719232392596,,,0.001557699999466422,0.002404500000011467
0_0_0_10_14_8,awgn,-22.0,,,2101,2,26,5835459,5835461,2,10,4,9.805608631442118e-05,314,314,314,314,0,0,0,0,0,0,0,0.0,11.260379865309446,0.0023835390919591803,,,0.0018038000007436494,0.0022922999996808358
0_0_0_10_14_8,awgn,-22.0,,,2101,2,27,5839555,5839557,2,10,4,9.805608631442118e-05,602,602,602,602,0,0,0,0,0,0,0,0.0,12.241279327324683,0.002846157634019056,,,0.0019052999996347353,0.0026257999998051673
0_0_0_10_14_8,awgn,-22.0,,,2101,2,28,5843651,5843653,2,10,4,9.805608631442118e-05,7,7,7,7,0,0,0,0,0,0,0,0.0,11.97298628508712,0.002678515792924539,,,0.0016541000004508533,0.0025882999998430023
0_0_0_10_14_8,awgn,-22.0,,,2101,2,29,5847747,5847749,2,10,4,9.805608631442118e-05,610,610,610,610,0,0,0,0,0,0,0,0.0,11.330508289474505,0.0023105090193634753,,,0.0017772999999579042,0.002352999999857275
0_0_0_10_14_8,awgn,-22.0,,,2101,2,30,5851843,5851845,2,10,4,9.805608631442118e-05,874,874,874,874,0,0,0,0,0,0,0,0.0,12.245538448318047,0.0028901142440962303,,,0.0014988000002631452,0.0031684999994467944
0_0_0_10_14_8,awgn,-22.0,,,2101,2,31,5855939,5855941,2,10,4,9.805608631442118e-05,913,913,913,913,0,0,0,0,0,0,0,0.0,11.929408758424707,0.0026635415735642783,,,0.002051999999821419,0.0028916000001117936
0_0_0_10_14_8,awgn,-22.0,,,2101,2,32,5860035,5860037,2,10,4,9.805608631442118e-05,757,757,757,757,0,0,0,0,0,0,0,0.0,11.265373657579387,0.0022893214842931546,,,0.002024899999923946,0.0033890999993673177
0_0_0_10_14_8,awgn,-22.0,,,2101,2,33,5864131,5864133,2,10,4,9.805608631442118e-05,587,587,587,587,0,0,0,0,0,0,0,0.0,11.699602167857655,0.0025204939111467925,,,0.0020187000000078115,0.0038110999994387385
0_0_0_10_14_8,awgn,-22.0,,,2101,2,34,5868227,5868229,2,10,4,9.805608631442118e-05,932,932,932,932,0,0,0,0,0,0,0,0.0,11.610120787280596,0.0024132377657146067,,,0.0026385000001027947,0.003127899999526562
0_0_0_10_14_8,awgn,-22.0,,,2101,3,0,8229277,8229279,2,10,4,9.805608631442118e-05,222,222,222,222,0,0,0,0,0,0,0,0.0,11.377682978840074,0.002355978314162582,,,0.0018406000008326373,0.0018208000001322944
0_0_0_10_14_8,awgn,-22.0,,,2101,3,1,8233373,8233375,2,10,4,9.805608631442118e-05,826,826,826,826,0,0,0,0,0,0,0,0.0,11.12864999241894,0.002268927168436087,,,0.0016972000003079302,0.0023179999998319545
0_0_0_10_14_8,awgn,-22.0,,,2101,3,2,8237469,8237471,2,10,4,9.805608631442118e-05,871,871,871,871,0,0,0,0,0,0,0,0.0,11.180145420234522,0.0022465465580753068,,,0.0018214000001535169,0.002476100000421866
0_0_0_10_14_8,awgn,-22.0,,,2101,3,3,8241565,8241567,2,10,4,9.805608631442118e-05,718,718,718,718,0,0,0,0,0,0,0,0.0,11.258024408624749,0.0022924209088623928,,,0.0018749000000752858,0.0026792999997269362
0_0_0_10_14_8,awgn,-22.0,,,2101,3,4,8245661,8245663,2,10,4,9.805608631442118e-05,86,86,86,86,0,0,0,0,0,0,0,0.0,11.816283335042556,0.0026436099722255448,,,0.002204600000368373,0.002026399999522255
0_0_0_10_14_8,awgn,-22.0,,,2101,3,5,8249757,8249759,2,10,4,9.805608631442118e-05,467,467,467,467,0,0,0,0,0,0,0,0.0,11.6564933490865,0.002588817813362364,,,0.002577700000074401,0.002642299999934039
0_0_0_10_14_8,awgn,-22.0,,,2101,3,6,8253853,8253855,2,10,4,9.805608631442118e-05,89,89,89,89,0,0,0,0,0,0,0,0.0,11.901842440067938,0.0026789636564342107,,,0.0022663999998258078,0.0030631999998149695
0_0_0_10_14_8,awgn,-22.0,,,2101,3,7,8257949,8257951,2,10,4,9.805608631442118e-05,713,713,713,713,0,0,0,0,0,0,0,0.0,11.076107417509004,0.002249059785776804,,,0.0017370999994454905,0.001968200000192155
