payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,dataset,target_snr_db,packet_index
3,718,718,718,1,1,0,1,1,1,1,1,2.921452532951713,piece1of4_12,0_0_0_10_14_8,-25.0,1
4,107,107,107,1,1,0,1,1,1,1,1,2.234583973074666,piece1of4_02,0_0_0_10_14_8,-25.0,1
5,467,467,467,1,1,0,1,1,1,1,1,1.9853221500887182,piece1of4_03,0_0_0_10_14_8,-25.0,1
6,89,89,89,1,1,0,1,1,1,1,1,2.4620532957988686,period2_23,0_0_0_10_14_8,-25.0,1
7,713,713,713,1,1,0,1,1,1,1,1,2.3936365930522863,piece1of2_01,0_0_0_10_14_8,-25.0,1
8,865,865,865,1,1,0,1,1,1,1,1,2.6147617944538113,linear_a3_b0,0_0_0_10_14_8,-25.0,1
9,405,405,405,1,1,0,1,1,1,1,1,3.089507148986243,piece1of2_31,0_0_0_10_14_8,-25.0,1
10,765,765,765,1,1,0,1,1,1,1,1,2.327539161307387,piece1of2_03,0_0_0_10_14_8,-25.0,1
11,1023,1023,1023,1,1,0,1,1,1,1,1,2.0148555611515993,piece1of2_21,0_0_0_10_14_8,-25.0,1
12,597,597,597,1,1,0,1,1,1,1,1,2.075061843266356,linear_a1_b2,0_0_0_10_14_8,-25.0,1
13,562,562,562,1,1,0,1,1,1,1,1,2.2733152919572364,linear_a3_b2,0_0_0_10_14_8,-25.0,1
14,478,478,478,1,1,0,1,1,1,1,1,2.1269254737049295,piece3of4_03,0_0_0_10_14_8,-25.0,1
15,267,267,267,1,1,0,1,1,1,1,1,2.1739750375463247,piece3of4_01,0_0_0_10_14_8,-25.0,1
16,917,917,917,1,1,0,1,1,1,1,1,3.2487874687594673,linear_a1_b1,0_0_0_10_14_8,-25.0,1
17,656,656,656,1,1,0,1,1,1,1,1,2.506548199223615,piece1of4_31,0_0_0_10_14_8,-25.0,1
18,889,889,151,1,2,-1,1,1,1,0,1,2.110023560747652,piece3of4_02,0_0_0_10_14_8,-25.0,1
19,510,510,510,1,1,0,1,1,1,1,1,2.48012034564995,piece1of2_12,0_0_0_10_14_8,-25.0,1
20,860,860,860,1,1,0,1,1,1,1,1,2.932438092951725,period2_10,0_0_0_10_14_8,-25.0,1
21,553,553,553,1,1,0,1,1,1,1,1,2.7146240194417994,piece1of4_01,0_0_0_10_14_8,-25.0,1
22,629,629,629,1,1,0,1,1,1,1,1,2.1883753187700483,linear_a1_b1,0_0_0_10_14_8,-25.0,1
23,759,759,759,1,1,0,1,1,1,1,1,3.0423497354376177,linear_a2_b3,0_0_0_10_14_8,-25.0,1
24,874,874,874,1,1,0,1,1,1,1,1,3.1491702601127485,piece3of4_10,0_0_0_10_14_8,-25.0,1
25,720,720,720,1,1,0,1,1,1,1,1,2.549170501632923,piece1of2_20,0_0_0_10_14_8,-25.0,1
26,314,314,314,1,1,0,1,1,1,1,1,2.4189895794633043,piece1of2_30,0_0_0_10_14_8,-25.0,1
27,602,274,840,4,6,-2,1,1,0,0,1,2.8875605694262885,period2_10,0_0_0_10_14_8,-25.0,1
28,7,7,7,1,1,0,1,1,1,1,1,2.853114603666762,piece3of4_23,0_0_0_10_14_8,-25.0,1
29,610,610,610,1,1,0,1,1,1,1,1,2.758774194999355,linear_a1_b1,0_0_0_10_14_8,-25.0,1
30,842,842,842,1,1,0,1,1,1,1,1,2.544828127442714,piece1of2_02,0_0_0_10_14_8,-25.0,1
31,928,928,928,1,1,0,1,1,1,1,1,3.0861865531288792,piece1of2_03,0_0_0_10_14_8,-25.0,1
32,744,744,744,1,1,0,1,1,1,1,1,2.91157565443533,linear_a3_b2,0_0_0_10_14_8,-25.0,1
33,586,586,586,1,1,0,1,1,1,1,1,3.6877178132923163,piece3of4_20,0_0_0_10_14_8,-25.0,1
34,91,91,91,1,1,0,1,1,1,1,1,2.2817672321002194,linear_a2_b0,0_0_0_10_14_8,-25.0,1
0,803,803,803,1,1,0,1,1,1,1,1,2.207423592412862,period2_12,0_0_0_10_14_8,-25.0,2
1,711,711,711,1,1,0,1,1,1,1,1,2.866439570129606,piece1of2_20,0_0_0_10_14_8,-25.0,2
2,871,871,871,1,1,0,1,1,1,1,1,3.1378873723837857,piece3of4_02,0_0_0_10_14_8,-25.0,2
3,718,718,718,1,1,0,1,1,1,1,1,2.4122126838660964,piece1of4_13,0_0_0_10_14_8,-25.0,2
4,86,86,86,1,1,0,1,1,1,1,1,2.6084225098002336,piece1of4_10,0_0_0_10_14_8,-25.0,2
5,467,467,467,1,1,0,1,1,1,1,1,2.144736189894287,piece1of2_03,0_0_0_10_14_8,-25.0,2
6,89,89,89,1,1,0,1,1,1,1,1,2.4430347591338966,period2_23,0_0_0_10_14_8,-25.0,2
7,713,713,713,1,1,0,1,1,1,1,1,2.2073753614960787,piece3of4_31,0_0_0_10_14_8,-25.0,2
8,865,865,865,1,1,0,1,1,1,1,1,2.854346581233431,piece1of4_12,0_0_0_10_14_8,-25.0,2
9,405,405,405,1,1,0,1,1,1,1,1,3.609286699890639,piece1of2_20,0_0_0_10_14_8,-25.0,2
10,765,765,765,1,1,0,1,1,1,1,1,2.3469055939598085,piece1of4_21,0_0_0_10_14_8,-25.0,2
11,1023,1023,1023,1,1,0,1,1,1,1,1,2.0470569682036768,period2_10,0_0_0_10_14_8,-25.0,2
12,597,597,597,1,1,0,1,1,1,1,1,2.014041564326987,fixed_b2,0_0_0_10_14_8,-25.0,2
13,562,562,562,1,1,0,1,1,1,1,1,2.812767685817989,linear_a1_b2,0_0_0_10_14_8,-25.0,2
14,478,478,478,1,1,0,1,1,1,1,1,2.363106942265741,linear_a1_b3,0_0_0_10_14_8,-25.0,2
15,267,267,267,1,1,0,1,1,1,1,1,2.448998345655531,piece3of4_32,0_0_0_10_14_8,-25.0,2
16,917,917,917,1,1,0,1,1,1,1,1,2.2488246062679935,linear_a3_b1,0_0_0_10_14_8,-25.0,2
17,656,656,656,1,1,0,1,1,1,1,1,2.4415251490959013,piece3of4_03,0_0_0_10_14_8,-25.0,2
18,889,889,889,1,1,0,1,1,1,1,1,2.7758486544001424,period2_01,0_0_0_10_14_8,-25.0,2
19,510,510,510,1,1,0,1,1,1,1,1,2.981716742532482,piece1of2_10,0_0_0_10_14_8,-25.0,2
20,860,860,860,1,1,0,1,1,1,1,1,2.8760138819531065,piece1of2_12,0_0_0_10_14_8,-25.0,2
21,553,553,553,1,1,0,1,1,1,1,1,2.3088242965979067,piece3of4_13,0_0_0_10_14_8,-25.0,2
22,629,629,629,1,1,0,1,1,1,1,1,2.030651542051046,piece1of2_32,0_0_0_10_14_8,-25.0,2
23,759,759,759,1,1,0,1,1,1,1,1,2.3897108734795283,piece1of2_32,0_0_0_10_14_8,-25.0,2
24,874,874,874,1,1,0,1,1,1,1,1,2.5927512791944913,piece1of2_30,0_0_0_10_14_8,-25.0,2
25,720,720,720,1,1,0,1,1,1,1,1,1.7904306421192953,piece1of4_03,0_0_0_10_14_8,-25.0,2
26,314,314,314,1,1,0,1,1,1,1,1,2.948732600428217,piece1of4_02,0_0_0_10_14_8,-25.0,2
27,602,602,602,1,1,0,1,1,1,1,1,2.1155319785343583,linear_a1_b0,0_0_0_10_14_8,-25.0,2
28,7,7,7,1,1,0,1,1,1,1,1,2.6905537144548295,linear_a1_b2,0_0_0_10_14_8,-25.0,2
29,610,610,610,1,1,0,1,1,1,1,1,3.2172875776671814,piece1of4_31,0_0_0_10_14_8,-25.0,2
30,874,874,874,1,1,0,1,1,1,1,1,3.046617805500053,piece1of4_32,0_0_0_10_14_8,-25.0,2
31,913,913,913,1,1,0,1,1,1,1,1,2.4437355689309297,period2_32,0_0_0_10_14_8,-25.0,2
32,757,757,757,1,1,0,1,1,1,1,1,3.1326524752929026,piece1of2_23,0_0_0_10_14_8,-25.0,2
33,587,587,587,1,1,0,1,1,1,1,1,2.84715506741482,period2_32,0_0_0_10_14_8,-25.0,2
34,932,932,932,1,1,0,1,1,1,1,1,1.5944375466717542,piece1of4_32,0_0_0_10_14_8,-25.0,2
0,222,222,222,1,1,0,1,1,1,1,1,2.780542836759903,linear_a2_b1,0_0_0_10_14_8,-25.0,3
1,826,826,826,1,1,0,1,1,1,1,1,2.3332463510575994,piece1of4_12,0_0_0_10_14_8,-25.0,3
2,871,871,871,1,1,0,1,1,1,1,1,2.4782492767271767,piece3of4_10,0_0_0_10_14_8,-25.0,3
3,718,718,718,1,1,0,1,1,1,1,1,2.8270816636502305,piece3of4_13,0_0_0_10_14_8,-25.0,3
4,86,86,86,1,1,0,1,1,1,1,1,2.1957416676410118,linear_a1_b2,0_0_0_10_14_8,-25.0,3
5,467,467,467,1,1,0,1,1,1,1,1,2.963275123448348,fixed_b0,0_0_0_10_14_8,-25.0,3
6,89,89,89,1,1,0,1,1,1,1,1,2.6938628135177485,linear_a2_b0,0_0_0_10_14_8,-25.0,3
7,713,713,713,1,1,0,1,1,1,1,1,2.6866507959368313,linear_a3_b3,0_0_0_10_14_8,-25.0,3
8,865,865,865,1,1,0,1,1,1,1,1,2.251412998102796,piece1of2_03,0_0_0_10_14_8,-25.0,3
9,405,405,405,1,1,0,1,1,1,1,1,2.3843042821008904,piece3of4_31,0_0_0_10_14_8,-25.0,3
10,765,765,765,1,1,0,1,1,1,1,1,2.165491204917633,fixed_b3,0_0_0_10_14_8,-25.0,3
11,1023,1023,1023,1,1,0,1,1,1,1,1,1.8875994855813703,piece3of4_31,0_0_0_10_14_8,-25.0,3
12,597,597,597,1,1,0,1,1,1,1,1,2.544322773598918,piece1of4_31,0_0_0_10_14_8,-25.0,3
13,562,562,562,1,1,0,1,1,1,1,1,2.515420634091331,fixed_b0,0_0_0_10_14_8,-25.0,3
14,478,478,478,1,1,0,1,1,1,1,1,2.5270904571290087,linear_a2_b1,0_0_0_10_14_8,-25.0,3
15,267,267,267,1,1,0,1,1,1,1,1,2.086475341481336,linear_a2_b2,0_0_0_10_14_8,-25.0,3
16,917,917,917,1,1,0,1,1,1,1,1,2.4780086565665402,period2_01,0_0_0_10_14_8,-25.0,3
17,656,656,656,1,1,0,1,1,1,1,1,2.0859816655395096,piece1of2_01,0_0_0_10_14_8,-25.0,3
18,889,719,889,2,1,1,1,1,0,1,1,3.5763779435146086,piece1of2_32,0_0_0_10_14_8,-25.0,3
19,510,510,510,1,1,0,1,1,1,1,1,2.8876072073107517,piece1of2_02,0_0_0_10_14_8,-25.0,3
20,860,860,860,1,1,0,1,1,1,1,1,2.8434528838986077,piece1of4_12,0_0_0_10_14_8,-25.0,3
21,553,553,553,1,1,0,1,1,1,1,1,2.13688474334124,period2_32,0_0_0_10_14_8,-25.0,3
22,629,629,629,1,1,0,1,1,1,1,1,2.2165964732352577,piece3of4_32,0_0_0_10_14_8,-25.0,3
23,759,837,837,5,7,-2,1,1,0,0,1,2.3025438981764967,linear_a1_b3,0_0_0_10_14_8,-25.0,3
24,874,874,874,1,1,0,1,1,1,1,1,3.1856292042782046,piece1of2_10,0_0_0_10_14_8,-25.0,3
25,720,720,720,1,1,0,1,1,1,1,1,2.588771447707282,linear_a2_b1,0_0_0_10_14_8,-25.0,3
26,314,314,314,1,1,0,1,1,1,1,1,2.196809459388876,linear_a1_b2,0_0_0_10_14_8,-25.0,3
27,602,602,602,1,1,0,1,1,1,1,1,2.4476319192171165,piece3of4_31,0_0_0_10_14_8,-25.0,3
28,7,7,7,1,1,0,1,1,1,1,1,2.51415390658144,fixed_b1,0_0_0_10_14_8,-25.0,3
29,610,610,610,1,1,0,1,1,1,1,1,2.056905663847908,linear_a2_b3,0_0_0_10_14_8,-25.0,3
30,887,887,887,1,1,0,1,1,1,1,1,1.9602154535616547,piece1of2_01,0_0_0_10_14_8,-25.0,3
31,912,912,912,1,1,0,1,1,1,1,1,1.8923994153765833,piece1of4_20,0_0_0_10_14_8,-25.0,3
32,737,737,737,1,1,0,1,1,1,1,1,2.886644285448147,piece3of4_30,0_0_0_10_14_8,-25.0,3
33,577,577,577,1,1,0,1,1,1,1,1,2.420659127264365,fixed_b1,0_0_0_10_14_8,-25.0,3
34,930,930,930,1,1,0,1,1,1,1,1,2.2505493183987944,piece3of4_01,0_0_0_10_14_8,-25.0,3
0,803,803,803,1,1,0,1,1,1,1,1,2.7715641051972026,period2_01,0_0_0_10_14_8,-25.0,4
1,826,826,826,1,1,0,1,1,1,1,1,2.2667448272003687,piece1of2_30,0_0_0_10_14_8,-25.0,4
2,871,871,871,1,1,0,1,1,1,1,1,2.566829431501414,piece1of2_30,0_0_0_10_14_8,-25.0,4
3,718,617,617,4,4,0,1,1,0,0,1,2.7789854703705434,linear_a3_b2,0_0_0_10_14_8,-25.0,4
4,107,107,107,1,1,0,1,1,1,1,1,2.416941665574018,linear_a3_b3,0_0_0_10_14_8,-25.0,4
5,467,467,467,1,1,0,1,1,1,1,1,2.4421299933192198,piece1of4_01,0_0_0_10_14_8,-25.0,4
6,89,89,89,1,1,0,1,1,1,1,1,2.2278936655064103,piece1of4_30,0_0_0_10_14_8,-25.0,4
7,713,713,713,1,1,0,1,1,1,1,1,2.4525425360235995,linear_a3_b0,0_0_0_10_14_8,-25.0,4
8,865,865,865,1,1,0,1,1,1,1,1,2.411633631128952,period2_12,0_0_0_10_14_8,-25.0,4
9,405,405,405,1,1,0,1,1,1,1,1,3.229282191391111,piece3of4_30,0_0_0_10_14_8,-25.0,4
10,765,963,963,5,5,0,1,1,0,0,1,2.819691840025887,piece1of2_12,0_0_0_10_14_8,-25.0,4
11,1023,1023,1023,1,1,0,1,1,1,1,1,2.1826754628289464,fixed_b3,0_0_0_10_14_8,-25.0,4
12,597,597,597,1,1,0,1,1,1,1,1,2.4121934393506037,piece1of4_30,0_0_0_10_14_8,-25.0,4
13,562,562,562,1,1,0,1,1,1,1,1,3.0101570107946505,piece1of2_31,0_0_0_10_14_8,-25.0,4
14,478,478,478,1,1,0,1,1,1,1,1,2.813366447448558,piece3of4_10,0_0_0_10_14_8,-25.0,4
15,267,267,267,1,1,0,1,1,1,1,1,2.700111095408585,linear_a2_b3,0_0_0_10_14_8,-25.0,4
16,917,917,917,1,1,0,1,1,1,1,1,2.495145926900074,piece3of4_12,0_0_0_10_14_8,-25.0,4
17,656,159,159,2,2,0,1,1,0,0,1,2.3053523697303646,fixed_b0,0_0_0_10_14_8,-25.0,4
18,889,889,889,1,1,0,1,1,1,1,1,2.1813987396960295,piece1of4_03,0_0_0_10_14_8,-25.0,4
19,510,510,510,1,1,0,1,1,1,1,1,2.317716298996133,linear_a3_b3,0_0_0_10_14_8,-25.0,4
20,860,860,860,1,1,0,1,1,1,1,1,2.4399875131554074,piece3of4_03,0_0_0_10_14_8,-25.0,4
21,553,553,553,1,1,0,1,1,1,1,1,1.9722648354567938,period2_12,0_0_0_10_14_8,-25.0,4
22,629,629,629,1,1,0,1,1,1,1,1,2.761534484914804,piece3of4_20,0_0_0_10_14_8,-25.0,4
23,759,759,759,1,1,0,1,1,1,1,1,2.0467041693821657,period2_23,0_0_0_10_14_8,-25.0,4
24,874,517,517,6,4,2,1,1,0,0,1,5.121342318204636,period2_03,0_0_0_10_14_8,-25.0,4
25,720,720,720,1,1,0,1,1,1,1,1,2.889853091528958,period2_10,0_0_0_10_14_8,-25.0,4
26,314,314,314,1,1,0,1,1,1,1,1,2.024664228330441,piece3of4_30,0_0_0_10_14_8,-25.0,4
27,602,602,602,1,1,0,1,1,1,1,1,2.43061337441259,linear_a3_b1,0_0_0_10_14_8,-25.0,4
28,7,7,7,1,1,0,1,1,1,1,1,4.710603053233513,piece1of2_03,0_0_0_10_14_8,-25.0,4
29,610,610,610,1,1,0,1,1,1,1,1,1.947072396390586,piece3of4_01,0_0_0_10_14_8,-25.0,4
30,855,855,855,1,1,0,1,1,1,1,1,2.4375093746888115,piece3of4_03,0_0_0_10_14_8,-25.0,4
31,897,897,897,1,1,0,1,1,1,1,1,2.4094841531593922,piece1of2_20,0_0_0_10_14_8,-25.0,4
32,756,756,756,1,1,0,1,1,1,1,1,2.079380036105166,piece3of4_23,0_0_0_10_14_8,-25.0,4
33,580,539,539,2,2,0,1,1,0,0,1,2.4677705447976925,linear_a3_b3,0_0_0_10_14_8,-25.0,4
34,89,89,89,1,1,0,1,1,1,1,1,1.949381274810275,piece1of2_12,0_0_0_10_14_8,-25.0,4
0,222,222,222,1,1,0,1,1,1,1,1,3.1116658373240957,piece1of2_02,0_0_0_10_14_8,-25.0,5
1,711,711,18,1,3,-2,1,1,1,0,1,2.4281302661883104,piece1of2_32,0_0_0_10_14_8,-25.0,5
2,922,820,820,10,14,-4,0,0,0,0,1,2.6748921332778366,linear_a1_b0,0_0_0_10_14_8,-25.0,5
3,691,691,691,1,1,0,1,1,1,1,1,2.8809616925297235,piece3of4_21,0_0_0_10_14_8,-25.0,5
4,107,107,107,1,1,0,1,1,1,1,1,2.425453192191253,linear_a1_b2,0_0_0_10_14_8,-25.0,5
5,467,231,231,2,2,0,1,1,0,0,1,2.759383840317576,piece3of4_01,0_0_0_10_14_8,-25.0,5
6,89,89,89,1,1,0,1,1,1,1,1,2.822317311621036,linear_a2_b1,0_0_0_10_14_8,-25.0,5
7,713,843,843,3,3,0,1,1,0,0,1,2.374612082155971,piece1of4_02,0_0_0_10_14_8,-25.0,5
8,865,76,855,40,40,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,5
9,405,405,405,1,1,0,1,1,1,1,1,3.7114990752918118,piece3of4_30,0_0_0_10_14_8,-25.0,5
10,765,271,271,9,11,-2,0,0,0,0,1,3.0696767072147737,piece1of4_03,0_0_0_10_14_8,-25.0,5
11,1023,1023,1023,1,1,0,1,1,1,1,1,2.7638927895881253,period2_12,0_0_0_10_14_8,-25.0,5
12,597,108,108,49,49,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,5
13,562,105,105,7,10,-3,1,0,0,0,1,2.3756975338142508,period2_21,0_0_0_10_14_8,-25.0,5
14,478,211,211,9,10,-1,0,0,0,0,1,3.2473670330942133,piece1of4_03,0_0_0_10_14_8,-25.0,5
15,267,267,267,1,1,0,1,1,1,1,1,2.5610493927777815,piece3of4_12,0_0_0_10_14_8,-25.0,5
16,917,917,917,1,1,0,1,1,1,1,1,2.8331230811334254,period2_01,0_0_0_10_14_8,-25.0,5
17,656,852,852,6,8,-2,1,1,0,0,1,2.5993924596176012,piece3of4_31,0_0_0_10_14_8,-25.0,5
18,889,813,813,2,2,0,1,1,0,0,1,3.010657790652138,period2_01,0_0_0_10_14_8,-25.0,5
19,510,510,510,1,1,0,1,1,1,1,1,3.1251102811629883,linear_a2_b0,0_0_0_10_14_8,-25.0,5
20,860,860,860,1,1,0,1,1,1,1,1,2.1659969633089724,piece3of4_31,0_0_0_10_14_8,-25.0,5
21,553,943,943,2,2,0,1,1,0,0,1,2.805419642578265,linear_a3_b2,0_0_0_10_14_8,-25.0,5
22,629,629,629,1,1,0,1,1,1,1,1,2.078043141959769,period2_10,0_0_0_10_14_8,-25.0,5
23,759,759,759,1,1,0,1,1,1,1,1,2.351699082847651,piece1of4_23,0_0_0_10_14_8,-25.0,5
24,874,826,826,8,8,0,1,1,0,0,1,3.071642442861374,piece1of4_30,0_0_0_10_14_8,-25.0,5
25,720,379,379,2,2,0,1,1,0,0,1,2.890531225759799,period2_21,0_0_0_10_14_8,-25.0,5
26,314,910,910,137,137,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,5
27,602,602,602,1,1,0,1,1,1,1,1,2.6411550253708094,piece1of2_03,0_0_0_10_14_8,-25.0,5
28,7,659,659,5,5,0,1,1,0,0,1,3.077204913575206,period2_10,0_0_0_10_14_8,-25.0,5
29,610,75,23,18,18,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,5
30,871,979,979,4,4,0,1,1,0,0,1,3.4534461927752735,piece1of4_03,0_0_0_10_14_8,-25.0,5
31,904,904,904,1,1,0,1,1,1,1,1,4.131723996139747,linear_a3_b0,0_0_0_10_14_8,-25.0,5
32,744,744,744,1,1,0,1,1,1,1,1,1.9255956274635408,linear_a1_b0,0_0_0_10_14_8,-25.0,5
33,591,591,591,1,1,0,1,1,1,1,1,2.637393958182806,piece3of4_31,0_0_0_10_14_8,-25.0,5
34,89,89,89,1,1,0,1,1,1,1,1,3.173555608713768,period2_21,0_0_0_10_14_8,-25.0,5
0,803,305,305,2,2,0,1,1,0,0,1,5.201445185696202,linear_a3_b2,0_0_0_10_14_8,-25.0,6
1,711,920,920,3,3,0,1,1,0,0,1,2.509960258525837,piece1of2_02,0_0_0_10_14_8,-25.0,6
2,922,922,922,1,1,0,1,1,1,1,1,2.665332589843247,period2_10,0_0_0_10_14_8,-25.0,6
3,691,691,691,1,1,0,1,1,1,1,1,2.580986009546324,piece1of2_01,0_0_0_10_14_8,-25.0,6
4,86,86,86,1,1,0,1,1,1,1,1,2.0105975527689686,piece3of4_03,0_0_0_10_14_8,-25.0,6
5,467,467,467,1,1,0,1,1,1,1,1,2.465605826716474,piece1of2_03,0_0_0_10_14_8,-25.0,6
6,89,946,946,71,71,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,6
7,713,713,713,1,1,0,1,1,1,1,1,2.545319015576056,piece1of4_02,0_0_0_10_14_8,-25.0,6
8,865,865,865,1,1,0,1,1,1,1,1,2.73025756899971,piece3of4_10,0_0_0_10_14_8,-25.0,6
9,405,326,326,2,2,0,1,1,0,0,1,2.7062454404200134,linear_a1_b1,0_0_0_10_14_8,-25.0,6
10,765,765,765,1,1,0,1,1,1,1,1,3.2709251569061197,linear_a1_b1,0_0_0_10_14_8,-25.0,6
11,1023,1023,1023,1,1,0,1,1,1,1,1,3.2696703431891647,piece1of4_32,0_0_0_10_14_8,-25.0,6
12,597,975,975,36,36,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,6
13,562,118,118,9,9,0,0,0,0,0,1,2.786568438353042,linear_a1_b0,0_0_0_10_14_8,-25.0,6
14,478,200,200,2,2,0,1,1,0,0,1,3.3925999173043078,linear_a1_b0,0_0_0_10_14_8,-25.0,6
15,267,689,689,16,13,3,0,0,0,0,1,4.664966102098498,period2_10,0_0_0_10_14_8,-25.0,6
16,917,745,745,108,108,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-25.0,6
17,656,656,656,1,1,0,1,1,1,1,1,3.260748621215053,linear_a3_b0,0_0_0_10_14_8,-25.0,6
18,889,889,889,1,1,0,1,1,1,1,1,2.216604524949142,piece1of2_30,0_0_0_10_14_8,-25.0,6
19,510,510,510,1,1,0,1,1,1,1,1,2.825514533195738,piece1of2_10,0_0_0_10_14_8,-25.0,6
20,860,872,227,16,16,0,0,0,0,0,1,2.9438349914447564,piece3of4_20,0_0_0_10_14_8,-25.0,6
21,553,532,532,3,2,1,1,1,0,0,1,3.178105708844495,period2_01,0_0_0_10_14_8,-25.0,6
