packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_center_sample_phase,grlora_branch_sample_phases,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
59,86,17666048,17805312,11,3747,-349,0.5828081223983951,17662672,-3376,3511,-585,0.7468900342666923,0.0013051462265814995,0,17666816,17806080,17815296,-1110.2122950732314,3872,-224,2,3832,3942,24,32,64,38,24,3762,358,0.4696742909485305,0.9052446174670238,0,224,896,17667712,17806976,17816192,17667714,17816237,47.375,1551,0,32,-408,-371,24,32,432,403,1040,-558,241.0,28,-0.13786669594698323,-0.4672516529946904,0.48504307957344395,-0.4672516529946904,-2,11,22,10.862133304053017,1325.9440068424094,0.002784020223511641,0.011136080894046564,2.718769749523087e-06,124999.66015378131,-0.3781630058423179,-0.3663309198923934,-1,836,814,812,0,-0.11633091989239341,49.07142857142857,460,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.44715646154202915|-0.18638129331862047|-0.13786669594698323|-0.23115355973006138,0.023927390462176845|0.47287915408651315|-0.4672516529946904|-0.0566894896580834,0.0026927293229164206|-0.4490600053307503|0.48504307957344395|-0.4588609509712569,0.0026927293229164206|0.47287915408651315|-0.4672516529946904|-0.4588609509712569,0|2|-2|-2,11|-109|11|-109,22|-217|22|-218,11.44715646154203|-109.18638129331862|10.862133304053017|-109.23115355973006,1397.3579664968297|-13328.415685219557|1325.9440068424094|-13333.881049771737,0.002933964645668964|-0.027985026987215146|0.002784020223511641|-0.02799650234768558,0.011735858582675856|-0.11194010794886058|0.011136080894046564|-0.11198600939074232,2.8651998492860975e-06|-2.732912791720229e-05|2.718769749523087e-06|-2.73403343239117e-05,124999.64185001884|125003.41614098965|124999.66015378131|125003.41754179048,0.09657959798432325|-0.4226417095043715|-0.3781630058423179|-0.3547490260971955,0.10904894772841633|0.4584219257999642|-0.3663309198923934|-0.4737341610748591,0|2|-1|-2,659|49|836|546,901|531|814|138,635|25|812|522,0|0|0|0,0.10904894772841633|-0.041578074200035786|-0.11633091989239341|0.026265838925140894,17667710|17667709|17667714|17667715,17816234|17815753|17816237|17815759,,,,,,
60,89,17821696,17956864,10,167,167,0.18654468538309105,17821728,32,227,227,1.3550703756109987,0.0013765432248110116,0,17822064,17961328,17970544,-1034.3626771390586,259,259,1,193,268,24,32,90,23,1147,851,296,0.5011132450499566,0.5822869496786877,0,-259,-1036,17821028,17960292,17969508,17821026,17970109,-77.90625,1151,0,32,344,362,24,32,320,330,85,1110,597.5,28,0.38641173913467314,-0.033875034081233935,0.44163616739948,0.44163616739948,2,150,301,150.38641173913467,18357.716276749838,0.03854480514125863,0.15417922056503452,3.764141127076038e-05,124995.29482359116,-0.32493006808024383,-0.1611146462298949,-1,1007,391,983,0,0.08888535377010509,27.857142857142858,502,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.18446109317140585|-0.025816103792904332|0.38641173913467314|0.382755368938091,0.48660504996689724|-0.02816435861439004|-0.033875034081233935|0.040994465077062614,0.012780175423529272|-0.4695232816746966|0.44163616739948|-0.007252508961926196,0.012780175423529272|-0.4695232816746966|0.44163616739948|-0.007252508961926196,0|-2|2|0,-73|-149|150|192,-146|-298|301|384,-73.18446109317141|-149.0258161037929|150.38641173913467|192.3827553689381,-8933.650035787525|-18191.627942357532|18357.716276749838|23484.223067497325,-0.01875755102859632|-0.038196077533266586|0.03854480514125863|0.04930868243001284,-0.07503020411438528|-0.15278431013306634|0.15417922056503452|0.19723472972005135,-1.8317920926363594e-05|-3.730085696608065e-05|3.764141127076038e-05|4.815301018555941e-05,125002.2897401158|125004.66260712076|124995.29482359116|124993.9808737268,0.412538542508447|0.30820223726077267|-0.32493006808024383|-0.4293746712015154,0.3328189506369127|0.14586890774438976|-0.1611146462298949|-0.21981277087396078,1|1|-1|-1,345|542|1007|182,702|817|391|915,321|518|983|158,0|0|0|0,0.08281895063691269|-0.10413109225561024|0.08888535377010509|0.030187229126039217,17821026|17821029|17821026|17821029,17969213|17968910|17970109|17970278,,,,,,
61,91,18071552,18210816,11,184,184,0.5225544587483575,18069384,-2168,3844,-252,1.3226889023417587,0.0014888258301657476,0,18068992,18208256,18217472,-942.6810408839557,3388,-708,2,3360,3406,24,32,52,14,3659,4006,347,0.5465885308088543,1.1319452351927188,0,708,2832,18071824,18211088,18220304,18071824,18220541,-242.71875,1428,0,32,-1006,968,24,32,1030,936,927,159,543.0,28,-0.37150154436405086,0.49554909804874114,0.08884256654857836,0.08884256654857836,0,59,119,58.62849845563595,7156.799127885248,0.01502678348770657,0.06010713395082628,1.4674593249713447e-05,124998.16567584379,-0.43030036184481135,-0.3664365320220586,-1,48,965,24,0,-0.11643653202205861,26.321428571428573,477,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.21956968518453707|0.006791537837180518|-0.37150154436405086|-0.16011604529944887,0.4231588943208351|0.11407259886846077|0.49554909804874114|-0.0057040942768935565,0.49264189875620445|0.46632140529072785|0.08884256654857836|0.008590547585981767,0.49264189875620445|0.46632140529072785|0.08884256654857836|0.008590547585981767,2|2|0|0,-127|109|59|-160,-254|218|119|-319,-126.78043031481546|109.00679153783717|58.62849845563595|-160.16011604529945,-15476.126747413997|13306.49310764614|7156.799127885248|-19550.795415685967,-0.03249447157956107|0.027938997215972212|0.01502678348770657|-0.04104985545553092,-0.12997788631824428|0.11175598886388885|0.06010713395082628|-0.1641994218221237,-3.173288240191511e-05|2.7284176968722864e-05|1.4674593249713447e-05|-4.0087749468291916e-05,125003.96661030025|124996.58947787891|124998.16567584379|125005.01096868355,0.4528188082102502|0.36036931620183865|-0.43030036184481135|-0.3050048269910077,0.3147173039971156|0.47911005436972065|-0.3664365320220586|-0.47946671267701424,1|2|-1|-2,310|65|48|720,330|516|965|517,286|41|24|696,0|0|0|0,0.06471730399711562|-0.02088994563027935|-0.11643653202205861|0.02053328732298576,18071820|18071821|18071824|18071825,18219793|18220737|18220541|18219667,,,,,,
62,92,18325504,18472960,13,737,737,0.5705347144507386,18323104,-2400,531,531,0.4603854773986718,0.0013048361579446148,0,18330808,18470072,18479288,-1166.2463883917844,3897,-199,2,3813,17,24,32,108,184,23,28,5,0.520436075145017,0.2946128293178093,0,199,796,18331604,18470868,18480084,18331602,18481037,-24.625,1723,0,32,-565,1025,24,32,589,993,-176,756,290.0,28,-0.08619397767617662,-0.006219934884477141,0.44727952801940773,0.44727952801940773,2,238,476,237.91380602232383,29042.21264920945,0.06097852317570326,0.24391409270281303,5.954933903877271e-05,124992.55633262015,0.3985922696419122,-0.34224900686134907,-1,918,139,894,0,-0.09224900686134907,68.35714285714286,507,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.03356907566949556|0.28960507366370575|-0.08619397767617662|-0.374265580549836,-0.026408792884694776|0.07802787882047824|-0.006219934884477141|-0.07596967633638663,-0.09956074827971406|0.0035051048284913122|0.44727952801940773|0.488804461840715,-0.09956074827971406|0.0035051048284913122|0.44727952801940773|0.488804461840715,0|0|2|2,49|-124|238|233,99|-247|476|466,49.0335690756695|-123.71039492633629|237.91380602232383|232.62573441945017,5985.543100057312|-15101.366568156285|29042.21264920945|28396.696096124288,0.01256755409977176|-0.03170760583512822|0.06097852317570326|0.05962316342512051,0.05027021639908704|-0.1268304233405129|0.24391409270281303|0.23849265370048203,1.227300205055836e-05|-3.0964458823367406e-05|5.954933903877271e-05|5.8225745532344246e-05,124998.46587474368|125003.87055735293|124992.55633262015|124992.72178180845,0.3026009829129823|-0.011138281895611835|0.3985922696419122|0.39674569144457106,0.35601308783701224|-0.14589560669490687|-0.34224900686134907|-0.34985586399866664,1|-1|-1|-1,755|919|918|865,170|865|139|645,731|895|894|841,0|0|0|0,0.10601308783701224|0.10410439330509313|-0.09224900686134907|-0.09985586399866664,18331602|18331603|18331602|18331603,18480277|18479588|18481037|18481018,,,,,,
63,94,18739200,18874368,10,158,158,0.21787403468262082,18735248,-3952,534,534,0.9080019861402451,0.001225957831579849,0,18739088,18878352,18887568,-2276.9138584792845,3927,-169,1,3933,375,24,32,18,512,3864,3947,83,0.4883913414702796,0.4721415611532854,0,169,676,18739764,18879028,18888244,18739762,18888932,-62.46875,1316,1,32,1050,593,24,32,1026,561,-1171,-318,-744.5,28,-0.2900191504404965,-0.033452233562229594,0.49268994256749465,0.49268994256749465,2,172,344,171.7099808495595,20960.691021674746,0.044010144773826,0.176040579095304,4.297865700568945e-05,124994.6276678743,-0.09898542467007321,0.08805769061868673,0,527,553,503,0,0.08805769061868673,83.10714285714286,498,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.19557717306305605|0.414640524279528|-0.2900191504404965|-0.2607702785862968,0.06631132491770586|0.05701332715371166|-0.033452233562229594|-0.4620782886824486,0.46395189173074414|-0.38440711595285393|0.49268994256749465|0.4816970626006878,0.46395189173074414|-0.38440711595285393|0.49268994256749465|-0.4620782886824486,2|-2|2|-2,21|-51|172|-51,43|-101|344|-101,20.804422826936943|-50.58535947572047|171.7099808495595|-51.2607702785863,2539.602395866326|-6174.970639126034|20960.691021674746|-6257.4182468977415,0.005332279789557346|-0.012965285902122328|0.044010144773826|-0.013138397139272683,0.021329119158229385|-0.05186114360848931|0.176040579095304|-0.05255358855709073,5.207304481989596e-06|-1.2661412013791336e-05|4.297865700568945e-05|-1.283046595632098e-05,124999.34908693975|125001.58267650171|124994.6276678743|125001.60380824454,-0.3654151550034208|0.20070373517923157|-0.09898542467007321|0.11749300286082554,-0.34275296589780213|0.14560127009521162|0.08805769061868673|0.061654815018916675,-1|1|0|0,398|573|527|245,965|350|553|711,374|549|503|221,0|0|0|0,-0.09275296589780213|-0.10439872990478838|0.08805769061868673|0.061654815018916675,18739760|18739765|18739762|18739767,18888327|18888038|18888932|18888041,,,,,,
64,95,18976768,19120128,12,452,452,0.48840869865705533,18978752,1984,55,55,1.265665225245093,0.0013183000101222883,0,18974896,19114160,19123376,-635.8776189399075,338,338,2,345,484,24,32,17,114,297,235,62,0.5954261996302006,0.2393445300386962,0,-338,-1352,18973544,19112808,19122024,18973546,19122485,-6.3125,1683,0,32,-163,-490,24,32,187,522,623,-316,153.5,28,-0.09117992913558355,-0.42810069676602325,0.46475527590121146,-0.42810069676602325,-2,115,231,114.90882007086442,14026.955575056692,0.02945171726237042,0.11780686904948168,2.8761442639033613e-05,124996.40481967012,-0.48564574437016983,-0.36047594600509547,-1,126,659,102,0,-0.11047594600509547,25.785714285714285,501,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.2296177220763796|0.3157325854835724|-0.09117992913558355|0.24962120002253618,-0.4269399466920163|-0.06560620307391218|-0.42810069676602325|-0.1059081606609027,-0.016170474796467715|-0.05095878018926214|0.46475527590121146|-0.04526089793614574,-0.016170474796467715|-0.05095878018926214|-0.42810069676602325|-0.04526089793614574,0|0|-2|0,112|-5|115|-212,224|-10|231|-424,112.22961772207638|-4.684267414516428|114.90882007086442|-211.75037879997745,13699.904507089403|-571.8099871235873|14026.955575056692|-25848.434912106623,0.028765024021446685|-0.0012006016543255145|0.02945171726237042|-0.05427270319868194,0.11506009608578674|-0.004802406617302058|0.11780686904948168|-0.21709081279472775,2.8090843770944028e-05|-1.1724625530522602e-06|2.8761442639033613e-05|-5.300068671746283e-05,124996.48864452862|125000.14655781913|124996.40481967012|125006.62508583968,-0.0956897061101738|-0.08937803312767861|-0.48564574437016983|0.21801259970603226,0.026561645980974546|-0.09448059015856203|-0.36047594600509547|-0.012646388888366111,0|0|-1|0,122|612|126|189,658|499|659|494,98|588|102|165,0|0|0|0,0.026561645980974546|-0.09448059015856203|-0.11047594600509547|-0.012646388888366111,18973542|18973543|18973546|18973545,19122470|19122003|19122485|19121177,,,,,,
65,96,19210240,19349504,11,347,347,0.17585453348722868,19209520,-720,365,365,1.581978586674776,0.0012989002361244962,0,19201424,19340688,19349904,-1000.3844027581666,208,208,2,192,34,24,32,40,206,3831,3846,15,0.5467801928764043,0.7075291341143972,0,-208,-832,19200592,19339856,19349072,19200592,19348985,-92.84375,1892,1,32,-343,-109,24,32,367,141,-175,-1347,-761.0,28,0.15029701571117246,-0.4960340643132213,0.06237376273031714,0.06237376273031714,0,-22,-43,-21.84970298428883,-2667.20007132432,-0.005600190430666606,-0.022400761722666425,-5.468935967447858e-06,125000.68361699593,-0.11683233105101426,-0.14063314038134733,-1,648,309,624,0,0.10936685961865267,75.53571428571429,492,1,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.3522504603633582|-0.26332817435194367|0.15029701571117246|0.14556121520115212,0.028093133422430583|0.49050018312436805|-0.4960340643132213|0.4857898248460515,-0.0533453197971312|0.04591887312790277|0.06237376273031714|0.00044092368398196413,-0.0533453197971312|0.04591887312790277|0.06237376273031714|0.00044092368398196413,0|0|0|0,23|-106|-22|-232,47|-211|-43|-463,22.647749539636642|-106.26332817435194|-21.84970298428883|-231.85443878479884,2764.617863725176|-12971.597677533196|-2667.20007132432|-28302.543796972514,0.005804733837306911|-0.027235833548890698|-0.005600190430666606|-0.05942547641603415,0.023218935349227643|-0.10894333419556279|-0.022400761722666425|-0.2377019056641366,5.66868538799503e-06|-2.6597493700088572e-05|-5.468935967447858e-06|-5.803269181253335e-05,124999.29141432651|125003.32468671251|125000.68361699593|125007.25408647656,0.13240616299668995|0.17437219956340044|-0.11683233105101426|0.09882567837088918,0.15707628180524436|0.05861990698061503|-0.14063314038134733|-0.15373259639725578,1|0|-1|-1,152|364|648|959,619|98|309|630,128|340|624|935,0|0|0|0,-0.09292371819475564|0.05861990698061503|0.10936685961865267|0.09626740360274422,19200590|19200591|19200592|19200593,19349161|19348647|19348985|19348146,,,,,,
66,97,19456000,19603456,13,678,678,0.3505887559857894,19451920,-4080,4009,-87,1.0986583724972512,0.001430694081044487,0,19443240,19582504,19591720,-1871.713134814984,3646,-450,3,3846,3954,24,32,176,276,346,306,40,0.4579061277200229,0.7680436069901504,0,450,1800,19445040,19584304,19593520,19445040,19593350,-51.875,1413,0,32,171,-1245,24,32,147,1277,-567,-412,-489.5,28,0.0719098831993202,0.01072056970815538,-0.0072749915350414085,-0.0072749915350414085,0,-43,-86,-42.92809011680068,-5240.245375586021,-0.01100268867049433,-0.04401075468197732,-1.074481315477962e-05,125001.34310164435,-0.35936102899086,-0.40612245584046086,-2,210,756,186,0,0.09387754415953914,108.71428571428571,437,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.18006493652012528|0.26114217816834284|0.0719098831993202|0.13599947943525964,0.4265732078556219|0.4626928024317323|0.01072056970815538|-0.47179023414611265,-0.029528410588341103|-0.01815732735963138|-0.0072749915350414085|-0.49662581171457987,-0.029528410588341103|-0.01815732735963138|-0.0072749915350414085|-0.49662581171457987,0|0|0|-2,226|-206|-43|185,453|-412|-86|371,225.81993506347987|-205.73885782183166|-42.92809011680068|185.13599947943527,27565.910041928695|-25114.606667704058|-5240.245375586021|22599.6093114545,0.05787880230251176|-0.05273191967957547|-0.01100268867049433|0.04745130189651304,0.23151520921004703|-0.21092767871830187|-0.04401075468197732|0.18980520758605215,5.652226787354664e-05|-5.149601531208542e-05|-1.074481315477962e-05|4.6339162008313514e-05,124992.93471651581|125006.43700191402|125001.34310164435|124994.20760474895,-0.17740673690796482|0.29442124289395366|-0.35936102899086|0.02181584897383737,0.06857817287770995|0.07031058425575787|-0.40612245584046086|0.2234838820340177,0|0|-2|1,469|468|210|996,971|715|756|387,445|444|186|972,0|0|0|0,0.06857817287770995|0.07031058425575787|0.09387754415953914|-0.0265161179659823,19445038|19445039|19445040|19445043,19594422|19592695|19593350|19594260,,,,,,
67,98,19681280,19845120,17,342,342,0.19294107889545592,19683296,2016,390,390,1.0254533788113176,0.0012961288812092962,0,19683736,19823000,19832216,-1358.497158666825,404,404,2,482,378,24,32,54,58,3668,33,461,0.5357245070258884,0.20116939195876896,0,-404,-1616,19682120,19821384,19830600,19682118,19830424,-85.34375,1487,0,32,894,442,24,32,870,410,123,-194,-35.5,28,-0.26997217942964513,0.4123445133595851,0.4560788186391278,0.4560788186391278,2,-44,-87,-44.269972179429644,-5404.049338309283,-0.01134661989425611,-0.04538647957702444,-1.1080683490484483e-05,125001.38508543631,0.09298698202293232,0.04476384747234374,0,619,479,595,0,0.04476384747234374,80.89285714285714,510,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.43664821046026014|-0.23998225861933176|-0.26997217942964513|0.2747864376221924,0.47822042121117647|0.49657130693981344|0.4123445133595851|-0.4222412324368179,0.41102519497670187|-0.4756438921085646|0.4560788186391278|0.4693471277585459,0.41102519497670187|0.49657130693981344|0.4560788186391278|-0.4222412324368179,2|2|2|-2,-114|-131|-44|42,-227|-262|-87|84,-113.56335178953974|-131.23998225861934|-44.269972179429644|42.27478643762219,-13862.71384149655|-16020.505646804118|-5404.049338309283|5160.496391311302,-0.029106866872447134|-0.03363747751143616|-0.01134661989425611|0.01083524360201512,-0.11642746748978854|-0.13454991004574465|-0.04538647957702444|0.04334097440806048,-2.8424674680124154e-05|-3.284909913226188e-05|-1.1080683490484483e-05|1.058129258009289e-05,125003.55308433503|125004.10613739154|125001.38508543631|124998.67733842749,0.4796054550583936|0.4201720265738562|0.09298698202293232|-0.07551343717233405,0.35590127085049317|0.27721274715025257|0.04476384747234374|-0.029463651863769813,1|1|0|0,801|713|619|934,99|240|479|109,777|689|595|910,0|0|0|0,0.10590127085049317|0.02721274715025257|0.04476384747234374|-0.029463651863769813,19682116|19682117|19682118|19682123,19830141|19830074|19830424|19830769,,,,,,
68,100,19861504,19992576,9,4044,-52,0.22666534242714922,19857592,-3912,552,552,1.398763162268581,0.0014647251279675075,0,19853448,19992712,20001928,-1141.084938651019,540,540,1,504,360,24,32,60,212,3222,3190,32,0.7154786983850738,0.47689326010863287,0,-540,-2160,19851288,19990552,19999768,19851290,19999278,77.46875,1454,0,32,-833,36,24,32,857,4,186,367,276.5,28,-0.22555509737141055,-0.022042076404716227,-0.461320112242106,-0.461320112242106,-2,-122,-244,-122.22555509737141,-14920.111706222096,-0.03132703380596971,-0.12530813522387885,-3.05928064511423e-05,125003.8241008064,-0.4637851940331368,0.40307491229149184,2,571,77,547,0,-0.09692508770850816,44.464285714285715,477,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.2639580715412857|-0.025629721744658114|-0.22555509737141055|-0.21847392692016232,-0.4320515898083386|-0.006047294011704452|-0.022042076404716227|0.4933343798164458,-0.05846437510302849|0.48780640926577234|-0.461320112242106|0.4643417512548069,-0.05846437510302849|0.48780640926577234|-0.461320112242106|0.4643417512548069,0|2|-2|2,-238|-208|-122|-208,-475|-416|-244|-416,-237.73604192845872|-208.02562972174465|-122.22555509737141|-208.21847392692015,-29020.51293072006|-25393.75362814266|-14920.111706222096|-25417.294180532244,-0.06093296133085368|-0.05331803099286053|-0.03132703380596971|-0.05336745794723194,-0.24373184532341471|-0.21327212397144213|-0.12530813522387885|-0.21346983178892776,-5.9504845049661795e-05|-5.2068389641465364e-05|-3.05928064511423e-05|-5.211665815159369e-05,125007.4381056312|125006.50854870518|125003.8241008064|125006.51458226894,-0.008319137690346423|-0.2183705825057647|-0.4637851940331368|-0.24341690305661512,-0.2672842233464743|-0.444972214225422|0.40307491229149184|-0.47022859933235095,-1|-2|2|-2,700|785|571|571,563|135|77|77,676|761|547|547,0|0|0|0,-0.01728422334647428|0.05502778577457801|-0.09692508770850816|0.02977140066764905,19851286|19851285|19851290|19851287,19998815|19998937|19999278|19998939,,,,,,
69,102,20131840,20271104,11,191,191,0.1678012102007025,20129144,-2696,2839,-1257,1.0916494534211763,0.0011882927624291145,0,20121440,20260704,20269920,-340.2032761964928,396,396,2,352,440,24,32,68,12,138,121,17,0.5179467401373982,0.8097065048576618,0,-396,-1584,20119856,20259120,20268336,20119856,20269006,-28.15625,1128,0,32,-225,390,24,32,249,358,26,516,271.0,28,0.3647574216430037,0.4502076121495975,-0.04392793698445985,-0.04392793698445985,0,167,334,167.364757421643,20430.268239946654,0.042896441824288235,0.17158576729715294,4.189105646903148e-05,124994.76361794137,0.3287582013927637,-0.48893192085401127,-2,976,221,952,0,0.01106807914598873,-12.571428571428571,505,1,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.44795292151577|0.3672053437961454|0.3647574216430037|-0.3802681031530468,-0.4946772380252469|0.060663591029936015|0.4502076121495975|-0.48308826683080497,0.020697566102455767|-0.06428451094903664|-0.04392793698445985|0.07752490167450787,0.020697566102455767|-0.06428451094903664|-0.04392793698445985|0.07752490167450787,0|0|0|0,-254|44|167|44,-508|89|334|89,-254.44795292151576|44.367205343796144|167.364757421643|43.61973189684695,-31060.541128114717|5415.918621068865|20430.268239946654|5324.674303814325,-0.06521630944266858|0.011371541250716665|0.042896441824288235|0.011179959989964874,-0.26086523777067433|0.04548616500286666|0.17158576729715294|0.044719839959859495,-6.368780219010604e-05|1.1105020752652993e-05|4.189105646903148e-05|1.0917929677700072e-05,125007.96097527375|124998.61187240592|124994.76361794137|124998.6352587903,-0.06622433606293887|0.29960480907389664|0.3287582013927637|0.43528362135338383,-0.34339365119428056|0.34793385938944255|-0.48893192085401127|0.4827984513107346,-1|1|-2|2,259|321|976|639,154|462|221|542,235|297|952|615,0|0|0|0,-0.09339365119428056|0.09793385938944255|0.01106807914598873|-0.017201548689265378,20119854|20119855|20119856|20119857,20267319|20268510|20269006|20268511,,,,,,
70,104,20901888,21032960,9,168,168,0.40694339809563174,20904336,2448,919,919,2.3265285837969354,0.0015926325422296658,0,20896632,21035896,21045112,-307.2309839731033,4087,-9,2,4073,16,24,32,38,7,3359,3428,69,0.49117018978161314,0.10651170452232092,0,9,36,20896668,21035932,21045148,20896666,21045562,72.09375,1500,1,32,-14,315,24,32,38,283,-322,-677,-499.5,28,-0.4906947014622574,0.06329263677713248,0.48862611901404307,0.48862611901404307,2,104,208,103.50930529853774,12635.413244450408,0.026529963424886647,0.10611985369954659,2.5908167407115866e-05,124996.7614790741,0.33758494861041566,0.450337293166184,2,178,104,154,0,-0.04966270683381602,74.78571428571429,510,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,0.46617953151643315|0.22164433313245235|-0.4906947014622574|0.4822831130312885,0.479580213781162|-0.0054150501124468065|0.06329263677713248|0.04048215292266377,0.03205423442858546|0.03337860192635844|0.48862611901404307|0.03990281809967655,0.03205423442858546|0.03337860192635844|0.48862611901404307|0.03990281809967655,0|0|2|0,104|-117|104|0,208|-233|208|1,104.46617953151643|-116.77835566686755|103.50930529853774|0.4822831130312885,12752.219181093315|-14255.170369490668|12635.413244450408|58.87245032120221,0.026775215176213972|-0.029930888780722666|0.026529963424886647|0.00012361162421347356,0.10710086070485589|-0.11972355512289067|0.10611985369954659|0.0004944464968538942,2.6147671070521457e-05|-2.922938357492448e-05|2.5908167407115866e-05|1.2071447677097027e-07,124996.73154111618|125003.65367294686|124996.7614790741|124999.9849106904,-0.11113887993256744|0.07559016094323312|0.33758494861041566|0.04385839007450776,0.0026557845663419677|-0.05161611637483832|0.450337293166184|0.04438373947741492,0|0|2|0,805|1010|178|139,329|53|104|25,781|986|154|115,0|0|0|0,0.0026557845663419677|-0.05161611637483832|-0.04966270683381602|0.04438373947741492,20896666|20896667|20896666|20896669,21045562|21044679|21045562|21045149,,,,,,
