file_name,input_iq,experiment_id,corridor_id,position_id,sf,tx_power_dbm,preamble_len,status,error,sync_returncode,sync_elapsed_s,header_returncode,header_elapsed_s,probe_returncode,probe_elapsed_s,probe_file_name,probe_input_iq,probe_symbol_csv,probe_detected_events,probe_framesync_valid,probe_header_valid_packets,probe_traditional_fft_crc_valid,probe_traditional_fft_crc_valid_rate,probe_multi_offset_argmax_crc_valid,probe_multi_offset_argmax_crc_valid_rate,probe_current_selected_crc_valid,probe_current_selected_crc_valid_rate,probe_savaux_paper_crc_valid,probe_savaux_paper_crc_valid_rate,probe_savaux_codec_crc_valid,probe_savaux_codec_crc_valid_rate,probe_savaux_codec_extra_crc_valid_vs_paper,probe_savaux_codec_mean_symbol_change_count,probe_note
1_0_8_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_0_8_12_10_16.bin,1,0,8,12,10,16,ok,,0,186.079,0,0.266,0,15.562,1_0_8_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_0_8_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_8_12_10_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_9_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_0_9_12_10_16.bin,1,0,9,12,10,16,ok,,0,187.734,0,0.266,0,15.609,1_0_9_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_0_9_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_9_12_10_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_0_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_0_12_10_16.bin,1,1,0,12,10,16,ok,,0,182.094,0,0.281,0,15.578,1_1_0_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_0_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_0_12_10_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_1_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_1_12_10_16.bin,1,1,1,12,10,16,ok,,0,183.032,0,0.281,0,15.516,1_1_1_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_1_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_1_12_10_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_2_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_2_12_10_16.bin,1,1,2,12,10,16,ok,,0,182.031,0,0.282,0,15.656,1_1_2_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_2_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_2_12_10_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_3_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_3_12_10_16.bin,1,1,3,12,10,16,ok,,0,185.359,0,0.281,0,15.516,1_1_3_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_3_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_3_12_10_16_header_first_symbols.csv,8,8,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_4_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_4_12_10_16.bin,1,1,4,12,10,16,ok,,0,181.765,0,0.282,0,15.625,1_1_4_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_4_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_4_12_10_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_5_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_5_12_10_16.bin,1,1,5,12,10,16,ok,,0,184.015,0,0.266,0,15.531,1_1_5_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_5_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_5_12_10_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_6_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_6_12_10_16.bin,1,1,6,12,10,16,ok,,0,181.000,0,0.281,0,15.484,1_1_6_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_6_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_6_12_10_16_header_first_symbols.csv,8,8,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_7_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_7_12_10_16.bin,1,1,7,12,10,16,ok,,0,180.407,0,0.281,0,15.547,1_1_7_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP10\1_1_7_12_10_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_7_12_10_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_10_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_10_12_14_16.bin,1,0,10,12,14,16,ok,,0,178.875,0,0.265,0,15.563,1_0_10_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_10_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_10_12_14_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_11_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_11_12_14_16.bin,1,0,11,12,14,16,ok,,0,179.719,0,0.265,0,16.063,1_0_11_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_11_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_11_12_14_16_header_first_symbols.csv,5,5,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_12_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_12_12_14_16.bin,1,0,12,12,14,16,ok,,0,172.578,0,0.266,0,16.250,1_0_12_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_12_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_12_12_14_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_13_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_13_12_14_16.bin,1,0,13,12,14,16,ok,,0,166.593,0,0.266,0,16.250,1_0_13_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_13_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_13_12_14_16_header_first_symbols.csv,5,5,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_14_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_14_12_14_16.bin,1,0,14,12,14,16,ok,,0,193.891,0,0.281,0,15.969,1_0_14_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_14_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_14_12_14_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_15_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_15_12_14_16.bin,1,0,15,12,14,16,ok,,0,180.468,0,0.282,0,16.296,1_0_15_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_15_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_15_12_14_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_16_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_16_12_14_16.bin,1,0,16,12,14,16,ok,,0,162.282,0,0.234,0,16.438,1_0_16_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_16_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_16_12_14_16_header_first_symbols.csv,4,4,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_8_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_8_12_14_16.bin,1,0,8,12,14,16,ok,,0,176.609,0,0.281,0,16.000,1_0_8_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_8_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_8_12_14_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_9_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_9_12_14_16.bin,1,0,9,12,14,16,ok,,0,179.016,0,0.297,0,16.578,1_0_9_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_9_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_9_12_14_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_0_yidong_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_yidong_12_14_16.bin,1,0,yidong,12,14,16,ok,,0,173.594,0,0.265,0,15.453,1_0_yidong_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_0_yidong_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_0_yidong_12_14_16_header_first_symbols.csv,5,5,3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,1,7.666666666666667,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_0_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_0_12_14_16.bin,1,1,0,12,14,16,ok,,0,161.109,0,0.282,0,15.515,1_1_0_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_0_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_0_12_14_16_header_first_symbols.csv,8,8,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_1_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_1_12_14_16.bin,1,1,1,12,14,16,ok,,0,156.266,0,0.250,0,15.500,1_1_1_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_1_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_1_12_14_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_2_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_2_12_14_16.bin,1,1,2,12,14,16,ok,,0,174.422,0,0.250,0,15.797,1_1_2_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_2_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_2_12_14_16_header_first_symbols.csv,5,5,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_3_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_3_12_14_16.bin,1,1,3,12,14,16,ok,,0,164.156,0,0.281,0,8.610,1_1_3_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_3_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_3_12_14_16_header_first_symbols.csv,6,6,3,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_4_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_4_12_14_16.bin,1,1,4,12,14,16,ok,,0,138.297,0,0.265,0,15.688,1_1_4_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_4_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_4_12_14_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_5_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_5_12_14_16.bin,1,1,5,12,14,16,ok,,0,148.531,0,0.281,0,17.406,1_1_5_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_5_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_5_12_14_16_header_first_symbols.csv,7,7,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
1_1_6_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_6_12_14_16.bin,1,1,6,12,14,16,ok,,0,199.485,0,0.265,0,16.063,1_1_6_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\data\USRP_IQ\lab1-SF12-TP14\1_1_6_12_14_16.bin,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding copy\data\baseline_comparison\real_iq_crc_batch_all_fastscreen_sample20m_hop2_probe3_rank64\header_first\1_1_6_12_14_16_header_first_symbols.csv,6,6,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,real IQ CRC/PRR probe only; no byte/symbol GT is used
