input_file,frame_count,symbol_index,is_header,sf,cr,ldro,samples_per_symbol,top_k,hard_bin,hard_symbol,confidence_db,total_power,noise_power_est,cfo_int,cfo_frac,top1_bin,top1_symbol,top1_real,top1_imag,top1_power,top1_phase,top2_bin,top2_symbol,top2_real,top2_imag,top2_power,top2_phase,top3_bin,top3_symbol,top3_real,top3_imag,top3_power,top3_phase,top4_bin,top4_symbol,top4_real,top4_imag,top4_power,top4_phase,top5_bin,top5_symbol,top5_real,top5_imag,top5_power,top5_phase,top6_bin,top6_symbol,top6_real,top6_imag,top6_power,top6_phase,top7_bin,top7_symbol,top7_real,top7_imag,top7_power,top7_phase,top8_bin,top8_symbol,top8_real,top8_imag,top8_power,top8_phase,top9_bin,top9_symbol,top9_real,top9_imag,top9_power,top9_phase,top10_bin,top10_symbol,top10_real,top10_imag,top10_power,top10_phase,top11_bin,top11_symbol,top11_real,top11_imag,top11_power,top11_phase,top12_bin,top12_symbol,top12_real,top12_imag,top12_power,top12_phase,top13_bin,top13_symbol,top13_real,top13_imag,top13_power,top13_phase,top14_bin,top14_symbol,top14_real,top14_imag,top14_power,top14_phase,top15_bin,top15_symbol,top15_real,top15_imag,top15_power,top15_phase,top16_bin,top16_symbol,top16_real,top16_imag,top16_power,top16_phase
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,27,0,10,1,0,1024,16,510,509,3.159097194671631,7646.41259765625,7.349133491516113,-21,-0.4512436091899872,510,509,3.5693252086639404,-10.747507095336914,128.24899291992188,-1.2501496076583862,150,149,-6.854902267456055,-3.8697545528411865,61.964683532714844,-2.627667188644409,180,179,-1.7459118366241455,6.560923099517822,46.09391784667969,1.8308767080307007,46,45,-6.340730667114258,-1.7854130268096924,43.39256286621094,-2.8671209812164307,586,585,4.232602596282959,4.965625762939453,42.572364807128906,0.8649218678474426,867,866,1.8498705625534058,-6.155150890350342,41.30790328979492,-1.2788439989089966,499,498,6.093557357788086,1.8770356178283691,40.65470504760742,0.29881295561790466,300,299,-6.360838890075684,-0.12225604057312012,40.475215911865234,-3.122375011444092,658,657,2.8632757663726807,5.265029430389404,35.91888427734375,1.072703242301941,953,952,-5.495299816131592,-1.746178388595581,33.247459411621094,-2.8339242935180664,200,199,5.709127426147461,-0.03679239749908447,32.595489501953125,-0.00644439784809947,475,474,4.842843055725098,3.012744426727295,32.52975845336914,0.5565129518508911,11,10,4.722982406616211,3.1581385135650635,32.28040313720703,0.5893914699554443,84,83,-4.040516376495361,3.988065719604492,32.23044204711914,2.362727403640747,1013,1012,3.677889823913574,4.223354339599609,31.36359405517578,0.8543241024017334,304,303,3.183840751647949,-4.5952677726745605,31.253326416015625,-0.9648837447166443
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,28,0,10,1,0,1024,16,860,859,1.9506243467330933,7613.2578125,7.371942520141602,-21,-0.4512436091899872,860,859,0.24685579538345337,8.467570304870605,71.76068115234375,1.5416514873504639,227,226,-6.4472551345825195,-2.0563411712646484,45.79563903808594,-2.8328440189361572,527,526,6.283478260040283,-1.7922590970993042,42.69429016113281,-0.27785518765449524,945,944,-3.6204605102539062,5.282686233520508,41.01451110839844,2.171618700027466,897,896,-3.785709857940674,-5.0945611000061035,40.28615188598633,-2.2098593711853027,69,68,5.74156379699707,-2.568753719329834,39.564048767089844,-0.4206864833831787,444,443,5.395705699920654,-2.9473941326141357,37.80077362060547,-0.4999581277370453,823,822,-0.23639631271362305,-6.09119176864624,37.15849685668945,-1.6095863580703735,119,118,5.823725700378418,-1.3346335887908936,35.69702911376953,-0.22528164088726044,285,284,-1.0829768180847168,-5.639404296875,32.9757194519043,-1.760524034500122,110,109,5.713464736938477,0.05146992206573486,32.64632797241211,0.009008286520838737,382,381,-0.29065895080566406,-5.6815690994262695,32.36471176147461,-1.6219099760055542,770,769,4.393749237060547,-3.5206539630889893,31.700037002563477,-0.6755251884460449,454,453,-3.5436675548553467,-4.304082870483398,31.08271026611328,-2.2596001625061035,1021,1020,4.219702243804932,-3.628171920776367,30.969518661499023,-0.710165798664093,719,718,1.3556997776031494,-5.3660969734191895,30.632917404174805,-1.3233329057693481
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,29,0,10,1,0,1024,16,553,552,5.327049255371094,7900.44482421875,7.548156261444092,-21,-0.4512436091899872,553,552,9.315407752990723,-9.586671829223633,178.68109130859375,-0.7997481822967529,303,302,-4.131658554077148,5.944283962249756,52.405113220214844,2.178201913833618,331,330,-6.498216152191162,2.0324900150299072,46.35783004760742,2.83845591545105,222,221,6.270717620849609,-2.224745750427246,44.271392822265625,-0.34092971682548523,608,607,0.36243772506713867,-6.359949111938477,40.58031463623047,-1.513870358467102,195,194,2.920597791671753,5.57588529586792,39.62038803100586,1.088297724723816,942,941,3.1491239070892334,5.438318252563477,39.492286682128906,1.045914649963379,713,712,-6.065210342407227,-1.6152865886688232,39.39592742919922,-2.8813140392303467,354,353,5.428610324859619,3.0114994049072266,38.5389404296875,0.5064796209335327,688,687,6.1079816818237305,0.11148247122764587,37.31986999511719,0.018249906599521637,495,494,-5.908233165740967,1.271665334701538,36.52435302734375,2.9295907020568848,334,333,-2.990062713623047,5.237731456756592,36.374305725097656,2.0895211696624756,104,103,4.215056896209717,4.294225215911865,36.20707702636719,0.7947016358375549,679,678,-5.997649192810059,-0.17276763916015625,36.001644134521484,-3.1127946376800537,518,517,3.3405678272247314,4.875675201416016,34.931602478027344,0.9701066613197327,327,326,-4.854579925537109,3.369572162628174,34.920963287353516,2.5348362922668457
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,30,0,10,1,0,1024,16,629,628,4.523410320281982,8292.6845703125,7.933286666870117,-21,-0.4512436091899872,629,628,-10.13054084777832,8.619970321655273,176.93174743652344,2.436582326889038,805,804,-4.454432010650635,6.526737213134766,62.44026184082031,2.1696736812591553,916,915,-6.487669467926025,4.069557189941406,58.651153564453125,2.5813586711883545,170,169,6.3863019943237305,-2.2690398693084717,45.93339538574219,-0.3413867652416229,772,771,-6.659573554992676,-0.5613422393798828,44.66502380371094,-3.0575003623962402,163,162,6.512564182281494,-1.026285171508789,43.46675491333008,-0.15630006790161133,386,385,5.366606712341309,-3.759517192840576,42.9344367980957,-0.6110876202583313,413,412,1.8037667274475098,6.1910200119018555,41.58230209350586,1.2872921228408813,491,490,5.022373199462891,-4.000895023345947,41.23139190673828,-0.6726731657981873,823,822,-2.613375663757324,5.715030193328857,39.491302490234375,1.999688744544983,609,608,3.6840286254882812,-5.068658351898193,39.26336669921875,-0.9422928094863892,706,705,6.1963372230529785,-0.7067883014678955,38.89414596557617,-0.11357462406158447,241,240,-0.5688573122024536,6.1096038818359375,37.650856018066406,1.663637399673462,411,410,-5.081610202789307,3.4364047050476074,37.63163757324219,2.5469894409179688,732,731,-4.949796676635742,3.4124932289123535,36.14559555053711,2.5380020141601562,719,718,5.235373497009277,2.6875901222229004,34.63227844238281,0.4742721617221832
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,31,0,10,1,0,1024,16,759,758,4.626896381378174,8241.4453125,7.898563385009766,-21,-0.4512436091899872,759,758,11.037080764770508,-6.276782989501953,161.2151641845703,-0.5170864462852478,377,376,6.672893524169922,-3.3206334114074707,55.554115295410156,-0.46174997091293335,1,0,-2.0895495414733887,7.138607025146484,55.325927734375,1.8555526733398438,93,92,0.6396700739860535,7.367830276489258,54.6941032409668,1.4841941595077515,568,567,-6.837515830993652,2.098670244216919,51.156036376953125,2.8437860012054443,202,201,6.999317169189453,-0.9904316663742065,49.97139358520508,-0.1405707597732544,361,360,-2.44984769821167,-6.341674327850342,46.218589782714844,-1.939444899559021,733,732,-2.774320363998413,6.052794456481934,44.33317565917969,2.000575304031372,736,735,4.945827484130859,-4.176090240478516,41.90093994140625,-0.7012143135070801,168,167,3.2491321563720703,5.371953964233398,39.41474914550781,1.0268311500549316,797,796,1.1473844051361084,6.013584613800049,37.47969055175781,1.3822635412216187,218,217,4.978065490722656,3.5492372512817383,37.37821960449219,0.6193811893463135,288,287,4.154863357543945,-4.4837846755981445,37.36721420288086,-0.8234553337097168,11,10,0.34545326232910156,-5.957270622253418,35.60841369628906,-1.5128726959228516,737,736,-2.5298519134521484,5.25339412689209,33.9983024597168,2.019587755203247,28,27,3.2930192947387695,4.804604530334473,33.928199768066406,0.969944417476654
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,32,0,10,1,0,1024,16,874,873,0.41700488328933716,7547.34521484375,7.313329696655273,-21,-0.4512436091899872,874,873,-7.932430267333984,1.6986337900161743,65.80880737304688,2.930640697479248,933,932,-3.134343385696411,7.0682172775268555,59.7838020324707,1.9881831407546997,783,782,0.1444529891014099,-6.997431755065918,48.98491668701172,-1.550155520439148,923,922,-2.827728748321533,-6.111443519592285,45.345794677734375,-2.0041563510894775,253,252,1.9078927040100098,-6.438473701477051,45.093997955322266,-1.2827128171920776,817,816,5.2534074783325195,-4.101237773895264,44.41844177246094,-0.6628498435020447,776,775,-4.399632453918457,-4.85741662979126,42.951263427734375,-2.3067822456359863,14,13,0.3262341022491455,6.513982772827148,42.53840255737305,1.5207560062408447,930,929,-4.550106048583984,-4.266886234283447,38.90978240966797,-2.388305425643921,80,79,-0.16722078621387482,6.090700626373291,37.124595642089844,1.598244547843933,344,343,5.407630920410156,2.4785571098327637,35.38571548461914,0.42977139353752136,909,908,-4.117376327514648,4.046016693115234,33.323036193847656,2.3649356365203857,449,448,3.9155330657958984,-4.2072319984436035,33.03219985961914,-0.8212940096855164,51,50,-5.002939701080322,2.579188346862793,31.681617736816406,2.6655948162078857,7,6,4.785965919494629,2.810619831085205,30.8050537109375,0.5310012698173523,1020,1019,4.464637756347656,3.2020468711853027,30.18609619140625,0.6221778392791748
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,33,0,10,1,0,1024,16,720,719,4.550073623657227,8155.32177734375,7.796608924865723,-21,-0.4512436091899872,720,719,13.179756164550781,-2.384232759475708,179.3905487060547,-0.17896564304828644,837,836,7.323235511779785,-3.0480690002441406,62.92050552368164,-0.39440953731536865,483,482,-7.204984188079834,-2.2233824729919434,56.855224609375,-2.8422744274139404,786,785,2.170548915863037,7.1750383377075195,56.19245910644531,1.2770347595214844,393,392,6.501277446746826,-2.7054765224456787,49.586212158203125,-0.39434686303138733,297,296,4.452680587768555,-5.185109615325928,46.711727142333984,-0.8612478971481323,864,863,-4.803933620452881,4.5792412757873535,44.04722595214844,2.380136251449585,619,618,5.09116792678833,4.16171932220459,43.239898681640625,0.6852843761444092,216,215,-6.326627731323242,0.06200939416885376,40.03006362915039,3.131791591644287,641,640,-6.303759574890137,-0.43491673469543457,39.926536560058594,-3.0727086067199707,15,14,1.6014025211334229,6.095895767211914,39.72443771362305,1.313899278640747,380,379,4.031770706176758,-4.650401592254639,37.88140869140625,-0.8565309643745422,5,4,-4.806298732757568,-3.7317023277282715,37.02610778808594,-2.4813966751098633,847,846,6.041400909423828,0.6821664571762085,36.96387481689453,0.11243902891874313,371,370,4.699667453765869,-3.8410112857818604,36.840240478515625,-0.685197651386261,900,899,5.794490814208984,1.339719295501709,35.3709716796875,0.22721320390701294
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,34,0,10,1,0,1024,16,314,313,3.841606855392456,8177.20556640625,7.838186740875244,-21,-0.4512436091899872,314,313,-12.568130493164062,0.884667158126831,158.74053955078125,3.0713188648223877,696,695,6.508869647979736,-4.814327239990234,65.54312896728516,-0.6368482708930969,471,470,7.068613052368164,2.5461654663085938,56.44824981689453,0.3457390069961548,427,426,0.9738305807113647,7.356313228607178,55.063690185546875,1.4391813278198242,872,871,5.445143699645996,3.9407801628112793,45.17933654785156,0.6264711618423462,417,416,-6.321770191192627,0.31055378913879395,40.061222076416016,3.0925076007843018,958,957,3.1922295093536377,5.307995319366455,38.365142822265625,1.0293478965759277,434,433,-4.005823135375977,-4.700966835021973,38.14570617675781,-2.276524305343628,480,479,-4.234624862670898,-4.25386381149292,36.02740478515625,-2.3539280891418457,978,977,-1.1981587409973145,5.719150543212891,34.14426803588867,1.7773090600967407,540,539,2.0701026916503906,-5.255147457122803,31.901901245117188,-1.1955431699752808,649,648,-5.093087196350098,1.9754431247711182,29.8419132232666,2.7715888023376465,429,428,5.3382887840271,1.0736600160598755,29.650074005126953,0.19847646355628967,293,292,-3.0336663722991943,-4.501811981201172,29.469444274902344,-2.163774013519287,756,755,5.248507022857666,1.3212403059005737,29.29250144958496,0.24661226570606232,798,797,5.404873371124268,-0.020925819873809814,29.21309471130371,-0.0038716383278369904
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,35,0,10,1,0,1024,16,602,601,2.7413735389709473,7962.00537109375,7.6589131355285645,-21,-0.4512436091899872,602,601,11.062152862548828,2.1368045806884766,126.9371566772461,0.19081348180770874,435,434,-8.215473175048828,-0.1701369285583496,67.52294921875,-3.1208863258361816,977,976,4.810904502868652,4.812424659729004,46.30423355102539,0.7855561375617981,469,468,-3.664959669113159,5.641132354736328,45.254302978515625,2.1469502449035645,120,119,6.70066499710083,0.33067846298217773,45.00825881958008,0.04931009188294411,424,423,2.730762481689453,5.955772399902344,42.92829132080078,1.1408905982971191,629,628,6.3358154296875,-1.4400235414505005,42.21622848510742,-0.22348642349243164,136,135,1.341022253036499,-6.23061466217041,40.618900299072266,-1.3587992191314697,1008,1007,3.9171342849731445,-4.944774150848389,39.79473114013672,-0.9008439779281616,614,613,2.101484775543213,5.8743896484375,38.92469024658203,1.227245807647705,336,335,2.3399505615234375,-5.763633728027344,38.69484329223633,-1.18514084815979,878,877,-5.667265892028809,-2.561246395111084,38.67788314819336,-2.7171292304992676,635,634,4.262306213378906,4.507620334625244,38.48589324951172,0.8133630752563477,349,348,-1.3881216049194336,-6.042353630065918,38.43691635131836,-1.7966101169586182,985,984,-4.587188720703125,3.795454740524292,35.447776794433594,2.450364351272583,844,843,-0.8218091130256653,-5.856621742248535,34.97538757324219,-1.710207462310791
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,36,0,10,1,0,1024,16,7,6,2.9722073078155518,8231.2138671875,7.946635723114014,-21,-0.4512436091899872,7,6,-9.964540481567383,-1.5854740142822266,101.80579376220703,-2.9838037490844727,244,243,-2.1935882568359375,-6.821987152099609,51.35133743286133,-1.881901741027832,847,846,-3.0289649963378906,-6.458647727966309,50.88875961303711,-2.009320020675659,850,849,6.562887191772461,0.07279795408248901,43.076786041259766,0.011091912165284157,94,93,0.926659345626831,-6.473816871643066,42.76900100708008,-1.4286224842071533,909,908,-1.286699652671814,6.334964752197266,41.787376403808594,1.7711812257766724,709,708,-5.169295310974121,3.6540987491607666,40.07405090332031,2.5262606143951416,243,242,4.716508388519287,4.162087440490723,39.56842041015625,0.7230345010757446,953,952,-6.153586387634277,0.8326424360275269,38.55992126464844,3.0070993900299072,503,502,-4.618969440460205,4.05340576171875,37.764976501464844,2.421316623687744,312,311,-4.840614318847656,-3.763493061065674,37.595428466796875,-2.4807333946228027,889,888,-1.7334835529327393,5.67978572845459,35.26493453979492,1.8670189380645752,444,443,-1.3057584762573242,-5.7364630699157715,34.61201477050781,-1.794607162475586,872,871,5.509429454803467,1.9641066789627075,34.21152877807617,0.34245288372039795,416,415,4.137111663818359,-4.096922874450684,33.90046691894531,-0.7805173993110657,507,506,5.0869460105896,-2.644029140472412,32.8679084777832,-0.4793362617492676
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,37,0,10,1,0,1024,16,610,609,3.7522616386413574,8437.01171875,8.0885648727417,-21,-0.4512436091899872,610,609,11.471895217895508,5.5503363609313965,162.41061401367188,0.4506203234195709,438,437,8.235496520996094,0.7930526733398438,68.45233154296875,0.09600087255239487,148,147,0.7150348424911499,-7.593179702758789,58.16765594482422,-1.476905107498169,609,608,-5.293792724609375,4.712245464324951,50.22949981689453,2.4142487049102783,308,307,-4.705621719360352,-5.150448799133301,48.66999816894531,-2.3110928535461426,301,300,1.621837854385376,-6.656904220581055,46.944732666015625,-1.3318195343017578,841,840,0.5411053895950317,-6.616094589233398,44.06550216674805,-1.4891917705535889,71,70,1.5485632419586182,-6.293951988220215,42.011878967285156,-1.3295482397079468,164,163,3.8633508682250977,5.110688209533691,41.04461669921875,0.9235072731971741,432,431,-3.076261043548584,5.613122940063477,40.97053146362305,2.0721397399902344,199,198,3.0213632583618164,5.5663251876831055,40.112613677978516,1.073503017425537,723,722,5.171547889709473,3.2489330768585205,37.300472259521484,0.560920238494873,448,447,-4.052641868591309,4.468204498291016,36.388755798339844,2.3074629306793213,200,199,5.830577850341797,-1.3513600826263428,35.821815490722656,-0.22774995863437653,849,848,4.5143866539001465,-3.802630662918091,34.83968734741211,-0.7000278830528259,531,530,-5.410637855529785,2.3506174087524414,34.8004035949707,2.73175048828125
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,38,0,10,1,0,1024,16,887,886,3.497135639190674,7932.06494140625,7.646362781524658,-21,-0.4512436091899872,887,886,-9.502752304077148,-4.419650077819824,109.83560180664062,-2.7062597274780273,526,525,5.926342010498047,3.73799467086792,49.09413146972656,0.5627179741859436,392,391,-4.459579944610596,5.285946846008301,47.82908630371094,2.2716023921966553,184,183,-3.0236387252807617,-6.152945518493652,47.001129150390625,-2.0275509357452393,683,682,5.504726886749268,3.8457798957824707,45.092041015625,0.6098074316978455,376,375,-6.06253719329834,-2.7445688247680664,44.28701400756836,-2.7164876461029053,969,968,0.3952369689941406,-6.59042501449585,43.58991241455078,-1.5108966827392578,604,603,-3.923243284225464,5.1614670753479,42.0325813293457,2.220731735229492,826,825,3.916621685028076,-4.928117752075195,39.62627029418945,-0.8992648124694824,480,479,-5.232668399810791,-3.3315014839172363,38.47972106933594,-2.5746428966522217,425,424,-1.4535603523254395,-6.02734375,38.44171142578125,-1.807438850402832,49,48,-6.025996685028076,1.2926597595214844,37.98360824584961,2.930281162261963,728,727,5.134640216827393,-3.329324245452881,37.44892883300781,-0.5752528309822083,387,386,5.857162952423096,1.736311435699463,37.321136474609375,0.28818973898887634,944,943,4.720613479614258,3.7267682552337646,36.17299270629883,0.6682852506637573,461,460,-5.747500896453857,-1.2823747396469116,34.678253173828125,-2.922069549560547
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,39,0,10,1,0,1024,16,912,911,1.7691001892089844,8426.376953125,8.132923126220703,-21,-0.4512436091899872,912,911,7.057391166687012,7.522650718688965,106.39704895019531,0.8172980546951294,237,236,3.3940861225128174,7.699217319488525,70.79776763916016,1.1555899381637573,103,102,-6.434255599975586,-5.30359411239624,69.52775573730469,-2.4522242546081543,452,451,6.421252250671387,-3.0253918170928955,50.385475158691406,-0.44030478596687317,724,723,-5.147677421569824,4.874019145965576,50.25464630126953,2.3834943771362305,136,135,-2.006798505783081,-6.676211833953857,48.59904479980469,-1.8627938032150269,194,193,2.29183030128479,6.307078838348389,45.03173065185547,1.2222567796707153,646,645,2.166372299194336,6.302620887756348,44.41619873046875,1.2397220134735107,140,139,-4.415774822235107,-4.861254692077637,43.13086700439453,-2.3082115650177,906,905,-0.32431715726852417,-6.419811248779297,41.31916046142578,-1.6212716102600098,297,296,-3.7491300106048584,-4.946860313415527,38.527400970458984,-2.2193219661712646,116,115,2.5413658618927,5.632933616638184,38.188480377197266,1.1469764709472656,411,410,1.9657758474349976,5.746443271636963,36.88588333129883,1.2411894798278809,894,893,5.346414089202881,2.777928113937378,36.301025390625,0.4791942834854126,725,724,5.929706573486328,-1.040295124053955,36.24363327026367,-0.17367050051689148,230,229,-5.79131555557251,1.3074758052825928,35.24882888793945,2.9195501804351807
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,40,0,10,1,0,1024,16,14,13,0.0845780149102211,8161.31201171875,7.9263763427734375,-21,-0.4512436091899872,14,13,3.461587905883789,6.375478267669678,52.62931442260742,1.0733792781829834,679,678,4.268638610839844,5.778668403625488,51.61428451538086,0.9345736503601074,101,100,5.606332778930664,4.343515396118164,50.29709243774414,0.6591548919677734,737,736,-6.323596477508545,-2.9981753826141357,48.9769287109375,-2.6988584995269775,625,624,6.763992786407471,1.458798885345459,47.87969207763672,0.21241767704486847,854,853,1.9449926614761353,-6.535697937011719,46.49834442138672,-1.28154718875885,34,33,4.779514789581299,4.777628421783447,45.66949462890625,0.7852007746696472,124,123,6.665493488311768,-1.0747114419937134,45.58380889892578,-0.1598592847585678,435,434,-5.420882225036621,-3.7849955558776855,43.712154388427734,-2.5320589542388916,995,994,0.3918614387512207,6.567802429199219,43.28958511352539,1.5112029314041138,935,934,6.393359184265137,-0.6714844107627869,41.325931549072266,-0.1046447679400444,350,349,2.844602108001709,5.608702659606934,39.54930877685547,1.101423978805542,250,249,6.253796577453613,0.14010751247406006,39.129600524902344,0.022399846464395523,169,168,5.147292613983154,-3.4003024101257324,38.056678771972656,-0.5837909579277039,861,860,3.908423900604248,-4.455767631530762,35.129642486572266,-0.8507439494132996,487,486,-5.803539276123047,0.1549471616744995,33.705078125,3.1149003505706787
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,41,0,10,1,0,1024,16,577,576,1.7949968576431274,7761.94287109375,7.484939098358154,-21,-0.4512436091899872,577,576,6.136015892028809,8.197529792785645,104.85018920898438,0.9282430410385132,875,874,8.08555793762207,-1.9943524599075317,69.35368347167969,-0.2418290227651596,989,988,-4.656530857086182,-5.428962707519531,51.15691375732422,-2.2797553539276123,967,966,-6.4159064292907715,-2.9454703330993652,49.83965301513672,-2.7112061977386475,148,147,-2.0683746337890625,-6.611053466796875,47.98419952392578,-1.8740147352218628,99,98,5.965270042419434,-3.3707566261291504,46.94644546508789,-0.5143346786499023,420,419,3.502232551574707,5.820497512817383,46.14382553100586,1.0291228294372559,646,645,4.567516803741455,4.46494197845459,40.797916412353516,0.7740424275398254,955,954,5.613286018371582,2.992115020751953,40.46173095703125,0.48973017930984497,345,344,6.064341068267822,0.9355981349945068,37.65157699584961,0.15307176113128662,615,614,-6.078435897827148,-0.37310591340065,37.08659362792969,-3.0802876949310303,619,618,1.6924121379852295,5.766396522521973,36.11558532714844,1.2853175401687622,27,26,-3.5047802925109863,-4.831381320953369,35.625728607177734,-2.1983797550201416,625,624,1.431072473526001,-5.770028114318848,35.34119415283203,-1.327683687210083,717,716,3.7340340614318848,-4.605984687805176,35.158103942871094,-0.889569878578186,6,5,5.107860088348389,2.938539505004883,34.725250244140625,0.5220578908920288
D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\noisy_iq\0_0_0_10_14_8\0_0_0_10_14_8_noise_rel_30p0dB.bin,1,42,0,10,1,0,1024,16,930,929,4.797360420227051,7637.58251953125,7.313068866729736,-21,-0.4512436091899872,930,929,-11.72433853149414,-4.341972351074219,156.31283569335938,-2.7869150638580322,444,443,0.8834415078163147,-7.142201900482178,51.7915153503418,-1.4477282762527466,862,861,2.7169034481048584,-6.206679821014404,45.90443801879883,-1.158185601234436,286,285,-4.801543712615967,4.455923557281494,42.91007995605469,2.3935112953186035,392,391,-2.216221332550049,6.0990681648254395,42.110267639160156,1.919332504272461,151,150,6.402029037475586,-0.4017826318740845,41.14740753173828,-0.06267643719911575,687,686,-3.4680442810058594,-5.051303863525391,37.54300308227539,-2.172447919845581,1012,1011,2.333963394165039,5.461668968200684,35.27721405029297,1.1669493913650513,295,294,4.88055419921875,3.0660223960876465,33.22030258178711,0.5609056949615479,751,750,5.723376274108887,0.07338601350784302,32.762420654296875,0.012821451760828495,426,425,4.994255542755127,-2.7336843013763428,32.415618896484375,-0.5008184909820557,710,709,-1.9562339782714844,-5.339356899261475,32.3355827331543,-1.9219884872436523,914,913,-2.2223498821258545,-5.151323318481445,31.474971771240234,-1.9780865907669067,436,435,1.0256184339523315,-5.5121259689331055,31.435426712036133,-1.3868341445922852,90,89,4.890531539916992,2.683919906616211,31.120725631713867,0.5019208192825317,1015,1014,5.451210021972656,0.9270725846290588,30.575153350830078,0.168455570936203
