source_dataset,source_csv,target_snr_db,packet_index,event_index,frame_index,payload_symbol_index,sf,n_bins,gt_raw_fft_bin,noisy_argmax_bin,argmax_to_gt_signed_delta,argmax_to_gt_abs_distance,is_argmax_correct,gt_bin_rank,gt_peak_energy_ratio,gt_to_argmax_power_db,gt_within_pm0_bins,gt_within_pm1_bins,gt_within_pm2_bins,gt_within_pm4_bins,gt_within_pm8_bins,gt_within_pm16_bins,gt_within_pm32_bins,gt_within_pm64_bins,gt_within_pm128_bins,gt_within_pm256_bins
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,19,10,1024,510,510,0,0,1,1,0.013335298168676674,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,20,10,1024,860,316,-480,480,0,29,0.0037126578860904374,-2.943096402359044,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,21,10,1024,553,293,260,260,0,66,0.0027096774138263657,-3.8198164858796506,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,22,10,1024,629,823,-194,194,0,181,0.0017585708540479,-5.324139881322729,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,23,10,1024,759,80,-345,345,0,4,0.00610307984906844,-0.6430014099144357,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,24,10,1024,874,324,-474,474,0,2,0.006559754918970156,-0.9568989275661732,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,25,10,1024,720,524,196,196,0,129,0.0020438712222556232,-5.008339417602762,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,26,10,1024,314,541,-227,227,0,28,0.003412163408273304,-2.900729186292525,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,27,10,1024,602,911,-309,309,0,4,0.0066903286038235135,-0.776166822360878,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,28,10,1024,7,7,0,0,1,1,0.007890625222839297,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,29,10,1024,610,610,0,0,1,1,0.007722796343058851,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,30,10,1024,778,454,324,324,0,3,0.006216132676055893,-1.1165455040106738,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,31,10,1024,897,431,466,466,0,48,0.0030865872541705024,-5.031336920721232,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,32,10,1024,740,343,397,397,0,60,0.0026928341925180612,-4.218962585127287,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,33,10,1024,590,590,0,0,1,1,0.006071716456459291,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,3,3,2,34,10,1024,930,930,0,0,1,1,0.008718044239409082,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,0,10,1024,222,936,310,310,0,7,0.0048236078679166055,-4.396241495980025,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,1,10,1024,826,826,0,0,1,1,0.007264832455930255,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,2,10,1024,871,166,-319,319,0,178,0.001787557621434715,-5.027075591069292,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,3,10,1024,718,85,-391,391,0,97,0.00236828284020021,-4.414912956273716,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,4,10,1024,86,233,-147,147,0,53,0.0028294491206208635,-4.758481052005718,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,5,10,1024,468,30,438,438,0,4,0.006055312537583025,-0.48129572872924153,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,6,10,1024,89,677,436,436,0,19,0.0041534464334517015,-2.452844621746399,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,7,10,1024,713,977,-264,264,0,2,0.006743406045327037,-0.2279105527571224,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,8,10,1024,865,865,0,0,1,1,0.00798515769507166,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,9,10,1024,492,492,0,0,1,1,0.006746459026082164,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,10,10,1024,765,727,38,38,0,86,0.0024215865770227597,-4.045339049041769,0,0,0,0,0,0,0,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,11,10,1024,1023,50,-51,51,0,2,0.007962609408527417,-0.3073550120558365,0,0,0,0,0,0,0,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,12,10,1024,597,597,0,0,1,1,0.007208125581658509,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,13,10,1024,562,562,0,0,1,1,0.007075534501558162,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,14,10,1024,478,87,391,391,0,3,0.0071140613127800715,-0.8328915736767457,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,15,10,1024,267,362,-95,95,0,144,0.0019760341780589484,-6.433128248186301,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,16,10,1024,917,22,-129,129,0,217,0.0014924890381260818,-6.551604577128836,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,17,10,1024,656,1,-369,369,0,447,0.0008329030176181385,-8.811124498056909,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,18,10,1024,889,537,352,352,0,22,0.003516958027418431,-2.613182478068132,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,19,10,1024,510,510,0,0,1,1,0.0072492333527547975,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,20,10,1024,860,827,33,33,0,53,0.0027468209725633923,-3.343760359257542,0,0,0,0,0,0,0,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,21,10,1024,553,484,69,69,0,2,0.007307058886336444,-0.38170440031054975,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,22,10,1024,629,747,-118,118,0,3,0.005850799119164197,-0.6079011837436337,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,23,10,1024,759,776,-17,17,0,48,0.0030100921424735206,-3.7418531090912106,0,0,0,0,0,0,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,24,10,1024,874,874,0,0,1,1,0.008895881736176505,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,25,10,1024,720,529,191,191,0,123,0.002084306803004698,-5.393324371550706,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,26,10,1024,314,476,-162,162,0,92,0.0023210499726636856,-4.848394821126797,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,27,10,1024,602,986,-384,384,0,220,0.0015601396712792792,-7.129161865801095,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,28,10,1024,7,463,-456,456,0,5,0.005408452499826344,-1.8748834649905195,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,29,10,1024,610,340,270,270,0,119,0.0020266737105193375,-6.1796688681573455,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,30,10,1024,823,823,0,0,1,1,0.009732358812145177,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,31,10,1024,913,913,0,0,1,1,0.008186843922625192,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,32,10,1024,741,337,404,404,0,23,0.0037198124481748925,-2.561022865731024,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,33,10,1024,581,504,77,77,0,14,0.0042389021248853305,-2.220810561141521,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,5,5,3,34,10,1024,91,91,0,0,1,1,0.009860286508798824,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,0,10,1024,803,803,0,0,1,1,0.00997788487764967,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,1,10,1024,826,1016,-190,190,0,581,0.0005694386653650939,-11.004656593202055,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,2,10,1024,871,871,0,0,1,1,0.007469284713855827,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,3,10,1024,718,617,101,101,0,6,0.00553399787597675,-1.6276451528785787,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,4,10,1024,107,107,0,0,1,1,0.010634898547565351,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,5,10,1024,468,318,150,150,0,6,0.0053379855492519356,-2.638370748778166,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,6,10,1024,89,83,6,6,0,303,0.0011918305834172532,-7.927689063924287,0,0,0,0,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,7,10,1024,713,354,359,359,0,4,0.005759348663759444,-0.10141590600761402,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,8,10,1024,865,32,-191,191,0,5,0.005136812753562985,-1.094634260158725,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,9,10,1024,492,492,0,0,1,1,0.007338593264833289,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,10,10,1024,765,619,146,146,0,72,0.0025531016934783237,-3.5955120336517963,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,11,10,1024,1023,1023,0,0,1,1,0.007882691027540974,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,12,10,1024,597,597,0,0,1,1,0.011084701409356692,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,13,10,1024,562,347,215,215,0,16,0.003988984429465323,-1.9684687654325703,0,0,0,0,0,0,0,0,0,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,14,10,1024,478,987,-509,509,0,344,0.0010748555418774784,-7.9280983940367005,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,15,10,1024,267,832,459,459,0,16,0.003832712559674767,-4.442465800656391,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,16,10,1024,917,917,0,0,1,1,0.0070486021829876695,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,17,10,1024,656,177,479,479,0,2,0.008385421168197809,-0.2878980455004124,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,18,10,1024,889,982,-93,93,0,7,0.004904388045448454,-2.7023297686134744,0,0,0,0,0,0,0,0,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,19,10,1024,510,510,0,0,1,1,0.008523466971810187,0.0,1,1,1,1,1,1,1,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,20,10,1024,860,496,364,364,0,7,0.005229958281502034,-1.0624464835102974,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,21,10,1024,553,853,-300,300,0,149,0.0019358507153530726,-5.794725588429336,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,22,10,1024,629,686,-57,57,0,7,0.005070942634539813,-1.7234740519044678,0,0,0,0,0,0,0,1,1,1
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,23,10,1024,759,372,387,387,0,33,0.0033859972429986793,-2.870066641079536,0,0,0,0,0,0,0,0,0,0
0_0_0_10_14_16_extreme_snr,D:\Desktop\proj\gr-lora_sdr\weakPacket_decoding\data\low_snr_gt_bin\0_0_0_10_14_16_extreme_snr\0_0_0_10_14_16_low_snr_gt_bin_features_all.csv,-23.0,6,6,4,24,10,1024,874,347,-497,497,0,56,0.002877656414453941,-4.2875744912221965,0,0,0,0,0,0,0,0,0,0
