method,pattern_count,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol,triggered_symbols,trigger_rate,dataset,snr_db,seed,training_seed,training_snr,training_snapshots,cg_iterations,lora_leakage_weight,runtime_lora_weight,wrap_consistency_exponent,savaux_gate_margin_db
information_8_wrap,8,70,17,0.24285714285714285,4,0,1.1168296999821905,15.954709999745578,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,18,0.2571428571428571,3,0,0.24482309999439167,3.4974728570627382,16,0.22857142857142856,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,23,0.32857142857142857,0,0,0.2629778000009537,3.756825714299339,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,20,0.2857142857142857,3,0,1.1288585000038438,16.126550000054912,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,19,0.2714285714285714,4,0,1.0671488999832945,15.244984285475637,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,19,0.2714285714285714,4,0,1.1608455999739817,16.583508571056882,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,20,0.2857142857142857,3,0,0.23591069999019965,3.3701528570028523,14,0.2,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,24,0.34285714285714286,0,0,0.2667632999982743,3.810904285689633,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,21,0.3,3,0,1.1128198000114935,15.897425714449907,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,20,0.2857142857142857,4,0,1.1469761000225844,16.38537285746549,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,20,0.2857142857142857,5,1,1.266046800010372,18.086382857291028,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,20,0.2857142857142857,4,0,0.2801759999965725,4.002514285665321,16,0.22857142857142856,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
