dataset,target_snr_db,packet_index,frame_index,event_index,payload_len,symbol_count,traditional_fft_symbol_ser,multi_offset_argmax_symbol_ser,current_selected_symbol_ser,savaux_paper_symbol_ser,current_gain_vs_traditional_fft,savaux_gain_vs_traditional_fft,savaux_gain_vs_current,traditional_fft_crc_valid,multi_offset_argmax_crc_valid,current_selected_crc_valid,savaux_paper_crc_valid,current_locked_ratio,current_false_lock_rate,current_uncertain_candidate_recall,current_mean_selected_offset_coherence,winner_by_symbol_ser
0_0_0_10_14_8,-17.0,6,6,6,33,35,0.08571428571428572,0.0,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0,1,1,1,0.6,0.0,1.0,0.978184026132468,multi_offset_argmax
0_0_0_10_14_8,-17.0,7,7,7,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,0.6285714285714286,0.0,1.0,0.9713480990991045,multi_offset_argmax
0_0_0_10_14_8,-17.0,8,8,8,33,35,0.05714285714285714,0.0,0.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0,1,1,1,0.6285714285714286,0.0,1.0,0.9735230797038412,multi_offset_argmax
0_0_0_10_14_8,-17.0,9,9,9,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.6,0.0,1.0,0.9811654970780497,traditional_fft
0_0_0_10_14_8,-18.0,0,0,0,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9836253891369738,traditional_fft
0_0_0_10_14_8,-18.0,1,1,1,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9873193167882389,traditional_fft
0_0_0_10_14_8,-18.0,2,2,2,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,1.0,0.0,0.0,0.9826700090104868,multi_offset_argmax
0_0_0_10_14_8,-18.0,3,3,3,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9903663860748697,traditional_fft
0_0_0_10_14_8,-18.0,4,4,4,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,1.0,0.0,0.0,0.9848923811874382,multi_offset_argmax
0_0_0_10_14_8,-18.0,5,5,5,33,35,0.37142857142857144,0.0,0.0,0.0,0.37142857142857144,0.37142857142857144,0.0,0,1,1,1,0.6285714285714286,0.0,1.0,0.972190843998337,multi_offset_argmax
0_0_0_10_14_8,-18.0,6,6,6,33,35,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0,1,1,1,0.45714285714285713,0.0,1.0,0.9727759568244531,multi_offset_argmax
0_0_0_10_14_8,-18.0,7,7,7,33,35,0.2571428571428571,0.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.0,0,1,1,1,0.6857142857142857,0.0,1.0,0.9640406173143627,multi_offset_argmax
0_0_0_10_14_8,-18.0,8,8,8,33,35,0.11428571428571428,0.0,0.0,0.0,0.11428571428571428,0.11428571428571428,0.0,0,1,1,1,0.6,0.0,1.0,0.9660055481994626,multi_offset_argmax
0_0_0_10_14_8,-18.0,9,9,9,33,35,0.08571428571428572,0.0,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0,1,1,1,0.6,0.0,1.0,0.9765833959949239,multi_offset_argmax
0_0_0_10_14_8,-19.0,0,0,0,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,1,1,1,1,1.0,0.0,0.0,0.9794669614220118,multi_offset_argmax
0_0_0_10_14_8,-19.0,1,1,1,33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0,0.0,0.0,0.9840371471616974,traditional_fft
0_0_0_10_14_8,-19.0,2,2,2,33,35,0.11428571428571428,0.0,0.0,0.0,0.11428571428571428,0.11428571428571428,0.0,0,1,1,1,1.0,0.0,0.0,0.9784527458381983,multi_offset_argmax
0_0_0_10_14_8,-19.0,3,3,3,33,35,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0,1,1,1,1.0,0.0,0.0,0.9880040768552375,multi_offset_argmax
0_0_0_10_14_8,-19.0,4,4,4,33,35,0.08571428571428572,0.0,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0,1,1,1,1.0,0.0,0.0,0.9810751232629469,multi_offset_argmax
0_0_0_10_14_8,-19.0,5,5,5,33,35,0.4857142857142857,0.05714285714285714,0.0,0.0,0.4857142857142857,0.4857142857142857,0.0,0,0,1,1,0.5714285714285714,0.0,1.0,0.9646933542697701,current_selected
0_0_0_10_14_8,-19.0,6,6,6,33,35,0.2571428571428571,0.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.0,0,1,1,1,0.4857142857142857,0.0,1.0,0.9660643042207259,multi_offset_argmax
0_0_0_10_14_8,-19.0,7,7,7,33,35,0.5142857142857142,0.0,0.0,0.0,0.5142857142857142,0.5142857142857142,0.0,0,1,1,1,0.6571428571428571,0.0,1.0,0.9547394092787908,multi_offset_argmax
0_0_0_10_14_8,-19.0,8,8,8,33,35,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0,1,1,1,0.6,0.0,1.0,0.9564703456104423,multi_offset_argmax
0_0_0_10_14_8,-19.0,9,9,9,33,35,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0,1,1,1,0.5714285714285714,0.0,1.0,0.9708070902353594,multi_offset_argmax
0_0_0_10_14_8,-20.0,0,0,0,33,35,0.05714285714285714,0.0,0.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0,1,1,1,0.9714285714285714,0.0,1.0,0.9741973209203798,multi_offset_argmax
0_0_0_10_14_8,-20.0,1,1,1,33,35,0.08571428571428572,0.0,0.0,0.0,0.08571428571428572,0.08571428571428572,0.0,0,1,1,1,0.9714285714285714,0.0,1.0,0.9798019853506448,multi_offset_argmax
0_0_0_10_14_8,-20.0,2,2,2,33,35,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0,1,1,1,1.0,0.0,0.0,0.9732127138926155,multi_offset_argmax
0_0_0_10_14_8,-20.0,3,3,3,33,35,0.05714285714285714,0.0,0.0,0.0,0.05714285714285714,0.05714285714285714,0.0,0,1,1,1,1.0,0.0,0.0,0.985021594853005,multi_offset_argmax
0_0_0_10_14_8,-20.0,4,4,4,33,35,0.22857142857142856,0.0,0.0,0.0,0.22857142857142856,0.22857142857142856,0.0,0,1,1,1,0.8857142857142857,0.0,1.0,0.9762566439957859,multi_offset_argmax
0_0_0_10_14_8,-20.0,5,5,5,33,35,0.6,0.2,0.02857142857142857,0.0,0.5714285714285714,0.6,0.02857142857142857,0,0,1,1,0.3142857142857143,0.0,1.0,0.9537444980621913,savaux_paper
0_0_0_10_14_8,-20.0,6,6,6,33,35,0.4,0.08571428571428572,0.0,0.0,0.4,0.4,0.0,0,0,1,1,0.34285714285714286,0.0,1.0,0.9577574543959269,current_selected
0_0_0_10_14_8,-20.0,7,7,7,33,35,0.6857142857142857,0.08571428571428572,0.0,0.0,0.6857142857142857,0.6857142857142857,0.0,0,0,1,1,0.5714285714285714,0.0,1.0,0.9429138513659694,current_selected
0_0_0_10_14_8,-20.0,8,8,8,33,35,0.6,0.02857142857142857,0.02857142857142857,0.0,0.5714285714285714,0.6,0.02857142857142857,0,1,1,1,0.5142857142857142,0.0,1.0,0.9433211494354087,savaux_paper
0_0_0_10_14_8,-20.0,9,9,9,33,35,0.5142857142857142,0.02857142857142857,0.0,0.0,0.5142857142857142,0.5142857142857142,0.0,0,0,1,1,0.5714285714285714,0.0,1.0,0.9634681060014427,current_selected
0_0_0_10_14_8,-21.0,0,0,0,33,35,0.2571428571428571,0.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.0,0,1,1,1,0.8571428571428571,0.0,1.0,0.9674832044750806,multi_offset_argmax
0_0_0_10_14_8,-21.0,1,1,1,33,35,0.17142857142857143,0.0,0.0,0.0,0.17142857142857143,0.17142857142857143,0.0,0,1,1,1,0.9142857142857143,0.0,1.0,0.9744148258748953,multi_offset_argmax
0_0_0_10_14_8,-21.0,2,2,2,33,35,0.37142857142857144,0.0,0.0,0.0,0.37142857142857144,0.37142857142857144,0.0,0,1,1,1,0.9714285714285714,0.0,1.0,0.9667414314188505,multi_offset_argmax
0_0_0_10_14_8,-21.0,3,3,3,33,35,0.22857142857142856,0.0,0.0,0.0,0.22857142857142856,0.22857142857142856,0.0,0,1,1,1,0.9714285714285714,0.0,1.0,0.9812430094445842,multi_offset_argmax
0_0_0_10_14_8,-21.0,4,4,4,33,35,0.3142857142857143,0.0,0.0,0.0,0.3142857142857143,0.3142857142857143,0.0,0,1,1,1,0.7714285714285715,0.0,1.0,0.9701333793528615,multi_offset_argmax
0_0_0_10_14_8,-21.0,5,5,5,33,35,0.8285714285714286,0.34285714285714286,0.14285714285714285,0.0,0.6857142857142857,0.8285714285714286,0.14285714285714285,0,0,0,1,0.17142857142857143,0.0,0.9655172413793104,0.9384406028859669,savaux_paper
0_0_0_10_14_8,-21.0,6,6,6,33,35,0.6,0.22857142857142856,0.05714285714285714,0.02857142857142857,0.5428571428571428,0.5714285714285714,0.02857142857142857,0,0,0,0,0.2857142857142857,0.0,1.0,0.9437834932347429,savaux_paper
0_0_0_10_14_8,-21.0,7,7,7,33,35,0.8,0.2857142857142857,0.08571428571428572,0.0,0.7142857142857143,0.8,0.08571428571428572,0,0,0,1,0.3142857142857143,0.0,1.0,0.9405381367062128,savaux_paper
0_0_0_10_14_8,-21.0,8,8,8,33,35,0.7714285714285715,0.11428571428571428,0.05714285714285714,0.0,0.7142857142857143,0.7714285714285715,0.05714285714285714,0,0,0,1,0.42857142857142855,0.0,0.95,0.9285052423793774,savaux_paper
0_0_0_10_14_8,-21.0,9,9,9,33,35,0.7428571428571429,0.08571428571428572,0.02857142857142857,0.0,0.7142857142857143,0.7428571428571429,0.02857142857142857,0,0,0,1,0.4,0.0,1.0,0.9568285196359091,savaux_paper
0_0_0_10_14_8,-22.0,0,0,0,33,35,0.5142857142857142,0.02857142857142857,0.0,0.0,0.5142857142857142,0.5142857142857142,0.0,0,0,1,1,0.6285714285714286,0.0,1.0,0.9587560040073518,current_selected
0_0_0_10_14_8,-22.0,1,1,1,33,35,0.3142857142857143,0.02857142857142857,0.0,0.0,0.3142857142857143,0.3142857142857143,0.0,0,1,1,1,0.8285714285714286,0.0,1.0,0.967713023305934,current_selected
0_0_0_10_14_8,-22.0,2,2,2,33,35,0.5428571428571428,0.0,0.0,0.0,0.5428571428571428,0.5428571428571428,0.0,0,1,1,1,0.8,0.0,1.0,0.9576217804502918,multi_offset_argmax
0_0_0_10_14_8,-22.0,3,3,3,33,35,0.4,0.02857142857142857,0.0,0.0,0.4,0.4,0.0,0,0,1,1,0.8285714285714286,0.0,1.0,0.9764322112562299,current_selected
0_0_0_10_14_8,-22.0,4,4,4,33,35,0.42857142857142855,0.08571428571428572,0.02857142857142857,0.0,0.39999999999999997,0.42857142857142855,0.02857142857142857,0,0,0,1,0.7142857142857143,0.0,1.0,0.964103771890266,savaux_paper
0_0_0_10_14_8,-22.0,5,5,5,33,35,0.9142857142857143,0.5428571428571428,0.3142857142857143,0.02857142857142857,0.6,0.8857142857142857,0.2857142857142857,0,0,0,0,0.11428571428571428,0.0,0.9032258064516129,0.917729135002577,savaux_paper
0_0_0_10_14_8,-22.0,6,6,6,33,35,0.6571428571428571,0.34285714285714286,0.11428571428571428,0.05714285714285714,0.5428571428571428,0.6,0.05714285714285714,0,0,0,0,0.2,0.14285714285714285,0.9285714285714286,0.9172499338492466,savaux_paper
0_0_0_10_14_8,-22.0,7,7,7,33,35,0.8571428571428571,0.37142857142857144,0.14285714285714285,0.05714285714285714,0.7142857142857142,0.7999999999999999,0.08571428571428572,0,0,0,0,0.2,0.0,0.9642857142857143,0.9196435236998488,savaux_paper
0_0_0_10_14_8,-22.0,8,8,8,33,35,0.8,0.34285714285714286,0.14285714285714285,0.05714285714285714,0.6571428571428573,0.7428571428571429,0.08571428571428572,0,0,0,0,0.2857142857142857,0.0,0.92,0.9172110357837763,savaux_paper
0_0_0_10_14_8,-22.0,9,9,9,33,35,0.8,0.34285714285714286,0.08571428571428572,0.0,0.7142857142857143,0.8,0.08571428571428572,0,0,0,1,0.34285714285714286,0.08333333333333333,0.9565217391304348,0.934675093301728,savaux_paper
0_0_0_10_14_8,-23.0,0,0,0,33,35,0.6571428571428571,0.17142857142857143,0.0,0.0,0.6571428571428571,0.6571428571428571,0.0,0,0,1,1,0.45714285714285713,0.0,1.0,0.9470402599136274,current_selected
0_0_0_10_14_8,-23.0,1,1,1,33,35,0.6,0.11428571428571428,0.0,0.0,0.6,0.6,0.0,0,0,1,1,0.5714285714285714,0.0,1.0,0.9595210774338595,current_selected
0_0_0_10_14_8,-23.0,2,2,2,33,35,0.6571428571428571,0.05714285714285714,0.0,0.0,0.6571428571428571,0.6571428571428571,0.0,0,0,1,1,0.7428571428571429,0.0,1.0,0.9465694508384893,current_selected
0_0_0_10_14_8,-23.0,3,3,3,33,35,0.45714285714285713,0.02857142857142857,0.02857142857142857,0.0,0.42857142857142855,0.45714285714285713,0.02857142857142857,0,0,0,1,0.6285714285714286,0.045454545454545456,1.0,0.9569921316871698,savaux_paper
0_0_0_10_14_8,-23.0,4,4,4,33,35,0.6857142857142857,0.2,0.02857142857142857,0.0,0.6571428571428571,0.6857142857142857,0.02857142857142857,0,0,0,1,0.42857142857142855,0.0,1.0,0.9549834521844013,savaux_paper
0_0_0_10_14_8,-23.0,5,5,5,33,35,0.9714285714285714,0.7428571428571429,0.4,0.14285714285714285,0.5714285714285714,0.8285714285714285,0.2571428571428572,0,0,0,0,0.08571428571428572,0.6666666666666666,0.8125,0.8886895873452934,savaux_paper
0_0_0_10_14_8,-23.0,6,6,6,33,35,0.7714285714285715,0.5714285714285714,0.2571428571428571,0.08571428571428572,0.5142857142857143,0.6857142857142857,0.1714285714285714,0,0,0,0,0.14285714285714285,0.2,0.8666666666666667,0.888074881830746,savaux_paper
0_0_0_10_14_8,-23.0,7,7,7,33,35,0.9428571428571428,0.6,0.34285714285714286,0.17142857142857143,0.6,0.7714285714285714,0.17142857142857143,0,0,0,0,0.11428571428571428,0.25,0.7741935483870968,0.8900906932220854,savaux_paper
0_0_0_10_14_8,-23.0,8,8,8,33,35,0.8285714285714286,0.45714285714285713,0.34285714285714286,0.08571428571428572,0.48571428571428577,0.7428571428571429,0.2571428571428571,0,0,0,0,0.14285714285714285,0.0,0.7666666666666667,0.9035429393169105,savaux_paper
0_0_0_10_14_8,-23.0,9,9,9,33,35,0.9142857142857143,0.45714285714285713,0.2,0.02857142857142857,0.7142857142857142,0.8857142857142857,0.17142857142857143,0,0,0,0,0.2,0.14285714285714285,0.8928571428571429,0.9203198968424031,savaux_paper
0_0_0_10_14_8,-24.0,0,0,0,33,35,0.7714285714285715,0.37142857142857144,0.08571428571428572,0.02857142857142857,0.6857142857142857,0.7428571428571429,0.05714285714285715,0,0,0,1,0.2571428571428571,0.0,0.9615384615384616,0.935344216954064,savaux_paper
0_0_0_10_14_8,-24.0,1,1,1,33,35,0.8,0.2571428571428571,0.05714285714285714,0.0,0.7428571428571429,0.8,0.05714285714285714,0,0,0,1,0.37142857142857144,0.0,1.0,0.9518781222218152,savaux_paper
0_0_0_10_14_8,-24.0,2,2,2,33,35,0.7714285714285715,0.17142857142857143,0.05714285714285714,0.0,0.7142857142857143,0.7714285714285715,0.05714285714285714,0,0,0,1,0.4857142857142857,0.0,0.9444444444444444,0.9389272897796768,savaux_paper
0_0_0_10_14_8,-24.0,3,3,3,33,35,0.6,0.17142857142857143,0.02857142857142857,0.02857142857142857,0.5714285714285714,0.5714285714285714,0.0,0,0,0,0,0.42857142857142855,0.06666666666666667,1.0,0.949504112731044,current_selected
0_0_0_10_14_8,-24.0,4,4,4,33,35,0.6857142857142857,0.2571428571428571,0.11428571428571428,0.05714285714285714,0.5714285714285714,0.6285714285714286,0.05714285714285714,0,0,0,0,0.14285714285714285,0.0,0.9333333333333333,0.9438843768290451,savaux_paper
0_0_0_10_14_8,-24.0,5,5,5,33,35,0.9714285714285714,0.8285714285714286,0.6571428571428571,0.37142857142857144,0.3142857142857143,0.6,0.2857142857142857,0,0,0,0,0.05714285714285714,1.0,0.5757575757575758,0.8799769577303392,savaux_paper
0_0_0_10_14_8,-24.0,6,6,6,33,35,0.8,0.7428571428571429,0.45714285714285713,0.2857142857142857,0.3428571428571429,0.5142857142857143,0.17142857142857143,0,0,0,0,0.08571428571428572,0.3333333333333333,0.6875,0.8654107178549891,savaux_paper
