trial_id,reference_id,esn0_db,seed,hard_oracle_packet_delivered,soft_oracle_packet_delivered,soft_crc_accept,soft_crc_false_delivery,soft_fix,soft_break,soft_decode_status,soft_header_valid,soft_crc_valid,soft_payload_hex
exp0_000006_rxg20_0_fulltrim:10:20260826,6,10.0,20260826,0,0,0,0,0,0,header_invalid,0,0,
exp0_000007_rxg20_0_fulltrim:10:20260826,7,10.0,20260826,0,0,0,0,0,0,header_invalid,0,0,
exp0_000008_rxg20_0_fulltrim:10:20260826,8,10.0,20260826,0,0,0,0,0,0,ok,1,0,4044336211000104580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:10:20260827,0,10.0,20260827,0,0,0,0,0,0,header_invalid,0,0,
exp0_000002_rxg20_0_fulltrim:10:20260827,2,10.0,20260827,0,0,0,0,0,0,ok,1,0,404413021100210058020652d873d92b853ac56123bc76284e4746fff478563412
exp0_000003_rxg20_0_fulltrim:10:20260827,3,10.0,20260827,0,0,0,0,0,0,header_invalid,0,0,
exp0_000004_rxg20_0_fulltrim:10:20260827,4,10.0,20260827,0,0,0,0,0,0,ok,1,0,40443322110001e0b6ded43f639e696b6fa44c91c2d78b37a0da6da53018805f1f
exp0_000005_rxg20_0_fulltrim:10:20260827,5,10.0,20260827,0,0,0,0,0,0,ok,1,0,4044b32f14bb01aef2a500696c9cdf732c765bd405cca24146908274c978563412
exp0_000006_rxg20_0_fulltrim:10:20260827,6,10.0,20260827,0,0,0,0,0,0,ok,1,0,4044332211000180d8068858bf04e1aeae8c5d1c65e010fec124ce77a478563472
exp0_000007_rxg20_0_fulltrim:10:20260827,7,10.0,20260827,0,0,0,0,0,0,header_invalid,0,0,
exp0_000008_rxg20_0_fulltrim:10:20260827,8,10.0,20260827,0,0,0,0,0,0,ok,1,0,4044332211000100180c00387bd1897a188bb87fbb6d6791408f03a59a91c63a6b
exp0_000000_rxg20_0_fulltrim:10:20260828,0,10.0,20260828,0,0,0,0,0,0,header_invalid,0,0,
exp0_000002_rxg20_0_fulltrim:10:20260828,2,10.0,20260828,0,0,0,0,0,0,ok,1,0,40443322110001d058020d51db73d92b853ac56123bc76bf47473cf8f478563612
exp0_000003_rxg20_0_fulltrim:10:20260828,3,10.0,20260828,0,0,0,0,0,0,header_invalid,0,0,
exp0_000004_rxg20_0_fulltrim:10:20260828,4,10.0,20260828,0,0,0,0,0,0,ok,1,0,40443322110001c05915c0f16f43646bf3a44c91c2d71b3ab54a6c6d51d25b3912
exp0_000005_rxg20_0_fulltrim:10:20260828,5,10.0,20260828,0,0,0,0,0,0,ok,1,0,40443322110001d0580500696cbba5ae2b76fbd40d64a24146908274cf785634b2
exp0_000006_rxg20_0_fulltrim:10:20260828,6,10.0,20260828,0,0,0,0,0,0,ok,1,0,404433221100010058060050b704e1aeae8c5d1c65e0f015c1247e721478e63412
exp0_000007_rxg20_0_fulltrim:10:20260828,7,10.0,20260828,0,0,0,0,0,0,ok,1,0,4044332211060180850f08359b82bd38a771de1df948fe6aae8f1a2d79e8d7a41b
exp0_000008_rxg20_0_fulltrim:10:20260828,8,10.0,20260828,0,0,0,0,0,0,header_invalid,0,0,
exp0_000000_rxg20_0_fulltrim:10:20260829,0,10.0,20260829,0,0,0,0,0,0,header_invalid,0,0,
exp0_000002_rxg20_0_fulltrim:10:20260829,2,10.0,20260829,0,0,0,0,0,0,ok,1,0,40446377140504005e04005cd671d90ba73ac56123bbc10cf7470cf8f478563412
exp0_000003_rxg20_0_fulltrim:10:20260829,3,10.0,20260829,0,0,0,0,0,0,header_invalid,0,0,
exp0_000004_rxg20_0_fulltrim:10:20260829,4,10.0,20260829,0,0,0,0,0,0,ok,1,0,40441320918a2b9adc015cb152e16d71cc974da2d2d78b3aac4af4c55b785a3412
exp0_000005_rxg20_0_fulltrim:10:20260829,5,10.0,20260829,0,0,0,0,0,0,ok,1,0,202435221100010088d800691c1cdf732c76ebd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:10:20260829,6,10.0,20260829,0,0,0,0,0,0,header_invalid,0,0,
exp0_000007_rxg20_0_fulltrim:10:20260829,7,10.0,20260829,0,0,0,0,0,0,header_invalid,0,0,
exp0_000008_rxg20_0_fulltrim:10:20260829,8,10.0,20260829,0,0,0,0,0,0,header_invalid,0,0,
exp0_000000_rxg20_0_fulltrim:10:20260830,0,10.0,20260830,0,0,0,0,0,0,header_invalid,0,0,
exp0_000002_rxg20_0_fulltrim:10:20260830,2,10.0,20260830,0,0,0,0,0,0,ok,1,0,40443322110001005802005cd673d92b853ac56123bc76b38b473cf8f478563412
exp0_000003_rxg20_0_fulltrim:10:20260830,3,10.0,20260830,0,0,0,0,0,0,header_invalid,0,0,
exp0_000004_rxg20_0_fulltrim:10:20260830,4,10.0,20260830,0,0,0,0,0,0,ok,1,0,40443322110001005b573054603e50281b876c7300d56be4a7a1f4c55b7d036412
exp0_000005_rxg20_0_fulltrim:10:20260830,5,10.0,20260830,0,0,0,0,0,0,ok,1,0,4044332214001105580500696c1cdf732c76371ae18aa24146908224f9fe658214
exp0_000006_rxg20_0_fulltrim:10:20260830,6,10.0,20260830,0,0,0,0,0,0,header_invalid,0,0,
exp0_000007_rxg20_0_fulltrim:10:20260830,7,10.0,20260830,0,0,0,0,0,0,header_invalid,0,0,
exp0_000008_rxg20_0_fulltrim:10:20260830,8,10.0,20260830,0,0,0,0,0,0,ok,1,0,4044332211000100e803b03e7bd1897a188bb87fbb6d6791408f03a59d28063412
exp0_000000_rxg20_0_fulltrim:11:20260821,0,11.0,20260821,0,0,0,0,0,0,header_invalid,0,0,
exp0_000002_rxg20_0_fulltrim:11:20260821,2,11.0,20260821,0,0,0,0,0,0,ok,1,0,40443f22110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:11:20260821,3,11.0,20260821,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:11:20260821,4,11.0,20260821,0,0,0,0,0,0,ok,1,0,40443322110001b0580483b36343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:11:20260821,5,11.0,20260821,0,0,0,0,0,0,ok,1,0,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c9785634f2
exp0_000006_rxg20_0_fulltrim:11:20260821,6,11.0,20260821,0,0,0,0,0,0,ok,1,0,404453247166070658060050b704e1aeae8c5d1c65e050aec125df72d158566610
exp0_000007_rxg20_0_fulltrim:11:20260821,7,11.0,20260821,0,0,0,0,0,0,ok,1,0,4044332211000b005807003d9b8e75346b7dde1ef9480e333f1018257b78c6a412
exp0_000008_rxg20_0_fulltrim:11:20260821,8,11.0,20260821,0,1,1,0,1,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:11:20260822,0,11.0,20260822,0,0,0,0,0,0,truncated_payload,1,0,
exp0_000002_rxg20_0_fulltrim:11:20260822,2,11.0,20260822,0,1,1,0,1,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:11:20260822,3,11.0,20260822,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:11:20260822,4,11.0,20260822,0,0,0,0,0,0,ok,1,0,40443322110001c081114c716242a96b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:11:20260822,5,11.0,20260822,0,0,0,0,0,0,ok,1,0,4044332211000100580500696c1cdf732c76fbd40d64a2d146998274c978563412
exp0_000006_rxg20_0_fulltrim:11:20260822,6,11.0,20260822,0,0,0,0,0,0,ok,1,0,404433221100010058060050b704e1aeae8c5d1c65e0d0a7c12dce72a478563412
exp0_000007_rxg20_0_fulltrim:11:20260822,7,11.0,20260822,0,0,0,0,0,0,header_invalid,0,0,
exp0_000008_rxg20_0_fulltrim:11:20260822,8,11.0,20260822,0,1,1,0,1,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:11:20260823,0,11.0,20260823,0,0,0,0,0,0,ok,1,0,40443329aa000a00588000b1883a2d118aa87066a99f806826d75269eb78527002
exp0_000002_rxg20_0_fulltrim:11:20260823,2,11.0,20260823,0,1,1,0,1,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:11:20260823,3,11.0,20260823,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:11:20260823,4,11.0,20260823,0,1,1,0,1,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:11:20260823,5,11.0,20260823,0,1,1,0,1,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:11:20260823,6,11.0,20260823,0,0,0,0,0,0,ok,1,0,404433221120010058060050b704e1aeae9c5d1d652040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:11:20260823,7,11.0,20260823,0,0,0,0,0,0,ok,1,0,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:11:20260823,8,11.0,20260823,0,0,0,0,0,0,ok,1,0,4044332211000100580800387bd1897a188bb87fbb6d67d500cb07a19d78563412
exp0_000000_rxg20_0_fulltrim:11:20260824,0,11.0,20260824,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99f804826e75229af78563452
exp0_000002_rxg20_0_fulltrim:11:20260824,2,11.0,20260824,0,1,1,0,1,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:11:20260824,3,11.0,20260824,0,0,0,0,0,0,header_invalid,0,0,
exp0_000004_rxg20_0_fulltrim:11:20260824,4,11.0,20260824,0,0,0,0,0,0,ok,1,0,404433221100010058040031d34f14a063a34c91c2d7db3aac4afcc55b78563412
exp0_000005_rxg20_0_fulltrim:11:20260824,5,11.0,20260824,0,0,0,0,0,0,ok,1,0,4044431625003104580500696c1cdf732c76fbd40d64a2a146906274c978563412
exp0_000006_rxg20_0_fulltrim:11:20260824,6,11.0,20260824,0,0,0,0,0,0,ok,1,0,404433221100010058060050b704e1aeae8c5e1f55e043aecb24ce72a4785be92f
exp0_000007_rxg20_0_fulltrim:11:20260824,7,11.0,20260824,0,0,0,0,0,0,ok,1,0,40443322110001005807003d9b8e753ec17dde1ef9483e616e436d067273563f12
exp0_000008_rxg20_0_fulltrim:11:20260824,8,11.0,20260824,0,1,1,0,1,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:11:20260825,0,11.0,20260825,0,0,0,0,0,0,ok,1,0,404a3f92110b0100580000b9883a2d118aa87066a99f804826e752f97f75523016
exp0_000002_rxg20_0_fulltrim:11:20260825,2,11.0,20260825,0,1,1,0,1,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:11:20260825,3,11.0,20260825,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:11:20260825,4,11.0,20260825,0,0,0,0,0,0,ok,1,0,40443322110001005c0000356743646b6f34dc91c2de8b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:11:20260825,5,11.0,20260825,0,0,0,0,0,0,ok,1,0,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:11:20260825,6,11.0,20260825,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:11:20260825,7,11.0,20260825,0,0,0,0,0,0,ok,1,0,40443322110001005807003d9b8e75346b7dde1ef9483e686ed3fdbf7278563412
exp0_000008_rxg20_0_fulltrim:11:20260825,8,11.0,20260825,0,0,0,0,0,0,ok,1,0,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:11:20260826,0,11.0,20260826,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99f804826e752291f78568f72
exp0_000002_rxg20_0_fulltrim:11:20260826,2,11.0,20260826,0,1,1,0,1,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:11:20260826,3,11.0,20260826,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:11:20260826,4,11.0,20260826,0,0,0,0,0,0,ok,1,0,40443322110001505d5400616643646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:11:20260826,5,11.0,20260826,0,0,0,0,0,0,ok,1,0,4044a32b11009100580500696c1cdf732c76fbd4946da21146908264c879463412
exp0_000006_rxg20_0_fulltrim:11:20260826,6,11.0,20260826,0,0,0,0,0,0,ok,1,0,4044332211000100580600503704e1ae26845d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:11:20260826,7,11.0,20260826,0,1,1,0,1,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:11:20260826,8,11.0,20260826,0,1,1,0,1,0,ok,1,1,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:11:20260827,0,11.0,20260827,0,0,0,0,0,0,header_invalid,0,0,
exp0_000002_rxg20_0_fulltrim:11:20260827,2,11.0,20260827,0,1,1,0,1,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:11:20260827,3,11.0,20260827,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:11:20260827,4,11.0,20260827,0,0,0,0,0,0,ok,1,0,4044332211000100580e0431634e696b6fa44c91c2d78b3aa54a64c53b18503412
exp0_000005_rxg20_0_fulltrim:11:20260827,5,11.0,20260827,0,1,1,0,1,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:11:20260827,6,11.0,20260827,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:11:20260827,7,11.0,20260827,0,0,0,0,0,0,ok,1,0,40443322110001005807003d9b8e7534627dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:11:20260827,8,11.0,20260827,0,0,0,0,0,0,ok,1,0,4044332211000100580800387bd1897a188bb87fbb6d6791408f03a59de8563d6b
exp0_000000_rxg20_0_fulltrim:11:20260828,0,11.0,20260828,0,0,0,0,0,0,ok,1,0,4044332211000100580000b9883a2d118aa87066a99fa0107d697c27a978563414
exp0_000002_rxg20_0_fulltrim:11:20260828,2,11.0,20260828,0,1,1,0,1,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:11:20260828,3,11.0,20260828,0,0,0,0,0,0,header_invalid,0,0,
exp0_000004_rxg20_0_fulltrim:11:20260828,4,11.0,20260828,0,0,0,0,0,0,ok,1,0,40443322110001c05905c0f16f43646b63a44c91c2d78b3aa54afcc55b78563412
exp0_000005_rxg20_0_fulltrim:11:20260828,5,11.0,20260828,0,1,1,0,1,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:11:20260828,6,11.0,20260828,0,1,1,0,1,0,ok,1,1,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:11:20260828,7,11.0,20260828,0,0,0,0,0,0,ok,1,0,4044332211000180580f08359b827538ab71de1ef9483e61ae836d267278563412
exp0_000008_rxg20_0_fulltrim:11:20260828,8,11.0,20260828,0,0,0,0,0,0,header_invalid,0,0,
exp0_000000_rxg20_0_fulltrim:11:20260829,0,11.0,20260829,0,0,0,0,0,0,header_invalid,0,0,
exp0_000002_rxg20_0_fulltrim:11:20260829,2,11.0,20260829,0,0,0,0,0,0,ok,1,0,40446377140504005802005cd673d92ba53ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:11:20260829,3,11.0,20260829,0,0,0,0,0,0,header_invalid,0,0,
exp0_000004_rxg20_0_fulltrim:11:20260829,4,11.0,20260829,0,0,0,0,0,0,ok,1,0,4044332211000190d00c8cb1d34864706fa74c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:11:20260829,5,11.0,20260829,0,1,1,0,1,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:11:20260829,6,11.0,20260829,0,0,0,0,0,0,ok,1,0,ea4e33221100010058060050b704e1aeae8c5d1c65e040aec124ce72a478563412
exp0_000007_rxg20_0_fulltrim:11:20260829,7,11.0,20260829,0,0,0,0,0,0,header_invalid,0,0,
exp0_000008_rxg20_0_fulltrim:11:20260829,8,11.0,20260829,0,0,0,0,0,0,header_invalid,0,0,
exp0_000000_rxg20_0_fulltrim:11:20260830,0,11.0,20260830,0,0,0,0,0,0,ok,1,0,4044332211000100580000b948360f118aa47066a99fe04d7597323deb7e5db93c
exp0_000002_rxg20_0_fulltrim:11:20260830,2,11.0,20260830,0,1,1,0,1,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:11:20260830,3,11.0,20260830,0,1,1,0,1,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:11:20260830,4,11.0,20260830,0,0,0,0,0,0,ok,1,0,40443322110001005b5730316047642b6b846c7300d58b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:11:20260830,5,11.0,20260830,0,0,0,0,0,0,ok,1,0,4044332211000100580500696c1cdf732c76153ae38aa24146908274c978563412
exp0_000006_rxg20_0_fulltrim:11:20260830,6,11.0,20260830,0,0,0,0,0,0,header_invalid,0,0,
exp0_000007_rxg20_0_fulltrim:11:20260830,7,11.0,20260830,0,1,1,0,1,0,ok,1,1,40443322110001005807003d9b8e75346b7dde1ef9483e616e436db67278563412
exp0_000008_rxg20_0_fulltrim:11:20260830,8,11.0,20260830,0,0,0,0,0,0,ok,1,0,4044332211000100e80300387bd1897a188bb87fbb6d6791408f03a59d78563412
exp0_000000_rxg20_0_fulltrim:12:20260821,0,12.0,20260821,0,0,0,0,0,0,ok,1,0,4004332211000100580000b9883a2d118aa87066a99f804826e75229af78563452
exp0_000002_rxg20_0_fulltrim:12:20260821,2,12.0,20260821,1,1,1,0,0,0,ok,1,1,40443322110001005802005cd673d92b853ac56123bc76bf47473cf8f478563412
exp0_000003_rxg20_0_fulltrim:12:20260821,3,12.0,20260821,1,1,1,0,0,0,ok,1,1,40443322110001005803005cb3bdd7ae69bf3b145befd6bdb97c37853778563412
exp0_000004_rxg20_0_fulltrim:12:20260821,4,12.0,20260821,1,1,1,0,0,0,ok,1,1,4044332211000100580400316343646b6fa44c91c2d78b3aac4af4c55b78563412
exp0_000005_rxg20_0_fulltrim:12:20260821,5,12.0,20260821,1,1,1,0,0,0,ok,1,1,4044332211000100580500696c1cdf732c76fbd40d64a24146908274c978563412
exp0_000006_rxg20_0_fulltrim:12:20260821,6,12.0,20260821,0,0,0,0,0,0,ok,1,0,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce72a178566412
exp0_000007_rxg20_0_fulltrim:12:20260821,7,12.0,20260821,0,0,0,0,0,0,ok,1,0,40443322110001005807003d9b8e75346b7dde1ef9483e333e1368b67278563412
