dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_bin,selected_bin,candidate_bin,candidate_rank,candidate_count,is_gt,is_selected,gt_symbol,selected_symbol,candidate_symbol,candidate_symbol_correct,local_score,energy,energy_score,coherence_score,rank_score,phase_local_score,tau_hat,expected_tau,tau_residual,abs_tau_residual,tau_gain_db,corrected_coherence,top1_bin,top1_margin_db,top1_peak_to_median_db,top1_coherence_score,hard_anchor,high_confidence
0_0_0_10_14_16,-25.0,42,1,0,222,664,644,11,16,0,0,221,663,643,0,0.5950409533096337,0.45640200752405136,0.5952884100820153,0.9172614768830384,0.33333333333333337,0.47009510149245304,0.0,-0.09225872194980422,0.09225872194980422,0.09225872194980422,0.0,0.9172615824366808,265,0.06938021003818917,10.579521961704357,0.9048699241279986,0,0
0_0_0_10_14_16,-25.0,42,1,0,222,664,134,12,16,0,0,221,663,133,0,0.5556753309552557,0.45148129438405604,0.5888702886599197,0.8980316888923446,0.2666666666666667,0.2546992666163746,-0.25,-0.09225872194980422,-0.15774127805019578,0.15774127805019578,0.3512240965904352,0.8732066218762321,265,0.06938021003818917,10.579521961704357,0.9048699241279986,0,0
0_0_0_10_14_16,-25.0,42,1,0,222,664,40,13,16,0,0,221,663,39,0,0.59347693879108,0.4307118630261222,0.5617805704563458,0.8170313671059203,0.19999999999999996,0.705099086190448,0.375,-0.09225872194980422,0.4672587219498042,0.4672587219498042,0.6095476339234928,0.8633559759729111,265,0.06938021003818917,10.579521961704357,0.9048699241279986,0,0
0_0_0_10_14_16,-25.0,42,1,0,222,664,324,14,16,0,0,221,663,323,0,0.5475951202565023,0.43028386508925465,0.5612223296792326,0.9084863014815133,0.1333333333333333,0.31018440495182775,0.25,-0.09225872194980422,0.3422587219498042,0.3422587219498042,2.226220608545694,0.931515481770688,265,0.06938021003818917,10.579521961704357,0.9048699241279986,0,0
0_0_0_10_14_16,-25.0,42,1,0,222,664,561,15,16,0,0,221,663,560,0,0.5033637759219078,0.428334136339803,0.5586792844949032,0.92926363669166,0.06666666666666665,0.005551303309810909,0.0,-0.09225872194980422,0.09225872194980422,0.09225872194980422,0.0,0.9292636086145526,265,0.06938021003818917,10.579521961704357,0.9048699241279986,0,0
0_0_0_10_14_16,-25.0,42,1,0,222,664,893,16,16,0,0,221,663,892,0,0.46912629268360695,0.41956842863541866,0.5472461091000478,0.7427931297597055,0.0,0.013315682030800465,-0.125,-0.09225872194980422,-0.03274127805019578,0.03274127805019578,0.1902071012457646,0.7830949165911216,265,0.06938021003818917,10.579521961704357,0.9048699241279986,0,0
0_0_0_10_14_16,-25.0,42,1,1,826,826,826,1,4,1,1,825,825,825,1,0.9429055358781184,1.0930997474142714,1.0,0.9605983642738718,1.0,0.992105208246918,0.0,-0.09852004046980067,0.09852004046980067,0.09852004046980067,0.0,0.9605983495949698,826,2.230244492235944,12.17483009728474,0.9605983642738718,0,1
0_0_0_10_14_16,-25.0,42,1,1,826,826,1008,2,4,0,0,825,825,1007,0,0.608628379770755,0.6540867396333319,0.5983779075794087,0.8406675378669187,0.6666666666666667,0.6238840610940107,0.25,-0.09852004046980067,0.3485200404698007,0.3485200404698007,0.3738997578187152,0.8814429608077217,826,2.230244492235944,12.17483009728474,0.9605983642738718,0,1
0_0_0_10_14_16,-25.0,42,1,1,826,826,789,3,4,0,0,825,825,788,0,0.4388740629972193,0.5262708405464309,0.4814481402921601,0.8379296346875494,0.33333333333333337,0.0016221773612189222,0.25,-0.09852004046980067,0.3485200404698007,0.3485200404698007,1.564633141033585,0.8641620674059726,826,2.230244492235944,12.17483009728474,0.9605983642738718,0,1
0_0_0_10_14_16,-25.0,42,1,1,826,826,376,4,4,0,0,825,825,375,0,0.4603642891015515,0.5255660067661019,0.4808033374898575,0.9835631256987007,0.0,0.0020510058555935377,0.0,-0.09852004046980067,0.09852004046980067,0.09852004046980067,0.0,0.9835631961590108,826,2.230244492235944,12.17483009728474,0.9605983642738718,0,1
0_0_0_10_14_16,-25.0,42,1,2,922,922,922,1,4,1,1,921,921,921,1,0.79868317500572,1.1483954581308922,1.0,0.9912211667047991,1.0,0.0,0.375,-0.10478135898979712,0.4797813589897971,0.4797813589897971,0.8346277293212507,0.9773784909054438,922,2.7532237511175612,12.630351072607674,0.9912211667047991,1,1
0_0_0_10_14_16,-25.0,42,1,2,922,922,760,2,4,0,0,921,921,759,0,0.48863118711158937,0.6092129002902311,0.5304905169877414,0.9587490071303829,0.6666666666666667,0.0,-0.125,-0.10478135898979712,-0.020218641010202876,0.020218641010202876,0.608691552834619,0.9718198166660647,922,2.7532237511175612,12.630351072607674,0.9912211667047991,1,1
0_0_0_10_14_16,-25.0,42,1,2,922,922,409,3,4,0,0,921,921,408,0,0.4706914494026938,0.5739862232401407,0.49981582492005877,0.9720744213643708,0.33333333333333337,0.0,0.125,-0.10478135898979712,0.22978135898979712,0.22978135898979712,0.613261132688687,0.9780808548647757,922,2.7532237511175612,12.630351072607674,0.9912211667047991,1,1
0_0_0_10_14_16,-25.0,42,1,2,922,922,514,4,4,0,0,921,921,513,0,0.4546664400577798,0.5687966640921935,0.49529685968800047,0.8848232084038633,0.0,0.0,0.0,-0.10478135898979712,0.10478135898979712,0.10478135898979712,0.0,0.8848232162329198,922,2.7532237511175612,12.630351072607674,0.9912211667047991,1,1
0_0_0_10_14_16,-25.0,42,1,3,718,683,474,1,16,0,0,717,682,473,0,0.8532178098906684,0.5598970733275088,1.0,0.8786841725870539,1.0,0.4761012266840688,0.0,-0.11104267750979357,0.11104267750979357,0.11104267750979357,0.0,0.8786841194579601,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,683,2,16,0,1,717,682,682,0,0.8859810483189741,0.53742188515713,0.9598583574712988,0.9044554825960286,0.9333333333333333,0.8426986238215033,0.0,-0.11104267750979357,0.11104267750979357,0.11104267750979357,0.0,0.9044554529561538,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,797,3,16,0,0,717,682,796,0,0.8560759529324405,0.510984799496871,0.9126405974227574,0.7643888863703493,0.8666666666666667,0.9880082110139727,0.125,-0.11104267750979357,0.23604267750979357,0.23604267750979357,0.09235256790641487,0.7846018081029987,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,5,4,16,0,0,717,682,4,0,0.7048957868966141,0.5050528574975601,0.9020458965716581,0.7891616546099728,0.8,0.0012780395569365018,-0.375,-0.11104267750979357,-0.2639573224902064,0.2639573224902064,0.47849318574130717,0.8095764113675922,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,232,5,16,0,0,717,682,231,0,0.7338349228264731,0.4693675895997309,0.8383104894802278,0.9707536762380246,0.7333333333333334,0.2888003548574757,0.0,-0.11104267750979357,0.11104267750979357,0.11104267750979357,0.0,0.9707536782472318,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,513,6,16,0,0,717,682,512,0,0.683873551985954,0.4630815083641018,0.8270832808822787,0.9714392856574634,0.6666666666666667,0.003690177092355217,0.25,-0.11104267750979357,0.3610426775097936,0.3610426775097936,2.5200719458950163,0.947188494003752,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,277,7,16,0,0,717,682,276,0,0.674496203178758,0.46237998755174203,0.8258303348574129,0.9179843856896771,0.6,5.885111992029503e-05,0.0,-0.11104267750979357,0.11104267750979357,0.11104267750979357,0.0,0.9179843821423193,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,241,8,16,0,0,717,682,240,0,0.6701097774203145,0.4612519081072186,0.8238155369628298,0.89717086638934,0.5333333333333333,0.0003603229071611684,-0.125,-0.11104267750979357,-0.013957322490206425,0.013957322490206425,0.6554788543206992,0.80258897942239,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,283,9,16,0,0,717,682,282,0,0.6334841935683676,0.43868596576663776,0.7835118036240042,0.7331837258300279,0.4666666666666667,0.09482641558840411,0.0,-0.11104267750979357,0.11104267750979357,0.11104267750979357,0.0,0.7331837963676515,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,243,10,16,0,0,717,682,242,0,0.7222530604835546,0.43865556810502326,0.7834575121067547,0.9067447280364114,0.4,0.513293122724682,0.125,-0.11104267750979357,0.23604267750979357,0.23604267750979357,1.0124187358067445,0.9358469530448305,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,300,11,16,0,0,717,682,299,0,0.756137782812329,0.4371411263409506,0.7807526546673824,0.8954695851797093,0.33333333333333337,0.7621874633438265,0.0,-0.11104267750979357,0.11104267750979357,0.11104267750979357,0.0,0.8954695900434885,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,189,12,16,0,0,717,682,188,0,0.6629873870455533,0.4353967540411965,0.7776371315063357,0.9953609202211045,0.2666666666666667,0.054794090221795815,0.0,-0.11104267750979357,0.11104267750979357,0.11104267750979357,0.0,0.9953608974615372,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,75,13,16,0,0,717,682,74,0,0.738795176073593,0.4309954349114129,0.7697761882375556,0.96339767223252,0.19999999999999996,0.6262066858953591,0.25,-0.11104267750979357,0.3610426775097936,0.3610426775097936,0.4993813611900783,0.9770923348426844,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,947,14,16,0,0,717,682,946,0,0.6168096567638395,0.4261867815560869,0.7611877287073998,0.8110025102719124,0.1333333333333333,0.002581710421618792,-0.25,-0.11104267750979357,-0.13895732249020643,0.13895732249020643,0.6525223774397966,0.8520286415793131,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,572,15,16,0,0,717,682,571,0,0.7147528277623465,0.41392162387195697,0.7392816351262399,0.8913174671172471,0.06666666666666665,0.6701476324180237,0.0,-0.11104267750979357,0.11104267750979357,0.11104267750979357,0.0,0.8913174425100716,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,3,718,683,259,16,16,0,0,717,682,258,0,0.5891475093067366,0.401246633583785,0.7166435630733827,0.6925951576279381,0.0,0.12959946443231407,0.25,-0.11104267750979357,0.3610426775097936,0.3610426775097936,2.151666203901442,0.8784505350739118,474,0.17792849363687985,9.204207929919235,0.8786841725870539,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,624,1,16,0,0,106,106,623,0,0.8004475029220486,0.7118191154668239,1.0,0.9650113616227903,1.0,0.03797199119086691,-0.125,-0.11730399602979003,-0.007696003970209975,0.007696003970209975,0.5806146272577066,0.9707137922266272,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,107,2,16,1,1,106,106,106,1,0.7724934734937358,0.5469579099464319,0.768394523358265,0.8317791764131851,0.9333333333333333,0.9884677123259044,-0.125,-0.11730399602979003,-0.007696003970209975,0.007696003970209975,0.26178046205793154,0.859328910603844,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,646,3,16,0,0,106,106,645,0,0.7611227162826915,0.533485416741005,0.7494676739485081,0.8265469529434919,0.8666666666666667,0.9999112351642495,0.0,-0.11730399602979003,0.11730399602979003,0.11730399602979003,0.0,0.826546980939366,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,829,4,16,0,0,106,106,828,0,0.6023389077927903,0.5146701354722474,0.7230350018553764,0.8679816853853475,0.8,0.014459358526623256,0.125,-0.11730399602979003,0.24230399602979003,0.24230399602979003,0.20635756904980324,0.8826159479104417,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,886,5,16,0,0,106,106,885,0,0.6726518436948956,0.49517398507128974,0.6956458098860491,0.6558439389424777,0.7333333333333334,0.8140365095172808,0.125,-0.11730399602979003,0.24230399602979003,0.24230399602979003,0.3649046777803589,0.6455111060868767,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,583,6,16,0,0,106,106,582,0,0.5784512591710795,0.4948213915033648,0.695150468358597,0.8439370999313799,0.6666666666666667,8.593165523036168e-05,0.125,-0.11730399602979003,0.24230399602979003,0.24230399602979003,0.4136646577575108,0.8523179721700589,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,89,7,16,0,0,106,106,88,0,0.7087329260664924,0.48667105093649354,0.6837004519291756,0.8325857071986025,0.6,0.9295985082182523,0.25,-0.11730399602979003,0.36730399602979,0.36730399602979,0.2702941148539841,0.8494383415977973,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,202,8,16,0,0,106,106,201,0,0.6374164787596577,0.47898424315448906,0.672901630128832,0.7223732738339147,0.5333333333333333,0.6111628540055314,-0.125,-0.11730399602979003,-0.007696003970209975,0.007696003970209975,1.042813231453064,0.7573590365211295,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,588,9,16,0,0,106,106,587,0,0.5645839493612232,0.4734069405076866,0.665066349331203,0.8816754382432777,0.4666666666666667,0.0002633770629971182,0.0,-0.11730399602979003,0.11730399602979003,0.11730399602979003,0.0,0.881675441082642,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,951,10,16,0,0,106,106,950,0,0.5567078970719795,0.45536538843022356,0.6397206516877348,0.93919813249186,0.4,6.502400781887241e-05,0.0,-0.11730399602979003,0.11730399602979003,0.11730399602979003,0.0,0.9391981494051259,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,506,11,16,0,0,106,106,505,0,0.6687006107452035,0.45469055810089287,0.6387726154315181,0.8902055760696811,0.33333333333333337,0.7997838286950977,-0.125,-0.11730399602979003,-0.007696003970209975,0.007696003970209975,0.32048463756227774,0.8745539049219749,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,427,12,16,0,0,106,106,426,0,0.5602813182372417,0.45444204562308244,0.6384234923573964,0.9683425371052019,0.2666666666666667,0.00036445092769168903,0.125,-0.11730399602979003,0.24230399602979003,0.24230399602979003,0.1000920790345587,0.8541584560506118,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,535,13,16,0,0,106,106,534,0,0.5415917371496486,0.43607238876299803,0.6126168562880105,0.9558625298893999,0.19999999999999996,7.600719354466047e-05,0.0,-0.11730399602979003,0.11730399602979003,0.11730399602979003,0.0,0.9558625333318045,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,584,14,16,0,0,106,106,583,0,0.5923638245589679,0.42432440588449083,0.5961126874293214,0.9100920472525209,0.1333333333333333,0.45584513761353795,0.0,-0.11730399602979003,0.11730399602979003,0.11730399602979003,0.0,0.9100920406954469,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,388,15,16,0,0,106,106,387,0,0.5913337655130019,0.4155619958686465,0.5838028044471852,0.850977320137514,0.06666666666666665,0.561435630678029,0.0,-0.11730399602979003,0.11730399602979003,0.11730399602979003,0.0,0.8509773214841815,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,4,107,107,490,16,16,0,0,106,106,489,0,0.563081963927087,0.4073098720698489,0.572209797713465,0.9814106389917276,0.0,0.2928933304305034,-0.125,-0.11730399602979003,-0.007696003970209975,0.007696003970209975,0.9473114165868992,0.9641051383928292,624,1.1441573918223493,10.587489706858896,0.9650113616227903,0,0
0_0_0_10_14_16,-25.0,42,1,5,468,468,468,1,4,1,1,467,467,467,1,0.7929431577953874,1.3919036474142246,1.0,0.9529543853025826,1.0,0.0,0.0,-0.12356531454978648,0.12356531454978648,0.12356531454978648,0.0,0.9529543832398616,468,3.321861780468887,13.597715624144158,0.9529543853025826,1,1
0_0_0_10_14_16,-25.0,42,1,5,468,468,346,2,4,0,0,467,467,345,0,0.43709866940236763,0.6477732278086457,0.46538654382581063,0.8973161061039381,0.6666666666666667,0.0,0.25,-0.12356531454978648,0.3735653145497865,0.3735653145497865,0.45693757577807853,0.9910858973203674,468,3.321861780468887,13.597715624144158,0.9529543853025826,1,1
0_0_0_10_14_16,-25.0,42,1,5,468,468,160,3,4,0,0,467,467,159,0,0.42238783820213355,0.5971997085857907,0.42905247765908516,0.9566915181581875,0.33333333333333337,0.0,0.25,-0.12356531454978648,0.3735653145497865,0.3735653145497865,0.769252593211316,0.9464715275275908,468,3.321861780468887,13.597715624144158,0.9529543853025826,1,1
0_0_0_10_14_16,-25.0,42,1,5,468,468,83,4,4,0,0,467,467,82,0,0.39959630894750253,0.5591228187523853,0.4016964965865865,0.9232905744414749,0.0,0.0,0.25,-0.12356531454978648,0.3735653145497865,0.3735653145497865,1.0038218065365292,0.8951377793565659,468,3.321861780468887,13.597715624144158,0.9529543853025826,1,1
0_0_0_10_14_16,-25.0,42,1,6,89,89,89,1,16,1,1,88,88,88,1,0.9358999677324611,0.9563795122703347,1.0,0.9610525629013561,1.0,0.9449472219817175,-0.125,-0.12982663306978293,0.004826633069782926,0.004826633069782926,0.05911930326942259,0.9603132276427742,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,237,2,16,0,0,88,88,236,0,0.755301614055383,0.8358014330597143,0.87392235230512,0.9653145400789672,0.9333333333333333,0.2830326936347321,0.125,-0.12982663306978293,0.2548266330697829,0.2548266330697829,0.6171455608390711,0.9759399344063822,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,726,3,16,0,0,88,88,725,0,0.813385656437926,0.7709485122978208,0.8061114885948131,0.9645097367004379,0.8666666666666667,0.9649115223082125,0.0,-0.12982663306978293,0.12982663306978293,0.12982663306978293,0.0,0.9645097230801343,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,462,4,16,0,0,88,88,461,0,0.596082571001079,0.6937345028682707,0.7253757467278078,0.8304999290965935,0.8,8.897509009934478e-05,0.125,-0.12982663306978293,0.2548266330697829,0.2548266330697829,0.10853623800399406,0.92142291430272,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,505,5,16,0,0,88,88,504,0,0.7330362520694932,0.6759611881435035,0.7067917907806803,0.9606572420041256,0.7333333333333334,0.8634866784095473,0.125,-0.12982663306978293,0.2548266330697829,0.2548266330697829,0.29348695219116994,0.957853369068147,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,67,6,16,0,0,88,88,66,0,0.5707601453474472,0.6265174026723663,0.655092873314576,0.9602082683595059,0.6666666666666667,0.006123582926979314,0.0,-0.12982663306978293,0.12982663306978293,0.12982663306978293,0.0,0.9602082850158915,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,967,7,16,0,0,88,88,966,0,0.5992224046711879,0.6079324324929338,0.6356602422920712,0.9336081000840394,0.6,0.30668021445823773,0.125,-0.12982663306978293,0.2548266330697829,0.2548266330697829,0.7657802208950784,0.9297665337337215,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,525,8,16,0,0,88,88,524,0,0.6429542782763289,0.5858616017896203,0.612582760580946,0.8424382628778444,0.5333333333333333,0.7893982964469158,0.0,-0.12982663306978293,0.12982663306978293,0.12982663306978293,0.0,0.8424382775347562,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,778,9,16,0,0,88,88,777,0,0.5252782209023764,0.5788891132106677,0.6052922566654023,0.8747818023320146,0.4666666666666667,0.004139891467084547,0.0,-0.12982663306978293,0.12982663306978293,0.12982663306978293,0.0,0.8747817756177259,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,755,10,16,0,0,88,88,754,0,0.5120241794094856,0.548422750193712,0.5734363222522612,0.814355518960979,0.4,0.11424828067579314,0.0,-0.12982663306978293,0.12982663306978293,0.12982663306978293,0.0,0.8143555020559787,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,361,11,16,0,0,88,88,360,0,0.5030396572532508,0.5403450654930566,0.5649902141989007,0.9021150161974055,0.33333333333333337,0.003191770629030433,0.125,-0.12982663306978293,0.2548266330697829,0.2548266330697829,0.7772418598339701,0.9249701531363667,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,223,12,16,0,0,88,88,222,0,0.4732592392995096,0.4918085997013044,0.5142399992800007,0.9237019630070603,0.2666666666666667,0.002986302109666974,0.125,-0.12982663306978293,0.2548266330697829,0.2548266330697829,0.7976419961222558,0.9656951345095365,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,372,13,16,0,0,88,88,371,0,0.6112512191114958,0.4911286623246305,0.5135290499466553,0.947756165888786,0.19999999999999996,0.901959411752347,0.0,-0.12982663306978293,0.12982663306978293,0.12982663306978293,0.0,0.9477561471838276,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,231,14,16,0,0,88,88,230,0,0.4578964768735639,0.4843008170742138,0.5063897865446109,0.8580781705704432,0.1333333333333333,0.00020926689333565726,0.0,-0.12982663306978293,0.12982663306978293,0.12982663306978293,0.0,0.8580782019526155,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,672,15,16,0,0,88,88,671,0,0.4405695497333241,0.47544514792443593,0.4971302101566187,0.774512153916386,0.06666666666666665,0.008387266960427043,-0.125,-0.12982663306978293,0.004826633069782926,0.004826633069782926,0.9278513124075398,0.7734042597756463,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
0_0_0_10_14_16,-25.0,42,1,6,89,89,12,16,16,0,0,88,88,11,0,0.5547432146564428,0.4667405785496612,0.488028625207239,0.9550156325623497,0.0,0.6284817559158999,0.0,-0.12982663306978293,0.12982663306978293,0.12982663306978293,0.0,0.9550156068994691,89,0.5852715256407166,11.126376569083416,0.9610525629013561,0,0
