payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,evidence_mode,dataset,target_snr_db,packet_index,packet_timing_tau0,packet_timing_slope
34,936,936,936,1,1,0,1,1,1,1,1,0.04226350447611692,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,0,0.5,-0.5
0,222,222,222,1,1,0,1,1,1,1,1,0.062482379720641405,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
1,711,711,711,1,1,0,1,1,1,1,1,0.06416420267937205,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
2,871,121,871,3,1,2,1,1,0,1,1,0.10138851869308746,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
3,718,718,716,1,2,-1,1,1,1,0,1,0.05230005810696597,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
4,107,107,107,1,1,0,1,1,1,1,1,0.09234356264732017,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
5,467,467,467,1,1,0,1,1,1,1,1,0.04858128502129275,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
6,89,89,89,1,1,0,1,1,1,1,1,0.07714355837256104,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
7,713,713,713,1,1,0,1,1,1,1,1,0.02210358613785025,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
8,865,865,865,1,1,0,1,1,1,1,1,0.06375831517865645,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
9,405,405,405,1,1,0,1,1,1,1,1,0.05289487953594587,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
10,765,765,765,1,1,0,1,1,1,1,1,0.051190575381304726,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.06508107362863225,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
12,597,597,597,1,1,0,1,1,1,1,1,0.05175913003952566,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
13,562,562,562,1,1,0,1,1,1,1,1,0.07408334110908985,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
14,478,478,478,1,1,0,1,1,1,1,1,0.06656487760868046,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
15,267,267,267,1,1,0,1,1,1,1,1,0.02678673977720484,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
16,917,917,917,1,1,0,1,1,1,1,1,0.04799359538971466,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
17,656,656,656,1,1,0,1,1,1,1,1,0.017514830962300672,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
18,889,889,151,1,2,-1,1,1,1,0,1,0.06742288879968909,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
19,510,510,510,1,1,0,1,1,1,1,1,0.10719279920744999,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
20,860,860,860,1,1,0,1,1,1,1,1,0.03413649904299723,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
21,553,553,226,1,9,-8,1,0,1,0,1,0.013657614081471375,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
22,629,629,629,1,1,0,1,1,1,1,1,0.0332260446463239,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
23,759,759,759,1,1,0,1,1,1,1,1,0.04967728163827706,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
24,874,874,874,1,1,0,1,1,1,1,1,0.04654270388555609,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
25,720,720,720,1,1,0,1,1,1,1,1,0.11035118621561273,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
26,314,314,314,1,1,0,1,1,1,1,1,0.09237760185730862,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
27,602,274,85,4,72,-68,1,0,0,0,1,0.03315726297014554,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
28,7,7,7,1,1,0,1,1,1,1,1,0.09725589373271079,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
29,610,610,610,1,1,0,1,1,1,1,1,0.07971056696962271,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
30,842,842,842,1,1,0,1,1,1,1,1,0.07158445466850237,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
31,928,928,928,1,1,0,1,1,1,1,1,0.0977977336277699,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
32,744,744,744,1,1,0,1,1,1,1,1,0.06342494724906451,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
33,586,586,586,1,1,0,1,1,1,1,1,0.09301327344940458,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
34,91,91,91,1,1,0,1,1,1,1,1,0.049302874324283916,packet_tau0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,1,0.5,0.5
0,803,803,803,1,1,0,1,1,1,1,1,0.13901121636265493,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
1,711,711,711,1,1,0,1,1,1,1,1,0.05309151914180225,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
2,871,871,871,1,1,0,1,1,1,1,1,0.07292409394875703,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
3,718,718,718,1,1,0,1,1,1,1,1,0.11050276092591194,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
4,86,86,86,1,1,0,1,1,1,1,1,0.04094486831666145,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
5,467,467,467,1,1,0,1,1,1,1,1,0.09335290150389186,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
6,89,89,89,1,1,0,1,1,1,1,1,0.13797363953539912,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
7,713,713,713,1,1,0,1,1,1,1,1,0.0291238035552958,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
8,865,865,865,1,1,0,1,1,1,1,1,0.1573014941565706,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
9,405,405,405,1,1,0,1,1,1,1,1,0.09687354506920756,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
10,765,765,765,1,1,0,1,1,1,1,1,0.061120278637636985,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.03352888158009431,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
12,597,597,597,1,1,0,1,1,1,1,1,0.13875031238472094,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
13,562,562,562,1,1,0,1,1,1,1,1,0.12542175535847847,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
14,478,478,478,1,1,0,1,1,1,1,1,0.11766149306581597,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
15,267,267,267,1,1,0,1,1,1,1,1,0.09997255641153897,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
16,917,917,917,1,1,0,1,1,1,1,1,0.03848260496384548,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
17,656,656,656,1,1,0,1,1,1,1,1,0.03586924737186924,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
18,889,889,889,1,1,0,1,1,1,1,1,0.01807547318016572,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
19,510,510,510,1,1,0,1,1,1,1,1,0.05017849396487408,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
20,860,860,860,1,1,0,1,1,1,1,1,0.05157416898212901,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
21,553,553,553,1,1,0,1,1,1,1,1,0.04428771964787679,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
22,629,629,629,1,1,0,1,1,1,1,1,0.06583658370261378,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
23,759,759,759,1,1,0,1,1,1,1,1,0.11215115366244079,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
24,874,874,874,1,1,0,1,1,1,1,1,0.03157052422653036,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
25,720,720,720,1,1,0,1,1,1,1,1,0.0769674880625362,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
26,314,314,314,1,1,0,1,1,1,1,1,0.15578272914753097,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
27,602,602,602,1,1,0,1,1,1,1,1,0.03371776387752959,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
28,7,7,7,1,1,0,1,1,1,1,1,0.049281133704452175,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
29,610,610,610,1,1,0,1,1,1,1,1,0.024005886451048716,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
30,874,874,874,1,1,0,1,1,1,1,1,0.1919746676622114,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
31,913,913,913,1,1,0,1,1,1,1,1,0.09786229372170685,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
32,757,757,757,1,1,0,1,1,1,1,1,0.25797012732583546,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
33,587,587,587,1,1,0,1,1,1,1,1,0.10181789851835886,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
34,932,932,932,1,1,0,1,1,1,1,1,0.08743387267397715,packet_tau0_slope0,packet_timing,0_0_0_10_14_8,-25.0,2,0.0,0.0
0,222,222,222,1,1,0,1,1,1,1,1,0.039866473483241974,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
1,826,826,826,1,1,0,1,1,1,1,1,0.05174369819644535,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
2,871,871,871,1,1,0,1,1,1,1,1,0.04144366824527234,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
3,718,718,718,1,1,0,1,1,1,1,1,0.03541181364021371,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
4,86,86,86,1,1,0,1,1,1,1,1,0.07080918863857594,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
5,467,467,467,1,1,0,1,1,1,1,1,0.01378872244653455,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
6,89,89,89,1,1,0,1,1,1,1,1,0.0749569441465559,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
7,713,713,535,1,8,-7,1,1,1,0,1,0.051766140241802844,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
8,865,865,865,1,1,0,1,1,1,1,1,0.04269249509895058,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
9,405,405,405,1,1,0,1,1,1,1,1,0.08233523180007497,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
10,765,765,765,1,1,0,1,1,1,1,1,0.0673703391148652,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.06359258394100248,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
12,597,597,597,1,1,0,1,1,1,1,1,0.04317173527597263,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
13,562,562,562,1,1,0,1,1,1,1,1,0.03553787465941313,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
14,478,478,478,1,1,0,1,1,1,1,1,0.0701756643227656,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
15,267,267,267,1,1,0,1,1,1,1,1,0.026284922316133687,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
16,917,917,917,1,1,0,1,1,1,1,1,0.03726563487846159,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
17,656,656,656,1,1,0,1,1,1,1,1,0.03927510897009588,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
18,889,719,889,2,1,1,1,1,0,1,1,0.13536000909489673,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
19,510,510,510,1,1,0,1,1,1,1,1,0.06847107577042973,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
20,860,860,860,1,1,0,1,1,1,1,1,0.09303229759481593,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
21,553,553,553,1,1,0,1,1,1,1,1,0.05629719150860985,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
22,629,629,629,1,1,0,1,1,1,1,1,0.0699549983270885,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
23,759,837,915,5,57,-52,1,0,0,0,1,0.045340235153075295,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
24,874,874,874,1,1,0,1,1,1,1,1,0.02226257085080449,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
25,720,720,720,1,1,0,1,1,1,1,1,0.023858176862343712,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
26,314,314,314,1,1,0,1,1,1,1,1,0.06964529835556545,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
27,602,602,602,1,1,0,1,1,1,1,1,0.10283712526051773,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
28,7,7,7,1,1,0,1,1,1,1,1,0.03345775878196774,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
29,610,610,610,1,1,0,1,1,1,1,1,0.055550981165572375,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
30,887,887,887,1,1,0,1,1,1,1,1,0.0403579919644536,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
31,912,912,912,1,1,0,1,1,1,1,1,0.06107192775616112,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
32,737,737,737,1,1,0,1,1,1,1,1,0.05951755627520318,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
33,577,577,577,1,1,0,1,1,1,1,1,0.02569147772461652,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
34,930,930,930,1,1,0,1,1,1,1,1,0.03826338771738749,packet_tau0.5_slope-0.5,packet_timing,0_0_0_10_14_8,-25.0,3,0.5,-0.5
0,803,803,803,1,1,0,1,1,1,1,1,0.09975610124842513,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
1,826,826,826,1,1,0,1,1,1,1,1,0.02312217153233447,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
2,871,871,871,1,1,0,1,1,1,1,1,0.08158138267356789,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
3,718,617,617,4,71,-67,1,0,0,0,1,0.02508605071662588,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
4,107,107,478,1,8,-7,1,1,1,0,1,0.026779354698566276,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
5,467,467,467,1,1,0,1,1,1,1,1,0.04994726822322383,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
6,89,89,89,1,1,0,1,1,1,1,1,0.05459681669912833,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
7,713,713,713,1,1,0,1,1,1,1,1,0.060524702339986226,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
8,865,865,865,1,1,0,1,1,1,1,1,0.12278353480794026,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
9,405,405,405,1,1,0,1,1,1,1,1,0.032529849802862235,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
10,765,963,963,5,17,-12,1,0,0,0,1,0.0884478594571934,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.021887175181723558,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
12,597,597,597,1,1,0,1,1,1,1,1,0.05064278476637661,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
13,562,562,562,1,1,0,1,1,1,1,1,0.056101389381882846,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
14,478,478,478,1,1,0,1,1,1,1,1,0.07499757518745548,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
15,267,267,267,1,1,0,1,1,1,1,1,0.09015283899528469,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
16,917,917,917,1,1,0,1,1,1,1,1,0.12612398140895753,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
17,656,159,159,2,2,0,1,1,0,0,1,0.0565422143744406,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
18,889,889,889,1,1,0,1,1,1,1,1,0.05407150734765036,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
19,510,510,510,1,1,0,1,1,1,1,1,0.06164295809778333,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
20,860,860,860,1,1,0,1,1,1,1,1,0.03604907348374498,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
21,553,553,553,1,1,0,1,1,1,1,1,0.04162438137784398,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
22,629,629,629,1,1,0,1,1,1,1,1,0.04219133439630464,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
23,759,759,759,1,1,0,1,1,1,1,1,0.039331267343773756,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
24,874,517,317,6,213,-207,1,0,0,0,1,0.003758588874557288,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
25,720,720,720,1,1,0,1,1,1,1,1,0.06118817732665239,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
26,314,314,314,1,1,0,1,1,1,1,1,0.03018062072326701,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-25.0,4,-0.5,0.5
