snr_label,added_snr_db,seed,method,decisions,errors,ser,fixes_vs_savaux,breaks_vs_savaux,paired_sign_p,mean_gt_margin_db,physical_samples,sample_fraction_vs_savaux,branch_phases,downsample_phases,uses_phase_fingerprint
-28,-28.0,43,litenap_single,833,832,0.9987995198079231,0,326,1.4630238608413376e-98,-9.00275885891762,256,0.0625,0,0,0
-28,-28.0,44,litenap_single,833,830,0.9963985594237695,2,318,4.809111585067774e-92,-8.770903456529279,256,0.0625,0,0,0
-28,-28.0,42,litenap_single_phase,833,832,0.9987995198079231,1,353,1.9348169512995392e-104,-8.759817774732705,256,0.0625,0,0,1
-28,-28.0,43,litenap_single_phase,833,830,0.9963985594237695,2,326,1.973509461485653e-94,-9.00275885891762,256,0.0625,0,0,1
-28,-28.0,44,litenap_single_phase,833,831,0.9975990396158463,0,317,7.490682167507562e-96,-8.770903456529279,256,0.0625,0,0,1
-28,-28.0,42,savaux,833,480,0.5762304921968787,0,0,1.0,-1.0013834220467024,4096,1.0,0|1|2|3,0|1|2|3,0
-28,-28.0,43,savaux,833,506,0.6074429771908764,0,0,1.0,-1.311787083443872,4096,1.0,0|1|2|3,0|1|2|3,0
-28,-28.0,44,savaux,833,514,0.617046818727491,0,0,1.0,-1.2416799391230864,4096,1.0,0|1|2|3,0|1|2|3,0
-28,-28.0,42,savaux_phase,833,570,0.6842737094837935,29,119,3.817657045442712e-14,-1.0013834220467024,4096,1.0,0|1|2|3,0|1|2|3,1
-28,-28.0,43,savaux_phase,833,622,0.7466986794717887,9,125,2.883061021588101e-27,-1.311787083443872,4096,1.0,0|1|2|3,0|1|2|3,1
-28,-28.0,44,savaux_phase,833,596,0.7154861944777912,15,97,7.121860330286573e-16,-1.2416799391230864,4096,1.0,0|1|2|3,0|1|2|3,1
-26,-26.0,42,litenap_savaux_k1,833,766,0.9195678271308524,6,505,7.248878022574159e-141,-5.10949197514794,1024,0.25,0|1|2|3,0,0
-26,-26.0,43,litenap_savaux_k1,833,766,0.9195678271308524,6,494,1.3023514656670777e-137,-4.777099013864321,1024,0.25,0|1|2|3,0,0
-26,-26.0,44,litenap_savaux_k1,833,778,0.9339735894357744,3,497,1.272915670359306e-143,-4.883084114190133,1024,0.25,0|1|2|3,0,0
-26,-26.0,42,litenap_savaux_k1_phase,833,786,0.943577430972389,5,524,3.8920122685780926e-148,-5.10949197514794,1024,0.25,0|1|2|3,0,1
-26,-26.0,43,litenap_savaux_k1_phase,833,767,0.9207683073229291,6,495,6.590525365322974e-138,-4.777099013864321,1024,0.25,0|1|2|3,0,1
-26,-26.0,44,litenap_savaux_k1_phase,833,787,0.9447779111644657,3,506,2.622845448245021e-146,-4.883084114190133,1024,0.25,0|1|2|3,0,1
-26,-26.0,42,litenap_savaux_k2,833,597,0.7166866746698679,11,341,4.953306128572341e-86,-2.213068140033124,2048,0.5,0|1|2|3,0|1,0
-26,-26.0,43,litenap_savaux_k2,833,611,0.7334933973589436,12,345,5.2374384730701116e-86,-2.1037976587057936,2048,0.5,0|1|2|3,0|1,0
-26,-26.0,44,litenap_savaux_k2,833,604,0.7250900360144058,10,330,4.582626674694154e-84,-2.2090087626214987,2048,0.5,0|1|2|3,0|1,0
-26,-26.0,42,litenap_savaux_k2_phase,833,653,0.7839135654261705,6,392,1.6721603369921393e-107,-2.213068140033124,2048,0.5,0|1|2|3,0|1,1
-26,-26.0,43,litenap_savaux_k2_phase,833,670,0.8043217286914766,5,397,1.6732208706311216e-110,-2.1037976587057936,2048,0.5,0|1|2|3,0|1,1
-26,-26.0,44,litenap_savaux_k2_phase,833,666,0.7995198079231692,7,389,3.624720857149864e-105,-2.2090087626214987,2048,0.5,0|1|2|3,0|1,1
-26,-26.0,42,litenap_single,833,831,0.9975990396158463,0,564,3.312168642111333e-170,-8.284999459464268,256,0.0625,0,0,0
-26,-26.0,43,litenap_single,833,831,0.9975990396158463,1,554,9.428816716875226e-165,-7.910816631682367,256,0.0625,0,0,0
-26,-26.0,44,litenap_single,833,832,0.9987995198079231,0,548,2.1706628412940244e-165,-8.135560500876709,256,0.0625,0,0,0
-26,-26.0,42,litenap_single_phase,833,825,0.9903961584633854,2,560,2.0959933114271023e-164,-8.284999459464268,256,0.0625,0,0,1
-26,-26.0,43,litenap_single_phase,833,831,0.9975990396158463,0,553,6.7833213790437636e-167,-7.910816631682367,256,0.0625,0,0,1
-26,-26.0,44,litenap_single_phase,833,826,0.9915966386554622,2,544,1.2965976936633542e-159,-8.135560500876709,256,0.0625,0,0,1
-26,-26.0,42,savaux,833,267,0.3205282112845138,0,0,1.0,0.8644046673358529,4096,1.0,0|1|2|3,0|1|2|3,0
-26,-26.0,43,savaux,833,278,0.33373349339735897,0,0,1.0,0.8443318857246256,4096,1.0,0|1|2|3,0|1|2|3,0
-26,-26.0,44,savaux,833,284,0.34093637454981995,0,0,1.0,0.7608220607503385,4096,1.0,0|1|2|3,0|1|2|3,0
-26,-26.0,42,savaux_phase,833,370,0.44417767106842737,10,113,3.089821655463288e-23,0.8644046673358529,4096,1.0,0|1|2|3,0|1|2|3,1
-26,-26.0,43,savaux_phase,833,361,0.43337334933973587,23,106,6.26028548977113e-14,0.8443318857246256,4096,1.0,0|1|2|3,0|1|2|3,1
-26,-26.0,44,savaux_phase,833,368,0.4417767106842737,21,105,1.2546250479235148e-14,0.7608220607503385,4096,1.0,0|1|2|3,0|1|2|3,1
-24,-24.0,42,litenap_savaux_k1,833,698,0.8379351740696278,2,601,1.0971581921854134e-176,-3.342451826617335,1024,0.25,0|1|2|3,0,0
-24,-24.0,43,litenap_savaux_k1,833,698,0.8379351740696278,1,599,2.896723677853006e-178,-3.2638372122266968,1024,0.25,0|1|2|3,0,0
-24,-24.0,44,litenap_savaux_k1,833,686,0.8235294117647058,1,606,2.2894238718483957e-180,-3.018888968269201,1024,0.25,0|1|2|3,0,0
-24,-24.0,42,litenap_savaux_k1_phase,833,705,0.8463385354141657,1,607,1.1465946858180182e-180,-3.342451826617335,1024,0.25,0|1|2|3,0,1
-24,-24.0,43,litenap_savaux_k1_phase,833,724,0.8691476590636255,1,625,4.503189788517932e-186,-3.2638372122266968,1024,0.25,0|1|2|3,0,1
-24,-24.0,44,litenap_savaux_k1_phase,833,713,0.8559423769507803,1,633,1.7815026388737063e-188,-3.018888968269201,1024,0.25,0|1|2|3,0,1
-24,-24.0,42,litenap_savaux_k2,833,412,0.49459783913565425,1,314,9.468222259730868e-93,-0.2695008109795418,2048,0.5,0|1|2|3,0|1,0
-24,-24.0,43,litenap_savaux_k2,833,387,0.4645858343337335,8,295,2.024652002108497e-76,-0.22108438735710334,2048,0.5,0|1|2|3,0|1,0
-24,-24.0,44,litenap_savaux_k2,833,390,0.468187274909964,1,310,1.4957394152081474e-91,-0.17711791374927935,2048,0.5,0|1|2|3,0|1,0
-24,-24.0,42,litenap_savaux_k2_phase,833,474,0.5690276110444178,2,377,1.169662269740884e-109,-0.2695008109795418,2048,0.5,0|1|2|3,0|1,1
-24,-24.0,43,litenap_savaux_k2_phase,833,482,0.5786314525810324,6,388,2.5175490787421734e-106,-0.22108438735710334,2048,0.5,0|1|2|3,0|1,1
-24,-24.0,44,litenap_savaux_k2_phase,833,473,0.5678271308523409,4,396,8.220791566359911e-112,-0.17711791374927935,2048,0.5,0|1|2|3,0|1,1
-24,-24.0,42,litenap_single,833,826,0.9915966386554622,1,728,5.169946116941263e-217,-6.909536299742599,256,0.0625,0,0,0
-24,-24.0,43,litenap_single,833,829,0.9951980792316927,0,729,7.082117968407161e-220,-7.050648889727085,256,0.0625,0,0,0
-24,-24.0,44,litenap_single,833,828,0.9939975990396158,0,747,2.701613604891711e-225,-6.991105679483705,256,0.0625,0,0,0
-24,-24.0,42,litenap_single_phase,833,822,0.9867947178871549,1,724,8.226588232102453e-216,-6.909536299742599,256,0.0625,0,0,1
-24,-24.0,43,litenap_single_phase,833,821,0.985594237695078,0,721,1.8130221999122603e-217,-7.050648889727085,256,0.0625,0,0,1
-24,-24.0,44,litenap_single_phase,833,826,0.9915966386554622,0,745,1.0806454419566882e-224,-6.991105679483705,256,0.0625,0,0,1
-24,-24.0,42,savaux,833,99,0.11884753901560624,0,0,1.0,2.7414670624073825,4096,1.0,0|1|2|3,0|1|2|3,0
-24,-24.0,43,savaux,833,100,0.12004801920768307,0,0,1.0,2.812799455918884,4096,1.0,0|1|2|3,0|1|2|3,0
-24,-24.0,44,savaux,833,81,0.09723889555822329,0,0,1.0,2.924440795573798,4096,1.0,0|1|2|3,0|1|2|3,0
-24,-24.0,42,savaux_phase,833,168,0.20168067226890757,6,75,2.9109659855903e-16,2.7414670624073825,4096,1.0,0|1|2|3,0|1|2|3,1
-24,-24.0,43,savaux_phase,833,161,0.19327731092436976,11,72,3.918121146030248e-12,2.812799455918884,4096,1.0,0|1|2|3,0|1|2|3,1
-24,-24.0,44,savaux_phase,833,134,0.1608643457382953,10,63,1.5535957242569103e-10,2.924440795573798,4096,1.0,0|1|2|3,0|1|2|3,1
-22,-22.0,42,litenap_savaux_k1,833,537,0.6446578631452581,1,522,3.816572796043821e-155,-1.4597037989321922,1024,0.25,0|1|2|3,0,0
-22,-22.0,43,litenap_savaux_k1,833,531,0.6374549819927972,0,517,4.661462957000141e-156,-1.351655357263243,1024,0.25,0|1|2|3,0,0
-22,-22.0,44,litenap_savaux_k1,833,545,0.6542617046818727,0,535,1.7782069995881078e-161,-1.4547815819273182,1024,0.25,0|1|2|3,0,0
-22,-22.0,42,litenap_savaux_k1_phase,833,570,0.6842737094837935,2,556,3.306063652869626e-163,-1.4597037989321922,1024,0.25,0|1|2|3,0,1
-22,-22.0,43,litenap_savaux_k1_phase,833,570,0.6842737094837935,0,556,8.4791517238046565e-168,-1.351655357263243,1024,0.25,0|1|2|3,0,1
-22,-22.0,44,litenap_savaux_k1_phase,833,569,0.6830732292917167,0,559,1.0598939654756364e-168,-1.4547815819273182,1024,0.25,0|1|2|3,0,1
-22,-22.0,42,litenap_savaux_k2,833,186,0.22328931572629052,2,172,1.2717348586207898e-48,1.5115329271067168,2048,0.5,0|1|2|3,0|1,0
-22,-22.0,43,litenap_savaux_k2,833,173,0.20768307322929172,0,159,2.736911063134414e-48,1.6198265959141154,2048,0.5,0|1|2|3,0|1,0
-22,-22.0,44,litenap_savaux_k2,833,192,0.2304921968787515,1,183,1.5089766582244189e-53,1.5935210587856143,2048,0.5,0|1|2|3,0|1,0
-22,-22.0,42,litenap_savaux_k2_phase,833,260,0.31212484993997597,2,246,1.3652939595553522e-70,1.5115329271067168,2048,0.5,0|1|2|3,0|1,1
-22,-22.0,43,litenap_savaux_k2_phase,833,247,0.2965186074429772,0,233,1.4489086526122624e-70,1.6198265959141154,2048,0.5,0|1|2|3,0|1,1
-22,-22.0,44,litenap_savaux_k2_phase,833,255,0.30612244897959184,0,245,3.5373746401666774e-74,1.5935210587856143,2048,0.5,0|1|2|3,0|1,1
-22,-22.0,42,litenap_single,833,828,0.9939975990396158,0,812,7.322738349099499e-245,-5.795297968446708,256,0.0625,0,0,0
-22,-22.0,43,litenap_single,833,824,0.9891956782713085,0,810,2.9290953396398102e-244,-5.548882244403322,256,0.0625,0,0,0
-22,-22.0,44,litenap_single,833,821,0.985594237695078,0,811,1.4645476698199856e-244,-5.423627796977675,256,0.0625,0,0,0
-22,-22.0,42,litenap_single_phase,833,815,0.978391356542617,0,799,5.998787255582796e-241,-5.795297968446708,256,0.0625,0,0,1
-22,-22.0,43,litenap_single_phase,833,824,0.9891956782713085,0,810,2.9290953396398102e-244,-5.548882244403322,256,0.0625,0,0,1
-22,-22.0,44,litenap_single_phase,833,822,0.9867947178871549,0,812,7.322738349099499e-245,-5.423627796977675,256,0.0625,0,0,1
-22,-22.0,42,savaux,833,16,0.01920768307322929,0,0,1.0,4.747863902607343,4096,1.0,0|1|2|3,0|1|2|3,0
-22,-22.0,43,savaux,833,14,0.01680672268907563,0,0,1.0,4.813809114521743,4096,1.0,0|1|2|3,0|1|2|3,0
-22,-22.0,44,savaux,833,10,0.012004801920768308,0,0,1.0,4.797671763730061,4096,1.0,0|1|2|3,0|1|2|3,0
-22,-22.0,42,savaux_phase,833,37,0.04441776710684274,2,23,1.9431114196777205e-05,4.747863902607343,4096,1.0,0|1|2|3,0|1|2|3,1
-22,-22.0,43,savaux_phase,833,34,0.04081632653061224,0,20,1.9073486328125e-06,4.813809114521743,4096,1.0,0|1|2|3,0|1|2|3,1
-22,-22.0,44,savaux_phase,833,37,0.04441776710684274,1,28,1.117587089538574e-07,4.797671763730061,4096,1.0,0|1|2|3,0|1|2|3,1
