dataset,snr_db,seed,packet_index,block_index,block_symbol_offset,sf,cr,ldro,block_len,hypothesis,trial,hard_errors,raw_coherence,gt_slope_coherence,best_linear_coherence,best_slope_rad_per_symbol,gt_slope_rad_per_symbol,mean_selected_rank,max_selected_rank,selected_bins
real_low4,,53,7,0,0,10,3,0,7,random_valid,22,0,0.18679535901140307,0.17569992737808393,0.24181451140645588,-1.1693748588539015,-0.1111864619893872,462.85714285714283,813,663|67|694|431|500|954|483
real_low4,,53,7,0,0,10,3,0,7,random_valid,23,0,0.055772200788090226,0.04117345371658412,0.42960485775630003,-2.0143919699732455,-0.1111864619893872,637.1428571428571,975,799|93|698|203|236|416|137
real_low4,,53,7,0,0,10,3,0,7,random_valid,24,0,0.03265730124787233,0.011841328280527306,0.30126366311475306,0.5267937888738561,-0.1111864619893872,550.7142857142857,880,125|608|480|207|197|467|822
real_low4,,53,7,0,0,10,3,0,7,random_valid,25,0,0.12683900778822327,0.13999642935811557,0.5700636850351821,1.2767273049126207,-0.1111864619893872,569.5714285714286,966,472|718|843|246|407|1017|464
real_low4,,53,7,0,0,10,3,0,7,random_valid,26,0,0.22728791107092614,0.22740756568421006,0.46285866942244863,-2.322646850798995,-0.1111864619893872,572.4285714285714,986,49|828|69|363|630|354|332
real_low4,,53,7,0,0,10,3,0,7,random_valid,27,0,0.04816882823037016,0.04273301159523586,0.4180032460151025,1.917774768520399,-0.1111864619893872,550.7142857142857,866,392|122|603|862|127|485|466
real_low4,,53,7,0,0,10,3,0,7,random_valid,28,0,0.44864443319100383,0.5762425535822542,0.6407883245952442,-0.250744641865722,-0.1111864619893872,300.85714285714283,840,347|357|762|994|520|847|430
real_low4,,53,7,0,0,10,3,0,7,random_valid,29,0,0.015611545977404181,0.022130849706114255,0.4985447123357914,-1.3564748362705257,-0.1111864619893872,498.85714285714283,985,216|921|797|31|698|419|356
real_low4,,53,7,0,0,10,3,0,7,random_valid,30,0,0.1415127724649924,0.16853358231778867,0.450403571899348,1.405550240183083,-0.1111864619893872,629.8571428571429,993,659|759|636|650|874|323|852
real_low4,,53,7,0,0,10,3,0,7,random_valid,31,0,0.19827306708651715,0.2217484436287854,0.5725508690369405,-2.7934640070850905,-0.1111864619893872,211.42857142857142,519,285|637|486|87|808|1010|675
real_low4,,53,7,0,0,10,3,0,7,random_valid,32,0,0.20371120265831455,0.15017731091732192,0.36414452117280466,-2.01745918271778,-0.1111864619893872,525.1428571428571,890,982|411|904|389|145|376|980
real_low4,,53,7,0,0,10,3,0,7,random_valid,33,0,0.5017100053096004,0.5246319822044333,0.5365101529898963,-0.24461021637665192,-0.1111864619893872,352.2857142857143,800,886|632|95|602|239|955|758
real_low4,,53,7,0,0,10,3,0,7,random_valid,34,0,0.607829511360053,0.5642718195968965,0.6094335463834137,0.02530450514241256,-0.1111864619893872,338.42857142857144,833,323|475|853|294|379|322|592
real_low4,,53,7,0,0,10,3,0,7,random_valid,35,0,0.05094373213421132,0.052589073957091746,0.4375579810224028,1.0926945402405313,-0.1111864619893872,662.2857142857143,964,790|570|128|960|490|324|502
real_low4,,53,7,0,0,10,3,0,7,random_valid,36,0,0.054454367724774924,0.036828104383087513,0.5398125722528535,-2.3395165208939366,-0.1111864619893872,466.57142857142856,825,484|760|986|622|586|976|414
real_low4,,53,7,0,0,10,3,0,7,random_valid,37,0,0.03585746035408836,0.10176596879465952,0.4520105183681786,-0.6464150859107138,-0.1111864619893872,439.7142857142857,929,711|438|477|671|238|520|630
real_low4,,53,7,0,0,10,3,0,7,random_valid,38,0,0.017526771155969754,0.0784970304484711,0.4980267722917111,-0.6188101712099008,-0.1111864619893872,421.0,554,832|573|1002|770|143|671|771
real_low4,,53,7,0,0,10,3,0,7,random_valid,39,0,0.3955211942416764,0.5122108370524635,0.668218169795991,-0.385702002625254,-0.1111864619893872,412.14285714285717,731,772|456|926|958|496|640|438
real_low4,,53,7,0,0,10,3,0,7,random_valid,40,0,0.15177843764159932,0.12060174296875167,0.36052827635627316,0.5666675545528088,-0.1111864619893872,515.8571428571429,1003,936|916|85|36|931|709|490
real_low4,,53,7,0,0,10,3,0,7,random_valid,41,0,0.297235617277035,0.29196987386260853,0.5073703128785342,-2.768926305128812,-0.1111864619893872,511.7142857142857,845,205|814|986|629|865|853|812
real_low4,,53,7,0,0,10,3,0,7,random_valid,42,0,0.22163170428003307,0.25367788409502956,0.3975962906982517,-0.7046921280568759,-0.1111864619893872,447.14285714285717,867,645|714|167|883|936|924|14
real_low4,,53,7,0,0,10,3,0,7,random_valid,43,0,0.0706837422678204,0.09967814992951426,0.4134568189502026,-2.4361337223467836,-0.1111864619893872,312.2857142857143,722,689|760|661|785|816|186|640
real_low4,,53,7,0,0,10,3,0,7,random_valid,44,0,0.07379730424917405,0.14130523391822597,0.490232957046256,-0.6632847560056554,-0.1111864619893872,492.2857142857143,916,842|1002|402|754|174|976|276
real_low4,,53,7,0,0,10,3,0,7,random_valid,45,0,0.08201878541947957,0.07959455432919203,0.3505258530881987,-2.5204820728214914,-0.1111864619893872,412.0,733,10|556|297|750|113|957|852
real_low4,,53,7,0,0,10,3,0,7,random_valid,46,0,0.03858315586613323,0.06776431812429352,0.3657469445888699,-0.8043765422542575,-0.1111864619893872,477.0,908,184|772|459|485|487|400|295
real_low4,,53,7,0,0,10,3,0,7,random_valid,47,0,0.07944142114338,0.08212596463053135,0.37086553724637716,2.4606714243030625,-0.1111864619893872,522.1428571428571,659,102|941|671|450|428|538|773
real_low4,,53,7,0,0,10,3,0,7,random_valid,48,0,0.046319056166358855,0.01705779230246639,0.44852527941301956,-2.2950419360981815,-0.1111864619893872,527.7142857142857,988,74|416|301|588|509|687|732
real_low4,,53,7,0,0,10,3,0,7,random_valid,49,0,0.45839226850605497,0.3366227953619053,0.6516840045206033,0.3151561095009532,-0.1111864619893872,425.85714285714283,642,974|281|743|473|474|709|996
real_low4,,53,7,0,0,10,3,0,7,random_valid,50,0,0.0003437915166507561,0.003440053962246426,0.5145192674002214,-1.0650896255397173,-0.1111864619893872,462.7142857142857,957,754|427|966|614|917|645|235
real_low4,,53,7,0,0,10,3,0,7,random_valid,51,0,0.28117961812677655,0.273855047905881,0.4642086796414758,2.6263009125079426,-0.1111864619893872,347.7142857142857,982,638|856|931|785|475|902|687
real_low4,,53,7,0,0,10,3,0,7,random_valid,52,0,0.34313417533334367,0.32077427297874994,0.3473432671583838,0.06977908993816717,-0.1111864619893872,413.42857142857144,931,566|724|316|257|184|331|287
real_low4,,53,7,0,0,10,3,0,7,random_valid,53,0,0.1108645287106035,0.15054435503840727,0.34183138376081823,-0.6448814795384465,-0.1111864619893872,615.1428571428571,788,540|864|755|808|1015|419|458
real_low4,,53,7,0,0,10,3,0,7,random_valid,54,0,0.29654266390640266,0.40896938553175843,0.523532251192396,-0.33969381145723165,-0.1111864619893872,457.85714285714283,953,734|51|845|405|648|369|424
real_low4,,53,7,0,0,10,3,0,7,random_valid,55,0,0.2688155635690626,0.25327449113046324,0.2848187244908047,2.368655041967018,-0.1111864619893872,628.4285714285714,959,73|854|822|550|605|678|865
real_low4,,53,7,0,0,10,3,0,7,random_valid,56,0,0.14692382717797134,0.2915097793164449,0.6057061473265355,-0.45778150212182256,-0.1111864619893872,535.1428571428571,1009,14|427|517|746|716|416|305
real_low4,,53,7,0,0,10,3,0,7,random_valid,57,0,0.1489185869594556,0.1672524762847555,0.4559970816069445,1.7490780675709834,-0.1111864619893872,371.14285714285717,578,467|635|428|94|584|379|896
real_low4,,53,7,0,0,10,3,0,7,random_valid,58,0,0.03365706168592115,0.08590881992047121,0.3087314012428068,2.015925576345513,-0.1111864619893872,349.14285714285717,741,932|820|691|334|1009|55|642
real_low4,,53,7,0,0,10,3,0,7,random_valid,59,0,0.05110218065445174,0.04352317280119525,0.40413153637314014,-1.3702772936209324,-0.1111864619893872,579.2857142857143,947,879|801|661|510|137|32|972
real_low4,,53,7,0,0,10,3,0,7,random_valid,60,0,0.22913545467793617,0.16449740966861293,0.5994741631396636,2.4928771581206783,-0.1111864619893872,383.2857142857143,952,435|556|493|577|678|912|512
real_low4,,53,7,0,0,10,3,0,7,random_valid,61,0,0.5667556987315158,0.5647592170919383,0.5730234565161649,-0.052909419843225614,-0.1111864619893872,267.7142857142857,621,556|468|542|864|416|650|174
real_low4,,53,7,0,0,10,3,0,7,random_valid,62,0,0.3507322071401008,0.36885526306797994,0.36917580512485015,-0.12805613208432876,-0.1111864619893872,290.42857142857144,991,866|497|153|497|82|113|36
real_low4,,53,7,0,0,10,3,0,7,random_valid,63,0,0.03764116990682024,0.03041106048431345,0.3766129824019329,-2.6738427100482323,-0.1111864619893872,531.4285714285714,940,642|73|266|314|541|149|561
real_low4,,53,7,1,7,10,3,0,7,gt,0,0,0.8652920159536691,0.9895628940366434,0.9895628940366434,-0.18173235511368846,-0.18173235511368846,1.0,1,468|89|713|865|92|645|426
real_low4,,53,7,1,7,10,3,0,7,hard,0,0,0.8652920159536691,0.9895628940366434,0.9895628940366434,-0.18173235511368846,-0.18173235511368846,1.0,1,468|89|713|865|92|645|426
real_low4,,53,7,1,7,10,3,0,7,random_valid,0,0,0.06587849399635316,0.07399149969270222,0.32418031758340526,-0.9715396368314053,-0.18173235511368846,423.42857142857144,797,364|242|440|914|614|350|16
real_low4,,53,7,1,7,10,3,0,7,random_valid,1,0,0.034248755459687884,0.21102158569136675,0.6421995821756565,-0.6126757457208312,-0.18173235511368846,411.0,761,460|514|61|388|429|569|680
real_low4,,53,7,1,7,10,3,0,7,random_valid,2,0,0.18708421960520327,0.09816299003687252,0.4137984046634305,2.3272476699157973,-0.18173235511368846,412.57142857142856,1010,674|990|587|474|957|899|656
real_low4,,53,7,1,7,10,3,0,7,random_valid,3,0,0.03504105703802242,0.020046253857014164,0.3734200974959695,2.3839911056896916,-0.18173235511368846,571.1428571428571,847,800|148|502|244|930|524|618
real_low4,,53,7,1,7,10,3,0,7,random_valid,4,0,0.07126613066691188,0.11254136359024759,0.7639376700123349,-1.561978090154359,-0.18173235511368846,351.0,598,861|865|353|30|255|542|214
real_low4,,53,7,1,7,10,3,0,7,random_valid,5,0,0.36694804979802353,0.5136914820087438,0.5462180717204825,-0.30288725852281395,-0.18173235511368846,397.42857142857144,878,401|556|780|473|671|203|84
real_low4,,53,7,1,7,10,3,0,7,random_valid,6,0,0.045505545910855386,0.040704940197067246,0.49165344518037285,2.612498455157536,-0.18173235511368846,423.85714285714283,723,56|830|992|429|916|861|749
real_low4,,53,7,1,7,10,3,0,7,random_valid,7,0,0.21666494723603485,0.20915158320625848,0.3605902349072221,1.4576928568401755,-0.18173235511368846,405.14285714285717,856,980|132|857|988|517|107|208
real_low4,,53,7,1,7,10,3,0,7,random_valid,8,0,0.3147458558921052,0.47027019716787916,0.5575519138797492,-0.3933700344865909,-0.18173235511368846,229.14285714285714,596,933|425|996|55|504|620|955
real_low4,,53,7,1,7,10,3,0,7,random_valid,9,0,0.011606947458865164,0.024326758447915427,0.605237468533263,-1.5297723563367434,-0.18173235511368846,414.7142857142857,996,45|0|229|667|188|134|116
real_low4,,53,7,1,7,10,3,0,7,random_valid,10,0,0.34701172507228556,0.18544916410481696,0.5855484722299832,0.3826347898807194,-0.18173235511368846,469.7142857142857,995,491|890|531|324|886|859|85
real_low4,,53,7,1,7,10,3,0,7,random_valid,11,0,0.15996492170317433,0.1644566390026819,0.45126201620898343,1.8395608435347608,-0.18173235511368846,280.42857142857144,524,577|587|800|139|598|230|75
real_low4,,53,7,1,7,10,3,0,7,random_valid,12,0,0.42708918385510725,0.47517673101353264,0.47667628120535405,-0.21700530167583887,-0.18173235511368846,491.0,845,485|379|538|306|696|921|470
real_low4,,53,7,1,7,10,3,0,7,random_valid,13,0,0.11511131286865502,0.10363612648081441,0.6245048948162525,1.3733445063654672,-0.18173235511368846,541.4285714285714,1002,334|128|64|354|876|424|1014
real_low4,,53,7,1,7,10,3,0,7,random_valid,14,0,0.18346880890883957,0.07756685287187245,0.36745677713219826,-1.02214864711623,-0.18173235511368846,392.7142857142857,693,828|573|787|70|592|944|299
real_low4,,53,7,1,7,10,3,0,7,random_valid,15,0,0.1829230967311498,0.22119490715160633,0.4425098270712611,3.11398773888898,-0.18173235511368846,563.4285714285714,891,332|155|613|354|866|670|211
real_low4,,53,7,1,7,10,3,0,7,random_valid,16,0,0.33096165388943655,0.3707341911952237,0.37105088017904164,-0.1663962913910142,-0.18173235511368846,590.2857142857143,944,907|802|749|47|360|28|910
real_low4,,53,7,1,7,10,3,0,7,random_valid,17,0,0.014803793423242576,0.0252240375157325,0.5026591296513823,2.8839467830488683,-0.18173235511368846,395.7142857142857,733,839|844|765|85|158|130|254
real_low4,,53,7,1,7,10,3,0,7,random_valid,18,0,0.008012515286187233,0.030262358559867177,0.31279386179274604,2.1125427777983603,-0.18173235511368846,479.14285714285717,966,191|514|759|877|394|38|608
real_low4,,53,7,1,7,10,3,0,7,random_valid,19,0,0.001048633735824118,0.0067360871509653695,0.4919646928245341,2.8962156340270075,-0.18173235511368846,680.4285714285714,1022,270|5|813|362|604|320|887
real_low4,,53,7,1,7,10,3,0,7,random_valid,20,0,0.04088199399127048,0.004331733636957115,0.47170507739783735,-2.9544926761731687,-0.18173235511368846,482.14285714285717,878,534|340|228|258|180|842|1022
real_low4,,53,7,1,7,10,3,0,7,random_valid,21,0,0.14648935446539635,0.16791970503779358,0.3909120967968894,-1.480696952424186,-0.18173235511368846,626.0,934,649|637|720|35|812|650|483
real_low4,,53,7,1,7,10,3,0,7,random_valid,22,0,0.13788056019931916,0.045395932868429384,0.5475190930269705,-3.1170549516335146,-0.18173235511368846,639.0,833,251|185|864|250|592|95|954
real_low4,,53,7,1,7,10,3,0,7,random_valid,23,0,0.02677573072084723,0.011222779149582435,0.508238511081753,-1.5819149729938353,-0.18173235511368846,507.2857142857143,961,696|869|273|262|4|854|719
real_low4,,53,7,1,7,10,3,0,7,random_valid,24,0,0.4815063209653539,0.4193726239945596,0.5193840131027389,0.24461021637665237,-0.18173235511368846,598.7142857142857,994,499|288|183|238|658|317|563
real_low4,,53,7,1,7,10,3,0,7,random_valid,25,0,0.08627767137624848,0.026319685309064086,0.38666198194001994,1.801220684228075,-0.18173235511368846,551.7142857142857,859,28|766|390|95|576|905|285
real_low4,,53,7,1,7,10,3,0,7,random_valid,26,0,0.03210058355278915,0.04593639531202999,0.32840846567191,-2.474473881653469,-0.18173235511368846,453.85714285714283,732,627|508|954|898|119|888|215
real_low4,,53,7,1,7,10,3,0,7,random_valid,27,0,0.06616970352463324,0.10527611889612393,0.5259798198025509,-1.6800657808189496,-0.18173235511368846,393.0,641,416|44|415|439|901|932|79
real_low4,,53,7,1,7,10,3,0,7,random_valid,28,0,0.06789352503846113,0.008541273908460295,0.2922670128326772,-1.2567904220731438,-0.18173235511368846,461.2857142857143,1018,929|996|679|693|240|200|968
real_low4,,53,7,1,7,10,3,0,7,random_valid,29,0,0.20698220895527847,0.15437393267220137,0.37006476238331887,2.49747797723748,-0.18173235511368846,459.85714285714283,854,1022|668|642|945|948|363|819
real_low4,,53,7,1,7,10,3,0,7,random_valid,30,0,0.005408372858601486,0.032229958374033564,0.32000086246030096,1.9147075557758635,-0.18173235511368846,631.4285714285714,960,599|435|432|291|776|282|513
real_low4,,53,7,1,7,10,3,0,7,random_valid,31,0,0.041617733125361094,0.05567154158007441,0.33927672588549895,-2.247500138557892,-0.18173235511368846,548.5714285714286,884,213|296|295|287|160|882|362
real_low4,,53,7,1,7,10,3,0,7,random_valid,32,0,0.020927040530799232,0.01725035818859092,0.47557118246669505,1.9085731302867943,-0.18173235511368846,411.85714285714283,777,947|809|348|977|888|238|435
real_low4,,53,7,1,7,10,3,0,7,random_valid,33,0,0.14025081947348622,0.14751174785726123,0.4415677689071386,-1.4592264632124423,-0.18173235511368846,574.2857142857143,851,953|427|368|469|854|318|775
real_low4,,53,7,1,7,10,3,0,7,random_valid,34,0,0.05613914636379913,0.02751193740105402,0.6748913062173376,2.72291811396079,-0.18173235511368846,555.0,891,869|859|919|648|697|666|328
real_low4,,53,7,1,7,10,3,0,7,random_valid,35,0,0.11720409523209108,0.12669640699854354,0.39184492346670224,1.9361780449876074,-0.18173235511368846,389.0,998,0|395|345|116|680|688|179
real_low4,,53,7,1,7,10,3,0,7,random_valid,36,0,0.13752114451619665,0.30323297621027007,0.5412440175374068,-0.5543987035746691,-0.18173235511368846,565.8571428571429,969,995|401|7|180|371|822|566
real_low4,,53,7,1,7,10,3,0,7,random_valid,37,0,0.027305887494694814,0.013460616426102258,0.5066149866023774,-2.2904411169813796,-0.18173235511368846,531.2857142857143,801,509|666|493|432|56|1|807
real_low4,,53,7,1,7,10,3,0,7,random_valid,38,0,0.34005617419805373,0.1458804829914526,0.5069588741660805,0.2875511948001397,-0.18173235511368846,525.8571428571429,983,865|480|85|311|1000|934|294
real_low4,,53,7,1,7,10,3,0,7,random_valid,39,0,0.19764024260940102,0.312420292182475,0.3622299215305439,-0.3596306942967078,-0.18173235511368846,584.4285714285714,997,785|98|853|1007|24|792|590
real_low4,,53,7,1,7,10,3,0,7,random_valid,40,0,0.0162592289994237,0.021892304628731967,0.42355282775375325,-1.97605181066656,-0.18173235511368846,524.0,1015,321|76|319|786|942|793|539
real_low4,,53,7,1,7,10,3,0,7,random_valid,41,0,0.3321294555084867,0.31612128183657173,0.3343611017812244,-0.0452413879818887,-0.18173235511368846,468.2857142857143,931,829|48|925|75|978|100|828
real_low4,,53,7,1,7,10,3,0,7,random_valid,42,0,0.3354429267243829,0.33033213393913313,0.33599562280815,-0.04830860072642329,-0.18173235511368846,497.2857142857143,892,344|14|838|510|454|920|518
real_low4,,53,7,1,7,10,3,0,7,random_valid,43,0,0.1708445916554669,0.1705508252299756,0.40281842135744633,0.7507003192248982,-0.18173235511368846,530.2857142857143,994,265|83|768|827|934|492|95
real_low4,,53,7,1,7,10,3,0,7,random_valid,44,0,0.0335136293827482,0.05084870169321446,0.4251924647303424,-2.3824574993174243,-0.18173235511368846,573.4285714285714,855,893|871|1018|556|678|445|340
real_low4,,53,7,1,7,10,3,0,7,random_valid,45,0,0.08883223864684896,0.07158123361920503,0.3620886733959934,1.7766829822717964,-0.18173235511368846,479.42857142857144,893,956|31|324|316|617|537|599
real_low4,,53,7,1,7,10,3,0,7,random_valid,46,0,0.11122450055869769,0.07618768136485034,0.3611630192053503,2.821068921785904,-0.18173235511368846,574.8571428571429,1013,1023|584|537|435|882|12|460
real_low4,,53,7,1,7,10,3,0,7,random_valid,47,0,0.06637322319584793,0.02493371025629941,0.3889793909008796,0.6172765648376335,-0.18173235511368846,402.7142857142857,946,416|670|608|586|478|400|284
real_low4,,53,7,1,7,10,3,0,7,random_valid,48,0,0.1184607517616394,0.10383915089125692,0.23652354899253678,1.994455087133769,-0.18173235511368846,548.0,877,350|672|618|194|420|684|298
real_low4,,53,7,1,7,10,3,0,7,random_valid,49,0,0.43057233649222315,0.39542220757127045,0.4305737049403535,-0.0007668031861336466,-0.18173235511368846,438.14285714285717,953,1012|840|607|368|449|293|8
real_low4,,53,7,1,7,10,3,0,7,random_valid,50,0,0.3481736744456786,0.27946328616702476,0.3722046351901856,0.195534812464095,-0.18173235511368846,589.8571428571429,970,129|411|247|873|775|675|221
real_low4,,53,7,1,7,10,3,0,7,random_valid,51,0,0.10118397251502885,0.055885238054518886,0.40891005603848,3.003568080085726,-0.18173235511368846,458.85714285714283,940,312|670|801|2|905|307|48
real_low4,,53,7,1,7,10,3,0,7,random_valid,52,0,0.0020958780940225053,0.0007074124147856909,0.3691334641344487,-1.5711797283879634,-0.18173235511368846,394.7142857142857,836,850|665|842|335|309|788|304
real_low4,,53,7,1,7,10,3,0,7,random_valid,53,0,0.0386502764558252,0.09366610571699079,0.32443451899738235,2.578759114967653,-0.18173235511368846,618.7142857142857,891,476|592|919|547|79|546|751
real_low4,,53,7,1,7,10,3,0,7,random_valid,54,0,0.38659968132805794,0.33161722961344925,0.3868001040633867,1.2705928794235506,-0.18173235511368846,546.1428571428571,859,433|412|455|95|90|970|130
real_low4,,53,7,1,7,10,3,0,7,random_valid,55,0,0.09282724434306529,0.07941924393139672,0.481762290763886,2.897749240399275,-0.18173235511368846,429.42857142857144,899,141|801|621|992|9|376|864
real_low4,,53,7,1,7,10,3,0,7,random_valid,56,0,0.016463587086873177,0.011038068497193637,0.5531080130570548,1.7490780675709834,-0.18173235511368846,676.5714285714286,1000,291|823|70|69|486|854|267
real_low4,,53,7,1,7,10,3,0,7,random_valid,57,0,0.4207846825921028,0.3503514113711701,0.42181969544604964,0.02377089877014482,-0.18173235511368846,639.8571428571429,979,182|683|151|6|508|954|777
real_low4,,53,7,1,7,10,3,0,7,random_valid,58,0,0.08101836087734125,0.0849541527548191,0.544776806856535,1.2828617304016898,-0.18173235511368846,609.5714285714286,844,519|699|365|507|173|761|515
real_low4,,53,7,1,7,10,3,0,7,random_valid,59,0,0.17045992628119563,0.17075835716683194,0.4016477661390592,-2.518948466449224,-0.18173235511368846,597.8571428571429,972,90|556|539|180|327|947|282
real_low4,,53,7,1,7,10,3,0,7,random_valid,60,0,0.16455046178153196,0.07970192756260444,0.5249601129823243,2.844073017369915,-0.18173235511368846,469.42857142857144,905,313|804|448|391|25|357|814
real_low4,,53,7,1,7,10,3,0,7,random_valid,61,0,0.03659868018419191,0.012188608255028658,0.40669480888482723,2.385524712061959,-0.18173235511368846,660.1428571428571,1016,604|924|272|926|790|0|90
real_low4,,53,7,1,7,10,3,0,7,random_valid,62,0,0.12436902959993949,0.14724953893517312,0.28225023634403246,1.0558879873061136,-0.18173235511368846,421.0,822,385|756|218|2|113|460|367
real_low4,,53,7,1,7,10,3,0,7,random_valid,63,0,0.051770712049254916,0.041833669103705035,0.38213710717269284,-1.6647297170962756,-0.18173235511368846,730.0,991,17|808|16|905|103|303|408
real_low4,,53,7,2,14,10,3,0,7,gt,0,0,0.8517261307157173,0.9953756945918393,0.9953756945918393,-0.19706841883636228,-0.19706841883636228,1.0,1,765|1023|597|562|827|890|174
real_low4,,53,7,2,14,10,3,0,7,hard,0,0,0.8517261307157173,0.9953756945918393,0.9953756945918393,-0.19706841883636228,-0.19706841883636228,1.0,1,765|1023|597|562|827|890|174
real_low4,,53,7,2,14,10,3,0,7,random_valid,0,0,0.025870163905970817,0.04102325673653712,0.43591078880989204,3.1047861006553754,-0.19706841883636228,536.1428571428571,822,604|474|1005|273|283|92|347
real_low4,,53,7,2,14,10,3,0,7,random_valid,1,0,0.05858291030280212,0.08511719406071856,0.5521856210903597,-1.7766829822717967,-0.19706841883636228,363.42857142857144,574,712|791|308|546|259|737|489
