trial_id,packet_id,reference_id,esn0_db,seed,payload_index,gt_symbol,strict_sync_success,estimate_available,local_sync_estimate,oracle_decision,oracle_correct,oracle_true_margin_db,noisy_sync_decision,noisy_sync_correct,noisy_sync_true_margin_db,strict_end_to_end_correct
exp0_000002_rxg20_0_fulltrim:12:20260821,exp0_000002_rxg20_0_fulltrim,2,12.0,20260821,9,1669,0,1,1,1669,1,3.7565886746618515,1669,1,3.75978371086078,0
exp0_000002_rxg20_0_fulltrim:12:20260821,exp0_000002_rxg20_0_fulltrim,2,12.0,20260821,10,53,0,1,1,53,1,0.6286520080032708,53,1,0.6276546026126449,0
exp0_000002_rxg20_0_fulltrim:12:20260821,exp0_000002_rxg20_0_fulltrim,2,12.0,20260821,11,541,0,1,1,541,1,3.004252267959088,541,1,3.0068984363324196,0
exp0_000002_rxg20_0_fulltrim:12:20260821,exp0_000002_rxg20_0_fulltrim,2,12.0,20260821,12,213,0,1,1,213,1,4.944673997339257,213,1,4.9543709200973005,0
exp0_000002_rxg20_0_fulltrim:12:20260821,exp0_000002_rxg20_0_fulltrim,2,12.0,20260821,13,1301,0,1,1,1301,1,1.4015718141932454,1301,1,1.387946502625101,0
exp0_000002_rxg20_0_fulltrim:12:20260821,exp0_000002_rxg20_0_fulltrim,2,12.0,20260821,14,2677,0,1,1,2297,0,-0.4915618466850932,2297,0,-0.4985247481223476,0
exp0_000002_rxg20_0_fulltrim:12:20260821,exp0_000002_rxg20_0_fulltrim,2,12.0,20260821,15,1117,0,1,1,1117,1,1.172145613178985,1117,1,1.1701980559249612,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,0,3293,0,1,0,3293,1,3.0440578018224462,4022,0,-1.6779818068386585,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,1,313,0,1,0,313,1,0.23097209411897995,3996,0,-2.5347090568115043,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,2,1433,0,1,0,652,0,-0.8707704711855606,3897,0,-8.387289651575395,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,3,2865,0,1,0,2865,1,3.6931136941629523,259,0,-4.460574555138726,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,4,3469,0,1,0,3469,1,1.2562061264798672,3470,0,-8.462256362793974,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,5,3985,0,1,0,3985,1,3.133255970778644,3986,0,-13.031585654448484,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,6,3165,0,1,0,3165,1,2.787788727439502,3985,0,-5.377417637982353,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,7,1669,0,1,0,1669,1,4.139843368876019,1670,0,-11.15427290053001,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,8,3949,0,1,0,3949,1,3.997357498563577,3950,0,-7.656866144261148,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,9,1669,0,1,0,1669,1,4.541781739895931,3547,0,-4.276584396427983,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,10,969,0,1,0,969,1,3.3649859238300923,569,0,-5.99948447548912,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,11,541,0,1,0,541,1,0.44094353204511727,4044,0,-20.691493559029542,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,12,3881,0,1,0,1325,0,-0.40765085931932765,10,0,-10.50922973613349,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,13,1385,0,1,0,1385,1,2.784850544297881,117,0,-3.4481479349131616,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,14,2485,0,1,0,2485,1,4.979777368879764,4062,0,-4.622626994424257,0
exp0_000003_rxg20_0_fulltrim:12:20260821,exp0_000003_rxg20_0_fulltrim,3,12.0,20260821,15,1441,0,1,0,1441,1,1.0900643057871693,1443,0,-15.258440383391632,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,0,3293,0,1,1,3293,1,5.433228703260307,3293,1,5.449286187155831,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,1,313,0,1,1,313,1,3.8257247980082725,313,1,3.8088769491886856,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,2,1433,0,1,1,1433,1,4.350138730134769,1433,1,4.360845062548822,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,3,2865,0,1,1,2865,1,3.583089918987029,2865,1,2.9179996549619087,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,4,3469,0,1,1,3469,1,4.724282585451104,3469,1,4.720064790996244,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,5,3985,0,1,1,3985,1,0.3780735964351725,3985,1,0.3443989584685725,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,6,3165,0,1,1,3165,1,4.956369009524112,3165,1,4.949694272781712,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,7,1669,0,1,1,1669,1,0.9004244878720093,1669,1,0.911665649293119,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,8,3245,0,1,1,3245,1,0.7914505058751843,3245,1,0.7601932547641271,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,9,1381,0,1,1,1381,1,0.8418976409661176,1381,1,0.8145268039892115,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,10,709,0,1,1,709,1,2.0357351463588027,709,1,2.0462239493287657,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,11,609,0,1,1,609,1,0.7353614919861967,609,1,0.7316564271924015,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,12,213,0,1,1,213,1,1.3839534442773538,213,1,1.355309975828098,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,13,1385,0,1,1,1385,1,0.48384274692729423,1385,1,0.4724914462630911,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,14,2473,0,1,1,2473,1,1.0512775298196804,2473,1,1.0990808598087887,0
exp0_000004_rxg20_0_fulltrim:12:20260821,exp0_000004_rxg20_0_fulltrim,4,12.0,20260821,15,1449,0,1,1,3361,0,-0.21105300942076535,3361,0,-0.19546489648970097,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,0,3293,0,1,1,3293,1,4.186358618242088,3293,1,4.205832616068531,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,1,313,0,1,1,313,1,0.5339143504406196,313,1,0.5472849697030797,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,2,1433,0,1,1,1433,1,2.1128963912482406,1433,1,2.076221475060557,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,3,2865,0,1,1,2865,1,2.6072981686973518,2865,1,2.642220904553399,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,4,3469,0,1,1,3469,1,4.830895934840091,3469,1,4.7629049864559345,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,5,3985,0,1,1,3985,1,3.202824055241147,3985,1,3.1762698238323877,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,6,3165,0,1,1,3165,1,2.1580084397782513,3165,1,2.1638710099646987,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,7,1669,0,1,1,1669,1,1.6288171517703234,1669,1,1.6099444203925508,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,8,1169,0,1,1,1169,1,1.7392539923945236,1169,1,1.7817401863033397,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,9,665,0,1,1,665,1,3.132489196990388,665,1,3.194414832354781,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,10,197,0,1,1,197,1,4.799784737303265,197,1,4.756780640284875,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,11,993,0,1,1,993,1,0.9170541054811576,993,1,0.9544585452592025,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,12,4053,0,1,1,4053,1,2.7380360276788602,4053,1,2.7680784708159285,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,13,1333,0,1,1,2521,0,-0.025918228165121106,1333,1,0.03210210166993921,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,14,2681,0,1,1,2681,1,6.220970575386609,2681,1,6.227169678089298,0
exp0_000005_rxg20_0_fulltrim:12:20260821,exp0_000005_rxg20_0_fulltrim,5,12.0,20260821,15,1101,0,1,1,1101,1,3.5652749382393214,1101,1,3.642920038783422,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,0,3293,0,1,0,3293,1,4.272755854782739,4082,0,-6.302875153156099,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,1,313,0,1,0,313,1,1.7511534513958256,4046,0,-5.997802325298414,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,2,1433,0,1,0,1433,1,2.154920136059604,2333,0,-6.846648948653671,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,3,2865,0,1,0,2865,1,3.8992427853963174,101,0,-12.22333286344989,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,4,3469,0,1,0,3469,1,3.359080815899369,3467,0,-13.201908254018708,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,5,3985,0,1,0,3985,1,3.097996642417515,3983,0,-10.397029804570256,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,6,3165,0,1,0,2321,0,-0.3741868183169092,87,0,-17.042449397103628,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,7,1669,0,1,0,3363,0,-0.44781461221955415,3679,0,-9.186580047848082,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,8,3921,0,1,0,3921,1,0.07562843336858854,172,0,-7.049761663836805,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,9,1669,0,1,0,2103,0,-1.757786833193302,3555,0,-15.475533575560515,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,10,197,0,1,0,197,1,4.041486452903465,194,0,-6.699126358935523,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,11,609,0,1,0,609,1,1.987373882174597,3944,0,-14.642485420629905,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,12,4073,0,1,0,4073,1,2.803242717269765,4070,0,-7.831261399027808,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,13,745,0,1,0,745,1,0.6848177193477446,49,0,-10.450983698237476,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,14,2629,0,1,0,2629,1,1.6738263055464784,4015,0,-10.294919391791437,0
exp0_000006_rxg20_0_fulltrim:12:20260821,exp0_000006_rxg20_0_fulltrim,6,12.0,20260821,15,1469,0,1,0,1469,1,3.6661247719196193,17,0,-7.15962171360646,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,0,3293,0,1,1,3293,1,4.027944886081938,3293,1,4.033418541625089,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,1,313,0,1,1,313,1,0.7421145980660437,313,1,0.6522833779273595,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,2,1433,0,1,1,1433,1,2.8796654622378295,1433,1,2.7895960306553933,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,3,2865,0,1,1,2865,1,1.4944192370319556,2865,1,1.4405159588110263,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,4,3469,0,1,1,3469,1,0.02782242816143974,3469,1,0.10209490403488349,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,5,3985,0,1,1,3985,1,3.4830126722943326,3985,1,3.5039417275574998,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,6,3165,0,1,1,3165,1,2.97214088143235,3165,1,2.9736508495003076,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,7,1669,0,1,1,1669,1,1.2519824845477967,1669,1,1.2172917477446388,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,8,3217,0,1,1,3374,0,-1.3707168483716954,3374,0,-0.9873159131842634,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,9,1401,0,1,1,1401,1,1.5645452212512079,1401,1,1.5824913873011581,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,10,569,0,1,1,569,1,3.1229141142993173,569,1,3.0686377623779877,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,11,993,0,1,1,993,1,5.576409149709905,993,1,5.599916097732871,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,12,233,0,1,1,233,1,2.3857929478847706,233,1,3.0885053280218484,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,13,745,0,1,1,3985,0,-0.13684745765994458,3985,0,-0.16394505016580885,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,14,2457,0,1,1,2457,1,0.6243566075580609,2457,1,0.6264424572929107,0
exp0_000007_rxg20_0_fulltrim:12:20260821,exp0_000007_rxg20_0_fulltrim,7,12.0,20260821,15,1097,0,1,1,1097,1,3.519052562008469,1097,1,3.467858904792558,0
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,0,3293,1,1,1,3293,1,3.0742246040844687,3293,1,3.0747859598247045,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,1,313,1,1,1,313,1,1.4700370410993058,313,1,1.4770650761665278,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,2,1433,1,1,1,1365,0,-2.0188142281547967,1365,0,-1.9913782209148354,0
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,3,2865,1,1,1,2865,1,1.6988097085742933,2865,1,1.2491038587859613,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,4,3469,1,1,1,3469,1,2.488952926676749,3469,1,2.480544821696766,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,5,3985,1,1,1,3985,1,0.7789883647631947,3985,1,0.7634786581628092,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,6,3165,1,1,1,3165,1,1.889897563229364,3165,1,1.8904247190809966,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,7,1669,1,1,1,1669,1,5.517849843411681,1669,1,5.3283150801386805,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,8,3921,1,1,1,3921,1,3.8722829593477432,3921,1,3.8764308027197414,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,9,1381,1,1,1,1381,1,4.735942982753901,1381,1,4.728374224649377,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,10,713,1,1,1,713,1,0.27086331650290085,713,1,0.28198701386735475,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,11,997,1,1,1,997,1,3.0544187983978444,997,1,2.809950112912143,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,12,3861,1,1,1,3861,1,5.4373437214154565,3861,1,5.442973058777359,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,13,1289,1,1,1,1289,1,0.577112265043505,1289,1,0.5698204671584601,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,14,2665,1,1,1,2665,1,1.4092985663931428,2665,1,1.4189993978802797,1
exp0_000008_rxg20_0_fulltrim:12:20260821,exp0_000008_rxg20_0_fulltrim,8,12.0,20260821,15,1461,1,1,1,1461,1,2.870497860910418,1461,1,2.663620730356821,1
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,0,3293,0,0,0,3603,0,-0.026569093590052363,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,1,313,0,0,0,430,0,-0.3401370976720859,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,2,1433,0,0,0,1433,1,3.183959130523874,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,3,2865,0,0,0,2865,1,2.638397809232338,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,4,3469,0,0,0,3469,1,4.073506522901926,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,5,3985,0,0,0,3338,0,-0.9244557049275172,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,6,3165,0,0,0,1850,0,-1.932752519147729,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,7,1669,0,0,0,1669,1,2.8629984132126163,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,8,849,0,0,0,849,1,0.6090788595352503,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,9,665,0,0,0,665,1,2.0894774080692193,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,10,713,0,0,0,713,1,2.6820798660109277,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,11,797,0,0,0,797,1,3.24266862867969,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,12,3881,0,0,0,3881,1,3.0383456322027143,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,13,693,0,0,0,693,1,5.028678060318029,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,14,2437,0,0,0,2437,1,0.532741994741855,,,,0
exp0_000000_rxg20_0_fulltrim:12:20260822,exp0_000000_rxg20_0_fulltrim,0,12.0,20260822,15,1117,0,0,0,1117,1,3.2102022468834788,,,,0
exp0_000002_rxg20_0_fulltrim:12:20260822,exp0_000002_rxg20_0_fulltrim,2,12.0,20260822,0,3293,0,1,1,3293,1,1.1935314091971336,3293,1,1.1277533817990018,0
