dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance,noise_covariance_source,noise_window_count,noise_windows_available,raw_noise_power,covariance_sample_count,segment_covariance_sample_count,savaux_bin,gt_match_savaux,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_bin,segmented_gls_correct,segmented_gls_margin_db,segmented_gls_fix_vs_savaux,segmented_gls_break_vs_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux
0_0_0_10_14_32,0,0,0,0,8,4305479,4305481,803,16.772151585755374,17.865360862778005,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,803,1,1,17.865360862778005,0,0,803,1,16.411766895044842,0,0,803,1,10.369073646165655,0,0,803,1,13.486633724025372,0,0
0_0_0_10_14_32,7,6,7,13,21,14861008,14861010,562,15.531101409576793,14.64786062604778,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,562,1,1,14.64786062604778,0,0,562,1,5.800134064220213,0,0,562,1,2.478190951926096,0,0,562,1,10.656594989927132,0,0
0_0_0_10_14_32,7,6,7,14,22,14865104,14865106,478,16.55451889035471,15.452672361824076,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,478,1,1,15.452672361824076,0,0,478,1,14.70666297190544,0,0,478,1,15.13941664916282,0,0,478,1,11.383864339579215,0,0
0_0_0_10_14_32,7,6,7,15,23,14869200,14869202,267,18.60305912057018,17.561642625342234,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,267,1,1,17.561642625342234,0,0,267,1,21.753656968110686,0,0,267,1,10.80540460907428,0,0,267,1,14.397121944905757,0,0
0_0_0_10_14_32,7,6,7,16,24,14873296,14873298,917,22.219488411559833,20.402832569651036,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,917,1,1,20.402832569651036,0,0,917,1,2.0542073446782956,0,0,917,1,0.16895693665022687,0,0,917,1,15.919357248520523,0,0
0_0_0_10_14_32,7,6,7,17,25,14877392,14877394,656,18.02281792168123,16.11242753757686,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,656,1,1,16.11242753757686,0,0,656,1,17.01836141489954,0,0,656,1,10.302912760511695,0,0,656,1,11.547362604370086,0,0
0_0_0_10_14_32,7,6,7,18,26,14881488,14881490,889,19.294169526996626,18.258329789992434,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,889,1,1,18.258329789992434,0,0,889,1,14.399156762794147,0,0,889,1,7.740740803194316,0,0,889,1,15.74329555616244,0,0
0_0_0_10_14_32,7,6,7,19,27,14885584,14885586,510,16.974864729184517,15.387953984626456,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,510,1,1,15.387953984626456,0,0,510,1,15.66062037509404,0,0,510,1,7.998245068784654,0,0,510,1,11.106496851162815,0,0
0_0_0_10_14_32,7,6,7,20,28,14889680,14889682,860,18.728229027943282,16.96846385869938,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,860,1,1,16.96846385869938,0,0,860,1,16.737244490784057,0,0,860,1,9.93218676201722,0,0,860,1,14.743187900063823,0,0
0_0_0_10_14_32,7,6,7,21,29,14893776,14893778,553,16.881820886036717,15.791224703697797,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,553,1,1,15.791224703697797,0,0,553,1,16.465556074135876,0,0,553,1,9.01622365113462,0,0,553,1,11.488918610902687,0,0
0_0_0_10_14_32,7,6,7,22,30,14897872,14897874,629,17.097852520166672,15.996492881443356,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,629,1,1,15.996492881443356,0,0,629,1,16.085846056405448,0,0,629,1,7.909066033959902,0,0,629,1,11.861857113927488,0,0
0_0_0_10_14_32,7,6,7,23,31,14901968,14901970,759,18.769603911316505,16.762392668108433,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,759,1,1,16.762392668108433,0,0,759,1,16.102098504670813,0,0,759,1,7.61105498242452,0,0,759,1,12.83531726858422,0,0
0_0_0_10_14_32,7,6,7,24,32,14906064,14906066,874,16.470393159083883,15.261272524237246,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,874,1,1,15.261272524237246,0,0,874,1,17.059688469144042,0,0,874,1,16.486032384119518,0,0,874,1,14.537465963157139,0,0
0_0_0_10_14_32,7,6,7,25,33,14910160,14910162,720,17.55276029483674,15.232832464197417,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,720,1,1,15.232832464197417,0,0,720,1,12.417254048536835,0,0,720,1,7.423969938674226,0,0,720,1,12.480140638803388,0,0
0_0_0_10_14_32,7,6,7,26,34,14914256,14914258,314,18.82358357944446,17.001048880994095,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,314,1,1,17.001048880994095,0,0,314,1,14.204392540349723,0,0,314,1,11.779685449658164,0,0,314,1,14.20965199253227,0,0
0_0_0_10_14_32,7,6,7,27,35,14918352,14918354,602,18.079418856474476,16.609439215006073,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,602,1,1,16.609439215006073,0,0,602,1,18.424548952848138,0,0,602,1,10.8273996097539,0,0,602,1,12.368713865792456,0,0
0_0_0_10_14_32,7,6,7,28,36,14922448,14922450,7,13.646504713388286,12.76541326654935,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,7,1,1,12.76541326654935,0,0,7,1,13.29041410695283,0,0,7,1,12.621382048557878,0,0,7,1,11.767103182085387,0,0
0_0_0_10_14_32,7,6,7,29,37,14926544,14926546,610,18.39427440652861,16.934420316840722,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,2175,2.431641274210765e-05,128,128,610,1,1,16.934420316840722,0,0,610,1,16.206706155354258,0,0,610,1,9.6155308515673,0,0,610,1,12.851111527276062,0,0
