packet_index,frame_index,frame_symbol_index,payload_symbol_index,start_sample,gt_bin,noise_source,savaux_bin,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_bin,segmented_gls_correct,segmented_gls_margin_db,segmented_gls_fix_vs_savaux,segmented_gls_break_vs_savaux,model_nus_bin,model_nus_correct,model_nus_margin_db,model_nus_fix_vs_savaux,model_nus_break_vs_savaux
7,0,41,33,30551477,303,independent_low1_natural_offpacket,303,1,10.852646831225318,0,0,303,1,9.773436558921304,0,0,303,1,11.304456597028825,0,0,303,1,9.892973661517644,0,0,303,1,11.199199923641386,0,0
7,0,42,34,30555573,1022,independent_low1_natural_offpacket,1022,1,8.941190921253785,0,0,1022,1,9.037542193379814,0,0,1022,1,8.844507437395192,0,0,1022,1,7.751493321453134,0,0,1022,1,8.905530365717969,0,0
7,0,43,35,30559669,720,independent_low1_natural_offpacket,720,1,5.642069523859986,0,0,720,1,5.7002916122459615,0,0,720,1,5.851442960226185,0,0,720,1,5.395379797134838,0,0,720,1,6.271643930391973,0,0
7,0,44,36,30563765,314,independent_low1_natural_offpacket,314,1,12.744567036211249,0,0,314,1,12.856027012384597,0,0,314,1,12.82614505615566,0,0,314,1,12.579163277061035,0,0,314,1,12.536012588271612,0,0
7,0,45,37,30567861,602,independent_low1_natural_offpacket,602,1,13.074198515583708,0,0,602,1,12.97388779384062,0,0,602,1,13.281923401411612,0,0,602,1,12.941238827457989,0,0,602,1,12.889698470136732,0,0
7,0,46,38,30571957,7,independent_low1_natural_offpacket,7,1,12.27487634788109,0,0,7,1,12.582557488864358,0,0,7,1,11.941850387588484,0,0,7,1,12.171569701388083,0,0,7,1,11.903515625743694,0,0
7,0,47,39,30576053,414,independent_low1_natural_offpacket,414,1,10.73087792880722,0,0,414,1,9.484026444774278,0,0,414,1,10.433857339161301,0,0,414,1,10.427533029313112,0,0,414,1,10.22722664819684,0,0
7,0,48,40,30580149,807,independent_low1_natural_offpacket,807,1,12.481843590391218,0,0,807,1,12.883407622137899,0,0,807,1,12.690048801316578,0,0,807,1,12.393800146745352,0,0,807,1,11.83242791254255,0,0
7,0,49,41,30584245,195,independent_low1_natural_offpacket,195,1,11.643337251865344,0,0,195,1,12.348016551656231,0,0,195,1,11.092271721270015,0,0,195,1,11.032441121065892,0,0,195,1,10.305703857887119,0,0
7,0,50,42,30588341,826,independent_low1_natural_offpacket,826,1,12.734838562427015,0,0,826,1,13.650021376492731,0,0,826,1,12.531537603776679,0,0,826,1,12.10923984542886,0,0,826,1,12.907719633209524,0,0
7,0,51,43,30592437,928,independent_low1_natural_offpacket,928,1,10.515289664992464,0,0,928,1,11.65794797258787,0,0,928,1,10.343335737273911,0,0,928,1,10.002657041076787,0,0,928,1,10.29918983543876,0,0
7,0,52,44,30596533,761,independent_low1_natural_offpacket,761,1,10.743007579635025,0,0,761,1,10.550496034721114,0,0,761,1,10.883303854760143,0,0,761,1,10.86379491017048,0,0,761,1,10.60443660143465,0,0
7,0,53,45,30600629,590,independent_low1_natural_offpacket,590,1,11.695201095589344,0,0,590,1,11.943265426823043,0,0,590,1,11.225937332479791,0,0,590,1,11.27756733212381,0,0,590,1,11.093733738519331,0,0
7,0,54,46,30604725,383,independent_low1_natural_offpacket,383,1,7.761651769868093,0,0,383,1,7.47291671142277,0,0,383,1,7.822140180900792,0,0,383,1,7.078672629009672,0,0,383,1,7.460600392395782,0,0
7,0,55,47,30608821,267,independent_low1_natural_offpacket,267,1,5.236636034343775,0,0,267,1,5.388127265020652,0,0,267,1,4.845996080733771,0,0,267,1,4.850258927865686,0,0,267,1,4.280941152519766,0,0
7,0,56,48,30612917,314,independent_low1_natural_offpacket,314,1,12.722907621864811,0,0,314,1,12.248386410772216,0,0,314,1,12.768120111144569,0,0,314,1,13.046043898104625,0,0,314,1,12.643950807466325,0,0
8,1,8,0,31916673,803,independent_low1_natural_offpacket,803,1,9.808913230736902,0,0,803,1,9.614470253355035,0,0,803,1,9.237499139089923,0,0,803,1,8.87577958270131,0,0,803,1,9.255574958009534,0,0
8,1,9,1,31920769,711,independent_low1_natural_offpacket,711,1,9.188984209103232,0,0,711,1,10.566770425704437,0,0,711,1,9.24912106825939,0,0,711,1,9.554845775300072,0,0,711,1,9.34085583535835,0,0
8,1,10,2,31924865,922,independent_low1_natural_offpacket,922,1,10.809375569170822,0,0,922,1,11.152169020729755,0,0,922,1,10.044314620633951,0,0,922,1,10.590557332496065,0,0,922,1,9.853769201407248,0,0
8,1,11,3,31928961,718,independent_low1_natural_offpacket,718,1,8.117829241957345,0,0,718,1,8.115719776286793,0,0,718,1,7.587341801119981,0,0,718,1,7.863310586477689,0,0,718,1,7.80989728796539,0,0
8,1,12,4,31933057,756,independent_low1_natural_offpacket,756,1,10.316289232900207,0,0,756,1,10.496403862296495,0,0,756,1,9.595481529506378,0,0,756,1,9.553884142065254,0,0,756,1,9.186995279317728,0,0
8,1,13,5,31937153,109,independent_low1_natural_offpacket,109,1,2.4799809878777674,0,0,109,1,3.223489252491631,0,0,109,1,3.6813365998815044,0,0,109,1,3.8266942761441154,0,0,109,1,3.7982891085990595,0,0
8,1,14,6,31941249,932,independent_low1_natural_offpacket,932,1,4.29423564573565,0,0,932,1,4.511879142289688,0,0,932,1,4.1531013996749415,0,0,932,1,3.1720630201391304,0,0,932,1,4.0796269135365995,0,0
8,1,15,7,31945345,468,independent_low1_natural_offpacket,468,1,8.866437516788475,0,0,468,1,9.499096965218017,0,0,468,1,8.543310080037692,0,0,468,1,7.2198638002217175,0,0,468,1,7.913198603154459,0,0
8,1,16,8,31949441,89,independent_low1_natural_offpacket,89,1,8.758385304899411,0,0,89,1,9.080033966308477,0,0,89,1,7.778931238190294,0,0,89,1,7.668242270212485,0,0,89,1,7.8951998953172255,0,0
8,1,17,9,31953537,713,independent_low1_natural_offpacket,713,1,7.45839144226625,0,0,713,1,8.277301756612433,0,0,713,1,7.616623438295779,0,0,713,1,7.158749896400094,0,0,713,1,7.84850793230845,0,0
8,1,18,10,31957633,865,independent_low1_natural_offpacket,865,1,11.159533133919739,0,0,865,1,10.887833396671668,0,0,865,1,10.641123168574921,0,0,865,1,11.087050611967197,0,0,865,1,10.824596871617471,0,0
8,1,19,11,31961729,92,independent_low1_natural_offpacket,92,1,8.527327166347083,0,0,92,1,8.599938253370858,0,0,92,1,8.464763144822637,0,0,92,1,7.411320571678149,0,0,92,1,8.528022709584203,0,0
8,1,20,12,31965825,645,independent_low1_natural_offpacket,645,1,4.155199305999717,0,0,645,1,3.3360478867405674,0,0,645,1,4.109028686553663,0,0,645,1,3.0897917547904115,0,0,645,1,3.696298796687265,0,0
8,1,21,13,31969921,426,independent_low1_natural_offpacket,426,1,8.151839019084273,0,0,426,1,8.574300055125015,0,0,426,1,8.002560950504678,0,0,426,1,7.808772718629915,0,0,426,1,7.761460188181885,0,0
8,1,22,14,31974017,765,independent_low1_natural_offpacket,765,1,9.849602408518773,0,0,765,1,10.57782359787041,0,0,765,1,9.622219755789951,0,0,765,1,10.05466910989995,0,0,765,1,9.620079567180996,0,0
8,1,23,15,31978113,1023,independent_low1_natural_offpacket,1023,1,10.777790355500594,0,0,1023,1,10.003045518960649,0,0,1023,1,10.28873940846266,0,0,1023,1,9.299146913434267,0,0,1023,1,10.652927303703803,0,0
8,1,24,16,31982209,597,independent_low1_natural_offpacket,597,1,7.824122613200783,0,0,597,1,7.081153410985413,0,0,597,1,8.048753974909047,0,0,597,1,7.092916331493244,0,0,597,1,8.425868148181593,0,0
8,1,25,17,31986305,562,independent_low1_natural_offpacket,562,1,5.345009171024243,0,0,562,1,4.976796986081535,0,0,562,1,4.513139779335847,0,0,562,1,2.73281539636544,0,0,562,1,4.607292842792244,0,0
8,1,26,18,31990401,827,independent_low1_natural_offpacket,827,1,4.792386680369443,0,0,827,1,4.25358123032826,0,0,827,1,4.405721191126642,0,0,827,1,3.930070997758129,0,0,827,1,4.1062647224171345,0,0
8,1,27,19,31994497,890,independent_low1_natural_offpacket,890,1,5.370211126343252,0,0,890,1,4.693690539491742,0,0,890,1,4.97983034689724,0,0,890,1,4.245798857892542,0,0,890,1,4.930220285924481,0,0
8,1,28,20,31998593,174,independent_low1_natural_offpacket,174,1,2.269263928034589,0,0,174,1,1.327236487809975,0,0,174,1,2.3691739698811394,0,0,174,1,1.3390924513136953,0,0,174,1,1.5991821001397617,0,0
8,1,29,21,32002689,267,independent_low1_natural_offpacket,708,0,0.528453149848673,0,0,708,0,0.6594364830481154,0,0,708,0,0.2650742346784625,0,0,708,0,1.2140335004702576,0,0,708,0,0.1868196273256626,0,0
8,1,30,22,32006785,917,independent_low1_natural_offpacket,917,1,4.305782450054406,0,0,917,1,4.055779562610847,0,0,917,1,3.6790703512124283,0,0,917,1,3.8926189733255563,0,0,917,1,3.71249967496333,0,0
8,1,31,23,32010881,656,independent_low1_natural_offpacket,656,1,1.027256258651268,0,0,656,1,1.2967087316731918,0,0,656,1,1.0349788921608853,0,0,656,1,1.7413084078053251,0,0,656,1,0.8249517976850546,0,0
8,1,32,24,32014977,889,independent_low1_natural_offpacket,889,1,3.513994546560407,0,0,889,1,3.471072180832424,0,0,889,1,3.8132998624400107,0,0,889,1,2.8025610228312607,0,0,889,1,3.8233403610450094,0,0
8,1,33,25,32019073,66,independent_low1_natural_offpacket,66,1,6.839417739958716,0,0,66,1,6.6320284918498205,0,0,66,1,6.588153622770569,0,0,66,1,6.263555527524119,0,0,66,1,6.290273605696129,0,0
8,1,34,26,32023169,586,independent_low1_natural_offpacket,586,1,8.35552985142048,0,0,586,1,7.185043819224621,0,0,586,1,7.84006823450552,0,0,586,1,4.950221688533476,0,0,586,1,7.787145303349826,0,0
8,1,35,27,32027265,425,independent_low1_natural_offpacket,425,1,9.431136302125282,0,0,425,1,9.230413193836512,0,0,425,1,8.493068369293288,0,0,425,1,7.968629236783526,0,0,425,1,8.234791037224717,0,0
8,1,36,28,32031361,860,independent_low1_natural_offpacket,860,1,8.972442658688122,0,0,860,1,8.45215590740319,0,0,860,1,8.918128698841697,0,0,860,1,8.541748856826967,0,0,860,1,8.555889002434155,0,0
8,1,37,29,32035457,553,independent_low1_natural_offpacket,553,1,11.036173767023232,0,0,553,1,10.093239784233155,0,0,553,1,10.548387995335196,0,0,553,1,10.093961376845,0,0,553,1,10.681729055195708,0,0
8,1,38,30,32039553,629,independent_low1_natural_offpacket,629,1,5.814228404850988,0,0,629,1,5.458780431863338,0,0,629,1,5.539974585798601,0,0,629,1,6.0018085884324215,0,0,629,1,5.552439867684425,0,0
8,1,39,31,32043649,759,independent_low1_natural_offpacket,759,1,4.873256780545116,0,0,759,1,5.2591193851377405,0,0,759,1,4.934499111246137,0,0,759,1,4.247478888289385,0,0,759,1,4.633946511943614,0,0
8,1,40,32,32047746,494,independent_low1_natural_offpacket,494,1,7.972223917985684,0,0,494,1,8.389324780608957,0,0,494,1,7.8713884299969425,0,0,494,1,7.0405187607372985,0,0,494,1,8.195661954614387,0,0
8,1,41,33,32051842,303,independent_low1_natural_offpacket,303,1,9.015057889234454,0,0,303,1,9.081849226070048,0,0,303,1,10.38905747495193,0,0,303,1,10.352912680646051,0,0,303,1,10.702028238231055,0,0
8,1,42,34,32055938,1022,independent_low1_natural_offpacket,1022,1,9.935316355746311,0,0,1022,1,9.760225781893837,0,0,1022,1,10.042080748374476,0,0,1022,1,9.017414539417803,0,0,1022,1,10.304817312550634,0,0
8,1,43,35,32060034,720,independent_low1_natural_offpacket,720,1,7.8221458424240815,0,0,720,1,7.9778179434278975,0,0,720,1,7.522967835082001,0,0,720,1,7.836603549788952,0,0,720,1,7.52226785569856,0,0
8,1,44,36,32064130,314,independent_low1_natural_offpacket,314,1,10.905927734118015,0,0,314,1,11.238104202649248,0,0,314,1,10.537908765005321,0,0,314,1,9.947803464830606,0,0,314,1,9.530627352847869,0,0
8,1,45,37,32068226,602,independent_low1_natural_offpacket,602,1,10.326837128000294,0,0,602,1,11.481710485196002,0,0,602,1,10.016605677393866,0,0,602,1,11.180559424000638,0,0,602,1,10.101759435914985,0,0
8,1,46,38,32072322,7,independent_low1_natural_offpacket,7,1,8.946484525847042,0,0,7,1,8.643727536560778,0,0,7,1,8.448080747550875,0,0,7,1,8.45599670561692,0,0,7,1,8.793908305568864,0,0
8,1,47,39,32076418,414,independent_low1_natural_offpacket,414,1,10.571617722319104,0,0,414,1,10.288308930951695,0,0,414,1,10.71527057800029,0,0,414,1,10.013129002671588,0,0,414,1,10.511369298519487,0,0
8,1,48,40,32080514,807,independent_low1_natural_offpacket,807,1,8.710661490804059,0,0,807,1,8.861506745583297,0,0,807,1,8.996590911681974,0,0,807,1,8.401614602107756,0,0,807,1,9.17313374898675,0,0
8,1,49,41,32084610,195,independent_low1_natural_offpacket,195,1,10.905938684430016,0,0,195,1,9.762823705497217,0,0,195,1,10.238039256693723,0,0,195,1,9.71836247978185,0,0,195,1,10.216843507530884,0,0
8,1,50,42,32088706,826,independent_low1_natural_offpacket,826,1,9.530042052717702,0,0,826,1,9.587864764477192,0,0,826,1,9.832974882974666,0,0,826,1,8.722719106366466,0,0,826,1,9.960213843671102,0,0
8,1,51,43,32092802,928,independent_low1_natural_offpacket,928,1,3.2712166624269807,0,0,928,1,3.3825877131354702,0,0,928,1,2.8814228301311435,0,0,928,1,3.7728744971786146,0,0,928,1,2.805786602960085,0,0
8,1,52,44,32096898,761,independent_low1_natural_offpacket,761,1,6.228636151212087,0,0,761,1,6.429658615104266,0,0,761,1,6.023257636127236,0,0,761,1,5.973076269624979,0,0,761,1,6.058719734986408,0,0
8,1,53,45,32100994,590,independent_low1_natural_offpacket,590,1,8.46886185475077,0,0,590,1,8.785093035223404,0,0,590,1,7.661899333692396,0,0,590,1,8.0462571920482,0,0,590,1,7.714654183254101,0,0
8,1,54,46,32105090,383,independent_low1_natural_offpacket,383,1,9.643629809295962,0,0,383,1,9.59950127301613,0,0,383,1,10.026757772745437,0,0,383,1,9.516495343076507,0,0,383,1,9.609780619469268,0,0
8,1,55,47,32109186,267,independent_low1_natural_offpacket,267,1,11.214351572913536,0,0,267,1,11.095398535524465,0,0,267,1,11.238892638403062,0,0,267,1,11.070449658441833,0,0,267,1,10.92188805516871,0,0
8,1,56,48,32113282,314,independent_low1_natural_offpacket,314,1,10.669180353043169,0,0,314,1,10.576505318200962,0,0,314,1,10.548045428647574,0,0,314,1,10.543735690247493,0,0,314,1,10.608728355163475,0,0
9,2,8,0,33417040,803,independent_low1_natural_offpacket,803,1,9.294455558320887,0,0,803,1,9.481850634366722,0,0,803,1,9.151345006400595,0,0,803,1,9.02144023991858,0,0,803,1,8.520424184261815,0,0
9,2,9,1,33421136,711,independent_low1_natural_offpacket,711,1,3.486727332043602,0,0,711,1,3.32853142050598,0,0,711,1,3.1262230251824548,0,0,711,1,2.1222366606724905,0,0,711,1,3.1496951876990167,0,0
9,2,10,2,33425232,922,independent_low1_natural_offpacket,922,1,4.444640250345915,0,0,922,1,4.787673428205769,0,0,922,1,3.380221143042281,0,0,922,1,3.7912629904227324,0,0,922,1,3.7580614319931294,0,0
9,2,11,3,33429328,718,independent_low1_natural_offpacket,718,1,9.34276344267311,0,0,718,1,9.697959008699984,0,0,718,1,8.83130446970444,0,0,718,1,9.235321242789402,0,0,718,1,8.677809706788256,0,0
9,2,12,4,33433424,756,independent_low1_natural_offpacket,756,1,11.062896111772993,0,0,756,1,11.059716959910537,0,0,756,1,10.556505118445019,0,0,756,1,10.062696591215648,0,0,756,1,10.380986073635903,0,0
9,2,13,5,33437520,109,independent_low1_natural_offpacket,109,1,9.794039347121414,0,0,109,1,9.377253105704927,0,0,109,1,9.849878212008836,0,0,109,1,9.301745632579532,0,0,109,1,9.559566894734193,0,0
9,2,14,6,33441616,932,independent_low1_natural_offpacket,932,1,10.26532576238651,0,0,932,1,9.802835932964598,0,0,932,1,9.860704982806899,0,0,932,1,8.760654031256243,0,0,932,1,10.166326483367396,0,0
9,2,15,7,33445712,468,independent_low1_natural_offpacket,468,1,11.10805071027305,0,0,468,1,10.577181132933651,0,0,468,1,10.435823705004887,0,0,468,1,10.540073266790554,0,0,468,1,10.60401604810425,0,0
9,2,16,8,33449808,89,independent_low1_natural_offpacket,89,1,8.979941013768451,0,0,89,1,9.762199108310362,0,0,89,1,8.926179848600274,0,0,89,1,9.338994253562905,0,0,89,1,8.57581099849179,0,0
9,2,17,9,33453904,713,independent_low1_natural_offpacket,713,1,11.161739072652088,0,0,713,1,11.238076854987078,0,0,713,1,11.119701786795877,0,0,713,1,11.244242276272711,0,0,713,1,11.417526817338821,0,0
9,2,18,10,33458000,865,independent_low1_natural_offpacket,865,1,11.192114765741616,0,0,865,1,11.292578251011404,0,0,865,1,11.544723546373493,0,0,865,1,11.756478081748693,0,0,865,1,11.288298908635557,0,0
9,2,19,11,33462096,92,independent_low1_natural_offpacket,92,1,10.71925384855154,0,0,92,1,10.47230590098234,0,0,92,1,10.056049365907224,0,0,92,1,9.954725983614154,0,0,92,1,9.649786830592467,0,0
9,2,20,12,33466192,645,independent_low1_natural_offpacket,645,1,8.87914973180536,0,0,645,1,9.797265895917166,0,0,645,1,9.161449509681564,0,0,645,1,9.850234458836528,0,0,645,1,9.079715467058465,0,0
9,2,21,13,33470288,426,independent_low1_natural_offpacket,426,1,8.92498299189531,0,0,426,1,8.975804979885412,0,0,426,1,9.235090308640755,0,0,426,1,8.022675448281495,0,0,426,1,9.539156466721035,0,0
9,2,22,14,33474384,765,independent_low1_natural_offpacket,765,1,4.050980022003713,0,0,765,1,4.353088045423278,0,0,765,1,3.5912069737970214,0,0,765,1,2.8351676366281002,0,0,765,1,3.4468548275073774,0,0
9,2,23,15,33478480,1023,independent_low1_natural_offpacket,1023,1,8.100638657589446,0,0,1023,1,7.8589507039684205,0,0,1023,1,7.190523107486668,0,0,1023,1,7.446615296927109,0,0,1023,1,7.920416402757688,0,0
9,2,24,16,33482576,597,independent_low1_natural_offpacket,597,1,10.760190088534449,0,0,597,1,11.317248232432135,0,0,597,1,11.269241717105245,0,0,597,1,11.004890778323313,0,0,597,1,10.700229597487873,0,0
9,2,25,17,33486672,562,independent_low1_natural_offpacket,562,1,11.475598805744962,0,0,562,1,11.969918508586037,0,0,562,1,11.357105628860694,0,0,562,1,10.803476507474736,0,0,562,1,10.631100467366728,0,0
9,2,26,18,33490768,827,independent_low1_natural_offpacket,827,1,10.130392314393056,0,0,827,1,10.495134966808424,0,0,827,1,10.689167789342356,0,0,827,1,10.643288602018702,0,0,827,1,10.634167936756944,0,0
9,2,27,19,33494864,890,independent_low1_natural_offpacket,890,1,10.861448089117218,0,0,890,1,10.722084604059653,0,0,890,1,10.930094315023041,0,0,890,1,10.806092333145255,0,0,890,1,10.604699078509551,0,0
9,2,28,20,33498960,174,independent_low1_natural_offpacket,174,1,9.894626492994664,0,0,174,1,10.292114840126423,0,0,174,1,9.716149183802944,0,0,174,1,9.559238949130224,0,0,174,1,9.090833648181194,0,0
9,2,29,21,33503056,267,independent_low1_natural_offpacket,267,1,10.613417511736316,0,0,267,1,10.37141471454013,0,0,267,1,9.609255543111265,0,0,267,1,9.531035281674155,0,0,267,1,9.34128223224981,0,0
9,2,30,22,33507152,917,independent_low1_natural_offpacket,917,1,10.177300719705524,0,0,917,1,9.926541757001191,0,0,917,1,10.277313866175735,0,0,917,1,9.445771857820407,0,0,917,1,10.055549349673703,0,0
9,2,31,23,33511248,656,independent_low1_natural_offpacket,656,1,9.948821198272862,0,0,656,1,10.383737539728239,0,0,656,1,10.200859471307894,0,0,656,1,9.895581333448515,0,0,656,1,10.429996040346847,0,0
