dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,gt_bin,case_index,noise_model,snr_db,seed,savaux_equal_bin,savaux_gls_bin,savaux_nus_joint_gls_bin,cfr_whitened_ml_bin,savaux_equal_correct,savaux_gls_correct,savaux_nus_joint_gls_correct,cfr_whitened_ml_correct,savaux_equal_margin_db,savaux_gls_margin_db,savaux_nus_joint_gls_margin_db,cfr_whitened_ml_margin_db
0_0_0_10_14_32,0,0,33,41,590,33,awgn,-24.0,101,590,590,590,590,1,1,1,1,3.2582450866662978,3.258245355248712,3.258245357041996,3.258245299445858
0_0_0_10_14_32,0,0,34,42,936,34,awgn,-24.0,101,936,936,936,936,1,1,1,1,4.402317181563456,4.402316968693966,4.402316973017862,4.40231676507705
0_0_0_10_14_32,2,1,0,8,803,35,awgn,-24.0,101,803,803,803,803,1,1,1,1,3.132625696110038,3.1326255900844457,3.1326255971360597,3.1326255469961763
0_0_0_10_14_32,2,1,1,9,826,36,awgn,-24.0,101,826,826,826,826,1,1,1,1,5.298860037208066,5.298858085743936,5.298858088804346,5.298858094561111
0_0_0_10_14_32,2,1,2,10,922,37,awgn,-24.0,101,922,922,922,922,1,1,1,1,3.382547289723284,3.382547949137452,3.382547950798862,3.3825479636269433
0_0_0_10_14_32,2,1,3,11,718,38,awgn,-24.0,101,718,718,718,718,1,1,1,1,4.046013721585201,4.046013548706439,4.046013549054851,4.046013321722693
0_0_0_10_14_32,2,1,4,12,86,39,awgn,-24.0,101,86,86,86,86,1,1,1,1,3.1786267362975296,3.178628520344722,3.1786285215422176,3.178628641586521
0_0_0_10_14_32,2,1,5,13,468,40,awgn,-24.0,101,468,468,468,468,1,1,1,1,2.688041155862151,2.6880401082401684,2.6880401146840156,2.6880402971139707
0_0_0_10_14_32,2,1,6,14,89,41,awgn,-24.0,101,89,89,89,89,1,1,1,1,3.0941428764434304,3.0941454077802497,3.0941454071515513,3.094145328681212
0_0_0_10_14_32,2,1,7,15,713,42,awgn,-24.0,101,713,713,713,713,1,1,1,1,3.6854674650091783,3.685466545059914,3.685466539989726,3.6854665122511623
0_0_0_10_14_32,2,1,8,16,865,43,awgn,-24.0,101,865,865,865,865,1,1,1,1,3.1891529344847824,3.1891536226797808,3.1891536225134347,3.189153782958987
0_0_0_10_14_32,2,1,9,17,492,44,awgn,-24.0,101,492,492,492,492,1,1,1,1,3.2250968988813105,3.2250957344992126,3.2250957311723063,3.2250957914775213
0_0_0_10_14_32,2,1,10,18,765,45,awgn,-24.0,101,765,765,765,765,1,1,1,1,3.4263865654586896,3.4263875538477166,3.4263875517952247,3.42638747945836
0_0_0_10_14_32,2,1,11,19,1023,46,awgn,-24.0,101,1023,1023,1023,1023,1,1,1,1,5.266178524560105,5.266178943324823,5.266178942229599,5.266178737553276
0_0_0_10_14_32,2,1,12,20,597,47,awgn,-24.0,101,597,597,597,597,1,1,1,1,0.7865595565486129,0.7865615817091494,0.7865615849576725,0.7865613661720865
0_0_0_10_14_32,2,1,13,21,562,48,awgn,-24.0,101,562,562,562,562,1,1,1,1,3.9819656841782196,3.981965805263962,3.981965805446471,3.9819660044850105
0_0_0_10_14_32,2,1,14,22,478,49,awgn,-24.0,101,478,478,478,478,1,1,1,1,1.1774514670949272,1.1774514053886171,1.1774514047866138,1.1774513924962826
0_0_0_10_14_32,2,1,15,23,267,50,awgn,-24.0,101,267,267,267,267,1,1,1,1,5.800897095964796,5.8008977911370945,5.800897786606146,5.80089762143034
0_0_0_10_14_32,2,1,16,24,917,51,awgn,-24.0,101,917,917,917,917,1,1,1,1,5.822790713804432,5.822790060592476,5.82279005955037,5.822790023510143
0_0_0_10_14_32,2,1,17,25,656,52,awgn,-24.0,101,656,656,656,656,1,1,1,1,1.8467674988646006,1.8467684555816608,1.846768446421903,1.8467682864535016
0_0_0_10_14_32,2,1,18,26,889,53,awgn,-24.0,101,889,889,889,889,1,1,1,1,4.03461641818578,4.034617457340656,4.0346174601419,4.034617611593857
0_0_0_10_14_32,2,1,19,27,510,54,awgn,-24.0,101,510,510,510,510,1,1,1,1,3.1618811948377257,3.161882143961676,3.1618821436455447,3.161882041274878
0_0_0_10_14_32,2,1,20,28,860,55,awgn,-24.0,101,860,860,860,860,1,1,1,1,1.444847300699596,1.4448475786618455,1.4448475728130878,1.4448475870244293
0_0_0_10_14_32,2,1,21,29,553,56,awgn,-24.0,101,553,553,553,553,1,1,1,1,4.278217577802369,4.278215037103108,4.27821503812972,4.278215235088362
0_0_0_10_14_32,2,1,22,30,629,57,awgn,-24.0,101,629,629,629,629,1,1,1,1,2.605440528293366,2.6054410811604036,2.605441083800271,2.6054412520372527
0_0_0_10_14_32,2,1,23,31,759,58,awgn,-24.0,101,518,518,518,518,0,0,0,0,0.1472757918281731,0.14727655148761162,0.14727655975530693,0.14727673882029338
0_0_0_10_14_32,2,1,24,32,874,59,awgn,-24.0,101,874,874,874,874,1,1,1,1,6.032777533365946,6.032777323339537,6.032777322485348,6.032777182167463
0_0_0_10_14_32,2,1,25,33,720,60,awgn,-24.0,101,720,720,720,720,1,1,1,1,5.944033432496433,5.944031156627993,5.944031162881256,5.944031095948392
0_0_0_10_14_32,2,1,26,34,314,61,awgn,-24.0,101,314,314,314,314,1,1,1,1,4.133989393655014,4.133988739762272,4.133988738457223,4.133988646375226
0_0_0_10_14_32,2,1,27,35,602,62,awgn,-24.0,101,602,602,602,602,1,1,1,1,0.7606903506024126,0.7606901491483846,0.7606901458618951,0.7606902205462698
0_0_0_10_14_32,2,1,28,36,7,63,awgn,-24.0,101,7,7,7,7,1,1,1,1,3.493734640342716,3.493735063542895,3.4937350650377628,3.4937350536432406
0_0_0_10_14_32,2,1,29,37,610,64,awgn,-24.0,101,610,610,610,610,1,1,1,1,4.9172195057700145,4.917221393743657,4.917221389177089,4.917221246260978
0_0_0_10_14_32,2,1,30,38,775,65,awgn,-24.0,101,775,775,775,775,1,1,1,1,5.821447008722148,5.82144916477076,5.821449162999266,5.821449262379055
0_0_0_10_14_32,2,1,31,39,912,66,awgn,-24.0,101,912,912,912,912,1,1,1,1,1.073393535865582,1.0733945235305735,1.0733945206044155,1.0733945631451771
0_0_0_10_14_32,2,1,32,40,768,67,awgn,-24.0,101,768,768,768,768,1,1,1,1,3.129053159981457,3.1290532638558726,3.129053265977584,3.129053320461135
0_0_0_10_14_32,2,1,33,41,581,68,awgn,-24.0,101,581,581,581,581,1,1,1,1,4.4689662689823075,4.468967423866048,4.468967427703725,4.468967357279429
0_0_0_10_14_32,2,1,34,42,93,69,awgn,-24.0,101,93,93,93,93,1,1,1,1,4.138441634869324,4.1384408984718,4.138440898185017,4.138440897940839
0_0_0_10_14_32,3,2,0,8,222,70,awgn,-24.0,101,222,222,222,222,1,1,1,1,5.085983773960682,5.085983691624266,5.085983687645004,5.0859836849496585
0_0_0_10_14_32,3,2,1,9,711,71,awgn,-24.0,101,711,711,711,711,1,1,1,1,3.650129739953263,3.6501296915809025,3.6501296944509702,3.6501296921004207
0_0_0_10_14_32,3,2,2,10,871,72,awgn,-24.0,101,871,871,871,871,1,1,1,1,4.262969941840678,4.262971112038602,4.262971118781857,4.262970962412988
0_0_0_10_14_32,3,2,3,11,718,73,awgn,-24.0,101,718,718,718,718,1,1,1,1,4.459758783856896,4.459759626320937,4.459759626422397,4.459759653816796
0_0_0_10_14_32,3,2,4,12,107,74,awgn,-24.0,101,107,107,107,107,1,1,1,1,5.029337102437633,5.029337747069617,5.029337745415708,5.029337784047109
0_0_0_10_14_32,3,2,5,13,468,75,awgn,-24.0,101,468,468,468,468,1,1,1,1,1.578721693896191,1.5787215434718092,1.5787215455590797,1.578721718172527
0_0_0_10_14_32,3,2,6,14,89,76,awgn,-24.0,101,89,89,89,89,1,1,1,1,5.635024082980729,5.6350234055695,5.635023407610759,5.635023532243287
0_0_0_10_14_32,3,2,7,15,713,77,awgn,-24.0,101,713,713,713,713,1,1,1,1,1.2499624276616241,1.2499638018414385,1.2499638076416473,1.2499636596087045
0_0_0_10_14_32,3,2,8,16,865,78,awgn,-24.0,101,865,865,865,865,1,1,1,1,3.725053022162015,3.725055028952491,3.7250550320792297,3.7250550962692586
0_0_0_10_14_32,3,2,9,17,492,79,awgn,-24.0,101,431,431,431,431,0,0,0,0,0.18237494149419892,0.18237384178690433,0.18237383870559043,0.18237376420751744
0_0_0_10_14_32,3,2,10,18,765,80,awgn,-24.0,101,765,765,765,765,1,1,1,1,1.4961629918110027,1.4961628063658774,1.4961628094114325,1.4961626697821018
0_0_0_10_14_32,3,2,11,19,1023,81,awgn,-24.0,101,1023,1023,1023,1023,1,1,1,1,2.0992462608778095,2.0992458661260125,2.0992458629738735,2.099246035899874
0_0_0_10_14_32,3,2,12,20,597,82,awgn,-24.0,101,597,597,597,597,1,1,1,1,2.347345912791849,2.3473446565667095,2.347344653435936,2.3473444734995996
0_0_0_10_14_32,3,2,13,21,562,83,awgn,-24.0,101,562,562,562,562,1,1,1,1,2.3740422954814604,2.3740418065069657,2.3740418053829813,2.3740418446854896
0_0_0_10_14_32,3,2,14,22,478,84,awgn,-24.0,101,478,478,478,478,1,1,1,1,1.143264898010555,1.1432656887879373,1.143265683071101,1.143265647602293
0_0_0_10_14_32,3,2,15,23,267,85,awgn,-24.0,101,267,267,267,267,1,1,1,1,3.7532519438197998,3.7532529374077073,3.7532529358152305,3.7532529147862337
0_0_0_10_14_32,3,2,16,24,917,86,awgn,-24.0,101,917,917,917,917,1,1,1,1,3.8399896321122395,3.8399902331939155,3.839990234378266,3.839990398918198
0_0_0_10_14_32,3,2,17,25,656,87,awgn,-24.0,101,656,656,656,656,1,1,1,1,5.74798346320258,5.747985369096467,5.747985367341528,5.7479853716100235
0_0_0_10_14_32,3,2,18,26,889,88,awgn,-24.0,101,889,889,889,889,1,1,1,1,1.620681963745489,1.6206827459143904,1.620682749790086,1.6206829016522026
0_0_0_10_14_32,3,2,19,27,510,89,awgn,-24.0,101,510,510,510,510,1,1,1,1,1.1326757726992716,1.1326756030320675,1.132675601074013,1.1326757539550771
0_0_0_10_14_32,3,2,20,28,860,90,awgn,-24.0,101,860,860,860,860,1,1,1,1,1.9560732891123387,1.9560749567587155,1.956074965045747,1.9560748953289908
0_0_0_10_14_32,3,2,21,29,553,91,awgn,-24.0,101,553,553,553,553,1,1,1,1,3.7019108591099856,3.7019118870465286,3.7019118920479315,3.7019119792857995
0_0_0_10_14_32,3,2,22,30,629,92,awgn,-24.0,101,629,629,629,629,1,1,1,1,4.266562185933934,4.266561845553267,4.2665618412653386,4.266561716806688
0_0_0_10_14_32,3,2,23,31,759,93,awgn,-24.0,101,759,759,759,759,1,1,1,1,2.2262550419952127,2.2262548801436655,2.2262548795898156,2.2262549321333593
0_0_0_10_14_32,3,2,24,32,874,94,awgn,-24.0,101,874,874,874,874,1,1,1,1,4.034758381333818,4.034759675846197,4.034759673330756,4.0347596271342905
0_0_0_10_14_32,3,2,25,33,720,95,awgn,-24.0,101,720,720,720,720,1,1,1,1,5.293919862136436,5.293920302835091,5.293920302018441,5.293920433912083
0_0_0_10_14_32,3,2,26,34,314,96,awgn,-24.0,101,314,314,314,314,1,1,1,1,2.234304477610652,2.23430440459442,2.234304406294721,2.234304319177178
0_0_0_10_14_32,3,2,27,35,602,97,awgn,-24.0,101,602,602,602,602,1,1,1,1,4.58725633204693,4.587256591394097,4.587256591381113,4.587256696625928
0_0_0_10_14_32,3,2,28,36,7,98,awgn,-24.0,101,7,7,7,7,1,1,1,1,1.783537480912383,1.78353767251764,1.783537672316145,1.7835378471997965
0_0_0_10_14_32,3,2,29,37,610,99,awgn,-24.0,101,610,610,610,610,1,1,1,1,1.8607723293235712,1.8607737480581121,1.8607737482859328,1.860773525379377
0_0_0_10_14_32,3,2,30,38,778,100,awgn,-24.0,101,778,778,778,778,1,1,1,1,4.766068525468282,4.766068965309486,4.766068965142642,4.766068868101209
0_0_0_10_14_32,3,2,31,39,897,101,awgn,-24.0,101,897,897,897,897,1,1,1,1,3.4690788788514055,3.4690787654235633,3.469078770320019,3.4690788088719025
0_0_0_10_14_32,3,2,32,40,740,102,awgn,-24.0,101,740,740,740,740,1,1,1,1,2.530259835201422,2.530259098082987,2.5302590950309294,2.5302591816208753
0_0_0_10_14_32,3,2,33,41,590,103,awgn,-24.0,101,590,590,590,590,1,1,1,1,2.6579872814508883,2.657986169925172,2.657986171377686,2.6579860164026705
0_0_0_10_14_32,3,2,34,42,930,104,awgn,-24.0,101,930,930,930,930,1,1,1,1,4.30895700546014,4.308958911887954,4.308958909248164,4.3089588725039665
0_0_0_10_14_32,4,3,0,8,803,105,awgn,-24.0,101,803,803,803,803,1,1,1,1,5.024021631516604,5.024022259939363,5.024022261192088,5.02402221251001
0_0_0_10_14_32,4,3,1,9,711,106,awgn,-24.0,101,711,711,711,711,1,1,1,1,3.0771027583379205,3.077100337815231,3.0771003356738245,3.077100453010662
0_0_0_10_14_32,4,3,2,10,871,107,awgn,-24.0,101,871,871,871,871,1,1,1,1,4.444263168917059,4.444263428849146,4.444263435105716,4.444263335469303
0_0_0_10_14_32,4,3,3,11,718,108,awgn,-24.0,101,718,718,718,718,1,1,1,1,5.375819919451615,5.3758190416410345,5.375819041060362,5.375818843535502
0_0_0_10_14_32,4,3,4,12,86,109,awgn,-24.0,101,86,86,86,86,1,1,1,1,0.5689325803707862,0.5689319126834524,0.5689319078996499,0.5689318777502748
0_0_0_10_14_32,4,3,5,13,468,110,awgn,-24.0,101,468,468,468,468,1,1,1,1,3.7652650889433015,3.765265497234598,3.765265497301949,3.7652654094953326
0_0_0_10_14_32,4,3,6,14,89,111,awgn,-24.0,101,89,89,89,89,1,1,1,1,4.321125152284288,4.3211258017456675,4.321125802749632,4.32112587726113
0_0_0_10_14_32,4,3,7,15,713,112,awgn,-24.0,101,713,713,713,713,1,1,1,1,3.531200649963174,3.5312007156991725,3.5312007142866637,3.531200852332419
0_0_0_10_14_32,4,3,8,16,865,113,awgn,-24.0,101,865,865,865,865,1,1,1,1,4.960803484187385,4.960803459330075,4.960803456157507,4.96080331658481
0_0_0_10_14_32,4,3,9,17,492,114,awgn,-24.0,101,492,492,492,492,1,1,1,1,3.540771765706455,3.540772912734381,3.5407729138747097,3.540772812988914
0_0_0_10_14_32,4,3,10,18,765,115,awgn,-24.0,101,765,765,765,765,1,1,1,1,5.428151781016998,5.428151564876341,5.428151560900696,5.428151645803663
0_0_0_10_14_32,4,3,11,19,1023,116,awgn,-24.0,101,1023,1023,1023,1023,1,1,1,1,4.266855812148981,4.266855631185391,4.2668556336544725,4.266855753185753
0_0_0_10_14_32,4,3,12,20,597,117,awgn,-24.0,101,597,597,597,597,1,1,1,1,3.8855574230415724,3.8855568845542896,3.8855568866080885,3.88555702545538
0_0_0_10_14_32,4,3,13,21,562,118,awgn,-24.0,101,562,562,562,562,1,1,1,1,6.431083632205842,6.431083343523431,6.431083347407429,6.431083471409616
0_0_0_10_14_32,4,3,14,22,478,119,awgn,-24.0,101,478,478,478,478,1,1,1,1,2.074142851304258,2.074143078351698,2.074143088921166,2.07414306519998
0_0_0_10_14_32,4,3,15,23,267,120,awgn,-24.0,101,267,267,267,267,1,1,1,1,5.097113668826689,5.097114420253838,5.097114422617991,5.09711434630109
0_0_0_10_14_32,4,3,16,24,917,121,awgn,-24.0,101,488,488,488,488,0,0,0,0,0.08638065844466461,0.08638214590949926,0.08638214112596726,0.08638232727451592
0_0_0_10_14_32,4,3,17,25,656,122,awgn,-24.0,101,656,656,656,656,1,1,1,1,4.413323524685455,4.413322527350587,4.413322522016566,4.41332247902421
0_0_0_10_14_32,4,3,18,26,889,123,awgn,-24.0,101,889,889,889,889,1,1,1,1,4.6781054637982065,4.678105222021076,4.678105221267369,4.678105266553272
0_0_0_10_14_32,4,3,19,27,510,124,awgn,-24.0,101,510,510,510,510,1,1,1,1,2.721280138101317,2.721279819067654,2.7212798199311354,2.721280205878501
0_0_0_10_14_32,4,3,20,28,860,125,awgn,-24.0,101,860,860,860,860,1,1,1,1,2.163063880224483,2.163063980341085,2.163063984707107,2.1630641081540354
0_0_0_10_14_32,4,3,21,29,553,126,awgn,-24.0,101,553,553,553,553,1,1,1,1,5.662451690050515,5.662453280859065,5.662453284695368,5.662453375011307
0_0_0_10_14_32,4,3,22,30,629,127,awgn,-24.0,101,629,629,629,629,1,1,1,1,3.3866379302458025,3.3866378718792407,3.3866378719619656,3.3866377943924366
0_0_0_10_14_32,0,0,0,8,803,0,awgn,-26.0,101,803,803,803,803,1,1,1,1,0.992942912400991,0.99294295744909,0.9929429538371655,0.992943158793324
0_0_0_10_14_32,0,0,1,9,711,1,awgn,-26.0,101,711,711,711,711,1,1,1,1,1.859804260481066,1.8598049134190027,1.8598049141971575,1.8598047979771895
0_0_0_10_14_32,0,0,2,10,922,2,awgn,-26.0,101,922,922,922,922,1,1,1,1,0.8817562621341828,0.8817576455086494,0.8817576543086159,0.8817578412463685
0_0_0_10_14_32,0,0,3,11,718,3,awgn,-26.0,101,718,718,718,718,1,1,1,1,1.1069519496675626,1.1069522033152763,1.1069522058327457,1.1069519977771904
0_0_0_10_14_32,0,0,4,12,107,4,awgn,-26.0,101,474,474,474,474,0,0,0,0,0.6460964811789505,0.646096973310482,0.6460969688368955,0.6460969158817681
0_0_0_10_14_32,0,0,5,13,468,5,awgn,-26.0,101,468,468,468,468,1,1,1,1,1.9149445372164795,1.914945624502486,1.9149456218218375,1.9149454962455745
0_0_0_10_14_32,0,0,6,14,89,6,awgn,-26.0,101,89,89,89,89,1,1,1,1,1.4037765079676876,1.4037756573618052,1.4037756534895942,1.4037758789736574
0_0_0_10_14_32,0,0,7,15,713,7,awgn,-26.0,101,258,258,258,258,0,0,0,0,0.34499956153231154,0.3449989318062737,0.34499893469662735,0.34499914953035477
0_0_0_10_14_32,0,0,8,16,865,8,awgn,-26.0,101,349,349,349,349,0,0,0,0,0.6771311326966728,0.6771305050904193,0.6771305080481202,0.677130557748678
0_0_0_10_14_32,0,0,9,17,492,9,awgn,-26.0,101,492,492,492,492,1,1,1,1,2.2682996163983695,2.268299084331533,2.2682990829504,2.2682990700006602
0_0_0_10_14_32,0,0,10,18,765,10,awgn,-26.0,101,765,765,765,765,1,1,1,1,3.716906465417869,3.7169057000636627,3.7169056990213734,3.7169056468317594
0_0_0_10_14_32,0,0,11,19,1023,11,awgn,-26.0,101,1023,1023,1023,1023,1,1,1,1,2.1727935989075773,2.172793273861849,2.172793272117676,2.1727932452015475
0_0_0_10_14_32,0,0,12,20,597,12,awgn,-26.0,101,597,597,597,597,1,1,1,1,3.703384789411785,3.703386039360512,3.7033860443375097,3.703385971334935
0_0_0_10_14_32,0,0,13,21,562,13,awgn,-26.0,101,562,562,562,562,1,1,1,1,2.7737129577378603,2.773711853409408,2.77371185503379,2.7737119410233824
0_0_0_10_14_32,0,0,14,22,478,14,awgn,-26.0,101,133,133,133,133,0,0,0,0,1.6164532384600565,1.6164531903735861,1.6164531932937414,1.6164533024292047
0_0_0_10_14_32,0,0,15,23,267,15,awgn,-26.0,101,267,267,267,267,1,1,1,1,1.3238837482838586,1.3238830723599224,1.323883072035784,1.3238831764379344
0_0_0_10_14_32,0,0,16,24,917,16,awgn,-26.0,101,917,917,917,917,1,1,1,1,5.719333590823343,5.7193319145019395,5.7193319130306675,5.7193319378983585
0_0_0_10_14_32,0,0,17,25,656,17,awgn,-26.0,101,656,656,656,656,1,1,1,1,1.777027400695005,1.7770287258582742,1.7770287281854535,1.7770285535871868
0_0_0_10_14_32,0,0,18,26,889,18,awgn,-26.0,101,889,889,889,889,1,1,1,1,4.834466575727267,4.834466457402848,4.834466456651859,4.834466174010461
0_0_0_10_14_32,0,0,19,27,510,19,awgn,-26.0,101,510,510,510,510,1,1,1,1,1.0945687928427315,1.0945695174790295,1.0945695175712726,1.094569343242528
0_0_0_10_14_32,0,0,20,28,860,20,awgn,-26.0,101,860,860,860,860,1,1,1,1,1.7942308699379217,1.7942313461074892,1.7942313489849406,1.7942313081908754
0_0_0_10_14_32,0,0,21,29,553,21,awgn,-26.0,101,553,553,553,553,1,1,1,1,2.9782493436667368,2.978248342225754,2.978248334753743,2.9782483413101053
0_0_0_10_14_32,0,0,22,30,629,22,awgn,-26.0,101,629,629,629,629,1,1,1,1,4.3358250276384345,4.335824544323625,4.335824543904158,4.335824623110362
0_0_0_10_14_32,0,0,23,31,759,23,awgn,-26.0,101,759,759,759,759,1,1,1,1,3.054945683454192,3.0549465783103513,3.054946579847699,3.054946702019628
0_0_0_10_14_32,0,0,24,32,874,24,awgn,-26.0,101,874,874,874,874,1,1,1,1,1.7534485058281593,1.7534497956882302,1.753449794363651,1.7534498656378017
0_0_0_10_14_32,0,0,25,33,720,25,awgn,-26.0,101,720,720,720,720,1,1,1,1,3.370484529698274,3.370487052590352,3.370487052802767,3.3704869625227394
0_0_0_10_14_32,0,0,26,34,314,26,awgn,-26.0,101,314,314,314,314,1,1,1,1,2.2045256854451782,2.204525336483638,2.2045253318553657,2.204525492151745
0_0_0_10_14_32,0,0,27,35,602,27,awgn,-26.0,101,602,602,602,602,1,1,1,1,3.3129096777367746,3.312909347449982,3.3129093444705844,3.3129094509321937
0_0_0_10_14_32,0,0,28,36,7,28,awgn,-26.0,101,7,7,7,7,1,1,1,1,1.0699097020776218,1.0699095721852558,1.0699095645382504,1.069909684821364
0_0_0_10_14_32,0,0,29,37,610,29,awgn,-26.0,101,610,610,610,610,1,1,1,1,1.2986120205053107,1.2986117376087063,1.2986117367477077,1.2986118934320832
0_0_0_10_14_32,0,0,30,38,826,30,awgn,-26.0,101,826,826,826,826,1,1,1,1,1.3113580504013902,1.3113592726698564,1.3113592660593438,1.3113592971401382
0_0_0_10_14_32,0,0,31,39,928,31,awgn,-26.0,101,928,928,928,928,1,1,1,1,0.7284442974765273,0.7284436346603098,0.7284436326639918,0.7284435928989558
0_0_0_10_14_32,0,0,32,40,761,32,awgn,-26.0,101,761,761,761,761,1,1,1,1,3.988216674331469,3.988215507265071,3.9882155043686476,3.9882153654071635
0_0_0_10_14_32,0,0,33,41,590,33,awgn,-26.0,101,590,590,590,590,1,1,1,1,1.0235903204034715,1.0235912340282285,1.0235912366146247,1.0235912961577773
0_0_0_10_14_32,0,0,34,42,936,34,awgn,-26.0,101,936,936,936,936,1,1,1,1,2.6492002313707053,2.6491989750592944,2.6491989789270103,2.649199023528386
0_0_0_10_14_32,2,1,0,8,803,35,awgn,-26.0,101,803,803,803,803,1,1,1,1,1.2319980602247629,1.2319972366877783,1.231997244260645,1.2319971956447597
0_0_0_10_14_32,2,1,1,9,826,36,awgn,-26.0,101,826,826,826,826,1,1,1,1,3.7572848645475205,3.757284511284464,3.7572845142672717,3.757284488916971
0_0_0_10_14_32,2,1,2,10,922,37,awgn,-26.0,101,922,922,922,922,1,1,1,1,1.4564669982152862,1.4564663150120263,1.4564663164325555,1.456466415985892
0_0_0_10_14_32,2,1,3,11,718,38,awgn,-26.0,101,718,718,718,718,1,1,1,1,2.440063719665405,2.4400641676028925,2.440064168223743,2.4400640881739424
0_0_0_10_14_32,2,1,4,12,86,39,awgn,-26.0,101,86,86,86,86,1,1,1,1,1.1662609495048983,1.1662609999033309,1.166261001178842,1.166261125112415
0_0_0_10_14_32,2,1,5,13,468,40,awgn,-26.0,101,468,468,468,468,1,1,1,1,0.5145706289766357,0.5145701219290798,0.5145701300233858,0.5145702862516484
0_0_0_10_14_32,2,1,6,14,89,41,awgn,-26.0,101,89,89,89,89,1,1,1,1,1.143267522387146,1.143270484182835,1.143270484093108,1.143270413621152
0_0_0_10_14_32,2,1,7,15,713,42,awgn,-26.0,101,713,713,713,713,1,1,1,1,1.933300158907966,1.933300951111051,1.933300945878798,1.933300878248467
0_0_0_10_14_32,2,1,8,16,865,43,awgn,-26.0,101,865,865,865,865,1,1,1,1,1.4298191562918736,1.4298195910609024,1.4298195904810695,1.4298195148111827
0_0_0_10_14_32,2,1,9,17,492,44,awgn,-26.0,101,492,492,492,492,1,1,1,1,1.2482652844137792,1.248265055507353,1.248265052211924,1.2482651389906128
0_0_0_10_14_32,2,1,10,18,765,45,awgn,-26.0,101,765,765,765,765,1,1,1,1,1.6180129622191577,1.6180141086174635,1.6180141064865925,1.6180140310809357
0_0_0_10_14_32,2,1,11,19,1023,46,awgn,-26.0,101,1023,1023,1023,1023,1,1,1,1,3.752516654021866,3.752517910685863,3.752517909362446,3.7525178531321
0_0_0_10_14_32,2,1,12,20,597,47,awgn,-26.0,101,92,92,92,92,0,0,0,0,0.27249400601528995,0.2724920473266965,0.27249204711015174,0.27249218448596413
0_0_0_10_14_32,2,1,13,21,562,48,awgn,-26.0,101,562,562,562,562,1,1,1,1,2.2277990437692026,2.2277985000113936,2.227798500337891,2.2277984849194348
0_0_0_10_14_32,2,1,14,22,478,49,awgn,-26.0,101,365,365,365,365,0,0,0,0,1.1171527610026504,1.1171541550030912,1.1171541553378734,1.1171541922038883
0_0_0_10_14_32,2,1,15,23,267,50,awgn,-26.0,101,267,267,267,267,1,1,1,1,4.220765323620953,4.220765994095942,4.220765988915219,4.220765780115848
0_0_0_10_14_32,2,1,16,24,917,51,awgn,-26.0,101,917,917,917,917,1,1,1,1,4.363689423749381,4.363690018806794,4.363690017693199,4.3636900771275435
0_0_0_10_14_32,2,1,17,25,656,52,awgn,-26.0,101,865,865,865,865,0,0,0,0,0.5525890447297037,0.5525891641748906,0.5525891634036206,0.5525892685271969
0_0_0_10_14_32,2,1,18,26,889,53,awgn,-26.0,101,889,889,889,889,1,1,1,1,2.049199459689952,2.0491983628254378,2.049198364808184,2.0491983980766215
0_0_0_10_14_32,2,1,19,27,510,54,awgn,-26.0,101,510,510,510,510,1,1,1,1,1.1820703093506721,1.1820707407691604,1.1820707395894674,1.1820706661055407
