dataset,target_snr_db,packet_index,symbol_index,gt_in_top_l,v3_is_error,multi_is_error,gt_energy_rank,gt_phase_rank,gt_local_phase_rank,gt_combined_rank,gt_local_combined_rank,gt_energy_score,gt_phase_score,gt_local_phase_score,gt_combined_score,gt_local_combined_score,top1_bin,gt_bin,v3_bin,multi_bin,clean_line_r2,clean_line_rmse_pi
0_0_0_10_14_16,-24.0,1,10,1,0,1,2,10,13,9,13,0.7808729669197602,0.5503840414125089,0.47518554729318624,0.5964818265139591,0.536323031218501,147,765,765,147,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,11,1,0,1,2,4,21,3,20,0.8925350508999936,0.8381286188412664,0.12419044874220292,0.8490099052530119,0.2778593691737611,289,1023,1023,289,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,12,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,1,13,1,0,1,23,4,23,5,24,0.7385056744329951,0.9841814619943374,0.0005213197794414759,0.9350463044820689,0.1481181907101522,550,562,562,550,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,14,1,1,1,11,24,1,24,1,0.7549610163986502,0.00041042233978627607,0.9896143533513737,0.15132054115155907,0.9426836859608291,288,478,288,288,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,15,1,0,1,2,2,21,2,18,0.8130036096463962,0.9824502649269556,0.06935507959613213,0.9485609338708437,0.21808478560618494,608,267,267,608,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,16,1,0,0,1,19,8,19,8,1.0,0.1067786364193789,0.7907698208949285,0.28542290913550317,0.832615856715943,917,917,917,917,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,17,1,0,0,1,3,21,1,17,1.0,0.9910047902629515,0.05767848086736577,0.9928038322103612,0.2461427846938926,656,656,656,656,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,18,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,1,19,1,0,0,1,14,7,11,5,1.0,0.3255661079299469,0.8004342643785046,0.46045288634395753,0.8403474115028038,510,510,510,510,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,20,1,0,0,1,9,20,7,18,1.0,0.8197514621007342,0.09102249717042316,0.8558011696805874,0.2728179977363385,860,860,860,860,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,21,1,0,0,1,16,7,11,1,1.0,0.16925942968579566,0.9072291196964559,0.33540754374863657,0.9257832957571648,553,553,553,553,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,22,1,0,1,2,5,18,1,17,0.9289240954074424,0.9837212354014486,0.048899881172974335,0.9727618074026474,0.22490472401986794,250,629,629,250,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,23,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,1,24,1,1,1,3,11,14,11,11,0.9777892206424585,0.37360554271528723,0.6682274899495745,0.4944422783007215,0.7301398360881514,329,874,788,329,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,25,1,0,1,2,16,9,15,9,0.8571205308514955,0.473899538049958,0.5170855497276303,0.5505437366102656,0.5850925459524035,286,720,720,286,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,26,1,0,0,1,19,6,19,2,1.0,0.08493109175830876,0.8957596348535968,0.267944873406647,0.9166077078828774,314,314,314,314,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,27,1,0,0,1,5,21,3,20,1.0,0.8704688432063373,0.0811574684476114,0.8963750745650698,0.26492597475808916,602,602,602,602,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,28,1,1,1,10,20,4,20,5,0.6824678851324144,0.09397122707290567,0.9676364182624722,0.2116705586848074,0.9106027116364607,13,7,6,13,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,29,1,0,1,8,6,23,4,21,0.7827887315082106,0.958571726418427,0.00038810035205272264,0.9234151274363838,0.1568682265832843,567,610,610,567,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,30,1,1,1,5,14,8,13,5,0.8338502339656172,0.2605535592304423,0.9178958459966586,0.37521289417747733,0.9010867235904504,142,807,852,142,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,31,1,0,1,3,16,12,16,11,0.7754449218298661,0.22977635639472693,0.5855158190392493,0.3389100694817548,0.6235016395973727,396,897,897,396,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,32,1,0,0,1,1,23,1,21,1.0,0.9920107104241782,0.00647226961084757,0.9936085683393425,0.20517781568867807,749,749,749,749,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,33,1,0,0,1,24,6,20,6,1.0,0.051043746463785344,0.7310329891383154,0.2408349971710283,0.7848263913106523,584,584,584,584,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,34,1,1,1,9,10,1,10,1,0.6644520414416746,0.8567309793260234,0.9847473983863287,0.8182751917491538,0.920688326997398,1018,934,1018,1018,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,2,0,1,0,1,2,9,16,7,16,0.9289512033994098,0.8840007727882755,0.3408417295223334,0.8929908589105024,0.4584636242977487,961,803,803,961,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,1,1,0,1,10,19,3,19,3,0.7302194817438918,0.27837555838538314,0.9886983704994463,0.3687443430570849,0.9370025927483354,485,826,826,485,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,2,1,0,0,1,12,20,10,17,1.0,0.32747145587826965,0.0897628378376315,0.46197716470261574,0.27181027027010524,922,922,922,922,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,3,1,0,0,1,1,20,1,19,1.0,0.9778948410760774,0.10757807868146962,0.9823158728608619,0.28606246294517573,718,718,718,718,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,4,1,0,1,16,18,5,18,6,0.6922755182798489,0.48343569765815386,0.7986100210112224,0.5252036617824929,0.7773431204649477,573,86,86,573,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,5,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,6,1,0,0,1,5,22,5,18,1.0,0.8154843320821314,0.0737600979174503,0.8523874656657051,0.2590080783339603,89,89,89,89,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,7,1,0,1,2,4,20,4,16,0.9619368635520261,0.9087598778416243,0.16095779812285144,0.9193952749837047,0.32115361120868635,949,713,713,949,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,8,1,0,0,1,18,5,14,1,1.0,0.10711071858685428,0.9215109544032802,0.28568857486948346,0.9372087635226243,865,865,865,865,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,9,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,10,1,0,0,1,2,24,1,22,1.0,0.9960428950112892,0.00026706776110307917,0.9968343160090314,0.20021365420888249,765,765,765,765,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,11,1,0,1,9,18,9,17,9,0.7199775903736678,0.39168718833587585,0.5223759823996664,0.4573452687434343,0.5618963039944668,286,1023,1023,286,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,12,1,1,1,23,19,5,19,5,0.6726465796098876,0.17996123344802978,0.9038392931050692,0.2784983026804013,0.857600750406033,677,597,240,677,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,13,1,1,1,5,1,22,1,21,0.8966111633120357,0.9738202850375854,0.09360744352472772,0.9583784606924755,0.2542081874821893,944,562,279,944,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,14,1,0,0,1,8,19,7,17,1.0,0.708276248316409,0.14895538994887864,0.7666209986531272,0.31916431195910294,478,478,478,478,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,15,1,0,0,1,22,2,14,1,1.0,0.024144641506828435,0.9990758305274994,0.21931571320546275,0.9992606644219995,267,267,267,267,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,16,1,1,1,10,8,15,8,15,0.7840033655274591,0.5894291115723589,0.6034511848127946,0.628343962363379,0.6395616209557275,568,917,568,568,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,17,1,0,1,20,4,23,5,24,0.7409767608829537,0.9716006349601547,0.000900918395261352,0.9254758601447145,0.14891608689279984,213,656,656,213,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,18,1,0,0,1,17,11,15,9,1.0,0.28784653330954946,0.5228240888111891,0.43027722664763957,0.6182592710489514,889,889,889,889,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,19,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,20,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,21,1,0,0,1,11,15,11,14,1.0,0.8301384645763434,0.0743524205366286,0.8641107716610748,0.2594819364293029,553,553,553,553,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,22,1,0,1,2,21,6,20,6,0.8844820350549575,0.14137825658994424,0.7668473901360544,0.2899990122829469,0.7903743191198351,11,629,629,11,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,23,1,0,0,1,15,7,15,6,1.0,0.37150315344207985,0.7107220201363735,0.4972025227536639,0.7685776161090989,759,759,759,759,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,24,1,0,0,1,2,22,1,21,1.0,0.9914804461318759,0.01999559319183375,0.9931843569055008,0.21599647455346702,874,874,874,874,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,25,1,0,1,7,18,7,18,6,0.6831580487132202,0.44156871451418794,0.5543631042985675,0.48988658135399443,0.5801220931814981,721,720,720,721,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,26,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,27,1,0,0,1,17,10,16,9,1.0,0.2357489113197247,0.6676999309546633,0.38859912905577976,0.7341599447637306,602,602,602,602,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,28,1,0,1,11,2,22,1,22,0.766678409364508,0.9972845986404937,0.014988389203340502,0.9511633607852966,0.16532639323557402,981,7,7,981,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,29,1,0,0,1,7,15,3,12,1.0,0.862708329081151,0.3425204588538546,0.8901666632649208,0.4740163670830837,610,610,610,610,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,30,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,31,1,0,0,1,7,20,6,19,1.0,0.4819130982865924,0.23795604709006218,0.5855304786292739,0.39036483767204977,912,912,912,912,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,32,1,0,0,1,1,17,1,15,1.0,0.9947070954292283,0.11946078141098793,0.9957656763433826,0.29556862512879034,768,768,768,768,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,33,1,0,1,2,7,12,6,12,0.9963295617904199,0.8597448178772793,0.5477987793257911,0.8870617666599074,0.6375049358187169,890,581,581,890,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,34,1,0,0,1,24,9,16,7,1.0,0.0008144135221282434,0.4122033868459402,0.2006515308177026,0.5297627094767522,93,93,93,93,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,3,0,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,1,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,2,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,3,1,0,1,17,19,3,19,3,0.6980392438656287,0.14144435525136773,0.9832015078504434,0.25276333297421993,0.9261690550534805,116,718,718,116,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,4,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,5,1,0,0,1,10,21,8,20,1.0,0.7242255097560965,0.08879634106112932,0.7793804078048772,0.2710370728489035,468,468,468,468,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,6,1,0,0,1,7,17,6,16,1.0,0.8483686312381102,0.30007424219160533,0.8786949049904882,0.4400593937532843,89,89,89,89,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,7,1,0,0,1,20,4,19,1,1.0,0.12519158523560941,0.9391856160662004,0.30015326818848753,0.9513484928529603,713,713,713,713,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,8,1,1,1,5,14,11,14,10,0.8682026726685621,0.4466081416831648,0.5012081413080156,0.5309270478802444,0.5746070475801249,877,865,160,877,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,9,1,1,1,8,11,14,11,14,0.7607960988376985,0.8279962997812191,0.17445106317593284,0.8145562595925151,0.29172007030828595,1001,492,868,1001,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,10,1,0,1,2,12,15,10,14,0.8565970605989146,0.6287644511043308,0.3229953123255465,0.6743309730032476,0.42971566198022015,769,765,765,769,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,11,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,12,1,0,0,1,18,7,17,6,1.0,0.04018693125443096,0.894607410824283,0.2321495450035448,0.9156859286594263,597,597,597,597,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,13,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,14,1,1,1,6,8,18,7,19,0.8536854792767975,0.8121064523748077,0.06848472642522074,0.8204222577552058,0.2255248769955361,848,478,332,848,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,15,1,1,1,3,19,9,19,8,0.8354997729509968,0.03195876399281872,0.8653991164560657,0.19266696578445433,0.859419247755052,144,267,144,144,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,16,1,0,1,3,22,1,21,1,0.9405970701204224,0.10279372112959212,0.985446945397622,0.2703543909277582,0.9764769703421822,816,917,917,816,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,17,1,1,1,10,10,10,10,10,0.8307877399083705,0.642570021896895,0.5628750332658236,0.6802135654991902,0.616457574594333,334,656,32,334,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,18,1,0,0,1,2,24,1,17,1.0,0.9748210953936671,0.0022166004256714555,0.9798568763149338,0.20177328034053718,889,889,889,889,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,19,1,0,0,1,8,20,5,18,1.0,0.7452084278698973,0.10503504679469178,0.7961667422959178,0.28402803743575344,510,510,510,510,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,20,1,1,0,1,22,1,22,1,1.0,0.15331076418815937,0.951165902973135,0.3226486113505275,0.960932722378508,860,860,658,860,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,21,1,1,1,10,19,5,17,5,0.8545691387188855,0.25346288519657795,0.8684833208350684,0.3736841359010395,0.8657004844118319,847,553,131,847,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,22,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,23,1,0,0,1,4,22,1,18,1.0,0.9451400545443683,0.020253407578091465,0.9561120436354946,0.21620272606247318,759,759,759,759,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,24,1,1,1,4,19,7,18,7,0.9172557723395055,0.09502603207598437,0.8697252362486834,0.2594719801286886,0.879231343466848,370,874,18,370,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,25,1,0,0,1,19,6,19,4,1.0,0.1858584472621464,0.8187513153766416,0.34868675780971714,0.8550010523013134,720,720,720,720,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,26,1,0,0,1,9,18,7,16,1.0,0.5814424217408022,0.37097989813582927,0.6651539373926418,0.49678391850866344,314,314,314,314,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,27,1,0,0,1,6,17,1,15,1.0,0.9449759376485141,0.11615552265426565,0.9559807501188113,0.2929244181234125,602,602,602,602,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,28,1,1,1,3,3,21,3,18,0.8940458989072301,0.882933857835745,0.2550497825273785,0.885156266050042,0.3828490058033488,767,7,643,767,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,29,1,0,0,1,19,2,18,1,1.0,0.10807669618200572,0.9935437193588404,0.2864613569456046,0.9948349754870724,610,610,610,610,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,30,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,31,1,1,1,22,8,19,8,19,0.7972605942118589,0.6157078565299433,0.11986753839537323,0.6520184040663265,0.2553461495586704,60,897,413,60,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,32,1,0,0,1,5,22,1,19,1.0,0.9578571588361677,0.010580275270096695,0.9662857270689342,0.20846422021607736,740,740,740,740,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,33,1,0,1,2,13,8,12,3,0.9407441157181003,0.4432076119617141,0.9413978921161863,0.5427149127129913,0.9412671368365693,789,590,590,789,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,34,1,0,0,1,17,22,16,19,1.0,0.1550510648329647,0.08595750248861167,0.32404085186637177,0.26876600199088935,930,930,930,930,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,5,0,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,1,1,0,1,3,1,13,1,13,0.9577644607923762,0.999989720087049,0.4343571801457945,0.9915446682281145,0.539038636275111,827,826,826,827,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,2,1,0,1,3,13,3,12,1,0.9264999490806144,0.2720488123057577,0.9746903848594863,0.4029390396607291,0.9650522977037119,111,871,871,111,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,3,1,1,0,1,22,16,20,13,1.0,0.07698221055277432,0.4750587907938415,0.2615857684422195,0.5800470326350733,718,718,379,718,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,4,1,0,1,2,8,21,8,20,0.8320948472861174,0.6775897365724999,0.06756025817202199,0.7084907587152234,0.22046717599484109,233,86,86,233,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,5,1,1,1,19,7,14,7,14,0.7828282911471626,0.7989193193152411,0.44368570663894424,0.7957011136816254,0.511514223540588,186,468,890,186,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,6,1,0,1,6,12,10,12,10,0.8520501271467491,0.3217234059903189,0.8373295276982368,0.427788750221605,0.8402736475879392,808,89,89,808,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,7,1,0,1,4,16,10,16,10,0.9582726527963381,0.433202828566587,0.44719520646683414,0.5382167934125373,0.5494106957327349,979,713,713,979,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,8,1,0,0,1,1,24,1,23,1.0,0.9974815353062139,5.061604464468017e-05,0.997985228244971,0.20004049283571576,865,865,865,865,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,9,1,0,0,1,8,17,6,15,1.0,0.7710237666498518,0.22960334089314616,0.8168190133198816,0.38368267271451695,492,492,492,492,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,10,1,1,1,7,24,1,24,1,0.7882025029496579,0.0008649408115767865,0.9940293618272412,0.158332453239193,0.9528639900517246,642,765,238,642,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,11,1,0,0,1,20,4,16,4,1.0,0.24134468812106358,0.8349511334135199,0.3930757504968509,0.867960906730816,1023,1023,1023,1023,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,12,1,0,1,2,2,24,1,21,0.982890439001361,0.9816361736575261,1.5593209644615413e-05,0.9818870267262931,0.1965905623679879,456,597,597,456,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,13,1,0,0,1,14,13,11,11,1.0,0.35841240864312135,0.47816021947178156,0.4867299269144971,0.5825281755774252,562,562,562,562,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,14,1,0,0,1,24,5,20,1,1.0,0.0025647288915832123,0.9429164028287227,0.20205178311326658,0.9543331222629783,478,478,478,478,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,15,1,0,0,1,13,7,13,4,1.0,0.3466008034323965,0.8306160191977189,0.47728064274591725,0.8644928153581752,267,267,267,267,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,16,1,0,1,20,5,18,5,18,0.7933503741124143,0.8746148261578015,0.30047987184640634,0.8583619357487241,0.39905397229960793,435,917,917,435,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,17,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,18,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,19,1,0,0,1,16,7,14,5,1.0,0.3554195549860839,0.830111308162109,0.48433564398886714,0.8640890465296873,510,510,510,510,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,20,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,21,1,0,0,1,15,14,11,11,1.0,0.3236534137745926,0.5086738160564325,0.4589227310196741,0.6069390528451459,553,553,553,553,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,22,1,0,0,1,22,5,17,1,1.0,0.025784185828585382,0.9129228607654278,0.22062734866286832,0.9303382886123424,629,629,629,629,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,23,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,24,1,0,0,1,1,23,1,20,1.0,0.9857610660493529,0.031987479396018204,0.9886088528394823,0.22558998351681459,874,874,874,874,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,25,1,0,0,1,15,10,13,8,1.0,0.35235268349815146,0.6413292135322236,0.4818821467985212,0.713063370825779,720,720,720,720,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,26,1,0,1,4,16,8,16,8,0.9208891842187944,0.3880650957103253,0.6608078135658503,0.4946299134120192,0.7128240876964391,27,314,314,27,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,27,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,28,1,0,1,4,6,21,6,20,0.9408826199032436,0.7978946618559013,0.07116439471122127,0.8264922534653698,0.24510803974962575,247,7,7,247,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,29,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,30,1,0,0,1,15,2,15,1,1.0,0.20225154284988855,0.9904225264893396,0.36180123427991084,0.9923380211914716,823,823,823,823,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,31,1,1,1,2,22,8,19,5,0.9079265547207869,0.013323549366481391,0.7971312107566426,0.1922441504373425,0.8192902795494715,634,913,548,634,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,32,1,0,1,2,19,12,18,12,0.9974840597038437,0.2202899913986281,0.4465947695084855,0.3757288050596712,0.5567726275475571,162,741,741,162,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,33,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,34,1,0,0,1,3,16,2,16,1.0,0.6735518698582673,0.03837143390530301,0.7388414958866139,0.2306971471242424,91,91,91,91,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,6,0,1,0,0,1,7,8,1,5,1.0,0.9522511415063957,0.7752937641374944,0.9618009132051166,0.8202350113099957,803,803,803,803,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,1,1,1,0,1,19,20,17,18,1.0,0.30953346835482864,0.05033462392423099,0.4476267746838629,0.2402676991393848,826,826,714,826,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,2,1,0,0,1,13,22,11,21,1.0,0.15616518147912062,0.17220855312593525,0.3249321451832965,0.3377668425007482,871,871,871,871,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,3,1,0,0,1,8,22,4,18,1.0,0.8491162052934131,0.023614442662852064,0.8792929642347305,0.21889155413028166,718,718,718,718,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,4,1,0,0,1,3,15,1,12,1.0,0.9336141516211318,0.3371372195741908,0.9468913212969055,0.4697097756593527,107,107,107,107,0.999375223348867,0.14092329519974578
