dataset,target_snr_db,packet_index,symbol_index,gt_in_top_l,v3_is_error,multi_is_error,gt_energy_rank,gt_phase_rank,gt_local_phase_rank,gt_combined_rank,gt_local_combined_rank,gt_energy_score,gt_phase_score,gt_local_phase_score,gt_combined_score,gt_local_combined_score,top1_bin,gt_bin,v3_bin,multi_bin,clean_line_r2,clean_line_rmse_pi
0_0_0_10_14_16,-24.0,11,12,1,0,0,1,12,22,9,19,1.0,0.5113375490526986,0.06617100102090534,0.6090700392421589,0.2529368008167243,597,597,597,597,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,13,1,0,0,1,14,16,13,15,1.0,0.3434079760738822,0.11889889806908038,0.4747263808591058,0.29511911845526434,562,562,562,562,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,14,1,0,0,1,19,23,17,20,1.0,0.12217648167275608,0.010192223764496855,0.2977411853382049,0.20815377901159748,478,478,478,478,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,15,1,0,0,1,12,11,10,10,1.0,0.42526147733335834,0.44814790020670126,0.5402091818666868,0.558518320165361,267,267,267,267,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,16,1,0,0,1,5,22,1,20,1.0,0.872553733744442,0.060051526197879845,0.8980429869955537,0.2480412209583039,917,917,917,917,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,17,1,0,1,2,24,23,22,22,0.9642492438035092,0.015705197582117802,0.020540901011323054,0.2054140068263961,0.2092825695697603,545,656,656,545,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,18,1,0,0,1,20,18,16,17,1.0,0.037493523292776554,0.13924131721628275,0.22999481863422125,0.31139305377302623,889,889,889,889,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,19,1,0,0,1,10,17,8,15,1.0,0.7861087671456648,0.2424555926773076,0.8288870137165318,0.3939644741418461,510,510,510,510,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,20,1,0,1,3,22,17,22,14,0.9851741596242277,0.03901991455926618,0.2680864684567233,0.22825076357225849,0.4115040066902242,657,860,860,657,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,21,1,0,0,1,4,13,1,11,1.0,0.9854595215082942,0.5862319247283386,0.9883676172066354,0.668985539782671,553,553,553,553,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,22,1,0,1,2,9,16,5,14,0.9853766702914172,0.8672957704799549,0.2892801498189476,0.8909119504422475,0.4284994539134416,675,629,629,675,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,23,1,0,0,1,9,18,7,16,1.0,0.8230098273949882,0.18685655160743875,0.8584078619159905,0.34948524128595104,759,759,759,759,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,24,1,0,1,2,1,7,1,7,0.9912830300538967,0.9971748976509851,0.7740907458178086,0.9959965241315675,0.8175292026650263,928,874,874,928,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,25,1,0,1,10,3,20,3,20,0.7384676012125359,0.947088792580367,0.02935471440157439,0.9053645543068009,0.1711772917637667,662,720,720,662,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,26,1,0,0,1,16,17,15,15,1.0,0.24214634251800765,0.18062173530426817,0.39371707401440614,0.3444973882434146,314,314,314,314,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,27,1,0,1,13,18,7,19,6,0.8378446089847229,0.03663449777239691,0.9531221458218058,0.19687652001486214,0.9300666384543893,650,602,602,650,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,28,1,0,0,1,6,5,4,1,1.0,0.7780846569541457,0.8859206893941961,0.8224677255633166,0.9087365515153569,7,7,7,7,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,29,1,0,0,1,19,19,18,18,1.0,0.06892636809381752,0.04397676596980549,0.25514109447505406,0.2351814127758444,610,610,610,610,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,30,1,0,0,1,23,22,21,22,1.0,0.0009366951325888717,0.0053736551377212005,0.20074935610607111,0.20429892411017697,823,823,823,823,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,31,1,1,1,13,24,23,24,23,0.805552129605736,0.03827768987476721,0.19244574130388076,0.19173257782096098,0.3150670189642518,762,905,477,762,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,32,1,0,0,1,3,4,1,1,1.0,0.9346159900594233,0.9671481670322473,0.9476927920475386,0.9737185336257979,748,748,748,748,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,33,1,0,1,5,7,18,6,17,0.6933201661417735,0.8650433512376681,0.10821897587115492,0.8306987142184893,0.22523921392527865,407,586,586,407,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,11,34,1,1,1,2,3,11,3,11,0.9312662671059213,0.81888434907456,0.3816578669976336,0.8413607326808323,0.4915795470192912,457,93,775,457,0.4418793429212805,0.39745775789495746
0_0_0_10_14_16,-24.0,12,0,1,0,0,1,3,10,1,7,1.0,0.936967415991311,0.7854049962184433,0.9495739327930488,0.8283239969747547,803,803,803,803,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,1,1,0,1,2,11,4,11,1,0.8996664056624296,0.5702130332433841,0.9763623282813124,0.6361037077271933,0.961023143757536,648,711,711,648,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,2,1,0,0,1,9,10,8,6,1.0,0.6944923239629872,0.7140651278315939,0.7555938591703899,0.7712521022652752,871,871,871,871,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,3,1,0,0,1,20,15,18,12,1.0,0.03005919375600541,0.37292782961357956,0.22404735500480433,0.49834226369086365,691,691,691,691,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,4,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,12,5,1,0,0,1,1,15,1,15,1.0,0.997353723575761,0.27733929832727783,0.997882978860609,0.4218714386618223,468,468,468,468,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,6,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,12,7,1,0,1,2,4,4,1,1,0.8872560373134614,0.971647800877673,0.9530071376529687,0.9547694481648307,0.9398569175850673,180,713,713,180,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,8,1,0,0,1,2,12,1,10,1.0,0.997945116393083,0.6586059448237773,0.9983560931144664,0.7268847558590219,865,865,865,865,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,9,1,0,0,1,23,14,20,13,1.0,0.005904389041851477,0.35860056369817084,0.2047235112334812,0.4868804509585367,492,492,492,492,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,10,1,0,0,1,15,16,11,14,1.0,0.3348567329863365,0.40946604435303313,0.46788538638906924,0.5275728354824265,765,765,765,765,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,11,1,0,0,1,9,20,8,17,1.0,0.7430369953980427,0.06011426683148008,0.7944295963184342,0.24809141346518407,1023,1023,1023,1023,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,12,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,12,13,1,0,0,1,6,12,1,11,1.0,0.9455312039024353,0.4671084655298511,0.9564249631219484,0.5736867724238809,562,562,562,562,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,14,1,0,0,1,4,11,1,10,1.0,0.9468437176915913,0.7589026187047073,0.9574749741532731,0.8071220949637659,478,478,478,478,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,15,1,0,0,1,21,16,19,14,1.0,0.018662691475850535,0.3600993201167847,0.21493015318068043,0.4880794560934278,267,267,267,267,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,16,1,1,1,10,1,9,2,9,0.8159665669327875,0.9999777868184456,0.8189991411437135,0.963175542841314,0.8183926263015284,742,917,734,742,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,17,1,0,0,1,20,22,19,16,1.0,0.08388467491286711,0.03195186363180291,0.2671077399302937,0.22556149090544234,656,656,656,656,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,18,1,0,0,1,19,22,16,20,1.0,0.14667349833642496,0.001165664954105805,0.31733879866914,0.20093253196328464,889,889,889,889,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,19,1,0,1,4,11,15,11,15,0.7183048076455587,0.7695717084676807,0.11195205673009556,0.7593183283032564,0.23322260691318822,775,510,510,775,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,20,1,1,1,6,21,7,20,7,0.829357640086338,0.02327450957021926,0.8870439285048097,0.18449113567344302,0.8755066708211154,715,860,479,715,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,21,1,0,0,1,7,5,5,1,1.0,0.7840954734521043,0.9403595393941839,0.8272763787616835,0.9522876315153472,553,553,553,553,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,22,1,0,0,1,2,2,1,1,1.0,0.9749930456074989,0.9952246062001504,0.9799944364859992,0.9961796849601203,629,629,629,629,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,23,1,0,0,1,6,7,2,5,1.0,0.8573638700681194,0.8211020076675904,0.8858910960544957,0.8568816061340725,759,759,759,759,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,24,1,1,1,12,7,8,7,8,0.7475945913133593,0.8264594819015233,0.7403214060612484,0.8106865037838905,0.7417760431116706,306,874,388,306,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,25,1,0,0,1,19,12,15,10,1.0,0.1301702033909075,0.43167935436022614,0.30413616271272603,0.545343483488181,720,720,720,720,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,26,1,0,1,2,6,7,6,7,0.9809428946656751,0.7294304509612166,0.6545533093821527,0.7797329397021083,0.7198312264388572,20,314,314,20,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,27,1,0,0,1,5,5,1,1,1.0,0.925780332799998,0.9510027140997437,0.9406242662399984,0.960802171279795,602,602,602,602,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,28,1,0,0,1,15,4,14,1,1.0,0.356065107975919,0.92124261185532,0.48485208638073524,0.9369940894842561,7,7,7,7,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,29,1,0,0,1,18,2,18,1,1.0,0.14824003166343158,0.8903936750940016,0.31859202533074527,0.9123149400752013,610,610,610,610,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,30,1,0,0,1,12,1,12,1,1.0,0.24841557578544687,0.9952093853063826,0.39873246062835754,0.996167508245106,791,791,791,791,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,31,1,0,0,1,23,4,19,1,1.0,0.04056831195401478,0.98620659227692,0.23245464956321182,0.988965273821536,904,904,904,904,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,32,1,0,0,1,18,15,15,12,1.0,0.21251435498849058,0.3802310479342875,0.3700114839907925,0.5041848383474301,761,761,761,761,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,33,1,0,0,1,5,21,3,19,1.0,0.896132328994631,0.04425097973064235,0.9169058631957048,0.2354007837845139,587,587,587,587,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,12,34,1,0,0,1,3,16,1,15,1.0,0.9891457606445859,0.29783973791240287,0.9913166085156688,0.4382717903299223,934,934,934,934,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-24.0,13,0,1,0,0,1,14,2,12,1,1.0,0.4833711728880995,0.9943710036768392,0.5866969383104796,0.9954968029414715,222,222,222,222,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,1,1,0,1,2,4,6,1,4,0.9956485378505286,0.9596832145029623,0.6811429958589613,0.9668762791724757,0.7440441042572749,46,826,826,46,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,2,1,0,0,1,23,7,20,1,1.0,0.20130705143261146,0.9208974703851054,0.36104564114608917,0.9367179763080844,871,871,871,871,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,3,1,1,1,19,14,18,14,18,0.6148407833963855,0.3010378964912301,0.17303066727556043,0.36379847387226116,0.26139269049972547,692,691,108,692,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,4,1,0,0,1,9,23,5,17,1.0,0.8550700444525301,0.0006225503740149296,0.8840560355620242,0.20049804029921195,107,107,107,107,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,5,1,0,1,6,6,13,5,13,0.9168335273628354,0.8475011831688455,0.3958040478376663,0.8613676520076435,0.5000099437427001,146,468,468,146,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,6,1,0,0,1,23,4,20,1,1.0,0.008750796708187292,0.9166347677355183,0.20700063736654983,0.9333078141884148,89,89,89,89,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,7,1,0,0,1,8,17,8,15,1.0,0.6453854220527795,0.23823322375871975,0.7163083376422237,0.3905865790069758,713,713,713,713,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,8,1,0,0,1,1,23,1,20,1.0,0.9877788107662097,0.02958478385960106,0.9902230486129677,0.22366782708768085,865,865,865,865,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,9,1,1,1,22,14,11,15,11,0.6813701448412367,0.3930117132305012,0.6088114917760602,0.45068339955264836,0.6233232223890955,797,492,1000,797,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,10,1,0,0,1,22,2,20,1,1.0,0.07310135168588383,0.9511800838807902,0.25848108134870706,0.9609440671046323,765,765,765,765,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,11,1,0,1,2,6,15,1,15,0.9305809294076304,0.9422929471766799,0.11230800095908644,0.9399505436228701,0.27596258664879525,236,1023,1023,236,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,12,1,0,0,1,3,23,1,23,1.0,0.9623601964323211,0.0031333863442580268,0.9698881571458569,0.20250670907540644,597,597,597,597,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,13,1,0,0,1,16,10,14,8,1.0,0.13614244701775863,0.7268569565775659,0.3089139576142069,0.7814855652620527,562,562,562,562,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,14,1,0,1,3,18,6,19,4,0.7777864416350002,0.1356840610483161,0.9685257503123639,0.26410453716565296,0.9303778885768912,521,478,478,521,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,15,1,0,1,4,1,23,1,23,0.8974252173199074,0.9994362896514897,0.056738553729581254,0.9790340751851733,0.2248758864476465,838,267,267,838,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,16,1,0,0,1,4,24,2,22,1.0,0.9032747438540726,0.007552071743764266,0.9226197950832582,0.20604165739501143,917,917,917,917,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,17,1,0,0,1,21,9,16,2,1.0,0.01539462779148204,0.8767746692361047,0.21231570223318563,0.9014197353888838,656,656,656,656,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,18,1,0,0,1,16,5,14,1,1.0,0.1793165292429481,0.9583657146649702,0.34345322339435846,0.9666925717319763,889,889,889,889,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,19,1,0,0,1,4,17,2,17,1.0,0.9346926039089613,0.2146076259799885,0.9477540831271691,0.37168610078399084,510,510,510,510,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,20,1,0,0,1,5,21,4,20,1.0,0.7255192879838971,0.11489317553274636,0.7804154303871178,0.29191454042619713,860,860,860,860,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,21,1,0,0,1,24,3,23,2,1.0,0.015354504775556888,0.9094526324478805,0.21228360382044553,0.9275621059583046,553,553,553,553,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,22,1,0,0,1,19,4,17,2,1.0,0.2147312038848062,0.8934792878493294,0.371784963107845,0.9147834302794635,629,629,629,629,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,23,1,0,0,1,5,16,1,14,1.0,0.8967818557599547,0.17962046995923303,0.9174254846079639,0.34369637596738645,759,759,759,759,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,24,0,,,,,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,13,25,1,1,1,5,18,7,19,6,0.8688610017827446,0.05168409363424176,0.9443576939244744,0.21511947526394234,0.9292583554961286,672,720,328,672,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,26,1,0,1,2,19,6,19,5,0.8209397045703285,0.239385973594057,0.7136986504716921,0.35569671978931133,0.7351468612914195,889,314,314,889,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,27,1,0,0,1,8,18,1,15,1.0,0.9030808821387267,0.03620027321566821,0.9224647057109814,0.22896021857253457,602,602,602,602,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,28,1,0,0,1,5,17,1,16,1.0,0.9268258884696201,0.21105129031463232,0.941460710775696,0.3688410322517059,7,7,7,7,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,29,1,0,1,7,13,5,13,5,0.847639443318204,0.5190987383196604,0.7545911402779168,0.5848068793193691,0.7732008008859743,970,610,610,970,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,30,1,0,0,1,21,10,16,9,1.0,0.0449533870681349,0.6874147243709977,0.23596270965450794,0.7499317794967981,778,778,778,778,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,31,1,0,0,1,7,21,6,17,1.0,0.6063487648212642,0.09503749524727867,0.6850790118570114,0.276029996197823,921,921,921,921,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,32,1,0,0,1,1,20,1,19,1.0,0.9968525755268375,0.09455780795404439,0.99748206042147,0.27564624636323554,749,749,749,749,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,33,1,0,0,1,10,7,7,2,1.0,0.6275362377104347,0.8744662494582823,0.7020289901683479,0.899572999566626,577,577,577,577,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,34,1,0,1,2,23,13,18,13,0.980049467080081,0.008863780460563131,0.4020389831792567,0.2031009177844667,0.5176410799594215,607,936,936,607,0.9993019785498202,0.14284150521158973
