dataset,target_snr_db,packet_index,symbol_index,gt_in_top_l,v3_is_error,multi_is_error,gt_energy_rank,gt_phase_rank,gt_combined_rank,gt_energy_score,gt_phase_score,gt_combined_score,top1_bin,gt_bin,v3_bin,multi_bin,clean_line_r2,clean_line_rmse_pi
0_0_0_10_14_16,-24.0,13,11,1,0,1,2,6,1,0.9305809294076304,0.9422929471766799,0.9399505436228701,236,1023,1023,236,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,12,1,0,0,1,3,1,1.0,0.9623601964323211,0.9698881571458569,597,597,597,597,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,13,1,0,0,1,16,14,1.0,0.13614244701775863,0.3089139576142069,562,562,562,562,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,14,1,0,1,3,18,19,0.7777864416350002,0.1356840610483161,0.26410453716565296,521,478,478,521,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,15,1,0,1,4,1,1,0.8974252173199074,0.9994362896514897,0.9790340751851733,838,267,267,838,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,16,1,0,0,1,4,2,1.0,0.9032747438540726,0.9226197950832582,917,917,917,917,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,17,1,0,0,1,21,16,1.0,0.01539462779148204,0.21231570223318563,656,656,656,656,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,18,1,0,0,1,16,14,1.0,0.1793165292429481,0.34345322339435846,889,889,889,889,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,19,1,0,0,1,4,2,1.0,0.9346926039089613,0.9477540831271691,510,510,510,510,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,20,1,0,0,1,5,4,1.0,0.7255192879838971,0.7804154303871178,860,860,860,860,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,21,1,0,0,1,24,23,1.0,0.015354504775556888,0.21228360382044553,553,553,553,553,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,22,1,0,0,1,19,17,1.0,0.2147312038848062,0.371784963107845,629,629,629,629,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,23,1,0,0,1,5,1,1.0,0.8967818557599547,0.9174254846079639,759,759,759,759,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,24,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,13,25,1,1,1,5,18,19,0.8688610017827446,0.05168409363424176,0.21511947526394234,672,720,328,672,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,26,1,0,1,2,19,19,0.8209397045703285,0.239385973594057,0.35569671978931133,889,314,314,889,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,27,1,0,0,1,8,1,1.0,0.9030808821387267,0.9224647057109814,602,602,602,602,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,28,1,0,0,1,5,1,1.0,0.9268258884696201,0.941460710775696,7,7,7,7,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,29,1,0,1,7,13,13,0.847639443318204,0.5190987383196604,0.5848068793193691,970,610,610,970,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,30,1,0,0,1,21,16,1.0,0.0449533870681349,0.23596270965450794,778,778,778,778,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,31,1,0,0,1,7,6,1.0,0.6063487648212642,0.6850790118570114,921,921,921,921,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,32,1,0,0,1,1,1,1.0,0.9968525755268375,0.99748206042147,749,749,749,749,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,33,1,0,0,1,10,7,1.0,0.6275362377104347,0.7020289901683479,577,577,577,577,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-24.0,13,34,1,0,1,2,23,18,0.980049467080081,0.008863780460563131,0.2031009177844667,607,936,936,607,0.9993019785498202,0.14284150521158973
