dataset,target_snr_db,packet_index,symbol_index,gt_in_top_l,v3_is_error,multi_is_error,gt_energy_rank,gt_phase_rank,gt_combined_rank,gt_energy_score,gt_phase_score,gt_combined_score,top1_bin,gt_bin,v3_bin,multi_bin,clean_line_r2,clean_line_rmse_pi
0_0_0_10_14_16,-24.0,1,29,1,0,1,8,6,4,0.7827887315082106,0.958571726418427,0.9234151274363838,567,610,610,567,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,30,1,1,1,5,14,13,0.8338502339656172,0.2605535592304423,0.37521289417747733,142,807,852,142,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,31,1,0,1,3,16,16,0.7754449218298661,0.22977635639472693,0.3389100694817548,396,897,897,396,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,32,1,0,0,1,1,1,1.0,0.9920107104241782,0.9936085683393425,749,749,749,749,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,33,1,0,0,1,24,20,1.0,0.051043746463785344,0.2408349971710283,584,584,584,584,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,1,34,1,1,1,9,10,10,0.6644520414416746,0.8567309793260234,0.8182751917491538,1018,934,1018,1018,0.9998706886380241,0.08828975252897754
0_0_0_10_14_16,-24.0,2,0,1,0,1,2,9,7,0.9289512033994098,0.8840007727882755,0.8929908589105024,961,803,803,961,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,1,1,0,1,10,19,19,0.7302194817438918,0.27837555838538314,0.3687443430570849,485,826,826,485,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,2,1,0,0,1,12,10,1.0,0.32747145587826965,0.46197716470261574,922,922,922,922,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,3,1,0,0,1,1,1,1.0,0.9778948410760774,0.9823158728608619,718,718,718,718,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,4,1,0,1,16,18,18,0.6922755182798489,0.48343569765815386,0.5252036617824929,573,86,86,573,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,5,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,6,1,0,0,1,5,5,1.0,0.8154843320821314,0.8523874656657051,89,89,89,89,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,7,1,0,1,2,4,4,0.9619368635520261,0.9087598778416243,0.9193952749837047,949,713,713,949,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,8,1,0,0,1,18,14,1.0,0.10711071858685428,0.28568857486948346,865,865,865,865,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,9,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,10,1,0,0,1,2,1,1.0,0.9960428950112892,0.9968343160090314,765,765,765,765,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,11,1,0,1,9,18,17,0.7199775903736678,0.39168718833587585,0.4573452687434343,286,1023,1023,286,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,12,1,1,1,23,19,19,0.6726465796098876,0.17996123344802978,0.2784983026804013,677,597,240,677,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,13,1,1,1,5,1,1,0.8966111633120357,0.9738202850375854,0.9583784606924755,944,562,279,944,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,14,1,0,0,1,8,7,1.0,0.708276248316409,0.7666209986531272,478,478,478,478,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,15,1,0,0,1,22,14,1.0,0.024144641506828435,0.21931571320546275,267,267,267,267,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,16,1,1,1,10,8,8,0.7840033655274591,0.5894291115723589,0.628343962363379,568,917,568,568,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,17,1,0,1,20,4,5,0.7409767608829537,0.9716006349601547,0.9254758601447145,213,656,656,213,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,18,1,0,0,1,17,15,1.0,0.28784653330954946,0.43027722664763957,889,889,889,889,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,19,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,20,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,21,1,0,0,1,11,11,1.0,0.8301384645763434,0.8641107716610748,553,553,553,553,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,22,1,0,1,2,21,20,0.8844820350549575,0.14137825658994424,0.2899990122829469,11,629,629,11,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,23,1,0,0,1,15,15,1.0,0.37150315344207985,0.4972025227536639,759,759,759,759,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,24,1,0,0,1,2,1,1.0,0.9914804461318759,0.9931843569055008,874,874,874,874,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,25,1,0,1,7,18,18,0.6831580487132202,0.44156871451418794,0.48988658135399443,721,720,720,721,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,26,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,27,1,0,0,1,17,16,1.0,0.2357489113197247,0.38859912905577976,602,602,602,602,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,28,1,0,1,11,2,1,0.766678409364508,0.9972845986404937,0.9511633607852966,981,7,7,981,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,29,1,0,0,1,7,3,1.0,0.862708329081151,0.8901666632649208,610,610,610,610,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,30,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,2,31,1,0,0,1,7,6,1.0,0.4819130982865924,0.5855304786292739,912,912,912,912,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,32,1,0,0,1,1,1,1.0,0.9947070954292283,0.9957656763433826,768,768,768,768,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,33,1,0,1,2,7,6,0.9963295617904199,0.8597448178772793,0.8870617666599074,890,581,581,890,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,2,34,1,0,0,1,24,16,1.0,0.0008144135221282434,0.2006515308177026,93,93,93,93,0.9995380185105024,0.12012704756268058
0_0_0_10_14_16,-24.0,3,0,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,1,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,2,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,3,1,0,1,17,19,19,0.6980392438656287,0.14144435525136773,0.25276333297421993,116,718,718,116,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,4,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,5,1,0,0,1,10,8,1.0,0.7242255097560965,0.7793804078048772,468,468,468,468,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,6,1,0,0,1,7,6,1.0,0.8483686312381102,0.8786949049904882,89,89,89,89,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,7,1,0,0,1,20,19,1.0,0.12519158523560941,0.30015326818848753,713,713,713,713,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,8,1,1,1,5,14,14,0.8682026726685621,0.4466081416831648,0.5309270478802444,877,865,160,877,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,9,1,1,1,8,11,11,0.7607960988376985,0.8279962997812191,0.8145562595925151,1001,492,868,1001,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,10,1,0,1,2,12,10,0.8565970605989146,0.6287644511043308,0.6743309730032476,769,765,765,769,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,11,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,12,1,0,0,1,18,17,1.0,0.04018693125443096,0.2321495450035448,597,597,597,597,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,13,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,14,1,1,1,6,8,7,0.8536854792767975,0.8121064523748077,0.8204222577552058,848,478,332,848,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,15,1,1,1,3,19,19,0.8354997729509968,0.03195876399281872,0.19266696578445433,144,267,144,144,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,16,1,0,1,3,22,21,0.9405970701204224,0.10279372112959212,0.2703543909277582,816,917,917,816,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,17,1,1,1,10,10,10,0.8307877399083705,0.642570021896895,0.6802135654991902,334,656,32,334,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,18,1,0,0,1,2,1,1.0,0.9748210953936671,0.9798568763149338,889,889,889,889,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,19,1,0,0,1,8,5,1.0,0.7452084278698973,0.7961667422959178,510,510,510,510,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,20,1,1,0,1,22,22,1.0,0.15331076418815937,0.3226486113505275,860,860,658,860,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,21,1,1,1,10,19,17,0.8545691387188855,0.25346288519657795,0.3736841359010395,847,553,131,847,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,22,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,23,1,0,0,1,4,1,1.0,0.9451400545443683,0.9561120436354946,759,759,759,759,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,24,1,1,1,4,19,18,0.9172557723395055,0.09502603207598437,0.2594719801286886,370,874,18,370,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,25,1,0,0,1,19,19,1.0,0.1858584472621464,0.34868675780971714,720,720,720,720,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,26,1,0,0,1,9,7,1.0,0.5814424217408022,0.6651539373926418,314,314,314,314,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,27,1,0,0,1,6,1,1.0,0.9449759376485141,0.9559807501188113,602,602,602,602,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,28,1,1,1,3,3,3,0.8940458989072301,0.882933857835745,0.885156266050042,767,7,643,767,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,29,1,0,0,1,19,18,1.0,0.10807669618200572,0.2864613569456046,610,610,610,610,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,30,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,3,31,1,1,1,22,8,8,0.7972605942118589,0.6157078565299433,0.6520184040663265,60,897,413,60,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,32,1,0,0,1,5,1,1.0,0.9578571588361677,0.9662857270689342,740,740,740,740,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,33,1,0,1,2,13,12,0.9407441157181003,0.4432076119617141,0.5427149127129913,789,590,590,789,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,3,34,1,0,0,1,17,16,1.0,0.1550510648329647,0.32404085186637177,930,930,930,930,0.9993029294132528,0.1267639303088848
0_0_0_10_14_16,-24.0,5,0,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,1,1,0,1,3,1,1,0.9577644607923762,0.999989720087049,0.9915446682281145,827,826,826,827,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,2,1,0,1,3,13,12,0.9264999490806144,0.2720488123057577,0.4029390396607291,111,871,871,111,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,3,1,1,0,1,22,20,1.0,0.07698221055277432,0.2615857684422195,718,718,379,718,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,4,1,0,1,2,8,8,0.8320948472861174,0.6775897365724999,0.7084907587152234,233,86,86,233,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,5,1,1,1,19,7,7,0.7828282911471626,0.7989193193152411,0.7957011136816254,186,468,890,186,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,6,1,0,1,6,12,12,0.8520501271467491,0.3217234059903189,0.427788750221605,808,89,89,808,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,7,1,0,1,4,16,16,0.9582726527963381,0.433202828566587,0.5382167934125373,979,713,713,979,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,8,1,0,0,1,1,1,1.0,0.9974815353062139,0.997985228244971,865,865,865,865,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,9,1,0,0,1,8,6,1.0,0.7710237666498518,0.8168190133198816,492,492,492,492,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,10,1,1,1,7,24,24,0.7882025029496579,0.0008649408115767865,0.158332453239193,642,765,238,642,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,11,1,0,0,1,20,16,1.0,0.24134468812106358,0.3930757504968509,1023,1023,1023,1023,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,12,1,0,1,2,2,1,0.982890439001361,0.9816361736575261,0.9818870267262931,456,597,597,456,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,13,1,0,0,1,14,11,1.0,0.35841240864312135,0.4867299269144971,562,562,562,562,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,14,1,0,0,1,24,20,1.0,0.0025647288915832123,0.20205178311326658,478,478,478,478,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,15,1,0,0,1,13,13,1.0,0.3466008034323965,0.47728064274591725,267,267,267,267,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,16,1,0,1,20,5,5,0.7933503741124143,0.8746148261578015,0.8583619357487241,435,917,917,435,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,17,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,18,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,19,1,0,0,1,16,14,1.0,0.3554195549860839,0.48433564398886714,510,510,510,510,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,20,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,21,1,0,0,1,15,11,1.0,0.3236534137745926,0.4589227310196741,553,553,553,553,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,22,1,0,0,1,22,17,1.0,0.025784185828585382,0.22062734866286832,629,629,629,629,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,23,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,24,1,0,0,1,1,1,1.0,0.9857610660493529,0.9886088528394823,874,874,874,874,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,25,1,0,0,1,15,13,1.0,0.35235268349815146,0.4818821467985212,720,720,720,720,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,26,1,0,1,4,16,16,0.9208891842187944,0.3880650957103253,0.4946299134120192,27,314,314,27,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,27,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,28,1,0,1,4,6,6,0.9408826199032436,0.7978946618559013,0.8264922534653698,247,7,7,247,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,29,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,30,1,0,0,1,15,15,1.0,0.20225154284988855,0.36180123427991084,823,823,823,823,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,31,1,1,1,2,22,19,0.9079265547207869,0.013323549366481391,0.1922441504373425,634,913,548,634,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,32,1,0,1,2,19,18,0.9974840597038437,0.2202899913986281,0.3757288050596712,162,741,741,162,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,5,33,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,5,34,1,0,0,1,3,2,1.0,0.6735518698582673,0.7388414958866139,91,91,91,91,0.9993232267115175,0.1348282904141673
0_0_0_10_14_16,-24.0,6,0,1,0,0,1,7,1,1.0,0.9522511415063957,0.9618009132051166,803,803,803,803,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,1,1,1,0,1,19,17,1.0,0.30953346835482864,0.4476267746838629,826,826,714,826,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,2,1,0,0,1,13,11,1.0,0.15616518147912062,0.3249321451832965,871,871,871,871,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,3,1,0,0,1,8,4,1.0,0.8491162052934131,0.8792929642347305,718,718,718,718,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,4,1,0,0,1,3,1,1.0,0.9336141516211318,0.9468913212969055,107,107,107,107,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,5,1,0,0,1,20,20,1.0,0.023266477872776747,0.2186131822982214,468,468,468,468,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,6,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,7,1,0,1,3,3,1,0.8535441946710353,0.9945783238074264,0.9663714979801482,630,713,713,630,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,8,1,0,1,13,18,18,0.8480022982846275,0.2508719637837878,0.3702980306839557,258,865,865,258,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,9,1,0,0,1,20,19,1.0,0.06900175565650901,0.25520140452520723,492,492,492,492,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,10,1,0,1,5,4,4,0.829267562653644,0.9387221557589631,0.9168312371378993,356,765,765,356,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,11,1,0,0,1,8,8,1.0,0.8035812376551077,0.8428649901240861,1023,1023,1023,1023,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,12,1,1,1,15,19,19,0.7494842430887731,0.07729364191013965,0.21173176214586636,296,597,784,296,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,13,1,1,0,1,20,18,1.0,0.16601179726398912,0.3328094378111913,562,562,279,562,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,14,1,0,1,3,2,1,0.9479130614103224,0.9980483780599265,0.9880213147300058,187,478,478,187,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,15,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,16,1,0,0,1,24,21,1.0,0.0007387202575993568,0.2005909762060795,917,917,917,917,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,17,1,0,0,1,7,6,1.0,0.8723663654640661,0.8978930923712529,656,656,656,656,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,18,1,0,1,2,8,4,0.871149322710679,0.9188351122028962,0.9092979543044528,631,889,889,631,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,19,1,0,0,1,18,17,1.0,0.2521115907519247,0.40168927260153975,510,510,510,510,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,20,1,0,1,2,21,18,0.9939093929413957,0.11381798138953564,0.28983626369990767,496,860,860,496,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,21,1,0,1,2,13,11,0.9948305778885641,0.6625797732759625,0.7290299341984828,675,553,553,675,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,22,1,0,0,1,4,1,1.0,0.9756184415043925,0.980494753203514,629,629,629,629,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,23,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,24,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,25,1,1,1,6,12,11,0.821571035762178,0.7478610281358072,0.7626030296610814,721,720,729,721,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,26,1,1,1,4,5,4,0.8631840734124723,0.9126110163344179,0.9027256277500288,168,314,414,168,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,27,1,0,1,7,22,23,0.7419752342958377,0.004971851303842145,0.15237252790224126,575,602,602,575,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,28,1,0,1,4,20,16,0.8925958363656922,0.2643775693880044,0.39002122278354195,628,7,7,628,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,29,1,0,1,15,1,1,0.715357951128989,0.8171428031516688,0.7967858327471329,907,610,610,907,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,30,1,0,0,1,13,11,1.0,0.4490142074074477,0.5592113659259581,791,791,791,791,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,31,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,32,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-24.0,6,33,1,0,0,1,12,8,1.0,0.6274662369305599,0.701972989544448,584,584,584,584,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,6,34,1,1,1,15,8,8,0.5978708637831603,0.9000014707376582,0.8395753493467587,372,932,777,372,0.999375223348867,0.14092329519974578
0_0_0_10_14_16,-24.0,8,0,1,0,1,15,23,23,0.7771185217626723,0.007751076153237613,0.16162456527512456,364,803,803,364,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,1,1,1,0,1,1,1,1.0,0.9990322993002612,0.9992258394402089,711,711,49,711,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,2,1,0,0,1,13,10,1.0,0.3596905270977375,0.48775242167819005,922,922,922,922,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,3,1,0,0,1,16,15,1.0,0.272704564184304,0.4181636513474432,691,691,691,691,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,4,1,0,1,2,4,4,0.7685340207560272,0.9415162247126891,0.9069197839213567,467,86,86,467,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,5,1,0,0,1,22,16,1.0,0.0069250634578092995,0.20554005076624746,468,468,468,468,0.9996001499352228,0.1390416353093804
0_0_0_10_14_16,-24.0,8,6,1,0,0,1,8,8,1.0,0.7617827179308382,0.8094261743446707,89,89,89,89,0.9996001499352228,0.1390416353093804
