packet_index,payload_symbol_index,gt_bin,savaux_bin,savaux_hit,gt_savaux_rank,gt_in_topk,gt_score,arg_score,gt_score_over_arg_db,gt_path_gain,arg_path_gain,gt_tau0,arg_tau0,gt_slope,arg_slope,would_fix
13,24,874,1007,0,12,0,0.2391086497622105,0.3464283208619653,-1.6101810179001552,0.18225175073158298,0.12824472050161162,0.5,0.5,0.5,-0.5,0
13,25,720,720,1,1,1,0.5581758604940183,0.5581758604940183,0.0,0.0739686212775635,0.0739686212775635,-0.5,-0.5,0.5,0.5,0
13,26,314,314,1,1,1,0.3674233825554591,0.3674233825554591,0.0,0.09636195123642445,0.09636195123642445,-0.5,-0.5,0.5,0.5,0
13,27,602,602,1,1,1,0.6390879734596963,0.6390879734596963,0.0,0.058718939325263515,0.058718939325263515,0.5,0.5,-0.5,-0.5,0
13,28,7,7,1,1,1,0.7733190415079084,0.7733190415079084,0.0,0.08006679155654498,0.08006679155654498,0.0,0.0,-0.5,-0.5,0
13,29,610,610,1,1,1,0.4971318931364392,0.4971318931364392,0.0,0.07420030612769474,0.07420030612769474,0.5,0.5,-0.5,-0.5,0
13,30,778,778,1,1,1,0.9482380985663087,0.9482380985663087,0.0,0.1259253474978724,0.1259253474978724,-0.5,-0.5,0.5,0.5,0
13,31,921,921,1,1,1,0.9630969770789521,0.9630969770789521,0.0,0.06367263992029429,0.06367263992029429,0.5,0.5,-0.5,-0.5,0
13,32,749,749,1,1,1,0.8249966291246635,0.8249966291246635,0.0,0.07034008218791851,0.07034008218791851,-0.5,-0.5,0.5,0.5,0
13,33,577,577,1,1,1,0.7093687290068468,0.7093687290068468,0.0,0.07023456028491087,0.07023456028491087,-0.5,-0.5,0.5,0.5,0
13,34,936,936,1,1,1,0.9467848361200674,0.9467848361200674,0.0,0.10661578483515594,0.10661578483515594,0.5,0.5,-0.5,-0.5,0
