packet_index,payload_symbol_index,gt_bin,savaux_bin,savaux_hit,gt_savaux_rank,gt_in_topk,gt_score,arg_score,gt_score_over_arg_db,gt_path_gain,arg_path_gain,gt_tau0,arg_tau0,gt_slope,arg_slope,would_fix
2,2,922,922,1,1,1,1.1241362385027676,1.1241362385027676,0.0,0.10028522107874625,0.10028522107874625,0.0,0.0,0.0,0.0,0
2,3,718,718,1,1,1,0.5634512443847897,0.5634512443847897,0.0,0.14330629540411496,0.14330629540411496,0.0,0.0,0.0,0.0,0
2,4,86,86,1,1,1,0.3437422463434605,0.3437422463434605,0.0,0.09280829445087749,0.09280829445087749,-0.5,-0.5,0.5,0.5,0
2,5,468,468,1,1,1,0.42517427162661536,0.42517427162661536,0.0,0.08762467555203306,0.08762467555203306,0.0,0.0,-0.5,-0.5,0
2,6,89,89,1,1,1,0.674513713210191,0.674513713210191,0.0,0.09669021895524577,0.09669021895524577,0.5,0.5,-0.5,-0.5,0
2,7,713,713,1,1,1,0.596889375533329,0.596889375533329,0.0,0.11224499507467764,0.11224499507467764,0.5,0.5,-0.5,-0.5,0
2,8,865,865,1,1,1,1.0263674419981321,1.0263674419981321,0.0,0.0669407284103305,0.0669407284103305,0.5,0.5,0.5,0.5,0
2,9,492,827,0,6,1,0.25470355938597067,0.37380125823771065,-1.666057447995907,0.12032159353490979,0.07416698179815384,0.0,-0.5,0.5,-0.5,0
2,10,765,765,1,1,1,0.4728633702957052,0.4728633702957052,0.0,0.11959017305045534,0.11959017305045534,-0.5,-0.5,-0.5,-0.5,0
2,11,1023,1023,1,1,1,0.602904476645813,0.602904476645813,0.0,0.08783768502600187,0.08783768502600187,0.0,0.0,0.0,0.0,0
2,12,597,889,0,21,0,0.17033473746831548,0.3454547942576351,-3.0708799875897617,0.06457249901122578,0.19640784166890793,0.5,0.0,-0.5,0.5,0
2,13,562,562,1,1,1,0.5573565874963129,0.5573565874963129,0.0,0.04664926329741888,0.04664926329741888,0.0,0.0,0.0,0.0,0
2,14,478,478,1,1,1,1.2226689139124838,1.2226689139124838,0.0,0.09698729202422492,0.09698729202422492,0.0,0.0,0.0,0.0,0
2,15,267,267,1,1,1,0.7259179919161532,0.7259179919161532,0.0,0.06561035373981422,0.06561035373981422,0.5,0.5,-0.5,-0.5,0
2,16,917,917,1,1,1,0.4324235022437321,0.4324235022437321,0.0,0.04441768643422938,0.04441768643422938,0.0,0.0,-0.5,-0.5,0
2,17,656,656,1,1,1,0.49045292495288445,0.49045292495288445,0.0,0.11568552855867649,0.11568552855867649,0.5,0.5,0.5,0.5,0
2,18,889,889,1,1,1,1.102436016861412,1.102436016861412,0.0,0.06023382255609913,0.06023382255609913,-0.5,-0.5,-0.5,-0.5,0
2,19,510,510,1,1,1,0.3376594269845639,0.3376594269845639,0.0,0.0914278714375645,0.0914278714375645,0.0,0.0,0.0,0.0,0
2,20,860,860,1,1,1,0.38068085805972346,0.38068085805972346,0.0,0.07572625586831762,0.07572625586831762,0.0,0.0,-0.5,-0.5,0
2,21,553,553,1,1,1,0.4793631700858899,0.4793631700858899,0.0,0.10987820447667551,0.10987820447667551,0.0,0.0,0.0,0.0,0
2,22,629,629,1,1,1,0.430250526880812,0.430250526880812,0.0,0.065878891916902,0.065878891916902,0.5,0.5,-0.5,-0.5,0
2,23,759,759,1,1,1,0.5533556186756177,0.5533556186756177,0.0,0.07421940575205342,0.07421940575205342,0.0,0.0,0.0,0.0,0
2,24,874,874,1,1,1,0.8221402244480157,0.8221402244480157,0.0,0.07433351611421678,0.07433351611421678,0.5,0.5,0.5,0.5,0
2,25,720,720,1,1,1,0.6527022291468086,0.6527022291468086,0.0,0.07253003785747673,0.07253003785747673,-0.5,-0.5,-0.5,-0.5,0
2,26,314,314,1,1,1,0.40622661634574647,0.40622661634574647,0.0,0.1302950119663283,0.1302950119663283,0.0,0.0,0.0,0.0,0
2,27,602,602,1,1,1,0.700744042183842,0.700744042183842,0.0,0.07973472293144412,0.07973472293144412,-0.5,-0.5,-0.5,-0.5,0
2,28,7,7,1,1,1,0.3934859835554574,0.3934859835554574,0.0,0.1309300460418799,0.1309300460418799,-0.5,-0.5,0.5,0.5,0
2,29,610,610,1,1,1,0.6611095830495508,0.6611095830495508,0.0,0.12691286966868862,0.12691286966868862,-0.5,-0.5,0.5,0.5,0
2,30,775,826,0,100,0,0.11469720813817665,0.3742358688503155,-5.135925635579887,0.19571883279916896,0.13029914963802047,0.5,-0.5,0.5,0.5,0
2,31,912,912,1,1,1,0.6575716985715699,0.6575716985715699,0.0,0.07080291785841103,0.07080291785841103,-0.5,-0.5,0.5,0.5,0
2,32,768,768,1,1,1,0.6907866854757349,0.6907866854757349,0.0,0.13549308242545402,0.13549308242545402,0.0,0.0,0.0,0.0,0
2,33,581,581,1,1,1,0.6618407266095133,0.6618407266095133,0.0,0.11329291304912333,0.11329291304912333,0.0,0.0,0.0,0.0,0
2,34,93,93,1,1,1,0.8474308148765703,0.8474308148765703,0.0,0.0795290231388008,0.0795290231388008,-0.5,-0.5,-0.5,-0.5,0
3,0,222,222,1,1,1,0.8084614282060988,0.8084614282060988,0.0,0.13617787343467835,0.13617787343467835,0.0,0.0,0.0,0.0,0
3,1,711,380,0,28,0,0.17184503471485998,0.2356004223089329,-1.3703907641658288,0.1718405986999588,0.10693815705488277,-0.5,-0.5,0.5,0.5,0
3,2,871,487,0,3,1,0.2974742293692571,0.27728102316408787,0.30529200208463236,0.12335305001838476,0.07899136395187956,-0.5,-0.5,-0.5,-0.5,1
3,3,718,718,1,1,1,0.4320353305706737,0.4320353305706737,0.0,0.09071739593952653,0.09071739593952653,-0.5,-0.5,0.5,0.5,0
3,4,107,107,1,1,1,0.3540746481605756,0.3540746481605756,0.0,0.13437999037071308,0.13437999037071308,0.5,0.5,0.5,0.5,0
3,5,468,468,1,1,1,0.8132922770300653,0.8132922770300653,0.0,0.06067595597221635,0.06067595597221635,-0.5,-0.5,0.5,0.5,0
3,6,89,89,1,1,1,0.613790261698519,0.613790261698519,0.0,0.08267810289757607,0.08267810289757607,0.0,0.0,0.5,0.5,0
3,7,713,713,1,1,1,0.6296583300421603,0.6296583300421603,0.0,0.08044493030182365,0.08044493030182365,-0.5,-0.5,0.5,0.5,0
3,8,865,865,1,1,1,0.5412032292857464,0.5412032292857464,0.0,0.09132087758750938,0.09132087758750938,0.5,0.5,0.5,0.5,0
3,9,492,492,1,1,1,0.6183951415401714,0.6183951415401714,0.0,0.10353437470803618,0.10353437470803618,0.5,0.5,0.5,0.5,0
3,10,765,765,1,1,1,0.5895693338352544,0.5895693338352544,0.0,0.07180598803915904,0.07180598803915904,0.0,0.0,0.5,0.5,0
3,11,1023,1023,1,1,1,0.5015682856042062,0.5015682856042062,0.0,0.15005039367280243,0.15005039367280243,0.0,0.0,0.0,0.0,0
3,12,597,968,0,2,1,0.3846300183588307,0.35445423703801127,0.35483003492250226,0.20604714354324755,0.11522807674219403,-0.5,0.5,-0.5,0.5,1
3,13,562,562,1,1,1,0.29544895559878814,0.29544895559878814,0.0,0.0626824706985499,0.0626824706985499,-0.5,-0.5,-0.5,-0.5,0
3,14,478,478,1,1,1,0.29739574063718494,0.29739574063718494,0.0,0.08817892600133541,0.08817892600133541,0.0,0.0,0.0,0.0,0
3,15,267,267,1,1,1,0.4711594617741222,0.4711594617741222,0.0,0.09278064536975981,0.09278064536975981,0.0,0.0,0.0,0.0,0
3,16,917,816,0,2,1,0.5288631802521683,0.5689205672695725,-0.31708302152133505,0.10582228372405833,0.11306665650301438,0.0,0.0,0.0,0.0,0
3,17,656,656,1,1,1,0.3136392557612242,0.3136392557612242,0.0,0.058852784635253785,0.058852784635253785,-0.5,-0.5,-0.5,-0.5,0
3,18,889,889,1,1,1,0.5546826123444784,0.5546826123444784,0.0,0.04162896643622327,0.04162896643622327,-0.5,-0.5,-0.5,-0.5,0
3,19,510,510,1,1,1,0.8838494750317543,0.8838494750317543,0.0,0.051617270934677606,0.051617270934677606,0.5,0.5,-0.5,-0.5,0
3,20,860,860,1,1,1,0.5734275413625913,0.5734275413625913,0.0,0.11865901685910302,0.11865901685910302,0.0,0.0,0.5,0.5,0
3,21,553,553,1,1,1,0.4447945833912659,0.4447945833912659,0.0,0.11714873685863317,0.11714873685863317,0.5,0.5,0.5,0.5,0
3,22,629,629,1,1,1,0.4960379423029329,0.4960379423029329,0.0,0.15440383434180596,0.15440383434180596,0.0,0.0,0.0,0.0,0
3,23,759,759,1,1,1,0.9457752310484738,0.9457752310484738,0.0,0.09622787467298052,0.09622787467298052,0.0,0.0,0.0,0.0,0
3,24,874,874,1,1,1,0.3441220884109445,0.3441220884109445,0.0,0.08694545872384626,0.08694545872384626,0.5,0.5,-0.5,-0.5,0
3,25,720,720,1,1,1,0.7101645641744129,0.7101645641744129,0.0,0.10015488259206591,0.10015488259206591,0.0,0.0,0.5,0.5,0
3,26,314,314,1,1,1,0.8268191553616343,0.8268191553616343,0.0,0.1660526343592114,0.1660526343592114,0.0,0.0,0.0,0.0,0
3,27,602,602,1,1,1,0.7055136591822803,0.7055136591822803,0.0,0.0642223791384348,0.0642223791384348,-0.5,-0.5,0.5,0.5,0
3,28,7,7,1,1,1,0.35089010960035794,0.35089010960035794,0.0,0.046803407436550766,0.046803407436550766,-0.5,-0.5,-0.5,-0.5,0
3,29,610,610,1,1,1,0.6496570575121773,0.6496570575121773,0.0,0.0801417314931129,0.0801417314931129,0.5,0.5,0.5,0.5,0
3,30,778,437,0,6,1,0.19920535411636156,0.3063794445260375,-1.8695861750618308,0.04943705514239892,0.12636563387665856,0.5,-0.5,0.5,-0.5,0
3,31,897,897,1,1,1,0.4935980802493205,0.4935980802493205,0.0,0.08931882914450627,0.08931882914450627,-0.5,-0.5,-0.5,-0.5,0
3,32,740,740,1,1,1,1.164658028581632,1.164658028581632,0.0,0.09919005772837697,0.09919005772837697,0.0,0.0,-0.5,-0.5,0
3,33,590,590,1,1,1,0.3862502469708965,0.3862502469708965,0.0,0.07269525546382628,0.07269525546382628,0.5,0.5,-0.5,-0.5,0
3,34,930,930,1,1,1,0.8986585250061874,0.8986585250061874,0.0,0.0685933011421288,0.0685933011421288,-0.5,-0.5,-0.5,-0.5,0
5,0,222,222,1,1,1,0.42854363879955387,0.42854363879955387,0.0,0.12810089088390741,0.12810089088390741,0.0,0.0,0.0,0.0,0
5,1,826,826,1,1,1,0.6530433427890878,0.6530433427890878,0.0,0.07231867744211505,0.07231867744211505,-0.5,-0.5,-0.5,-0.5,0
5,2,871,871,1,1,1,0.7549668880887731,0.7549668880887731,0.0,0.19637225066706954,0.19637225066706954,0.0,0.0,0.0,0.0,0
5,3,718,718,1,1,1,0.4910581715678725,0.4910581715678725,0.0,0.09783093154995522,0.09783093154995522,-0.5,-0.5,-0.5,-0.5,0
5,4,86,86,1,1,1,0.5466605758315858,0.5466605758315858,0.0,0.11421022305286976,0.11421022305286976,-0.5,-0.5,0.0,0.0,0
5,5,468,468,1,1,1,0.5159351047551295,0.5159351047551295,0.0,0.06222947453743898,0.06222947453743898,-0.5,-0.5,0.5,0.5,0
5,6,89,89,1,1,1,0.35960392652620765,0.35960392652620765,0.0,0.07033325147054456,0.07033325147054456,-0.5,-0.5,0.5,0.5,0
5,7,713,713,1,1,1,0.6769986485512252,0.6769986485512252,0.0,0.06988896468081687,0.06988896468081687,0.5,0.5,-0.5,-0.5,0
5,8,865,865,1,1,1,0.9051887508874478,0.9051887508874478,0.0,0.060815540623644936,0.060815540623644936,0.5,0.5,-0.5,-0.5,0
5,9,492,492,1,1,1,0.7271699884332732,0.7271699884332732,0.0,0.08380717001707126,0.08380717001707126,0.5,0.5,-0.5,-0.5,0
5,10,765,765,1,1,1,0.4810411501740575,0.4810411501740575,0.0,0.12065999431402101,0.12065999431402101,0.5,0.5,0.5,0.5,0
5,11,1023,1023,1,1,1,0.9181313735380311,0.9181313735380311,0.0,0.07984202658541355,0.07984202658541355,0.0,0.0,0.0,0.0,0
5,12,597,597,1,1,1,0.7497047265622424,0.7497047265622424,0.0,0.05845086539654878,0.05845086539654878,-0.5,-0.5,0.0,0.0,0
5,13,562,562,1,1,1,0.7067805069761643,0.7067805069761643,0.0,0.07832351474321994,0.07832351474321994,-0.5,-0.5,0.5,0.5,0
5,14,478,478,1,1,1,0.9574470425387249,0.9574470425387249,0.0,0.0731834215859238,0.0731834215859238,-0.5,-0.5,0.5,0.5,0
5,15,267,267,1,1,1,0.7484035151811952,0.7484035151811952,0.0,0.1511662831853782,0.1511662831853782,0.0,0.0,0.0,0.0,0
5,16,917,435,0,2,1,0.404380352492641,0.3877240724925758,0.1826728075729866,0.167568302632686,0.0994039332192694,-0.5,-0.5,0.5,-0.5,1
5,17,656,446,0,9,0,0.3152297485164331,0.3544820326912268,-0.5096703187253349,0.32858680727653844,0.04962403767430887,0.0,0.5,0.0,-0.5,0
5,18,889,683,0,2,1,0.34681395259921005,0.3957615186583242,-0.5733700271481389,0.1113479072739131,0.0512384129425106,0.5,0.5,0.0,0.5,0
5,19,510,510,1,1,1,0.8424641801269334,0.8424641801269334,0.0,0.07891236352633416,0.07891236352633416,-0.5,-0.5,0.5,0.5,0
5,20,860,860,1,1,1,0.46630298886574556,0.46630298886574556,0.0,0.101653687804894,0.101653687804894,0.0,0.0,0.0,0.0,0
5,21,553,553,1,1,1,0.732429701443898,0.732429701443898,0.0,0.04952494366885223,0.04952494366885223,-0.5,-0.5,-0.5,-0.5,0
5,22,629,629,1,1,1,0.6828545447603355,0.6828545447603355,0.0,0.07032782233371505,0.07032782233371505,0.5,0.5,0.5,0.5,0
5,23,759,753,0,2,1,0.3102434994101249,0.39620885740673334,-1.0622148972421641,0.12260719253792249,0.12093003792277135,0.0,0.5,0.0,-0.5,0
5,24,874,874,1,1,1,1.0382794130482422,1.0382794130482422,0.0,0.10444462710484195,0.10444462710484195,0.0,0.0,0.0,0.0,0
5,25,720,720,1,1,1,0.901150157702658,0.901150157702658,0.0,0.1155577051953008,0.1155577051953008,0.0,0.0,0.0,0.0,0
5,26,314,314,1,1,1,0.5515693626385162,0.5515693626385162,0.0,0.12375058526054532,0.12375058526054532,0.5,0.5,0.5,0.5,0
5,27,602,602,1,1,1,0.40349302812261434,0.40349302812261434,0.0,0.18351333420567698,0.18351333420567698,0.0,0.0,0.0,0.0,0
5,28,7,7,1,1,1,0.6575706214937921,0.6575706214937921,0.0,0.10443610236404452,0.10443610236404452,-0.5,-0.5,0.5,0.5,0
5,29,610,149,0,18,0,0.21052795589898357,0.28555694685576055,-1.3238295613949713,0.23074257906712092,0.15195371445712041,0.0,-0.5,0.0,-0.5,0
5,30,823,823,1,1,1,0.568881672797472,0.568881672797472,0.0,0.0636150469700285,0.0636150469700285,0.5,0.5,0.5,0.5,0
5,31,913,913,1,1,1,0.2614418192820243,0.2614418192820243,0.0,0.04028632359087779,0.04028632359087779,-0.5,-0.5,-0.5,-0.5,0
5,32,741,741,1,1,1,0.4853536827951977,0.4853536827951977,0.0,0.11245782643135718,0.11245782643135718,0.0,0.0,0.0,0.0,0
5,33,581,581,1,1,1,0.3244918102496645,0.3244918102496645,0.0,0.0938869446807107,0.0938869446807107,-0.5,-0.5,-0.5,-0.5,0
5,34,91,91,1,1,1,0.6449281832952352,0.6449281832952352,0.0,0.07641428962858157,0.07641428962858157,0.5,0.5,0.5,0.5,0
6,0,803,803,1,1,1,0.7488447875459925,0.7488447875459925,0.0,0.0800169621023585,0.0800169621023585,-0.5,-0.5,0.5,0.5,0
6,1,826,501,0,11,0,0.22285744004623478,0.27995933807909146,-0.9906782053068236,0.17656136066309247,0.0860442607723586,-0.5,0.0,0.5,-0.5,0
6,2,871,871,1,1,1,0.5635420365029753,0.5635420365029753,0.0,0.08404957573659302,0.08404957573659302,-0.5,-0.5,0.5,0.5,0
6,3,718,718,1,1,1,0.5868822609777284,0.5868822609777284,0.0,0.0931032233476784,0.0931032233476784,0.5,0.5,0.5,0.5,0
6,4,107,107,1,1,1,0.5454280925257782,0.5454280925257782,0.0,0.05121146091298736,0.05121146091298736,-0.5,-0.5,0.5,0.5,0
6,5,468,468,1,1,1,0.73884967417821,0.73884967417821,0.0,0.09703772409714492,0.09703772409714492,0.5,0.5,0.5,0.5,0
6,6,89,948,0,6,1,0.27940228313700133,0.4526103207150027,-2.0949450216499286,0.08917600972131673,0.08725885216717849,0.5,0.0,0.5,0.0,0
6,7,713,713,1,1,1,0.650027397689746,0.650027397689746,0.0,0.0910311354775792,0.0910311354775792,0.0,0.0,0.0,0.0,0
6,8,865,865,1,1,1,0.5710239823328078,0.5710239823328078,0.0,0.10625468055947514,0.10625468055947514,0.0,0.0,0.0,0.0,0
6,9,492,492,1,1,1,0.4570762318504768,0.4570762318504768,0.0,0.11171270881305431,0.11171270881305431,0.0,0.0,0.0,0.0,0
6,10,765,765,1,1,1,0.5621524981683383,0.5621524981683383,0.0,0.13939162524413273,0.13939162524413273,0.0,0.0,0.0,0.0,0
6,11,1023,1023,1,1,1,0.7380039817142825,0.7380039817142825,0.0,0.08093213447485048,0.08093213447485048,0.0,0.0,0.0,0.0,0
6,12,597,597,1,1,1,0.37671773375069445,0.37671773375069445,0.0,0.03900289704912717,0.03900289704912717,0.5,0.5,0.5,0.5,0
6,13,562,279,0,2,1,0.37189808664873064,0.4355315774813683,-0.6859570427826458,0.07520674835314632,0.12031144483024238,-0.5,0.5,0.5,-0.5,0
6,14,478,478,1,1,1,0.7576090594313688,0.7576090594313688,0.0,0.10401687749542032,0.10401687749542032,0.0,0.0,0.5,0.5,0
6,15,267,267,1,1,1,0.5803409658538877,0.5803409658538877,0.0,0.08662886573787318,0.08662886573787318,0.5,0.5,0.5,0.5,0
6,16,917,917,1,1,1,0.5272006683850049,0.5272006683850049,0.0,0.08243365321127119,0.08243365321127119,-0.5,-0.5,-0.5,-0.5,0
6,17,656,656,1,1,1,0.7399736702020971,0.7399736702020971,0.0,0.09970353045181488,0.09970353045181488,0.0,0.0,0.0,0.0,0
6,18,889,889,1,1,1,0.6442813242828399,0.6442813242828399,0.0,0.09664108802153587,0.09664108802153587,0.0,0.0,0.0,0.0,0
6,19,510,510,1,1,1,0.7824003149866507,0.7824003149866507,0.0,0.06999955259351974,0.06999955259351974,-0.5,-0.5,0.5,0.5,0
6,20,860,860,1,1,1,0.34243896080242514,0.34243896080242514,0.0,0.06637297732907768,0.06637297732907768,-0.5,-0.5,0.5,0.5,0
6,21,553,553,1,1,1,0.5758947908172788,0.5758947908172788,0.0,0.10022943160336907,0.10022943160336907,0.5,0.5,0.5,0.5,0
6,22,629,629,1,1,1,0.46528759150916166,0.46528759150916166,0.0,0.14324150612092193,0.14324150612092193,0.0,0.0,0.0,0.0,0
6,23,759,759,1,1,1,0.37979325823567467,0.37979325823567467,0.0,0.11772660826569505,0.11772660826569505,0.5,0.5,0.5,0.5,0
6,24,874,874,1,1,1,0.45581116834364105,0.45581116834364105,0.0,0.11978892842468176,0.11978892842468176,0.0,0.0,0.0,0.0,0
6,25,720,720,1,1,1,0.4425573229477108,0.4425573229477108,0.0,0.07425289108821509,0.07425289108821509,-0.5,-0.5,-0.5,-0.5,0
6,26,314,314,1,1,1,0.29427352780248484,0.29427352780248484,0.0,0.047335866912422545,0.047335866912422545,0.5,0.5,-0.5,-0.5,0
6,27,602,575,0,2,1,0.3368105526304466,0.34075672831695797,-0.05058749886244398,0.10836093415281149,0.07183727749371704,-0.5,0.0,0.5,0.5,0
6,28,7,7,1,1,1,0.5559268191844643,0.5559268191844643,0.0,0.056270323921778165,0.056270323921778165,-0.5,-0.5,0.5,0.5,0
6,29,610,610,1,1,1,0.5887571030316028,0.5887571030316028,0.0,0.12632428062203496,0.12632428062203496,0.0,0.0,0.0,0.0,0
6,30,791,791,1,1,1,0.6385116287543738,0.6385116287543738,0.0,0.09682833906031481,0.09682833906031481,0.0,0.0,0.0,0.0,0
6,31,928,1009,0,3,1,0.3077019634818634,0.33407659938106665,-0.35715788716237434,0.12644970055350072,0.1401216558409394,0.0,0.5,-0.5,0.5,0
6,32,760,366,0,2,1,0.31135120085925005,0.29173931134281017,0.28255591645109635,0.16679105673226416,0.11471173348461383,0.5,0.5,0.5,0.5,1
6,33,584,584,1,1,1,0.9502781788947441,0.9502781788947441,0.0,0.08577923863320477,0.08577923863320477,0.5,0.5,-0.5,-0.5,0
6,34,932,932,1,1,1,0.41823714922736804,0.41823714922736804,0.0,0.05387244147213919,0.05387244147213919,0.5,0.5,-0.5,-0.5,0
8,0,803,803,1,1,1,0.45160664211873164,0.45160664211873164,0.0,0.06453226835671898,0.06453226835671898,-0.5,-0.5,-0.5,-0.5,0
8,1,711,711,1,1,1,0.472249423698154,0.472249423698154,0.0,0.06093756355808447,0.06093756355808447,0.5,0.5,-0.5,-0.5,0
8,2,922,922,1,1,1,0.8599852267534499,0.8599852267534499,0.0,0.07535634170694741,0.07535634170694741,0.0,0.0,0.0,0.0,0
8,3,691,691,1,1,1,0.9332011009011526,0.9332011009011526,0.0,0.06520740289894243,0.06520740289894243,-0.5,-0.5,0.5,0.5,0
8,4,86,86,1,1,1,0.5039797341227582,0.5039797341227582,0.0,0.05255171007417283,0.05255171007417283,0.0,0.0,0.0,0.0,0
8,5,468,468,1,1,1,0.43960416876551117,0.43960416876551117,0.0,0.05019676697373008,0.05019676697373008,0.5,0.5,0.5,0.5,0
8,6,89,89,1,1,1,0.8593129179691559,0.8593129179691559,0.0,0.07178894190748336,0.07178894190748336,-0.5,-0.5,0.5,0.5,0
8,7,713,713,1,1,1,0.5922623520469111,0.5922623520469111,0.0,0.07723850707932138,0.07723850707932138,-0.5,-0.5,0.5,0.5,0
8,8,865,865,1,1,1,0.7067770441980644,0.7067770441980644,0.0,0.10025938427711441,0.10025938427711441,0.0,0.0,0.0,0.0,0
8,9,492,492,1,1,1,0.4703249821331405,0.4703249821331405,0.0,0.0679453751199696,0.0679453751199696,-0.5,-0.5,-0.5,-0.5,0
8,10,765,765,1,1,1,0.6797307670631024,0.6797307670631024,0.0,0.09143740907204949,0.09143740907204949,0.5,0.5,0.5,0.5,0
