trial_id,reference_id,esn0_db,seed,candidate_index,source,sfd_peak_rank,sfd_peak_signed_bin,sfd_relative_power_db,cfo_total_est,fine_payload_start_sample,delta_cfo_bins,delta_payload_samples,ridge_residual_bins,netid1_est,netid2_est,netid_valid,netid_margin_db,decode_status,header_valid,crc_accepted,payload_exact,payload_hex
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,13,sfd_list,14,1203,-0.8898700672986317,601.2184400439528,679395,-50.0,-398,-0.25,8,1441,0,2.256798689466263,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,14,sfd_list,15,805,-1.00660230966771,402.2184400439528,677803,-249.0,-1990,-0.25,8,16,1,4.08966450144371,truncated_payload,1,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,15,sfd_list,16,-1798,-1.0115273898050021,-898.7815599560472,667390,-1550.0,-12403,0.375,8,16,1,2.2933984195611816,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,16,sfd_list,17,-429,-1.0588801279548783,-214.7815599560472,672866,-866.0,-6927,-0.125,8,16,1,3.646432220041059,ok,1,0,0,404473261100010458060050b704e1aeae8c5d1c65e040aec124ce22a273237415
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,17,sfd_list,18,692,-1.0733954004916326,346.2184400439528,677350,-305.0,-2443,0.375,8,16,1,3.4165976785985257,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,18,sfd_list,19,1643,-1.1822583829992799,821.2184400439528,681150,170.0,1357,0.375,8,16,1,1.4256319400178752,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,19,sfd_list,20,-553,-1.187066550269023,-276.7815599560472,672364,-928.0,-7429,0.625,8,16,1,1.8917338369915826,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,20,sfd_list,21,-751,-1.206165356752152,-375.7815599560472,671576,-1027.0,-8217,0.125,8,16,1,1.1347948877874627,ok,1,0,0,404433225100010458060050b704c18eac8c5d1c65e040aec124ce62a178566492
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,21,sfd_list,22,-1830,-1.2062408424237983,-914.7815599560472,667262,-1566.0,-12531,0.375,8,16,1,2.301509367028669,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,22,sfd_list,23,-287,-1.3147298254372903,-143.7815599560472,673433,-795.0,-6360,0.0,8,16,1,4.156211317383879,ok,1,0,0,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce22a078017417
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,23,sfd_list,24,918,-1.3407073304616934,459.2184400439528,678252,-192.0,-1541,0.625,8,16,1,3.5099581167893086,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,24,sfd_list,25,500,-1.3563894447749416,250.2184400439528,676582,-401.0,-3211,0.375,8,16,1,3.029222918201996,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,25,sfd_list,26,-834,-1.3778612326459707,-416.7815599560472,671249,-1068.0,-8544,0.0,8,16,1,1.8586703121426795,ok,1,0,0,404433221100010058060050b704e1aeae8c5d1c65e040aec124ce22a27305e017
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,26,sfd_list,27,-1144,-1.3847711989833058,-571.7815599560472,670004,-1223.0,-9789,0.625,8,16,1,2.9622190058351405,ok,1,0,0,204433225140012478262250b704e1aeae8c5d1c65e040aec106cc22d573610315
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,27,sfd_list,28,-1131,-1.4066164330363387,-565.7815599560472,670052,-1217.0,-9741,0.625,8,16,1,2.883216092222571,ok,1,0,0,204433225140012478262250b704e1aeae8c5d1c65e040aec126ce22d573610315
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,28,sfd_list,29,-1623,-1.4180721159437015,-811.7815599560472,668086,-1463.0,-11707,0.375,8,16,1,2.6831287433000552,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,29,sfd_list,30,1731,-1.4541752549692988,865.2184400439528,681500,214.0,1707,0.625,9,1441,0,1.0377038075258698,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,30,sfd_list,31,1421,-1.4951487265239594,710.2184400439528,680263,59.0,470,0.25,8,16,1,1.5532947807970912,header_invalid,0,0,0,
exp0_000006_rxg20_0_fulltrim:13:20260821,6,13.0,20260821,31,sfd_list,32,-916,-1.5061982470113757,-457.7815599560472,670922,-1109.0,-8871,-0.125,8,16,1,2.6938818985621937,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,0,selected,1,-1341,0.0,-670.7091605196737,734744,0.0,0,0.0,3512,2314,0,0.3799514290354513,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,1,sfd_list,2,311,-0.07222746672701028,155.29083948032633,741353,826.0,6609,-0.125,3072,380,0,0.4162407935101289,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,2,sfd_list,3,-1275,-0.25799071413706587,-637.7091605196737,735007,33.0,263,0.125,3512,783,0,0.09843331360925996,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,3,sfd_list,4,1527,-0.35690266704216794,763.2908394803263,746216,1434.0,11472,0.0,743,3885,0,0.15411099662190098,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,4,sfd_list,5,826,-0.3675856515505282,413.2908394803263,743414,1084.0,8670,0.25,3072,380,0,0.6461618057363566,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,5,sfd_list,6,-523,-0.7503804307472157,-261.7091605196737,738012,409.0,3268,0.5,3072,3823,0,0.36140300932390085,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,6,sfd_list,7,-1431,-0.9305236632534142,-715.7091605196737,734386,-45.0,-358,-0.25,3485,1044,0,0.18732469591343212,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,7,sfd_list,8,303,-0.9366627890299661,151.29083948032633,741321,822.0,6577,-0.125,3072,380,0,0.4914959637559143,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,8,sfd_list,9,1053,-1.0018290570248887,526.2908394803263,744323,1197.0,9579,-0.375,1906,783,0,0.12332899489442371,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,9,sfd_list,10,1840,-1.0163753429447167,920.2908394803263,747470,1591.0,12726,0.25,1906,1423,0,0.07788752965146094,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,10,sfd_list,11,1771,-1.0963826488971142,885.2908394803263,747190,1556.0,12446,0.25,743,3415,0,0.21123507049009863,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,11,sfd_list,12,-154,-1.1639664294347105,-76.70916051967367,739496,594.0,4752,0.0,743,2901,0,0.6498303374864917,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,12,sfd_list,13,1551,-1.20183231777014,775.2908394803263,746311,1446.0,11567,0.125,743,3415,0,0.10787705184023207,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,13,sfd_list,14,-106,-1.3019474374974824,-52.70916051967368,739686,618.0,4942,0.25,743,2079,0,0.47618019260296557,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,14,sfd_list,15,-1254,-1.3814681892296945,-626.7091605196737,735095,44.0,351,0.125,3512,142,0,0.47762031638014,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,15,sfd_list,16,1861,-1.4387726224369655,930.2908394803263,747550,1601.0,12806,0.25,1906,1423,0,0.03473306318034058,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,16,sfd_list,17,-1996,-1.4601489270496653,-997.7091605196737,732129,-327.0,-2615,-0.125,761,3823,0,0.8095271171919922,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,17,sfd_list,18,708,-1.4830174375983904,354.2908394803263,742942,1025.0,8198,0.25,743,380,0,0.1814993471183836,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,18,sfd_list,19,-1313,-1.4835602629001063,-656.7091605196737,734856,14.0,112,0.0,183,783,0,0.15278243195014396,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,19,sfd_list,20,-296,-1.4967093970635446,-147.70916051967367,738929,523.0,4185,-0.125,743,3823,0,0.43355818742164476,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,20,sfd_list,21,858,-1.5210837140941762,429.2908394803263,743542,1100.0,8798,0.25,235,380,0,0.19535208068138019,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,21,sfd_list,22,1386,-1.565210745295903,693.2908394803263,745656,1364.0,10912,0.0,1906,1423,0,0.18516437100038027,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,22,sfd_list,23,1714,-1.5986740787307452,857.2908394803263,746969,1528.0,12225,-0.125,743,380,0,1.1843877623334271,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,23,sfd_list,24,1431,-1.6331880329519999,715.2908394803263,745833,1386.0,11089,-0.125,743,1512,0,0.513950928038643,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,24,sfd_list,25,-2017,-1.6475330413346598,-1008.7091605196737,732042,-338.0,-2702,-0.25,761,3823,0,0.9752332528561612,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,25,sfd_list,26,-888,-1.6634689302105987,-443.7091605196737,736562,227.0,1818,-0.25,3829,2388,0,0.28109953614311184,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,26,sfd_list,27,1563,-1.6893928277553172,781.2908394803263,746359,1452.0,11615,0.125,743,3415,0,0.25879096804172225,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,27,sfd_list,28,-1522,-1.6974325929354408,-760.7091605196737,734028,-90.0,-716,-0.5,3484,2079,0,0.5558146249541481,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,28,sfd_list,29,-1039,-1.701273870823782,-519.7091605196737,735949,151.0,1205,0.375,3512,783,0,0.7754803932196592,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,29,sfd_list,30,-118,-1.704404406874919,-58.70916051967368,739638,612.0,4894,0.25,743,2079,0,0.561982750479357,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,30,sfd_list,31,1038,-1.7283612672980544,519.2908394803263,744267,1190.0,9523,-0.375,743,783,0,0.15405993637736337,header_invalid,0,0,0,
exp0_000000_rxg20_0_fulltrim:14:20260822,0,14.0,20260822,31,sfd_list,32,-1515,-1.7577133534590468,-757.7091605196737,734052,-87.0,-692,-0.5,3484,2079,0,0.5600819739715173,header_invalid,0,0,0,
