packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,legacy_phase_line_raw_ser,legacy_phase_line_symbol_ser,savaux_hard_raw_ser,savaux_hard_symbol_ser,savaux_phase_raw_ser,savaux_phase_symbol_ser,savaux_guarded_raw_ser,savaux_guarded_symbol_ser,savaux_phase_gain_vs_savaux,savaux_guarded_gain_vs_savaux,savaux_guarded_gain_vs_phase,savaux_phase_gain_vs_legacy,savaux_guarded_gain_vs_legacy,stage1_candidate_hits,stage1_candidate_total,stage1_candidate_recall,legacy_candidate_hits,legacy_candidate_total,legacy_candidate_recall,viterbi_candidate_recall,hard_anchor_count,hard_anchor_error_count,hard_anchor_error_rate,mean_selected_branch_agreement,trajectory_score,mean_phase_score,mean_amp_score,beam_final_size,guard_accept_phase,guard_reason,guard_change_count,guard_eval_rmse_gain_pi,guard_hard_eval_rmse_pi,guard_phase_eval_rmse_pi,guard_changed_mean_energy_drop_db,guard_mean_phase_score,error,savaux_phase_payload_hex,savaux_phase_crc_valid,savaux_phase_crc_computed,savaux_phase_crc_received,savaux_phase_decoded_payload_len,savaux_phase_decode_error,savaux_guarded_payload_hex,savaux_guarded_crc_valid,savaux_guarded_crc_computed,savaux_guarded_crc_received,savaux_guarded_decoded_payload_len,savaux_guarded_decode_error,dataset,target_snr_db,noise_seed
13,10,13,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.5142857142857142,0.5142857142857142,0.37142857142857144,0.37142857142857144,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.08571428571428572,0.14285714285714285,0.14285714285714285,0.057142857142857134,0.0,-0.057142857142857134,0.2857142857142857,0.2285714285714286,34,35,0.9714285714285714,29,35,0.8285714285714286,0.9714285714285714,13,0,0.0,0.9363662505903341,0.9430449068313278,0.9967282393355056,0.9933496430783273,1,0,too_many_changes,4,0.07980537237121599,0.3121368216898942,0.23233144931867822,-0.26327900596183546,0.9967282393355056,,4044732655400a005830313233343536b730b9323b343d3e3f404142437856b412,0,0x1637,0xce87,33,,4054763344040e005830313233343536b730b9323b343d3e3f404142437856b412,0,0x1245,0xce8f,33,,0_0_0_10_14_16,-26.0,42
1,0,1,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.3142857142857143,0.3142857142857143,0.17142857142857143,0.17142857142857143,0.14285714285714285,0.14285714285714285,0.17142857142857143,0.17142857142857143,0.02857142857142858,0.0,-0.02857142857142858,0.17142857142857143,0.14285714285714285,35,35,1.0,29,35,0.8285714285714286,1.0,11,0,0.0,0.9298435314760815,0.949735915940046,0.9979048977154019,0.9943714663595354,40,0,too_many_changes,4,0.05163212264595199,0.20617810551681523,0.15454598287086324,-0.22270068847022867,0.9979048977154019,,405422230010030058303132333435363738392b3a3d3db63fc841424378563412,0,0x3fc0,0x4d14,33,,40d4a2b39818020058303132333435362739293b3b3d3db63fc841424378563412,0,0x284e,0x4d14,33,,0_0_0_10_14_16,-24.0,42
2,1,2,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.6,0.6,0.22857142857142856,0.22857142857142856,0.17142857142857143,0.17142857142857143,0.14285714285714285,0.14285714285714285,0.17142857142857143,0.17142857142857143,0.02857142857142858,0.0,-0.02857142857142858,0.08571428571428572,0.057142857142857134,35,35,1.0,33,35,0.9428571428571428,1.0,11,0,0.0,0.9488248016410221,0.9437038684744605,0.9958918575071659,0.9876875259042945,4,0,too_many_changes,3,0.42373373530881836,0.6308447225518334,0.20711098724301508,-0.6843272408943869,0.9958918575071659,,4044332211000300583031f2f7b835ba3338393a3b3cbdb637486126077c503012,0,0x1029,0x08a0,33,,404433221100038050b839fa7f38bd323338393a3b3cbdb637486106077c503212,0,0x027b,0x08a0,33,,0_0_0_10_14_16,-24.0,42
3,2,3,33,1,1,0,35,35,0.9714285714285714,0.9714285714285714,0.6571428571428571,0.6571428571428571,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.17142857142857143,0.17142857142857143,0.2571428571428571,0.2571428571428571,0.08571428571428569,0.0,-0.08571428571428569,0.08571428571428569,0.0,35,35,1.0,31,35,0.8857142857142857,1.0,8,0,0.0,0.9391162645983501,0.9423491030017483,0.9966999643460924,0.9821231858192447,4,0,too_many_changes,8,0.2032108641013431,0.44023820362615546,0.23702733952481236,-0.3595527341865249,0.9966999643460924,,406413201102046278767336333435363738393a3b7c7dba338449424378563413,0,0x6abc,0xc08c,33,,40443322110024506a4452353334353637b938b3ba7c753a330c49424378563413,0,0xd9ae,0xd08c,33,,0_0_0_10_14_16,-24.0,42
5,3,5,33,1,1,0,35,35,0.8571428571428571,0.8571428571428571,0.5428571428571428,0.5428571428571428,0.3142857142857143,0.3142857142857143,0.2,0.2,0.11428571428571428,0.11428571428571428,0.2,0.2,0.08571428571428573,0.0,-0.08571428571428573,0.2,0.11428571428571427,35,35,1.0,29,35,0.8285714285714286,1.0,14,0,0.0,0.9250729765399174,0.9411507833200337,0.9972142929701081,0.9912920268435763,40,0,too_many_changes,3,0.048858883724587826,0.288340109835558,0.2394812261109702,-0.4778594633417465,0.9972142929701081,,404433203320140149302032333435363738393a3b3c3d3e3f4041424378567412,0,0x83de,0x4be1,33,,404433203320140149300230322435263638393a3b3c3d3e3f4041424378567412,0,0xffd8,0x4be1,33,,0_0_0_10_14_16,-24.0,42
6,4,6,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.42857142857142855,0.42857142857142855,0.17142857142857143,0.17142857142857143,0.11428571428571428,0.11428571428571428,0.08571428571428572,0.08571428571428572,0.11428571428571428,0.11428571428571428,0.028571428571428567,0.0,-0.028571428571428567,0.08571428571428572,0.05714285714285715,34,35,0.9714285714285714,32,35,0.9142857142857143,0.9714285714285714,15,0,0.0,0.937069390396924,0.9443552383272287,0.9961219940121129,0.9903827479437467,4,0,too_many_changes,3,0.06330743216916321,0.2942816941432715,0.23097426197410828,-0.5217180494286996,0.9961219940121129,,404433221100070858b0393a33343536b7b0b1b23b343d3e3f4041424378563412,0,0xc38d,0x0e51,33,,404477261144070858b0393a333435363730b9bab3343d3e3f4041424378563412,0,0x484c,0x0e51,33,,0_0_0_10_14_16,-24.0,42
8,5,8,33,1,1,0,35,35,0.9142857142857143,0.9142857142857143,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.08571428571428572,0.08571428571428572,0.14285714285714285,0.14285714285714285,0.057142857142857134,0.0,-0.057142857142857134,0.057142857142857134,0.0,35,35,1.0,35,35,1.0,1.0,14,0,0.0,0.9354675753968594,0.9472835903074063,0.9978199515335374,0.9821886116402191,4,0,too_many_changes,5,0.09381593591427762,0.3182646664862077,0.2244487305719301,-0.6296433850882363,0.9978199515335374,,40443322110049001830713633bc35b63f38393a3b3c3d3e3f404160635a543612,0,0xca3a,0x8e2a,33,,40c4b322190801005830313233bc35b63f38393a3b3c3f1c1d6041426178563612,0,0x8298,0x8e2a,33,,0_0_0_10_14_16,-24.0,42
9,6,9,33,1,1,0,35,35,0.8,0.8,0.5714285714285714,0.5714285714285714,0.2,0.2,0.22857142857142856,0.22857142857142856,0.05714285714285714,0.05714285714285714,0.22857142857142856,0.22857142857142856,0.17142857142857143,0.0,-0.17142857142857143,0.14285714285714288,-0.028571428571428553,34,35,0.9714285714285714,32,35,0.9142857142857143,0.9714285714285714,18,0,0.0,0.9502848408411944,0.9384530475087599,0.9973549832509755,0.9872046323857185,4,0,too_many_changes,7,0.2629582044377692,0.47312822882351047,0.21017002438574128,-0.2996512677791126,0.9973549832509755,,4044332211000a005830313233343536b738b1b233343d3e3f4041424378563412,0,0xf3d2,0xc8f6,33,,4044332211000a005830317273707132b3b835f633383d3e3f4041624178741411,0,0x098b,0xfbd4,33,,0_0_0_10_14_16,-24.0,42
10,7,10,33,1,1,0,35,35,0.8,0.8,0.6,0.6,0.37142857142857144,0.37142857142857144,0.17142857142857143,0.17142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.02857142857142858,0.02857142857142858,0.0,0.2285714285714286,0.2285714285714286,34,35,0.9714285714285714,28,35,0.8,0.9714285714285714,14,0,0.0,0.9303126514119338,0.9451758079123572,0.9974241973769744,0.9901237892802127,1,1,accepted,2,0.051796705602976056,0.2770371269456945,0.22524042134271843,-0.8522327036698708,0.9974241973769744,,4064132031020b0058313133311635343538393a3b7c7d7a3f400142073c563412,0,0x6dde,0x0542,33,,4064132031020b0058313133311635343538393a3b7c7d7a3f400142073c563412,0,0x6dde,0x0542,33,,0_0_0_10_14_16,-24.0,42
11,8,11,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.4,0.4,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.02857142857142857,-0.05714285714285715,0.0,0.05714285714285715,0.057142857142857134,0.11428571428571428,35,35,1.0,33,35,0.9428571428571428,1.0,20,0,0.0,0.9537603062388267,0.902427146750384,0.9750193299510503,0.986656085795108,4,0,too_many_changes,3,-0.020219442701409074,0.5427639258213655,0.5629833685227745,-0.7521385858486532,0.9750193299510503,,4044332211001c014830203333343536b7b0b13ab33c3d3e3f4041535369573512,0,0xcd9c,0xcd6f,33,,4044332211000c0058303132333435363738b9bab33c3d3e3f4041424378563412,0,0xf94a,0xcd6f,33,,0_0_0_10_14_16,-24.0,42
12,9,12,33,1,1,0,35,35,0.6285714285714286,0.6285714285714286,0.2857142857142857,0.2857142857142857,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.02857142857142857,-0.02857142857142857,0.0,0.02857142857142857,0.0,0.02857142857142857,35,35,1.0,33,35,0.9428571428571428,1.0,23,0,0.0,0.9602471325743892,0.9049423754452229,0.9729421044729264,0.9942196180645908,4,0,low_phase_score,2,0.09062267420111936,0.6181987219792328,0.5275760477781134,-0.46421015328214216,0.9729421044729264,,4044332211000d005830313233343536171a1b3a3b3e3d3e3f4041424378563416,0,0x07e2,0x8cdf,33,,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,0,0x88db,0x8cdf,33,,0_0_0_10_14_16,-24.0,42
13,10,13,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.3142857142857143,0.3142857142857143,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,35,35,1.0,33,35,0.9428571428571428,1.0,27,0,0.0,0.9578470008534302,0.9397551402855797,0.9975213566146598,0.9981576836752666,1,1,accepted,2,0.014220514205295604,0.23797598397144765,0.22375546976615204,-0.14264177785167198,0.9975213566146598,,4044732655400a0058303132333435363738393a3b3c3d3e3f4041424378563412,0,0xcd0d,0x4607,33,,4044732655400a0058303132333435363738393a3b3c3d3e3f4041424378563412,0,0xcd0d,0x4607,33,,0_0_0_10_14_16,-24.0,42
