payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,evidence_mode,dataset,target_snr_db,packet_index,packet_timing_tau0,packet_timing_slope
7,713,713,713,1,1,0,1,1,1,1,1,0.05978923161451395,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
8,865,865,865,1,1,0,1,1,1,1,1,0.1138352219529293,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
9,405,405,405,1,1,0,1,1,1,1,1,0.033961438609016834,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
10,765,765,765,1,1,0,1,1,1,1,1,0.08410478513364399,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
11,1023,1023,1023,1,1,0,1,1,1,1,1,0.024578211597175145,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
12,597,597,597,1,1,0,1,1,1,1,1,0.051121774649996156,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
13,562,562,562,1,1,0,1,1,1,1,1,0.05589154713051615,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
14,478,478,478,1,1,0,1,1,1,1,1,0.07210922507083098,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
15,267,267,267,1,1,0,1,1,1,1,1,0.08610031810427209,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
16,917,917,917,1,1,0,1,1,1,1,1,0.11615289609119153,packet_tau-0.5_slope0.5,packet_timing,0_0_0_10_14_8,-24.0,4,-0.5,0.5
