snr_label,added_snr_db,noise_power_db_relative,seed,packet_index,payload_symbol_index,frame_symbol_index,start_sample,gt_bin,header_bin_correction,header_bin_consensus,header_bin_observations,header_bin_residual,savaux_bin,savaux_correct,savaux_gt_rank,savaux_gt_margin_db,litenap_single_bin,litenap_single_correct,litenap_single_gt_rank,litenap_single_gt_margin_db,litenap_savaux_k1_bin,litenap_savaux_k1_correct,litenap_savaux_k1_gt_rank,litenap_savaux_k1_gt_margin_db,litenap_savaux_k2_bin,litenap_savaux_k2_correct,litenap_savaux_k2_gt_rank,litenap_savaux_k2_gt_margin_db,savaux_error_mode,savaux_alias_bin_correct,litenap_single_error_mode,litenap_single_alias_bin_correct,litenap_savaux_k1_error_mode,litenap_savaux_k1_alias_bin_correct,litenap_savaux_k2_error_mode,litenap_savaux_k2_alias_bin_correct
-20,-20.0,20.0,42,0,14,22,680872,765,0,1.0,8,0,765,1,1,5.027944340530529,203,0,61,-3.210303593353556,765,1,1,0.6953343246440878,765,1,1,2.838986414427799,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,15,23,684968,1023,0,1.0,8,0,1023,1,1,7.355829216621441,165,0,69,-3.8958564787282706,1023,1,1,0.19531367306452463,1023,1,1,3.916226263291974,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,16,24,689064,597,0,1.0,8,0,597,1,1,5.51457215550859,60,0,525,-9.177720059017396,50,0,2,-0.0852960062056974,597,1,1,0.4297452245839267,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-20,-20.0,20.0,42,0,17,25,693160,562,0,1.0,8,0,562,1,1,8.164702045025752,174,0,5,-0.45287975967808536,562,1,1,2.4828840863174655,562,1,1,6.225173135538027,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,18,26,697256,827,0,1.0,8,0,827,1,1,7.481126872516618,183,0,25,-3.710565377359182,827,1,1,0.7084295106019953,827,1,1,4.0134674445383345,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,19,27,701352,890,0,1.0,8,0,890,1,1,7.041075978195925,116,0,45,-3.0338160338151035,122,0,3,-1.2865173640545482,890,1,1,3.8343329106688104,correct,1,wrong_alias_bin,0,wrong_group,1,correct,1
-20,-20.0,20.0,42,0,20,28,705448,174,0,1.0,8,0,174,1,1,7.1926442265597,100,0,589,-10.363213330452535,446,0,78,-4.391831970886247,174,1,1,1.7570891900734091,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-20,-20.0,20.0,42,0,21,29,709544,267,0,1.0,8,0,267,1,1,5.54628946719748,39,0,89,-2.983792411743584,494,0,2,-0.09331442384672298,267,1,1,1.8075121440626607,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-20,-20.0,20.0,42,0,22,30,713640,917,0,1.0,8,0,917,1,1,6.916077109719987,152,0,121,-5.165549046359967,917,1,1,0.9730267462316767,917,1,1,2.890172457528832,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,23,31,717736,656,0,1.0,8,0,656,1,1,8.375693465316571,151,0,41,-3.1283514968311947,656,1,1,0.15522374076646733,656,1,1,4.970801873841026,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,24,32,721832,889,0,1.0,8,0,889,1,1,8.739593329030495,14,0,21,-2.5511546937559197,889,1,1,0.7786397073651886,889,1,1,2.7787164551217582,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,25,33,725928,66,0,1.0,8,0,66,1,1,6.142266069702217,153,0,81,-3.975677020939232,66,1,1,1.3668717739901182,66,1,1,3.3228121395129193,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,26,34,730024,586,0,1.0,8,0,586,1,1,7.180616429740127,75,0,481,-9.42973915693514,586,1,1,0.9780982639665393,586,1,1,1.9774310811607454,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,27,35,734121,425,0,1.0,8,0,425,1,1,6.3032128145666855,212,0,145,-5.694319691842917,724,0,31,-2.9700019252597194,425,1,1,1.3798319763655864,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-20,-20.0,20.0,42,0,28,36,738217,860,0,1.0,8,0,860,1,1,6.104386936461127,137,0,257,-5.424361007136293,860,1,1,1.9950698610412934,860,1,1,5.9196401963661405,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,29,37,742313,553,0,1.0,8,0,553,1,1,7.36142465655964,208,0,21,-1.175883699866231,553,1,1,0.9399599515282093,553,1,1,3.4449823666893704,correct,1,wrong_alias_bin,0,correct,1,correct,1
-20,-20.0,20.0,42,0,30,38,746409,629,0,1.0,8,0,629,1,1,6.269376257137232,117,0,1,0.0,629,1,1,2.0928783364195453,629,1,1,4.319214883477808,correct,1,wrong_group,1,correct,1,correct,1
-20,-20.0,20.0,42,0,31,39,750505,759,0,1.0,8,0,759,1,1,6.727454839091425,139,0,165,-3.41987064355688,389,0,11,-1.1059088640462054,759,1,1,3.1480658113718647,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,0,8,623528,803,0,1.0,8,0,803,1,1,6.067902682501663,35,0,1,0.0,776,0,2,-0.48453162036955455,803,1,1,3.9501173053821232,correct,1,wrong_group,1,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,1,9,627624,711,0,1.0,8,0,711,1,1,6.070608295797052,81,0,5,-0.3221940731590806,700,0,11,-1.9635782582480106,711,1,1,1.9920178450780346,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,2,10,631720,922,0,1.0,8,0,922,1,1,5.357610221603366,75,0,489,-9.910502489550364,34,0,223,-6.48483253438339,922,1,1,1.8992345188999218,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,3,11,635816,718,0,1.0,8,0,718,1,1,7.680394374745876,206,0,1,0.0,718,1,1,2.425618925607504,718,1,1,4.441027315583891,correct,1,wrong_group,1,correct,1,correct,1
-21,-21.0,21.0,42,0,4,12,639912,756,0,1.0,8,0,756,1,1,5.250137439239769,244,0,1,0.0,1012,0,2,-0.7552921530656099,756,1,1,1.358133846440884,correct,1,wrong_group,1,wrong_group,1,correct,1
-21,-21.0,21.0,42,0,5,13,644008,109,0,1.0,8,0,109,1,1,6.698600476890427,133,0,133,-3.6106542005280193,109,1,1,1.6506571749580474,109,1,1,4.243501880927684,correct,1,wrong_alias_bin,0,correct,1,correct,1
-21,-21.0,21.0,42,0,6,14,648104,932,0,1.0,8,0,932,1,1,7.835418140352327,164,0,1,0.0,932,1,1,1.4077087445574117,932,1,1,5.2409234279765595,correct,1,wrong_group,1,correct,1,correct,1
-21,-21.0,21.0,42,0,7,15,652200,468,0,1.0,8,0,468,1,1,6.677633105700603,193,0,329,-6.605727990262745,468,1,1,0.2048589730037688,468,1,1,3.309094374649134,correct,1,wrong_alias_bin,0,correct,1,correct,1
-21,-21.0,21.0,42,0,8,16,656296,89,0,1.0,8,0,89,1,1,7.460263000318749,37,0,5,-0.42473129374223767,89,1,1,0.8985480734629249,89,1,1,5.186989196750673,correct,1,wrong_alias_bin,0,correct,1,correct,1
-21,-21.0,21.0,42,0,9,17,660392,713,0,1.0,8,0,713,1,1,4.655029344687452,201,0,1,0.0,713,1,1,3.085798008386739,713,1,1,5.456672381474331,correct,1,wrong_group,1,correct,1,correct,1
-21,-21.0,21.0,42,0,10,18,664488,865,0,1.0,8,0,865,1,1,6.411935084520694,60,0,93,-3.764401235790898,354,0,2,-0.30619714902272566,865,1,1,2.9028385625011226,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,11,19,668584,92,0,1.0,8,0,92,1,1,7.8039887983749034,134,0,65,-4.21953470879183,92,1,1,2.433712606395861,92,1,1,5.458233855014427,correct,1,wrong_alias_bin,0,correct,1,correct,1
-21,-21.0,21.0,42,0,12,20,672680,645,0,1.0,8,0,645,1,1,4.389888118881564,98,0,273,-7.969519494499804,721,0,3,-0.34706744488732133,645,1,1,4.346280530625891,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,13,21,676776,426,0,1.0,8,0,426,1,1,7.295544276730842,119,0,25,-2.4873697910993213,170,0,2,-0.24162675462702507,426,1,1,4.958643352960843,correct,1,wrong_alias_bin,0,wrong_group,1,correct,1
-21,-21.0,21.0,42,0,14,22,680872,765,0,1.0,8,0,765,1,1,6.6690186266841565,218,0,257,-6.1684807348970345,765,1,1,0.49805883031712295,765,1,1,3.079223083744517,correct,1,wrong_alias_bin,0,correct,1,correct,1
-21,-21.0,21.0,42,0,15,23,684968,1023,0,1.0,8,0,1023,1,1,6.091544054381638,219,0,301,-7.400255523807058,769,0,5,-1.3925198406225434,1023,1,1,3.9724474466809143,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,16,24,689064,597,0,1.0,8,0,597,1,1,6.683932661305794,151,0,501,-9.997930116733407,597,1,1,0.3424604464880205,597,1,1,2.994247990679175,correct,1,wrong_alias_bin,0,correct,1,correct,1
-21,-21.0,21.0,42,0,17,25,693160,562,0,1.0,8,0,562,1,1,6.431437066818249,39,0,497,-8.992187972075339,127,0,2,-1.48525915775606,562,1,1,4.302078666055284,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,18,26,697256,827,0,1.0,8,0,827,1,1,3.934114017697299,204,0,553,-10.326900201154656,440,0,4,-1.452791063367891,827,1,1,0.5576192513221297,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,19,27,701352,890,0,1.0,8,0,890,1,1,8.677707905084631,122,0,1,0.0,890,1,1,2.0709698455686807,890,1,1,3.7789157301297243,correct,1,wrong_group,1,correct,1,correct,1
-21,-21.0,21.0,42,0,20,28,705448,174,0,1.0,8,0,174,1,1,5.44389456250845,79,0,5,-0.7906399350339206,174,1,1,1.6210701403353125,174,1,1,1.5918430952417877,correct,1,wrong_alias_bin,0,correct,1,correct,1
-21,-21.0,21.0,42,0,21,29,709544,267,0,1.0,8,0,267,1,1,6.989808781516258,82,0,45,-4.441422923549405,805,0,3,-1.2931546188419238,267,1,1,3.568683311269888,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,22,30,713640,917,0,1.0,8,0,917,1,1,5.243613424411872,231,0,305,-8.130639506303611,917,1,1,1.0838582306495557,917,1,1,5.114678043226202,correct,1,wrong_alias_bin,0,correct,1,correct,1
-21,-21.0,21.0,42,0,23,31,717736,656,0,1.0,8,0,656,1,1,6.780102081905958,238,0,625,-9.29858075140604,535,0,23,-2.8826534997387037,656,1,1,0.7449822823810014,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,24,32,721832,889,0,1.0,8,0,889,1,1,6.865223848355515,64,0,5,-0.3603602679755744,889,1,1,1.4027144419505992,889,1,1,4.564030088698758,correct,1,wrong_alias_bin,0,correct,1,correct,1
-21,-21.0,21.0,42,0,25,33,725928,66,0,1.0,8,0,66,1,1,4.262352662928135,36,0,21,-1.3786807413815398,832,0,4,-0.8006436443314398,66,1,1,0.7292455795397685,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,26,34,730024,586,0,1.0,8,0,586,1,1,7.623642895417408,136,0,117,-3.860806131989736,674,0,6,-2.0642296173820256,586,1,1,6.384753219788266,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,27,35,734121,425,0,1.0,8,0,425,1,1,3.552290120021203,7,0,797,-14.185647115377915,519,0,83,-4.08491219027705,291,0,3,-0.6744287588359728,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,wrong_alias_bin,0
-21,-21.0,21.0,42,0,28,36,738217,860,0,1.0,8,0,860,1,1,5.626407157894296,2,0,97,-2.4023016609142847,738,0,6,-1.5504027615314797,860,1,1,2.1421486665269787,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,29,37,742313,553,0,1.0,8,0,553,1,1,5.214130513424323,197,0,297,-7.6758283560861615,444,0,70,-3.3253383688975657,553,1,1,1.1173469043058295,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,30,38,746409,629,0,1.0,8,0,629,1,1,6.301880439873678,49,0,189,-6.1938161874353,312,0,2,-0.8582680856054454,629,1,1,4.4327776287479494,correct,1,wrong_alias_bin,0,wrong_alias_bin,0,correct,1
-21,-21.0,21.0,42,0,31,39,750505,759,0,1.0,8,0,759,1,1,4.332865970591248,111,0,353,-8.275281322685416,759,1,1,1.2360181715073442,759,1,1,3.2371784621500743,correct,1,wrong_alias_bin,0,correct,1,correct,1
