dataset,scenario,snr_db,blocker_isr_db,blocker_frequency,seed,packet_index,payload_symbol_index,raw_start_sample,demod_start_sample,origin_shift,sf,os_factor,signal_reference_power,gt_bin,savaux_bin,cleaned_bin,alias_trim_bin,savaux_error,alias_trim_error,fix,break,gate_triggered,changed,blocker_count,clean_gain_db,strongest_tone_prominence_db,strongest_tone_power_fraction,estimated_blocker_frequency,blocker_frequency_error,savaux_seconds,alias_trim_overhead_seconds
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,19,806105,806107,2,10,4,9.805608631442118e-05,510,977,510,510,1,0,1,0,1,1,1,6.907482413016205,38.64843902927214,0.5542271679913826,0.049999010519909605,-9.894800904186596e-07,0.0015223999998852378,0.005900400000427908
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,20,810201,810203,2,10,4,9.805608631442118e-05,860,860,860,860,0,0,0,0,1,0,1,0.0,38.53211036764331,0.5486535134324199,0.05000102407361009,1.0240736101341241e-06,0.0013797999999951571,0.004757499999868742
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,21,814297,814299,2,10,4,9.805608631442118e-05,553,586,553,586,1,1,0,0,1,0,1,2.4820581055314666,38.50344781479606,0.5519656764313718,0.050003052962309606,3.052962309624263e-06,0.001346400000329595,0.0045717000002696295
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,22,818393,818395,2,10,4,9.805608631442118e-05,629,847,629,629,1,0,1,0,1,1,1,5.9849002509695115,38.711535685114434,0.5637927441669657,0.049998607241256716,-1.3927587432793764e-06,0.0012667999999393942,0.004600799999934679
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,23,822489,822491,2,10,4,9.805608631442118e-05,759,287,759,759,1,0,1,0,1,1,1,5.87483549847521,38.682344689383406,0.5595293248167612,0.0499991008959906,-8.991040094108449e-07,0.0014799000000493834,0.004426100000273436
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,24,826585,826587,2,10,4,9.805608631442118e-05,874,760,874,874,1,0,1,0,1,1,1,4.464285669681139,38.55957367236923,0.549658366317433,0.05000013039409272,1.3039409274551161e-07,0.001306799999838404,0.004479600000195205
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,25,830681,830683,2,10,4,9.805608631442118e-05,720,231,720,720,1,0,1,0,1,1,1,4.73441667813376,38.3738984111511,0.5468326214998972,0.05000188733339815,1.8873333981206386e-06,0.001206800000545627,0.004525199999989127
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,26,834777,834779,2,10,4,9.805608631442118e-05,314,920,314,920,1,1,0,0,1,0,1,1.164516880631039,38.59427689321591,0.5525878405738197,0.050000801029498054,8.010294980653754e-07,0.0012613999997483916,0.005789699999695586
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,27,838873,838875,2,10,4,9.805608631442118e-05,602,602,602,602,0,0,0,0,1,0,1,0.0,38.41079670342415,0.543492233573764,0.05000251786154674,2.5178615467025267e-06,0.0014120999994702288,0.005736799999795039
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,28,842969,842971,2,10,4,9.805608631442118e-05,7,7,7,7,0,0,0,0,1,0,1,0.0,38.66549517503298,0.5565638464400585,0.04999765402774615,-2.3459722538476946e-06,0.0013589000000138185,0.004548000000795582
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,29,847065,847067,2,10,4,9.805608631442118e-05,610,610,610,610,0,0,0,0,1,0,1,0.0,38.57091032716638,0.5577369357403407,0.04999773269665451,-2.2673033455156144e-06,0.0013979000004837872,0.005223900000601134
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,30,851161,851163,2,10,4,9.805608631442118e-05,839,846,839,839,1,0,1,0,1,1,1,5.7975770753723985,38.45164949841151,0.5463107293208519,0.049999481314997665,-5.186850023375378e-07,0.0019598999997469946,0.005974599999717611
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,31,855257,855259,2,10,4,9.805608631442118e-05,913,808,913,808,1,1,0,0,1,0,1,2.6364268466862906,38.556435384723834,0.5536168679247279,0.05000151857765639,1.5185776564008435e-06,0.001333899999735877,0.004428199999892968
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,32,859353,859355,2,10,4,9.805608631442118e-05,764,764,764,764,0,0,0,0,1,0,1,0.0,38.631394585038905,0.5583501418561946,0.049999361798974025,-6.38201025970897e-07,0.001266100000066217,0.005715399999644433
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,33,863449,863451,2,10,4,9.805608631442118e-05,577,820,577,820,1,1,0,0,1,0,1,1.6424449257789389,38.32934744726148,0.5432067554479151,0.05000182559197318,1.825591973148022e-06,0.001217200000610319,0.004273700000339886
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,0,34,867545,867547,2,10,4,9.805608631442118e-05,936,26,936,26,1,1,0,0,1,0,1,2.7863872877502445,38.425318673116806,0.5490784341770198,0.04999922542668016,-7.745733198172289e-07,0.001261999999769614,0.004652900000110094
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,0,3228456,3228458,2,10,4,9.805608631442118e-05,222,221,222,222,1,0,1,0,1,1,1,5.759368138628758,38.447320419398984,0.5494256769101272,0.04999939743688861,-6.025631114070507e-07,0.0013290999995660968,0.004271400000106951
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,1,3232552,3232554,2,10,4,9.805608631442118e-05,711,711,711,711,0,0,0,0,1,0,1,0.0,38.749904187394286,0.5648181909342268,0.04999895485474238,-1.0451452576165643e-06,0.001103999999941152,0.0042843000001084874
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,2,3236648,3236650,2,10,4,9.805608631442118e-05,871,871,871,871,0,0,0,0,1,0,1,0.0,38.639948655194495,0.5566655885081937,0.04999900331758564,-9.966824143781139e-07,0.0011638999994829646,0.005881199999748787
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,3,3240744,3240746,2,10,4,9.805608631442118e-05,718,551,718,718,1,0,1,0,1,1,1,3.871565214266303,38.32520550635757,0.544719157988953,0.05000035018428414,3.501842841258096e-07,0.0012845999999626656,0.0045767999999952735
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,4,3244840,3244842,2,10,4,9.805608631442118e-05,107,107,107,107,0,0,0,0,1,0,1,0.0,38.64580634056899,0.5607956820304125,0.049999390586152694,-6.094138473300426e-07,0.0012260000003152527,0.004403799999636249
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,5,3248936,3248938,2,10,4,9.805608631442118e-05,467,917,467,467,1,0,1,0,1,1,1,4.321439648070434,38.48384976665335,0.5538329696154579,0.050000527341056734,5.273410567108172e-07,0.0016117000004669535,0.004625399999895308
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,6,3253032,3253034,2,10,4,9.805608631442118e-05,89,959,89,959,1,1,0,0,1,0,1,2.0036773034586397,38.54075687753776,0.5531036169649836,0.05000232601195329,2.3260119532686474e-06,0.0012609000004886184,0.004380800000035379
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,7,3257128,3257130,2,10,4,9.805608631442118e-05,713,713,713,713,0,0,0,0,1,0,1,0.0,38.58205324875176,0.559843471286676,0.05000112998902925,1.1299890292360004e-06,0.0012094000003344263,0.004481099999793514
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,8,3261224,3261226,2,10,4,9.805608631442118e-05,865,865,865,865,0,0,0,0,1,0,1,0.0,38.631468334339985,0.5588794034628395,0.050001010289344276,1.0102893442942573e-06,0.0012429999997038976,0.004404199999953562
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,9,3265320,3265322,2,10,4,9.805608631442118e-05,405,646,405,405,1,0,1,0,1,1,1,6.063992340494381,38.76114012526996,0.5613113902915682,0.0499997367397167,-2.632602832952635e-07,0.0011707000003298162,0.004532699999799661
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,10,3269416,3269418,2,10,4,9.805608631442118e-05,765,765,765,765,0,0,0,0,1,0,1,0.0,38.35594696377336,0.541288386993534,0.04999956106768025,-4.3893231976843694e-07,0.0011103999995611957,0.004273100000318664
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,11,3273512,3273514,2,10,4,9.805608631442118e-05,1023,805,1023,1023,1,0,1,0,1,1,1,6.278707391204918,38.60634281266735,0.5560541209927236,0.049998961387132994,-1.0386128669881423e-06,0.0012349999997240957,0.004592899999806832
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,12,3277608,3277610,2,10,4,9.805608631442118e-05,597,467,597,597,1,0,1,0,1,1,1,5.103004320734374,38.26876546958084,0.5445114559795593,0.050002022236933674,2.0222369336853063e-06,0.0012126999999964028,0.004541100000096776
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,13,3281704,3281706,2,10,4,9.805608631442118e-05,562,562,562,562,0,0,0,0,1,0,1,0.0,38.53967501082557,0.5529033433045747,0.04999799303432836,-2.006965671652594e-06,0.0013071000003037625,0.003904099999999744
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,14,3285800,3285802,2,10,4,9.805608631442118e-05,478,932,478,478,1,0,1,0,1,1,1,3.705799310502073,38.44993789778047,0.5487651152197909,0.05000116147409662,1.1614740965670833e-06,0.0011813999999503721,0.004318399999647227
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,15,3289896,3289898,2,10,4,9.805608631442118e-05,267,267,267,267,0,0,0,0,1,0,1,0.0,38.66320835364515,0.5626859167598115,0.05000210540633031,2.1054063302772263e-06,0.0011407000001781853,0.004253799999787589
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,16,3293992,3293994,2,10,4,9.805608631442118e-05,917,193,917,917,1,0,1,0,1,1,1,5.509281139502678,38.46962972337175,0.5530958749273447,0.049998083018363115,-1.9169816368735937e-06,0.0011811999993369682,0.00444450000031793
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,17,3298088,3298090,2,10,4,9.805608631442118e-05,656,656,656,656,0,0,0,0,1,0,1,0.0,38.51642980305772,0.5523035183617206,0.05000240558476982,2.405584769826774e-06,0.0011306999995213118,0.003887199999553559
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,18,3302184,3302186,2,10,4,9.805608631442118e-05,889,385,889,889,1,0,1,0,1,1,1,7.072539121389844,38.447776716059586,0.5450539787479105,0.0500003159800062,3.15980006160288e-07,0.0011996000002909568,0.004403500000080385
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,19,3306280,3306282,2,10,4,9.805608631442118e-05,510,510,510,510,0,0,0,0,1,0,1,0.0,38.52709063103343,0.5547145055334484,0.050000940569747715,9.405697477538055e-07,0.0011951999995289952,0.004423200000019278
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,20,3310376,3310378,2,10,4,9.805608631442118e-05,860,860,860,860,0,0,0,0,1,0,1,0.0,38.697570602073974,0.5604717449615307,0.05000038893213057,3.8893213061275134e-07,0.0011211000000912463,0.003913500000635395
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,21,3314472,3314474,2,10,4,9.805608631442118e-05,553,761,553,553,1,0,1,0,1,1,1,7.969055479963577,38.48040582021993,0.5521878628482176,0.05000085482378684,8.54823786866632e-07,0.0010184000002482207,0.0045042000001558335
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,22,3318568,3318570,2,10,4,9.805608631442118e-05,629,629,629,629,0,0,0,0,1,0,1,0.0,38.543207423896334,0.5512477218368531,0.0500006238486539,6.238486538467924e-07,0.0011549999999260763,0.004314900000281341
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,23,3322664,3322666,2,10,4,9.805608631442118e-05,759,157,759,759,1,0,1,0,1,1,1,5.028528995616713,38.481409874199095,0.5547333399971058,0.050000348490657764,3.4849065777553534e-07,0.0011751000001822831,0.0041507000005367445
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,24,3326760,3326762,2,10,4,9.805608631442118e-05,874,547,874,874,1,0,1,0,1,1,1,3.2230189571771035,38.62526750611208,0.563983058835288,0.050000614786833604,6.147868335526496e-07,0.0013095000003886526,0.004522000000179105
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,25,3330856,3330858,2,10,4,9.805608631442118e-05,720,720,720,720,0,0,0,0,1,0,1,0.0,38.59690927186779,0.5617033420403771,0.05000206216382647,2.0621638264772812e-06,0.0012285000002520974,0.003985299999840208
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,26,3334952,3334954,2,10,4,9.805608631442118e-05,314,314,314,314,0,0,0,0,1,0,1,0.0,38.56880771528442,0.5513073124656271,0.04999980639880803,-1.936011919667635e-07,0.0010720000000219443,0.003973900000346475
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,27,3339048,3339050,2,10,4,9.805608631442118e-05,602,602,602,602,0,0,0,0,1,0,1,0.0,38.64612252194994,0.5588120288173721,0.05000275505311343,2.7550531134235e-06,0.0012809999998353305,0.004111299999749463
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,28,3343144,3343146,2,10,4,9.805608631442118e-05,7,1006,7,7,1,0,1,0,1,1,1,4.971450359038711,38.41679122308322,0.5493253180955212,0.05000208800647095,2.088006470946091e-06,0.0011691999998220126,0.004239300000335788
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,29,3347240,3347242,2,10,4,9.805608631442118e-05,610,610,610,610,0,0,0,0,1,0,1,0.0,38.84309365741479,0.5699280888261882,0.05000191296894284,1.91296894280768e-06,0.0010668000004443456,0.003724000000147498
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,30,3351336,3351338,2,10,4,9.805608631442118e-05,842,832,842,842,1,0,1,0,1,1,1,4.797251119659779,38.5324131388009,0.553298279694794,0.04999993288924154,-6.711075845045045e-08,0.0013044999996054685,0.004188699999758683
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,31,3355432,3355434,2,10,4,9.805608631442118e-05,928,928,928,928,0,0,0,0,1,0,1,0.0,38.47449183784476,0.5515085357742029,0.050001189855309845,1.189855309835508e-06,0.00114320000011503,0.004093999999895459
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,32,3359529,3359531,2,10,4,9.805608631442118e-05,744,744,744,744,0,0,0,0,1,0,1,0.0,38.44474342462842,0.5474147187946762,0.04999763604495447,-2.363955045547872e-06,0.0010905999997703475,0.004506799999944633
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,33,3363625,3363627,2,10,4,9.805608631442118e-05,586,586,586,586,0,0,0,0,1,0,1,0.0,38.77311407592857,0.5607599377419015,0.05000341557232997,3.4155723299678087e-06,0.0012679000001298846,0.0039562000001751585
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,1,34,3367721,3367723,2,10,4,9.805608631442118e-05,91,382,91,91,1,0,1,0,1,1,1,3.8927252863020527,38.30179481294843,0.5404924884855401,0.05000222504836972,2.2250483697749956e-06,0.0010545000004640315,0.003923899999790592
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,0,5728962,5728964,2,10,4,9.805608631442118e-05,803,971,803,971,1,1,0,0,1,0,1,2.40069831228766,38.579837337560676,0.5541835259104233,0.05000130340251287,1.3034025128089155e-06,0.0011846000006698887,0.005496200000379758
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,1,5733058,5733060,2,10,4,9.805608631442118e-05,711,711,711,711,0,0,0,0,1,0,1,0.0,38.311897111898496,0.5404810570925772,0.050001558851598966,1.558851598915112e-06,0.0012679999999818392,0.003873800000292249
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,2,5737154,5737156,2,10,4,9.805608631442118e-05,871,794,871,794,1,1,0,0,1,0,1,1.7748918503128959,38.52787098269653,0.5497526724722696,0.04999903618136903,-9.638186309612884e-07,0.001094100000045728,0.0041049999999813735
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,3,5741250,5741252,2,10,4,9.805608631442118e-05,718,718,718,718,0,0,0,0,1,0,1,0.0,38.65037934471282,0.5619010784544157,0.04999996671312865,-3.3286871370385995e-08,0.0011725000003934838,0.004695399999945948
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,4,5745346,5745348,2,10,4,9.805608631442118e-05,86,86,86,86,0,0,0,0,1,0,1,0.0,38.49248217795326,0.5473421127869171,0.04999984906131937,-1.509386806097801e-07,0.0011451999998826068,0.0037714000000050873
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,5,5749443,5749445,2,10,4,9.805608631442118e-05,467,850,467,467,1,0,1,0,1,1,1,6.5357866157808875,38.55393660110307,0.5562236154940305,0.050001700646899426,1.7006468994162915e-06,0.0010925999995379243,0.004141100000197184
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,6,5753539,5753541,2,10,4,9.805608631442118e-05,89,981,504,981,1,1,0,0,1,0,1,0.7344906241073202,38.7224674133963,0.5593162738961934,0.05000112580874092,1.125808740898293e-06,0.001340600000730774,0.004287700000531913
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,7,5757635,5757637,2,10,4,9.805608631442118e-05,713,713,713,713,0,0,0,0,1,0,1,0.0,38.47967689796356,0.5523910644287509,0.05000218161816442,2.1816181644540578e-06,0.0011179000002812245,0.0036946000000170898
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,8,5761731,5761733,2,10,4,9.805608631442118e-05,865,865,865,865,0,0,0,0,1,0,1,0.0,38.496272947520595,0.5515340042264277,0.050000951500709635,9.515007096672079e-07,0.0010736000003817026,0.003764999999475549
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,9,5765827,5765829,2,10,4,9.805608631442118e-05,405,354,405,405,1,0,1,0,1,1,1,5.499369888003463,38.47062761055353,0.5511959334303078,0.04999974701939081,-2.5298060918332865e-07,0.0012560000004668836,0.0042320000002291636
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,10,5769923,5769925,2,10,4,9.805608631442118e-05,765,765,765,765,0,0,0,0,1,0,1,0.0,38.569761469586766,0.5500226445117563,0.050000090653335806,9.065333583802015e-08,0.001154800000222167,0.003717700000379409
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,11,5774019,5774021,2,10,4,9.805608631442118e-05,1023,570,1023,570,1,1,0,0,1,0,1,2.722147317226356,38.640716763760864,0.5592668594438945,0.04999990044841329,-9.95515866963892e-08,0.0010468000000400934,0.004149499999584805
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,12,5778115,5778117,2,10,4,9.805608631442118e-05,597,897,597,597,1,0,1,0,1,1,1,3.470690110221395,38.722679903907675,0.5620134938711969,0.04999889670741672,-1.103292583293225e-06,0.0015106999999261461,0.0041001999998115934
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,13,5782211,5782213,2,10,4,9.805608631442118e-05,562,400,562,562,1,0,1,0,1,1,1,3.4896517215283036,38.39468803139972,0.5459326156901597,0.05000109522699288,1.0952269928754532e-06,0.0010548000000198954,0.004082699999344186
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,14,5786307,5786309,2,10,4,9.805608631442118e-05,478,427,478,478,1,0,1,0,1,1,1,6.758048531283044,38.426392140085575,0.5542815678562665,0.05000191365658817,1.913656588192758e-06,0.0012177999997220468,0.0038497999994433485
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,15,5790403,5790405,2,10,4,9.805608631442118e-05,267,267,267,267,0,0,0,0,1,0,1,0.0,38.52950740600842,0.5533252779312514,0.05000051249132446,5.124913244891616e-07,0.0011629999999058782,0.003850600000077975
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,16,5794499,5794501,2,10,4,9.805608631442118e-05,917,917,917,917,0,0,0,0,1,0,1,0.0,38.70567765911246,0.5581291673603183,0.05000094814424195,9.4814424189682e-07,0.0011008999999830849,0.0036220999991201097
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,17,5798595,5798597,2,10,4,9.805608631442118e-05,656,242,656,656,1,0,1,0,1,1,1,5.770974120455941,38.44979235785682,0.5480226517618385,0.05000037740570186,3.774057018013366e-07,0.0011583999994400074,0.0039133999998739455
0_0_0_10_14_8,awgn_alias_tone,-24.0,25.0,0.05,2101,2,18,5802691,5802693,2,10,4,9.805608631442118e-05,889,889,889,889,0,0,0,0,1,0,1,0.0,38.75027256765445,0.561117827664356,0.049998819678995596,-1.180321004379259e-06,0.0012864000000263331,0.004513699999733944
