window_index,start_sample,end_sample,peak_bin,peak_bin_div_os,peak_power,second_power,total_power,confidence_db,peak_share,valid
134,548864,565248,-1,-0.25,0.0,0.0,0.0,nan,nan,0
135,552960,569344,-1,-0.25,0.0,0.0,0.0,nan,nan,0
136,557056,573440,-1,-0.25,0.0,0.0,0.0,nan,nan,0
137,561152,577536,-1,-0.25,0.0,0.0,0.0,nan,nan,0
138,565248,581632,-1,-0.25,0.0,0.0,0.0,nan,nan,0
139,569344,585728,-1,-0.25,0.0,0.0,0.0,nan,nan,0
140,573440,589824,-1,-0.25,0.0,0.0,0.0,nan,nan,0
141,577536,593920,-1,-0.25,0.0,0.0,0.0,nan,nan,0
142,581632,598016,-1,-0.25,0.0,0.0,0.0,nan,nan,0
143,585728,602112,-1,-0.25,0.0,0.0,0.0,nan,nan,0
144,589824,606208,-1,-0.25,0.0,0.0,0.0,nan,nan,0
145,593920,610304,-1,-0.25,0.0,0.0,0.0,nan,nan,0
146,598016,614400,-1,-0.25,0.0,0.0,0.0,nan,nan,0
147,602112,618496,-1,-0.25,0.0,0.0,0.0,nan,nan,0
148,606208,622592,-1,-0.25,0.0,0.0,0.0,nan,nan,0
149,610304,626688,-1,-0.25,0.0,0.0,0.0,nan,nan,0
150,614400,630784,-1,-0.25,0.0,0.0,0.0,nan,nan,0
151,618496,634880,-1,-0.25,0.0,0.0,0.0,nan,nan,0
152,622592,638976,-1,-0.25,0.0,0.0,0.0,nan,nan,0
153,626688,643072,-1,-0.25,0.0,0.0,0.0,nan,nan,0
154,630784,647168,3508,877.0,341.0467017993099,173.83453815332112,849.0514134433314,2.9267778582401798,0.4016796820538743,1
155,634880,651264,3508,877.0,682.9201124976464,557.3018529654731,2833.171557430157,0.8827941615891133,0.2410443909429518,1
156,638976,655360,436,109.0,1119.5882191224223,1016.6643307355178,4802.790821830087,0.4188073317557118,0.23311200938287105,1
157,643072,659456,436,109.0,1658.7253381269616,1375.6911327690773,6808.662283796688,0.8125354086898737,0.24361985790871288,1
158,647168,663552,436,109.0,2211.052904211903,1404.499405696848,8010.985088156676,1.970775743664096,0.2760026238821355,1
159,651264,667648,436,109.0,2215.93457957746,1395.135706892106,7982.2333466550845,2.0094048056578875,0.27760834384853417,1
160,655360,671744,436,109.0,2201.807121868595,1397.8618672593643,7975.982970412953,1.9731501435701015,0.2760546417960315,1
161,659456,675840,436,109.0,2255.4289603380676,1386.183675172816,8058.237951723004,2.1140837265985994,0.27989108460812007,1
162,663552,679936,436,109.0,2259.0679621570175,1016.7504437404422,7997.734286651686,3.4671492588478876,0.2824634929329209,1
163,667648,684032,436,109.0,1697.0182993018566,684.2988879445593,8092.490023591919,3.944406912067136,0.20970285960866972,1
164,671744,688128,436,109.0,1149.547318090892,520.8335062893092,8164.244367319214,3.4382793704797656,0.1408026592996694,1
165,675840,692224,436,109.0,558.889058897392,521.3056676568858,8129.992292045163,0.30233161104348183,0.06874410686025376,1
166,679936,696320,460,115.0,521.1721595875591,507.8098992953227,8166.4945031679545,0.11280045353646626,0.06381834450330989,1
167,684032,700416,468,117.0,507.6008713203302,482.4848435754458,8117.491538409762,0.22038683623671296,0.06253174012174832,1
168,688128,704512,3905,976.25,795.6712841526173,482.0961521373655,8025.985994554057,2.176000194529978,0.09913688918626462,1
169,692224,708608,241,60.25,958.4443380085935,795.6486812691146,7925.229892458601,0.808455488391645,0.12093584047582252,1
170,696320,712704,241,60.25,958.55132692254,943.6459924669698,7878.227045711095,0.06806272863538188,0.12167094466316189,1
171,700416,716800,1,0.25,1218.0781701838491,958.5612245257339,7880.72719659698,1.040553030043074,0.15456418421764861,1
172,704512,720896,1,0.25,1218.0770950327358,1217.2652827142897,7919.2295305997795,0.0028954090933811893,0.1538125761257588,1
173,708608,724992,1,0.25,1218.077587236468,1217.3489552249978,7966.482392163694,0.002598648457211435,0.1529003049620296,1
174,712704,729088,4077,1019.25,1216.5308053321946,1166.3918672730542,7919.729559585842,0.18278627888050136,0.15360761957581445,1
175,716800,733184,4077,1019.25,1218.2786124275958,1134.973674877359,7860.225957722805,0.3076083157865035,0.15499282323183297,1
176,720896,737280,4078,1019.5,1216.14744851269,1134.183011825417,7832.47427928158,0.30303095000549435,0.15526989366944197,1
177,724992,741376,4078,1019.5,1216.1364646826382,1173.6525637929478,7831.474219393451,0.15442758771201529,0.15528831872689589,1
178,729088,745472,4078,1019.5,1216.067577737104,1173.6007954774907,7910.47900447832,0.15437314455302759,0.1537286903926624,1
179,733184,749568,78,19.5,1173.4978423043149,1142.286835984745,7996.2341950248265,0.1170712350447415,0.14675631224438787,1
180,737280,753664,78,19.5,1155.8542492723298,949.8702934001079,7968.232497820302,0.8523876834177634,0.14505779664292073,1
181,741376,757760,266,66.5,933.6370184190423,891.2853094419501,7898.978304304554,0.20161314671707342,0.11819718733880509,1
182,745472,761856,266,66.5,933.6709679181804,915.8133824530372,7828.97406557894,0.08386869396016966,0.1192584060308976,1
183,749568,765952,21,5.25,1196.1872251893606,915.695071529781,7824.723809591302,1.160482832804119,0.15287277280293415,1
184,753664,770048,21,5.25,1196.23262362359,915.7149205580723,7850.725386230427,1.1605535171400496,0.1523722413882532,1
185,757760,774144,21,5.25,1196.223551628878,1065.6498599722051,7934.480457077398,0.5019781647477214,0.1507626817029804,1
186,761856,778240,21,5.25,1156.6018140697024,1115.7478818647837,7990.483847193569,0.15617798087459944,0.14474740656361204,1
187,765952,782336,179,44.75,1115.7897012895924,1065.4139969124544,7962.48215228956,0.2006395052113938,0.1401308888295284,1
188,770048,786432,179,44.75,1115.794997935235,996.9598707051298,8114.491353148244,0.48906732566348615,0.13750646212745435,1
189,774144,790528,179,44.75,1115.8028796618928,655.4163523037804,8100.240490746748,2.3107020529475077,0.13774935212559705,1
190,778240,794624,3814,953.5,608.7899023938139,583.5736571192571,8116.491478283076,0.18371761120581434,0.07500653503089669,1
191,782336,798720,73,18.25,1115.7468348918235,522.1010834773673,8125.4920230382395,3.298110690537107,0.13731437206858885,1
192,786432,802816,73,18.25,1116.0059280880648,758.8824560460077,7957.981883598079,1.6749198866721338,0.1402373044337065,1
193,790528,806912,45,11.25,1135.5771446419876,1116.2736423830254,8021.485730281367,0.0744597281368226,0.14156693445893037,1
194,794624,811008,45,11.25,1135.7640935751651,1098.0653318356947,8043.237046068549,0.14659954436331815,0.14120733817366665,1
195,798720,815104,16,4.0,1170.9402781085566,1136.0820754952572,8113.241283250486,0.13125037333436101,0.14432459694326158,1
196,802816,819200,16,4.0,1170.9550140640958,1107.973201791229,8190.495958797752,0.240109542266911,0.14296509270678834,1
197,806912,823296,16,4.0,1170.3281655248024,719.1133851022003,8145.993261700098,2.115102845397618,0.1436691791812937,1
198,811008,827392,16,4.0,1122.5013082603416,966.9617997221186,8078.989203919431,0.6477753842471451,0.13894081053057636,1
199,815104,831488,30,7.5,1144.1762278248805,966.9520815366318,8047.237281443289,0.7308796769366535,0.14218248919580387,1
200,819200,835584,30,7.5,1144.2118382854526,966.9228682607634,8025.985997164604,0.7311460510777746,0.14256339827775383,1
201,823296,839680,30,7.5,1144.195897308351,898.313474899435,8134.492567679633,1.0507247195978011,0.14065977536872143,1
202,827392,843776,30,7.5,1106.6028224029565,897.8094593143389,8203.246730390581,0.9080759673907356,0.1348981517651204,1
203,831488,847872,187,46.75,1044.800524144509,830.0231421403699,8227.248183559708,0.9994318055526712,0.12699270774793278,1
204,835584,851968,187,46.75,1044.9013848074144,665.9478947650741,8292.252118393668,1.9563505440900757,0.1260093602906308,1
205,839680,856064,4091,1022.75,1154.723954620552,1044.88174037812,8278.251271324825,0.4341103548078157,0.13948887473619215,1
206,843776,860160,4091,1022.75,1154.9123677430641,1044.7620106810116,8220.747789373116,0.435316596166745,0.1404875076250373,1
207,847872,864256,4091,1022.75,1154.9773451518015,1027.0218311716387,8108.490991419412,0.5099379024230265,0.14244047953855096,1
208,851968,868352,4091,1022.75,1089.8031221107763,1027.0334199445474,7944.981087183229,0.25763471866942655,0.1371687496989561,1
209,856064,872448,69,17.25,1008.5356290480831,958.8963710961182,7365.445996136239,0.2191957029928825,0.1369279782347383,1
210,860160,876544,92,23.0,958.7932947110218,850.1605529958312,5384.5760488293,0.5222403808603817,0.1780629126631947,1
211,864256,880640,92,23.0,958.5153153496514,484.4959481329107,3427.9575708079296,2.963089071411285,0.27961703012670036,1
212,868352,884736,92,23.0,943.6124732967047,304.0825945706441,1533.5928644974908,4.918021108361586,0.6152952945603958,1
213,872448,888832,-1,-0.25,0.0,0.0,0.0,nan,nan,0
214,876544,892928,-1,-0.25,0.0,0.0,0.0,nan,nan,0
215,880640,897024,-1,-0.25,0.0,0.0,0.0,nan,nan,0
216,884736,901120,-1,-0.25,0.0,0.0,0.0,nan,nan,0
217,888832,905216,-1,-0.25,0.0,0.0,0.0,nan,nan,0
218,892928,909312,-1,-0.25,0.0,0.0,0.0,nan,nan,0
219,897024,913408,-1,-0.25,0.0,0.0,0.0,nan,nan,0
220,901120,917504,-1,-0.25,0.0,0.0,0.0,nan,nan,0
221,905216,921600,-1,-0.25,0.0,0.0,0.0,nan,nan,0
222,909312,925696,-1,-0.25,0.0,0.0,0.0,nan,nan,0
223,913408,929792,-1,-0.25,0.0,0.0,0.0,nan,nan,0
224,917504,933888,-1,-0.25,0.0,0.0,0.0,nan,nan,0
225,921600,937984,-1,-0.25,0.0,0.0,0.0,nan,nan,0
226,925696,942080,-1,-0.25,0.0,0.0,0.0,nan,nan,0
227,929792,946176,-1,-0.25,0.0,0.0,0.0,nan,nan,0
228,933888,950272,-1,-0.25,0.0,0.0,0.0,nan,nan,0
229,937984,954368,-1,-0.25,0.0,0.0,0.0,nan,nan,0
230,942080,958464,-1,-0.25,0.0,0.0,0.0,nan,nan,0
231,946176,962560,-1,-0.25,0.0,0.0,0.0,nan,nan,0
232,950272,966656,-1,-0.25,0.0,0.0,0.0,nan,nan,0
233,954368,970752,-1,-0.25,0.0,0.0,0.0,nan,nan,0
234,958464,974848,-1,-0.25,0.0,0.0,0.0,nan,nan,0
235,962560,978944,-1,-0.25,0.0,0.0,0.0,nan,nan,0
236,966656,983040,-1,-0.25,0.0,0.0,0.0,nan,nan,0
237,970752,987136,-1,-0.25,0.0,0.0,0.0,nan,nan,0
238,974848,991232,-1,-0.25,0.0,0.0,0.0,nan,nan,0
239,978944,995328,-1,-0.25,0.0,0.0,0.0,nan,nan,0
240,983040,999424,-1,-0.25,0.0,0.0,0.0,nan,nan,0
241,987136,1003520,-1,-0.25,0.0,0.0,0.0,nan,nan,0
242,991232,1007616,-1,-0.25,0.0,0.0,0.0,nan,nan,0
243,995328,1011712,-1,-0.25,0.0,0.0,0.0,nan,nan,0
244,999424,1015808,-1,-0.25,0.0,0.0,0.0,nan,nan,0
245,1003520,1019904,-1,-0.25,0.0,0.0,0.0,nan,nan,0
246,1007616,1024000,-1,-0.25,0.0,0.0,0.0,nan,nan,0
247,1011712,1028096,-1,-0.25,0.0,0.0,0.0,nan,nan,0
248,1015808,1032192,-1,-0.25,0.0,0.0,0.0,nan,nan,0
249,1019904,1036288,-1,-0.25,0.0,0.0,0.0,nan,nan,0
250,1024000,1040384,-1,-0.25,0.0,0.0,0.0,nan,nan,0
251,1028096,1044480,-1,-0.25,0.0,0.0,0.0,nan,nan,0
252,1032192,1048576,-1,-0.25,0.0,0.0,0.0,nan,nan,0
253,1036288,1052672,-1,-0.25,0.0,0.0,0.0,nan,nan,0
254,1040384,1056768,-1,-0.25,0.0,0.0,0.0,nan,nan,0
255,1044480,1060864,-1,-0.25,0.0,0.0,0.0,nan,nan,0
256,1048576,1064960,-1,-0.25,0.0,0.0,0.0,nan,nan,0
257,1052672,1069056,-1,-0.25,0.0,0.0,0.0,nan,nan,0
258,1056768,1073152,-1,-0.25,0.0,0.0,0.0,nan,nan,0
259,1060864,1077248,-1,-0.25,0.0,0.0,0.0,nan,nan,0
260,1064960,1081344,-1,-0.25,0.0,0.0,0.0,nan,nan,0
261,1069056,1085440,-1,-0.25,0.0,0.0,0.0,nan,nan,0
262,1073152,1089536,-1,-0.25,0.0,0.0,0.0,nan,nan,0
263,1077248,1093632,-1,-0.25,0.0,0.0,0.0,nan,nan,0
264,1081344,1097728,-1,-0.25,0.0,0.0,0.0,nan,nan,0
265,1085440,1101824,-1,-0.25,0.0,0.0,0.0,nan,nan,0
266,1089536,1105920,-1,-0.25,0.0,0.0,0.0,nan,nan,0
267,1093632,1110016,-1,-0.25,0.0,0.0,0.0,nan,nan,0
268,1097728,1114112,-1,-0.25,0.0,0.0,0.0,nan,nan,0
269,1101824,1118208,-1,-0.25,0.0,0.0,0.0,nan,nan,0
270,1105920,1122304,-1,-0.25,0.0,0.0,0.0,nan,nan,0
271,1110016,1126400,-1,-0.25,0.0,0.0,0.0,nan,nan,0
272,1114112,1130496,-1,-0.25,0.0,0.0,0.0,nan,nan,0
273,1118208,1134592,-1,-0.25,0.0,0.0,0.0,nan,nan,0
274,1122304,1138688,-1,-0.25,0.0,0.0,0.0,nan,nan,0
275,1126400,1142784,-1,-0.25,0.0,0.0,0.0,nan,nan,0
276,1130496,1146880,-1,-0.25,0.0,0.0,0.0,nan,nan,0
277,1134592,1150976,-1,-0.25,0.0,0.0,0.0,nan,nan,0
278,1138688,1155072,-1,-0.25,0.0,0.0,0.0,nan,nan,0
279,1142784,1159168,-1,-0.25,0.0,0.0,0.0,nan,nan,0
280,1146880,1163264,-1,-0.25,0.0,0.0,0.0,nan,nan,0
281,1150976,1167360,-1,-0.25,0.0,0.0,0.0,nan,nan,0
282,1155072,1171456,-1,-0.25,0.0,0.0,0.0,nan,nan,0
283,1159168,1175552,-1,-0.25,0.0,0.0,0.0,nan,nan,0
284,1163264,1179648,-1,-0.25,0.0,0.0,0.0,nan,nan,0
285,1167360,1183744,-1,-0.25,0.0,0.0,0.0,nan,nan,0
286,1171456,1187840,-1,-0.25,0.0,0.0,0.0,nan,nan,0
287,1175552,1191936,-1,-0.25,0.0,0.0,0.0,nan,nan,0
288,1179648,1196032,-1,-0.25,0.0,0.0,0.0,nan,nan,0
289,1183744,1200128,-1,-0.25,0.0,0.0,0.0,nan,nan,0
290,1187840,1204224,-1,-0.25,0.0,0.0,0.0,nan,nan,0
291,1191936,1208320,-1,-0.25,0.0,0.0,0.0,nan,nan,0
292,1196032,1212416,-1,-0.25,0.0,0.0,0.0,nan,nan,0
293,1200128,1216512,-1,-0.25,0.0,0.0,0.0,nan,nan,0
294,1204224,1220608,-1,-0.25,0.0,0.0,0.0,nan,nan,0
295,1208320,1224704,-1,-0.25,0.0,0.0,0.0,nan,nan,0
296,1212416,1228800,-1,-0.25,0.0,0.0,0.0,nan,nan,0
297,1216512,1232896,-1,-0.25,0.0,0.0,0.0,nan,nan,0
298,1220608,1236992,-1,-0.25,0.0,0.0,0.0,nan,nan,0
299,1224704,1241088,-1,-0.25,0.0,0.0,0.0,nan,nan,0
300,1228800,1245184,-1,-0.25,0.0,0.0,0.0,nan,nan,0
301,1232896,1249280,-1,-0.25,0.0,0.0,0.0,nan,nan,0
302,1236992,1253376,-1,-0.25,0.0,0.0,0.0,nan,nan,0
303,1241088,1257472,-1,-0.25,0.0,0.0,0.0,nan,nan,0
304,1245184,1261568,-1,-0.25,0.0,0.0,0.0,nan,nan,0
305,1249280,1265664,-1,-0.25,0.0,0.0,0.0,nan,nan,0
306,1253376,1269760,-1,-0.25,0.0,0.0,0.0,nan,nan,0
307,1257472,1273856,-1,-0.25,0.0,0.0,0.0,nan,nan,0
308,1261568,1277952,-1,-0.25,0.0,0.0,0.0,nan,nan,0
309,1265664,1282048,-1,-0.25,0.0,0.0,0.0,nan,nan,0
310,1269760,1286144,-1,-0.25,0.0,0.0,0.0,nan,nan,0
311,1273856,1290240,-1,-0.25,0.0,0.0,0.0,nan,nan,0
312,1277952,1294336,-1,-0.25,0.0,0.0,0.0,nan,nan,0
313,1282048,1298432,-1,-0.25,0.0,0.0,0.0,nan,nan,0
314,1286144,1302528,-1,-0.25,0.0,0.0,0.0,nan,nan,0
315,1290240,1306624,-1,-0.25,0.0,0.0,0.0,nan,nan,0
316,1294336,1310720,-1,-0.25,0.0,0.0,0.0,nan,nan,0
317,1298432,1314816,-1,-0.25,0.0,0.0,0.0,nan,nan,0
318,1302528,1318912,-1,-0.25,0.0,0.0,0.0,nan,nan,0
319,1306624,1323008,-1,-0.25,0.0,0.0,0.0,nan,nan,0
320,1310720,1327104,-1,-0.25,0.0,0.0,0.0,nan,nan,0
321,1314816,1331200,-1,-0.25,0.0,0.0,0.0,nan,nan,0
322,1318912,1335296,-1,-0.25,0.0,0.0,0.0,nan,nan,0
323,1323008,1339392,-1,-0.25,0.0,0.0,0.0,nan,nan,0
324,1327104,1343488,-1,-0.25,0.0,0.0,0.0,nan,nan,0
325,1331200,1347584,-1,-0.25,0.0,0.0,0.0,nan,nan,0
326,1335296,1351680,-1,-0.25,0.0,0.0,0.0,nan,nan,0
327,1339392,1355776,-1,-0.25,0.0,0.0,0.0,nan,nan,0
328,1343488,1359872,-1,-0.25,0.0,0.0,0.0,nan,nan,0
329,1347584,1363968,-1,-0.25,0.0,0.0,0.0,nan,nan,0
330,1351680,1368064,-1,-0.25,0.0,0.0,0.0,nan,nan,0
331,1355776,1372160,-1,-0.25,0.0,0.0,0.0,nan,nan,0
332,1359872,1376256,-1,-0.25,0.0,0.0,0.0,nan,nan,0
333,1363968,1380352,-1,-0.25,0.0,0.0,0.0,nan,nan,0
334,1368064,1384448,-1,-0.25,0.0,0.0,0.0,nan,nan,0
335,1372160,1388544,-1,-0.25,0.0,0.0,0.0,nan,nan,0
336,1376256,1392640,-1,-0.25,0.0,0.0,0.0,nan,nan,0
337,1380352,1396736,-1,-0.25,0.0,0.0,0.0,nan,nan,0
338,1384448,1400832,-1,-0.25,0.0,0.0,0.0,nan,nan,0
339,1388544,1404928,-1,-0.25,0.0,0.0,0.0,nan,nan,0
340,1392640,1409024,-1,-0.25,0.0,0.0,0.0,nan,nan,0
341,1396736,1413120,-1,-0.25,0.0,0.0,0.0,nan,nan,0
