dataset,snr_db,seed,method,errors,symbol_count,ser,fixes_vs_savaux,breaks_vs_savaux
0_0_0_10_14_32,-23.0,44,savaux,37,245,0.1510204081632653,0,0
0_0_0_10_14_32,-23.0,44,branch_gls,37,245,0.1510204081632653,0,0
0_0_0_10_14_32,-23.0,44,savaux_dual,37,245,0.1510204081632653,0,0
0_0_0_10_14_32,-23.0,44,proposed,37,245,0.1510204081632653,0,0
0_0_0_10_14_32,-23.0,44,unichirp,72,245,0.2938775510204082,0,0
0_0_0_10_14_32,-23.0,44,symfec,99,245,0.40408163265306124,0,0
0_0_0_10_14_32,-23.0,44,loratrimmer,46,245,0.18775510204081633,0,0
0_0_0_10_14_32,-24.0,42,ordinary_fft,209,245,0.8530612244897959,0,166
0_0_0_10_14_32,-24.0,42,savaux,43,245,0.17551020408163265,0,0
0_0_0_10_14_32,-24.0,42,branch_gls,43,245,0.17551020408163265,0,0
0_0_0_10_14_32,-24.0,42,savaux_dual,44,245,0.17959183673469387,0,1
0_0_0_10_14_32,-24.0,42,proposed,44,245,0.17959183673469387,0,1
0_0_0_10_14_32,-24.0,42,unichirp,46,245,0.18775510204081633,0,0
0_0_0_10_14_32,-24.0,42,symfec,133,245,0.5428571428571428,0,0
0_0_0_10_14_32,-24.0,42,loratrimmer,55,245,0.22448979591836735,0,0
0_0_0_10_14_32,-24.0,43,ordinary_fft,214,245,0.8734693877551021,1,165
0_0_0_10_14_32,-24.0,43,savaux,50,245,0.20408163265306123,0,0
0_0_0_10_14_32,-24.0,43,branch_gls,50,245,0.20408163265306123,0,0
0_0_0_10_14_32,-24.0,43,savaux_dual,50,245,0.20408163265306123,0,0
0_0_0_10_14_32,-24.0,43,proposed,50,245,0.20408163265306123,0,0
0_0_0_10_14_32,-24.0,43,unichirp,89,245,0.363265306122449,0,0
0_0_0_10_14_32,-24.0,43,symfec,132,245,0.5387755102040817,0,0
0_0_0_10_14_32,-24.0,43,loratrimmer,66,245,0.2693877551020408,0,0
0_0_0_10_14_32,-24.0,44,ordinary_fft,216,245,0.8816326530612245,0,166
0_0_0_10_14_32,-24.0,44,savaux,50,245,0.20408163265306123,0,0
0_0_0_10_14_32,-24.0,44,branch_gls,50,245,0.20408163265306123,0,0
0_0_0_10_14_32,-24.0,44,savaux_dual,50,245,0.20408163265306123,0,0
0_0_0_10_14_32,-24.0,44,proposed,50,245,0.20408163265306123,0,0
0_0_0_10_14_32,-24.0,44,unichirp,84,245,0.34285714285714286,0,0
0_0_0_10_14_32,-24.0,44,symfec,141,245,0.5755102040816327,0,0
0_0_0_10_14_32,-24.0,44,loratrimmer,69,245,0.2816326530612245,0,0
0_0_0_10_14_32,-25.0,42,ordinary_fft,220,245,0.8979591836734694,0,151
0_0_0_10_14_32,-25.0,42,savaux,69,245,0.2816326530612245,0,0
0_0_0_10_14_32,-25.0,42,branch_gls,69,245,0.2816326530612245,0,0
0_0_0_10_14_32,-25.0,42,savaux_dual,69,245,0.2816326530612245,0,0
0_0_0_10_14_32,-25.0,42,proposed,69,245,0.2816326530612245,0,0
0_0_0_10_14_32,-25.0,42,unichirp,84,245,0.34285714285714286,0,0
0_0_0_10_14_32,-25.0,42,symfec,169,245,0.689795918367347,0,0
0_0_0_10_14_32,-25.0,42,loratrimmer,96,245,0.39183673469387753,0,0
0_0_0_10_14_32,-25.0,43,ordinary_fft,225,245,0.9183673469387755,1,158
0_0_0_10_14_32,-25.0,43,savaux,68,245,0.27755102040816326,0,0
0_0_0_10_14_32,-25.0,43,branch_gls,68,245,0.27755102040816326,0,0
0_0_0_10_14_32,-25.0,43,savaux_dual,69,245,0.2816326530612245,0,1
0_0_0_10_14_32,-25.0,43,proposed,69,245,0.2816326530612245,0,1
0_0_0_10_14_32,-25.0,43,unichirp,101,245,0.4122448979591837,0,0
0_0_0_10_14_32,-25.0,43,symfec,187,245,0.763265306122449,0,0
0_0_0_10_14_32,-25.0,43,loratrimmer,95,245,0.3877551020408163,0,0
0_0_0_10_14_32,-25.0,44,ordinary_fft,224,245,0.9142857142857143,0,152
0_0_0_10_14_32,-25.0,44,savaux,72,245,0.2938775510204082,0,0
0_0_0_10_14_32,-25.0,44,branch_gls,72,245,0.2938775510204082,0,0
0_0_0_10_14_32,-25.0,44,savaux_dual,72,245,0.2938775510204082,0,0
0_0_0_10_14_32,-25.0,44,proposed,72,245,0.2938775510204082,0,0
0_0_0_10_14_32,-25.0,44,unichirp,109,245,0.4448979591836735,0,0
0_0_0_10_14_32,-25.0,44,symfec,175,245,0.7142857142857143,0,0
0_0_0_10_14_32,-25.0,44,loratrimmer,92,245,0.37551020408163266,0,0
0_0_0_10_14_32,-26.0,42,ordinary_fft,229,245,0.9346938775510204,1,121
0_0_0_10_14_32,-26.0,42,savaux,109,245,0.4448979591836735,0,0
0_0_0_10_14_32,-26.0,42,branch_gls,109,245,0.4448979591836735,0,0
0_0_0_10_14_32,-26.0,42,savaux_dual,109,245,0.4448979591836735,0,0
0_0_0_10_14_32,-26.0,42,proposed,109,245,0.4448979591836735,0,0
0_0_0_10_14_32,-26.0,42,unichirp,112,245,0.45714285714285713,0,0
0_0_0_10_14_32,-26.0,42,symfec,202,245,0.8244897959183674,0,0
0_0_0_10_14_32,-26.0,42,loratrimmer,128,245,0.5224489795918368,0,0
0_0_0_10_14_32,-26.0,43,ordinary_fft,236,245,0.963265306122449,1,129
0_0_0_10_14_32,-26.0,43,savaux,108,245,0.44081632653061226,0,0
0_0_0_10_14_32,-26.0,43,branch_gls,108,245,0.44081632653061226,0,0
0_0_0_10_14_32,-26.0,43,savaux_dual,108,245,0.44081632653061226,0,0
0_0_0_10_14_32,-26.0,43,proposed,108,245,0.44081632653061226,0,0
0_0_0_10_14_32,-26.0,43,unichirp,145,245,0.5918367346938775,0,0
0_0_0_10_14_32,-26.0,43,symfec,208,245,0.8489795918367347,0,0
0_0_0_10_14_32,-26.0,43,loratrimmer,137,245,0.5591836734693878,0,0
0_0_0_10_14_32,-26.0,44,ordinary_fft,228,245,0.9306122448979591,0,123
0_0_0_10_14_32,-26.0,44,savaux,105,245,0.42857142857142855,0,0
0_0_0_10_14_32,-26.0,44,branch_gls,105,245,0.42857142857142855,0,0
0_0_0_10_14_32,-26.0,44,savaux_dual,106,245,0.4326530612244898,0,1
0_0_0_10_14_32,-26.0,44,proposed,106,245,0.4326530612244898,0,1
0_0_0_10_14_32,-26.0,44,unichirp,137,245,0.5591836734693878,0,0
0_0_0_10_14_32,-26.0,44,symfec,207,245,0.8448979591836735,0,0
0_0_0_10_14_32,-26.0,44,loratrimmer,133,245,0.5428571428571428,0,0
