dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_bin,selected_bin,gt_symbol,selected_symbol,selected_local_score,gt_local_score,selected_minus_gt_local_score,selected_energy,gt_energy,selected_energy_score,gt_energy_score,selected_minus_gt_energy_db,selected_tau_hat,gt_tau_hat,selected_minus_gt_tau_hat,expected_tau,selected_tau_residual,gt_tau_residual,selected_minus_gt_abs_tau_residual,selected_tau_gain_db,gt_tau_gain_db,selected_minus_gt_tau_gain_db,selected_corrected_coherence,gt_corrected_coherence,selected_minus_gt_corrected_coherence,selected_tau_local_step_abs_mean,gt_tau_local_step_abs_mean,selected_minus_gt_tau_local_step_abs_mean,selected_tau_local_second_abs,gt_tau_local_second_abs,selected_minus_gt_tau_local_second_abs,selected_rank,gt_rank,top1_bin,top1_margin_db,top1_peak_to_median_db,top1_coherence_score,candidate_count,hard_anchor,high_confidence
0_0_0_10_14_16,-26.0,44,9,24,874,789,873,788,0.7458785868605208,0.5843113719967534,0.16156721486376735,0.640426668683304,0.5913271640029194,0.7391888653522477,0.6825175727143727,0.3464157874403768,-0.125,0.0,-0.125,-0.08887220934294143,-0.03612779065705857,0.08887220934294149,-0.05274441868588292,0.24311238000739804,0.0,0.24311238000739804,0.9059680448258728,0.9153906375999078,-0.00942259277403501,0.25,0.140625,0.109375,0.5,0.03125,0.46875,3,5,567,1.1837060976562137,10.32579859584767,0.9582905825702098,16,0,0
0_0_0_10_14_16,-26.0,44,9,25,720,822,719,821,0.8658020644077268,0.7824640921947021,0.08333797221302464,0.8367258705411587,0.8774432672564672,0.9535954081195231,1.0,-0.20635848871827556,0.09375,0.15625,-0.0625,-0.0951236427742696,0.18887364277426966,0.25137364277426966,-0.0625,0.2688148163557568,0.4814914768275218,-0.21267666047176498,0.9549617891768034,0.8998762034488187,0.05508558572798472,0.203125,0.09375,0.109375,0.40625,0.1875,0.21875,2,1,720,0.20635848871827542,10.45116726662145,0.8816132978867364,16,0,0
0_0_0_10_14_16,-26.0,44,9,33,580,248,579,247,0.8808112877935907,0.790532754500248,0.09027853329334279,0.6094890901667895,0.5632323024329366,0.9091802772846798,0.8401786170799759,0.3427838171356071,-0.125,0.1875,-0.3125,0.10486488977510477,-0.22986488977510477,0.08263511022489523,0.14722977955020955,0.5525023809802216,1.7810065533705481,-1.2285041723903265,0.9286258013982709,0.800162494758473,0.12846330663979788,0.203125,0.109375,0.09375,0.40625,0.21875,0.1875,2,4,862,0.4134999393181795,8.816436986982833,0.9274960778977017,16,0,0
0_0_0_10_14_16,-26.0,44,10,12,597,500,596,499,0.789996498365843,0.631568473718214,0.15842802464762895,0.9683725378233845,0.5788728780056687,1.0,0.5977791143342457,2.234592627457891,-0.15625,-0.125,-0.03125,-0.1016240660356365,-0.05462593396436349,-0.023375933964363493,0.03125,1.1083606233015677,0.5543440144255941,0.5540166088759736,0.8820245962115132,0.8683161689604036,0.013708427251109545,0.09375,0.125,-0.03125,0.125,0.125,0.0,1,8,500,0.5432989828279101,11.026659958863839,0.9331036580401426,16,0,0
0_0_0_10_14_16,-26.0,44,10,13,562,80,561,79,0.8225208002571676,0.8083992944602171,0.014121505796950484,0.7980250314833484,0.741639936748939,0.8993367049696932,0.8357933531858641,0.31823405792980275,0.0,0.0625,-0.0625,-0.10788796340610818,0.10788796340610818,0.17038796340610818,-0.0625,0.0,0.23556438669177307,-0.23556438669177307,0.9403255469813943,0.8014071803587063,0.13891836662268797,0.1875,0.296875,-0.109375,0.375,0.40625,-0.03125,2,3,588,0.4607768119957987,10.539666856305958,0.7414123173222206,16,0,0
0_0_0_10_14_16,-26.0,44,10,21,553,3,552,2,0.9290019220371275,0.6408315975821094,0.2881703244550181,0.653510230958446,0.5330943674380286,1.0,0.8157398953895274,0.8844829713401875,-0.40625,-0.09375,-0.3125,0.09200085763011845,-0.49825085763011845,-0.18575085763011845,0.3125,0.5834107950280704,0.3786710890234686,0.20473970600460178,0.9238108238462084,0.7488853063782697,0.17492551746793872,0.46875,0.34375,0.125,0.0625,0.3125,-0.25,1,9,3,0.012474824854168632,9.255312766721053,0.894753735838098,16,0,0
0_0_0_10_14_16,-26.0,44,10,24,874,758,873,757,0.8190849556419597,0.5830744100134537,0.23601054562850599,0.8518515000288431,0.5861115476582199,1.0,0.6880442748981185,1.623836144893943,0.09375,-0.5,-0.40625,0.07320916551870338,0.02054083448129662,0.4267908344812966,-0.40625,0.206705955160008,0.841832198207364,-0.635126243047356,0.9388909721304975,0.8162145143616543,0.12267645776884328,0.09375,0.421875,-0.328125,0.0,0.15625,-0.15625,1,11,758,0.517916335614404,10.110540972984216,0.9260201982345424,16,0,0
0_0_0_10_14_16,-26.0,44,10,27,602,393,601,392,0.7327559498611932,0.6566376988230548,0.07611825103813841,0.833402789897665,0.7291412663074794,0.9024215228659712,0.7895255210345701,0.5804327180792875,0.0625,0.03125,0.03125,0.05441747340728842,0.00808252659271158,-0.02316747340728842,-0.015084946814576838,0.1228966509296239,0.0010235189842607796,0.12187313194536312,0.9788038670529408,0.9532579092120945,0.025545957840846234,0.125,0.125,0.0,0.1875,0.25,-0.0625,2,6,48,0.4459055525960427,10.6771065263563,0.9972912828075862,16,0,0
0_0_0_10_14_16,-26.0,44,10,29,610,987,609,986,0.7942362075576233,0.6572003173450078,0.13703589021261542,0.7859421728460383,0.6344388796324871,1.0,0.8072335364509956,0.9300080366774987,0.0625,0.125,-0.0625,0.041889678666344965,0.020610321333655035,0.08311032133365504,-0.0625,0.10419057033657719,0.5470329120382371,-0.4428423417016599,0.9577905636787923,0.8705945281987681,0.08719603548002419,0.125,0.125,0.0,0.1875,0.0625,0.125,1,4,987,0.4288215367885392,9.869809873515322,0.961574717050822,16,0,0
0_0_0_10_14_16,-26.0,44,10,33,577,459,576,458,0.7921402265389392,0.6334862100198426,0.1586540165190966,0.7798252433551625,0.5992560113919012,1.0,0.7684491063839247,1.1438489010116923,-0.125,0.28125,-0.40625,0.01683408918445828,-0.14183408918445828,0.2644159108155417,-0.12258182163108344,0.7474810123140861,2.534762248255464,-1.7872812359413777,0.9931792769968562,0.9781558549101328,0.01502342208672336,0.171875,0.28125,-0.109375,0.34375,0.4375,-0.09375,1,3,459,0.9293304220567575,10.092001019585155,0.9476015102595947,16,0,0
0_0_0_10_14_16,-26.0,44,10,34,930,46,929,45,0.775177689574675,0.7234448104759679,0.05173287909870716,0.7591248129763386,0.7010430472519147,1.0,0.9234885163393621,0.34568500680107533,-0.03125,-0.125,0.09375,0.010570191813986662,-0.04182019181398666,-0.13557019181398666,-0.09375,0.002540861998485322,0.30057769341963225,-0.29803683142114695,0.8340368773250737,0.7922951627105573,0.04174171461451637,0.09375,0.40625,-0.3125,nan,nan,nan,1,2,46,0.34568500680107533,9.709861989983908,0.8345179304978336,16,0,0
0_0_0_10_14_16,-26.0,44,11,0,222,179,221,178,0.7879176820455023,0.6005922245987511,0.18732545744675122,0.9537152950397285,0.6799892128809724,1.0,0.7129897322792189,1.4691672435091876,0.0625,-0.21875,0.28125,0.04060356509986318,0.02189643490013682,-0.2593535650998632,-0.23745713019972636,0.06531814306192854,0.6854988176538277,-0.6201806745918992,0.9325643227055844,0.9129187204667721,0.019645602238812288,0.15625,0.15625,0.0,nan,nan,nan,1,4,179,1.273505091409001,10.532364203016849,0.9194512136366814,4,0,1
0_0_0_10_14_16,-26.0,44,11,1,711,851,710,850,0.8534420030927067,0.7190576587603591,0.13438434433234758,0.9856538466656026,0.771377824274456,1.0,0.7826051984517411,1.0645727162648697,-0.09375,-0.0625,-0.03125,0.03448384187673659,-0.1282338418767366,-0.09698384187673659,0.03125,0.24287117605422565,0.19101725667008523,0.05185391938414041,0.8831124445399948,0.9688723938365063,-0.08575994929651143,0.140625,0.140625,0.0,0.28125,0.03125,0.25,1,3,851,1.0208693993701115,10.892111391389696,0.9099109774429114,16,0,0
0_0_0_10_14_16,-26.0,44,11,2,871,26,870,25,0.9391050501556527,0.688103829553948,0.2510012206017047,0.8244966755633101,0.590323994100018,1.0,0.7159810483125341,1.4509847311423734,0.03125,0.0625,-0.03125,0.028364118653609993,0.002885881346390007,0.03413588134639001,-0.03125,0.003852350675269505,0.1228536099016547,-0.11900125922638519,0.9459204123870824,0.9745588683541765,-0.028638455967094134,0.109375,0.125,-0.015625,0.21875,0.25,-0.03125,1,10,26,0.6466114684489452,9.964305075519496,0.9461756041684031,16,0,0
0_0_0_10_14_16,-26.0,44,11,5,468,110,467,109,0.7974725852977812,0.5618101787497961,0.2356624065479851,1.0279582433870615,0.6768247370205813,1.0,0.6584165664069037,1.8149925038298333,0.0,-0.0625,0.0625,0.0100049489842301,-0.0100049489842301,-0.0725049489842301,-0.0625,0.0,0.20916205169211993,-0.20916205169211993,0.9828917458264318,0.8882924131142891,0.09459933271214271,0.0625,0.0625,0.0,0.0,0.125,-0.125,1,8,110,0.6052881648920101,10.658589667375962,0.9828917534823025,16,0,0
0_0_0_10_14_16,-26.0,44,11,8,865,515,864,514,0.8295002517779375,0.601859903007622,0.22764034877031547,0.850646600666213,0.6025215039973233,1.0,0.7083100120842638,1.4977661933076947,0.09375,0.46875,-0.375,-0.008354220685149849,0.1021042206851499,0.4771042206851499,-0.375,0.35074842230473735,0.3954536908637363,-0.04470526855899892,0.939253992453822,0.8376219956128386,0.10163199684098345,0.0625,0.375,-0.3125,0.125,0.25,-0.125,1,4,515,0.7429113889331845,10.584806134422621,0.9461334187474868,16,0,0
0_0_0_10_14_16,-26.0,44,11,10,765,512,764,511,0.8369434103062254,0.7773853848335023,0.05955802547272315,0.8046061393915807,0.7940351839238282,1.0,0.9868619502757636,0.05743595483042829,0.0,0.0625,-0.0625,-0.020593667131403093,0.020593667131403093,0.08309366713140309,-0.0625,0.0,0.12819873304721427,-0.12819873304721427,0.9533295336194134,0.9140199130245287,0.03930962059488474,0.1875,0.1875,0.0,0.1875,0.3125,-0.125,1,2,512,0.05743595483042829,9.90715148596364,0.9533295649086871,16,0,0
0_0_0_10_14_16,-26.0,44,11,16,917,93,916,92,0.7874927105834909,0.7855331016741408,0.001959608909350097,1.0575414711871787,1.0733538268286793,0.9852682729159129,1.0,-0.06445501904674118,0.0,0.15625,-0.15625,-0.05731200647016288,0.05731200647016288,0.21356200647016288,-0.15625,0.0,0.5006551190940803,-0.5006551190940803,0.9227131765066153,0.9121296761240936,0.01058350038252176,0.078125,0.234375,-0.15625,0.15625,0.46875,-0.3125,2,1,917,0.06445501904674145,11.414908879186804,0.9010239723071193,16,0,0
0_0_0_10_14_16,-26.0,44,11,23,759,552,758,551,0.8442543176970553,0.711422556579269,0.13283176111778627,1.3254366851472241,1.1041665385995572,1.0,0.833058682449936,0.7932440487587127,-0.03125,0.0,-0.03125,-0.10015006903204932,0.06890006903204937,0.10015006903204937,-0.03125,0.007376928821773893,0.0,0.007376928821773893,0.945511906681173,0.9305305099592571,0.014981396721915896,0.03125,0.171875,-0.140625,0.0625,0.21875,-0.15625,1,2,552,0.7932440487587127,12.014846338102764,0.9374212789807697,16,0,0
0_0_0_10_14_16,-26.0,44,11,24,874,482,873,481,0.8001041914056858,0.7429916780637412,0.05711251334194456,0.8580072666013763,0.7819448394592463,1.0,0.9113499033132688,0.40314848161490563,-0.0625,0.28125,-0.34375,-0.10626979225517597,0.043769792255175966,0.38751979225517597,-0.34375,0.19738140880899394,1.9817424555894627,-1.7843610467804687,0.9924506805299911,0.9660888874908664,0.02636179303912467,0.09375,0.234375,-0.140625,0.1875,0.46875,-0.28125,1,2,482,0.40314848161490563,10.188202520368305,0.9785893988053114,16,0,0
0_0_0_10_14_16,-26.0,44,12,13,562,390,561,389,0.7973640503029116,0.46695857472701197,0.3304054755758996,1.3424340052034864,0.668489564983421,1.0,0.497968289236007,3.0279831235736316,0.03125,-0.03125,0.0625,-0.03303935771700811,0.06428935771700806,0.0017893577170080555,0.0625,0.028267324461711568,0.030382111146220303,-0.002114786684508735,0.9874974522767609,0.9528373143409364,0.03466013793582445,0.0625,0.046875,0.015625,0.0625,0.09375,-0.03125,1,4,390,2.8422840613231326,12.396539125592714,0.9824270020194105,4,1,1
0_0_0_10_14_16,-26.0,44,12,14,478,530,477,529,0.8266697336042169,0.7911579900640444,0.0355117435401725,0.8685518609491396,0.8597778019193925,1.0,0.98989805971959,0.04409526999188337,0.125,0.03125,0.09375,-0.039221055182528664,0.16422105518252872,0.07047105518252872,0.09375,0.5559180578069749,0.05735225468925392,0.498565803117721,0.955144414041202,0.9503468268820537,0.004797587159148242,0.09375,0.03125,0.0625,0.1875,0.0625,0.125,1,2,530,0.04409526999188337,10.2559876655941,0.9304577649394121,16,0,0
0_0_0_10_14_16,-26.0,44,12,16,917,217,916,216,0.910543749135063,0.7680465675910756,0.14249718154398738,0.9722351441546948,0.941331763054226,1.0,0.9682140876245142,0.1402860261531153,0.03125,0.09375,-0.0625,-0.05158445011356977,0.08283445011356982,0.14533445011356982,-0.0625,0.021328371480454564,0.09871466452611982,-0.07738629304566526,0.9715773529153195,0.9233001456569261,0.04827720725839346,0.0,0.0625,-0.0625,0.0,0.125,-0.125,1,2,217,0.1402860261531153,10.819765819956256,0.9627893281217347,16,0,0
0_0_0_10_14_16,-26.0,44,12,23,759,233,758,232,0.7923267135058688,0.6491545633205065,0.14317215018536233,0.8346406147853749,0.6684855688440763,1.0,0.8009262393922385,0.9640747804803578,-0.03125,0.09375,-0.125,-0.09485633237221364,0.06360633237221358,0.18860633237221358,-0.125,0.04215156573627489,0.2925696377574324,-0.2504180720211575,0.9553042044790602,0.8617883646536718,0.09351583982538836,0.03125,0.15625,-0.125,0.0625,0.3125,-0.25,1,4,233,0.21891558678903833,10.191687851109785,0.9488447567057917,16,0,0
0_0_0_10_14_16,-26.0,44,12,28,7,700,6,699,0.7974099873534948,0.6019687629349013,0.19544122441859346,1.2754566131125102,0.8570490713692749,1.0,0.6719547043453002,1.7266000122578273,-0.03125,0.28125,-0.3125,-0.1257648196998164,0.09451481969981645,0.40701481969981645,-0.3125,0.042435689870167735,0.2945753815237922,-0.2521396916536245,0.9650453518297613,0.7936597644338845,0.17138558739587673,0.140625,0.296875,-0.15625,0.03125,0.40625,-0.375,1,2,700,1.7266000122578273,11.977748213004318,0.9566790791971961,4,0,1
0_0_0_10_14_16,-26.0,44,12,30,791,290,790,289,0.935881100874144,0.6082319548569519,0.3276491460171921,0.7606005077115618,0.5447377510414277,1.0,0.7161943037356024,1.449691374794262,0.125,0.25,-0.125,0.11187178536914244,0.01312821463085756,0.13812821463085756,-0.125,0.490352613847975,2.0467374764979147,-1.5563848626499397,0.9364463061916312,0.8818461411131702,0.054600165078460994,0.109375,0.09375,0.015625,0.21875,0.1875,0.03125,1,7,290,0.7812072240665342,9.701688750912119,0.9396212036925958,16,0,0
0_0_0_10_14_16,-26.0,44,12,31,904,283,903,282,0.7887594066788169,0.719222649606357,0.06953675707245999,1.1011219614122183,1.005158622818513,1.0,0.9128494917396527,0.39600821912855355,-0.09375,0.1875,-0.28125,0.105690087903622,-0.199440087903622,0.081809912096378,0.117630175807244,0.24322639195594747,0.2215311572764081,0.021695234679539377,0.9088554556720697,0.8271834038799889,0.08167205179208081,0.21875,0.078125,0.140625,0.4375,0.15625,0.28125,1,2,283,0.39600821912855355,11.194491148538274,0.9246003775502742,16,0,0
0_0_0_10_14_16,-26.0,44,13,2,871,727,870,726,0.858363711013389,0.8097287934360364,0.04863491757735261,0.9531090873790617,0.7940543046812856,0.9863240750780271,0.8217263773868625,0.7929240586571327,-0.0625,-0.15625,0.09375,0.03923874561916951,-0.10173874561916951,-0.1954887456191695,-0.09375,0.12587982823443603,0.5900599616278739,-0.4641801333934379,0.9649251793690178,0.8183420659039371,0.14658311346508068,0.125,0.21875,-0.09375,0.25,0.4375,-0.1875,2,5,992,0.059803660998158675,10.93298258879273,0.9149784941244247,28,0,0
0_0_0_10_14_16,-26.0,44,13,10,765,744,764,743,0.7989422450639042,0.7261442803255203,0.07279796473838396,0.9233405106323325,0.6199699550724667,1.0,0.6714423854834354,1.729912469418169,-0.21875,0.03125,-0.25,-0.012543183034518401,-0.2062068169654816,0.0437931830345184,0.1624136339309632,0.8252271481866142,0.053828407163063335,0.7713987410235509,0.9346292114412297,0.9337638935808583,0.0008653178603713618,0.296875,0.203125,0.09375,0.09375,0.40625,-0.3125,1,4,744,0.7967760902041812,10.7414495451159,0.9563570252969326,28,0,0
0_0_0_10_14_16,-26.0,44,13,12,597,557,596,556,0.9417518128496044,0.8925550835265659,0.049196729323038535,1.1582688093194662,1.1029513081735018,1.0,0.9522412235390627,0.212530213828162,0.0625,0.0,0.0625,-0.025488665197940408,0.08798866519794046,0.025488665197940463,0.0625,0.22269521827719374,0.0,0.22269521827719374,0.9553853028034498,0.8707960645050701,0.08458923829837972,0.234375,0.234375,0.0,0.28125,0.40625,-0.125,1,2,557,0.212530213828162,11.365168698565329,0.9590738701343828,28,0,0
0_0_0_10_14_16,-26.0,44,13,23,759,454,758,453,0.8928557973649388,0.8098792072968317,0.08297659006810709,1.0089946878011347,1.071579805804518,0.9415954671183862,1.0,-0.26135640872151983,-0.03125,-0.09375,0.0625,-0.0966888170967613,0.06543881709676125,0.002938817096761248,0.0625,0.061462493603788936,0.35508041796819595,-0.29361792436440703,0.9365027945142929,0.9210543635973771,0.015448430916915723,0.03125,0.046875,-0.015625,0.0625,0.03125,0.03125,2,1,759,0.26135640872152044,11.39495315585119,0.8966918933234105,28,0,0
0_0_0_10_14_16,-26.0,44,13,24,874,791,873,790,0.7180105577514538,0.5830495426099488,0.13496101514150505,0.7758906622662529,0.5973967767637909,0.9032471955749719,0.6954549004125722,1.135376501755146,0.03125,-0.125,0.15625,-0.10316155817847228,0.13441155817847228,-0.02183844182152772,0.11257311635694456,0.017329571471508,0.7108668844654462,-0.6935373129939382,0.7469275926938316,0.8709600750902112,-0.12403248239637965,0.09375,0.046875,0.046875,0.0625,0.09375,-0.03125,2,7,54,0.4419337816647811,10.381657462368864,0.8746710485857228,28,0,0
0_0_0_10_14_16,-26.0,44,13,25,720,664,719,663,0.8033469858210405,0.6742925776302622,0.1290544081907783,0.8165929919600536,0.6830513103960243,1.0,0.8364648204444033,0.7755231962465858,0.15625,-0.0625,0.21875,-0.10963429926018325,0.2658842992601833,0.04713429926018331,0.21875,0.8693720946946288,0.11133101038698703,0.7580410843076418,0.86077816538876,0.8160095326075074,0.04476863278125254,0.1875,0.0625,0.125,0.375,0.0,0.375,1,5,664,0.23302443855335608,10.060349519794425,0.7896693849203056,28,0,0
0_0_0_10_14_16,-26.0,44,13,26,314,480,313,479,0.8033682699198789,0.7593033394884636,0.04406493043141524,0.9535272895219613,0.9199028953570156,1.0,0.9647368307814213,0.1559114108825331,-0.09375,0.0,-0.09375,-0.11610704034189423,0.02235704034189423,0.11610704034189423,-0.09375,0.32195816059284627,0.0,0.32195816059284627,0.9135622164403905,0.8806243156436894,0.032937900796701114,0.125,0.078125,0.046875,0.25,0.15625,0.09375,1,2,480,0.1559114108825331,10.948989608573413,0.8867304437059224,28,0,0
0_0_0_10_14_16,-26.0,44,13,31,921,9,920,8,0.7892828908989455,0.6214918320706375,0.16779105882830803,0.980372067399319,0.7385889081902519,1.0,0.7533761239745874,1.229881475922623,-0.15625,0.125,-0.28125,0.10152925424955084,-0.25777925424955084,0.023470745750449162,0.23430850849910168,0.12085361930050748,0.4661709405781198,-0.34531732127761233,0.9269995530687117,0.8826827602683938,0.04431679280031797,0.234375,0.046875,0.1875,0.46875,0.09375,0.375,1,2,9,1.229881475922623,10.931718400505677,0.9285526059929702,4,0,1
0_0_0_10_14_16,-26.0,44,13,34,936,659,935,658,0.8857877115065992,0.8061094152353984,0.07967829627120082,0.919812801189611,0.8261411826339362,1.0,0.8981623016829865,0.46645177412519634,0.09375,0.375,-0.28125,0.08211103100441786,0.011638968995582144,0.29288896899558214,-0.28125,0.3355208046012893,1.3469236950028747,-1.0114028904015853,0.9152007878427714,0.942143345201802,-0.026942557359030617,0.15625,0.125,0.03125,nan,nan,nan,1,3,659,0.4439096521721337,10.845654409488903,0.8962159499696678,28,0,0
0_0_0_10_14_16,-25.5,44,1,5,468,941,467,940,0.8721685667772309,0.7289143072883688,0.14325425948886206,0.7271779936924219,0.5098974435759942,1.0,0.7012003223404312,1.5415789293386397,-0.03125,-0.125,0.09375,-0.12356531454978648,0.09231531454978648,-0.0014346854502135242,0.09088062909957295,0.04859409675475868,0.8496877940364288,-0.8010936972816701,0.93892968433994,0.8706830332657218,0.06824665107421812,0.109375,0.109375,0.0,0.21875,0.03125,0.1875,1,7,941,0.44211508438358665,9.850076180710722,0.942664898216135,16,0,0
0_0_0_10_14_16,-25.5,44,1,7,713,929,712,928,0.918526934184744,0.8306259325959005,0.08790100158884351,0.7602693103324079,0.7301018932949432,0.9821839088055838,0.94321094069844,0.17583985094314666,0.0,-0.09375,0.09375,0.11391204841022062,-0.11391204841022062,-0.20766204841022062,-0.09375,0.0,0.2637626140277333,-0.2637626140277333,0.879228463340051,0.949267502695656,-0.07003903935560496,0.0625,0.09375,-0.03125,0.125,0.1875,-0.0625,2,3,552,0.07807185225985804,10.248852550888103,0.970438055184632,16,0,0
0_0_0_10_14_16,-25.5,44,1,8,865,374,864,373,0.7974446138231781,0.5450114862014231,0.25243312762175496,0.9397192349752892,0.48710766910503267,1.0,0.5183544733101495,2.853731492254947,-0.09375,0.03125,-0.125,0.10765072989022417,-0.20140072989022417,-0.07640072989022417,0.125,0.21915628250027447,0.008719642936808065,0.2104366395634664,0.9531113744174502,0.5963593049920933,0.35675206942535687,0.09375,0.078125,0.015625,0.1875,0.15625,0.03125,1,12,374,0.759092726952552,11.455917392892953,0.9814005791368307,16,0,0
0_0_0_10_14_16,-25.5,44,1,10,765,221,764,220,0.8480888196499756,0.7413224623010948,0.10676635734888085,0.8018931429278418,0.5713210520358558,0.9720951793494214,0.6925840998179865,1.472362725577903,-0.125,-0.03125,-0.09375,0.09512809285023127,-0.22012809285023127,-0.12637809285023127,0.09375,0.5730840714972731,0.003918381011591962,0.5691656904856812,0.8445684745744899,0.9622017393093949,-0.11763326473490499,0.1875,0.109375,0.078125,0.375,0.15625,0.21875,2,5,634,0.12291210544353677,10.849503743324556,0.9935393922717249,16,0,0
0_0_0_10_14_16,-25.5,44,1,11,1023,663,1022,662,0.8571695377426025,0.8188706142934672,0.038298923449135325,0.672693470639846,0.5711706762292614,1.0,0.8490801548675371,0.7105130955167518,0.125,-0.21875,0.34375,0.08886677433023482,0.03613322566976518,-0.3076167743302348,-0.27148354866046964,0.4857795534147762,0.12106548314085114,0.36471407027392505,0.9550590057635406,0.7921857139447676,0.16287329181877308,0.21875,0.234375,-0.015625,0.4375,0.46875,-0.03125,1,3,663,0.5617286426809036,9.510176219372463,0.9574933677163925,16,0,0
0_0_0_10_14_16,-25.5,44,1,12,597,620,596,619,0.8754112848000709,0.7197835877836939,0.15562769701637702,1.104649861231394,0.723507793664794,1.0,0.6549657217702206,1.8378142861217746,-0.0625,0.0625,-0.125,0.08260545581023837,-0.14510545581023837,-0.02010545581023837,0.125,0.2047198711444867,0.09433059451218771,0.11038927663229899,0.8758745385216699,0.9883721799983737,-0.11249764147670382,0.21875,0.15625,0.0625,0.4375,0.25,0.1875,1,2,620,1.8378142861217746,12.126002539074944,0.8684089248870457,4,0,1
0_0_0_10_14_16,-25.5,44,1,13,562,645,561,644,0.9012817737688562,0.7970139485512152,0.104267825217641,0.6511252602242088,0.5734802987233003,0.9462402343841642,0.8334035944048304,0.5514604121739699,0.1875,0.09375,0.09375,0.07634413729024192,0.11115586270975808,0.01740586270975808,0.09375,0.7772662631718407,0.4997439278452652,0.27752233532657544,0.8722557733983248,0.9648677800945447,-0.09261200669621983,0.140625,0.046875,0.09375,0.28125,0.03125,0.25,2,5,342,0.23998589579009694,10.127591594700501,0.9494305508265399,16,0,0
0_0_0_10_14_16,-25.5,44,1,21,553,171,552,170,0.7950123239647846,0.6333738428665734,0.16163848109821122,1.2467256273801155,0.9322077392358921,1.0,0.7477248552232337,1.2625818267165085,0.03125,0.09375,-0.0625,0.026253589130270427,0.004996410869729573,0.06749641086972957,-0.0625,0.017968205133245062,0.3299454227586896,-0.31197721762544456,0.968082080782924,0.9811954526737475,-0.01311337189082351,0.0625,0.0625,0.0,0.0625,0.0625,0.0,1,2,171,1.2625818267165085,12.261369147386548,0.9667488264318971,4,0,1
0_0_0_10_14_16,-25.5,44,1,24,874,39,873,38,0.7713021576023426,0.6385960844257843,0.13270607317655825,0.8718253444094479,0.47426806477871253,1.0,0.5439943537085051,2.6440560795984442,-0.1875,0.03125,-0.21875,0.007469633570281076,-0.19496963357028108,0.023780366429718924,0.17118926714056215,0.37481093204481314,0.01985601834191681,0.35495491370289634,0.8414737128357465,0.9079234697955623,-0.06644975695981581,0.265625,0.046875,0.21875,0.46875,0.09375,0.375,1,12,39,0.4802601226930745,10.859820931709848,0.8085758186997063,16,0,0
0_0_0_10_14_16,-25.5,44,1,27,602,664,601,663,0.9192492538421086,0.8785514171998783,0.04069783664223037,0.8270717554602847,0.7575402546056154,1.0,0.9159305097827051,0.3813747432637836,0.09375,-0.09375,0.1875,-0.011314321989708276,0.10506432198970828,-0.08243567801029172,0.02262864397941655,0.2780063407266169,0.34178793080263586,-0.06378159007601897,0.970828521572052,0.9132730957295092,0.05755542584254281,0.09375,0.140625,-0.046875,0.0,0.28125,-0.28125,1,2,664,0.3813747432637836,10.521554686758387,0.9424339031438254,16,0,0
0_0_0_10_14_16,-25.5,44,1,32,749,233,748,232,0.7948877617280542,0.6826176907994311,0.11227007092862307,1.0493701952465386,0.8682068234552531,1.0,0.8273599034812276,0.8230553023625402,0.09375,-0.03125,0.125,-0.04262091458969053,0.13637091458969053,0.011370914589690528,0.125,0.4307451382271135,0.013214348191696076,0.41753079003541743,0.9275291394913443,0.9564555985739039,-0.02892645908255964,0.0625,0.0625,0.0,0.125,0.125,0.0,1,2,233,0.8230553023625402,11.561200704896395,0.9659184115203612,16,0,0
0_0_0_10_14_16,-25.5,44,2,1,826,509,825,508,0.8758389564397681,0.7985515069116943,0.07728744952807376,0.8639660092749182,0.6727547756743348,1.0,0.7786819949536475,1.086398671462553,-0.03125,-0.0625,0.03125,-0.033086716161113694,0.001836716161113694,-0.029413283838886306,-0.027576567677772612,0.047336554897866805,0.07891659461956817,-0.03158003972170136,0.9596278488420675,0.9660280799460595,-0.006400231103992016,0.0625,0.09375,-0.03125,0.125,0.1875,-0.0625,1,2,509,1.086398671462553,11.149174708068285,0.9561961601255252,16,0,0
0_0_0_10_14_16,-25.5,44,2,4,86,1022,85,1021,0.9428042347942422,0.8304164481704804,0.11238778662376181,0.8172266403392001,0.7045631304869779,1.0,0.8621392104821011,0.6442260254790655,0.34375,0.09375,0.25,-0.05175463964876492,0.3955046396487649,0.14550463964876492,0.25,0.04388160212000724,0.1342781416929827,-0.09039653957297544,0.9525781425097942,0.8736249786067416,0.07895316390305263,0.328125,0.078125,0.25,0.34375,0.15625,0.1875,1,2,1022,0.6442260254790655,10.273675891532392,0.9520288196434104,16,0,0
0_0_0_10_14_16,-25.5,44,2,6,89,631,88,630,0.9037381405127974,0.8321344155919138,0.07160372492088363,0.805021939046128,0.6722295202561988,1.0,0.8350449691504368,0.7829013609961142,-0.125,-0.1875,0.0625,-0.06419992197386576,-0.06080007802613424,-0.12330007802613424,-0.0625,0.8253580612330909,0.7893995519548287,0.03595850927826216,0.9658481999264581,0.9252440937241481,0.04060410620231003,0.140625,0.203125,-0.0625,0.28125,0.40625,-0.125,1,2,631,0.7829013609961142,10.301787456510922,0.9311945167983218,16,0,0
