dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_bin,selected_bin,savaux_top1_bin,gt_amp,gt_amp_db,gt_amp_z,selected_amp,selected_amp_db,savaux_top1_amp,savaux_top1_amp_db,gt_power,selected_power,savaux_top1_power,gt_minus_top1_power_db,gt_minus_selected_power_db,gt_rank,selected_hit_raw
0_0_0_10_14_16,-26.0,42,2,10,765,765,765,1.1365219354629517,1.111556445013626,0.92291871257495,1.1365219354629517,1.111556445013626,1.1365219354629517,1.111556445013626,1.2916821097884537,1.2916821097884537,1.2916821097884537,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,11,1023,1023,1023,1.1934758424758911,1.5362726547801107,1.1452943130131328,1.1934758424758911,1.5362726547801107,1.1934758424758911,1.5362726547801107,1.424384586573538,1.424384586573538,1.424384586573538,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,12,597,151,151,0.5691262483596802,-4.89582768144135,-2.222465479183893,1.1079466342926025,0.8903768506208127,1.1079466342926025,0.8903768506208127,0.32390468657196436,1.2275460085953824,1.2275460085953824,-5.7862054666186165,-5.7862054666186165,83,0
0_0_0_10_14_16,-26.0,42,2,13,562,825,825,0.5854708552360535,-4.649894385024379,-2.0936981677395416,0.9509351253509521,-0.4369822093724701,0.9509351253509521,-0.4369822093724701,0.3427761223308359,0.9042776126262311,0.9042776126262311,-4.212912175651909,-4.212912175651909,48,0
0_0_0_10_14_16,-26.0,42,2,14,478,478,478,1.488048791885376,3.452343431981803,2.1485227741932493,1.488048791885376,3.452343431981803,1.488048791885376,3.452343431981803,2.214289207031527,2.214289207031527,2.214289207031527,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,15,267,986,986,0.8137564659118652,-1.7901109522246552,-0.5963546631399433,0.8762577772140503,-1.147362288667578,0.8762577772140503,-1.147362288667578,0.6621994888060421,0.7678276921281082,0.7678276921281082,-0.6427492997663204,-0.6427492997663204,3,0
0_0_0_10_14_16,-26.0,42,2,16,917,917,917,1.127331256866455,1.0410309720427902,0.8859925391974393,1.127331256866455,1.0410309720427902,1.127331256866455,1.0410309720427902,1.270875493931399,1.270875493931399,1.270875493931399,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,17,656,656,656,0.9806554913520813,-0.16967070831241382,0.2520856928622538,0.9806554913520813,-0.16967070831241382,0.9806554913520813,-0.16967070831241382,0.961685192718992,0.961685192718992,0.961685192718992,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,18,889,889,889,0.9121423363685608,-0.7987477273764063,-0.07729043317054324,0.9121423363685608,-0.7987477273764063,0.9121423363685608,-0.7987477273764063,0.8320036417958967,0.8320036417958967,0.8320036417958967,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,19,510,510,510,1.0648159980773926,0.5454913494176301,0.6265347681301002,1.0648159980773926,0.5454913494176301,1.0648159980773926,0.5454913494176301,1.1338328558896507,1.1338328558896507,1.1338328558896507,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,20,860,739,38,0.7233809232711792,-2.8126589694725554,-1.1317468240310884,0.805951714515686,-1.8738195298424276,0.8912376761436462,-1.0001292487160511,0.5232799601526636,0.6495581661307739,0.7943045953779269,-1.812529720756504,-0.938839439630128,10,0
0_0_0_10_14_16,-26.0,42,2,21,553,397,529,0.9221833944320679,-0.7036540459637854,-0.027500681765397904,0.9374235272407532,-0.5612830171138887,0.941956102848053,-0.5193867155877425,0.8504223228990817,0.8787628694244951,0.8872812996926918,-0.18426676896997907,-0.14237046744383294,3,0
0_0_0_10_14_16,-26.0,42,2,22,629,314,314,0.9383401870727539,-0.5527936677257298,0.05148774961908823,1.0570138692855835,0.48161371615192883,1.0570138692855835,0.48161371615192883,0.8804823066757308,1.1172783198620806,1.1172783198620806,-1.0344073838776588,-1.0344073838776588,2,0
0_0_0_10_14_16,-26.0,42,2,23,759,276,276,0.8709970116615295,-1.1996667005616417,-0.2872061259060406,1.121596097946167,0.9967297941314903,1.121596097946167,0.9967297941314903,0.7586357943233146,1.2579778069280678,1.2579778069280678,-2.196396494693132,-2.196396494693132,2,0
0_0_0_10_14_16,-26.0,42,2,24,874,351,931,0.8935564160346985,-0.9775604490853769,-0.17091432941382678,0.9409130811691284,-0.5290098717760079,0.9981906414031982,-0.015730124100437913,0.7984429621165532,0.8853175384807663,0.996384675578529,-0.9618314230346663,-0.4485517069320996,3,0
0_0_0_10_14_16,-26.0,42,2,25,720,720,720,1.0719366073608398,0.6033820525186697,0.656845548754556,1.0719366073608398,0.6033820525186697,1.0719366073608398,0.6033820525186697,1.1490480902002673,1.1490480902002673,1.1490480902002673,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,26,314,699,839,0.615282416343689,-4.21850992167596,-1.8678311608985465,0.8924636840820312,-0.9881889412602787,0.9826081991195679,-0.1523923265655946,0.3785724518617286,0.7964914274052717,0.9655188729770003,-4.066117595110365,-3.2303209804156814,42,0
0_0_0_10_14_16,-26.0,42,2,27,602,365,365,0.5753809213638306,-4.800890853216241,-2.1727578539631303,0.9104275107383728,-0.8150925501454696,0.9104275107383728,-0.8150925501454696,0.3310632046694906,0.8288781437778567,0.8288781437778567,-3.985797734415521,-3.985797734415521,53,0
0_0_0_10_14_16,-26.0,42,2,28,7,7,650,0.8395645022392273,-1.518918643515761,-0.45436207821714314,0.8395645022392273,-1.518918643515761,0.95946204662323,-0.35944399893713097,0.7048685534202015,0.7048685534202015,0.9205674189104371,-1.1594746445786297,0.0,2,1
0_0_0_10_14_16,-26.0,42,2,29,610,610,174,0.9027153253555298,-0.888983689614433,-0.12453674923375897,0.9027153253555298,-0.888983689614433,0.9066585898399353,-0.8511243902586423,0.81489495863174,0.81489495863174,0.82202979853054,-0.03785929935579079,0.0,2,1
0_0_0_10_14_16,-26.0,42,2,30,775,775,775,0.9111042618751526,-0.8086384371342727,-0.08246907356756183,0.9111042618751526,-0.8086384371342727,0.9111042618751526,-0.8086384371342727,0.8301109760070666,0.8301109760070666,0.8301109760070666,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,31,912,912,912,0.9344152212142944,-0.5892019141468995,0.03242488959012819,0.9344152212142944,-0.5892019141468995,0.9344152212142944,-0.5892019141468995,0.8731316942459877,0.8731316942459877,0.8731316942459877,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,32,768,768,768,1.0909671783447266,0.7562337014425626,0.7368765822442019,1.0909671783447266,0.7562337014425626,1.0909671783447266,0.7562337014425626,1.1902093842254544,1.1902093842254544,1.1902093842254544,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,33,581,581,581,1.2769050598144531,2.1231721577742966,1.4525868683101408,1.2769050598144531,2.1231721577742966,1.2769050598144531,2.1231721577742966,1.6304865317797521,1.6304865317797521,1.6304865317797521,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,2,34,93,93,93,1.1369585990905762,1.1148930138273878,0.9246656943861024,1.1369585990905762,1.1148930138273878,1.1369585990905762,1.1148930138273878,1.2926748560460055,1.2926748560460055,1.2926748560460055,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,0,222,685,685,0.7544366717338562,-2.4475441905530833,-0.4520291521601095,0.9611393213272095,-0.34427309786598037,0.9611393213272095,-0.34427309786598037,0.5691747815927215,0.9237887950013288,0.9237887950013288,-2.103270406454096,-2.103270406454096,6,0
0_0_0_10_14_16,-26.0,42,3,1,711,323,323,0.634263277053833,-3.954608658210919,-1.0256092419056855,0.860832154750824,-1.301630382577061,0.860832154750824,-1.301630382577061,0.4022899802291455,0.7410319986529466,0.7410319986529466,-2.6529774593807964,-2.6529774593807964,27,0
0_0_0_10_14_16,-26.0,42,3,2,871,1004,1004,0.8821021318435669,-1.0896225665652208,0.06478802697814395,0.9848812818527222,-0.1323223290039743,0.9848812818527222,-0.1323223290039743,0.7781040658482006,0.9699910219368668,0.9699910219368668,-0.9573002988099224,-0.9573002988099224,2,0
0_0_0_10_14_16,-26.0,42,3,3,718,604,604,0.9036604166030884,-0.8798948175347818,0.14460920496528815,1.047318458557129,0.4015751572587262,1.047318458557129,0.4015751572587262,0.8166021485352672,1.0968759536344805,1.0968759536344805,-1.281469974793508,-1.281469974793508,4,0
0_0_0_10_14_16,-26.0,42,3,4,107,107,107,1.034537434577942,0.29492420330213537,0.5917385838787854,1.034537434577942,0.29492420330213537,1.034537434577942,0.29492420330213537,1.0702677035431094,1.0702677035431094,1.0702677035431094,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,5,468,693,693,0.6577802300453186,-3.6383836724413343,-0.9052558266338095,0.8947349786758423,-0.9661116812336829,0.8947349786758423,-0.9661116812336829,0.43267483103847226,0.8005507887267846,0.8005507887267846,-2.6722725698363643,-2.6722725698363643,29,0
0_0_0_10_14_16,-26.0,42,3,6,89,752,752,0.46132734417915344,-6.719816055280299,-2.0780313121049323,0.9444277286529541,-0.49662540805886846,0.9444277286529541,-0.49662540805886846,0.2128229184873911,0.8919437346485779,0.8919437346485779,-6.223190647221431,-6.223190647221431,165,0
0_0_0_10_14_16,-26.0,42,3,7,713,602,602,0.5258814096450806,-5.582243631886864,-1.645077774479467,1.0342686176300049,0.2926669454472763,1.0342686176300049,0.2926669454472763,0.2765513197002498,1.0697115734142812,1.0697115734142812,-5.874909592854888,-5.874909592854888,79,0
0_0_0_10_14_16,-26.0,42,3,8,865,865,85,0.8630472421646118,-1.2793086175647397,-0.00740539572584744,0.8630472421646118,-1.2793086175647397,0.8982916474342346,-0.9316527698232733,0.7448505422079421,0.7448505422079421,0.8069278838501113,-0.34765584774146646,0.0,2,1
0_0_0_10_14_16,-26.0,42,3,9,492,492,527,0.9867581129074097,-0.11578588488788925,0.435424680725352,0.9867581129074097,-0.11578588488788925,1.0102856159210205,0.08888339412876979,0.9736915733885922,0.9736915733885922,1.020677266607791,-0.20467030391363425,0.0,2,1
0_0_0_10_14_16,-26.0,42,3,10,765,765,765,0.9170991778373718,-0.7516739178225755,0.19340934374003063,0.9170991778373718,-0.7516739178225755,0.9170991778373718,-0.7516739178225755,0.8410707926632455,0.8410707926632455,0.8410707926632455,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,11,1023,1023,1023,1.1991190910339355,1.5772463477229526,1.0797830348389437,1.1991190910339355,1.5772463477229526,1.1991190910339355,1.5772463477229526,1.4378865944820518,1.4378865944820518,1.4378865944820518,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,12,597,597,597,0.8837787508964539,-1.0731288918482491,0.0710654249444683,0.8837787508964539,-1.0731288918482491,0.8837787508964539,-1.0731288918482491,0.7810648805360962,0.7810648805360962,0.7810648805360962,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,13,562,562,562,1.1369649171829224,1.11494128128445,0.9038323789856236,1.1369649171829224,1.11494128128445,1.1369649171829224,1.11494128128445,1.2926892229047695,1.2926892229047695,1.2926892229047695,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,14,478,478,478,1.1442232131958008,1.170215083600521,0.9248692710187184,1.1442232131958008,1.170215083600521,1.1442232131958008,1.170215083600521,1.309246761616123,1.309246761616123,1.309246761616123,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,15,267,455,455,0.8461682200431824,-1.4508657942060263,-0.07269907286185964,1.0819520950317383,0.6841606438038504,1.0819520950317383,0.6841606438038504,0.7160007574821634,1.1706203359435676,1.1706203359435676,-2.135025826170132,-2.135025826170132,4,0
0_0_0_10_14_16,-26.0,42,3,16,917,917,501,0.9848527908325195,-0.13257360135652685,0.42903537215538134,0.9848527908325195,-0.13257360135652685,1.0122319459915161,0.10560079004026518,0.9699349022070045,0.9699349022070045,1.0246135124857716,-0.23817491707878913,0.0,2,1
0_0_0_10_14_16,-26.0,42,3,17,656,656,656,1.1596407890319824,1.2864696552177644,0.9691150939762347,1.1596407890319824,1.2864696552177644,1.1596407890319824,1.2864696552177644,1.3447667595867188,1.3447667595867188,1.3447667595867188,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,18,889,177,177,0.7469818592071533,-2.53379890189539,-0.48485720041844826,1.0040010213851929,0.034683092469403626,1.0040010213851929,0.034683092469403626,0.5579818979845754,1.0080180509425105,1.0080180509425105,-2.5684819943647943,-2.5684819943647943,12,0
0_0_0_10_14_16,-26.0,42,3,19,510,510,510,1.2052862644195557,1.6218041463967567,1.0967414773678856,1.2052862644195557,1.6218041463967567,1.2052862644195557,1.6218041463967567,1.452714979198447,1.452714979198447,1.452714979198447,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,20,860,860,860,1.2603589296340942,2.009884854115821,1.2444427681480792,1.2603589296340942,2.009884854115821,1.2603589296340942,2.009884854115821,1.5885046315083997,1.5885046315083997,1.5885046315083997,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,21,553,553,553,1.087127447128296,0.7256092136491611,0.7556548278008787,1.087127447128296,0.7256092136491611,1.087127447128296,0.7256092136491611,1.1818460862996858,1.1818460862996858,1.1818460862996858,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,22,629,967,967,0.4273475110530853,-7.384376422095366,-2.330959174860225,0.8891592621803284,-1.020408864030803,0.8891592621803284,-1.020408864030803,0.18262589520326689,0.7906041935210659,0.7906041935210659,-6.363967558064564,-6.363967558064564,219,0
0_0_0_10_14_16,-26.0,42,3,23,759,691,879,0.49396204948425293,-6.1261283224457985,-1.8520771672173668,0.8352430462837219,-1.5637426268329442,0.8455184102058411,-1.4575386338555778,0.24399847688825194,0.6976310459340453,0.7149014827906655,-4.668590824947916,-4.562386839503335,132,0
0_0_0_10_14_16,-26.0,42,3,24,874,874,874,1.1350319385528564,1.1001616454217737,0.8982073343731025,1.1350319385528564,1.1001616454217737,1.1350319385528564,1.1001616454217737,1.2882972309223675,1.2882972309223675,1.2882972309223675,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,25,720,306,306,0.7330118417739868,-2.6977801858798367,-0.5472675362752607,0.889726459980011,-1.0148698711696216,0.889726459980011,-1.0148698711696216,0.5373064475627167,0.7916131735885621,0.7916131735885621,-1.6829096084196538,-1.6829096084196538,5,0
0_0_0_10_14_16,-26.0,42,3,26,314,314,314,0.9392649531364441,-0.5442376444727817,0.2723583992302541,0.9392649531364441,-0.5442376444727817,0.9392649531364441,-0.5442376444727817,0.8822187641595178,0.8822187641595178,0.8822187641595178,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,27,602,602,602,1.058359980583191,0.49266819311872606,0.666998811864865,1.058359980583191,0.49266819311872606,1.058359980583191,0.49266819311872606,1.1201255961673837,1.1201255961673837,1.1201255961673837,0.0,0.0,1,1
0_0_0_10_14_16,-26.0,42,3,28,7,7,7,1.054723858833313,0.4627754053233164,0.655621788337077,1.054723858833313,0.4627754053233164,1.054723858833313,0.4627754053233164,1.1124424183922343,1.1124424183922343,1.1124424183922343,0.0,0.0,1,1
