scenario,target_tx_dbm,trial,symbol_index,gt_bin,branch0_bin,savaux_bin,equal8_bin,equal8_wrap_bin,gls8_direct_bin,gls8_cg_bin,gls8_cg_wrap_bin,conditional_gls_bin,savaux_margin_db,branch_color_mismatch,conditional_backend_ran
thermal_only,-63.0,0,40,87,87,87,87,87,87,87,87,87,4.964930523730468,1.2786475444455025,0
thermal_only,-63.0,0,41,249,249,249,249,249,249,249,249,249,5.465803358203054,1.2769601215054203,0
thermal_only,-63.0,0,42,114,114,114,114,114,114,114,114,114,2.211345788948751,1.2781107070675222,0
thermal_only,-63.0,0,43,105,105,105,105,105,105,105,105,105,6.834827854639083,1.2978888820796135,0
thermal_only,-63.0,0,44,116,116,116,116,116,116,116,116,116,8.719614141388295,1.265734304711171,0
thermal_only,-63.0,0,45,869,869,869,869,869,869,869,869,869,7.422365236712347,1.2832958893541604,0
thermal_only,-63.0,0,46,246,246,246,246,246,246,246,246,246,3.989187635678473,1.2823596224927818,0
thermal_only,-63.0,0,47,673,673,673,673,673,673,673,673,673,7.016821585496,1.2663767188669963,0
thermal_only,-63.0,0,48,265,265,265,265,265,265,265,265,265,4.932523276380051,1.2874486468966775,0
thermal_only,-63.0,0,49,104,104,104,104,104,104,104,104,104,5.620332039036233,1.2775899872164829,0
thermal_only,-63.0,0,50,272,272,272,272,272,272,272,272,272,7.324803249826463,1.2815736307519523,0
thermal_only,-63.0,0,51,759,759,759,759,759,759,759,759,759,4.496919349242051,1.286700521080051,0
thermal_only,-63.0,0,52,429,429,429,429,429,429,429,429,429,5.0105737332264955,1.296746366167401,0
thermal_only,-63.0,0,53,880,880,880,880,880,880,880,880,880,7.342165074488621,1.2738318141432865,0
thermal_only,-63.0,0,54,720,720,720,720,720,720,720,720,720,5.861647052602523,1.2935971496005145,0
thermal_only,-63.0,0,55,326,326,326,326,326,326,326,326,326,3.473022917132858,1.2788213956379115,0
thermal_only,-63.0,0,56,853,853,853,853,853,853,853,853,853,5.408990315859505,1.2535424010507479,0
thermal_only,-63.0,0,57,737,737,737,737,737,737,737,737,737,7.01382236280888,1.2757769350600188,0
thermal_only,-63.0,0,58,803,803,803,803,803,803,803,803,803,5.1399277292977725,1.2661087970014884,0
thermal_only,-63.0,0,59,411,411,411,411,411,411,411,411,411,7.416241513364027,1.2834150812708982,0
thermal_only,-63.0,0,60,949,949,949,949,949,949,949,949,949,2.9022726007305337,1.2861032673276853,0
thermal_only,-63.0,0,61,76,76,76,76,76,76,76,76,76,6.023552780006107,1.2744537577255965,0
thermal_only,-63.0,0,62,303,303,303,303,303,303,303,303,303,7.482202394737666,1.301459485557716,0
thermal_only,-63.0,0,63,644,644,644,644,644,644,644,644,644,7.935421407419849,1.2874699440264363,0
thermal_only,-63.0,0,64,744,744,744,744,744,744,744,744,744,5.186228164297773,1.2799647299694614,0
thermal_only,-63.0,0,65,534,534,534,534,534,534,534,534,534,6.925291767832209,1.2535247847774342,0
thermal_only,-63.0,0,66,182,182,182,182,182,182,182,182,182,7.603577888960907,1.282908877811928,0
thermal_only,-63.0,0,67,736,736,736,736,736,736,736,736,736,3.686589167081565,1.257961671559529,0
thermal_only,-63.0,0,68,776,776,776,776,776,776,776,776,776,4.585875207931726,1.28789821773277,0
thermal_only,-63.0,0,69,578,578,578,578,578,578,578,578,578,3.794741359169685,1.28595002105965,0
thermal_only,-63.0,0,70,557,557,557,557,557,557,557,557,557,6.086650870708194,1.2649743131983324,0
thermal_only,-63.0,0,71,375,375,375,375,375,375,375,375,375,4.511481880155311,1.2621876024006362,0
thermal_only,-63.0,0,72,437,437,437,437,437,437,437,437,437,5.845689643221466,1.2739335938951264,0
thermal_only,-63.0,0,73,1012,1012,1012,1012,1012,1012,1012,1012,1012,8.767294056670847,1.273081312762913,0
thermal_only,-63.0,0,74,921,921,921,921,921,921,921,921,921,5.196371158196637,1.2874582006465,0
thermal_only,-63.0,0,75,61,61,61,61,61,61,61,61,61,6.007360518971533,1.2613555953482265,0
thermal_only,-63.0,0,76,714,714,714,714,714,714,714,714,714,8.090613157929166,1.2790125048662615,0
thermal_only,-63.0,0,77,3,3,3,3,3,3,3,3,3,5.844791803843492,1.2767222621222596,0
thermal_only,-63.0,0,78,957,957,957,957,957,957,957,957,957,5.943463028964295,1.2818774024736066,0
thermal_only,-63.0,0,79,578,578,578,578,578,578,578,578,578,4.761406869454936,1.2791619746358363,0
thermal_only,-63.0,0,80,491,491,491,491,491,491,491,491,491,7.004062525981084,1.2842277370236426,0
thermal_only,-63.0,0,81,404,404,404,404,404,404,404,404,404,4.032398767521369,1.2890304562106936,0
thermal_only,-63.0,0,82,361,361,361,361,361,361,361,361,361,6.8517237585645585,1.2803375833440613,0
thermal_only,-63.0,0,83,37,37,37,37,37,37,37,37,37,8.777264634934046,1.2926328293754452,0
thermal_only,-63.0,0,84,185,185,185,185,185,185,185,185,185,6.624486393721295,1.2757926076667525,0
thermal_only,-63.0,0,85,198,198,198,198,198,198,198,198,198,4.742424767649691,1.2768242259970386,0
thermal_only,-63.0,0,86,692,692,692,692,692,692,692,692,692,7.034490922212106,1.291636875260265,0
thermal_only,-63.0,0,87,51,51,51,51,51,51,51,51,51,6.167901106360554,1.2933785388800962,0
thermal_only,-63.0,0,88,398,398,398,398,398,398,398,398,398,7.339694094715031,1.2714695180084012,0
thermal_only,-63.0,0,89,741,741,741,741,741,741,741,741,741,5.474232318228207,1.2686722272356956,0
thermal_only,-63.0,0,90,929,929,929,929,929,929,929,929,929,6.721791533931797,1.3050100062243843,0
thermal_only,-63.0,0,91,57,57,57,57,57,57,57,57,57,3.636419213823155,1.2866664179562952,0
thermal_only,-63.0,0,92,546,546,546,546,546,546,546,546,546,7.676546022231489,1.2873759833928533,0
thermal_only,-63.0,0,93,268,268,268,268,268,268,268,268,268,6.332923188600632,1.2743758701605425,0
thermal_only,-63.0,0,94,148,148,148,148,148,148,148,148,148,5.834485812264595,1.2786229724053326,0
thermal_only,-63.0,0,95,291,291,291,291,291,291,291,291,291,5.8547185497693075,1.2771686345802327,0
thermal_only,-63.0,0,96,916,916,916,916,916,916,916,916,916,9.48525751905769,1.290147911205847,0
thermal_only,-63.0,0,97,651,651,651,651,651,651,651,651,651,5.49703901714634,1.2725375752941537,0
thermal_only,-63.0,0,98,760,760,760,760,760,760,760,760,760,3.570386144035539,1.2900439903778758,0
thermal_only,-63.0,0,99,467,467,467,467,467,467,467,467,467,5.017682863496974,1.2779982999273019,0
thermal_only,-63.0,0,100,872,872,872,872,872,872,872,872,872,7.671413913585496,1.285251881560089,0
thermal_only,-63.0,0,101,590,590,590,590,590,590,590,590,590,7.874061655762881,1.2629400532865969,0
thermal_only,-63.0,0,102,569,569,569,569,569,569,569,569,569,7.705430524899743,1.2672350608603842,0
thermal_only,-63.0,0,103,315,315,315,315,315,315,315,315,315,7.516927930702467,1.276731601597732,0
thermal_only,-63.0,0,104,498,498,498,498,498,498,498,498,498,3.769347366574742,1.285416042031733,0
thermal_only,-63.0,0,105,23,23,23,23,23,23,23,23,23,5.9059811466900625,1.2936560884979476,0
thermal_only,-63.0,0,106,716,716,716,716,716,716,716,716,716,8.269142396974816,1.2665255818098196,0
thermal_only,-63.0,0,107,748,748,748,748,748,748,748,748,748,7.641911290260377,1.2629630258493487,0
thermal_only,-63.0,0,108,767,767,767,767,767,767,767,767,767,4.429882936397403,1.2719665134962803,0
thermal_only,-63.0,0,109,994,994,994,994,994,994,994,994,994,5.783927464579477,1.2856711127492386,0
thermal_only,-63.0,0,110,509,509,509,509,509,509,509,509,509,5.75427963866364,1.2835788987074468,0
thermal_only,-63.0,0,111,74,74,74,74,74,74,74,74,74,8.34977100567823,1.2752694663891295,0
thermal_only,-63.0,0,112,512,512,512,512,512,512,512,512,512,5.441958835780827,1.282586721851759,0
thermal_only,-63.0,0,113,7,7,7,7,7,7,7,7,7,4.946545635995488,1.2844261342015202,0
thermal_only,-63.0,0,114,728,728,728,728,728,728,728,728,728,5.161829893976409,1.2684698121655982,0
thermal_only,-63.0,0,115,605,605,605,605,605,605,605,605,605,5.76955587787284,1.2726597486120035,0
thermal_only,-63.0,0,116,912,912,912,912,912,912,912,912,912,5.647729522229477,1.2811988767653857,0
thermal_only,-63.0,0,117,699,699,699,699,699,699,699,699,699,7.152227430182169,1.253947697433419,0
thermal_only,-63.0,0,118,747,747,747,747,747,747,747,747,747,6.340340498165219,1.2822468543701135,0
thermal_only,-63.0,0,119,929,929,929,929,929,929,929,929,929,7.057819958637137,1.291883289828864,0
thermal_only,-63.0,0,120,583,583,583,583,583,583,583,583,583,6.7016860330775065,1.2787679528989175,0
thermal_only,-63.0,0,121,917,917,917,917,917,917,917,917,917,5.877357326155694,1.2672775570694772,0
thermal_only,-63.0,0,122,317,317,317,317,317,317,317,317,317,7.473020086895922,1.2877103287456635,0
thermal_only,-63.0,0,123,719,719,719,719,719,719,719,719,719,5.757506428343938,1.2665713166976038,0
thermal_only,-63.0,0,124,809,809,809,809,809,809,809,809,809,5.097003992190482,1.2644774289105183,0
thermal_only,-63.0,0,125,263,263,263,263,263,263,263,263,263,5.419074747025712,1.278263237843187,0
thermal_only,-63.0,0,126,585,585,585,585,585,585,585,585,585,1.929658108092369,1.273811865614861,0
thermal_only,-63.0,0,127,114,114,114,114,114,114,114,114,114,5.4405154930212065,1.2637331535651057,0
thermal_only,-63.0,0,128,532,532,532,532,532,532,532,532,532,3.3806942376888354,1.2678811285358156,0
thermal_only,-63.0,0,129,215,215,215,215,215,215,215,215,215,6.1501245535812075,1.2840144679624017,0
thermal_only,-63.0,0,130,521,521,521,521,521,521,521,521,521,6.7941301160178895,1.2826075523618665,0
thermal_only,-63.0,0,131,68,68,68,68,68,68,68,68,68,5.50916892637515,1.2784108672793293,0
thermal_only,-63.0,0,132,929,929,929,929,929,929,929,929,929,4.1720224588013135,1.2771987098634248,0
thermal_only,-63.0,0,133,436,436,436,436,436,436,436,436,436,6.93308924422783,1.2736095718675644,0
thermal_only,-63.0,0,134,619,619,619,619,619,619,619,619,619,6.983476555024275,1.2928322062986561,0
thermal_only,-63.0,0,135,879,879,879,879,879,879,879,879,879,5.756393365316276,1.287788107158438,0
thermal_only,-63.0,0,136,749,749,749,749,749,749,749,749,749,5.793080919184559,1.2900210342205107,0
thermal_only,-63.0,0,137,920,920,920,920,920,920,920,920,920,5.461660055347499,1.2978552417267548,0
thermal_only,-63.0,0,138,127,127,127,127,127,127,127,127,127,5.028009339468094,1.298374313491121,0
thermal_only,-63.0,0,139,362,362,362,362,362,362,362,362,362,3.7928953184717695,1.3021174283571004,0
thermal_only,-63.0,0,140,860,860,860,860,860,860,860,860,860,6.686144624399213,1.2846944055322953,0
thermal_only,-63.0,0,141,238,238,238,238,238,238,238,238,238,4.697555972793555,1.2790797110658843,0
thermal_only,-63.0,0,142,907,907,907,907,907,907,907,907,907,7.559517813141264,1.2800992323232323,0
thermal_only,-63.0,0,143,608,608,608,608,608,608,608,608,608,5.032013231765618,1.2702340287726852,0
thermal_only,-63.0,0,144,74,74,74,74,74,74,74,74,74,5.351376114659953,1.2738211459903073,0
thermal_only,-63.0,0,145,639,639,639,639,639,639,639,639,639,6.882705558476825,1.2769357119461886,0
thermal_only,-63.0,0,146,555,555,555,555,555,555,555,555,555,4.728834723700589,1.290563345661714,0
thermal_only,-63.0,0,147,825,825,825,825,825,825,825,825,825,5.728908259237921,1.2856342870491178,0
thermal_only,-63.0,0,148,469,469,469,469,469,469,469,469,469,6.8046134468359165,1.270167034839664,0
thermal_only,-63.0,0,149,31,31,31,31,31,31,31,31,31,5.474536585595996,1.2737134103852885,0
thermal_only,-63.0,0,150,777,777,777,777,777,777,777,777,777,7.689653549306009,1.2886566526461567,0
thermal_only,-63.0,0,151,126,126,126,126,126,126,126,126,126,5.651539869595336,1.2901777725032257,0
thermal_only,-63.0,0,152,83,83,83,83,83,83,83,83,83,8.667044810657687,1.2809973835234172,0
thermal_only,-63.0,0,153,628,628,628,628,628,628,628,628,628,5.61654884470252,1.2684664377507857,0
thermal_only,-63.0,0,154,178,178,178,178,178,178,178,178,178,5.614060664803625,1.2814025734183563,0
thermal_only,-63.0,0,155,1007,1007,1007,1007,1007,1007,1007,1007,1007,5.699041864740285,1.2713461010418399,0
thermal_only,-63.0,0,156,600,600,600,600,600,600,600,600,600,5.724317429526166,1.2899245553358998,0
thermal_only,-63.0,0,157,413,413,413,413,413,413,413,413,413,6.4406208529866005,1.28563664076123,0
thermal_only,-63.0,0,158,595,595,595,595,595,595,595,595,595,7.5188904603275475,1.2694883241222779,0
thermal_only,-63.0,0,159,52,52,52,52,52,52,52,52,52,6.294431173348035,1.2807120379503856,0
thermal_only,-63.0,0,160,855,855,855,855,855,855,855,855,855,5.935949560339131,1.2657339358987107,0
thermal_only,-63.0,0,161,351,351,351,351,351,351,351,351,351,6.7179589063901455,1.2796718194859704,0
thermal_only,-63.0,0,162,617,617,617,617,617,617,617,617,617,4.957602164821049,1.2833015329126065,0
thermal_only,-63.0,0,163,950,950,950,950,950,950,950,950,950,3.558787284990978,1.276188522515498,0
thermal_only,-63.0,0,164,235,235,235,235,235,235,235,235,235,5.958446143442629,1.2864637038810158,0
thermal_only,-63.0,0,165,242,242,242,242,242,242,242,242,242,5.806354563854702,1.2710843811716999,0
thermal_only,-63.0,0,166,420,420,420,420,420,420,420,420,420,3.684781586153247,1.2663450914771095,0
thermal_only,-63.0,0,167,336,336,336,336,336,336,336,336,336,6.858138698485973,1.295127339529824,0
thermal_only,-63.0,0,168,798,798,798,798,798,798,798,798,798,6.71194504415525,1.2889065335995522,0
thermal_only,-63.0,0,169,1008,1008,1008,1008,1008,1008,1008,1008,1008,5.934773804933071,1.2896152713808033,0
thermal_only,-63.0,0,170,287,287,287,287,287,287,287,287,287,5.379267515161933,1.3024431314868674,0
thermal_only,-63.0,0,171,265,265,265,265,265,265,265,265,265,5.27186245190065,1.2793640262167028,0
thermal_only,-63.0,0,172,435,435,435,435,435,435,435,435,435,6.578052529658249,1.2721587180783325,0
thermal_only,-63.0,0,173,170,170,170,170,170,170,170,170,170,4.148609982952319,1.2746006580875167,0
thermal_only,-63.0,0,174,863,863,863,863,863,863,863,863,863,6.635260360235651,1.2833794127012563,0
thermal_only,-63.0,0,175,829,829,829,829,829,829,829,829,829,8.407170148763662,1.2816130575183087,0
thermal_only,-63.0,0,176,416,416,416,416,416,416,416,416,416,5.138611158914231,1.26850374426078,0
thermal_only,-63.0,0,177,937,937,937,937,937,937,937,937,937,4.302361251168269,1.2856288940943539,0
thermal_only,-63.0,0,178,506,506,506,506,506,506,506,506,506,6.259785789167516,1.2803642821185004,0
thermal_only,-63.0,0,179,343,343,343,343,343,343,343,343,343,6.394586057435713,1.2757325689902959,0
thermal_only,-63.0,0,180,494,494,494,494,494,494,494,494,494,8.204407112398288,1.274339161866128,0
thermal_only,-63.0,0,181,513,513,513,513,513,513,513,513,513,7.413453051870728,1.2779116609759977,0
thermal_only,-63.0,0,182,562,562,562,562,562,562,562,562,562,5.817751066049835,1.2872578928713458,0
thermal_only,-63.0,0,183,723,723,723,723,723,723,723,723,723,6.116069692412342,1.2789873544485093,0
thermal_only,-63.0,0,184,197,197,197,197,197,197,197,197,197,8.724225064863862,1.283282584002682,0
thermal_only,-63.0,0,185,954,954,954,954,954,954,954,954,954,6.990523434182283,1.2781005685779256,0
thermal_only,-63.0,0,186,487,487,487,487,487,487,487,487,487,6.761682249952859,1.277797703123042,0
thermal_only,-63.0,0,187,1019,1019,1019,1019,1019,1019,1019,1019,1019,7.194967251450075,1.2940234095826588,0
thermal_only,-63.0,0,188,413,413,413,413,413,413,413,413,413,7.286445788295705,1.2953511728232443,0
thermal_only,-63.0,0,189,197,197,197,197,197,197,197,197,197,5.162886463240066,1.2727810540112345,0
thermal_only,-63.0,0,190,320,320,320,320,320,320,320,320,320,7.62110064927823,1.2864663234484053,0
thermal_only,-63.0,0,191,164,164,164,164,164,164,164,164,164,6.94366803195988,1.283811619233506,0
thermal_only,-63.0,0,192,477,477,477,477,477,477,477,477,477,5.761093317526976,1.281507808171997,0
thermal_only,-63.0,0,193,141,141,141,141,141,141,141,141,141,5.861152646197589,1.2842168462362573,0
thermal_only,-63.0,0,194,802,802,802,802,802,802,802,802,802,5.456301605599686,1.2771044337021213,0
thermal_only,-63.0,0,195,595,595,595,595,595,595,595,595,595,5.402332825878469,1.2758681665557743,0
thermal_only,-63.0,0,196,135,135,135,135,135,135,135,135,135,5.849767770439885,1.2890231508419057,0
thermal_only,-63.0,0,197,197,197,197,197,197,197,197,197,197,3.9947464765474243,1.2867102955546255,0
thermal_only,-63.0,0,198,206,206,206,206,206,206,206,206,206,5.696139515479648,1.2746821834147093,0
thermal_only,-63.0,0,199,654,654,654,654,654,654,654,654,654,5.692718617880011,1.2665688635670744,0
thermal_only,-63.0,1,0,165,165,165,165,165,165,165,165,165,4.299199307620586,1.2893800723591975,0
thermal_only,-63.0,1,1,738,738,738,738,738,738,738,738,738,4.890049396942278,1.27723461116596,0
thermal_only,-63.0,1,2,921,921,921,921,921,921,921,921,921,7.320861418575433,1.2944558222187024,0
thermal_only,-63.0,1,3,319,319,319,319,319,319,319,319,319,7.877948667053653,1.2878440858803775,0
thermal_only,-63.0,1,4,205,205,205,205,205,205,205,205,205,2.6454547420221712,1.2782790077121233,0
thermal_only,-63.0,1,5,137,137,137,137,137,137,137,137,137,2.105885868283899,1.2777678265526824,0
thermal_only,-63.0,1,6,974,974,974,974,974,974,974,974,974,5.635958225434351,1.270403090727299,0
thermal_only,-63.0,1,7,951,951,951,951,951,951,951,951,951,6.572122129528508,1.2676486285133424,0
thermal_only,-63.0,1,8,939,939,939,939,939,939,939,939,939,6.913217482710524,1.2743195355677086,0
thermal_only,-63.0,1,9,967,967,967,967,967,967,967,967,967,4.784364965884795,1.2669759321466527,0
thermal_only,-63.0,1,10,372,372,372,372,372,372,372,372,372,6.710795600797683,1.285483115294795,0
thermal_only,-63.0,1,11,43,43,43,43,43,43,43,43,43,4.9560702209714,1.2928785414882766,0
thermal_only,-63.0,1,12,829,829,829,829,829,829,829,829,829,6.119183137942972,1.2782962922957348,0
thermal_only,-63.0,1,13,857,857,857,857,857,857,857,857,857,5.988577439918834,1.2931412537001936,0
thermal_only,-63.0,1,14,888,888,888,888,888,888,888,888,888,5.094651370176902,1.2730314128911897,0
thermal_only,-63.0,1,15,480,480,480,480,480,480,480,480,480,4.80820275181617,1.2657438683757731,0
thermal_only,-63.0,1,16,843,843,843,843,843,843,843,843,843,5.506428283355537,1.2967197417045735,0
thermal_only,-63.0,1,17,796,796,796,796,796,796,796,796,796,7.841385239015597,1.2952910824842883,0
thermal_only,-63.0,1,18,658,658,658,658,658,658,658,658,658,6.786645720032018,1.2801804456248655,0
thermal_only,-63.0,1,19,361,361,361,361,361,361,361,361,361,6.678908913902283,1.2706339099146577,0
thermal_only,-63.0,1,20,699,699,699,699,699,699,699,699,699,5.252963216320666,1.2786184766868196,0
thermal_only,-63.0,1,21,115,115,115,115,115,115,115,115,115,5.807484362166199,1.2884926336040365,0
thermal_only,-63.0,1,22,235,235,235,235,235,235,235,235,235,6.510161480393078,1.2854068087885087,0
thermal_only,-63.0,1,23,888,888,888,888,888,888,888,888,888,5.534751832516619,1.2667971150888155,0
thermal_only,-63.0,1,24,849,849,849,849,849,849,849,849,849,5.32205021171897,1.2821935764597185,0
thermal_only,-63.0,1,25,221,221,221,221,221,221,221,221,221,6.820764951948908,1.2748313093970385,0
thermal_only,-63.0,1,26,703,703,703,703,703,703,703,703,703,4.621394352242463,1.2812613760694795,0
thermal_only,-63.0,1,27,601,601,601,601,601,601,601,601,601,7.1649746549126405,1.2857849374995616,0
thermal_only,-63.0,1,28,20,20,20,20,20,20,20,20,20,5.362570984148344,1.298213262470959,0
thermal_only,-63.0,1,29,12,12,12,12,12,12,12,12,12,7.320243971149684,1.260362292113951,0
thermal_only,-63.0,1,30,467,467,467,467,467,467,467,467,467,4.625503223422531,1.2941771767109567,0
thermal_only,-63.0,1,31,410,410,410,410,410,410,410,410,410,6.199965254390988,1.2806168963287818,0
thermal_only,-63.0,1,32,199,199,199,199,199,199,199,199,199,8.999564379577999,1.2861856842066868,0
thermal_only,-63.0,1,33,1020,1020,1020,1020,1020,1020,1020,1020,1020,7.979236105968911,1.279579200050092,0
thermal_only,-63.0,1,34,142,142,142,142,142,142,142,142,142,5.405828507320388,1.2697784230631133,0
thermal_only,-63.0,1,35,619,619,619,619,619,619,619,619,619,4.9106637249287965,1.2830618727946974,0
thermal_only,-63.0,1,36,426,426,426,426,426,426,426,426,426,3.2255476326951276,1.278622833442112,0
thermal_only,-63.0,1,37,84,84,84,84,84,84,84,84,84,8.918919087196814,1.2709124665550238,0
thermal_only,-63.0,1,38,829,829,829,829,829,829,829,829,829,4.175943175030425,1.2870421332575035,0
thermal_only,-63.0,1,39,361,361,361,361,361,361,361,361,361,7.533519989638656,1.2705047841959491,0
thermal_only,-63.0,1,40,574,574,574,574,574,574,574,574,574,6.169236657289725,1.2879921193008572,0
thermal_only,-63.0,1,41,736,736,736,736,736,736,736,736,736,6.140405704657109,1.2751326215502117,0
thermal_only,-63.0,1,42,520,520,520,520,520,520,520,520,520,5.308987964673642,1.2875776253460969,0
thermal_only,-63.0,1,43,973,973,973,973,973,973,973,973,973,6.443257603859567,1.2798416606233816,0
thermal_only,-63.0,1,44,555,555,555,555,555,555,555,555,555,2.596068461192145,1.2618936449764278,0
thermal_only,-63.0,1,45,437,437,437,437,437,437,437,437,437,4.545649633123557,1.2635933816375058,0
thermal_only,-63.0,1,46,981,981,981,981,981,981,981,981,981,2.5664983499502423,1.2660160552459871,0
thermal_only,-63.0,1,47,132,132,132,132,132,132,132,132,132,4.604333620214459,1.2663233687783186,0
thermal_only,-63.0,1,48,799,799,799,799,799,799,799,799,799,5.6093244530977575,1.2893941327023581,0
thermal_only,-63.0,1,49,1010,1010,1010,1010,1010,1010,1010,1010,1010,5.224946875468826,1.2843948500148858,0
thermal_only,-63.0,1,50,296,296,296,296,296,296,296,296,296,5.273260564081642,1.2650617997800568,0
thermal_only,-63.0,1,51,480,480,480,480,480,480,480,480,480,6.704333835546859,1.2891760527511615,0
thermal_only,-63.0,1,52,95,95,95,95,95,95,95,95,95,7.403612175586135,1.2692022225705761,0
thermal_only,-63.0,1,53,767,767,767,767,767,767,767,767,767,6.875927936182884,1.2773150143558127,0
thermal_only,-63.0,1,54,97,97,97,97,97,97,97,97,97,5.70658269111259,1.2817867318695673,0
thermal_only,-63.0,1,55,406,406,406,406,406,406,406,406,406,8.417805959926207,1.2819037487868052,0
thermal_only,-63.0,1,56,428,428,428,428,428,428,428,428,428,6.445051401877333,1.2801589849969552,0
thermal_only,-63.0,1,57,246,246,246,246,246,246,246,246,246,8.009701394980045,1.2815192939878228,0
thermal_only,-63.0,1,58,322,322,322,322,322,322,322,322,322,3.750729641369534,1.2789474478282854,0
thermal_only,-63.0,1,59,726,726,726,726,726,726,726,726,726,5.579354695702611,1.2775138703597557,0
thermal_only,-63.0,1,60,539,539,539,539,539,539,539,539,539,7.361596299898813,1.278731634285807,0
thermal_only,-63.0,1,61,831,831,831,831,831,831,831,831,831,6.268263204216128,1.263927781707627,0
thermal_only,-63.0,1,62,92,92,92,92,92,92,92,92,92,6.930567604099181,1.2866281007386722,0
