packet_index,frame_index,event_index,symbol_count,gt_topk_recall,mean_gt_savaux_rank,pattern_count,bank_kind,mode_best_pattern_on_savaux,mean_best_pattern_gain_vs_savaux,mean_coherent_gain_vs_savaux,mean_whitened_gain_vs_savaux,mean_stable_gain_vs_savaux,mean_hybrid_gain_vs_savaux,savaux_err,savaux_ser,best_pattern_err,best_pattern_ser,best_pattern_changes_vs_savaux,best_pattern_fix_vs_savaux,best_pattern_break_vs_savaux,mean_pattern_err,mean_pattern_ser,mean_pattern_changes_vs_savaux,mean_pattern_fix_vs_savaux,mean_pattern_break_vs_savaux,coherent_pattern_err,coherent_pattern_ser,coherent_pattern_changes_vs_savaux,coherent_pattern_fix_vs_savaux,coherent_pattern_break_vs_savaux,whitened_pattern_err,whitened_pattern_ser,whitened_pattern_changes_vs_savaux,whitened_pattern_fix_vs_savaux,whitened_pattern_break_vs_savaux,stable_pattern_err,stable_pattern_ser,stable_pattern_changes_vs_savaux,stable_pattern_fix_vs_savaux,stable_pattern_break_vs_savaux,hybrid_mean_pattern_err,hybrid_mean_pattern_ser,hybrid_mean_pattern_changes_vs_savaux,hybrid_mean_pattern_fix_vs_savaux,hybrid_mean_pattern_break_vs_savaux,gated_mean_pattern_err,gated_mean_pattern_ser,gated_mean_pattern_changes_vs_savaux,gated_mean_pattern_fix_vs_savaux,gated_mean_pattern_break_vs_savaux,gated_stable_pattern_err,gated_stable_pattern_ser,gated_stable_pattern_changes_vs_savaux,gated_stable_pattern_fix_vs_savaux,gated_stable_pattern_break_vs_savaux,gated_consensus_pattern_err,gated_consensus_pattern_ser,gated_consensus_pattern_changes_vs_savaux,gated_consensus_pattern_fix_vs_savaux,gated_consensus_pattern_break_vs_savaux,gated_hybrid_pattern_err,gated_hybrid_pattern_ser,gated_hybrid_pattern_changes_vs_savaux,gated_hybrid_pattern_fix_vs_savaux,gated_hybrid_pattern_break_vs_savaux,dataset,snr_db,seed
1,1,1,35,1.0,1.0,32,random_only,random_021,0.17089228453834554,0.06175880975969738,0.2269582724996417,0.8416632273954562,0.1410344790750239,0,0.0,9,0.2571428571428571,9,0,9,3,0.08571428571428572,3,0,3,4,0.11428571428571428,4,0,4,3,0.08571428571428572,3,0,3,0,0.0,0,0,0,3,0.08571428571428572,3,0,3,2,0.05714285714285714,2,0,2,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-24.0,2
2,2,2,35,1.0,1.2857142857142858,32,random_only,random_019,0.20099563947682264,0.06352250308541439,0.2339869761697773,0.8093198147939283,0.14807852424576054,5,0.14285714285714285,13,0.37142857142857144,14,1,9,4,0.11428571428571428,3,1,0,4,0.11428571428571428,3,1,0,4,0.11428571428571428,3,1,0,5,0.14285714285714285,3,1,1,4,0.11428571428571428,3,1,0,4,0.11428571428571428,3,1,0,4,0.11428571428571428,1,1,0,5,0.14285714285714285,0,0,0,4,0.11428571428571428,2,1,0,0_0_0_10_14_8,-24.0,2
0,0,0,35,0.9714285714285714,3.1142857142857143,32,random_only,random_024,0.22957685219436058,0.06449441136006485,0.23646997251883325,0.7734765373279512,0.15521177895814373,11,0.3142857142857143,22,0.6285714285714286,21,1,12,11,0.3142857142857143,6,2,2,10,0.2857142857142857,9,3,2,10,0.2857142857142857,9,3,2,11,0.3142857142857143,3,1,1,11,0.3142857142857143,6,2,2,11,0.3142857142857143,4,1,1,11,0.3142857142857143,0,0,0,11,0.3142857142857143,0,0,0,11,0.3142857142857143,3,1,1,0_0_0_10_14_8,-25.0,2
1,1,1,35,1.0,1.2571428571428571,32,random_only,random_017,0.18994538100719352,0.06338214800619843,0.23233024259907364,0.8164396517565513,0.1473719082556179,3,0.08571428571428572,20,0.5714285714285714,18,0,17,4,0.11428571428571428,1,0,1,4,0.11428571428571428,1,0,1,4,0.11428571428571428,1,0,1,3,0.08571428571428572,0,0,0,4,0.11428571428571428,1,0,1,4,0.11428571428571428,1,0,1,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,4,0.11428571428571428,1,0,1,0_0_0_10_14_8,-25.0,2
2,2,2,35,0.9428571428571428,2.857142857142857,32,random_only,random_019,0.21469612018097575,0.06373705157391643,0.23469414145362225,0.7859811228568311,0.15151008500414725,7,0.2,20,0.5714285714285714,21,1,14,10,0.2857142857142857,8,1,4,11,0.3142857142857143,6,0,4,10,0.2857142857142857,7,1,4,8,0.22857142857142856,2,0,1,8,0.22857142857142856,5,1,2,8,0.22857142857142856,5,1,2,8,0.22857142857142856,2,0,1,8,0.22857142857142856,2,0,1,8,0.22857142857142856,3,0,1,0_0_0_10_14_8,-25.0,2
0,0,0,35,0.8857142857142857,8.228571428571428,32,random_only,random_024,0.24032768318967312,0.06437724543740249,0.23644501535555038,0.7539272362177896,0.15768002645466297,15,0.42857142857142855,26,0.7428571428571429,23,1,12,20,0.5714285714285714,11,1,6,18,0.5142857142857142,11,1,4,20,0.5714285714285714,13,1,6,15,0.42857142857142855,2,0,0,16,0.45714285714285713,8,2,3,16,0.45714285714285713,7,1,2,15,0.42857142857142855,1,0,0,15,0.42857142857142855,1,0,0,14,0.4,3,1,0,0_0_0_10_14_8,-26.0,2
1,1,1,35,0.9428571428571428,2.4,32,random_only,random_024,0.20593813072269285,0.06389720982252357,0.2341819402427445,0.7898132900495102,0.1521046451600851,5,0.14285714285714285,23,0.6571428571428571,21,0,18,9,0.2571428571428571,6,1,5,8,0.22857142857142856,5,1,4,8,0.22857142857142856,5,1,4,5,0.14285714285714285,2,1,1,7,0.2,4,1,3,6,0.17142857142857143,3,1,2,5,0.14285714285714285,0,0,0,5,0.14285714285714285,0,0,0,4,0.11428571428571428,1,1,0,0_0_0_10_14_8,-26.0,2
2,2,2,35,0.8571428571428571,8.6,32,random_only,random_019,0.24082297027071425,0.06523635370985015,0.2400206208315795,0.7682520019525807,0.15704127520304667,14,0.4,23,0.6571428571428571,23,2,11,15,0.42857142857142855,10,1,2,14,0.4,6,1,1,15,0.42857142857142855,6,0,1,14,0.4,3,0,0,13,0.37142857142857144,6,1,0,13,0.37142857142857144,5,1,0,14,0.4,1,0,0,14,0.4,1,0,0,13,0.37142857142857144,3,1,0,0_0_0_10_14_8,-26.0,2
0,0,0,35,1.0,1.3714285714285714,32,random_only,random_028,0.19064081012060236,0.06264054937042825,0.2293417801637608,0.8063546176626147,0.14749571175511383,6,0.17142857142857143,18,0.5142857142857142,19,2,14,6,0.17142857142857143,5,2,2,7,0.2,1,0,1,8,0.22857142857142856,2,0,2,6,0.17142857142857143,0,0,0,7,0.2,4,1,2,7,0.2,2,0,1,6,0.17142857142857143,0,0,0,6,0.17142857142857143,0,0,0,6,0.17142857142857143,0,0,0,0_0_0_10_14_8,-24.0,42
1,1,1,35,1.0,1.0,32,random_only,random_017,0.17385673861841422,0.06212154787463736,0.22822122214645826,0.8317820487912112,0.1429090628912944,0,0.0,15,0.42857142857142855,15,0,15,0,0.0,0,0,0,2,0.05714285714285714,2,0,2,2,0.05714285714285714,2,0,2,1,0.02857142857142857,1,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0_0_0_10_14_8,-24.0,42
2,2,2,35,1.0,1.3714285714285714,32,random_only,random_005,0.19187420795642804,0.06207259659253247,0.22907286170749636,0.8206299338980417,0.14434818195755272,3,0.08571428571428572,13,0.37142857142857144,12,0,10,7,0.2,4,0,4,6,0.17142857142857143,3,0,3,5,0.14285714285714285,2,0,2,3,0.08571428571428572,0,0,0,5,0.14285714285714285,2,0,2,4,0.11428571428571428,1,0,1,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,0_0_0_10_14_8,-24.0,42
0,0,0,35,0.9714285714285714,2.8285714285714287,32,random_only,random_006,0.20669115351720335,0.06311225742519182,0.23070416136646718,0.7824506561280101,0.15164219796823716,11,0.3142857142857143,23,0.6571428571428571,23,2,14,10,0.2857142857142857,5,2,1,12,0.34285714285714286,1,0,1,11,0.3142857142857143,2,1,1,12,0.34285714285714286,1,0,1,11,0.3142857142857143,3,1,1,12,0.34285714285714286,2,0,1,12,0.34285714285714286,1,0,1,11,0.3142857142857143,0,0,0,11,0.3142857142857143,0,0,0,0_0_0_10_14_8,-25.0,42
1,1,1,35,1.0,1.0857142857142856,32,random_only,random_017,0.1910013024177297,0.06269245419724655,0.23031953128916513,0.8059384528074907,0.1474632412515486,3,0.08571428571428572,21,0.6,20,0,18,6,0.17142857142857143,5,0,3,6,0.17142857142857143,4,0,3,6,0.17142857142857143,4,0,3,5,0.14285714285714285,3,0,2,5,0.14285714285714285,3,0,2,5,0.14285714285714285,3,0,2,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,3,0.08571428571428572,0,0,0,0_0_0_10_14_8,-25.0,42
2,2,2,35,0.9714285714285714,2.6,32,random_only,random_005,0.21169156569301315,0.062148513569083366,0.22930954396500408,0.7910842310866428,0.14858711925284449,7,0.2,20,0.5714285714285714,19,0,13,10,0.2857142857142857,7,0,3,10,0.2857142857142857,6,0,3,10,0.2857142857142857,7,0,3,9,0.2571428571428571,2,0,2,9,0.2571428571428571,4,0,2,9,0.2571428571428571,4,0,2,8,0.22857142857142856,1,0,1,8,0.22857142857142856,1,0,1,8,0.22857142857142856,1,0,1,0_0_0_10_14_8,-25.0,42
0,0,0,35,0.8571428571428571,8.371428571428572,32,random_only,random_006,0.22276159308984794,0.06306522489622582,0.23037017147375763,0.7605365653552739,0.15486521924354021,14,0.4,28,0.8,24,0,14,13,0.37142857142857144,4,1,0,14,0.4,3,1,1,14,0.4,3,1,1,15,0.42857142857142855,2,0,1,13,0.37142857142857144,3,1,0,13,0.37142857142857144,2,1,0,14,0.4,1,0,0,14,0.4,0,0,0,14,0.4,0,0,0,0_0_0_10_14_8,-26.0,42
1,1,1,35,1.0,2.1142857142857143,32,random_only,random_017,0.20533216705173035,0.06277373789979439,0.2302284475166186,0.7799247887164457,0.15127539393973993,8,0.22857142857142856,25,0.7142857142857143,25,1,18,9,0.2571428571428571,6,1,2,9,0.2571428571428571,6,1,2,9,0.2571428571428571,6,1,2,7,0.2,2,1,0,9,0.2571428571428571,5,1,2,7,0.2,3,1,0,8,0.22857142857142856,0,0,0,8,0.22857142857142856,0,0,0,8,0.22857142857142856,1,0,0,0_0_0_10_14_8,-26.0,42
2,2,2,35,0.9142857142857143,7.285714285714286,32,random_only,random_005,0.2263743966209046,0.06309260923359154,0.2327366605493095,0.7729332425297524,0.1528262139708652,13,0.37142857142857144,25,0.7142857142857143,24,1,13,16,0.45714285714285713,8,0,3,16,0.45714285714285713,6,0,3,15,0.42857142857142855,6,0,2,14,0.4,2,0,1,14,0.4,3,0,1,14,0.4,3,0,1,13,0.37142857142857144,0,0,0,13,0.37142857142857144,0,0,0,14,0.4,2,0,1,0_0_0_10_14_8,-26.0,42
1,0,1,35,1.0,1.0285714285714285,32,random_only,random_018,0.18410474718564415,0.06367250461713664,0.23388358202718434,0.8211159079908866,0.14708620308041317,1,0.02857142857142857,13,0.37142857142857144,13,0,12,3,0.08571428571428572,3,0,2,2,0.05714285714285714,3,1,2,2,0.05714285714285714,3,1,2,1,0.02857142857142857,0,0,0,1,0.02857142857142857,2,1,1,2,0.05714285714285714,2,0,1,1,0.02857142857142857,0,0,0,1,0.02857142857142857,0,0,0,2,0.05714285714285714,1,0,1,0_0_0_10_14_16,-24.0,1
2,1,2,35,1.0,1.3142857142857143,32,random_only,random_008,0.21694329218174616,0.06404339248937956,0.23474533828868158,0.7857932949773306,0.15236746910573723,7,0.2,22,0.6285714285714286,21,0,15,10,0.2857142857142857,7,0,3,8,0.22857142857142856,4,0,1,8,0.22857142857142856,4,0,1,7,0.2,2,0,0,9,0.2571428571428571,2,0,2,7,0.2,0,0,0,7,0.2,0,0,0,7,0.2,0,0,0,7,0.2,0,0,0,0_0_0_10_14_16,-24.0,1
3,2,3,35,0.9714285714285714,2.2,32,random_only,random_015,0.19067941265679383,0.06407429875636858,0.235513412139955,0.8176507818443168,0.1483347844689115,7,0.2,13,0.37142857142857144,14,2,8,7,0.2,4,1,1,8,0.22857142857142856,5,1,2,8,0.22857142857142856,5,1,2,8,0.22857142857142856,2,0,1,7,0.2,4,1,1,6,0.17142857142857143,3,1,0,7,0.2,1,0,0,7,0.2,1,0,0,6,0.17142857142857143,2,1,0,0_0_0_10_14_16,-24.0,1
1,0,1,35,1.0,1.1714285714285715,32,random_only,random_018,0.1982113701263785,0.0651810333166353,0.23933841135558365,0.796466024812311,0.15337786167872447,4,0.11428571428571428,20,0.5714285714285714,20,1,17,8,0.22857142857142856,5,0,4,9,0.2571428571428571,6,0,5,9,0.2571428571428571,6,0,5,5,0.14285714285714285,1,0,1,6,0.17142857142857143,3,0,2,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,4,0.11428571428571428,0,0,0,0_0_0_10_14_16,-25.0,1
2,1,2,35,0.9428571428571428,3.8,32,random_only,random_017,0.234494352769573,0.06445737000625001,0.23629672002159172,0.7589429253479172,0.1571370089548333,12,0.34285714285714286,26,0.7428571428571429,25,1,15,14,0.4,11,2,4,16,0.45714285714285713,10,1,5,17,0.4857142857142857,11,1,6,11,0.3142857142857143,4,1,0,14,0.4,7,2,4,14,0.4,3,0,2,12,0.34285714285714286,0,0,0,12,0.34285714285714286,0,0,0,12,0.34285714285714286,1,0,0,0_0_0_10_14_16,-25.0,1
3,2,3,35,0.9142857142857143,4.885714285714286,32,random_only,random_019,0.20134493630160408,0.06456506931237614,0.23766688344401493,0.7998674629068441,0.15138795604003855,11,0.3142857142857143,20,0.5714285714285714,20,2,11,11,0.3142857142857143,5,1,1,10,0.2857142857142857,4,1,0,10,0.2857142857142857,4,1,0,10,0.2857142857142857,2,1,0,10,0.2857142857142857,4,1,0,11,0.3142857142857143,3,0,0,11,0.3142857142857143,1,0,0,11,0.3142857142857143,1,0,0,11,0.3142857142857143,2,0,0,0_0_0_10_14_16,-25.0,1
1,0,1,35,1.0,2.2,32,random_only,random_014,0.2143065716594254,0.06556690394253442,0.2404530665634866,0.7772247712251222,0.15669609411889845,13,0.37142857142857144,26,0.7428571428571429,23,0,13,14,0.4,8,1,2,12,0.34285714285714286,7,2,1,12,0.34285714285714286,7,2,1,12,0.34285714285714286,3,1,0,13,0.37142857142857144,6,1,1,15,0.42857142857142855,6,0,2,13,0.37142857142857144,0,0,0,13,0.37142857142857144,0,0,0,13,0.37142857142857144,2,0,0,0_0_0_10_14_16,-26.0,1
2,1,2,35,0.8571428571428571,10.514285714285714,32,random_only,random_010,0.24551412354737587,0.06373934086495789,0.23357561311179517,0.7360843865427193,0.15939007154050847,20,0.5714285714285714,27,0.7714285714285715,27,3,10,21,0.6,13,2,3,20,0.5714285714285714,10,2,2,20,0.5714285714285714,11,2,2,22,0.6285714285714286,5,0,2,20,0.5714285714285714,6,2,2,21,0.6,5,1,2,22,0.6285714285714286,2,0,2,20,0.5714285714285714,0,0,0,21,0.6,2,0,1,0_0_0_10_14_16,-26.0,1
3,2,3,35,0.8857142857142857,13.571428571428571,32,random_only,random_019,0.2129040020704321,0.06489639866504358,0.23906908679687433,0.7780761682962879,0.15510871412838792,12,0.34285714285714286,25,0.7142857142857143,23,0,13,16,0.45714285714285713,7,0,4,15,0.42857142857142855,6,0,3,15,0.42857142857142855,6,0,3,12,0.34285714285714286,1,0,0,14,0.4,5,0,2,14,0.4,5,0,2,12,0.34285714285714286,1,0,0,12,0.34285714285714286,1,0,0,12,0.34285714285714286,2,0,0,0_0_0_10_14_16,-26.0,1
1,0,1,35,1.0,1.2571428571428571,32,random_only,random_017,0.19974522663387753,0.06185366284430269,0.22779110457400784,0.7939474921063945,0.14766125879020145,5,0.14285714285714285,19,0.5428571428571428,19,1,15,6,0.17142857142857143,5,1,2,6,0.17142857142857143,5,1,2,6,0.17142857142857143,5,1,2,4,0.11428571428571428,2,1,0,5,0.14285714285714285,4,1,1,5,0.14285714285714285,2,0,0,4,0.11428571428571428,2,1,0,5,0.14285714285714285,0,0,0,5,0.14285714285714285,2,0,0,0_0_0_10_14_16,-24.0,2
2,1,2,35,1.0,1.3714285714285714,32,random_only,random_004,0.18103689634537748,0.06308260730664107,0.23193809984458857,0.8151760454033851,0.14679505140160815,6,0.17142857142857143,17,0.4857142857142857,17,0,11,4,0.11428571428571428,5,2,0,4,0.11428571428571428,4,2,0,5,0.14285714285714285,4,1,0,5,0.14285714285714285,3,1,0,4,0.11428571428571428,4,2,0,5,0.14285714285714285,3,1,0,6,0.17142857142857143,0,0,0,6,0.17142857142857143,0,0,0,6,0.17142857142857143,1,0,0,0_0_0_10_14_16,-24.0,2
3,2,3,35,1.0,1.1142857142857143,32,random_only,random_019,0.1871508188130823,0.06084157200112934,0.2235686671154164,0.8112396762186813,0.14333797548288582,2,0.05714285714285714,19,0.5428571428571428,19,0,17,5,0.14285714285714285,7,2,5,7,0.2,8,1,6,7,0.2,8,1,6,1,0.02857142857142857,1,1,0,4,0.11428571428571428,6,2,4,6,0.17142857142857143,4,0,4,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,2,0.05714285714285714,0,0,0,0_0_0_10_14_16,-24.0,2
1,0,1,35,0.9428571428571428,2.6,32,random_only,random_017,0.21418486660516364,0.06119396193271849,0.22513911077488102,0.7680232723988136,0.1499459721026554,9,0.2571428571428571,23,0.6571428571428571,20,0,14,13,0.37142857142857144,11,2,6,13,0.37142857142857144,10,1,5,12,0.34285714285714286,9,1,4,9,0.2571428571428571,2,0,0,9,0.2571428571428571,7,2,2,12,0.34285714285714286,10,2,5,9,0.2571428571428571,1,0,0,9,0.2571428571428571,0,0,0,7,0.2,5,2,0,0_0_0_10_14_16,-25.0,2
2,1,2,35,1.0,2.342857142857143,32,random_only,random_004,0.19698786677113964,0.062053774394965226,0.22823670090829015,0.7832148800596651,0.1493586086354765,8,0.22857142857142856,21,0.6,20,0,13,9,0.2571428571428571,7,1,2,9,0.2571428571428571,7,1,2,9,0.2571428571428571,7,1,2,6,0.17142857142857143,3,2,0,8,0.22857142857142856,5,1,1,8,0.22857142857142856,5,1,1,7,0.2,1,1,0,8,0.22857142857142856,0,0,0,8,0.22857142857142856,2,0,0,0_0_0_10_14_16,-25.0,2
3,2,3,35,1.0,1.8571428571428572,32,random_only,random_031,0.20313431505295046,0.0590939397674277,0.21726494974954905,0.7778150916014328,0.14467782243116104,11,0.3142857142857143,25,0.7142857142857143,24,0,14,12,0.34285714285714286,11,3,4,12,0.34285714285714286,11,2,3,12,0.34285714285714286,10,2,3,10,0.2857142857142857,3,1,0,12,0.34285714285714286,9,2,3,12,0.34285714285714286,6,1,2,11,0.3142857142857143,1,0,0,11,0.3142857142857143,0,0,0,10,0.2857142857142857,3,1,0,0_0_0_10_14_16,-25.0,2
1,0,1,35,0.9142857142857143,6.3428571428571425,32,random_only,random_019,0.23207686310712294,0.059532820786232475,0.21862452953562395,0.7408701312119034,0.15096980608801588,16,0.45714285714285713,27,0.7714285714285715,24,0,11,19,0.5428571428571428,16,1,4,17,0.4857142857142857,15,2,3,17,0.4857142857142857,15,2,3,17,0.4857142857142857,6,0,1,18,0.5142857142857142,15,1,3,18,0.5142857142857142,15,1,3,16,0.45714285714285713,2,0,0,16,0.45714285714285713,0,0,0,18,0.5142857142857142,8,0,2,0_0_0_10_14_16,-26.0,2
2,1,2,35,0.8285714285714286,7.114285714285714,32,random_only,random_004,0.2036205800157922,0.061706841607339705,0.22686041371525348,0.7591986513272123,0.15210033560582828,13,0.37142857142857144,28,0.8,29,2,17,18,0.5142857142857142,13,0,5,15,0.42857142857142855,10,1,3,16,0.45714285714285713,11,1,4,14,0.4,6,1,2,16,0.45714285714285713,8,0,3,15,0.42857142857142855,7,0,2,13,0.37142857142857144,2,0,0,13,0.37142857142857144,1,0,0,13,0.37142857142857144,4,0,0,0_0_0_10_14_16,-26.0,2
