dataset,target_snr_db,noise_seed,packet_count,center_symbol_ser,multi_symbol_ser,pure_symbol_ser,pure_gain_vs_center,pure_gain_vs_multi,pure_crc_valid_rate,mean_phase_score,mean_amp_score,mean_candidate_count,mean_selected_energy_drop_db,mean_phase_line_r2,mean_phase_line_rmse_pi
0_0_0_10_14_16,-24.0,45,11,0.8597402597402598,0.548051948051948,0.9038961038961041,-0.044155844155844164,-0.35584415584415585,0.0,0.9734521269893759,0.8630706768652431,32.0,-0.7267790673411979,0.9916964087683803,0.10042879620130442
0_0_0_10_14_16,-25.0,45,11,0.9012987012987014,0.6883116883116883,0.942857142857143,-0.04155844155844155,-0.25454545454545446,0.0,0.973765792348773,0.8618368324183355,32.0,-0.7295567198764538,0.9652420990886416,0.10204690703977656
0_0_0_10_14_16,-26.0,45,11,0.9272727272727274,0.7870129870129869,0.9636363636363636,-0.03636363636363637,-0.1766233766233766,0.0,0.9737257442261892,0.8658553879840571,32.0,-0.7009868589979376,0.9704038155614364,0.08822183752071841
0_0_0_10_14_16,-22.0,46,11,0.6545454545454545,0.14025974025974025,0.6493506493506493,0.005194805194805219,-0.5090909090909091,0.0,0.9690105190338234,0.8771454056479542,32.0,-0.6589547559034957,0.9855407416380552,0.13327537286944144
0_0_0_10_14_16,-23.0,46,11,0.7506493506493507,0.2883116883116883,0.7818181818181817,-0.03116883116883116,-0.49350649350649345,0.0,0.9719905912203303,0.8693523359753322,32.0,-0.6904144380785174,0.96134446212005,0.10725085803456859
0_0_0_10_14_16,-24.0,46,11,0.8441558441558444,0.45714285714285713,0.8363636363636364,0.007792207792207805,-0.37922077922077924,0.0,0.9732621689679721,0.8649833635589439,32.0,-0.7138051412024174,0.9520774871110004,0.10789214374090751
0_0_0_10_14_16,-25.0,46,11,0.9194805194805195,0.6129870129870129,0.9194805194805196,-2.0185873175002847e-17,-0.30649350649350654,0.0,0.9730437618525826,0.8678638480205451,32.0,-0.6968349898879859,0.9568867896169486,0.09972789513475976
0_0_0_10_14_16,-26.0,46,11,0.9454545454545454,0.7584415584415585,0.9688311688311688,-0.023376623376623384,-0.21038961038961038,0.0,0.9719406356542951,0.8723589858015434,32.0,-0.6717897714405908,0.9904253812210381,0.12420879558424693
mean,-22.0,mean,55,0.6644155844155843,0.1854545454545454,0.6519480519480519,0.012467532467532478,-0.4664935064935065,0.0,0.9717830846688338,0.8749397740504536,32.0,-0.6721692844671305,0.987244692664515,0.11742975813925557
mean,-23.0,mean,55,0.7677922077922077,0.34025974025974026,0.8098701298701296,-0.042077922077922054,-0.4696103896103896,0.0,0.9711009409568027,0.8715557815114142,32.0,-0.680892388188508,0.98330135435942,0.11011773067466743
mean,-24.0,mean,55,0.8535064935064935,0.5101298701298702,0.8836363636363638,-0.030129870129870128,-0.3735064935064935,0.0,0.9718015356443189,0.8700788356159898,32.0,-0.6860399213638472,0.9681959617032311,0.11144894346226115
mean,-25.0,mean,55,0.9096103896103896,0.668051948051948,0.9309090909090909,-0.021298701298701296,-0.2628571428571428,0.0,0.9720518707698146,0.8727443263572706,32.0,-0.667331378355032,0.9796791318308806,0.10747656762982032
mean,-26.0,mean,55,0.9418181818181818,0.7911688311688311,0.9615584415584415,-0.019740259740259745,-0.17038961038961037,0.0,0.9721348090565526,0.8741180269755479,32.0,-0.658166869724625,0.9767511013041764,0.10930604900511634
