dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_raw_bin,savaux_top1_raw_bin,phase_line_raw_bin,gt_symbol,savaux_top1_symbol,phase_line_symbol,gt_in_stage1_top40_raw,gt_in_actual_viterbi_candidates_raw,stage1_topk_size,actual_viterbi_candidate_count,effective_top_l,hard_anchor,high_confidence,pre_hard_anchor_count,hard_anchor_rmse_pi,category,gt_local_score,selected_local_score,local_score_delta_gt_minus_selected,lock_active
0_0_0_10_14_16,-26.0,42,1,21,553,843,940,552,842,939,1,1,40,16,16,0,0,2,3.6039356410736343e-16,E1_gt_in_candidates_local_score_loss,0.8150911999210881,0.8984308553213424,-0.08333965540025423,0
0_0_0_10_14_16,-26.0,42,1,22,629,629,629,628,628,628,1,1,40,4,16,0,1,2,3.6039356410736343e-16,A_savaux_ok_phase_ok,0.9811071687924486,0.9811071687924486,0.0,1
0_0_0_10_14_16,-26.0,42,1,23,759,725,725,758,724,724,0,0,40,16,16,0,0,2,3.6039356410736343e-16,D_stage1_top40_miss,,0.9581548489720956,,0
0_0_0_10_14_16,-26.0,42,1,24,874,744,744,873,743,743,1,1,40,4,16,0,1,2,3.6039356410736343e-16,E1_gt_in_candidates_local_score_loss,0.7276307300817728,0.9626747585362474,-0.23504402845447459,1
0_0_0_10_14_16,-26.0,42,1,25,720,720,720,719,719,719,1,1,40,4,16,0,1,2,3.6039356410736343e-16,A_savaux_ok_phase_ok,0.9981647627474233,0.9981647627474233,0.0,1
0_0_0_10_14_16,-26.0,42,1,26,314,712,194,313,711,193,1,1,40,16,16,0,0,2,3.6039356410736343e-16,E1_gt_in_candidates_local_score_loss,0.8137020322157826,0.8896857027681874,-0.07598367055240474,0
0_0_0_10_14_16,-26.0,42,1,27,602,602,602,601,601,601,1,1,40,16,16,0,0,2,3.6039356410736343e-16,A_savaux_ok_phase_ok,0.9480652684325306,0.9480652684325306,0.0,0
0_0_0_10_14_16,-26.0,42,1,28,7,7,7,6,6,6,1,1,40,4,16,0,1,2,3.6039356410736343e-16,A_savaux_ok_phase_ok,1.009540158123393,1.009540158123393,0.0,1
0_0_0_10_14_16,-26.0,42,1,29,610,610,610,609,609,609,1,1,40,4,16,0,1,2,3.6039356410736343e-16,A_savaux_ok_phase_ok,0.9915143773611637,0.9915143773611637,0.0,1
0_0_0_10_14_16,-26.0,42,1,30,807,342,807,806,341,806,1,1,40,16,16,0,0,2,3.6039356410736343e-16,B_savaux_wrong_phase_rescue,0.9037349150518533,0.9037349150518533,0.0,0
0_0_0_10_14_16,-26.0,42,1,31,897,114,996,896,113,995,1,0,40,16,16,0,0,2,3.6039356410736343e-16,E0_gt_in_top40_but_not_actual_candidates,,0.8266864416930362,,0
0_0_0_10_14_16,-26.0,42,1,32,749,749,749,748,748,748,1,1,40,16,16,0,0,2,3.6039356410736343e-16,A_savaux_ok_phase_ok,0.9057908015663736,0.9057908015663736,0.0,0
0_0_0_10_14_16,-26.0,42,1,33,584,808,808,583,807,807,1,1,40,16,16,0,0,2,3.6039356410736343e-16,E1_gt_in_candidates_local_score_loss,0.7944936468972884,0.9551285892420127,-0.1606349423447243,0
0_0_0_10_14_16,-26.0,42,1,34,934,473,52,933,472,51,1,1,40,16,16,0,0,2,3.6039356410736343e-16,E1_gt_in_candidates_local_score_loss,0.7341052650053618,0.8683201004621115,-0.13421483545674973,0
0_0_0_10_14_16,-26.0,42,2,0,803,830,830,802,829,829,1,1,40,16,16,0,0,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.7688857655495775,0.9098148621626133,-0.14092909661303576,0
0_0_0_10_14_16,-26.0,42,2,1,826,826,826,825,825,825,1,1,40,4,16,0,1,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9850374679127036,0.9850374679127036,0.0,1
0_0_0_10_14_16,-26.0,42,2,2,922,358,358,921,357,357,1,1,40,16,16,0,0,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.7856192044349439,0.9411131945072924,-0.15549399007234843,0
0_0_0_10_14_16,-26.0,42,2,3,718,718,718,717,717,717,1,1,40,16,16,0,0,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.960945205713546,0.960945205713546,0.0,0
0_0_0_10_14_16,-26.0,42,2,4,86,86,86,85,85,85,1,1,40,4,16,0,1,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,1.0055287446270211,1.0055287446270211,0.0,1
0_0_0_10_14_16,-26.0,42,2,5,468,544,468,467,543,467,1,1,40,16,16,0,0,2,4.9977595182166055e-17,B_savaux_wrong_phase_rescue,0.9399542118118928,0.9399542118118928,0.0,0
0_0_0_10_14_16,-26.0,42,2,6,89,89,89,88,88,88,1,1,40,4,16,0,1,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9849673928053189,0.9849673928053189,0.0,1
0_0_0_10_14_16,-26.0,42,2,7,713,713,713,712,712,712,1,1,40,16,16,0,0,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.959311217390847,0.959311217390847,0.0,0
0_0_0_10_14_16,-26.0,42,2,8,865,247,247,864,246,246,1,1,40,4,16,0,1,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.6818414329691576,0.9876870946378888,-0.3058456616687313,1
0_0_0_10_14_16,-26.0,42,2,9,492,884,884,491,883,883,1,1,40,16,16,0,0,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.8120482446000324,0.8816269859209934,-0.06957874132096098,0
0_0_0_10_14_16,-26.0,42,2,10,765,765,765,764,764,764,1,1,40,16,16,0,0,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9672623988136337,0.9672623988136337,0.0,0
0_0_0_10_14_16,-26.0,42,2,11,1023,1023,1023,1022,1022,1022,1,1,40,4,16,0,1,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9344078671262008,0.9344078671262008,0.0,1
0_0_0_10_14_16,-26.0,42,2,12,597,151,151,596,150,150,0,0,40,4,16,0,1,2,4.9977595182166055e-17,D_stage1_top40_miss,,0.9349479102350807,,1
0_0_0_10_14_16,-26.0,42,2,13,562,825,825,561,824,824,0,0,40,16,16,0,0,2,4.9977595182166055e-17,D_stage1_top40_miss,,0.8911334215281869,,0
0_0_0_10_14_16,-26.0,42,2,14,478,478,478,477,477,477,1,1,40,4,16,1,1,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9344007718856886,0.9344007718856886,0.0,1
0_0_0_10_14_16,-26.0,42,2,15,267,986,986,266,985,985,1,1,40,16,16,0,0,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.8288088891864591,0.8972628930499343,-0.06845400386347522,0
0_0_0_10_14_16,-26.0,42,2,16,917,917,917,916,916,916,1,1,40,4,16,0,1,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,1.000858425443977,1.000858425443977,0.0,1
0_0_0_10_14_16,-26.0,42,2,17,656,656,656,655,655,655,1,1,40,16,16,0,0,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9617253707842689,0.9617253707842689,0.0,0
0_0_0_10_14_16,-26.0,42,2,18,889,889,889,888,888,888,1,1,40,16,16,0,0,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9653346028309686,0.9653346028309686,0.0,0
0_0_0_10_14_16,-26.0,42,2,19,510,510,510,509,509,509,1,1,40,4,16,0,1,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.98199500173429,0.98199500173429,0.0,1
0_0_0_10_14_16,-26.0,42,2,20,860,38,38,859,37,37,1,1,40,16,16,0,0,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.684975223024251,0.8882643682280955,-0.20328914520384456,0
0_0_0_10_14_16,-26.0,42,2,21,553,529,397,552,528,396,1,1,40,16,16,0,0,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.9448399547155019,0.9603822880336217,-0.015542333318119828,0
0_0_0_10_14_16,-26.0,42,2,22,629,314,314,628,313,313,1,1,40,16,16,0,0,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.7989263577273346,0.9124769793357107,-0.11355062160837615,0
0_0_0_10_14_16,-26.0,42,2,23,759,276,276,758,275,275,1,1,40,4,16,0,1,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.691252658705793,1.0102784517990495,-0.3190257930932565,1
0_0_0_10_14_16,-26.0,42,2,24,874,931,351,873,930,350,1,1,40,16,16,0,0,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.8159472718191297,0.8842481208807904,-0.06830084906166067,0
0_0_0_10_14_16,-26.0,42,2,25,720,720,720,719,719,719,1,1,40,4,16,0,1,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.941498070681064,0.941498070681064,0.0,1
0_0_0_10_14_16,-26.0,42,2,26,314,839,699,313,838,698,0,0,40,16,16,0,0,2,4.9977595182166055e-17,D_stage1_top40_miss,,0.825637050566246,,0
0_0_0_10_14_16,-26.0,42,2,27,602,365,365,601,364,364,0,0,40,16,16,0,0,2,4.9977595182166055e-17,D_stage1_top40_miss,,0.9284814961261953,,0
0_0_0_10_14_16,-26.0,42,2,28,7,650,650,6,649,649,1,1,40,16,16,0,0,2,4.9977595182166055e-17,E1_gt_in_candidates_local_score_loss,0.7908592012448514,0.8839933836703766,-0.09313418242552518,0
0_0_0_10_14_16,-26.0,42,2,29,610,174,610,609,173,609,1,1,40,16,16,0,0,2,4.9977595182166055e-17,B_savaux_wrong_phase_rescue,0.9423202160940389,0.9423202160940389,0.0,0
0_0_0_10_14_16,-26.0,42,2,30,775,775,775,774,774,774,1,1,40,16,16,0,0,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9522859537524524,0.9522859537524524,0.0,0
0_0_0_10_14_16,-26.0,42,2,31,912,912,912,911,911,911,1,1,40,16,16,0,0,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9754728739127131,0.9754728739127131,0.0,0
0_0_0_10_14_16,-26.0,42,2,32,768,768,768,767,767,767,1,1,40,4,16,0,1,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9321544447249484,0.9321544447249484,0.0,1
0_0_0_10_14_16,-26.0,42,2,33,581,581,581,580,580,580,1,1,40,4,16,1,1,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.9348730027625068,0.9348730027625068,0.0,1
0_0_0_10_14_16,-26.0,42,2,34,93,93,93,92,92,92,1,1,40,16,16,0,0,2,4.9977595182166055e-17,A_savaux_ok_phase_ok,0.8845260017389416,0.8845260017389416,0.0,0
0_0_0_10_14_16,-26.0,42,3,0,222,685,685,221,684,684,1,1,40,16,16,0,0,1,inf,E1_gt_in_candidates_local_score_loss,0.6138602046008915,0.8947291678367765,-0.28086896323588495,0
0_0_0_10_14_16,-26.0,42,3,1,711,323,323,710,322,322,1,0,40,16,16,0,0,1,inf,E0_gt_in_top40_but_not_actual_candidates,,0.8865457664554408,,0
0_0_0_10_14_16,-26.0,42,3,2,871,1004,1004,870,1003,1003,1,1,40,16,16,0,0,1,inf,E1_gt_in_candidates_local_score_loss,0.7460353741219653,0.8790740599089268,-0.13303868578696154,0
0_0_0_10_14_16,-26.0,42,3,3,718,604,604,717,603,603,1,1,40,16,16,0,0,1,inf,E1_gt_in_candidates_local_score_loss,0.676040486813886,0.894130121074853,-0.21808963426096706,0
0_0_0_10_14_16,-26.0,42,3,4,107,107,107,106,106,106,1,1,40,16,16,0,0,1,inf,A_savaux_ok_phase_ok,0.8935987397044527,0.8935987397044527,0.0,0
0_0_0_10_14_16,-26.0,42,3,5,468,693,693,467,692,692,1,0,40,16,16,0,0,1,inf,E0_gt_in_top40_but_not_actual_candidates,,0.8806764481907402,,0
0_0_0_10_14_16,-26.0,42,3,6,89,752,752,88,751,751,0,0,40,16,16,0,0,1,inf,D_stage1_top40_miss,,0.88446033887612,,0
0_0_0_10_14_16,-26.0,42,3,7,713,602,602,712,601,601,0,0,40,16,16,0,0,1,inf,D_stage1_top40_miss,,0.9652773256832604,,0
0_0_0_10_14_16,-26.0,42,3,8,865,85,865,864,84,864,1,1,40,16,16,0,0,1,inf,B_savaux_wrong_phase_rescue,0.8853511859073252,0.8853511859073252,0.0,0
0_0_0_10_14_16,-26.0,42,3,9,492,527,492,491,526,491,1,1,40,16,16,0,0,1,inf,B_savaux_wrong_phase_rescue,0.927052993280111,0.927052993280111,0.0,0
0_0_0_10_14_16,-26.0,42,3,10,765,765,765,764,764,764,1,1,40,16,16,0,0,1,inf,A_savaux_ok_phase_ok,0.9628184343322451,0.9628184343322451,0.0,0
0_0_0_10_14_16,-26.0,42,3,11,1023,1023,1023,1022,1022,1022,1,1,40,4,16,0,1,1,inf,A_savaux_ok_phase_ok,0.9787829984220525,0.9787829984220525,0.0,1
0_0_0_10_14_16,-26.0,42,3,12,597,597,597,596,596,596,1,1,40,16,16,0,0,1,inf,A_savaux_ok_phase_ok,0.9519171923048342,0.9519171923048342,0.0,0
0_0_0_10_14_16,-26.0,42,3,13,562,562,562,561,561,561,1,1,40,16,16,0,0,1,inf,A_savaux_ok_phase_ok,0.9649010582122535,0.9649010582122535,0.0,0
0_0_0_10_14_16,-26.0,42,3,14,478,478,478,477,477,477,1,1,40,4,16,0,1,1,inf,A_savaux_ok_phase_ok,0.9932061006139118,0.9932061006139118,0.0,1
0_0_0_10_14_16,-26.0,42,3,15,267,455,455,266,454,454,1,1,40,4,16,0,1,1,inf,E1_gt_in_candidates_local_score_loss,0.6662999907531756,0.9385169179283069,-0.27221692717513135,1
0_0_0_10_14_16,-26.0,42,3,16,917,501,917,916,500,916,1,1,40,16,16,0,0,1,inf,B_savaux_wrong_phase_rescue,0.9038434865244525,0.9038434865244525,0.0,0
0_0_0_10_14_16,-26.0,42,3,17,656,656,656,655,655,655,1,1,40,4,16,0,1,1,inf,A_savaux_ok_phase_ok,1.0006545223317445,1.0006545223317445,0.0,1
0_0_0_10_14_16,-26.0,42,3,18,889,177,177,888,176,176,1,0,40,4,16,0,1,1,inf,E3_lock_or_high_conf_removed_gt,,0.9301403133476599,,1
0_0_0_10_14_16,-26.0,42,3,19,510,510,510,509,509,509,1,1,40,4,16,0,1,1,inf,A_savaux_ok_phase_ok,1.0060481828881411,1.0060481828881411,0.0,1
0_0_0_10_14_16,-26.0,42,3,20,860,860,860,859,859,859,1,1,40,4,16,0,1,1,inf,A_savaux_ok_phase_ok,0.9796247144623947,0.9796247144623947,0.0,1
0_0_0_10_14_16,-26.0,42,3,21,553,553,553,552,552,552,1,1,40,4,16,0,1,1,inf,A_savaux_ok_phase_ok,0.9860473072309003,0.9860473072309003,0.0,1
0_0_0_10_14_16,-26.0,42,3,22,629,967,967,628,966,966,0,0,40,16,16,0,0,1,inf,D_stage1_top40_miss,,0.8940750126226455,,0
0_0_0_10_14_16,-26.0,42,3,23,759,879,691,758,878,690,0,0,40,16,16,0,0,1,inf,D_stage1_top40_miss,,0.9203753029032575,,0
0_0_0_10_14_16,-26.0,42,3,24,874,874,874,873,873,873,1,1,40,4,16,0,1,1,inf,A_savaux_ok_phase_ok,0.9223964922211135,0.9223964922211135,0.0,1
0_0_0_10_14_16,-26.0,42,3,25,720,306,306,719,305,305,1,1,40,16,16,0,0,1,inf,E1_gt_in_candidates_local_score_loss,0.7356762360339582,0.9296041124990922,-0.1939278764651341,0
0_0_0_10_14_16,-26.0,42,3,26,314,314,314,313,313,313,1,1,40,16,16,0,0,1,inf,A_savaux_ok_phase_ok,0.975944619619399,0.975944619619399,0.0,0
0_0_0_10_14_16,-26.0,42,3,27,602,602,602,601,601,601,1,1,40,16,16,0,0,1,inf,A_savaux_ok_phase_ok,0.9295236838428959,0.9295236838428959,0.0,0
0_0_0_10_14_16,-26.0,42,3,28,7,7,7,6,6,6,1,1,40,4,16,0,1,1,inf,A_savaux_ok_phase_ok,0.9172588796686912,0.9172588796686912,0.0,1
0_0_0_10_14_16,-26.0,42,3,29,610,635,635,609,634,634,1,1,40,4,16,0,1,1,inf,E1_gt_in_candidates_local_score_loss,0.5566753238832011,0.9172644822510665,-0.3605891583678654,1
0_0_0_10_14_16,-26.0,42,3,30,778,891,6,777,890,5,0,0,40,16,16,0,0,1,inf,D_stage1_top40_miss,,0.8470896087734876,,0
0_0_0_10_14_16,-26.0,42,3,31,897,897,897,896,896,896,1,1,40,16,16,0,0,1,inf,A_savaux_ok_phase_ok,0.9027214434821168,0.9027214434821168,0.0,0
0_0_0_10_14_16,-26.0,42,3,32,740,803,803,739,802,802,1,1,40,16,16,0,0,1,inf,E1_gt_in_candidates_local_score_loss,0.7702215653239829,0.8983725666192104,-0.1281510012952275,0
0_0_0_10_14_16,-26.0,42,3,33,590,104,104,589,103,103,1,1,40,4,16,0,1,1,inf,E1_gt_in_candidates_local_score_loss,0.7348629833869811,0.930906920933501,-0.19604393754651994,1
0_0_0_10_14_16,-26.0,42,3,34,930,930,930,929,929,929,1,1,40,4,16,1,1,1,inf,A_savaux_ok_phase_ok,0.9254664416898515,0.9254664416898515,0.0,1
0_0_0_10_14_16,-26.0,42,5,0,222,222,222,221,221,221,1,1,40,16,16,0,0,4,0.41464701669611376,A_savaux_ok_phase_ok,0.962521057368215,0.962521057368215,0.0,0
0_0_0_10_14_16,-26.0,42,5,1,826,543,543,825,542,542,1,0,40,16,16,0,0,4,0.41464701669611376,E0_gt_in_top40_but_not_actual_candidates,,0.9453241328019715,,0
0_0_0_10_14_16,-26.0,42,5,2,871,775,775,870,774,774,1,0,40,16,16,0,0,4,0.41464701669611376,E0_gt_in_top40_but_not_actual_candidates,,0.9349017371934673,,0
0_0_0_10_14_16,-26.0,42,5,3,718,718,718,717,717,717,1,1,40,4,16,1,1,4,0.41464701669611376,A_savaux_ok_phase_ok,0.9393688870599597,0.9393688870599597,0.0,1
0_0_0_10_14_16,-26.0,42,5,4,86,620,474,85,619,473,0,0,40,16,16,0,0,4,0.41464701669611376,D_stage1_top40_miss,,0.8354459402216262,,0
0_0_0_10_14_16,-26.0,42,5,5,468,194,194,467,193,193,1,0,40,4,16,0,1,4,0.41464701669611376,E3_lock_or_high_conf_removed_gt,,0.9892131115219192,,1
0_0_0_10_14_16,-26.0,42,5,6,89,296,296,88,295,295,1,1,40,16,16,0,0,4,0.41464701669611376,E1_gt_in_candidates_local_score_loss,0.6469708512468253,0.9296136448743434,-0.2826427936275181,0
0_0_0_10_14_16,-26.0,42,5,7,713,713,713,712,712,712,1,1,40,4,16,0,1,4,0.41464701669611376,A_savaux_ok_phase_ok,0.9883346059329979,0.9883346059329979,0.0,1
0_0_0_10_14_16,-26.0,42,5,8,865,865,865,864,864,864,1,1,40,4,16,0,1,4,0.41464701669611376,A_savaux_ok_phase_ok,1.0034745944802475,1.0034745944802475,0.0,1
0_0_0_10_14_16,-26.0,42,5,9,492,492,492,491,491,491,1,1,40,4,16,0,1,4,0.41464701669611376,A_savaux_ok_phase_ok,1.0046729472078098,1.0046729472078098,0.0,1
0_0_0_10_14_16,-26.0,42,5,10,765,225,613,764,224,612,1,0,40,16,16,0,0,4,0.41464701669611376,E0_gt_in_top40_but_not_actual_candidates,,0.8810042135007182,,0
0_0_0_10_14_16,-26.0,42,5,11,1023,1023,1023,1022,1022,1022,1,1,40,4,16,0,1,4,0.41464701669611376,A_savaux_ok_phase_ok,1.0155574127875144,1.0155574127875144,0.0,1
0_0_0_10_14_16,-26.0,42,5,12,597,228,597,596,227,596,1,1,40,16,16,0,0,4,0.41464701669611376,B_savaux_wrong_phase_rescue,0.9157069670718494,0.9157069670718494,0.0,0
0_0_0_10_14_16,-26.0,42,5,13,562,562,562,561,561,561,1,1,40,4,16,1,1,4,0.41464701669611376,A_savaux_ok_phase_ok,0.9234785409358359,0.9234785409358359,0.0,1
0_0_0_10_14_16,-26.0,42,5,14,478,478,478,477,477,477,1,1,40,16,16,0,0,4,0.41464701669611376,A_savaux_ok_phase_ok,0.96183666529977,0.96183666529977,0.0,0
0_0_0_10_14_16,-26.0,42,5,15,267,267,267,266,266,266,1,1,40,4,16,0,1,4,0.41464701669611376,A_savaux_ok_phase_ok,0.9968913996787224,0.9968913996787224,0.0,1
0_0_0_10_14_16,-26.0,42,5,16,917,917,917,916,916,916,1,1,40,4,16,0,1,4,0.41464701669611376,A_savaux_ok_phase_ok,1.0027309398746065,1.0027309398746065,0.0,1
0_0_0_10_14_16,-26.0,42,5,17,656,656,656,655,655,655,1,1,40,4,16,1,1,4,0.41464701669611376,A_savaux_ok_phase_ok,0.9204258285212933,0.9204258285212933,0.0,1
0_0_0_10_14_16,-26.0,42,5,18,889,889,889,888,888,888,1,1,40,16,16,0,0,4,0.41464701669611376,A_savaux_ok_phase_ok,0.9759086646419638,0.9759086646419638,0.0,0
0_0_0_10_14_16,-26.0,42,5,19,510,261,214,509,260,213,1,1,40,16,16,0,0,4,0.41464701669611376,E1_gt_in_candidates_local_score_loss,0.7287242994037577,0.8148474624465528,-0.0861231630427951,0
0_0_0_10_14_16,-26.0,42,5,20,860,860,860,859,859,859,1,1,40,16,16,0,0,4,0.41464701669611376,A_savaux_ok_phase_ok,0.8835745391156441,0.8835745391156441,0.0,0
0_0_0_10_14_16,-26.0,42,5,21,553,553,553,552,552,552,1,1,40,16,16,0,0,4,0.41464701669611376,A_savaux_ok_phase_ok,0.8717640831288208,0.8717640831288208,0.0,0
0_0_0_10_14_16,-26.0,42,5,22,629,629,629,628,628,628,1,1,40,16,16,0,0,4,0.41464701669611376,A_savaux_ok_phase_ok,0.8829674779095865,0.8829674779095865,0.0,0
0_0_0_10_14_16,-26.0,42,5,23,759,601,601,758,600,600,1,1,40,16,16,0,0,4,0.41464701669611376,E1_gt_in_candidates_local_score_loss,0.6064596474021768,0.9334530246221282,-0.32699337721995136,0
0_0_0_10_14_16,-26.0,42,5,24,874,473,680,873,472,679,1,1,40,16,16,0,0,4,0.41464701669611376,E1_gt_in_candidates_local_score_loss,0.7288094420021579,0.8628123569770372,-0.13400291497487926,0
0_0_0_10_14_16,-26.0,42,5,25,720,720,720,719,719,719,1,1,40,4,16,1,1,4,0.41464701669611376,A_savaux_ok_phase_ok,0.9299481315472504,0.9299481315472504,0.0,1
0_0_0_10_14_16,-26.0,42,5,26,314,314,314,313,313,313,1,1,40,16,16,0,0,4,0.41464701669611376,A_savaux_ok_phase_ok,0.8990425375563621,0.8990425375563621,0.0,0
0_0_0_10_14_16,-26.0,42,5,27,602,602,602,601,601,601,1,1,40,16,16,0,0,4,0.41464701669611376,A_savaux_ok_phase_ok,0.877291456539249,0.877291456539249,0.0,0
0_0_0_10_14_16,-26.0,42,5,28,7,663,663,6,662,662,1,1,40,16,16,0,0,4,0.41464701669611376,E1_gt_in_candidates_local_score_loss,0.7468450880556426,0.89169953210811,-0.1448544440524674,0
0_0_0_10_14_16,-26.0,42,5,29,610,144,144,609,143,143,1,1,40,4,16,0,1,4,0.41464701669611376,E1_gt_in_candidates_local_score_loss,0.5370001103706026,0.928981916296336,-0.3919818059257334,1
