dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,null_bin_count,savaux_bin,savaux_error,gls_offpacket_fixed_bin,gls_offpacket_fixed_error,gls_packet_null_bin,gls_packet_null_error,gls_symbol_null_bin,gls_symbol_null_error
0_0_0_10_14_32,-26.0,56,7,16,24,917,1004,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,56,7,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,56,7,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,56,7,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,56,7,20,28,860,1001,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,56,7,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,56,7,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,56,7,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,56,7,24,32,874,1000,296,1,296,1,296,1,296,1
0_0_0_10_14_32,-26.0,56,7,25,33,720,1000,893,1,893,1,893,1,893,1
0_0_0_10_14_32,-26.0,56,7,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,56,7,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,56,7,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-26.0,56,7,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,56,7,30,38,807,1000,580,1,580,1,580,1,580,1
0_0_0_10_14_32,-26.0,56,7,31,39,921,1000,921,0,921,0,921,0,921,0
0_0_0_10_14_32,-26.0,56,7,32,40,740,1003,740,0,740,0,740,0,740,0
0_0_0_10_14_32,-26.0,56,7,33,41,587,1000,587,0,587,0,587,0,587,0
0_0_0_10_14_32,-26.0,56,7,34,42,932,1000,932,0,932,0,932,0,932,0
0_0_0_10_14_32,-26.0,57,0,0,8,803,1000,1019,1,1019,1,1019,1,1019,1
0_0_0_10_14_32,-26.0,57,0,1,9,711,1000,839,1,839,1,839,1,839,1
0_0_0_10_14_32,-26.0,57,0,2,10,922,1002,446,1,446,1,446,1,446,1
0_0_0_10_14_32,-26.0,57,0,3,11,718,1000,601,1,601,1,601,1,601,1
0_0_0_10_14_32,-26.0,57,0,4,12,107,1000,870,1,870,1,870,1,870,1
0_0_0_10_14_32,-26.0,57,0,5,13,468,1000,390,1,390,1,390,1,390,1
0_0_0_10_14_32,-26.0,57,0,6,14,89,1000,809,1,809,1,809,1,23,1
0_0_0_10_14_32,-26.0,57,0,7,15,713,1000,466,1,466,1,466,1,466,1
0_0_0_10_14_32,-26.0,57,0,8,16,865,1000,989,1,989,1,989,1,989,1
0_0_0_10_14_32,-26.0,57,0,9,17,492,1000,455,1,455,1,455,1,455,1
0_0_0_10_14_32,-26.0,57,0,10,18,765,1000,206,1,206,1,206,1,206,1
0_0_0_10_14_32,-26.0,57,0,11,19,1023,1000,156,1,156,1,156,1,156,1
0_0_0_10_14_32,-26.0,57,0,12,20,597,1000,132,1,132,1,132,1,132,1
0_0_0_10_14_32,-26.0,57,0,13,21,562,1000,326,1,326,1,326,1,326,1
0_0_0_10_14_32,-26.0,57,0,14,22,478,1000,455,1,455,1,455,1,455,1
0_0_0_10_14_32,-26.0,57,0,15,23,267,1000,213,1,213,1,213,1,213,1
0_0_0_10_14_32,-26.0,57,0,16,24,917,1000,566,1,566,1,566,1,566,1
0_0_0_10_14_32,-26.0,57,0,17,25,656,1000,955,1,955,1,955,1,955,1
0_0_0_10_14_32,-26.0,57,0,18,26,889,1000,610,1,610,1,610,1,610,1
0_0_0_10_14_32,-26.0,57,0,19,27,510,1002,387,1,387,1,387,1,327,1
0_0_0_10_14_32,-26.0,57,0,20,28,860,1000,322,1,322,1,322,1,322,1
0_0_0_10_14_32,-26.0,57,0,21,29,553,1000,292,1,292,1,292,1,292,1
0_0_0_10_14_32,-26.0,57,0,22,30,629,1002,491,1,491,1,491,1,491,1
0_0_0_10_14_32,-26.0,57,0,23,31,759,1000,155,1,155,1,155,1,155,1
0_0_0_10_14_32,-26.0,57,0,24,32,874,1000,746,1,746,1,746,1,746,1
0_0_0_10_14_32,-26.0,57,0,25,33,720,1000,528,1,528,1,528,1,528,1
0_0_0_10_14_32,-26.0,57,0,26,34,314,1000,438,1,438,1,438,1,438,1
0_0_0_10_14_32,-26.0,57,0,27,35,602,1000,799,1,799,1,799,1,799,1
0_0_0_10_14_32,-26.0,57,0,28,36,7,1000,978,1,978,1,978,1,978,1
0_0_0_10_14_32,-26.0,57,0,29,37,610,1000,488,1,488,1,488,1,488,1
0_0_0_10_14_32,-26.0,57,0,30,38,826,1000,838,1,838,1,838,1,838,1
0_0_0_10_14_32,-26.0,57,0,31,39,928,1000,986,1,986,1,986,1,929,1
0_0_0_10_14_32,-26.0,57,0,32,40,761,1000,391,1,391,1,391,1,391,1
0_0_0_10_14_32,-26.0,57,0,33,41,590,1000,108,1,108,1,108,1,108,1
0_0_0_10_14_32,-26.0,57,0,34,42,936,1002,180,1,180,1,180,1,180,1
0_0_0_10_14_32,-26.0,57,2,0,8,803,1000,773,1,773,1,773,1,773,1
0_0_0_10_14_32,-26.0,57,2,1,9,826,1000,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-26.0,57,2,2,10,922,1000,650,1,650,1,650,1,650,1
0_0_0_10_14_32,-26.0,57,2,3,11,718,1002,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,57,2,4,12,86,1000,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-26.0,57,2,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,57,2,6,14,89,1000,881,1,881,1,881,1,881,1
0_0_0_10_14_32,-26.0,57,2,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,57,2,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,57,2,9,17,492,1000,245,1,245,1,245,1,245,1
0_0_0_10_14_32,-26.0,57,2,10,18,765,1002,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,57,2,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,57,2,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,57,2,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,57,2,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,57,2,15,23,267,1000,1022,1,1022,1,1022,1,1022,1
0_0_0_10_14_32,-26.0,57,2,16,24,917,1000,733,1,733,1,733,1,733,1
0_0_0_10_14_32,-26.0,57,2,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,57,2,18,26,889,1000,102,1,102,1,102,1,102,1
0_0_0_10_14_32,-26.0,57,2,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,57,2,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,57,2,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,57,2,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,57,2,23,31,759,1002,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,57,2,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,57,2,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,57,2,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,57,2,27,35,602,1001,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,57,2,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-26.0,57,2,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,57,2,30,38,775,1000,775,0,775,0,775,0,775,0
0_0_0_10_14_32,-26.0,57,2,31,39,912,1000,337,1,337,1,337,1,337,1
0_0_0_10_14_32,-26.0,57,2,32,40,768,1002,768,0,768,0,768,0,768,0
0_0_0_10_14_32,-26.0,57,2,33,41,581,1000,581,0,581,0,581,0,581,0
0_0_0_10_14_32,-26.0,57,2,34,42,93,1000,93,0,93,0,93,0,93,0
0_0_0_10_14_32,-26.0,57,3,0,8,222,1000,222,0,222,0,222,0,222,0
0_0_0_10_14_32,-26.0,57,3,1,9,711,1000,991,1,991,1,991,1,991,1
0_0_0_10_14_32,-26.0,57,3,2,10,871,1002,114,1,114,1,114,1,114,1
0_0_0_10_14_32,-26.0,57,3,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,57,3,4,12,107,1000,215,1,215,1,215,1,215,1
0_0_0_10_14_32,-26.0,57,3,5,13,468,1000,207,1,207,1,207,1,971,1
0_0_0_10_14_32,-26.0,57,3,6,14,89,1000,124,1,124,1,124,1,124,1
0_0_0_10_14_32,-26.0,57,3,7,15,713,1000,218,1,218,1,218,1,218,1
0_0_0_10_14_32,-26.0,57,3,8,16,865,1000,374,1,374,1,374,1,374,1
0_0_0_10_14_32,-26.0,57,3,9,17,492,1001,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,57,3,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,57,3,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,57,3,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,57,3,13,21,562,1002,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,57,3,14,22,478,1000,549,1,549,1,549,1,549,1
0_0_0_10_14_32,-26.0,57,3,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,57,3,16,24,917,1001,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,57,3,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,57,3,18,26,889,1000,260,1,260,1,260,1,260,1
0_0_0_10_14_32,-26.0,57,3,19,27,510,1000,456,1,456,1,456,1,456,1
0_0_0_10_14_32,-26.0,57,3,20,28,860,1000,439,1,439,1,439,1,439,1
0_0_0_10_14_32,-26.0,57,3,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,57,3,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,57,3,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,57,3,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,57,3,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,57,3,26,34,314,1000,314,0,846,1,314,0,314,0
0_0_0_10_14_32,-26.0,57,3,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,57,3,28,36,7,1000,408,1,408,1,408,1,408,1
0_0_0_10_14_32,-26.0,57,3,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,57,3,30,38,778,1000,778,0,778,0,778,0,778,0
0_0_0_10_14_32,-26.0,57,3,31,39,897,1002,897,0,897,0,897,0,897,0
0_0_0_10_14_32,-26.0,57,3,32,40,740,1000,233,1,233,1,233,1,233,1
0_0_0_10_14_32,-26.0,57,3,33,41,590,1000,343,1,343,1,343,1,343,1
0_0_0_10_14_32,-26.0,57,3,34,42,930,1000,930,0,930,0,930,0,930,0
0_0_0_10_14_32,-26.0,57,4,0,8,803,1000,803,0,803,0,803,0,803,0
0_0_0_10_14_32,-26.0,57,4,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-26.0,57,4,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-26.0,57,4,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,57,4,4,12,86,1000,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-26.0,57,4,5,13,468,1000,219,1,219,1,219,1,219,1
0_0_0_10_14_32,-26.0,57,4,6,14,89,1000,836,1,836,1,836,1,836,1
0_0_0_10_14_32,-26.0,57,4,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,57,4,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,57,4,9,17,492,1002,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,57,4,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,57,4,11,19,1023,1000,628,1,628,1,628,1,628,1
0_0_0_10_14_32,-26.0,57,4,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,57,4,13,21,562,1001,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,57,4,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,57,4,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,57,4,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,57,4,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,57,4,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,57,4,19,27,510,1000,941,1,941,1,563,1,563,1
0_0_0_10_14_32,-26.0,57,4,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,57,4,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,57,4,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,57,4,23,31,759,1000,311,1,311,1,311,1,311,1
0_0_0_10_14_32,-26.0,57,4,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,57,4,25,33,720,1000,623,1,623,1,623,1,623,1
0_0_0_10_14_32,-26.0,57,4,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,57,4,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,57,4,28,36,7,1000,193,1,193,1,193,1,193,1
0_0_0_10_14_32,-26.0,57,4,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,57,4,30,38,810,1000,810,0,810,0,810,0,810,0
0_0_0_10_14_32,-26.0,57,4,31,39,912,1000,912,0,912,0,912,0,912,0
0_0_0_10_14_32,-26.0,57,4,32,40,753,1000,753,0,753,0,753,0,753,0
0_0_0_10_14_32,-26.0,57,4,33,41,591,1000,591,0,591,0,591,0,591,0
0_0_0_10_14_32,-26.0,57,4,34,42,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,57,5,0,8,222,1000,222,0,222,0,222,0,222,0
0_0_0_10_14_32,-26.0,57,5,1,9,826,1002,464,1,464,1,464,1,464,1
0_0_0_10_14_32,-26.0,57,5,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-26.0,57,5,3,11,718,1001,528,1,528,1,528,1,528,1
0_0_0_10_14_32,-26.0,57,5,4,12,86,1002,86,0,86,0,86,0,86,0
0_0_0_10_14_32,-26.0,57,5,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,57,5,6,14,89,1000,351,1,351,1,351,1,351,1
0_0_0_10_14_32,-26.0,57,5,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,57,5,8,16,865,1000,282,1,282,1,282,1,282,1
0_0_0_10_14_32,-26.0,57,5,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,57,5,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,57,5,11,19,1023,1002,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,57,5,12,20,597,1002,6,1,6,1,6,1,6,1
0_0_0_10_14_32,-26.0,57,5,13,21,562,1002,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,57,5,14,22,478,1000,605,1,605,1,605,1,605,1
0_0_0_10_14_32,-26.0,57,5,15,23,267,1000,451,1,451,1,451,1,451,1
0_0_0_10_14_32,-26.0,57,5,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,57,5,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,57,5,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,57,5,19,27,510,1000,510,0,510,0,212,1,212,1
0_0_0_10_14_32,-26.0,57,5,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,57,5,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,57,5,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,57,5,23,31,759,1000,509,1,509,1,509,1,509,1
0_0_0_10_14_32,-26.0,57,5,24,32,874,1000,1014,1,1014,1,1014,1,1014,1
0_0_0_10_14_32,-26.0,57,5,25,33,720,1000,791,1,791,1,791,1,791,1
0_0_0_10_14_32,-26.0,57,5,26,34,314,1000,279,1,279,1,279,1,279,1
0_0_0_10_14_32,-26.0,57,5,27,35,602,1002,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,57,5,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-26.0,57,5,29,37,610,1000,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,57,5,30,38,823,1000,823,0,823,0,823,0,823,0
0_0_0_10_14_32,-26.0,57,5,31,39,913,1000,913,0,913,0,913,0,913,0
0_0_0_10_14_32,-26.0,57,5,32,40,741,1000,741,0,741,0,741,0,741,0
0_0_0_10_14_32,-26.0,57,5,33,41,581,1000,502,1,502,1,502,1,351,1
0_0_0_10_14_32,-26.0,57,5,34,42,91,1000,91,0,91,0,91,0,91,0
0_0_0_10_14_32,-26.0,57,6,0,8,803,1000,803,0,803,0,803,0,803,0
0_0_0_10_14_32,-26.0,57,6,1,9,826,1000,826,0,826,0,826,0,826,0
0_0_0_10_14_32,-26.0,57,6,2,10,871,1000,871,0,871,0,871,0,871,0
0_0_0_10_14_32,-26.0,57,6,3,11,718,1000,718,0,718,0,718,0,718,0
0_0_0_10_14_32,-26.0,57,6,4,12,107,1000,107,0,107,0,107,0,107,0
0_0_0_10_14_32,-26.0,57,6,5,13,468,1000,59,1,59,1,59,1,468,0
0_0_0_10_14_32,-26.0,57,6,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,57,6,7,15,713,1000,390,1,390,1,390,1,390,1
0_0_0_10_14_32,-26.0,57,6,8,16,865,1000,865,0,865,0,865,0,865,0
0_0_0_10_14_32,-26.0,57,6,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,57,6,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,57,6,11,19,1023,1000,1023,0,1023,0,1023,0,1023,0
0_0_0_10_14_32,-26.0,57,6,12,20,597,1000,684,1,684,1,684,1,684,1
0_0_0_10_14_32,-26.0,57,6,13,21,562,1002,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,57,6,14,22,478,1000,933,1,933,1,933,1,933,1
0_0_0_10_14_32,-26.0,57,6,15,23,267,1000,267,0,267,0,267,0,267,0
0_0_0_10_14_32,-26.0,57,6,16,24,917,1000,45,1,45,1,45,1,45,1
0_0_0_10_14_32,-26.0,57,6,17,25,656,1000,656,0,656,0,656,0,656,0
0_0_0_10_14_32,-26.0,57,6,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,57,6,19,27,510,1001,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,57,6,20,28,860,1000,565,1,565,1,565,1,565,1
0_0_0_10_14_32,-26.0,57,6,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,57,6,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,57,6,23,31,759,1000,125,1,125,1,125,1,125,1
0_0_0_10_14_32,-26.0,57,6,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,57,6,25,33,720,1000,602,1,602,1,602,1,602,1
0_0_0_10_14_32,-26.0,57,6,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,57,6,27,35,602,1000,275,1,275,1,275,1,275,1
0_0_0_10_14_32,-26.0,57,6,28,36,7,1000,7,0,7,0,7,0,7,0
0_0_0_10_14_32,-26.0,57,6,29,37,610,1002,610,0,610,0,610,0,610,0
0_0_0_10_14_32,-26.0,57,6,30,38,791,1000,791,0,791,0,791,0,791,0
0_0_0_10_14_32,-26.0,57,6,31,39,928,1001,326,1,326,1,326,1,326,1
0_0_0_10_14_32,-26.0,57,6,32,40,760,1000,760,0,760,0,760,0,760,0
0_0_0_10_14_32,-26.0,57,6,33,41,584,1001,584,0,584,0,584,0,584,0
0_0_0_10_14_32,-26.0,57,6,34,42,932,1000,639,1,639,1,639,1,639,1
0_0_0_10_14_32,-26.0,57,7,0,8,222,1004,222,0,222,0,222,0,222,0
0_0_0_10_14_32,-26.0,57,7,1,9,711,1000,606,1,606,1,606,1,606,1
0_0_0_10_14_32,-26.0,57,7,2,10,922,1000,922,0,922,0,922,0,922,0
0_0_0_10_14_32,-26.0,57,7,3,11,691,1000,691,0,691,0,691,0,691,0
0_0_0_10_14_32,-26.0,57,7,4,12,107,1000,555,1,555,1,555,1,555,1
0_0_0_10_14_32,-26.0,57,7,5,13,468,1000,468,0,468,0,468,0,468,0
0_0_0_10_14_32,-26.0,57,7,6,14,89,1000,89,0,89,0,89,0,89,0
0_0_0_10_14_32,-26.0,57,7,7,15,713,1000,713,0,713,0,713,0,713,0
0_0_0_10_14_32,-26.0,57,7,8,16,865,1002,935,1,935,1,935,1,935,1
0_0_0_10_14_32,-26.0,57,7,9,17,492,1000,492,0,492,0,492,0,492,0
0_0_0_10_14_32,-26.0,57,7,10,18,765,1000,765,0,765,0,765,0,765,0
0_0_0_10_14_32,-26.0,57,7,11,19,1023,1000,917,1,917,1,917,1,917,1
0_0_0_10_14_32,-26.0,57,7,12,20,597,1000,597,0,597,0,597,0,597,0
0_0_0_10_14_32,-26.0,57,7,13,21,562,1000,562,0,562,0,562,0,562,0
0_0_0_10_14_32,-26.0,57,7,14,22,478,1001,492,1,492,1,492,1,492,1
0_0_0_10_14_32,-26.0,57,7,15,23,267,1000,267,0,267,0,267,0,727,1
0_0_0_10_14_32,-26.0,57,7,16,24,917,1000,917,0,917,0,917,0,917,0
0_0_0_10_14_32,-26.0,57,7,17,25,656,1000,958,1,958,1,958,1,958,1
0_0_0_10_14_32,-26.0,57,7,18,26,889,1000,889,0,889,0,889,0,889,0
0_0_0_10_14_32,-26.0,57,7,19,27,510,1000,510,0,510,0,510,0,510,0
0_0_0_10_14_32,-26.0,57,7,20,28,860,1000,860,0,860,0,860,0,860,0
0_0_0_10_14_32,-26.0,57,7,21,29,553,1000,553,0,553,0,553,0,553,0
0_0_0_10_14_32,-26.0,57,7,22,30,629,1000,629,0,629,0,629,0,629,0
0_0_0_10_14_32,-26.0,57,7,23,31,759,1000,759,0,759,0,759,0,759,0
0_0_0_10_14_32,-26.0,57,7,24,32,874,1000,874,0,874,0,874,0,874,0
0_0_0_10_14_32,-26.0,57,7,25,33,720,1000,720,0,720,0,720,0,720,0
0_0_0_10_14_32,-26.0,57,7,26,34,314,1000,314,0,314,0,314,0,314,0
0_0_0_10_14_32,-26.0,57,7,27,35,602,1000,602,0,602,0,602,0,602,0
0_0_0_10_14_32,-26.0,57,7,28,36,7,1000,440,1,440,1,440,1,440,1
0_0_0_10_14_32,-26.0,57,7,29,37,610,1000,831,1,831,1,831,1,831,1
0_0_0_10_14_32,-26.0,57,7,30,38,807,1000,807,0,807,0,807,0,807,0
0_0_0_10_14_32,-26.0,57,7,31,39,921,1000,921,0,921,0,921,0,921,0
0_0_0_10_14_32,-26.0,57,7,32,40,740,1000,1020,1,1020,1,1020,1,1020,1
0_0_0_10_14_32,-26.0,57,7,33,41,587,1000,12,1,12,1,12,1,12,1
0_0_0_10_14_32,-26.0,57,7,34,42,932,1000,932,0,932,0,932,0,932,0
0_0_0_10_14_32,-26.0,58,0,0,8,803,1000,932,1,932,1,932,1,932,1
0_0_0_10_14_32,-26.0,58,0,1,9,711,1000,711,0,711,0,711,0,711,0
0_0_0_10_14_32,-26.0,58,0,2,10,922,1000,750,1,750,1,750,1,750,1
0_0_0_10_14_32,-26.0,58,0,3,11,718,1000,557,1,557,1,557,1,557,1
0_0_0_10_14_32,-26.0,58,0,4,12,107,1000,438,1,438,1,438,1,438,1
0_0_0_10_14_32,-26.0,58,0,5,13,468,1000,900,1,900,1,900,1,900,1
0_0_0_10_14_32,-26.0,58,0,6,14,89,1000,833,1,833,1,833,1,833,1
0_0_0_10_14_32,-26.0,58,0,7,15,713,1000,594,1,594,1,594,1,594,1
0_0_0_10_14_32,-26.0,58,0,8,16,865,1000,423,1,423,1,423,1,423,1
0_0_0_10_14_32,-26.0,58,0,9,17,492,1000,175,1,175,1,175,1,175,1
0_0_0_10_14_32,-26.0,58,0,10,18,765,1000,875,1,875,1,875,1,875,1
0_0_0_10_14_32,-26.0,58,0,11,19,1023,1000,288,1,288,1,288,1,288,1
0_0_0_10_14_32,-26.0,58,0,12,20,597,1000,167,1,167,1,167,1,167,1
0_0_0_10_14_32,-26.0,58,0,13,21,562,1000,169,1,169,1,169,1,169,1
0_0_0_10_14_32,-26.0,58,0,14,22,478,1000,478,0,478,0,478,0,478,0
0_0_0_10_14_32,-26.0,58,0,15,23,267,1000,238,1,238,1,238,1,238,1
0_0_0_10_14_32,-26.0,58,0,16,24,917,1000,633,1,633,1,633,1,633,1
0_0_0_10_14_32,-26.0,58,0,17,25,656,1000,884,1,59,1,884,1,884,1
0_0_0_10_14_32,-26.0,58,0,18,26,889,1000,357,1,357,1,357,1,357,1
0_0_0_10_14_32,-26.0,58,0,19,27,510,1000,193,1,193,1,193,1,193,1
0_0_0_10_14_32,-26.0,58,0,20,28,860,1000,543,1,543,1,543,1,543,1
0_0_0_10_14_32,-26.0,58,0,21,29,553,1000,528,1,528,1,528,1,528,1
0_0_0_10_14_32,-26.0,58,0,22,30,629,1000,185,1,185,1,185,1,185,1
0_0_0_10_14_32,-26.0,58,0,23,31,759,1001,625,1,625,1,625,1,625,1
0_0_0_10_14_32,-26.0,58,0,24,32,874,1000,671,1,671,1,671,1,671,1
0_0_0_10_14_32,-26.0,58,0,25,33,720,1000,201,1,201,1,201,1,201,1
0_0_0_10_14_32,-26.0,58,0,26,34,314,1000,331,1,331,1,331,1,331,1
0_0_0_10_14_32,-26.0,58,0,27,35,602,1000,908,1,908,1,908,1,908,1
0_0_0_10_14_32,-26.0,58,0,28,36,7,1000,636,1,636,1,636,1,636,1
0_0_0_10_14_32,-26.0,58,0,29,37,610,1000,714,1,714,1,714,1,714,1
0_0_0_10_14_32,-26.0,58,0,30,38,826,1000,703,1,703,1,703,1,703,1
0_0_0_10_14_32,-26.0,58,0,31,39,928,1000,327,1,327,1,327,1,327,1
0_0_0_10_14_32,-26.0,58,0,32,40,761,1000,11,1,11,1,11,1,11,1
0_0_0_10_14_32,-26.0,58,0,33,41,590,1000,950,1,950,1,950,1,950,1
0_0_0_10_14_32,-26.0,58,0,34,42,936,1002,810,1,810,1,810,1,810,1
0_0_0_10_14_32,-26.0,58,2,0,8,803,1000,577,1,577,1,577,1,577,1
