dataset,target_snr_db,packet_index,frame_index,event_index,symbol_count,gt_compared_symbols,center_symbol_ser,multi_symbol_ser,selected_symbol_ser,locked_count,locked_ratio,false_locked_gt_bins,selector_line_anchors,selector_line_slope_pi,selector_line_r2,selector_line_rmse_pi,center_argmax_line_anchors,center_argmax_line_slope_pi,center_argmax_line_r2,center_argmax_line_rmse_pi,header_line_anchors,header_line_slope_pi,header_line_r2,header_line_rmse_pi,clean_header_line_anchors,clean_header_line_slope_pi,clean_header_line_r2,clean_header_line_rmse_pi,gt_noisy_payload_line_anchors,gt_noisy_payload_line_slope_pi,gt_noisy_payload_line_r2,gt_noisy_payload_line_rmse_pi,gt_clean_payload_line_anchors,gt_clean_payload_line_slope_pi,gt_clean_payload_line_r2,gt_clean_payload_line_rmse_pi,selector_vs_gt_noisy_resid_mean_abs_pi,selector_vs_gt_noisy_resid_std_pi,selector_vs_gt_noisy_resid_ptp_pi,center_argmax_vs_gt_noisy_resid_mean_abs_pi,center_argmax_vs_gt_noisy_resid_std_pi,center_argmax_vs_gt_noisy_resid_ptp_pi,header_vs_gt_noisy_resid_mean_abs_pi,header_vs_gt_noisy_resid_std_pi,header_vs_gt_noisy_resid_ptp_pi,selector_vs_gt_clean_resid_mean_abs_pi,selector_vs_gt_clean_resid_std_pi,selector_vs_gt_clean_resid_ptp_pi,clean_header_vs_gt_clean_resid_mean_abs_pi,clean_header_vs_gt_clean_resid_std_pi,clean_header_vs_gt_clean_resid_ptp_pi,selector_slope_minus_gt_noisy_pi,header_slope_minus_gt_noisy_pi,gt_noisy_slope_minus_clean_pi
0_0_0_10_14_8,-25.0,0,0,0,35,35,0.9142857142857143,0.5428571428571428,0.2857142857142857,4,0.11428571428571428,0,26,0.06658148979698816,0.8098391683164292,0.34977899264069157,35,0.10520972244543085,0.47387970690263814,1.1196039754522518,8,0.03518724389203341,0.3339106776340278,0.11387174747291602,8,0.016458344656840696,0.9984911017918594,0.001465965252232222,35,-0.05007825983901295,0.8342837456400611,0.2254109338386338,35,-0.050919456804491905,0.8818486089831218,0.1882375451033345,0.4458314817148849,0.5264164384129453,1.8048222350925995,0.5179433193831237,0.5909441239540025,1.9535145364910458,0.4944720033431259,0.5502931946880305,1.8653248839877863,0.4524945180379861,0.5384691607136352,1.8982516386691763,0.38241356694173434,0.46967639156950064,1.906563298449374,0.11665974963600112,0.08526550373104635,0.0008411969654789561
0_0_0_10_14_8,-25.0,1,1,1,35,35,0.8571428571428571,0.4,0.14285714285714285,4,0.11428571428571428,0,26,-0.04553563488476926,0.8622511453295387,0.16509589109420003,35,0.03636456801683961,0.2906204087616494,0.5737924228920348,8,0.06630232361701313,0.3564491466254376,0.20412727885142212,8,0.01832825299152771,0.9979587235330929,0.0018993077817585934,35,-0.045047647305291705,0.8247337867843775,0.20973185999538127,35,-0.044446125569941514,0.8558053266235685,0.18425577603584828,0.16790218596077341,0.20978975796890106,0.7884279268281827,0.39475031045948067,0.4689044772111807,1.8600234206648096,0.5095892300671491,0.5753371150403908,1.9100462431580363,0.15562897220350516,0.184584040800868,0.590883396403718,0.37483110212581583,0.4694121223969346,1.9111170881653456,-0.00048798757947755844,0.11134997092230484,-0.0006015217353501912
0_0_0_10_14_8,-25.0,2,2,2,35,35,0.8571428571428571,0.34285714285714286,0.22857142857142856,10,0.2857142857142857,0,26,-0.041016049756380596,0.8447588904478526,0.16412514175665446,35,0.21421254450763177,0.7774968115982815,1.157347550550444,8,0.015781453861916216,0.07776332148903242,0.12452611982050513,8,0.0202720454378443,0.9943486417280242,0.0035017432530471257,35,-0.0424658029327096,0.7650180037841707,0.23769546310186268,35,-0.04455358231989487,0.8484768701237473,0.19015256034079925,0.18660218197900807,0.23814599550481866,0.9530194750613522,0.5201647764520857,0.5894661042991041,1.8994318615615875,0.42485111969042044,0.5142149550426209,1.8109428735148267,0.16078096164845482,0.19347981326543998,0.6840065114798602,0.37246015445522573,0.46254543260487163,1.9056905253429965,0.001449753176329005,0.05824725679462582,0.002087779387185268
0_0_0_10_14_8,-25.0,3,3,3,35,35,0.7142857142857143,0.34285714285714286,0.14285714285714285,9,0.2571428571428571,1,26,0.023305796570586606,0.48766574293320375,0.245873207686136,35,0.02838180737705038,0.049785923364796925,1.2522688592190554,8,0.06202834468515551,0.5880631147826525,0.11895240133484691,8,0.01598197930969676,0.9940141618143141,0.0028416881488773616,35,-0.04679402162312536,0.8529166858567025,0.1962541528507145,35,-0.046504017095453744,0.869932010335676,0.18160722133823293,0.3740154710818418,0.4626045917743304,1.7503787922720397,0.5159769065386008,0.5446136927061672,1.879792553704435,0.5088687235864248,0.5818065105203497,1.8760138275687697,0.36409329793572137,0.4572511551801918,1.8977127797250357,0.3774061240610499,0.47194134804958593,1.9112687651486082,0.07009981819371197,0.10882236630828088,-0.00029000452767161816
0_0_0_10_14_8,-25.0,4,4,4,35,35,0.7714285714285715,0.5142857142857142,0.2857142857142857,3,0.08571428571428572,0,26,-0.05008009905894074,0.8800959056750698,0.19051547283824904,35,0.19112515661199556,0.8878910688337768,0.6858958930847715,8,0.022252659909744617,0.13799112176409623,0.1274359260306001,8,0.017919705620755056,0.9969724985075727,0.0022626173673838527,35,-0.044225061469434,0.7635675544668876,0.2485411681784298,35,-0.04553022783443251,0.859237297676087,0.18611747286876257,0.21431661895778192,0.255478808763665,1.1947465090216929,0.4583718495343119,0.5425851966657491,1.8661306534439346,0.41169161689671246,0.46204356583033096,1.7911964323464482,0.16781463114435655,0.1917061532119785,0.6444249277690162,0.3723539722024026,0.4668965947990183,1.9118425124391278,-0.0058550375895067355,0.06647772137917862,0.001305166364998507
0_0_0_10_14_8,-25.0,5,5,5,35,35,0.9714285714285714,0.8857142857142857,0.7428571428571429,2,0.05714285714285714,2,26,-0.22819459004324302,0.9353515710957259,0.6359774960483852,35,-0.015419585728586234,0.022897291711622247,1.017304209872073,8,-0.26672885503815574,0.8179737807746785,0.28830152206311016,8,0.006562440868430394,0.0007532758480591761,0.5476516493132582,35,0.023360292347956554,0.07518624492507264,0.8274396007931362,35,-0.1394027217556839,0.8197040110420096,0.6602917051175184,0.47130468393753466,0.5279860512149978,1.6742250364959992,0.5011939049544004,0.5697757180778453,1.8504658581659348,0.49218577076391,0.5547683558991123,1.8203537539204182,0.43760266607587534,0.5089613869668749,1.8537952886001057,0.515182267380695,0.5972146917318295,1.9894257483444304,-0.25155488239119955,-0.2900891473861123,0.16276301410364047
0_0_0_10_14_8,-25.0,6,6,6,35,35,0.9142857142857143,0.8285714285714286,0.6571428571428571,3,0.08571428571428572,1,26,0.08662393851723299,0.8472280063864217,0.36545220813704954,35,0.19963552149756733,0.7805721008357731,1.0689990387837358,8,0.019199281393718903,0.008232873044211053,0.4828294712129567,8,0.007962750325577627,0.0011097090788353414,0.5473902739413432,35,-0.0306936806735547,0.056151387016479815,1.2709251771798555,35,-0.1456798999113984,0.866687234997613,0.5770379659237151,0.42726715178780467,0.48110062342241483,1.6462561258018715,0.5141553510666551,0.6142327696576908,1.953575921011779,0.4757029900084971,0.5459458826243182,1.8240895719880568,0.4440543196697726,0.4953376127908582,1.7498575924702342,0.47861422815549115,0.5642810771091682,1.9415449699303007,0.11731761919078769,0.0498929620672736,0.1149862192378437
0_0_0_10_14_8,-25.0,7,7,7,35,35,0.9428571428571428,0.8285714285714286,0.7714285714285715,1,0.02857142857142857,1,26,0.04760753923181483,0.6302675185520442,0.38057789920757484,35,-0.08051877681391056,0.5625539492604146,0.7170961911243133,8,-0.03228181685467546,0.024329765781366364,0.4684035574583319,8,0.007362808359459881,0.000944428770232153,0.5486979872937824,35,-0.050242637307339286,0.21926204131853888,0.957510256859665,35,-0.15103571663809268,0.8834940939095776,0.5539261806656413,0.5205902222240917,0.5935251986682581,1.9441892085486747,0.4825393795829171,0.5573054547479266,1.962787145899414,0.3629514184332038,0.4507324881217653,1.759083814101874,0.5196036277968236,0.6016659447657757,1.9092597516353105,0.5112832936333246,0.5931660093435237,1.964132258612869,0.09785017653915412,0.017960820452663825,0.10079307933075339
0_0_0_10_14_8,-25.0,8,8,8,35,35,0.9428571428571428,0.7714285714285715,0.6285714285714286,2,0.05714285714285714,0,26,-0.08682575804028889,0.6713863619831292,0.599086531568426,35,0.11320760278045741,0.5300607416978635,1.0765488059491681,8,-0.01343999967757902,0.00286516814551685,0.574487781848492,8,0.00806161092310868,0.0011327277133006408,0.548520185936062,35,-0.04390862395975174,0.19995224036016435,0.8870431212005282,35,-0.14357786338539336,0.859037011585585,0.5874003261078963,0.4331496041735845,0.5224855633906901,1.787911322136381,0.514095029986021,0.6039500320775343,1.9314619356650977,0.43244410869065725,0.5101951291089301,1.9034038658639854,0.4561130312843429,0.5370314013438358,1.735288314294669,0.5012930856054212,0.5830186605020855,1.9829871548864173,-0.04291713408053715,0.030468624282172715,0.09966923942564163
0_0_0_10_14_8,-25.0,9,9,9,35,35,1.0,0.7428571428571429,0.5428571428571428,2,0.05714285714285714,1,26,0.03941929375264702,0.39016893660234087,0.41801593947467625,35,-0.03547350769522119,0.18050594547200505,0.7633634612114034,8,-0.000633464209841124,6.6049440656801295e-06,0.5647623387946548,8,0.010294603948680455,0.0018487678737058033,0.5480829292794487,35,-0.05596948487534509,0.4222863823230836,0.6611563290875835,35,-0.1347595380762131,0.814550974414013,0.6494006868501658,0.4544790803711114,0.5292814902242402,1.8657374622280796,0.5136045375416025,0.4940471254716706,1.7732809938339844,0.5130286115389088,0.581661675842198,1.8513247531336863,0.4853666360955042,0.5593095403703431,1.8515675291814757,0.5043707795422292,0.5789373238393015,1.805105108384995,0.09538877862799211,0.055336020665503964,0.07879005320086802
0_0_0_10_14_8,-26.0,0,0,0,35,35,0.9714285714285714,0.6857142857142857,0.5142857142857142,2,0.05714285714285714,0,26,-0.08686194502437171,0.7164739219007399,0.524666888547324,35,0.10518785736878151,0.47559055375124404,1.115537920182223,8,0.03834717145997631,0.30529866720872434,0.13254080343318728,8,0.016458344656840696,0.9984911017918594,0.001465965252232222,35,-0.049989060585092907,0.821455050235122,0.235373163535923,35,-0.050919456804491905,0.8818486089831218,0.1882375451033345,0.49634258223497096,0.5242590525130395,1.9459650209731985,0.515900567868601,0.5877918363948695,1.9759646178542758,0.5107827678462044,0.5599725013087039,1.962071226989945,0.49477590143966765,0.49638171064813175,1.9210855113118737,0.38241356694173434,0.46967639156950064,1.906563298449374,-0.0368728844392788,0.08833623204506921,0.000930396219398999
0_0_0_10_14_8,-26.0,1,1,1,35,35,0.9142857142857143,0.6571428571428571,0.2857142857142857,2,0.05714285714285714,0,26,-0.0412676548822027,0.8045584632796438,0.1843692793176844,35,-0.04664665477827794,0.25198150598874014,0.8116941654103551,8,0.07181683843471492,0.3416278299110298,0.2284362621677914,8,0.01832825299152771,0.9979587235330929,0.0018993077817585934,35,-0.04501808533499511,0.8167446039412924,0.21536362606321435,35,-0.044446125569941514,0.8558053266235685,0.18425577603584828,0.1696701731036375,0.21866914676373927,0.7915977080410338,0.6958145861527275,0.5500267933004604,1.9275336411064112,0.5151606116839827,0.5938539860575045,1.9475458672378225,0.1550973417598993,0.1870311844203522,0.6591710764447832,0.37483110212581583,0.4694121223969346,1.9111170881653456,0.0037504304527924068,0.11683492376971003,-0.0005719597650535937
0_0_0_10_14_8,-26.0,2,2,2,35,35,0.8571428571428571,0.4857142857142857,0.2857142857142857,5,0.14285714285714285,0,26,-0.0420123153889266,0.850449809119507,0.1717855765035874,35,0.21419672389072794,0.777607477052549,1.1568919173879928,8,0.015485658729111002,0.0609513767995874,0.13927129565189694,8,0.0202720454378443,0.9943486417280242,0.0035017432530471257,35,-0.0230759628399651,0.3253802667986254,0.33557827061781614,35,-0.04455358231989487,0.8484768701237473,0.19015256034079925,0.19657074710505792,0.2538256243242556,1.1479028832963343,0.5276613573298428,0.5914969311177729,1.9264294338027383,0.43725824832707855,0.5279443688710441,1.8080215936500619,0.16177138467321234,0.19187682517915874,0.6670699957265787,0.37246015445522573,0.46254543260487163,1.9056905253429965,-0.0189363525489615,0.0385616215690761,0.02147761947992977
0_0_0_10_14_8,-26.0,3,3,3,35,35,0.7714285714285715,0.4857142857142857,0.34285714285714286,4,0.11428571428571428,1,26,0.08545117319627472,0.7945676488172562,0.4440966707468217,35,0.028523900227533566,0.05300944667697305,1.2176015223728698,8,0.06945550534401554,0.5730543260918994,0.1373645722661667,8,0.01598197930969676,0.9940141618143141,0.0028416881488773616,35,-0.04671939276847965,0.847315800766971,0.20029572062595205,35,-0.046504017095453744,0.869932010335676,0.18160722133823293,0.48259486946536273,0.524013979994198,1.7441434101435545,0.520813467137117,0.5460747472387053,1.8948489104665733,0.5060569085744473,0.5784491619468415,1.889273038650687,0.48691931657591225,0.5512539831687802,1.9191698888057822,0.3774061240610499,0.47194134804958593,1.9112687651486082,0.13217056596475438,0.11617489811249519,-0.0002153756730259096
0_0_0_10_14_8,-26.0,4,4,4,35,35,0.8571428571428571,0.6285714285714286,0.42857142857142855,0,0.0,0,26,-0.04959680273983722,0.8263817537788416,0.2554926710598349,35,0.10980158749359514,0.5529930090046257,0.9970249862303858,8,0.021595372605900953,0.10839781190052744,0.14191086864979902,8,0.017919705620755056,0.9969724985075727,0.0022626173673838527,35,-0.044318237302323676,0.7310140602312467,0.27150916187109325,35,-0.04553022783443251,0.859237297676087,0.18611747286876257,0.2727041749638612,0.2766934708190836,1.397915438415801,0.518233914035716,0.5867034909419981,1.8639793060944134,0.4063417153479973,0.4658219144908951,1.7820133843809312,0.2255949687750587,0.1905950967787572,0.6352422977060496,0.3723539722024026,0.4668965947990183,1.9118425124391278,-0.005278565437513545,0.06591360990822463,0.0012119905321088323
0_0_0_10_14_8,-26.0,5,5,5,35,35,0.9714285714285714,1.0,0.8571428571428571,2,0.05714285714285714,2,26,-0.14814373885818732,0.7637562584640674,0.8745788979885312,35,-0.015409269764246206,0.0228749498167361,1.0171315899446756,8,-0.2668014254448115,0.8135332834196549,0.2926717445246543,8,0.006562440868430394,0.0007532758480591761,0.5476516493132582,35,0.023901294817050597,0.08129336290924205,0.811488550913911,35,-0.1394027217556839,0.8197040110420096,0.6602917051175184,0.6162253543589516,0.6783414174995254,1.9450454689093575,0.508156737728328,0.5713170386144184,1.8560596383934755,0.5013290174202327,0.5626546915516346,1.8534780092082932,0.5577488433794786,0.6193300632287461,1.959857102052805,0.515182267380695,0.5972146917318295,1.9894257483444304,-0.17204503367523794,-0.2907027202618621,0.16330401657273452
0_0_0_10_14_8,-26.0,6,6,6,35,35,0.9142857142857143,0.8285714285714286,0.7714285714285715,1,0.02857142857142857,1,26,0.00981743193203158,0.03760729195869439,0.4974909608280645,35,0.19969103190763393,0.78072741791633,1.0688114477866715,8,0.020129370897593205,0.008951336588182368,0.48530347379686123,8,0.007962750325577627,0.0011097090788353414,0.5473902739413432,35,0.03483274658801845,0.09216397031178813,1.1041063963172364,35,-0.1456798999113984,0.866687234997613,0.5770379659237151,0.5136954410072405,0.5880185950669476,1.850429595051063,0.5138049213085645,0.6128613269936376,1.9602602991758473,0.4758433146109588,0.5470339661909842,1.8380155356832089,0.5030344885427284,0.5720078005498449,1.9136680019009922,0.47861422815549115,0.5642810771091682,1.9415449699303007,-0.025015314655986873,-0.014703375690425246,0.18051264649941684
0_0_0_10_14_8,-26.0,7,7,7,35,35,0.9714285714285714,0.8857142857142857,0.8571428571428571,1,0.02857142857142857,1,26,0.2088522519646799,0.9690615630420941,0.3790249781713047,35,-0.07941705891957726,0.547997279716663,0.7284423864150669,8,-0.03537584108512377,0.029527646661287932,0.46469028416401803,8,0.007362808359459881,0.000944428770232153,0.5486979872937824,35,-0.050237112159217334,0.21935092755896657,0.9571564684631221,35,-0.15103571663809268,0.8834940939095776,0.5539261806656413,0.49664628833139474,0.5513178431809168,1.903805482353395,0.48189876473184623,0.5613377564032341,1.904072761172948,0.355062328863047,0.4357343677547754,1.7376876257553149,0.46167194846651743,0.5513753071759679,1.8729897999158118,0.5112832936333246,0.5931660093435237,1.964132258612869,0.25908936412389727,0.014861271074093567,0.10079860447887534
0_0_0_10_14_8,-26.0,8,8,8,35,35,0.9428571428571428,0.8571428571428571,0.7428571428571429,0,0.0,0,26,-0.020993960170898888,0.10044815110465366,0.6015350028466431,35,0.11321299335966635,0.529960733643135,1.076816205339924,8,-0.017803973286077412,0.004880933921720398,0.5824821823495062,8,0.00806161092310868,0.0011327277133006408,0.548520185936062,35,-0.01213586131494133,0.019708412968587052,0.864415412043732,35,-0.14357786338539336,0.859037011585585,0.5874003261078963,0.5837947544880233,0.6473875665356152,1.9023170969222611,0.5217962847758357,0.6133156012666796,1.9856319176618056,0.4191729157669783,0.511183116811709,1.889455179791847,0.5848755660178728,0.6315159574176947,1.9801319159704156,0.5012930856054212,0.5830186605020855,1.9829871548864173,-0.008858098855957558,-0.005668111971136083,0.13144200207045204
0_0_0_10_14_8,-26.0,9,9,9,35,35,1.0,0.8571428571428571,0.6857142857142857,1,0.02857142857142857,1,26,0.02078426560202104,0.3601047506952143,0.2797443889639837,35,-0.035473254944474855,0.1804962895390535,0.7633829378034248,8,-0.0030917136811792196,0.00015488428636134532,0.5691694804449241,8,0.010294603948680455,0.0018487678737058033,0.5480829292794487,35,0.029136325268495415,0.15841314546607344,0.6782483182512492,35,-0.1347595380762131,0.814550974414013,0.6494006868501658,0.4612827746002456,0.5572782227742107,1.977994345511971,0.5201405247363913,0.527517614085559,1.8820274445041913,0.5111749109957822,0.5873997090921476,1.8352676378913533,0.5054714557818629,0.5627268171991611,1.8516364149221831,0.5043707795422292,0.5789373238393015,1.805105108384995,-0.008352059666474374,-0.03222803894967463,0.16389586334470851
0_0_0_10_14_8,-27.0,0,0,0,35,35,1.0,0.7714285714285715,0.5714285714285714,0,0.0,0,26,-0.08220514533322003,0.676490778054071,0.5391830858574943,35,0.10448742161155943,0.4761114649019035,1.1069531124111656,8,0.04170540426696105,0.2818469933152624,0.15253649941393027,8,0.016458344656840696,0.9984911017918594,0.001465965252232222,35,-0.04992546510533856,0.805954447083425,0.24741088593243582,35,-0.050919456804491905,0.8818486089831218,0.1882375451033345,0.5205342580339986,0.5448589025868995,1.923358961577447,0.5128231070539968,0.588755097867582,1.8847480135226184,0.5294251353222621,0.5900351693555734,1.9811522616902206,0.5170110385026955,0.5163506634347093,1.9257423110030254,0.38241356694173434,0.46967639156950064,1.906563298449374,-0.03227968022788147,0.09163086937229961,0.000993991699153346
0_0_0_10_14_8,-27.0,1,1,1,35,35,0.9714285714285714,0.7428571428571429,0.42857142857142855,0,0.0,0,26,0.01909683464172477,0.34733453266089687,0.26718970438437956,35,-0.019351949663453404,0.054174656614416894,0.8166429202065053,8,0.07611483089226882,0.33045179693395565,0.24824802613415167,8,0.01832825299152771,0.9979587235330929,0.0018993077817585934,35,-0.04494815299903031,0.8060831704850211,0.22265361993779492,35,-0.044446125569941514,0.8558053266235685,0.18425577603584828,0.35521360595978335,0.46464550892604795,1.9424166379187366,0.6700076683947019,0.5770846807013756,1.981706185832252,0.5304303252826542,0.5938838912707518,1.923767929066402,0.34726204485789375,0.4582248650109077,1.9050766629497695,0.37483110212581583,0.4694121223969346,1.9111170881653456,0.06404498764075509,0.12106298389129913,-0.0005020274290887944
0_0_0_10_14_8,-27.0,2,2,2,35,35,0.9714285714285714,0.6285714285714286,0.45714285714285713,2,0.05714285714285714,0,26,-0.07892013404928509,0.6910773588410611,0.5243066573656454,35,0.36962684897343123,0.914771255364976,1.139463418204571,8,0.015437637655425161,0.050138990931440586,0.15395816654062996,8,0.0202720454378443,0.9943486417280242,0.0035017432530471257,35,-0.02109252151417123,0.29178891939487894,0.33187577111514394,35,-0.04455358231989487,0.8484768701237473,0.19015256034079925,0.4666653785454475,0.5073662297502743,1.7477106997481369,0.4916871576651175,0.5634387776835185,1.9007329802748616,0.45952674564352947,0.535363427949831,1.946725516146354,0.45970064023353135,0.4787906322437169,1.9169195218362696,0.37246015445522573,0.46254543260487163,1.9056905253429965,-0.05782761253511386,0.03653015916959639,0.02346106080572364
0_0_0_10_14_8,-27.0,3,3,3,35,35,0.8285714285714286,0.6857142857142857,0.37142857142857144,3,0.08571428571428572,1,26,0.08431020940332477,0.7901976926523844,0.4440255164420407,35,0.03005625550951099,0.05891507223597592,1.2132105034890655,8,0.07725426755513005,0.5573912079413793,0.1577364608617215,8,0.01598197930969676,0.9940141618143141,0.0028416881488773616,35,-0.046634958284976664,0.8401254284593016,0.20546095875159304,35,-0.046504017095453744,0.869932010335676,0.18160722133823293,0.47991447088113426,0.5234518602064424,1.7520759975432085,0.5175755766187415,0.5681337496699536,1.8177200882742006,0.49792276918911627,0.5748511219517617,1.8655264560817961,0.4833210608465015,0.5489402558333123,1.905478323290383,0.3774061240610499,0.47194134804958593,1.9112687651486082,0.13094516768830144,0.12388922584010673,-0.00013094118952292066
0_0_0_10_14_8,-27.0,4,4,4,35,35,0.8857142857142857,0.8571428571428571,0.6,0,0.0,0,26,0.07606493954278629,0.7817199054064308,0.42811097700709205,35,0.11057649238362562,0.5566630740831677,0.996629278131812,8,0.020653142775776994,0.08235019704202928,0.15796903515211674,8,0.017919705620755056,0.9969724985075727,0.0022626173673838527,35,-0.0444170804344066,0.7007899131674651,0.29311921475818414,35,-0.04553022783443251,0.859237297676087,0.18611747286876257,0.5216489169697992,0.5838938300858686,1.9412618721957342,0.5209932654004636,0.5882348523732701,1.8630569092377156,0.4103736800810413,0.4722355328843753,1.7806822607937194,0.5041794297171016,0.5688392216401132,1.9059558776139984,0.3723539722024026,0.4668965947990183,1.9118425124391278,0.12048201997719288,0.06507022321018359,0.00111314740002591
0_0_0_10_14_8,-27.0,5,5,5,35,35,1.0,1.0,0.9142857142857143,2,0.05714285714285714,2,26,-0.23289434393386904,0.9338185763551257,0.6876858310951395,35,-0.01182953281082988,0.013966240827761212,1.0038615217038347,8,-0.2673082408889583,0.8073629756520166,0.299176491906795,8,0.006562440868430394,0.0007532758480591761,0.5476516493132582,35,0.023915832431204348,0.08260585022053357,0.8049301002865253,35,-0.1394027217556839,0.8197040110420096,0.6602917051175184,0.49426613457439755,0.5590930617710628,1.9310788624913027,0.5238522525575297,0.5892832931473411,1.8932504833874755,0.49932749812634536,0.5720477329779537,1.850802836808288,0.44648910628123384,0.5188182126391282,1.9236782811071473,0.515182267380695,0.5972146917318295,1.9894257483444304,-0.2568101763650734,-0.29122407332016265,0.16331855418688826
0_0_0_10_14_8,-27.0,6,6,6,35,35,0.9428571428571428,0.9428571428571428,0.8285714285714286,1,0.02857142857142857,1,26,-0.004635344387236124,0.017061371820517035,0.3838751343447638,35,0.20086178755435827,0.7866203383844232,1.056553114881066,8,0.02169211461168099,0.010211119005623215,0.4893461306479325,8,0.007962750325577627,0.0011097090788353414,0.5473902739413432,35,0.11994922310913914,0.7011227402782361,0.7909461839228942,35,-0.1456798999113984,0.866687234997613,0.5770379659237151,0.5455347801027168,0.6009557714574488,1.8270181766112894,0.5128230692532522,0.6117103234269203,1.9643286540028149,0.47678058423921515,0.5497389758251453,1.858423423441838,0.5203292802520654,0.5903117563731124,1.8049892694036183,0.47861422815549115,0.5642810771091682,1.9415449699303007,-0.12458456749637525,-0.09825710849745814,0.26562912302053754
0_0_0_10_14_8,-27.0,7,7,7,35,35,1.0,0.9142857142857143,0.9142857142857143,1,0.02857142857142857,1,26,0.27012789491721245,0.9701436390184536,0.4564857479715585,35,-0.06748013863820941,0.4765342698787417,0.7142875991438006,8,-0.038107338283500214,0.034499417517657394,0.46191137337706195,8,0.007362808359459881,0.000944428770232153,0.5486979872937824,35,-0.008084960285989724,0.011038495518871927,0.7728811716352687,35,-0.15103571663809268,0.8834940939095776,0.5539261806656413,0.4994243887422731,0.5764859434674946,1.884537647740542,0.5481377263146465,0.5906889046914501,1.8996322943921626,0.35270497664346256,0.4215809072466337,1.7307888985301358,0.490442500245916,0.5771772445181422,1.9854444727333718,0.5112832936333246,0.5931660093435237,1.964132258612869,0.27821285520320216,-0.03002237799751049,0.14295075635210294
0_0_0_10_14_8,-27.0,8,8,8,35,35,0.9714285714285714,0.9142857142857143,0.7714285714285715,0,0.0,0,26,-0.023429128536683115,0.1264468263205144,0.5830409454143064,35,0.1128772995163418,0.53081544596798,1.071782777219606,8,-0.023313899954836844,0.008034090070635935,0.593573639435819,8,0.00806161092310868,0.0011327277133006408,0.548520185936062,35,0.01776941097731354,0.029605159478013676,1.027456998817872,35,-0.14357786338539336,0.859037011585585,0.5874003261078963,0.5777789450147329,0.6526135757354821,1.9648002455124371,0.5041341119685118,0.5911909955159687,1.872391169774349,0.4304963213632328,0.5221306993526036,1.942498981439909,0.5958213295484868,0.6371861179794328,1.9695294769472234,0.5012930856054212,0.5830186605020855,1.9829871548864173,-0.04119853951399666,-0.04108331093215038,0.1613472743627069
0_0_0_10_14_8,-27.0,9,9,9,35,35,1.0,0.9142857142857143,0.8285714285714286,1,0.02857142857142857,1,26,-0.05054665243517657,0.6426045573783942,0.3298262555496902,35,-0.03547302587246167,0.18048764320703192,0.7634003200966728,8,-0.005981876399585762,0.0005692741572923543,0.5742919131530521,8,0.010294603948680455,0.0018487678737058033,0.5480829292794487,35,0.029041075686049477,0.15768925254095023,0.6778723322649343,35,-0.1347595380762131,0.814550974414013,0.6494006868501658,0.490144392961761,0.5125794801579346,1.7832673436764024,0.5280266537933155,0.5352646295304915,1.8900442267144475,0.5226159760330952,0.5963511618983323,1.830972846712727,0.4119233660884802,0.4642736434461765,1.9515529232255175,0.5043707795422292,0.5789373238393015,1.805105108384995,-0.07958772812122605,-0.03502295208563524,0.16380061376226257
0_0_0_10_14_16,-22.0,1,0,1,35,35,0.6857142857142857,0.2,0.05714285714285714,8,0.22857142857142856,0,26,-0.051084005248596014,0.9518774643819621,0.10507512767892717,35,0.01884575628965734,0.06915963983264561,0.6982724343799338,8,0.014163680527832961,0.21826709248481302,0.061417316867594635,8,-0.00470015583040641,0.9411697674065695,0.0026925154700224575,35,-0.0529980467810237,0.9103528987742555,0.1679666984637184,35,-0.054046522818245464,0.9451945827739408,0.13143740500874276,0.1377592814312547,0.16907541039891996,0.7650298102868974,0.38017413762131563,0.4659995654899304,1.886085548008341,0.4177181287845638,0.47953115207164126,1.8750814075749205,0.11403204639336725,0.1347998349078418,0.4888277911149708,0.41966653122264685,0.510152115392958,1.9328098345223361,0.0019140415324276835,0.06716172730885665,0.001048476037221767
0_0_0_10_14_16,-22.0,2,1,2,35,35,0.7714285714285715,0.2571428571428571,0.08571428571428572,18,0.5142857142857142,1,26,-0.07558883378021812,0.9679179449111268,0.1083435664821275,35,-0.08973119077842805,0.28330674968183045,1.4413906926112636,8,-0.0386496885709739,0.5925877147539934,0.07342879293395932,8,-0.027561480526035548,0.9899557572015852,0.006361109959956515,35,-0.09943458382221285,0.962257423883679,0.19888758796711906,35,-0.09982351902019213,0.9705829796163511,0.17551569849252305,0.2213308893853788,0.327096038461586,1.8506006131175525,0.8359575184468597,0.8470079209898851,1.9703576147203838,0.3620699407562013,0.4529918096836766,1.763306529054053,0.23077532615070612,0.3011849883754846,1.0491448981011273,0.40680927922019827,0.4865506750317862,1.9140002509827077,0.023845750041994726,0.060784895251238945,0.0003889351979792788
