dataset,target_snr_db,packet_index,frame_index,event_index,symbol_count,gt_compared_symbols,center_symbol_ser,multi_symbol_ser,selected_symbol_ser,locked_count,locked_ratio,false_locked_gt_bins,selector_line_anchors,selector_line_slope_pi,selector_line_r2,selector_line_rmse_pi,center_argmax_line_anchors,center_argmax_line_slope_pi,center_argmax_line_r2,center_argmax_line_rmse_pi,header_line_anchors,header_line_slope_pi,header_line_r2,header_line_rmse_pi,clean_header_line_anchors,clean_header_line_slope_pi,clean_header_line_r2,clean_header_line_rmse_pi,gt_noisy_payload_line_anchors,gt_noisy_payload_line_slope_pi,gt_noisy_payload_line_r2,gt_noisy_payload_line_rmse_pi,gt_clean_payload_line_anchors,gt_clean_payload_line_slope_pi,gt_clean_payload_line_r2,gt_clean_payload_line_rmse_pi,selector_vs_gt_noisy_resid_mean_abs_pi,selector_vs_gt_noisy_resid_std_pi,selector_vs_gt_noisy_resid_ptp_pi,center_argmax_vs_gt_noisy_resid_mean_abs_pi,center_argmax_vs_gt_noisy_resid_std_pi,center_argmax_vs_gt_noisy_resid_ptp_pi,header_vs_gt_noisy_resid_mean_abs_pi,header_vs_gt_noisy_resid_std_pi,header_vs_gt_noisy_resid_ptp_pi,selector_vs_gt_clean_resid_mean_abs_pi,selector_vs_gt_clean_resid_std_pi,selector_vs_gt_clean_resid_ptp_pi,clean_header_vs_gt_clean_resid_mean_abs_pi,clean_header_vs_gt_clean_resid_std_pi,clean_header_vs_gt_clean_resid_ptp_pi,selector_slope_minus_gt_noisy_pi,header_slope_minus_gt_noisy_pi,gt_noisy_slope_minus_clean_pi
0_0_0_10_14_16,-25.0,2,1,2,35,35,0.9428571428571428,0.6285714285714286,0.45714285714285713,5,0.14285714285714285,1,26,-0.10335984629356246,0.9581217814131577,0.2202256608977848,35,0.020979161801199048,0.0339823560095891,1.1296762672985274,8,-0.0704624379357867,0.4165752320356487,0.19106583016312886,8,-0.027561480526035548,0.9899557572015852,0.006361109959956515,35,-0.09861430032776626,0.9509225633576978,0.22626029183169846,35,-0.09982351902019213,0.9705829796163511,0.17551569849252305,0.20226121280071047,0.23128074006311192,0.990183952869594,0.45747600631183416,0.5358361702643328,1.8429546395119367,0.3476833840850671,0.3633614040947864,1.4388932370488605,0.15046427877269775,0.17911262573287592,0.6111986549403631,0.40680927922019827,0.4865506750317862,1.9140002509827077,-0.004745545965796197,0.02815186239197956,0.0012092186924258647
0_0_0_10_14_16,-25.0,3,2,3,35,35,0.9428571428571428,0.7714285714285715,0.6285714285714286,1,0.02857142857142857,0,26,-0.026698094775145745,0.3370627354288842,0.3754284959446402,35,0.12591105350089923,0.7186977348954565,0.7955682086214443,8,-0.0018494899908179036,0.004065464989242096,0.06632723917022326,8,-0.028512749619266572,0.986672768560836,0.007592803330170542,35,-0.08542458582671923,0.7312445189952186,0.5230344811948737,35,-0.10715310861539745,0.9710404701898459,0.18688822905603342,0.5374132448745361,0.5334750559672539,1.9393309303237687,0.5405708493550104,0.5994675804334584,1.8963817107387033,0.5337879829297913,0.5850050802624092,1.8718474790239588,0.5113206294301956,0.527356479419513,1.908582722766226,0.41897888251761795,0.49249551857197593,1.927737158620338,0.05872649105157349,0.08357509583590132,0.02172852278867822
0_0_0_10_14_16,-25.0,5,3,5,35,35,0.9714285714285714,0.6857142857142857,0.45714285714285713,1,0.02857142857142857,0,26,-0.09952771223850373,0.6002479417624367,0.7620393847124394,35,-0.019106883656797143,0.030217132722356155,1.0932023904187824,8,-0.0809902347821551,0.5477941202133381,0.16860549669024427,8,-0.03536189806448086,0.988687598824943,0.00866688582477894,35,-0.11455204290675798,0.9588568395576464,0.23964858224403812,35,-0.11479103607050631,0.9721954519585019,0.1960600861384515,0.22518060372484136,0.28364758979857396,1.1170597504466693,0.49743125460504845,0.5394393080337417,1.9223585807920225,0.3245250630141106,0.41511893399365524,1.413659389748247,0.19520223052529487,0.24940409163739846,0.9185915154739491,0.4197518002064794,0.4914287694350854,1.915842884235628,0.015024330668254246,0.03356180812460288,0.00023899316374832724
0_0_0_10_14_16,-25.0,6,4,6,35,35,0.9142857142857143,0.8,0.5428571428571428,2,0.05714285714285714,0,26,-0.14600308187299837,0.6953730390574915,0.9502398307380353,35,-0.1494307655591277,0.7807664525173013,0.7997109464802291,8,-0.04177005618139737,0.19858360878684367,0.1922658366401869,8,-0.03731299458283123,0.9938517584595942,0.006724413509501925,35,-0.10519868391403457,0.8874474160120313,0.3783701027321036,35,-0.12256638080512806,0.9736761044765292,0.20353507962488918,0.7375761897530232,0.7105075861262573,1.9334497481178838,0.29803295276956915,0.34448637161311435,1.3939669895779432,0.4386271430980881,0.5148592778772457,1.9566346667555625,0.7232927372888183,0.6467323063987053,1.9366649364358939,0.4404891942305812,0.5096690978091405,1.9286391700144125,-0.0408043979589638,0.0634286277326372,0.017367696891093493
0_0_0_10_14_16,-25.0,8,5,8,35,35,0.9142857142857143,0.5428571428571428,0.37142857142857144,3,0.08571428571428572,1,26,-0.11617669878137091,0.9697831061162392,0.1994932706190923,35,-0.01571488543940879,0.08238058781054991,0.5297002260497404,8,-0.03934195415831015,0.5308191844595636,0.08474857361377977,8,-0.03645260036383599,0.9887485528229518,0.008909830219343738,35,-0.11438622369887076,0.969294644870816,0.20561413362485242,35,-0.1200808883754419,0.9724390572445104,0.2041690066606724,0.1774977457241553,0.20640776063521973,0.8473166510540103,0.5683647424709865,0.6159843013303499,1.998562345213242,0.4068550496167811,0.46565042137400764,1.8045441345308897,0.1729602968320819,0.20794167045646197,0.7295028792514466,0.42878070943851576,0.4902785087552703,1.9168720768869578,-0.0017904750825001453,0.07504426954056062,0.0056946646765711345
0_0_0_10_14_16,-25.0,9,6,9,35,35,0.9714285714285714,0.6,0.5142857142857142,2,0.05714285714285714,0,26,0.018113810016824744,0.18996446165971415,0.3983242285988926,35,-0.11873459275731778,0.6179162779746158,0.9429568130315679,8,-0.00650307177394644,0.027075881806135738,0.08931951967041307,8,-0.03503822066409736,0.9941356104753274,0.006166096034309006,35,-0.11725685098997603,0.951501032570629,0.267362151150758,35,-0.11815086810054641,0.9724006803656988,0.20103124573128853,0.4514331936828275,0.5293821055049526,1.9243274511681014,0.38875011006382665,0.2677783773617976,1.031967801469668,0.5265230634450562,0.6000031014654241,1.8506432413170724,0.43228236077075205,0.51781223188698,1.8762086683438395,0.43017269512711764,0.48935661188882024,1.90317980131026,0.13537066100680079,0.1107537792160296,0.0008940171105703831
0_0_0_10_14_16,-25.0,10,7,10,35,35,0.9142857142857143,0.7142857142857143,0.45714285714285713,0,0.0,0,26,-0.020214720228630165,0.09782695480131609,0.5913117790318444,35,0.10360625049823705,0.5100839542080444,1.0254772819918394,8,-0.019199288528027453,0.11749518668445558,0.120562790249691,8,-0.036854941230817846,0.9934882282585286,0.006836653925790025,35,-0.12682081672008683,0.9584028923331289,0.26683828508762747,35,-0.12343023193078088,0.9726056708179627,0.20921054329625022,0.43563771043794103,0.5042278086392943,1.7514229165853872,0.5331545230661348,0.6148889042112494,1.9802924215120206,0.4790803412736886,0.5592915627487052,1.9459934161620907,0.43550558107835313,0.5160522214404109,1.8871000115673233,0.44838337122829147,0.5274585044864805,1.9458451087149031,0.10660609649145666,0.10762152819205938,-0.003390584789305942
0_0_0_10_14_16,-25.0,11,8,11,35,35,0.8,0.6285714285714286,0.34285714285714286,3,0.08571428571428572,0,26,-0.3256685199843759,0.9764095080310482,0.5276056506574469,35,-0.08367030147884107,0.5416805529556368,0.7772915389083037,8,0.13413428203128844,0.3441292219435196,0.42429489375345547,8,-0.0761061599974478,0.08929468050774114,0.5568979308722981,35,-0.06631265059441223,0.3281284975142732,0.958335572089829,35,-0.15821586409802377,0.6225585688872453,1.2441845123163529,0.46281266065372023,0.5294794796828413,1.871808635045953,0.4747301961166248,0.555326456796456,1.7750944206616601,0.47501242358431944,0.554096597589633,1.8675652400079576,0.5005703500513071,0.5723676168594565,1.9817810188389684,0.5201146054297782,0.6086363337799463,1.9705581652143287,-0.2593558693899637,0.20044693262570068,0.09190321350361154
0_0_0_10_14_16,-25.0,12,9,12,35,35,0.8285714285714286,0.37142857142857144,0.22857142857142856,4,0.11428571428571428,0,26,0.15329793151826743,0.885813503334915,0.5257105715147821,35,-0.003962555634894368,0.0006477256475347914,1.5719517603081743,8,-0.06558517238888117,0.08451561780662087,0.49458654883557135,8,-0.05970235338284008,0.05779156747301628,0.5523474569848942,35,-0.11190822551965662,0.543983381193975,1.0348076109423765,35,-0.19441250005149868,0.8293442142147898,0.8906711185031944,0.4828705992668774,0.5457539817842934,1.9220055450088904,0.5623484367153488,0.6216579634665568,1.8825701857330541,0.48106158175655256,0.5663333875983058,1.8583373060339927,0.47439252700754836,0.5119116599533924,1.9697842292540737,0.4884734954223856,0.5518008102133339,1.890361769371304,0.26520615703792405,0.04632305313077545,0.08250427453184206
0_0_0_10_14_16,-25.0,13,10,13,35,35,0.9142857142857143,0.5428571428571428,0.2571428571428571,1,0.02857142857142857,0,26,-0.0520520440308932,0.8377182025166736,0.24570846417958211,35,-0.046124316857271266,0.11093228668368782,1.3187682102525964,8,-0.06781793849428495,0.5872844017708635,0.1302643102473217,8,-0.04072882002875939,0.9916653069075532,0.008555467111979164,35,-0.12317892193182127,0.9627759061863725,0.24461661100681276,35,-0.12679593620151286,0.9748710528696375,0.20559804437347115,0.3425903631488073,0.44114214920180717,1.91275567441771,0.6441125691564056,0.6981148800153056,1.9852999533469684,0.32651852715899354,0.4193930027704793,1.7944876559616874,0.354822060311111,0.4464306738021632,1.8896502566805462,0.4446760661398545,0.5083222379178151,1.943731524564207,0.07112687790092806,0.055360983437536315,0.0036170142696915902
0_0_0_10_14_16,-26.0,1,0,1,35,35,0.9714285714285714,0.8571428571428571,0.6,0,0.0,0,26,-0.060823292153598586,0.7805841557008462,0.31382829986494715,35,-0.11981308214182745,0.6952896212489907,0.8010600555874523,8,0.023753466532209964,0.10772729678383497,0.15663635660151706,8,-0.00470015583040641,0.9411697674065695,0.0026925154700224575,35,-0.048015173668879745,0.7034662889086917,0.3148429559343577,35,-0.054046522818245464,0.9451945827739408,0.13143740500874276,0.24563149052080782,0.3403806290193095,1.616807401604689,0.48271377287723133,0.5202236980181915,1.9090771002275109,0.4784172210437192,0.5394460745820836,1.8384616576841994,0.12953528426644975,0.14818940887640958,0.5242746745206605,0.41966653122264685,0.510152115392958,1.9328098345223361,-0.012808118484718842,0.07176864020108971,0.0060313491493657195
0_0_0_10_14_16,-26.0,2,1,2,35,35,1.0,0.7714285714285715,0.5428571428571428,3,0.08571428571428572,1,26,-0.004185320390656894,0.010967719687092425,0.3975614106346842,35,0.10419453154943531,0.43820046933880785,1.191514355550168,8,-0.08224329722983784,0.3772095420327146,0.2421362459643915,8,-0.027561480526035548,0.9899557572015852,0.006361109959956515,35,-0.09842124486612648,0.9453935184026582,0.23889371656191163,35,-0.09982351902019213,0.9705829796163511,0.17551569849252305,0.442721996817393,0.5236130460878734,1.9424379655015458,0.5053141651424776,0.5579843321950702,1.8831473691617646,0.4640332021795752,0.2894240120730444,1.2655654735868476,0.4294200684711493,0.49562486244199505,1.8650550500164143,0.40680927922019827,0.4865506750317862,1.9140002509827077,0.09423592447546959,0.016177947636288645,0.0014022741540656442
0_0_0_10_14_16,-26.0,3,2,3,35,35,0.9714285714285714,0.8285714285714286,0.7714285714285715,1,0.02857142857142857,0,26,-0.07295192301879769,0.7378543229297623,0.44577235972351853,35,0.1259093332267195,0.7231375465134529,0.7868276005752045,8,0.00025645589396793857,6.692273170094687e-05,0.07182753687478548,8,-0.028512749619266572,0.986672768560836,0.007592803330170542,35,-0.08489148907638773,0.725345215877207,0.5275765045277172,35,-0.10715310861539745,0.9710404701898459,0.18688822905603342,0.3350424176069371,0.41545836361327526,1.7725785689414053,0.5430205645330591,0.6036073177921184,1.884963599955343,0.5387750149937741,0.592535503507681,1.9100096217365343,0.29194347370902013,0.4105862226591521,1.9075285738161232,0.41897888251761795,0.49249551857197593,1.927737158620338,0.011939566057590043,0.08514794497035567,0.022261619539009722
0_0_0_10_14_16,-26.0,5,3,5,35,35,1.0,0.7428571428571429,0.6571428571428571,1,0.02857142857142857,0,26,-0.12119805999029859,0.7661669298935712,0.6623862872015198,35,-0.014028125649404873,0.015716264464805563,1.1212055099136897,8,-0.0854244935394525,0.5082844819555139,0.19251545325975797,8,-0.03536189806448086,0.988687598824943,0.00866688582477894,35,-0.11468932158586942,0.9543049630839632,0.25346266371786563,35,-0.11479103607050631,0.9721954519585019,0.1960600861384515,0.37196889869147426,0.26184807964145856,1.0746958020224384,0.5199184114569462,0.5727826149234563,1.9202647715161558,0.3247861587910379,0.389357417135931,1.4343645904937574,0.3277584484638665,0.20646223102183528,0.7144860743016679,0.4197518002064794,0.4914287694350854,1.915842884235628,-0.006508738404429171,0.02926482804641692,0.00010171448463688892
0_0_0_10_14_16,-26.0,6,4,6,35,35,0.9428571428571428,0.8857142857142857,0.6857142857142857,1,0.02857142857142857,0,26,-0.06572424094354883,0.49630020845368095,0.7096878614602712,35,-0.16746671595263524,0.8980550854825166,0.5698491233099117,8,-0.043078005240865073,0.18467943010383192,0.20739112779056146,8,-0.03731299458283123,0.9938517584595942,0.006724413509501925,35,-0.10512400676457843,0.8842800322900229,0.3840707505145823,35,-0.12256638080512806,0.9736761044765292,0.20353507962488918,0.598786906157571,0.6530144521638285,1.908079704779637,0.44030853407441434,0.46684957489153345,1.8776144161713044,0.43785915699352124,0.5077071635875514,1.8365385370302603,0.6225643448966751,0.6274674846873349,1.9456374154648828,0.4404891942305812,0.5096690978091405,1.9286391700144125,0.03939976582102961,0.06204600152371336,0.01744237404054963
0_0_0_10_14_16,-26.0,8,5,8,35,35,0.9428571428571428,0.7428571428571429,0.4857142857142857,3,0.08571428571428572,1,26,-0.11898484284277197,0.9674386564666314,0.21235021126469616,35,-0.015469241722932656,0.080121817218057,0.5293694513346268,8,-0.03993679261546048,0.48404067032796483,0.09447559654712019,8,-0.03645260036383599,0.9887485528229518,0.008909830219343738,35,-0.11356997264174187,0.9666227884416003,0.21313762298615874,35,-0.1200808883754419,0.9724390572445104,0.2041690066606724,0.20573784491955321,0.22004174581242156,0.884279204331825,0.5635610306160748,0.6022771686404765,1.8435152927426341,0.406707660348167,0.4716767145201092,1.806390420297401,0.17616365609688972,0.2044688668071343,0.6817644302076282,0.42878070943851576,0.4902785087552703,1.9168720768869578,-0.0054148702010300975,0.07363318002628139,0.006510915733700023
0_0_0_10_14_16,-26.0,9,6,9,35,35,0.9714285714285714,0.7142857142857143,0.5428571428571428,2,0.05714285714285714,0,26,0.013181800194034185,0.06433745431660132,0.5151391912657876,35,-0.11873118004761248,0.6178873365819972,0.9429875048950626,8,-0.003621489460030426,0.007079680893368301,0.09826915800067387,8,-0.03503822066409736,0.9941356104753274,0.006166096034309006,35,-0.09774712882421664,0.865889258771164,0.3885122354763883,35,-0.11815086810054641,0.9724006803656988,0.20103124573128853,0.4707401514462644,0.5432482827173696,1.8800327447310001,0.3947267337622199,0.3559701316880627,1.9464644649068785,0.5294203118677869,0.6065954685103496,1.9380633818640205,0.43433238943211994,0.522779014248411,1.9209296520319852,0.43017269512711764,0.48935661188882024,1.90317980131026,0.11092892901825083,0.09412563936418622,0.02040373927632977
0_0_0_10_14_16,-26.0,10,7,10,35,35,0.9428571428571428,0.8571428571428571,0.6857142857142857,0,0.0,0,26,-0.01727385574993456,0.04979784949579813,0.6933204364105415,35,0.10469491850199472,0.5130339563465456,1.0301535725330218,8,-0.017515753131488673,0.0857670559957262,0.13103178257055406,8,-0.036854941230817846,0.9934882282585286,0.006836653925790025,35,-0.127578251522771,0.9561532693130754,0.275918984494777,35,-0.12343023193078088,0.9726056708179627,0.20921054329625022,0.43007144494151966,0.506168904467289,1.6958170052061714,0.5389965491672168,0.6238379765167239,1.9582085067057982,0.47840666299762885,0.5472868582852388,1.758965677724918,0.43997236050568245,0.5256042370250512,1.9239161661463995,0.44838337122829147,0.5274585044864805,1.9458451087149031,0.11030439577283643,0.11006249839128232,-0.0041480195919901125
0_0_0_10_14_16,-26.0,11,8,11,35,35,0.8857142857142857,0.7428571428571429,0.5714285714285714,2,0.05714285714285714,0,26,-0.2320255558601612,0.895120713990123,0.8476408802858397,35,-0.16649389294830622,0.940231886102941,0.42395101736268437,8,0.14061761238356357,0.3758095245886508,0.4152350915066634,8,-0.0761061599974478,0.08929468050774114,0.5568979308722981,35,-0.06664609222596757,0.32915266504120533,0.9609215588833432,35,-0.15821586409802377,0.6225585688872453,1.2441845123163529,0.5222319526698578,0.5734436096922177,1.979939683190751,0.5502187071734833,0.5551542575379085,1.863851441921471,0.4678723448226126,0.5454274896322919,1.8808648325097785,0.5117871999849566,0.5688923835016435,1.9782732851219282,0.5201146054297782,0.6086363337799463,1.9705581652143287,-0.16537946363419362,0.20726370460953114,0.0915697718720562
0_0_0_10_14_16,-26.0,12,9,12,35,35,0.8571428571428571,0.6571428571428571,0.4,2,0.05714285714285714,0,26,0.1915197078819346,0.9670088798695103,0.3586794135625948,35,-0.006440710086830904,0.002427774202430788,1.3185659761405155,8,-0.3530044223846935,0.9117221867825651,0.25168325347346937,8,-0.05970235338284008,0.05779156747301628,0.5523474569848942,35,-0.04644881052459648,0.10026580598337709,1.4052557505576857,35,-0.19441250005149868,0.8293442142147898,0.8906711185031944,0.49390780147834323,0.5553613035874123,1.8556006657991535,0.562209619902398,0.6220287924613986,1.9199482133123358,0.49718033351076496,0.5742438917475818,1.8782758099080663,0.4747611417542009,0.5332035761402001,1.7521190963394808,0.4884734954223856,0.5518008102133339,1.890361769371304,0.23796851840653108,-0.306555611860097,0.1479636895269022
0_0_0_10_14_16,-26.0,13,10,13,35,35,0.9714285714285714,0.7714285714285715,0.5142857142857142,0,0.0,0,26,0.0008547841553846063,0.0003763884814024232,0.45064139389870117,35,-0.10910683622460564,0.5777695787301265,0.9419968992887507,8,-0.07181444431343335,0.5526142482610691,0.14805445883417326,8,-0.04072882002875939,0.9916653069075532,0.008555467111979164,35,-0.1225443600266891,0.9589487321046934,0.25607018009444393,35,-0.12679593620151286,0.9748710528696375,0.20559804437347115,0.5089044171330782,0.5753015698446924,1.9326754464983533,0.2271864292336657,0.28980989599842855,1.2711067916380803,0.32195828556251305,0.41894390340240906,1.7806325516931174,0.4928617215492049,0.5536050481018654,1.9728026256220252,0.4446760661398545,0.5083222379178151,1.943731524564207,0.1233991441820737,0.05072991571325575,0.00425157617482376
0_0_0_10_14_16,-27.0,1,0,1,35,35,0.9714285714285714,0.8857142857142857,0.8857142857142857,0,0.0,0,26,0.027898839828345786,0.38811193454487913,0.3589561056255525,35,-0.11981932178429609,0.6953008485809988,0.8010805467260047,8,0.027354966488914875,0.07534614522485295,0.219570965660693,8,-0.00470015583040641,0.9411697674065695,0.0026925154700224575,35,-0.04786782980867943,0.6599361526973739,0.3470348547950316,35,-0.054046522818245464,0.9451945827739408,0.13143740500874276,0.4379379581630415,0.516858167290988,1.8211745789207854,0.48681780623831333,0.5264028603262243,1.9003024534560566,0.49114498895871883,0.5521475900401426,1.9568624883308525,0.393049936236751,0.47849459983551623,1.9061032430605536,0.41966653122264685,0.510152115392958,1.9328098345223361,0.07576666963702522,0.0752227962975943,0.0061786930095660345
0_0_0_10_14_16,-27.0,2,1,2,35,35,1.0,0.8,0.6571428571428571,2,0.05714285714285714,1,26,0.020059224895897072,0.17124155051647172,0.4074431137730374,35,0.10419431716668671,0.43819822747356674,1.1915173292952603,8,-0.08799632340242286,0.36252441516714373,0.2673667066586897,8,-0.027561480526035548,0.9899557572015852,0.006361109959956515,35,-0.10055948276052913,0.9331204554856745,0.2718948083302574,35,-0.09982351902019213,0.9705829796163511,0.17551569849252305,0.516673023997197,0.5955816861338807,1.984385820088524,0.5250312478804673,0.5704709688463552,1.9020926878525986,0.5725103284103167,0.3434167283838075,1.6733572097885197,0.5447739456861169,0.6208020169505654,1.9299691379705295,0.40680927922019827,0.4865506750317862,1.9140002509827077,0.12061870765642621,0.012563159358106271,-0.0007359637403370062
0_0_0_10_14_16,-27.0,3,2,3,35,35,0.9714285714285714,0.9142857142857143,0.8285714285714286,0,0.0,0,26,-0.06779795405238348,0.6947226053527816,0.4645684028925568,35,0.125907562229005,0.7231492437855322,0.7867935484373452,8,0.002462456759133766,0.005254965850058579,0.07762814449412003,8,-0.028512749619266572,0.986672768560836,0.007592803330170542,35,-0.08428948400860754,0.717609416954815,0.5340163100788511,35,-0.10715310861539745,0.9710404701898459,0.18688822905603342,0.3407601611853499,0.43690781989272265,1.7484976904389413,0.5455714437755923,0.6077405466718181,1.902717829622538,0.542472488834405,0.6008703380820811,1.9685049029349349,0.3054543654563888,0.4297282040548071,1.893880581597881,0.41897888251761795,0.49249551857197593,1.927737158620338,0.016491529956224063,0.08675194076774131,0.02286362460678991
0_0_0_10_14_16,-27.0,5,3,5,35,35,1.0,0.8857142857142857,0.7428571428571429,0,0.0,0,26,-0.10128438800022323,0.8276765983310977,0.48868472060444135,35,-0.014032543783204234,0.01572526782460837,1.1212323884905675,8,-0.08993541459996204,0.47788526079511806,0.21539298331107745,8,-0.03536189806448086,0.988687598824943,0.00866688582477894,35,-0.11487773696444875,0.9484432741909676,0.27050353280821937,35,-0.11479103607050631,0.9721954519585019,0.1960600861384515,0.5182754557818334,0.4879305872716945,1.8871956800240548,0.5208373473332104,0.5723439462460808,1.9085729810693826,0.3368463778749352,0.3696327158748163,1.4744259875476398,0.49899734159477277,0.3688946859906351,1.9245158289676894,0.4197518002064794,0.4914287694350854,1.915842884235628,0.013593348964225524,0.024942322364486708,-8.670089394244296e-05
0_0_0_10_14_16,-27.0,6,4,6,35,35,0.9714285714285714,0.8857142857142857,0.8285714285714286,0,0.0,0,26,-0.1821924285743727,0.6531830439655064,1.278944093566534,35,-0.22495644255176628,0.8724810869493158,0.8685759735316383,8,-0.044573765248063765,0.17519758562570564,0.22160006145879504,8,-0.03731299458283123,0.9938517584595942,0.006724413509501925,35,-0.10501915403919423,0.8803968979922837,0.3909314149696182,35,-0.12256638080512806,0.9736761044765292,0.20353507962488918,0.48065101973515123,0.5602051596785871,1.960722830607855,0.5228167503815048,0.5945917112909826,1.9460975579137958,0.4396481873982269,0.5131847836240035,1.8682687760768446,0.3778009154100457,0.46814125234951887,1.9136419556700757,0.4404891942305812,0.5096690978091405,1.9286391700144125,-0.07717327453517847,0.06044538879113047,0.01754722676593383
0_0_0_10_14_16,-27.0,8,5,8,35,35,0.9714285714285714,0.8285714285714286,0.6285714285714286,2,0.05714285714285714,1,26,-0.014938072418474092,0.035432142485467,0.763662050227451,35,-0.02765309645296553,0.25357888243695936,0.4791585825491131,8,-0.04072835729735781,0.4414862423176159,0.10496267641031647,8,-0.03645260036383599,0.9887485528229518,0.008909830219343738,35,-0.11265471747775192,0.9626941561914365,0.22397200337227557,35,-0.1200808883754419,0.9724390572445104,0.2041690066606724,0.4629955370314701,0.533344470594787,1.9454607488323894,0.5780879931810504,0.6261641069707427,1.8578481560765305,0.40738612620794973,0.4807918909518637,1.8088595390330324,0.4449134815767934,0.536779053758855,1.910695603854579,0.42878070943851576,0.4902785087552703,1.9168720768869578,0.09771664505927782,0.07192636018039411,0.007426170897689974
0_0_0_10_14_16,-27.0,9,6,9,35,35,0.9714285714285714,0.8285714285714286,0.6571428571428571,2,0.05714285714285714,0,26,-0.15329285337503037,0.9695315099576618,0.2607542183224708,35,-0.13974695252553768,0.7011735852590953,0.9213807840219993,8,-0.0006368810815630783,0.0001825338479333194,0.10800072111271601,8,-0.03503822066409736,0.9941356104753274,0.006166096034309006,35,-0.023168482580578437,0.17701580554276308,0.5045304715012633,35,-0.11815086810054641,0.9724006803656988,0.20103124573128853,0.4096931339913878,0.4937680647242543,1.8965259234202734,0.3634218578521187,0.42968662843968597,1.8931379418708736,0.534411696620939,0.6126654579414881,1.835891062398773,0.3829934847237892,0.40789630167671626,1.367936772706593,0.43017269512711764,0.48935661188882024,1.90317980131026,-0.13012437079445194,0.02253160149901536,0.09498238551996797
0_0_0_10_14_16,-27.0,10,7,10,35,35,0.9428571428571428,0.9142857142857143,0.8857142857142857,0,0.0,0,26,0.011735420125864184,0.04593668896109726,0.5074120420236633,35,0.10465930854520386,0.5128685614500212,1.0301441191861036,8,-0.0156574340117952,0.05982647839581956,0.1422189703120897,8,-0.036854941230817846,0.9934882282585286,0.006836653925790025,35,-0.12893904681829668,0.9484636958987652,0.30355040750318274,35,-0.12343023193078088,0.9726056708179627,0.20921054329625022,0.43585040908968403,0.5180225727245246,1.9956018148465877,0.524274494767932,0.5959407993891233,1.9214755283734464,0.4884544834936567,0.5523547027503902,1.7979808158180492,0.4314960909420358,0.5184275074353797,1.8816412098439874,0.44838337122829147,0.5274585044864805,1.9458451087149031,0.14067446694416086,0.11328161280650148,-0.005508814887515798
0_0_0_10_14_16,-27.0,11,8,11,35,35,0.9428571428571428,0.8571428571428571,0.6857142857142857,1,0.02857142857142857,1,26,-0.07053994128558874,0.5948611147991019,0.5158912862051381,35,-0.15297845552881933,0.9392294977613037,0.3929985145049666,8,0.1476436674873121,0.40880381537606914,0.4068204888941966,8,-0.0761061599974478,0.08929468050774114,0.5568979308722981,35,-0.06706759514131971,0.3301290774057487,0.9648648694067585,35,-0.15821586409802377,0.6225585688872453,1.2441845123163529,0.5594580464102357,0.6089394467869507,1.9057609334504149,0.5376692045287805,0.5621339108114181,1.796851131173253,0.4810205849521452,0.5610438543211564,1.9673847829884747,0.5250891987887628,0.5697285493572276,1.7054966910677203,0.5201146054297782,0.6086363337799463,1.9705581652143287,-0.0034723461442690284,0.21471126262863183,0.09114826895670405
0_0_0_10_14_16,-27.0,12,9,12,35,35,0.9142857142857143,0.8285714285714286,0.5428571428571428,1,0.02857142857142857,0,26,0.14489502519334263,0.9432046804835955,0.3327121052665048,35,-0.08366190176197698,0.40959140729988197,1.014445534129089,8,-0.3547456779578691,0.9102162885137917,0.255283790838552,8,-0.05970235338284008,0.05779156747301628,0.5523474569848942,35,-0.046603691029671886,0.10040773257781155,1.4088335232712994,35,-0.19441250005149868,0.8293442142147898,0.8906711185031944,0.41422647159518533,0.45853630205688134,1.6508715524983455,0.488859638715339,0.5768032916979122,1.8667607922025335,0.49793482392390687,0.5779536365993154,1.8587145144153088,0.42405729508232315,0.5046474614807078,1.823142453129316,0.4884734954223856,0.5518008102133339,1.890361769371304,0.1914987162230145,-0.3081419869281972,0.1478088090218268
0_0_0_10_14_16,-27.0,13,10,13,35,35,1.0,0.9142857142857143,0.6857142857142857,0,0.0,0,26,0.0019853464326420726,0.0018280748671679614,0.462475401374054,35,-0.1462089884831623,0.8811597892403213,0.542286171501306,8,-0.07639570124351999,0.5183156654035642,0.16874568141265445,8,-0.04072882002875939,0.9916653069075532,0.008555467111979164,35,-0.12179897953746038,0.9550815746102871,0.26676924768906807,35,-0.12679593620151286,0.9748710528696375,0.20559804437347115,0.5410067762051225,0.6047283252501473,1.8819536317060486,0.39352117695982175,0.40820573341377686,1.9195026772970982,0.3261548783188836,0.42245631127185546,1.8816346176944014,0.5111840745372092,0.5661967623196813,1.8619987217816687,0.4446760661398545,0.5083222379178151,1.943731524564207,0.12378432597010246,0.04540327829394039,0.0049969566640524765
