method,pattern_count,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol,triggered_symbols,trigger_rate,dataset,snr_db,seed,training_seed,training_snr,training_snapshots,cg_iterations,lora_leakage_weight,runtime_lora_weight,wrap_consistency_exponent,savaux_gate_margin_db
information_8_wrap_gated,8,70,7,0.1,1,0,0.12396980000266922,1.7709971428952744,8,0.11428571428571428,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,15,0.21428571428571427,0,0,0.2619667000253685,3.7423814289338355,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,15,0.21428571428571427,1,1,1.1221829999922193,16.031185714174562,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,17,0.24285714285714285,2,4,1.1309526999793889,16.156467142562697,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,16,0.22857142857142856,2,3,1.224453699975129,17.492195713930414,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,15,0.21428571428571427,1,1,0.22635159998753807,3.2335942855362583,12,0.17142857142857143,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,1,0.014285714285714285,0,0,0.2790443000085361,3.986347142979087,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,1,0.014285714285714285,0,0,1.0958332000191149,15.65476000027307,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,1,0.014285714285714285,0,0,1.1271013999830757,16.101448571186797,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,1,0.014285714285714285,0,0,1.220465599977615,17.43522285682307,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,1,0.014285714285714285,0,0,0.014702099997521145,0.2100299999645878,1,0.014285714285714285,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,5,0.07142857142857142,0,0,0.25548900001012953,3.6498428572875645,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,6,0.08571428571428572,0,1,1.0292680999918957,14.703829999884224,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,8,0.11428571428571428,0,3,1.0208168999852205,14.583098571217436,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,6,0.08571428571428572,2,3,1.1070028999747592,15.81432714249656,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,6,0.08571428571428572,2,3,0.14608699999735109,2.0869571428193012,10,0.14285714285714285,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
savaux,0,70,15,0.21428571428571427,0,0,0.18622359999790206,2.660337142827172,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
hamming_8,8,70,18,0.2571428571428571,0,3,0.6796730999885767,9.709615714122524,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8,8,70,16,0.22857142857142856,0,1,0.6923424000051455,9.890605714359221,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap,8,70,15,0.21428571428571427,0,0,0.7633620000015071,10.90517142859296,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
information_8_wrap_gated,8,70,15,0.21428571428571427,0,0,0.19103989999712212,2.729141428530316,17,0.24285714285714285,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,0.5
