method,pattern_count,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol,dataset,snr_db,seed,training_seed,training_snr,training_snapshots,cg_iterations
hamming_8,8,70,24,0.34285714285714286,5,0,0.3308071999963431,4.725817142804901,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4
information_12,12,70,23,0.32857142857142857,6,0,0.570400399985374,8.148577142648199,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4
hamming_12,12,70,24,0.34285714285714286,5,0,0.5327375999841024,7.610537142630035,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4
information_16,16,70,23,0.32857142857142857,6,0,0.6843767000209482,9.77681000029926,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4
hamming_16,16,70,22,0.3142857142857143,7,0,0.6830872999998974,9.758389999998533,0_0_0_10_14_16,-25.0,42,41,-24.0,512,4
savaux,0,70,17,0.24285714285714285,0,0,0.0977169000034337,1.395955714334767,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4
information_8,8,70,15,0.21428571428571427,2,0,0.3505687000142643,5.008124285918062,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4
hamming_8,8,70,16,0.22857142857142856,1,0,0.3297029999885126,4.710042856978752,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4
information_12,12,70,14,0.2,3,0,0.5512777000076312,7.875395714394732,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4
hamming_12,12,70,16,0.22857142857142856,1,0,0.5334254000008514,7.62036285715502,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4
information_16,16,70,14,0.2,3,0,0.687105100008921,9.815787142984586,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4
hamming_16,16,70,16,0.22857142857142856,1,0,0.6775997999902756,9.679997142718223,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4
savaux,0,70,21,0.3,0,0,0.09804609998172964,1.4006585711675663,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
information_8,8,70,17,0.24285714285714285,5,1,0.3481810000121186,4.974014285887408,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
hamming_8,8,70,18,0.2571428571428571,3,0,0.33854770000107237,4.836395714301034,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
information_12,12,70,15,0.21428571428571427,6,0,0.5474305999923672,7.820437142748103,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
hamming_12,12,70,18,0.2571428571428571,3,0,0.5256734000104188,7.509620000148841,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
information_16,16,70,15,0.21428571428571427,6,0,0.6790539000066929,9.700770000095613,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
hamming_16,16,70,18,0.2571428571428571,3,0,0.6723102999931143,9.60443285704449,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4
savaux,0,70,22,0.3142857142857143,0,0,0.10284319999846048,1.4691885714065782,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4
information_8,8,70,21,0.3,3,2,0.3479270999923756,4.970387142748223,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4
hamming_8,8,70,20,0.2857142857142857,3,1,0.33932249999270425,4.8474642856100605,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4
information_12,12,70,18,0.2571428571428571,4,0,0.5599337999774434,7.999054285392049,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4
hamming_12,12,70,20,0.2857142857142857,4,2,0.5476817000017036,7.824024285738623,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4
information_16,16,70,18,0.2571428571428571,6,2,0.7241265000047861,10.344664285782658,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4
hamming_16,16,70,20,0.2857142857142857,3,1,0.7137047999967763,10.195782857096804,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4
savaux,0,70,21,0.3,0,0,0.0991522999938752,1.4164614284839314,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4
information_8,8,70,17,0.24285714285714285,4,0,0.34284670000488404,4.897810000069772,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4
hamming_8,8,70,17,0.24285714285714285,4,0,0.35414919999675476,5.059274285667925,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4
information_12,12,70,16,0.22857142857142856,5,0,0.5531380999746034,7.9019728567800485,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4
hamming_12,12,70,15,0.21428571428571427,6,0,0.5333523000190326,7.6193185717004654,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4
information_16,16,70,15,0.21428571428571427,6,0,0.6676899000012781,9.538427142875403,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4
hamming_16,16,70,16,0.22857142857142856,6,1,0.6651808000206074,9.502582857437249,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4
savaux,0,70,23,0.32857142857142857,0,0,0.09962170000653714,1.4231671429505306,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
information_8,8,70,19,0.2714285714285714,4,0,0.3518000000040047,5.025714285771495,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
hamming_8,8,70,20,0.2857142857142857,3,0,0.3542241999821272,5.0603457140303885,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
information_12,12,70,19,0.2714285714285714,4,0,0.5680381000020134,8.114830000028762,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
hamming_12,12,70,19,0.2714285714285714,4,0,0.5541923000018869,7.917032857169813,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
information_16,16,70,17,0.24285714285714285,6,0,0.7095627000089735,10.136610000128192,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
hamming_16,16,70,17,0.24285714285714285,6,0,0.726705299992318,10.381504285604544,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4
savaux,0,70,24,0.34285714285714286,0,0,0.09963269999570912,1.4233242856529873,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4
information_8,8,70,20,0.2857142857142857,4,0,0.33224379999956,4.746339999993714,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4
hamming_8,8,70,21,0.3,3,0,0.33969760001127725,4.852822857303961,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4
information_12,12,70,19,0.2714285714285714,5,0,0.5403623999918636,7.719462857026623,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4
hamming_12,12,70,19,0.2714285714285714,5,0,0.5282835999787494,7.546908571124992,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4
information_16,16,70,18,0.2571428571428571,6,0,0.6782269999966957,9.688957142809938,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4
hamming_16,16,70,18,0.2571428571428571,6,0,0.6732127999966906,9.617325714238437,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4
