scenario,target_tx_dbm,trial,symbol_index,gt_bin,branch0_bin,savaux_bin,equal8_bin,gls8_direct_bin,gls8_cg_wrap_bin,conditional_gls_bin,savaux_margin_db,branch_color_mismatch,conditional_backend_ran
one_interferer,-60.0,1,20,699,699,699,699,699,699,699,1.1190575312436102,1.2695434001678354,0
one_interferer,-60.0,1,21,115,154,115,154,154,154,154,0.05024791600220285,1.2643321536171634,1
one_interferer,-60.0,1,22,235,235,235,235,235,235,235,1.5828019675850677,1.2684533143556596,0
one_interferer,-60.0,1,23,888,681,681,681,681,32,681,0.9349388896739862,1.2859078173374436,0
one_interferer,-60.0,1,24,849,32,32,32,32,32,32,1.6020740376426725,1.2856102061894883,0
one_interferer,-60.0,1,25,221,221,221,221,221,221,221,1.9780029237508119,1.2687717215865755,0
one_interferer,-60.0,1,26,703,1003,1003,1003,1003,1003,1003,0.6552710774350378,1.2840817244510248,0
one_interferer,-60.0,1,27,601,601,601,601,601,601,601,0.39475369080817757,1.284357925257234,1
one_interferer,-60.0,1,28,20,20,20,900,20,20,20,0.22456249725892083,1.2830976679898496,1
one_interferer,-60.0,1,29,12,12,12,12,12,12,12,1.6653139264813301,1.2766642125501875,0
one_interferer,-60.0,1,30,467,467,467,467,467,467,467,0.12867252689056782,1.2759888757316906,1
one_interferer,-60.0,1,31,410,410,410,410,410,410,410,0.9009789982242012,1.296788543278748,0
one_interferer,-60.0,1,32,199,199,199,199,199,199,199,2.0381097398417487,1.2672122127994943,0
one_interferer,-60.0,1,33,1020,479,479,479,479,479,479,0.6557041348480726,1.2779412228484877,0
one_interferer,-60.0,1,34,142,142,142,142,142,142,142,0.24747845940253704,1.250290957652186,1
one_interferer,-60.0,1,35,619,547,547,547,547,547,547,0.9208854246160703,1.261893061655644,0
one_interferer,-60.0,1,36,426,168,168,168,168,168,168,1.040442584668964,1.2755410131007707,0
one_interferer,-60.0,1,37,84,84,84,84,84,84,84,2.129022442928052,1.274943724401111,0
one_interferer,-60.0,1,38,829,11,11,11,11,11,11,0.39981286719205317,1.280356490852534,1
one_interferer,-60.0,1,39,361,361,361,361,361,361,361,0.5209981579532095,1.2725075122445701,0
one_interferer,-60.0,1,40,574,407,407,407,407,407,407,2.7257718589264552,1.2818225188174888,0
one_interferer,-60.0,1,41,736,15,15,15,15,15,15,0.7406420185377707,1.2841056626584393,0
one_interferer,-60.0,1,42,520,182,182,182,182,182,182,0.6192562196536948,1.2766136654885054,0
one_interferer,-60.0,1,43,973,973,973,973,973,973,973,1.0099900317961228,1.283181675608956,0
one_interferer,-60.0,1,44,555,414,414,555,414,555,555,0.12193020026334085,1.2728774104619514,1
one_interferer,-60.0,1,45,437,7,7,7,7,7,7,0.42897831045727175,1.2786246798245504,1
one_interferer,-60.0,1,46,981,19,19,19,19,19,19,0.1397999246553644,1.2939232996677714,1
one_interferer,-60.0,1,47,132,539,539,132,539,539,539,0.11022992508565396,1.2694666902786376,1
one_interferer,-60.0,1,48,799,743,743,743,743,743,743,2.860128508362083,1.267159966541791,0
one_interferer,-60.0,1,49,1010,1010,1010,1010,1010,1010,1010,0.5985803223998232,1.27390438332096,0
one_interferer,-62.0,0,0,596,91,91,91,91,91,91,0.7815077179455823,1.290359219358842,0
one_interferer,-62.0,0,1,975,721,721,721,721,721,721,1.4870333042234192,1.2741345676848006,0
one_interferer,-62.0,0,2,938,223,223,223,223,223,223,0.9605418451352707,1.2780625690575709,0
one_interferer,-62.0,0,3,11,108,108,108,108,108,108,3.4194143442457743,1.2894794370508231,0
one_interferer,-62.0,0,4,664,664,664,664,664,664,664,1.7969014653186333,1.2809850387589565,0
one_interferer,-62.0,0,5,67,806,806,806,806,806,806,1.1564491145566813,1.2660658840129793,0
one_interferer,-62.0,0,6,336,319,319,319,319,319,319,0.6207706315450969,1.2578899889394497,0
one_interferer,-62.0,0,7,207,471,471,471,471,471,471,2.241487877183721,1.2702599734276496,0
one_interferer,-62.0,0,8,261,698,698,698,698,698,698,3.1440436662097673,1.279934372050808,0
one_interferer,-62.0,0,9,540,15,15,15,15,15,15,3.2942659528233866,1.2704700753105045,0
one_interferer,-62.0,0,10,499,115,499,499,115,499,499,0.04599546783074949,1.2720269083990592,1
one_interferer,-62.0,0,11,475,929,929,929,929,929,929,2.8773419710960595,1.2836996822873612,0
one_interferer,-62.0,0,12,596,577,577,577,577,577,577,0.7795962765715226,1.2933010223176546,0
one_interferer,-62.0,0,13,229,107,107,107,107,107,107,4.074838599712044,1.2662506484798706,0
one_interferer,-62.0,0,14,993,146,146,146,146,146,146,0.09422271110311062,1.2907074967198882,1
one_interferer,-62.0,0,15,993,972,972,972,972,972,972,2.9601285963230106,1.2720242174279728,0
one_interferer,-62.0,0,16,597,952,952,952,952,952,952,1.5077477763232825,1.2675669898278064,0
one_interferer,-62.0,0,17,758,770,770,770,770,770,770,1.2220596030486257,1.2635354856207324,0
one_interferer,-62.0,0,18,296,296,296,296,296,296,296,0.6161004810965819,1.2829116208058726,0
one_interferer,-62.0,0,19,478,383,383,383,478,478,478,0.37418131905626456,1.2834072111637782,1
one_interferer,-62.0,0,20,79,292,292,292,292,292,292,1.3681220447089282,1.2728571464453367,0
one_interferer,-62.0,0,21,77,456,456,456,456,456,456,2.0582853600529716,1.2616619007504857,0
one_interferer,-62.0,0,22,8,85,85,85,85,85,85,1.860734468724223,1.279154259644099,0
one_interferer,-62.0,0,23,301,398,398,398,398,398,398,3.3816312517949196,1.268469505212532,0
one_interferer,-62.0,0,24,881,328,328,328,328,328,328,1.1309234879450134,1.2890674157682562,0
one_interferer,-62.0,0,25,988,973,973,973,973,973,973,1.2832997595194047,1.2890834011142358,0
one_interferer,-62.0,0,26,178,885,885,885,885,885,885,3.062606309386279,1.278015374620144,0
one_interferer,-62.0,0,27,929,798,798,799,798,799,799,0.3342511189505186,1.2773940391113974,1
one_interferer,-62.0,0,28,360,360,360,360,360,360,360,1.8762470483378177,1.2907735691411124,0
one_interferer,-62.0,0,29,115,431,431,432,431,431,431,0.07804909533046817,1.2734173087234544,1
one_interferer,-62.0,0,30,919,919,919,919,919,919,919,0.7559699311335545,1.270312616354561,0
one_interferer,-62.0,0,31,540,593,593,593,540,540,540,0.11051312638269714,1.287194715644723,1
one_interferer,-62.0,0,32,332,63,63,63,63,332,332,0.12414696631824926,1.2895157662711374,1
one_interferer,-62.0,0,33,292,446,446,446,446,445,445,0.22928823254809497,1.2773712829917319,1
one_interferer,-62.0,0,34,193,793,793,793,793,193,793,0.7595092082883168,1.2713990411323934,0
one_interferer,-62.0,0,35,635,112,112,112,112,112,112,2.3956046435651204,1.277972829062381,0
one_interferer,-62.0,0,36,286,286,286,286,286,286,286,0.12639158511536053,1.2877937906758083,1
one_interferer,-62.0,0,37,446,451,451,451,451,451,451,1.7011417449602058,1.2827743766778792,0
one_interferer,-62.0,0,38,562,941,941,941,941,941,941,1.014528222926763,1.284571701758393,0
one_interferer,-62.0,0,39,23,663,663,663,663,663,663,3.0046375402598215,1.2660711622805463,0
one_interferer,-62.0,0,40,87,543,543,543,543,543,543,1.525400102851788,1.2778296663225484,0
one_interferer,-62.0,0,41,249,686,686,686,686,686,686,2.1358318120126336,1.2944354312845736,0
one_interferer,-62.0,0,42,114,287,287,287,287,287,287,1.6387975344592685,1.2936745588811085,0
one_interferer,-62.0,0,43,105,22,22,22,22,22,22,0.7711146843007944,1.2887395915872117,0
one_interferer,-62.0,0,44,116,130,130,130,130,130,130,0.2764317254105379,1.299161542003531,1
one_interferer,-62.0,0,45,869,869,869,869,869,869,869,1.342987896131162,1.2840341509580513,0
one_interferer,-62.0,0,46,246,246,246,246,246,246,246,0.4499323888435005,1.2864588262408794,1
one_interferer,-62.0,0,47,673,984,984,984,984,984,984,0.7390914485195956,1.2801240193656702,0
one_interferer,-62.0,0,48,265,964,964,964,964,964,964,0.7991178427662189,1.2897409002332307,0
one_interferer,-62.0,0,49,104,710,710,710,710,710,710,1.1511134344121317,1.26963101012926,0
one_interferer,-62.0,1,0,165,491,491,491,491,491,491,0.2149231723028796,1.2820310952570066,1
one_interferer,-62.0,1,1,738,800,801,801,800,738,738,0.10036502847222724,1.2624510262287398,1
one_interferer,-62.0,1,2,921,823,823,823,823,921,921,0.3607374442052014,1.2884261772812258,1
one_interferer,-62.0,1,3,319,641,641,641,641,641,641,1.4499250314689545,1.2665016361480763,0
one_interferer,-62.0,1,4,205,717,717,717,717,717,717,1.1105478316185364,1.2857825130192153,0
one_interferer,-62.0,1,5,137,97,97,97,97,97,97,0.9498324373782098,1.2829654675728235,0
one_interferer,-62.0,1,6,974,934,934,934,934,934,934,2.4055696410207177,1.2899019377015695,0
one_interferer,-62.0,1,7,951,201,201,201,201,201,201,1.0906974757937136,1.2687572904132245,0
one_interferer,-62.0,1,8,939,487,487,487,487,487,487,0.9907857128631509,1.2795911393680734,0
one_interferer,-62.0,1,9,967,568,568,568,568,568,568,0.4635562536921855,1.2664605618521174,1
one_interferer,-62.0,1,10,372,174,174,174,174,174,174,2.1148377272266212,1.270419848462109,0
one_interferer,-62.0,1,11,43,43,43,43,43,43,43,0.47513564319490365,1.3021147375393456,1
one_interferer,-62.0,1,12,829,475,475,475,475,475,475,0.5578125392100496,1.269947061227647,0
one_interferer,-62.0,1,13,857,857,857,857,857,857,857,0.9055084875294245,1.2821998376354529,0
one_interferer,-62.0,1,14,888,453,453,453,453,453,453,1.3344361999962497,1.2826302317682852,0
one_interferer,-62.0,1,15,480,721,721,721,721,720,720,0.04936224081820456,1.2721208320546749,1
one_interferer,-62.0,1,16,843,304,304,304,304,843,843,0.36850875399731137,1.2964848974205523,1
one_interferer,-62.0,1,17,796,796,796,796,796,796,796,3.3130417240978236,1.2648611564808574,0
one_interferer,-62.0,1,18,658,331,331,331,331,331,331,1.0690707099774779,1.280846996025016,0
one_interferer,-62.0,1,19,361,168,168,168,168,168,168,0.8995395552968053,1.2917255047706755,0
one_interferer,-62.0,1,20,699,107,107,107,107,107,107,0.503567530944033,1.2697203697381902,0
one_interferer,-62.0,1,21,115,154,154,154,154,154,154,1.4685574911719568,1.2644746580317616,0
one_interferer,-62.0,1,22,235,682,682,682,235,235,235,0.22494811059566777,1.2685823936139016,1
one_interferer,-62.0,1,23,888,681,681,681,681,32,681,0.9351224891533528,1.285876580925501,0
one_interferer,-62.0,1,24,849,32,32,32,32,32,32,3.039387573243266,1.2857013061513392,0
one_interferer,-62.0,1,25,221,221,221,221,221,221,221,0.32359857996261854,1.2688368027846169,1
one_interferer,-62.0,1,26,703,1003,1003,1003,1003,1003,1003,0.6567716738439371,1.2841566488092755,0
one_interferer,-62.0,1,27,601,377,377,377,377,377,377,1.2313798457149918,1.2844859896782685,0
one_interferer,-62.0,1,28,20,900,900,900,900,900,900,1.7646537792300898,1.2831642049075749,0
one_interferer,-62.0,1,29,12,262,262,262,262,12,12,0.013172017032415525,1.2766276365882026,1
one_interferer,-62.0,1,30,467,262,262,262,262,262,262,1.6456605003434253,1.27599851156502,0
one_interferer,-62.0,1,31,410,419,419,419,419,419,419,1.0690598234661888,1.2967751595884471,0
one_interferer,-62.0,1,32,199,199,199,199,634,199,199,0.29375562446152587,1.2672852413097229,1
one_interferer,-62.0,1,33,1020,479,479,479,479,479,479,0.8596604938716012,1.2718539613127449,0
one_interferer,-62.0,1,34,142,354,354,354,354,354,354,1.04390232114556,1.2504795926480667,0
one_interferer,-62.0,1,35,619,547,547,547,547,547,547,0.9192619286129834,1.262035000210226,0
one_interferer,-62.0,1,36,426,168,168,168,168,168,168,2.7973900633827604,1.275647167789258,0
one_interferer,-62.0,1,37,84,84,84,84,84,84,84,0.5253176367413919,1.2749022367344343,0
one_interferer,-62.0,1,38,829,11,11,11,11,11,11,0.3990164013563393,1.2865956428752892,1
one_interferer,-62.0,1,39,361,903,903,903,903,903,903,1.009169948455323,1.2723841869547865,0
one_interferer,-62.0,1,40,574,407,407,407,407,407,407,2.72208016792491,1.2839073277079172,0
one_interferer,-62.0,1,41,736,15,15,15,15,15,15,0.7403197306752494,1.2825209322897824,0
one_interferer,-62.0,1,42,520,182,182,182,182,182,182,0.6183567098940821,1.2841434256057103,0
one_interferer,-62.0,1,43,973,718,718,718,413,718,718,0.20499707190395394,1.283360805664805,1
one_interferer,-62.0,1,44,555,414,414,414,414,414,414,1.8430383901644487,1.2729909905090424,0
one_interferer,-62.0,1,45,437,7,7,7,7,7,7,2.203123851524705,1.2786923747915921,0
one_interferer,-62.0,1,46,981,19,19,19,19,19,19,1.4153019499575592,1.2940845292856087,0
one_interferer,-62.0,1,47,132,539,539,539,539,539,539,2.0006844462775604,1.269657781019328,0
one_interferer,-62.0,1,48,799,743,743,743,743,743,743,2.8623736865284597,1.2728053697643544,0
one_interferer,-62.0,1,49,1010,1021,1021,1021,1021,1021,1021,1.0169265023010592,1.2738969955247144,0
one_interferer,-64.0,0,0,596,91,91,91,91,91,91,0.7816267699354076,1.2904367551696179,0
one_interferer,-64.0,0,1,975,721,721,721,721,721,721,1.488694410244281,1.2742153619348169,0
one_interferer,-64.0,0,2,938,223,223,223,223,223,223,1.5474686019367643,1.2781834199757387,0
one_interferer,-64.0,0,3,11,108,108,108,108,108,108,3.4181545134594735,1.2893505123051685,0
one_interferer,-64.0,0,4,664,173,664,664,173,664,664,0.2766938204390031,1.2810093517765502,1
one_interferer,-64.0,0,5,67,806,806,806,806,806,806,2.8169078919240027,1.2661437134532592,0
one_interferer,-64.0,0,6,336,319,319,319,319,319,319,2.1114962732545894,1.2579846408241708,0
one_interferer,-64.0,0,7,207,471,471,471,471,471,471,2.241639439404843,1.2678794947226113,0
one_interferer,-64.0,0,8,261,698,698,698,698,698,698,3.1420930038765196,1.2774784882206964,0
one_interferer,-64.0,0,9,540,15,15,15,15,15,15,4.028438042180872,1.270478609192775,0
one_interferer,-64.0,0,10,499,115,115,115,115,115,115,1.631754605041393,1.2720844330395473,0
one_interferer,-64.0,0,11,475,929,929,929,929,929,929,2.8757091394807284,1.2837524728720389,0
one_interferer,-64.0,0,12,596,577,577,577,577,577,577,0.7640355764342237,1.2924039613469056,0
one_interferer,-64.0,0,13,229,107,107,107,107,107,107,4.071421943061487,1.270740591180165,0
one_interferer,-64.0,0,14,993,146,146,146,146,146,146,0.09535853649978678,1.290777225017422,1
one_interferer,-64.0,0,15,993,972,972,972,972,972,972,2.942926963618453,1.2692829727974657,0
one_interferer,-64.0,0,16,597,952,952,952,952,952,952,1.5075972345994844,1.267664227231015,0
one_interferer,-64.0,0,17,758,770,770,770,770,770,770,1.2218880031940231,1.2712699754713919,0
one_interferer,-64.0,0,18,296,832,832,832,832,296,296,0.3842314085602125,1.2829564123359378,1
one_interferer,-64.0,0,19,478,383,383,383,383,383,383,1.3198811721197135,1.2834673658946516,0
one_interferer,-64.0,0,20,79,292,292,292,292,292,292,1.4847272564681693,1.2729805151561733,0
one_interferer,-64.0,0,21,77,456,456,456,456,456,456,3.3479635460348014,1.2617595663357484,0
one_interferer,-64.0,0,22,8,85,85,85,85,85,85,1.9288010295449403,1.279133078055762,0
one_interferer,-64.0,0,23,301,398,398,398,398,398,398,3.863407392826751,1.2684993932364106,0
one_interferer,-64.0,0,24,881,328,328,328,328,328,328,1.131922975896516,1.289043644415191,0
one_interferer,-64.0,0,25,988,973,973,973,973,973,973,1.2606822145798984,1.2890798083924409,0
one_interferer,-64.0,0,26,178,885,885,885,885,885,885,3.0658402075437823,1.281024236762235,0
one_interferer,-64.0,0,27,929,798,798,799,798,799,799,0.3339228026991582,1.2774768141885606,1
one_interferer,-64.0,0,28,360,360,360,360,360,360,360,0.5603242766999689,1.2908726407995954,0
one_interferer,-64.0,0,29,115,431,431,432,431,431,431,0.0798367598396881,1.2740374211493077,1
one_interferer,-64.0,0,30,919,580,580,580,580,919,580,0.6298245380006918,1.2703297694373412,0
one_interferer,-64.0,0,31,540,593,593,593,593,593,593,1.460915343225657,1.2871903286675141,0
one_interferer,-64.0,0,32,332,63,63,63,63,63,63,1.775194384020504,1.289667683463519,0
one_interferer,-64.0,0,33,292,446,446,446,446,445,445,0.22906974163469415,1.2774559690348557,1
one_interferer,-64.0,0,34,193,793,793,793,793,793,793,1.0803585562173887,1.2714043692671577,0
one_interferer,-64.0,0,35,635,112,112,112,112,112,112,2.3954779168036793,1.2779749281110715,0
one_interferer,-64.0,0,36,286,299,299,299,299,299,299,1.2299800669049301,1.2877659767146203,0
one_interferer,-64.0,0,37,446,451,451,451,451,451,451,1.698207137709716,1.2828476505199364,0
one_interferer,-64.0,0,38,562,941,941,941,941,941,941,1.016340047247529,1.284640970740846,0
one_interferer,-64.0,0,39,23,663,663,663,663,663,663,3.004546318389871,1.2608390929179722,0
one_interferer,-64.0,0,40,87,543,543,543,543,543,543,2.1777648241905165,1.2779412923344324,0
one_interferer,-64.0,0,41,249,686,686,686,686,686,686,2.193783256145925,1.295568397838214,0
one_interferer,-64.0,0,42,114,287,287,287,287,287,287,1.6374725497028109,1.29436058473949,0
one_interferer,-64.0,0,43,105,22,22,22,22,22,22,1.3564795142087465,1.2886732420184328,0
one_interferer,-64.0,0,44,116,130,130,130,130,130,130,0.28865416088674717,1.29917059261779,1
one_interferer,-64.0,0,45,869,861,861,861,861,861,861,0.27004871305623823,1.2839510283407276,1
one_interferer,-64.0,0,46,246,243,243,243,243,243,243,0.9788441748954411,1.2865643726501788,0
one_interferer,-64.0,0,47,673,984,984,984,984,984,984,0.7407867282964784,1.2828793741156383,0
one_interferer,-64.0,0,48,265,964,964,964,964,964,964,0.8143903966878434,1.2898368133351965,0
one_interferer,-64.0,0,49,104,710,710,710,710,710,710,2.6094996356257356,1.2696052055001614,0
one_interferer,-64.0,1,0,165,491,491,491,491,491,491,0.21684019594064688,1.282014969756198,1
one_interferer,-64.0,1,1,738,800,801,801,800,801,801,0.09756522655684426,1.2625209489677205,1
one_interferer,-64.0,1,2,921,823,823,823,823,823,823,0.3642684527136803,1.288520076469643,1
one_interferer,-64.0,1,3,319,641,641,641,641,641,641,1.4528679627349461,1.2672515764453007,0
one_interferer,-64.0,1,4,205,717,717,717,717,717,717,2.8255494564465558,1.28582557558494,0
one_interferer,-64.0,1,5,137,97,97,97,97,97,97,0.9495893909146411,1.2829736599154078,0
one_interferer,-64.0,1,6,974,934,934,934,934,934,934,2.409547677631167,1.29321544585634,0
one_interferer,-64.0,1,7,951,201,201,201,201,201,201,1.091815088756007,1.2687677198296403,0
one_interferer,-64.0,1,8,939,487,487,487,487,487,487,1.4686446081496078,1.2797703422904572,0
one_interferer,-64.0,1,9,967,568,568,568,568,568,568,1.9805866432826793,1.2665083318653176,0
one_interferer,-64.0,1,10,372,174,174,174,174,174,174,2.1130197411721046,1.2703540346822788,0
one_interferer,-64.0,1,11,43,790,790,790,790,790,790,1.175235116683668,1.2942175752119431,0
one_interferer,-64.0,1,12,829,475,475,475,475,475,475,0.5563089789313019,1.270053236448501,0
one_interferer,-64.0,1,13,857,161,162,162,161,162,162,0.04400245629522828,1.2822961486473767,1
one_interferer,-64.0,1,14,888,453,453,453,453,453,453,1.334343854815505,1.2772143610176672,0
one_interferer,-64.0,1,15,480,721,721,721,721,720,720,0.04921812225228219,1.2721655992826977,1
one_interferer,-64.0,1,16,843,304,304,304,304,304,304,1.5354649284041564,1.2965466794160165,0
one_interferer,-64.0,1,17,796,796,796,796,796,796,796,1.8556439011732129,1.264851332392066,0
one_interferer,-64.0,1,18,658,331,331,331,331,331,331,1.0699941521645322,1.2800915555713572,0
one_interferer,-64.0,1,19,361,168,168,168,168,168,168,0.9000459616122314,1.2917738976491717,0
one_interferer,-64.0,1,20,699,107,107,107,107,107,107,2.041450439689087,1.269850130938874,0
one_interferer,-64.0,1,21,115,154,154,154,154,154,154,1.6777316894621561,1.2645748670711767,0
one_interferer,-64.0,1,22,235,682,682,682,682,682,682,1.9529053856590883,1.26867073945346,0
one_interferer,-64.0,1,23,888,681,681,681,681,32,681,0.9352688574942446,1.28563774959099,0
one_interferer,-64.0,1,24,849,32,32,32,32,32,32,3.0585396997710927,1.2857585038458783,0
one_interferer,-64.0,1,25,221,770,770,770,770,770,770,0.4845545434997901,1.2688743265881437,1
one_interferer,-64.0,1,26,703,1003,1003,1003,1003,1003,1003,0.6579640011912907,1.282153178636249,0
one_interferer,-64.0,1,27,601,377,377,377,377,377,377,2.755803847059966,1.2845742628658687,0
one_interferer,-64.0,1,28,20,900,900,900,900,900,900,3.1056163649203943,1.2832089992246087,0
one_interferer,-64.0,1,29,12,262,262,262,262,262,262,0.43957171442028353,1.2765956712275834,1
one_interferer,-64.0,1,30,467,262,262,262,262,262,262,1.7439291736263127,1.2759927384170806,0
one_interferer,-64.0,1,31,410,419,419,419,419,419,419,2.3131267279731063,1.2967509788493756,0
one_interferer,-64.0,1,32,199,634,634,634,634,634,634,0.24170461012121905,1.2673285788561595,1
one_interferer,-64.0,1,33,1020,479,479,479,479,479,479,0.8589560680862679,1.273534477879416,0
one_interferer,-64.0,1,34,142,354,354,354,354,354,354,1.046617315298243,1.250615742924176,0
one_interferer,-64.0,1,35,619,547,547,547,547,547,547,0.9179722655621454,1.2603834641793927,0
one_interferer,-64.0,1,36,426,168,168,168,168,168,168,3.535861769684826,1.2757180136314827,0
one_interferer,-64.0,1,37,84,139,139,139,139,139,139,0.9840093218435315,1.2748550030699368,0
one_interferer,-64.0,1,38,829,11,11,11,11,11,11,0.3983801379203651,1.2867039484803486,1
one_interferer,-64.0,1,39,361,903,903,903,903,903,903,2.204777954259681,1.272272880648296,0
one_interferer,-64.0,1,40,574,407,407,407,407,407,407,2.7191526836542486,1.2832013995463047,0
one_interferer,-64.0,1,41,736,15,15,15,15,15,15,0.7400623977844055,1.2821943421810704,0
one_interferer,-64.0,1,42,520,182,182,182,182,182,182,0.6176431878968935,1.2831389484019504,0
one_interferer,-64.0,1,43,973,718,718,718,413,718,718,0.2038802725172857,1.2834894252356202,1
one_interferer,-64.0,1,44,555,414,414,414,414,414,414,3.480539339311383,1.2730681662828809,0
one_interferer,-64.0,1,45,437,7,7,7,7,7,7,2.567791175954084,1.278733289757435,0
one_interferer,-64.0,1,46,981,19,19,19,19,19,19,1.405553207184382,1.294198359214885,0
one_interferer,-64.0,1,47,132,539,539,539,539,539,539,2.2666947365119845,1.2697952942195994,0
one_interferer,-64.0,1,48,799,743,743,743,743,743,743,2.8641550359616956,1.2727457971171618,0
one_interferer,-64.0,1,49,1010,1021,1021,1021,1021,1021,1021,2.382285750811077,1.2738897179406785,0
two_interferers,-58.0,0,0,596,596,596,596,596,596,596,3.0941550888583507,1.2885034118168626,0
two_interferers,-58.0,0,1,975,975,975,975,975,975,975,3.391063265689401,1.2757581928975141,0
two_interferers,-58.0,0,2,938,938,938,938,938,938,938,1.6880867959508217,1.2849223780210377,0
two_interferers,-58.0,0,3,11,11,11,11,11,11,11,2.2527734690045627,1.2882983005209618,0
two_interferers,-58.0,0,4,664,664,664,664,664,664,664,0.6977528821879935,1.2801456517402057,0
two_interferers,-58.0,0,5,67,67,67,67,67,67,67,1.4362988767409646,1.262596735892011,0
two_interferers,-58.0,0,6,336,336,336,336,336,336,336,1.1778502938468824,1.2633087886621612,0
two_interferers,-58.0,0,7,207,207,207,207,207,207,207,0.6341373974997706,1.273340021237565,0
two_interferers,-58.0,0,8,261,261,261,261,261,261,261,1.4610273749936833,1.2772900779356462,0
two_interferers,-58.0,0,9,540,540,540,540,540,540,540,3.419345508073009,1.2804002575750049,0
two_interferers,-58.0,0,10,499,499,499,499,499,499,499,3.4843833009409715,1.2770684032393282,0
two_interferers,-58.0,0,11,475,929,929,475,929,475,475,0.2532286716703638,1.2768339722726632,1
two_interferers,-58.0,0,12,596,596,596,596,596,596,596,3.6789109527836548,1.273175688493578,0
two_interferers,-58.0,0,13,229,229,229,229,229,229,229,2.3811991648618096,1.2697623042033763,0
two_interferers,-58.0,0,14,993,993,147,993,147,993,993,0.2646294592172256,1.2891846491101273,1
two_interferers,-58.0,0,15,993,993,993,993,993,993,993,3.1535572126476037,1.273706905531882,0
two_interferers,-58.0,0,16,597,597,597,597,597,597,597,1.4691649489730283,1.2706372393767047,0
two_interferers,-58.0,0,17,758,758,758,758,758,758,758,0.5148112339478621,1.26483106618678,0
two_interferers,-58.0,0,18,296,296,296,296,296,296,296,1.8501142121850642,1.2893995264575298,0
two_interferers,-58.0,0,19,478,478,478,478,478,478,478,1.8307760876331904,1.2836351825854857,0
two_interferers,-58.0,0,20,79,79,79,79,79,79,79,2.4048577804436255,1.2765221228497128,0
two_interferers,-58.0,0,21,77,456,456,456,456,77,77,0.24409822367085696,1.2713734387652385,1
two_interferers,-58.0,0,22,8,85,85,85,8,8,8,0.044474248545845974,1.2837552812970983,1
two_interferers,-58.0,0,23,301,301,301,301,301,301,301,1.4294295318129666,1.2774449825932381,0
two_interferers,-58.0,0,24,881,881,881,881,881,881,881,3.4732315099791924,1.2919180813829814,0
two_interferers,-58.0,0,25,988,988,988,988,988,988,988,1.5745632066514148,1.2785673027498734,0
two_interferers,-58.0,0,26,178,178,178,178,178,178,178,3.078303082223269,1.2795543872894266,0
two_interferers,-58.0,0,27,929,929,929,929,929,929,929,2.0685104980048012,1.2766121295400508,0
two_interferers,-58.0,0,28,360,360,360,360,360,360,360,2.4014961879503365,1.2925911770255345,0
two_interferers,-58.0,0,29,115,115,115,115,115,115,115,1.1893284395715868,1.2817754338851735,0
two_interferers,-58.0,0,30,919,919,919,919,919,919,919,3.3434045802926233,1.271711958724685,0
two_interferers,-58.0,0,31,540,540,540,540,540,540,540,5.424888670296718,1.2919897365996436,0
two_interferers,-58.0,0,32,332,332,332,332,332,332,332,1.6963074757434635,1.2870981457216015,0
two_interferers,-58.0,0,33,292,292,292,292,292,292,292,2.761174155253132,1.276581518380383,0
two_interferers,-58.0,0,34,193,793,193,793,193,193,193,0.007556763686047036,1.2687520842177997,1
two_interferers,-58.0,0,35,635,635,635,635,635,635,635,1.174022515840913,1.2788932316873964,0
two_interferers,-58.0,0,36,286,286,286,286,286,286,286,2.366368671813983,1.2871986306658652,0
two_interferers,-58.0,0,37,446,446,446,446,446,446,446,1.9182099109254913,1.2816130136025854,0
two_interferers,-58.0,0,38,562,562,562,562,562,562,562,2.7026154208773674,1.2866593505196788,0
two_interferers,-58.0,0,39,23,23,23,23,23,23,23,1.4861669942262243,1.2746049492319602,0
two_interferers,-58.0,0,40,87,87,87,87,87,87,87,3.7479706957160004,1.2816453993107997,0
two_interferers,-58.0,0,41,249,249,249,249,249,249,249,2.484617169405483,1.2941709863078017,0
two_interferers,-58.0,0,42,114,114,114,114,114,114,114,0.8423912739765492,1.2956722016640498,0
two_interferers,-58.0,0,43,105,105,105,105,105,105,105,4.234726128755674,1.2896263194006963,0
two_interferers,-58.0,0,44,116,116,116,116,116,116,116,2.3042209219809235,1.3004350413758703,0
two_interferers,-58.0,0,45,869,861,861,861,861,861,861,2.5138046921767048,1.286550530259891,0
two_interferers,-58.0,0,46,246,246,246,246,246,246,246,2.3228440630978326,1.2830167035856967,0
two_interferers,-58.0,0,47,673,673,673,673,673,673,673,0.5742028302144832,1.283508644366743,0
two_interferers,-58.0,0,48,265,265,265,265,265,265,265,2.5417661657970383,1.2893199509966113,0
two_interferers,-58.0,0,49,104,104,104,104,104,104,104,3.2585231951303903,1.2687621638792264,0
two_interferers,-58.0,1,0,165,492,492,492,492,165,492,0.5244415825011803,1.2831509067985079,0
two_interferers,-58.0,1,1,738,738,738,738,738,738,738,1.041819028337891,1.2759353562282518,0
two_interferers,-58.0,1,2,921,921,921,921,921,921,921,1.9826387263604905,1.2730311884313252,0
two_interferers,-58.0,1,3,319,640,640,640,640,640,640,0.7462288564345327,1.2645768574498706,0
