dataset,target_snr_db,packet_index,frame_index,event_index,payload_symbol_index,start_sample,loratrimmer_start_sample,origin_shift,sf,os_factor,cfo_correction_mode,gt_raw_fft_bin,gt_signed_fft_bin,gt_symbol_value,loratrimmer_raw_fft_bin,loratrimmer_signed_fft_bin,loratrimmer_symbol_value,loratrimmer_raw_hit,loratrimmer_symbol_hit,loratrimmer_gt_rank,loratrimmer_peak_power,loratrimmer_front_power,loratrimmer_tail_power,loratrimmer_peak_margin_db,loratrimmer_split_sample
0_0_0_10_14_16,-25,3,2,3,9,5588552,5588554,2,10,4,continuous,492,492,491,492,492,491,1,1,1,688.3609967492412,444.11149879706863,244.24945772318551,1.0551612659848675,2128
0_0_0_10_14_16,-25,3,2,3,10,5592648,5592650,2,10,4,continuous,765,-259,764,76,76,75,0,0,2,678.107674879961,672.702104851145,5.405612839815205,0.08956163310615328,3792
0_0_0_10_14_16,-25,3,2,3,11,5596744,5596746,2,10,4,continuous,1023,-1,1022,126,126,125,0,0,2,790.1946795227728,787.6357610383129,2.5589890908074295,0.09919354354291908,3592
0_0_0_10_14_16,-25,3,2,3,12,5600840,5600842,2,10,4,continuous,597,-427,596,968,-56,967,0,0,42,825.5401549194971,4.763906867217712,820.7762267384616,2.240447179865737,224
0_0_0_10_14_16,-25,3,2,3,13,5604936,5604938,2,10,4,continuous,562,-462,561,38,38,37,0,0,21,692.7358195131828,685.187651981956,7.548119574246905,1.3911108389153588,3944
0_0_0_10_14_16,-25,3,2,3,14,5609032,5609034,2,10,4,continuous,478,478,477,100,100,99,0,0,29,655.0766475052455,642.9653964088102,12.111174774578329,0.0401532536453036,3696
0_0_0_10_14_16,-25,3,2,3,15,5613128,5613130,2,10,4,continuous,267,267,266,144,144,143,0,0,10,707.366566006247,669.5233929851383,37.843140491339135,0.6284732283798826,3520
0_0_0_10_14_16,-25,3,2,3,16,5617224,5617226,2,10,4,continuous,917,-107,916,816,-208,815,0,0,2,774.6517815618545,98.7268477162272,675.9248430548041,0.5286360083368977,832
0_0_0_10_14_16,-25,3,2,3,17,5621320,5621322,2,10,4,continuous,656,-368,655,32,32,31,0,0,14,714.9533667931406,714.9411414771201,0.012174662607200628,0.4688222968118442,3968
0_0_0_10_14_16,-25,3,2,3,18,5625417,5625419,2,10,4,continuous,889,-135,888,889,-135,888,1,1,1,1118.3767010577426,7.769919415368577,1110.6066844958852,2.2961982946734603,540
0_0_0_10_14_16,-25,3,2,3,19,5629513,5629515,2,10,4,continuous,510,510,509,510,510,509,1,1,1,964.583299369744,363.2911338814665,601.2921233439783,2.131593926675929,2056
0_0_0_10_14_16,-25,3,2,3,20,5633609,5633611,2,10,4,continuous,860,-164,859,860,-164,859,1,1,1,690.7323220529618,46.31307528280104,644.4192324035176,1.182228563712823,656
0_0_0_10_14_16,-25,3,2,3,21,5637705,5637707,2,10,4,continuous,553,-471,552,553,-471,552,1,1,1,582.8138579301276,367.01664278938546,215.79718898609735,0.29936949565687787,1884
0_0_0_10_14_16,-25,3,2,3,22,5641801,5641803,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,761.9821323303449,62.82337371669018,699.1588030566527,1.6462981591342003,1580
0_0_0_10_14_16,-25,3,2,3,23,5645897,5645899,2,10,4,continuous,759,-265,758,759,-265,758,1,1,1,1030.673294749523,108.95512848823635,921.7182400074124,2.7409429939163377,1060
0_0_0_10_14_16,-25,3,2,3,24,5649993,5649995,2,10,4,continuous,874,-150,873,18,18,17,0,0,4,581.2276931120966,578.4973350690016,2.7303632339993698,0.6007377643472551,4024
0_0_0_10_14_16,-25,3,2,3,25,5654089,5654091,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,812.6775308342703,211.20725767686963,601.4702793865713,0.13185146610851722,1216
0_0_0_10_14_16,-25,3,2,3,26,5658185,5658187,2,10,4,continuous,314,314,313,314,314,313,1,1,1,741.6037988828002,525.9297103340361,215.67413813643816,0.2887983364429831,2840
0_0_0_10_14_16,-25,3,2,3,27,5662281,5662283,2,10,4,continuous,602,-422,601,602,-422,601,1,1,1,1078.1850047258652,58.744256757833064,1019.4407701166491,3.295102409630692,1688
0_0_0_10_14_16,-25,3,2,3,28,5666377,5666379,2,10,4,continuous,7,7,6,851,-173,850,0,0,2,594.5610872203915,40.30461937672276,554.2564396570415,0.1755671392080087,692
0_0_0_10_14_16,-25,3,2,3,29,5670473,5670475,2,10,4,continuous,610,-414,609,610,-414,609,1,1,1,674.0221336780824,107.60706130159745,566.4150879536828,0.9173566863383953,1656
0_0_0_10_14_16,-25,3,2,3,30,5674569,5674571,2,10,4,continuous,778,-246,777,985,-39,984,0,0,19,513.1383766155313,6.802285089532577,506.3360628880596,0.040115540898872565,156
0_0_0_10_14_16,-25,3,2,3,31,5678665,5678667,2,10,4,continuous,897,-127,896,973,-51,972,0,0,3,875.0232916823973,8.345821745599551,866.6773956813448,1.351941770016889,204
0_0_0_10_14_16,-25,3,2,3,32,5682761,5682763,2,10,4,continuous,740,-284,739,740,-284,739,1,1,1,1382.914136074899,181.77808479114356,1201.1362507906604,3.9899696791050894,1136
0_0_0_10_14_16,-25,3,2,3,33,5686857,5686859,2,10,4,continuous,590,-434,589,723,-301,722,0,0,5,600.0914104832193,56.00896624697566,544.0824811506487,0.24512978677678227,1204
0_0_0_10_14_16,-25,3,2,3,34,5690953,5690955,2,10,4,continuous,930,-94,929,930,-94,929,1,1,1,1433.0704262074732,20.60372259146135,1412.4666889368089,4.56038471510768,376
0_0_0_10_14_16,-25,5,3,5,0,8552416,8552418,2,10,4,continuous,222,222,221,957,-67,956,0,0,2,580.87543466251,2.114474135892081,578.7609421266825,0.11665793878200018,268
0_0_0_10_14_16,-25,5,3,5,1,8556512,8556514,2,10,4,continuous,826,-198,825,826,-198,825,1,1,1,928.0464357653045,38.4368033638421,889.6096817536826,1.5667714007533249,792
0_0_0_10_14_16,-25,5,3,5,2,8560608,8560610,2,10,4,continuous,871,-153,870,871,-153,870,1,1,1,1012.4580947758923,6.751872434767009,1005.7061149193331,2.765706105065198,612
0_0_0_10_14_16,-25,5,3,5,3,8564704,8564706,2,10,4,continuous,718,-306,717,718,-306,717,1,1,1,707.594156071722,66.291147592646,641.3030055002973,0.12858259197435082,1224
0_0_0_10_14_16,-25,5,3,5,4,8568800,8568802,2,10,4,continuous,86,86,85,86,86,85,1,1,1,893.5631378633082,888.3769259488191,5.186210174392556,1.9776748004040066,3752
0_0_0_10_14_16,-25,5,3,5,5,8572896,8572898,2,10,4,continuous,468,468,467,891,-133,890,0,0,6,870.4915917608167,1.8406337431868565,868.6510633801555,1.7939171711515576,532
0_0_0_10_14_16,-25,5,3,5,6,8576992,8576994,2,10,4,continuous,89,89,88,89,89,88,1,1,1,845.0928879239948,838.9835220079269,6.1095003363884794,2.5125669625657348,3740
0_0_0_10_14_16,-25,5,3,5,7,8581088,8581090,2,10,4,continuous,713,-311,712,713,-311,712,1,1,1,830.0995385303622,114.4066161100966,715.6929875607539,1.3614690229532243,1244
0_0_0_10_14_16,-25,5,3,5,8,8585184,8585186,2,10,4,continuous,865,-159,864,865,-159,864,1,1,1,1281.1509852893796,73.01575070380285,1208.1352020545773,3.4630238031843548,636
0_0_0_10_14_16,-25,5,3,5,9,8589280,8589282,2,10,4,continuous,492,492,491,492,492,491,1,1,1,786.5110265335679,550.5716647287818,235.93932983995273,1.9364777851226407,2128
0_0_0_10_14_16,-25,5,3,5,10,8593376,8593378,2,10,4,continuous,765,-259,764,765,-259,764,1,1,1,848.1777369915108,16.461501569131826,831.7162004602188,2.8820044414484163,1036
0_0_0_10_14_16,-25,5,3,5,11,8597472,8597474,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,1672.2757558591936,0.13177490907307643,1672.1440679098926,5.388884362895193,4
0_0_0_10_14_16,-25,5,3,5,12,8601568,8601570,2,10,4,continuous,597,-427,596,597,-427,596,1,1,1,651.9822295032827,308.5558170548357,343.42637847241434,0.6880749750404186,1708
0_0_0_10_14_16,-25,5,3,5,13,8605664,8605666,2,10,4,continuous,562,-462,561,562,-462,561,1,1,1,689.0252484213306,256.83151997913416,432.19380068771807,1.0288108795469546,1848
0_0_0_10_14_16,-25,5,3,5,14,8609760,8609762,2,10,4,continuous,478,478,477,478,478,477,1,1,1,1043.0979753769716,661.8178783350232,381.28018195533605,2.2285884001711755,2184
0_0_0_10_14_16,-25,5,3,5,15,8613856,8613858,2,10,4,continuous,267,267,266,267,267,266,1,1,1,673.5138362005273,556.0172054735967,117.49663313728978,1.7524705716421696,3028
0_0_0_10_14_16,-25,5,3,5,16,8617952,8617954,2,10,4,continuous,917,-107,916,953,-71,952,0,0,2,605.3378818152978,8.007940132579847,597.3298752230921,0.2679680696678214,284
0_0_0_10_14_16,-25,5,3,5,17,8622048,8622050,2,10,4,continuous,656,-368,655,119,119,118,0,0,48,732.1338221975514,716.6472232198475,15.48649872983698,1.3601370194682902,3620
0_0_0_10_14_16,-25,5,3,5,18,8626144,8626146,2,10,4,continuous,889,-135,888,972,-52,971,0,0,5,593.2868340734335,1.6283096517331932,591.6585131762121,0.5612982301276682,208
0_0_0_10_14_16,-25,5,3,5,19,8630240,8630242,2,10,4,continuous,510,510,509,510,510,509,1,1,1,859.6979508669028,413.9955838961115,445.70238581817836,0.4360222312446035,2056
0_0_0_10_14_16,-25,5,3,5,20,8634336,8634338,2,10,4,continuous,860,-164,859,611,-413,610,0,0,2,760.8685747367645,75.22846173189942,685.6400439684132,1.0047010299929406,1652
0_0_0_10_14_16,-25,5,3,5,21,8638432,8638434,2,10,4,continuous,553,-471,552,553,-471,552,1,1,1,1094.6919785636028,114.65895540341533,980.0330126503039,2.259688261733576,1884
0_0_0_10_14_16,-25,5,3,5,22,8642528,8642530,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,675.2801566675771,236.89294370428345,438.38721210350394,1.2022052491085988,1580
0_0_0_10_14_16,-25,5,3,5,23,8646624,8646626,2,10,4,continuous,759,-265,758,753,-271,752,0,0,38,565.6617989665283,48.42000578304237,517.2417988425731,0.9588478608046787,1084
0_0_0_10_14_16,-25,5,3,5,24,8650720,8650722,2,10,4,continuous,874,-150,873,874,-150,873,1,1,1,1660.1778326960084,18.480202279900062,1641.6975687875347,4.7558131157258945,600
0_0_0_10_14_16,-25,5,3,5,25,8654816,8654818,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,1002.3168224634901,177.68944028585085,824.6272601809832,2.573432644887096,1216
0_0_0_10_14_16,-25,5,3,5,26,8658912,8658914,2,10,4,continuous,314,314,313,800,-224,799,0,0,4,546.8580318893476,20.67487719541106,526.1832742274573,0.19499217424131884,896
0_0_0_10_14_16,-25,5,3,5,27,8663008,8663010,2,10,4,continuous,602,-422,601,430,430,429,0,0,13,583.4054577280922,494.3178629004978,89.08754707141885,0.8442768189886516,2376
0_0_0_10_14_16,-25,5,3,5,28,8667104,8667106,2,10,4,continuous,7,7,6,7,7,6,1,1,1,1022.6450722604995,1021.4552615877255,1.1898757952863583,2.4502554324335972,4068
0_0_0_10_14_16,-25,5,3,5,29,8671200,8671202,2,10,4,continuous,610,-414,609,203,203,202,0,0,137,596.6166618913051,580.4176074845782,16.19904486313261,0.2617565618209189,3284
0_0_0_10_14_16,-25,5,3,5,30,8675296,8675298,2,10,4,continuous,823,-201,822,823,-201,822,1,1,1,788.6117362671584,30.061751316889286,758.5500494910093,1.7165335050233979,804
0_0_0_10_14_16,-25,5,3,5,31,8679392,8679394,2,10,4,continuous,913,-111,912,212,212,211,0,0,5,570.4313956394176,564.3662637988637,6.0651662554203085,0.6660327710122322,3248
0_0_0_10_14_16,-25,5,3,5,32,8683489,8683491,2,10,4,continuous,741,-283,740,741,-283,740,1,1,1,684.54711876691,152.63785574489884,531.909237992245,1.7448722420150855,1132
0_0_0_10_14_16,-25,5,3,5,33,8687585,8687587,2,10,4,continuous,581,-443,580,115,115,114,0,0,32,527.807050709851,519.2355381633542,8.571473282635123,0.09871879313626195,3636
0_0_0_10_14_16,-25,5,3,5,34,8691681,8691683,2,10,4,continuous,91,91,90,91,91,90,1,1,1,1110.6050922206632,1106.8543949173802,3.750743735213476,2.3767195215993073,3732
