dataset,target_snr_db,packet_index,frame_index,event_index,payload_symbol_index,start_sample,loratrimmer_start_sample,origin_shift,sf,os_factor,cfo_correction_mode,gt_raw_fft_bin,gt_signed_fft_bin,gt_symbol_value,loratrimmer_raw_fft_bin,loratrimmer_signed_fft_bin,loratrimmer_symbol_value,loratrimmer_raw_hit,loratrimmer_symbol_hit,loratrimmer_gt_rank,loratrimmer_peak_power,loratrimmer_front_power,loratrimmer_tail_power,loratrimmer_peak_margin_db,loratrimmer_split_sample
0_0_0_10_14_16,-22,1,0,1,32,2682033,2682035,2,10,4,continuous,749,-275,748,749,-275,748,1,1,1,570.1308350760992,172.5858569777638,397.5449650058654,3.078639508391236,1100
0_0_0_10_14_16,-22,1,0,1,33,2686129,2686131,2,10,4,continuous,584,-440,583,584,-440,583,1,1,1,713.6359669188687,68.30263403741613,645.3333077191564,2.2792668547639967,1760
0_0_0_10_14_16,-22,1,0,1,34,2690225,2690227,2,10,4,continuous,934,-90,933,934,-90,933,1,1,1,638.3571684675974,7.327969011585324,631.0291428266282,2.493170652519362,360
0_0_0_10_14_16,-22,2,1,2,0,4051325,4051327,2,10,4,continuous,803,-221,802,803,-221,802,1,1,1,716.6402342974152,116.24265465611826,600.3975834113552,3.816506102152824,884
0_0_0_10_14_16,-22,2,1,2,1,4055421,4055423,2,10,4,continuous,826,-198,825,826,-198,825,1,1,1,647.904917601034,33.6433969904192,614.2615125110251,4.009252530480214,792
0_0_0_10_14_16,-22,2,1,2,2,4059517,4059519,2,10,4,continuous,922,-102,921,922,-102,921,1,1,1,1321.0777038010895,16.294958111941256,1304.7828353833938,4.477552644398619,408
0_0_0_10_14_16,-22,2,1,2,3,4063613,4063615,2,10,4,continuous,718,-306,717,718,-306,717,1,1,1,555.795775802646,91.57035228785959,464.22545249190654,1.8716916835566635,1224
0_0_0_10_14_16,-22,2,1,2,4,4067709,4067711,2,10,4,continuous,86,86,85,86,86,85,1,1,1,544.2544309796795,526.5443575449243,17.709994699031856,3.4820242892559614,3752
0_0_0_10_14_16,-22,2,1,2,5,4071805,4071807,2,10,4,continuous,468,468,467,468,468,467,1,1,1,378.24493937842,241.60284276906623,136.64208255782796,0.533364579648913,2224
0_0_0_10_14_16,-22,2,1,2,6,4075901,4075903,2,10,4,continuous,89,89,88,89,89,88,1,1,1,1014.0117858753604,1001.6082436347839,12.403524041076437,5.787800682418971,3740
0_0_0_10_14_16,-22,2,1,2,7,4079997,4079999,2,10,4,continuous,713,-311,712,713,-311,712,1,1,1,548.5626410742589,119.92108054701022,428.64154461051294,1.238192152876608,1244
0_0_0_10_14_16,-22,2,1,2,8,4084093,4084095,2,10,4,continuous,865,-159,864,865,-159,864,1,1,1,1201.6997053947855,54.562935659927916,1147.1366616235027,6.341930143671383,636
0_0_0_10_14_16,-22,2,1,2,9,4088189,4088191,2,10,4,continuous,492,492,491,92,92,91,0,0,3,349.82028066420486,340.32407602846894,9.496222108448265,0.4268980420217441,3728
0_0_0_10_14_16,-22,2,1,2,10,4092285,4092287,2,10,4,continuous,765,-259,764,765,-259,764,1,1,1,555.5391894164322,107.93396437669713,447.6051948901376,1.996681529606419,1036
0_0_0_10_14_16,-22,2,1,2,11,4096381,4096383,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,931.2327894589973,0.06166500979806422,931.17110969406,5.649978247017582,4
0_0_0_10_14_16,-22,2,1,2,12,4100477,4100479,2,10,4,continuous,597,-427,596,902,-122,901,0,0,10,291.0267378892559,2.638661209958486,288.388085494804,0.07174800565770821,488
0_0_0_10_14_16,-22,2,1,2,13,4104573,4104575,2,10,4,continuous,562,-462,561,562,-462,561,1,1,1,581.8346121367103,340.90482801327744,240.92980764877692,1.6701093074467832,1848
0_0_0_10_14_16,-22,2,1,2,14,4108669,4108671,2,10,4,continuous,478,478,477,478,478,477,1,1,1,881.7639307455393,522.5276881620857,359.23626036617503,1.366033753839416,2184
0_0_0_10_14_16,-22,2,1,2,15,4112765,4112767,2,10,4,continuous,267,267,266,267,267,266,1,1,1,1015.0678037215823,996.1280942830273,18.939728454644186,3.91550812925225,3028
0_0_0_10_14_16,-22,2,1,2,16,4116861,4116863,2,10,4,continuous,917,-107,916,917,-107,916,1,1,1,646.5747038965865,20.95465988427969,625.6199740924058,3.3906008496312223,428
0_0_0_10_14_16,-22,2,1,2,17,4120958,4120960,2,10,4,continuous,656,-368,655,656,-368,655,1,1,1,453.0976037563023,159.1005040744785,293.9970490997548,1.9753629305309406,1472
0_0_0_10_14_16,-22,2,1,2,18,4125054,4125056,2,10,4,continuous,889,-135,888,889,-135,888,1,1,1,1458.8373473750144,37.93096089695791,1420.9063428968752,7.174402820444929,540
0_0_0_10_14_16,-22,2,1,2,19,4129150,4129152,2,10,4,continuous,510,510,509,510,510,509,1,1,1,367.2887641013813,280.41570287534796,86.87306736066117,1.631943249855631,2056
0_0_0_10_14_16,-22,2,1,2,20,4133246,4133248,2,10,4,continuous,860,-164,859,860,-164,859,1,1,1,510.85723531633107,20.152703262088963,490.70456051047955,2.23848605324766,656
0_0_0_10_14_16,-22,2,1,2,21,4137342,4137344,2,10,4,continuous,553,-471,552,553,-471,552,1,1,1,523.8388720050752,271.55919040789206,252.27964336124663,1.8737418873877103,1884
0_0_0_10_14_16,-22,2,1,2,22,4141438,4141440,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,398.4986063676497,218.4812531954468,180.01735307814224,1.0521442583103813,1580
0_0_0_10_14_16,-22,2,1,2,23,4145534,4145536,2,10,4,continuous,759,-265,758,759,-265,758,1,1,1,526.3321712383549,93.39325228133475,432.93892080919613,2.461006992222138,1060
0_0_0_10_14_16,-22,2,1,2,24,4149630,4149632,2,10,4,continuous,874,-150,873,874,-150,873,1,1,1,971.349144377441,42.90654799702043,928.4425479275559,5.465668158813618,600
0_0_0_10_14_16,-22,2,1,2,25,4153726,4153728,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,649.0279319580086,137.46247371495542,511.5654810247143,4.091590610636925,1216
0_0_0_10_14_16,-22,2,1,2,26,4157822,4157824,2,10,4,continuous,314,314,313,314,314,313,1,1,1,376.9897517392019,283.3403444034249,93.64942943132998,0.8176167204642413,2840
0_0_0_10_14_16,-22,2,1,2,27,4161918,4161920,2,10,4,continuous,602,-422,601,602,-422,601,1,1,1,605.0436794011403,203.29932685913536,401.7444059955197,2.9127830639753878,1688
0_0_0_10_14_16,-22,2,1,2,28,4166014,4166016,2,10,4,continuous,7,7,6,7,7,6,1,1,1,715.5028126269756,715.223151042781,0.27966793754344293,5.177814334576757,4068
0_0_0_10_14_16,-22,2,1,2,29,4170110,4170112,2,10,4,continuous,610,-414,609,610,-414,609,1,1,1,725.8706526125388,279.12837434504485,446.7421667422043,2.521850359233609,1656
0_0_0_10_14_16,-22,2,1,2,30,4174206,4174208,2,10,4,continuous,775,-249,774,826,-198,825,0,0,14,328.5085846305047,4.060530860345636,324.44810895749123,0.2825627071480983,792
0_0_0_10_14_16,-22,2,1,2,31,4178302,4178304,2,10,4,continuous,912,-112,911,912,-112,911,1,1,1,796.2576147102338,22.761608366627947,773.4960411372023,5.324603516293921,448
0_0_0_10_14_16,-22,2,1,2,32,4182398,4182400,2,10,4,continuous,768,-256,767,768,-256,767,1,1,1,779.7852154976065,59.93468345712637,719.850655369556,5.147007115842333,1024
0_0_0_10_14_16,-22,2,1,2,33,4186494,4186496,2,10,4,continuous,581,-443,580,581,-443,580,1,1,1,679.0902839356131,126.99983970905396,552.0904159731728,3.5508277704587305,1772
0_0_0_10_14_16,-22,2,1,2,34,4190590,4190592,2,10,4,continuous,93,93,92,93,93,92,1,1,1,1202.1188535351523,1200.6867116262765,1.4320078820014466,7.362391593362454,3724
0_0_0_10_14_16,-22,3,2,3,0,5551688,5551690,2,10,4,continuous,222,222,221,222,222,221,1,1,1,698.7767268641628,590.9574298651569,107.8192881130009,4.362639928893764,3208
0_0_0_10_14_16,-22,3,2,3,1,5555784,5555786,2,10,4,continuous,711,-313,710,299,299,298,0,0,3,222.6227146949759,157.63435871604088,64.98835969321112,0.07775065132971383,2900
0_0_0_10_14_16,-22,3,2,3,2,5559880,5559882,2,10,4,continuous,871,-153,870,871,-153,870,1,1,1,381.00840256682045,17.905986135689723,363.10242919339004,1.9006678889425024,612
0_0_0_10_14_16,-22,3,2,3,3,5563976,5563978,2,10,4,continuous,718,-306,717,718,-306,717,1,1,1,486.8826188553221,88.42288059441684,398.4597562762721,1.6227747262576062,1224
0_0_0_10_14_16,-22,3,2,3,4,5568072,5568074,2,10,4,continuous,107,107,106,107,107,106,1,1,1,505.4552575755815,491.2288722533994,14.226331195626358,2.0464709284550335,3668
0_0_0_10_14_16,-22,3,2,3,5,5572168,5572170,2,10,4,continuous,468,468,467,468,468,467,1,1,1,688.2387261974,395.46246267314655,292.7763524845068,3.008599411723625,2224
0_0_0_10_14_16,-22,3,2,3,6,5576264,5576266,2,10,4,continuous,89,89,88,89,89,88,1,1,1,1039.2856365345106,1037.8875903785893,1.3980467865793005,5.817811461496013,3740
0_0_0_10_14_16,-22,3,2,3,7,5580360,5580362,2,10,4,continuous,713,-311,712,713,-311,712,1,1,1,628.3911126131325,81.32071911961818,547.0704260783214,4.263232601666763,1244
0_0_0_10_14_16,-22,3,2,3,8,5584456,5584458,2,10,4,continuous,865,-159,864,865,-159,864,1,1,1,676.5975211214266,24.05712062343133,652.5402887202627,3.4739803907121436,636
0_0_0_10_14_16,-22,3,2,3,9,5588552,5588554,2,10,4,continuous,492,492,491,492,492,491,1,1,1,581.5128364814927,348.6181394496891,232.89466781927786,3.341810264746063,2128
0_0_0_10_14_16,-22,3,2,3,10,5592648,5592650,2,10,4,continuous,765,-259,764,765,-259,764,1,1,1,619.611796159621,105.11275427350212,514.49912760971,2.61560695836029,1036
0_0_0_10_14_16,-22,3,2,3,11,5596744,5596746,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,788.1613784697253,0.022966507802407696,788.1383880684234,2.9545768277346425,4
0_0_0_10_14_16,-22,3,2,3,12,5600840,5600842,2,10,4,continuous,597,-427,596,968,-56,967,0,0,2,415.2767980382258,2.425181253772326,412.85162435523307,1.6474685585501068,224
0_0_0_10_14_16,-22,3,2,3,13,5604936,5604938,2,10,4,continuous,562,-462,561,38,38,37,0,0,2,347.1698195245525,343.39892967030056,3.7709343141825715,0.27373916880881594,3944
0_0_0_10_14_16,-22,3,2,3,14,5609032,5609034,2,10,4,continuous,478,478,477,478,478,477,1,1,1,327.9753334053612,179.66597689275295,148.30936487767482,0.0011598682395373362,2184
0_0_0_10_14_16,-22,3,2,3,15,5613128,5613130,2,10,4,continuous,267,267,266,267,267,266,1,1,1,426.2921060531089,366.7830497547184,59.50906109804265,0.8039459778242429,3028
0_0_0_10_14_16,-22,3,2,3,16,5617224,5617226,2,10,4,continuous,917,-107,916,917,-107,916,1,1,1,682.9374544697857,13.256093753549294,669.6812997197012,2.444551023413354,428
0_0_0_10_14_16,-22,3,2,3,17,5621320,5621322,2,10,4,continuous,656,-368,655,656,-368,655,1,1,1,368.1881280627895,68.55898706450563,299.62916354941035,0.12711433274662043,1472
0_0_0_10_14_16,-22,3,2,3,18,5625417,5625419,2,10,4,continuous,889,-135,888,889,-135,888,1,1,1,938.0599156967614,8.592889869439716,929.4670515968755,4.5618967969842705,540
0_0_0_10_14_16,-22,3,2,3,19,5629513,5629515,2,10,4,continuous,510,510,509,510,510,509,1,1,1,777.1719009890512,304.07376623783784,473.0981663321727,3.0499424203385446,2056
0_0_0_10_14_16,-22,3,2,3,20,5633609,5633611,2,10,4,continuous,860,-164,859,860,-164,859,1,1,1,665.237538588769,38.614953428106,626.6225575574354,4.00034835527341,656
0_0_0_10_14_16,-22,3,2,3,21,5637705,5637707,2,10,4,continuous,553,-471,552,553,-471,552,1,1,1,525.1652336131992,310.29294662668417,214.87231396199786,2.287205595764929,1884
0_0_0_10_14_16,-22,3,2,3,22,5641801,5641803,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,632.9425461082758,56.38696565548122,576.5555924813561,3.8663376498056996,1580
0_0_0_10_14_16,-22,3,2,3,23,5645897,5645899,2,10,4,continuous,759,-265,758,759,-265,758,1,1,1,875.6628302319814,93.12994184173681,782.5328494047483,4.1007766141230695,1060
0_0_0_10_14_16,-22,3,2,3,24,5649993,5649995,2,10,4,continuous,874,-150,873,874,-150,873,1,1,1,525.0673197140407,33.316254512505395,491.7510236184465,2.5645923428780604,600
0_0_0_10_14_16,-22,3,2,3,25,5654089,5654091,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,709.141893145661,164.80851686165352,544.3332968713097,2.5444665991843545,1216
0_0_0_10_14_16,-22,3,2,3,26,5658185,5658187,2,10,4,continuous,314,314,313,314,314,313,1,1,1,665.5919676354397,494.9927316317568,170.59924050252448,2.8342305601041047,2840
0_0_0_10_14_16,-22,3,2,3,27,5662281,5662283,2,10,4,continuous,602,-422,601,602,-422,601,1,1,1,807.3404312536877,75.64953813629562,731.690982574557,3.439700293948811,1688
0_0_0_10_14_16,-22,3,2,3,28,5666377,5666379,2,10,4,continuous,7,7,6,7,7,6,1,1,1,648.6332732435072,648.0762030874793,0.5571010413099486,3.3540245077209967,4068
0_0_0_10_14_16,-22,3,2,3,29,5670473,5670475,2,10,4,continuous,610,-414,609,610,-414,609,1,1,1,601.5888353424243,114.28738649274784,487.30143878107265,3.437436582823772,1656
0_0_0_10_14_16,-22,3,2,3,30,5674569,5674571,2,10,4,continuous,778,-246,777,778,-246,777,1,1,1,361.0298783316539,50.20110539647164,310.8287296473281,1.500420562744234,984
0_0_0_10_14_16,-22,3,2,3,31,5678665,5678667,2,10,4,continuous,897,-127,896,897,-127,896,1,1,1,556.2237609034864,35.933691433911235,520.2900238944349,1.0216000111963734,508
0_0_0_10_14_16,-22,3,2,3,32,5682761,5682763,2,10,4,continuous,740,-284,739,740,-284,739,1,1,1,1096.4016564128833,144.18280262542922,952.2188908963983,4.87456337557372,1136
0_0_0_10_14_16,-22,3,2,3,33,5686857,5686859,2,10,4,continuous,590,-434,589,590,-434,589,1,1,1,455.13705750126974,165.8097433979165,289.32732681415513,1.8150059824489715,1736
0_0_0_10_14_16,-22,3,2,3,34,5690953,5690955,2,10,4,continuous,930,-94,929,930,-94,929,1,1,1,1194.5711533514661,16.004055825715565,1178.5670660264914,6.7684883862069025,376
0_0_0_10_14_16,-22,5,3,5,0,8552416,8552418,2,10,4,continuous,222,222,221,222,222,221,1,1,1,583.0340449724463,546.7740907130582,36.259926808376854,3.048835306526389,3208
0_0_0_10_14_16,-22,5,3,5,1,8556512,8556514,2,10,4,continuous,826,-198,825,826,-198,825,1,1,1,849.1876014330383,38.160335987720835,811.0273003293124,4.18669942678173,792
0_0_0_10_14_16,-22,5,3,5,2,8560608,8560610,2,10,4,continuous,871,-153,870,871,-153,870,1,1,1,899.3748941744907,9.996787300052576,889.3781575135981,5.258256538259739,612
0_0_0_10_14_16,-22,5,3,5,3,8564704,8564706,2,10,4,continuous,718,-306,717,718,-306,717,1,1,1,652.2936371047981,69.01320378987019,583.2803947985681,2.769724437560779,1224
0_0_0_10_14_16,-22,5,3,5,4,8568800,8568802,2,10,4,continuous,86,86,85,86,86,85,1,1,1,861.8382246651582,860.0202622418074,1.8180069409334576,4.80688211628418,3752
0_0_0_10_14_16,-22,5,3,5,5,8572896,8572898,2,10,4,continuous,468,468,467,468,468,467,1,1,1,462.8535063822246,283.1723593785618,179.6811076767213,0.2705182238739835,2224
0_0_0_10_14_16,-22,5,3,5,6,8576992,8576994,2,10,4,continuous,89,89,88,89,89,88,1,1,1,801.7504195681871,800.7408366037774,1.0095429262407976,5.236555325282576,3740
0_0_0_10_14_16,-22,5,3,5,7,8581088,8581090,2,10,4,continuous,713,-311,712,713,-311,712,1,1,1,747.8566807593497,107.53555947041792,640.3211287497843,3.9341567476191446,1244
0_0_0_10_14_16,-22,5,3,5,8,8585184,8585186,2,10,4,continuous,865,-159,864,865,-159,864,1,1,1,1101.2789904713427,55.77123064627257,1045.5076268705982,5.803434941891133,636
0_0_0_10_14_16,-22,5,3,5,9,8589280,8589282,2,10,4,continuous,492,492,491,492,492,491,1,1,1,688.0530966071092,453.0585049186894,234.99454817424797,3.680328015913075,2128
0_0_0_10_14_16,-22,5,3,5,10,8593376,8593378,2,10,4,continuous,765,-259,764,765,-259,764,1,1,1,733.720046667255,25.971989849110283,707.7481334542848,5.203451272539534,1036
0_0_0_10_14_16,-22,5,3,5,11,8597472,8597474,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,1406.1412807230647,0.06923072191780323,1406.0719828305796,7.603854383462378,4
0_0_0_10_14_16,-22,5,3,5,12,8601568,8601570,2,10,4,continuous,597,-427,596,597,-427,596,1,1,1,604.4791723873968,262.9248602867213,341.5542433555857,2.8521316955444016,1708
0_0_0_10_14_16,-22,5,3,5,13,8605664,8605666,2,10,4,continuous,562,-462,561,562,-462,561,1,1,1,625.1059624011805,237.96543984369055,387.1404528858374,3.58297625867963,1848
0_0_0_10_14_16,-22,5,3,5,14,8609760,8609762,2,10,4,continuous,478,478,477,478,478,477,1,1,1,843.8284349796086,513.0839457641744,330.7444078770607,2.9157660954104614,2184
0_0_0_10_14_16,-22,5,3,5,15,8613856,8613858,2,10,4,continuous,267,267,266,267,267,266,1,1,1,642.422991422809,543.6580387492087,98.764900631013,4.405002746753467,3028
0_0_0_10_14_16,-22,5,3,5,16,8617952,8617954,2,10,4,continuous,917,-107,916,917,-107,916,1,1,1,626.1333153076539,3.8155014649749432,622.3177548487619,3.1714031931451023,428
0_0_0_10_14_16,-22,5,3,5,17,8622048,8622050,2,10,4,continuous,656,-368,655,119,119,118,0,0,2,365.67905701358,357.8666310962237,7.812463783164508,0.6108827518492883,3620
0_0_0_10_14_16,-22,5,3,5,18,8626144,8626146,2,10,4,continuous,889,-135,888,889,-135,888,1,1,1,520.811569053652,14.869825736156884,505.94164248968076,2.488673345279855,540
0_0_0_10_14_16,-22,5,3,5,19,8630240,8630242,2,10,4,continuous,510,510,509,510,510,509,1,1,1,728.7429560541677,347.03834189339995,381.7046742693246,2.7170891644075135,2056
0_0_0_10_14_16,-22,5,3,5,20,8634336,8634338,2,10,4,continuous,860,-164,859,860,-164,859,1,1,1,625.8646619982721,32.18942227398861,593.6751826188129,2.145966810501472,656
0_0_0_10_14_16,-22,5,3,5,21,8638432,8638434,2,10,4,continuous,553,-471,552,553,-471,552,1,1,1,847.7766197391111,138.5869475423526,709.1896031253864,2.232343826591571,1884
0_0_0_10_14_16,-22,5,3,5,22,8642528,8642530,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,614.8117185736928,207.92177537769476,406.8899004913639,3.8181814080742353,1580
0_0_0_10_14_16,-22,5,3,5,23,8646624,8646626,2,10,4,continuous,759,-265,758,759,-265,758,1,1,1,300.47226258916,66.63598162555446,233.8362701986055,0.19823872712922308,1060
0_0_0_10_14_16,-22,5,3,5,24,8650720,8650722,2,10,4,continuous,874,-150,873,874,-150,873,1,1,1,1327.4891062386398,17.742455975684166,1309.7465099828753,6.7416631243798655,600
0_0_0_10_14_16,-22,5,3,5,25,8654816,8654818,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,852.7247435347854,148.0249223674566,704.699761913148,3.0067513426293866,1216
0_0_0_10_14_16,-22,5,3,5,26,8658912,8658914,2,10,4,continuous,314,314,313,314,314,313,1,1,1,503.57711030215796,432.8575152697522,70.71961799543192,2.390423601681478,2840
0_0_0_10_14_16,-22,5,3,5,27,8663008,8663010,2,10,4,continuous,602,-422,601,602,-422,601,1,1,1,387.6333629787732,215.5451129908927,172.08826578280517,0.6408991355007503,1688
0_0_0_10_14_16,-22,5,3,5,28,8667104,8667106,2,10,4,continuous,7,7,6,7,7,6,1,1,1,979.8910520293118,979.2354121101562,0.6557223015442339,5.289031007103551,4068
0_0_0_10_14_16,-22,5,3,5,29,8671200,8671202,2,10,4,continuous,610,-414,609,203,203,202,0,0,4,297.0302887757664,288.92942102166217,8.100905604097376,0.2251993823379098,3284
0_0_0_10_14_16,-22,5,3,5,30,8675296,8675298,2,10,4,continuous,823,-201,822,823,-201,822,1,1,1,731.8032479085689,31.494133357715615,700.309068592601,4.396666404766433,804
0_0_0_10_14_16,-22,5,3,5,31,8679392,8679394,2,10,4,continuous,913,-111,912,913,-111,912,1,1,1,508.46464995819974,11.275314748476388,497.18930014854783,2.4934634524652544,444
0_0_0_10_14_16,-22,5,3,5,32,8683489,8683491,2,10,4,continuous,741,-283,740,741,-283,740,1,1,1,632.1785071495733,127.78632571428263,504.39214681576783,4.3672424285287565,1132
0_0_0_10_14_16,-22,5,3,5,33,8687585,8687587,2,10,4,continuous,581,-443,580,581,-443,580,1,1,1,329.2919422466375,144.16777274835408,185.12415886784763,0.07371112304134012,1772
0_0_0_10_14_16,-22,5,3,5,34,8691681,8691683,2,10,4,continuous,91,91,90,91,91,90,1,1,1,984.0798141527075,979.4630394303241,4.6167083707739645,4.771033738036391,3732
