dataset,target_snr_db,packet_index,frame_index,event_index,payload_symbol_index,start_sample,loratrimmer_start_sample,origin_shift,sf,os_factor,cfo_correction_mode,gt_raw_fft_bin,gt_signed_fft_bin,gt_symbol_value,loratrimmer_raw_fft_bin,loratrimmer_signed_fft_bin,loratrimmer_symbol_value,loratrimmer_raw_hit,loratrimmer_symbol_hit,loratrimmer_gt_rank,loratrimmer_peak_power,loratrimmer_front_power,loratrimmer_tail_power,loratrimmer_peak_margin_db,loratrimmer_split_sample
0_0_0_10_14_16,-26,3,2,3,10,5592648,5592650,2,10,4,continuous,765,-259,764,76,76,75,0,0,4,854.0730774813833,847.1864638851877,6.886587082590553,0.7709638064960366,3792
0_0_0_10_14_16,-26,3,2,3,11,5596744,5596746,2,10,4,continuous,1023,-1,1022,126,126,125,0,0,3,992.7323717367583,989.5144215296787,3.218036784752314,0.9947832533030339,3592
0_0_0_10_14_16,-26,3,2,3,12,5600840,5600842,2,10,4,continuous,597,-427,596,968,-56,967,0,0,83,1038.2857372397712,5.973280631048069,1032.312386629292,2.2358069556406175,224
0_0_0_10_14_16,-26,3,2,3,13,5604936,5604938,2,10,4,continuous,562,-462,561,38,38,37,0,0,74,872.1155536067672,862.6051196055814,9.510536283187719,1.3962615888344745,3944
0_0_0_10_14_16,-26,3,2,3,14,5609032,5609034,2,10,4,continuous,478,478,477,100,100,99,0,0,64,824.9785043868083,809.7989662343936,15.179568179607461,0.045373234280518704,3696
0_0_0_10_14_16,-26,3,2,3,15,5613128,5613130,2,10,4,continuous,267,267,266,144,144,143,0,0,25,890.7127806901028,843.1095686380744,47.60313878801083,0.6202437048330365,3520
0_0_0_10_14_16,-26,3,2,3,16,5617224,5617226,2,10,4,continuous,917,-107,916,816,-208,815,0,0,2,974.746515109382,124.62590756416195,850.120702176363,1.5148514512006757,832
0_0_0_10_14_16,-26,3,2,3,17,5621320,5621322,2,10,4,continuous,656,-368,655,32,32,31,0,0,38,900.5772829805544,900.5619702264995,0.015404844616839773,0.47296282230315356,3968
0_0_0_10_14_16,-26,3,2,3,18,5625417,5625419,2,10,4,continuous,889,-135,888,889,-135,888,1,1,1,1198.5912048350428,7.5193091960457545,1191.0719520934979,1.589317900342965,540
0_0_0_10_14_16,-26,3,2,3,19,5629513,5629515,2,10,4,continuous,510,510,509,510,510,509,1,1,1,1049.2580591499063,389.6193628182629,659.6387170130512,1.499598188259478,2056
0_0_0_10_14_16,-26,3,2,3,20,5633609,5633611,2,10,4,continuous,860,-164,859,860,-164,859,1,1,1,703.8026516067569,49.740717290524124,654.0619076360055,0.26853490420775505,656
0_0_0_10_14_16,-26,3,2,3,21,5637705,5637707,2,10,4,continuous,553,-471,552,72,72,71,0,0,4,682.8785941395074,667.2368890023245,15.641709956733507,0.3437670295659333,3808
0_0_0_10_14_16,-26,3,2,3,22,5641801,5641803,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,826.3803524316108,72.06732061551975,754.3130961983779,0.9918390937728996,1580
0_0_0_10_14_16,-26,3,2,3,23,5645897,5645899,2,10,4,continuous,759,-265,758,759,-265,758,1,1,1,1099.613815252993,115.97897675623175,983.6350075424888,2.169570466772174,1060
0_0_0_10_14_16,-26,3,2,3,24,5649993,5649995,2,10,4,continuous,874,-150,873,18,18,17,0,0,9,731.9891758566346,728.545205642758,3.4439389172884636,0.6157108014408372,4024
0_0_0_10_14_16,-26,3,2,3,25,5654089,5654091,2,10,4,continuous,720,-304,719,971,-53,970,0,0,2,992.7752900807336,7.157620226987903,985.6178383443374,0.626687269781025,212
0_0_0_10_14_16,-26,3,2,3,26,5658185,5658187,2,10,4,continuous,314,314,313,900,-124,899,0,0,2,874.358714919541,9.635549245601315,864.7232240657186,0.5169043054772506,496
0_0_0_10_14_16,-26,3,2,3,27,5662281,5662283,2,10,4,continuous,602,-422,601,602,-422,601,1,1,1,1212.9570854462656,54.41202230159032,1158.5450136898037,2.803258968331736,1688
0_0_0_10_14_16,-26,3,2,3,28,5666377,5666379,2,10,4,continuous,7,7,6,851,-173,850,0,0,4,747.4160850627743,50.68570361386128,696.7303710799498,1.258474788622256,692
0_0_0_10_14_16,-26,3,2,3,29,5670473,5670475,2,10,4,continuous,610,-414,609,610,-414,609,1,1,1,707.3473972565125,105.97236969546474,601.3750123882209,0.12325340874526412,1656
0_0_0_10_14_16,-26,3,2,3,30,5674569,5674571,2,10,4,continuous,778,-246,777,985,-39,984,0,0,56,647.0736098467844,8.584356605260869,638.4892223250135,0.04001349107344329,156
0_0_0_10_14_16,-26,3,2,3,31,5678665,5678667,2,10,4,continuous,897,-127,896,973,-51,972,0,0,3,1100.874527415364,10.532180019084592,1090.3424658715378,1.3519073587979529,204
0_0_0_10_14_16,-26,3,2,3,32,5682761,5682763,2,10,4,continuous,740,-284,739,740,-284,739,1,1,1,1512.5536251190942,198.79032330563638,1313.7632848606918,3.3784576189449327,1136
0_0_0_10_14_16,-26,3,2,3,33,5686857,5686859,2,10,4,continuous,590,-434,589,723,-301,722,0,0,13,756.1921854261536,70.57484212673103,685.6173173719159,0.25365800897309543,1204
0_0_0_10_14_16,-26,3,2,3,34,5690953,5690955,2,10,4,continuous,930,-94,929,930,-94,929,1,1,1,1539.7719607026092,22.702682735160863,1517.069505385356,3.869921358397069,376
0_0_0_10_14_16,-26,5,3,5,0,8552416,8552418,2,10,4,continuous,222,222,221,957,-67,956,0,0,6,732.72967917224,2.651625100809057,730.0780411324022,0.33856948028142,268
0_0_0_10_14_16,-26,5,3,5,1,8556512,8556514,2,10,4,continuous,826,-198,825,826,-198,825,1,1,1,962.106171707552,38.584487712434395,923.5218088512374,0.7218162073233929,792
0_0_0_10_14_16,-26,5,3,5,2,8560608,8560610,2,10,4,continuous,871,-153,870,871,-153,870,1,1,1,1067.060359069299,5.713703424257305,1061.3466010709935,1.9920029204630563,612
0_0_0_10_14_16,-26,5,3,5,3,8564704,8564706,2,10,4,continuous,718,-306,717,379,379,378,0,0,2,864.5360261359131,807.2989078096371,57.2372359884796,0.7043596989920053,2580
0_0_0_10_14_16,-26,5,3,5,4,8568800,8568802,2,10,4,continuous,86,86,85,86,86,85,1,1,1,910.0860855944541,902.5523843082192,7.5337335831412835,1.0608771540412707,3752
0_0_0_10_14_16,-26,5,3,5,5,8572896,8572898,2,10,4,continuous,468,468,467,891,-133,890,0,0,12,1096.7969607981345,2.3196316247799587,1094.4772698224585,1.7987302287689477,532
0_0_0_10_14_16,-26,5,3,5,6,8576992,8576994,2,10,4,continuous,89,89,88,89,89,88,1,1,1,873.5750518228174,864.0416772785668,9.533334644192921,1.668826575354185,3740
0_0_0_10_14_16,-26,5,3,5,7,8581088,8581090,2,10,4,continuous,713,-311,712,713,-311,712,1,1,1,866.3087104892475,117.3411643575091,748.9675342657865,0.5400958660116304,1244
0_0_0_10_14_16,-26,5,3,5,8,8585184,8585186,2,10,4,continuous,865,-159,864,865,-159,864,1,1,1,1360.5135531656742,80.93055600113718,1279.582864652399,2.724700499152659,636
0_0_0_10_14_16,-26,5,3,5,9,8589280,8589282,2,10,4,continuous,492,492,491,492,492,491,1,1,1,831.0781601027202,594.672662072182,236.40557309264295,1.1718152376332611,2128
0_0_0_10_14_16,-26,5,3,5,10,8593376,8593378,2,10,4,continuous,765,-259,764,765,-259,764,1,1,1,901.0700098102761,13.611536665479036,887.4584947258564,2.157670146447464,1036
0_0_0_10_14_16,-26,5,3,5,11,8597472,8597474,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,1790.5918566791768,0.1638176658174233,1790.4280443041944,4.694224191107229,4
0_0_0_10_14_16,-26,5,3,5,12,8601568,8601570,2,10,4,continuous,597,-427,596,825,-199,824,0,0,3,700.3577762978387,44.82577266122513,655.5320361850647,0.11176322341081782,796
0_0_0_10_14_16,-26,5,3,5,13,8605664,8605666,2,10,4,continuous,562,-462,561,562,-462,561,1,1,1,717.1277743835235,265.36065843893533,451.76712862718335,0.20849443774263451,1848
0_0_0_10_14_16,-26,5,3,5,14,8609760,8609762,2,10,4,continuous,478,478,477,478,478,477,1,1,1,1135.6976905464107,732.2373910941133,403.46022923084513,1.5977567165762356,2184
0_0_0_10_14_16,-26,5,3,5,15,8613856,8613858,2,10,4,continuous,267,267,266,267,267,266,1,1,1,689.3481920005115,562.8897084884929,126.45844402537934,0.8452348463351921,3028
0_0_0_10_14_16,-26,5,3,5,16,8617952,8617954,2,10,4,continuous,917,-107,916,953,-71,952,0,0,7,763.2226161442118,9.90927984813027,753.3134525335927,0.5045398652700892,284
0_0_0_10_14_16,-26,5,3,5,17,8622048,8622050,2,10,4,continuous,656,-368,655,119,119,118,0,0,119,922.5375128531714,903.0742287273263,19.463182370639572,1.3619711351770953,3620
0_0_0_10_14_16,-26,5,3,5,18,8626144,8626146,2,10,4,continuous,889,-135,888,972,-52,971,0,0,14,749.3772747715443,2.0262923431369018,747.3510053307295,0.5905065001426292,208
0_0_0_10_14_16,-26,5,3,5,19,8630240,8630242,2,10,4,continuous,510,510,509,977,-47,976,0,0,2,979.8823022093757,1.7414297935493162,978.1408648278049,0.27740251851381964,188
0_0_0_10_14_16,-26,5,3,5,20,8634336,8634338,2,10,4,continuous,860,-164,859,611,-413,610,0,0,9,957.5483618420694,94.61381434743907,862.9345017004016,1.3206668732100202,1652
0_0_0_10_14_16,-26,5,3,5,21,8638432,8638434,2,10,4,continuous,553,-471,552,553,-471,552,1,1,1,1214.8659759692537,105.72373566448549,1109.1423648268176,2.281499212633576,1884
0_0_0_10_14_16,-26,5,3,5,22,8642528,8642530,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,701.6205402688138,249.72636760003755,451.8942077787952,0.3622094228679059,1580
0_0_0_10_14_16,-26,5,3,5,23,8646624,8646626,2,10,4,continuous,759,-265,758,753,-271,752,0,0,103,710.0890460980418,64.38906776314326,645.7000466151295,0.9512121233370968,1084
0_0_0_10_14_16,-26,5,3,5,24,8650720,8650722,2,10,4,continuous,874,-150,873,874,-150,873,1,1,1,1810.3293929491667,18.851368442885814,1791.4782642248576,4.1431905127395,600
0_0_0_10_14_16,-26,5,3,5,25,8654816,8654818,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,1069.936632598361,190.9005575275753,879.0359690809419,2.415832614903048,1216
0_0_0_10_14_16,-26,5,3,5,26,8658912,8658914,2,10,4,continuous,314,314,313,800,-224,799,0,0,11,688.718564144807,26.032815723621976,662.6857946795681,0.19117957451028128,896
0_0_0_10_14_16,-26,5,3,5,27,8663008,8663010,2,10,4,continuous,602,-422,601,430,430,429,0,0,35,733.1065935377155,621.5013625414067,111.6053024981702,0.839422518446264,2376
0_0_0_10_14_16,-26,5,3,5,28,8667104,8667106,2,10,4,continuous,7,7,6,7,7,6,1,1,1,1041.8663747824744,1040.4062199547843,1.4601172516508572,1.5247231021473542,4068
0_0_0_10_14_16,-26,5,3,5,29,8671200,8671202,2,10,4,continuous,610,-414,609,203,203,202,0,0,278,752.4136625254541,732.0085288629671,20.405222646707045,0.27137496553248186,3284
0_0_0_10_14_16,-26,5,3,5,30,8675296,8675298,2,10,4,continuous,823,-201,822,823,-201,822,1,1,1,815.4561869594363,29.62008876453046,785.8361611692999,0.8606271512321312,804
0_0_0_10_14_16,-26,5,3,5,31,8679392,8679394,2,10,4,continuous,913,-111,912,212,212,211,0,0,22,717.8223967132419,710.2517064056083,7.570740786346634,0.6508512885855153,3248
0_0_0_10_14_16,-26,5,3,5,32,8683489,8683491,2,10,4,continuous,741,-283,740,741,-283,740,1,1,1,713.2158726244415,163.71500143719186,549.5007988325997,0.9202350633339808,1132
0_0_0_10_14_16,-26,5,3,5,33,8687585,8687587,2,10,4,continuous,581,-443,580,115,115,114,0,0,81,663.8199071085292,652.9598751827616,10.860029875813737,0.08704738192260696,3636
0_0_0_10_14_16,-26,5,3,5,34,8691681,8691683,2,10,4,continuous,91,91,90,91,91,90,1,1,1,1174.4780004125862,1171.0118771534326,3.4661227535139467,1.640879463339244,3732
