payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,dataset,target_snr_db,packet_index
22,629,629,629,1,1,0,1,1,1,1,1,2.0932484098837523,piece3of4_32,0_0_0_10_14_8,-24.0,3
23,759,837,837,2,2,0,1,1,0,0,1,2.0923639269251377,linear_a1_b3,0_0_0_10_14_8,-24.0,3
24,874,874,874,1,1,0,1,1,1,1,1,2.9565303184867355,piece1of2_10,0_0_0_10_14_8,-24.0,3
25,720,720,720,1,1,0,1,1,1,1,1,2.447525502413919,linear_a2_b1,0_0_0_10_14_8,-24.0,3
26,314,314,314,1,1,0,1,1,1,1,1,2.1042759695273343,linear_a1_b2,0_0_0_10_14_8,-24.0,3
27,602,602,602,1,1,0,1,1,1,1,1,2.297860125593638,piece3of4_31,0_0_0_10_14_8,-24.0,3
28,7,7,7,1,1,0,1,1,1,1,1,2.3860724811990517,fixed_b1,0_0_0_10_14_8,-24.0,3
29,610,610,610,1,1,0,1,1,1,1,1,1.9637196953440446,linear_a2_b3,0_0_0_10_14_8,-24.0,3
30,887,887,887,1,1,0,1,1,1,1,1,1.8999771030851784,piece1of2_01,0_0_0_10_14_8,-24.0,3
31,912,912,912,1,1,0,1,1,1,1,1,1.809384660683324,piece1of4_20,0_0_0_10_14_8,-24.0,3
32,737,737,737,1,1,0,1,1,1,1,1,2.708153172087624,piece3of4_30,0_0_0_10_14_8,-24.0,3
33,577,577,577,1,1,0,1,1,1,1,1,2.306618523826039,fixed_b1,0_0_0_10_14_8,-24.0,3
34,930,930,930,1,1,0,1,1,1,1,1,2.1631068297851224,piece3of4_01,0_0_0_10_14_8,-24.0,3
0,803,803,803,1,1,0,1,1,1,1,1,2.6491191169215247,period2_01,0_0_0_10_14_8,-24.0,4
1,826,826,826,1,1,0,1,1,1,1,1,2.1560401648403977,piece1of2_30,0_0_0_10_14_8,-24.0,4
2,871,871,871,1,1,0,1,1,1,1,1,2.4537807065133883,piece1of2_30,0_0_0_10_14_8,-24.0,4
3,718,617,617,2,2,0,1,1,0,0,1,2.569991008304608,linear_a3_b2,0_0_0_10_14_8,-24.0,4
4,107,107,107,1,1,0,1,1,1,1,1,2.298640210498408,linear_a3_b3,0_0_0_10_14_8,-24.0,4
5,467,467,467,1,1,0,1,1,1,1,1,2.340598419455824,piece1of4_01,0_0_0_10_14_8,-24.0,4
6,89,89,89,1,1,0,1,1,1,1,1,2.126751654494728,piece1of4_30,0_0_0_10_14_8,-24.0,4
7,713,713,713,1,1,0,1,1,1,1,1,2.311959567869476,linear_a3_b0,0_0_0_10_14_8,-24.0,4
8,865,865,865,1,1,0,1,1,1,1,1,2.2219211892449255,period2_12,0_0_0_10_14_8,-24.0,4
9,405,405,405,1,1,0,1,1,1,1,1,3.005501911067299,piece3of4_30,0_0_0_10_14_8,-24.0,4
10,765,765,765,1,1,0,1,1,1,1,1,2.6574995977923654,piece1of2_12,0_0_0_10_14_8,-24.0,4
11,1023,1023,1023,1,1,0,1,1,1,1,1,2.082948825648643,fixed_b3,0_0_0_10_14_8,-24.0,4
12,597,597,597,1,1,0,1,1,1,1,1,2.2728342161706188,piece1of2_30,0_0_0_10_14_8,-24.0,4
13,562,562,562,1,1,0,1,1,1,1,1,2.834851479485362,piece1of2_31,0_0_0_10_14_8,-24.0,4
14,478,478,478,1,1,0,1,1,1,1,1,2.6279488775026585,piece3of4_10,0_0_0_10_14_8,-24.0,4
15,267,267,267,1,1,0,1,1,1,1,1,2.5592370445690102,linear_a2_b3,0_0_0_10_14_8,-24.0,4
16,917,917,917,1,1,0,1,1,1,1,1,2.3555610013696113,piece3of4_12,0_0_0_10_14_8,-24.0,4
17,656,656,656,1,1,0,1,1,1,1,1,2.1478934254207056,fixed_b0,0_0_0_10_14_8,-24.0,4
18,889,889,889,1,1,0,1,1,1,1,1,2.091678423794462,piece1of4_03,0_0_0_10_14_8,-24.0,4
19,510,510,510,1,1,0,1,1,1,1,1,2.2167796926311945,linear_a3_b3,0_0_0_10_14_8,-24.0,4
20,860,860,860,1,1,0,1,1,1,1,1,2.3289784718584485,piece3of4_03,0_0_0_10_14_8,-24.0,4
21,553,553,553,1,1,0,1,1,1,1,1,1.864918472068394,period2_12,0_0_0_10_14_8,-24.0,4
22,629,629,629,1,1,0,1,1,1,1,1,2.5970695514268685,piece3of4_20,0_0_0_10_14_8,-24.0,4
23,759,759,759,1,1,0,1,1,1,1,1,1.9488125614235172,period2_23,0_0_0_10_14_8,-24.0,4
24,874,517,517,2,2,0,1,1,0,0,1,4.732053089354444,period2_03,0_0_0_10_14_8,-24.0,4
25,720,720,720,1,1,0,1,1,1,1,1,2.7418803655799406,period2_10,0_0_0_10_14_8,-24.0,4
26,314,314,314,1,1,0,1,1,1,1,1,1.9322744805963248,piece3of4_30,0_0_0_10_14_8,-24.0,4
27,602,602,602,1,1,0,1,1,1,1,1,2.223422042891563,linear_a3_b1,0_0_0_10_14_8,-24.0,4
28,7,7,7,1,1,0,1,1,1,1,1,4.376199006802129,piece1of2_03,0_0_0_10_14_8,-24.0,4
29,610,610,610,1,1,0,1,1,1,1,1,1.8701801403750948,piece3of4_01,0_0_0_10_14_8,-24.0,4
30,855,855,855,1,1,0,1,1,1,1,1,2.3021504159237796,piece3of4_03,0_0_0_10_14_8,-24.0,4
31,897,897,897,1,1,0,1,1,1,1,1,2.278542284071245,piece1of2_20,0_0_0_10_14_8,-24.0,4
32,756,756,756,1,1,0,1,1,1,1,1,1.9801641344626901,piece3of4_23,0_0_0_10_14_8,-24.0,4
33,580,580,580,1,1,0,1,1,1,1,1,2.3386821542689806,piece3of4_03,0_0_0_10_14_8,-24.0,4
34,89,89,89,1,1,0,1,1,1,1,1,1.8716135883824334,piece1of2_12,0_0_0_10_14_8,-24.0,4
0,222,222,222,1,1,0,1,1,1,1,1,2.960623778587821,piece1of2_02,0_0_0_10_14_8,-24.0,5
1,711,711,711,1,1,0,1,1,1,1,1,2.320434688963252,piece1of2_32,0_0_0_10_14_8,-24.0,5
2,922,820,820,2,3,-1,1,1,0,0,1,2.535690662442449,linear_a1_b0,0_0_0_10_14_8,-24.0,5
3,691,691,691,1,1,0,1,1,1,1,1,2.74272364551438,piece3of4_21,0_0_0_10_14_8,-24.0,5
4,107,107,107,1,1,0,1,1,1,1,1,2.342949760476693,linear_a1_b2,0_0_0_10_14_8,-24.0,5
5,467,467,467,1,1,0,1,1,1,1,1,2.6099316300282287,piece3of4_01,0_0_0_10_14_8,-24.0,5
6,89,89,89,1,1,0,1,1,1,1,1,2.6366065228531372,linear_a2_b1,0_0_0_10_14_8,-24.0,5
7,713,843,843,3,3,0,1,1,0,0,1,2.212377829917942,piece1of4_02,0_0_0_10_14_8,-24.0,5
8,865,76,76,14,14,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,5
9,405,405,405,1,1,0,1,1,1,1,1,3.4835256471328826,piece3of4_30,0_0_0_10_14_8,-24.0,5
10,765,271,271,4,4,0,1,1,0,0,1,2.9303470057169667,piece1of4_03,0_0_0_10_14_8,-24.0,5
11,1023,1023,1023,1,1,0,1,1,1,1,1,2.641936646630332,period2_12,0_0_0_10_14_8,-24.0,5
12,597,108,108,15,15,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,5
13,562,105,105,2,2,0,1,1,0,0,1,2.2498553620633115,period2_21,0_0_0_10_14_8,-24.0,5
14,478,211,211,3,3,0,1,1,0,0,1,3.039133683318469,piece1of4_03,0_0_0_10_14_8,-24.0,5
15,267,267,267,1,1,0,1,1,1,1,1,2.43675563563695,piece3of4_12,0_0_0_10_14_8,-24.0,5
16,917,917,917,1,1,0,1,1,1,1,1,2.7029383464731365,period2_01,0_0_0_10_14_8,-24.0,5
17,656,852,852,3,3,0,1,1,0,0,1,2.5582042899727884,piece3of4_31,0_0_0_10_14_8,-24.0,5
18,889,813,813,2,2,0,1,1,0,0,1,2.846259779713497,period2_01,0_0_0_10_14_8,-24.0,5
19,510,510,510,1,1,0,1,1,1,1,1,2.983479857283048,linear_a2_b0,0_0_0_10_14_8,-24.0,5
20,860,860,860,1,1,0,1,1,1,1,1,2.089483017486512,piece3of4_31,0_0_0_10_14_8,-24.0,5
21,553,553,553,1,1,0,1,1,1,1,1,2.6902602378787437,linear_a3_b2,0_0_0_10_14_8,-24.0,5
22,629,629,629,1,1,0,1,1,1,1,1,1.989227299876707,period2_10,0_0_0_10_14_8,-24.0,5
23,759,759,759,1,1,0,1,1,1,1,1,2.2289963296640543,linear_a3_b3,0_0_0_10_14_8,-24.0,5
24,874,874,874,1,1,0,1,1,1,1,1,2.942409786041321,piece1of4_30,0_0_0_10_14_8,-24.0,5
25,720,379,379,2,2,0,1,1,0,0,1,2.660236403317925,period2_21,0_0_0_10_14_8,-24.0,5
26,314,910,910,57,57,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,5
27,602,602,602,1,1,0,1,1,1,1,1,2.5311494627786164,piece1of2_03,0_0_0_10_14_8,-24.0,5
28,7,659,659,2,2,0,1,1,0,0,1,2.9779789943089274,period2_10,0_0_0_10_14_8,-24.0,5
29,610,23,23,6,6,0,1,1,0,0,1,3.1672069529679874,piece1of4_21,0_0_0_10_14_8,-24.0,5
30,871,871,871,1,1,0,1,1,1,1,1,3.1668049126115725,piece1of4_03,0_0_0_10_14_8,-24.0,5
31,904,904,904,1,1,0,1,1,1,1,1,3.80815567498374,linear_a3_b0,0_0_0_10_14_8,-24.0,5
32,744,744,744,1,1,0,1,1,1,1,1,1.8637854077403664,linear_a1_b0,0_0_0_10_14_8,-24.0,5
33,591,591,591,1,1,0,1,1,1,1,1,2.49757297329202,piece3of4_31,0_0_0_10_14_8,-24.0,5
34,89,89,89,1,1,0,1,1,1,1,1,3.0114999148103685,period2_21,0_0_0_10_14_8,-24.0,5
0,803,305,305,2,2,0,1,1,0,0,1,4.7584135209085225,linear_a3_b2,0_0_0_10_14_8,-24.0,6
1,711,920,920,2,2,0,1,1,0,0,1,2.369799028305611,piece1of2_02,0_0_0_10_14_8,-24.0,6
2,922,922,922,1,1,0,1,1,1,1,1,2.5587758706815515,period2_10,0_0_0_10_14_8,-24.0,6
3,691,691,691,1,1,0,1,1,1,1,1,2.4376291769848497,piece1of2_01,0_0_0_10_14_8,-24.0,6
4,86,86,86,1,1,0,1,1,1,1,1,1.9504915647432184,piece3of4_03,0_0_0_10_14_8,-24.0,6
5,467,467,467,1,1,0,1,1,1,1,1,2.3382020521244127,piece1of2_03,0_0_0_10_14_8,-24.0,6
6,89,946,946,19,19,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,6
7,713,713,713,1,1,0,1,1,1,1,1,2.3903801299952607,piece1of4_02,0_0_0_10_14_8,-24.0,6
8,865,865,865,1,1,0,1,1,1,1,1,2.581422222132988,piece3of4_10,0_0_0_10_14_8,-24.0,6
9,405,405,405,1,1,0,1,1,1,1,1,2.5410692437195457,linear_a1_b1,0_0_0_10_14_8,-24.0,6
10,765,765,765,1,1,0,1,1,1,1,1,3.0903972525595513,linear_a1_b1,0_0_0_10_14_8,-24.0,6
11,1023,1023,1023,1,1,0,1,1,1,1,1,3.0992535482515855,piece1of4_32,0_0_0_10_14_8,-24.0,6
12,597,975,975,12,12,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,6
13,562,118,118,5,5,0,1,1,0,0,1,2.6683674363612675,linear_a1_b0,0_0_0_10_14_8,-24.0,6
14,478,478,478,1,1,0,1,1,1,1,1,3.180574107185157,linear_a1_b0,0_0_0_10_14_8,-24.0,6
15,267,689,689,5,5,0,1,1,0,0,1,4.398111363673292,period2_10,0_0_0_10_14_8,-24.0,6
16,917,745,745,36,36,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,6
17,656,656,656,1,1,0,1,1,1,1,1,3.0841163484439362,linear_a3_b0,0_0_0_10_14_8,-24.0,6
18,889,889,889,1,1,0,1,1,1,1,1,2.133277293568478,piece1of2_30,0_0_0_10_14_8,-24.0,6
19,510,510,510,1,1,0,1,1,1,1,1,2.674808767583555,piece1of2_10,0_0_0_10_14_8,-24.0,6
20,860,872,872,4,4,0,1,1,0,0,1,2.6846444736479675,piece3of4_20,0_0_0_10_14_8,-24.0,6
