method,pattern_count,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol,triggered_symbols,trigger_rate,dataset,snr_db,seed,training_seed,training_snr,training_snapshots,cg_iterations,lora_leakage_weight,runtime_lora_weight,wrap_consistency_exponent,savaux_gate_margin_db
savaux,0,70,1,0.014285714285714285,0,0,0.25332140001046355,3.618877143006622,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
hamming_8,8,70,2,0.02857142857142857,0,1,1.1541080999959377,16.48725857137054,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8,8,70,2,0.02857142857142857,0,1,1.2187156999971194,17.410224285673134,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap,8,70,3,0.04285714285714286,0,2,1.3177623999872594,18.825177142675134,0,0.0,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap_gated,8,70,3,0.04285714285714286,0,2,0.1360337999976764,1.9433399999668057,7,0.1,0_0_0_10_14_16,-23.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
savaux,0,70,8,0.11428571428571428,0,0,0.25278899996192195,3.6112714280274565,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
hamming_8,8,70,10,0.14285714285714285,0,2,1.0828398000121524,15.469140000173606,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8,8,70,7,0.1,1,0,1.1046222999902966,15.780318571289952,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap,8,70,6,0.08571428571428572,2,0,1.194423499982804,17.0631928568972,0,0.0,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap_gated,8,70,6,0.08571428571428572,2,0,0.23324700001467136,3.3321000002095906,14,0.2,0_0_0_10_14_16,-24.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
savaux,0,70,15,0.21428571428571427,0,0,0.2552386999996088,3.646267142851554,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
hamming_8,8,70,15,0.21428571428571427,1,1,1.1378365000018675,16.254807142883823,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8,8,70,17,0.24285714285714285,2,4,1.0696923000105016,15.281318571578595,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap,8,70,16,0.22857142857142856,2,3,1.1732560000164085,16.760800000234408,0,0.0,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap_gated,8,70,15,0.21428571428571427,2,2,0.4606414000008954,6.58059142858422,27,0.38571428571428573,0_0_0_10_14_16,-25.0,43,41,-24.0,512,4,0.0,0.0,0.5,1.0
savaux,0,70,1,0.014285714285714285,0,0,0.2722825999953784,3.889751428505406,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
hamming_8,8,70,1,0.014285714285714285,0,0,1.113832100032596,15.911887143322799,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8,8,70,1,0.014285714285714285,0,0,1.1400295000021288,16.286135714316124,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap,8,70,1,0.014285714285714285,0,0,1.2419195999864314,17.741708571234735,0,0.0,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap_gated,8,70,1,0.014285714285714285,0,0,0.06868950000716723,0.9812785715309603,4,0.05714285714285714,0_0_0_10_14_16,-23.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
savaux,0,70,5,0.07142857142857142,0,0,0.24575180000101682,3.510740000014526,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
hamming_8,8,70,6,0.08571428571428572,0,1,1.0192270999723405,14.560387142462007,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8,8,70,8,0.11428571428571428,0,3,1.013212600017141,14.474465714530586,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap,8,70,6,0.08571428571428572,2,3,1.104639599998336,15.780565714261943,0,0.0,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap_gated,8,70,6,0.08571428571428572,2,3,0.22700929999700747,3.2429899999572496,14,0.2,0_0_0_10_14_16,-24.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
savaux,0,70,15,0.21428571428571427,0,0,0.18626939997921,2.6609914282744285,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
hamming_8,8,70,18,0.2571428571428571,0,3,0.7024338000155694,10.034768571650991,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8,8,70,16,0.22857142857142856,0,1,0.7054624000120384,10.078034285886263,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap,8,70,15,0.21428571428571427,0,0,0.7739927999900829,11.057039999858327,0,0.0,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
information_8_wrap_gated,8,70,15,0.21428571428571427,0,0,0.3617463999908068,5.167805714154383,33,0.4714285714285714,0_0_0_10_14_16,-25.0,44,41,-24.0,512,4,0.0,0.0,0.5,1.0
