dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance,noise_covariance_source,noise_window_count,noise_windows_available,raw_noise_power,covariance_sample_count,segment_covariance_sample_count,savaux_bin,gt_match_savaux,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_bin,segmented_gls_correct,segmented_gls_margin_db,segmented_gls_fix_vs_savaux,segmented_gls_break_vs_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux
0_0_0_10_14_16,9,6,9,2,10,14562066,14562068,922,26.088742563435375,25.67402038086952,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,922,1,1,25.67402038086952,0,0,922,1,23.034671564449827,0,0,922,1,13.638358492455371,0,0,922,1,17.73350760042991,0,0
0_0_0_10_14_16,9,6,9,3,11,14566162,14566164,691,20.49358220647512,18.616147451375806,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,691,1,1,18.616147451375806,0,0,691,1,16.28184606773039,0,0,691,1,14.402623048840493,0,0,691,1,15.132492486889753,0,0
0_0_0_10_14_16,9,6,9,4,12,14570258,14570260,86,28.16366587739224,27.59382591421464,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,86,1,1,27.59382591421464,0,0,86,1,23.338801587231895,0,0,86,1,7.168583937862721,0,0,86,1,18.148667778656822,0,0
0_0_0_10_14_16,9,6,9,5,13,14574354,14574356,468,20.994637850697554,19.448151627575267,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,468,1,1,19.448151627575267,0,0,468,1,20.126376184522044,0,0,468,1,12.486359256969635,0,0,468,1,15.806524481088953,0,0
0_0_0_10_14_16,9,6,9,6,14,14578450,14578452,89,27.77401378450721,26.96548699036239,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,89,1,1,26.96548699036239,0,0,89,1,17.191342029789052,0,0,89,1,9.615174593150867,0,0,89,1,17.504077253950015,0,0
0_0_0_10_14_16,9,6,9,7,15,14582546,14582548,713,21.29054204726138,19.076706313743504,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,713,1,1,19.076706313743504,0,0,713,1,11.863052530349925,0,0,713,1,7.9698778169345985,0,0,713,1,15.25613283221642,0,0
0_0_0_10_14_16,9,6,9,8,16,14586642,14586644,865,26.30187484965766,22.905398091606628,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,865,1,1,22.905398091606628,0,0,865,1,21.765804246824658,0,0,865,1,12.92495013896097,0,0,865,1,16.08206875378412,0,0
0_0_0_10_14_16,9,6,9,9,17,14590738,14590740,492,21.119357055507958,19.045385298221355,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,492,1,1,19.045385298221355,0,0,492,1,22.004881223411697,0,0,492,1,12.651062706830514,0,0,492,1,15.459142547157153,0,0
0_0_0_10_14_16,9,6,9,10,18,14594834,14594836,765,26.449227809492474,21.88302092852681,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,765,1,1,21.88302092852681,0,0,765,1,19.432491410064944,0,0,765,1,5.678427163077232,0,0,765,1,18.40738098923685,0,0
0_0_0_10_14_16,9,6,9,11,19,14598930,14598932,1023,25.75803094484556,22.937211639805035,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,1023,1,1,22.937211639805035,0,0,1023,1,27.70770031538546,0,0,1023,1,8.555781425097926,0,0,1023,1,19.93723265369105,0,0
0_0_0_10_14_16,9,6,9,12,20,14603026,14603028,597,22.611785876495027,21.76938295523788,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,597,1,1,21.76938295523788,0,0,597,1,17.67601607558151,0,0,597,1,4.0098193825187405,0,0,597,1,17.15037033824061,0,0
0_0_0_10_14_16,9,6,9,13,21,14607122,14607124,562,24.640174930613025,22.57147099336063,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,562,1,1,22.57147099336063,0,0,562,1,22.83535921885155,0,0,562,1,10.602532475927157,0,0,562,1,17.27882769431417,0,0
0_0_0_10_14_16,9,6,9,14,22,14611218,14611220,478,23.77446522425997,21.850239702761264,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,478,1,1,21.850239702761264,0,0,478,1,20.672890579569007,0,0,478,1,7.86147497773086,0,0,478,1,17.335074278718615,0,0
0_0_0_10_14_16,9,6,9,15,23,14615314,14615316,267,22.950739308316443,22.69471057301231,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,267,1,1,22.69471057301231,0,0,267,1,22.053722617489715,0,0,267,1,12.553443739404686,0,0,267,1,18.795606193130773,0,0
0_0_0_10_14_16,9,6,9,16,24,14619410,14619412,917,22.484076518085317,19.909310147801136,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,917,1,1,19.909310147801136,0,0,917,1,19.941337583739195,0,0,917,1,12.869106419424918,0,0,917,1,18.67568247587083,0,0
0_0_0_10_14_16,9,6,9,17,25,14623506,14623508,656,27.396801985240906,24.37954594756811,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,656,1,1,24.37954594756811,0,0,656,1,22.32887140356111,0,0,656,1,10.518078399617945,0,0,656,1,19.313750282383218,0,0
0_0_0_10_14_16,9,6,9,18,26,14627602,14627604,889,20.41523453290398,18.358071198784792,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,889,1,1,18.358071198784792,0,0,889,1,14.319678932050115,0,0,889,1,0.8457553720034605,0,0,889,1,17.910703434491648,0,0
0_0_0_10_14_16,9,6,9,19,27,14631698,14631700,510,19.880654727404583,18.118942791375904,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,510,1,1,18.118942791375904,0,0,510,1,18.16590531596366,0,0,510,1,12.652362896673978,0,0,510,1,16.37375212405197,0,0
0_0_0_10_14_16,9,6,9,20,28,14635794,14635796,860,20.160771950236235,17.106347397102773,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,860,1,1,17.106347397102773,0,0,860,1,19.49787254012455,0,0,860,1,12.617874803867927,0,0,860,1,19.241229291221945,0,0
0_0_0_10_14_16,9,6,9,21,29,14639890,14639892,553,20.17577752718383,18.396459137768918,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,553,1,1,18.396459137768918,0,0,553,1,20.03344281505642,0,0,553,1,10.003549973014536,0,0,553,1,18.454151991766242,0,0
0_0_0_10_14_16,9,6,9,22,30,14643986,14643988,629,20.975143688665142,20.500980628970076,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,629,1,1,20.500980628970076,0,0,629,1,18.512142176901452,0,0,629,1,6.066001716427162,0,0,629,1,18.219468533556864,0,0
0_0_0_10_14_16,9,6,9,23,31,14648082,14648084,759,20.339607508057508,18.485598961516217,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,759,1,1,18.485598961516217,0,0,759,1,18.013773487968482,0,0,759,1,9.889387530945195,0,0,759,1,17.990279185738913,0,0
0_0_0_10_14_16,9,6,9,24,32,14652178,14652180,874,16.785444162271443,15.498145676963944,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,874,1,1,15.498145676963944,0,0,874,1,14.897343138207248,0,0,874,1,6.631745512924315,0,0,874,1,16.370527225464162,0,0
0_0_0_10_14_16,9,6,9,25,33,14656274,14656276,720,19.27646191986501,17.323481917961953,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,720,1,1,17.323481917961953,0,0,720,1,16.20852869322974,0,0,720,1,7.531779537641756,0,0,720,1,17.70522836177992,0,0
0_0_0_10_14_16,9,6,9,26,34,14660370,14660372,314,20.156511594054983,20.367236348920738,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,314,1,1,20.367236348920738,0,0,314,1,22.60428827719313,0,0,314,1,10.03473815863625,0,0,314,1,15.77228957051589,0,0
0_0_0_10_14_16,9,6,9,27,35,14664466,14664468,602,18.319808789420534,17.20885249987837,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,602,1,1,17.20885249987837,0,0,602,1,19.203021247847524,0,0,602,1,13.33163168239573,0,0,602,1,17.048662555907384,0,0
0_0_0_10_14_16,9,6,9,28,36,14668562,14668564,7,13.089245579295174,12.16238633211523,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,7,1,1,12.16238633211523,0,0,7,1,11.315305500216095,0,0,7,1,10.179588518591293,0,0,7,1,14.235699238688376,0,0
0_0_0_10_14_16,9,6,9,29,37,14672658,14672660,610,18.65600636128586,17.636771789710632,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,610,1,1,17.636771789710632,0,0,610,1,17.07307043286296,0,0,610,1,11.811042651943708,0,0,610,1,17.15801380652978,0,0
0_0_0_10_14_16,10,7,10,0,8,16054239,16054241,803,27.320979405227547,24.46035483301969,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,803,1,1,24.46035483301969,0,0,803,1,22.773573608167958,0,0,803,1,10.091855217872993,0,0,803,1,17.594039050407574,0,0
0_0_0_10_14_16,10,7,10,1,9,16058335,16058337,826,24.189153444994105,22.34315745828852,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,826,1,1,22.34315745828852,0,0,826,1,20.901903168845536,0,0,826,1,16.094189764672187,0,0,826,1,17.940074761042084,0,0
0_0_0_10_14_16,10,7,10,2,10,16062431,16062433,922,23.50900673045597,21.499897679948702,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,922,1,1,21.499897679948702,0,0,922,1,21.314966231721208,0,0,922,1,9.907446603272916,0,0,922,1,18.914121271719722,0,0
0_0_0_10_14_16,10,7,10,3,11,16066527,16066529,691,24.929483662575006,22.00376365850321,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,691,1,1,22.00376365850321,0,0,691,1,18.911767492885186,0,0,691,1,13.812156432536476,0,0,691,1,18.25094366718987,0,0
0_0_0_10_14_16,10,7,10,4,12,16070623,16070625,107,22.215427726684148,21.12560557061095,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,107,1,1,21.12560557061095,0,0,107,1,18.404648377178493,0,0,107,1,8.547625802856247,0,0,107,1,17.883148325301836,0,0
0_0_0_10_14_16,10,7,10,5,13,16074719,16074721,468,20.431507203587245,20.215326895125187,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,468,1,1,20.215326895125187,0,0,468,1,17.257829012661283,0,0,468,1,12.705188076818551,0,0,468,1,17.672274931627033,0,0
0_0_0_10_14_16,10,7,10,6,14,16078815,16078817,89,21.024024874572262,19.151715851438084,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,89,1,1,19.151715851438084,0,0,89,1,13.455266210495742,0,0,89,1,11.485791364448378,0,0,89,1,17.893246313292195,0,0
0_0_0_10_14_16,10,7,10,7,15,16082911,16082913,713,24.962436673624573,22.951188842892073,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,713,1,1,22.951188842892073,0,0,713,1,13.984103493911451,0,0,713,1,6.5157801729309925,0,0,713,1,18.387435701547698,0,0
0_0_0_10_14_16,10,7,10,8,16,16087007,16087009,865,19.427385004174933,17.189352038985536,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,865,1,1,17.189352038985536,0,0,865,1,16.69538268405558,0,0,865,1,13.056524297178303,0,0,865,1,18.045447991218268,0,0
0_0_0_10_14_16,10,7,10,9,17,16091103,16091105,492,22.655091539251355,19.44014977678687,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,492,1,1,19.44014977678687,0,0,492,1,17.959295620547355,0,0,492,1,11.580004526919378,0,0,492,1,18.04221180987017,0,0
0_0_0_10_14_16,10,7,10,10,18,16095199,16095201,765,19.645955823332518,18.787089634279678,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,765,1,1,18.787089634279678,0,0,765,1,16.37571484174436,0,0,765,1,6.5939986124656595,0,0,765,1,17.065925813871175,0,0
0_0_0_10_14_16,10,7,10,11,19,16099295,16099297,1023,16.688924923708463,15.70081904702873,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,1023,1,1,15.70081904702873,0,0,1023,1,18.416611763722372,0,0,1023,1,7.512967152034667,0,0,1023,1,15.587693409106667,0,0
0_0_0_10_14_16,10,7,10,12,20,16103391,16103393,597,20.514289501412115,19.082833706236432,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,597,1,1,19.082833706236432,0,0,597,1,17.15995797384203,0,0,597,1,2.46022308601435,0,0,597,1,18.037807413476894,0,0
0_0_0_10_14_16,10,7,10,13,21,16107487,16107489,562,18.986573168799598,17.61025664506721,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,562,1,1,17.61025664506721,0,0,562,1,18.367904721069173,0,0,562,1,8.959121598968212,0,0,562,1,17.630266807553035,0,0
0_0_0_10_14_16,10,7,10,14,22,16111583,16111585,478,18.96351262466451,17.2914583403163,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,478,1,1,17.2914583403163,0,0,478,1,16.632355273353475,0,0,478,1,8.18740147054813,0,0,478,1,17.343117387609148,0,0
0_0_0_10_14_16,10,7,10,15,23,16115679,16115681,267,19.072184014467666,18.900756315366948,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,267,1,1,18.900756315366948,0,0,267,1,19.353388879133146,0,0,267,1,12.362003742314993,0,0,267,1,15.63827640579801,0,0
0_0_0_10_14_16,10,7,10,16,24,16119775,16119777,917,15.403354887513352,14.826540834809247,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,917,1,1,14.826540834809247,0,0,917,1,14.363145270101134,0,0,917,1,10.747368411807036,0,0,917,1,13.338077929188753,0,0
0_0_0_10_14_16,10,7,10,17,25,16123872,16123874,656,15.213754797830465,13.983772941597474,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,656,1,1,13.983772941597474,0,0,656,1,11.264428121396598,0,0,656,1,9.20934805336657,0,0,656,1,11.79291269299776,0,0
0_0_0_10_14_16,10,7,10,18,26,16127968,16127970,889,19.904473885203927,19.647211892126226,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,889,1,1,19.647211892126226,0,0,889,1,15.37153188823983,0,0,889,1,0.38068260319681385,0,0,889,1,14.812293417673645,0,0
0_0_0_10_14_16,10,7,10,19,27,16132064,16132066,510,13.201877175708496,12.415409774967909,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,510,1,1,12.415409774967909,0,0,510,1,15.283737780880093,0,0,510,1,13.103556371166206,0,0,510,1,10.873377526570021,0,0
0_0_0_10_14_16,10,7,10,20,28,16136160,16136162,860,20.370478259197775,20.035858572543248,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,860,1,1,20.035858572543248,0,0,860,1,18.559046284826206,0,0,860,1,11.044982095772651,0,0,860,1,14.352124465118505,0,0
0_0_0_10_14_16,10,7,10,21,29,16140256,16140258,553,15.09093720593116,13.24873184778012,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,553,1,1,13.24873184778012,0,0,553,1,11.506366345305599,0,0,553,1,7.0037237929211535,0,0,553,1,11.255690215888347,0,0
0_0_0_10_14_16,10,7,10,22,30,16144352,16144354,629,16.425588729763202,14.64083003318751,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,629,1,1,14.64083003318751,0,0,629,1,10.536435402614021,0,0,629,1,5.406463262591858,0,0,629,1,12.247224328697392,0,0
0_0_0_10_14_16,10,7,10,23,31,16148448,16148450,759,17.616586724950885,16.486478481248973,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,759,1,1,16.486478481248973,0,0,759,1,16.33922150648988,0,0,759,1,8.645783650895416,0,0,759,1,13.60400339355034,0,0
0_0_0_10_14_16,10,7,10,24,32,16152544,16152546,874,20.97019667208263,20.179978855398314,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,874,1,1,20.179978855398314,0,0,874,1,20.528146991609603,0,0,874,1,7.858275401649899,0,0,874,1,14.75054963389958,0,0
0_0_0_10_14_16,10,7,10,25,33,16156640,16156642,720,16.448155350099075,15.343668228078997,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,720,1,1,15.343668228078997,0,0,720,1,15.153236401714592,0,0,720,1,7.283144212695303,0,0,720,1,12.744859350135808,0,0
0_0_0_10_14_16,10,7,10,26,34,16160736,16160738,314,16.849298471185996,15.849668037815846,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,314,1,1,15.849668037815846,0,0,314,1,20.076874908512142,0,0,314,1,12.530815041672298,0,0,314,1,14.559377906260991,0,0
0_0_0_10_14_16,10,7,10,27,35,16164832,16164834,602,16.420087172217844,14.809309970440324,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,602,1,1,14.809309970440324,0,0,602,1,18.910312245292566,0,0,602,1,14.779114425658149,0,0,602,1,12.543857033125878,0,0
0_0_0_10_14_16,10,7,10,28,36,16168928,16168930,7,27.944947952977508,23.737121330954245,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,7,1,1,23.737121330954245,0,0,7,1,21.107018775208644,0,0,7,1,12.474816726916655,0,0,7,1,20.89291382452754,0,0
0_0_0_10_14_16,10,7,10,29,37,16173024,16173026,610,16.570846400564662,15.590012791098092,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,610,1,1,15.590012791098092,0,0,610,1,16.26197769022859,0,0,610,1,11.379342046802137,0,0,610,1,12.93142612395651,0,0
0_0_0_10_14_16,11,8,11,0,8,17554608,17554610,222,25.36243928876242,23.665964317089085,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,222,1,1,23.665964317089085,0,0,222,1,21.41104564290154,0,0,222,1,6.236959290345699,0,0,222,1,17.836381249183383,0,0
0_0_0_10_14_16,11,8,11,1,9,17558704,17558706,711,23.43875299180373,21.692751039684737,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,711,1,1,21.692751039684737,0,0,711,1,24.971381525540725,0,0,711,1,10.190413388509418,0,0,711,1,16.82783822001533,0,0
0_0_0_10_14_16,11,8,11,2,10,17562800,17562802,871,25.23388670937325,23.002091657449814,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,871,1,1,23.002091657449814,0,0,871,1,22.57353611925431,0,0,871,1,6.232766751522211,0,0,871,1,16.987631594328473,0,0
0_0_0_10_14_16,11,8,11,3,11,17566896,17566898,691,21.131402344276026,19.33779143861974,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,691,1,1,19.33779143861974,0,0,691,1,16.642105163307818,0,0,691,1,17.72879869656814,0,0,691,1,15.94985691213145,0,0
0_0_0_10_14_16,11,8,11,4,12,17570992,17570994,86,27.082093396596463,23.48196861286042,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,86,1,1,23.48196861286042,0,0,86,1,22.22406832360468,0,0,86,1,6.950810217515281,0,0,86,1,18.725732915377417,0,0
0_0_0_10_14_16,11,8,11,5,13,17575088,17575090,468,23.87938597624538,20.31198135646146,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,468,1,1,20.31198135646146,0,0,468,1,20.082853636784055,0,0,468,1,12.246779959269896,0,0,468,1,16.676000463742465,0,0
0_0_0_10_14_16,11,8,11,6,14,17579184,17579186,89,25.66903695581439,21.829249183229077,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,89,1,1,21.829249183229077,0,0,89,1,15.199584532965918,0,0,89,1,10.339418785645751,0,0,89,1,18.6595954063317,0,0
0_0_0_10_14_16,11,8,11,7,15,17583280,17583282,713,23.241609413435867,20.295874541252445,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,713,1,1,20.295874541252445,0,0,713,1,12.843297633070353,0,0,713,1,6.874981373802768,0,0,713,1,17.08874717247495,0,0
