dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance,noise_covariance_source,noise_window_count,noise_windows_available,raw_noise_power,covariance_sample_count,segment_covariance_sample_count,savaux_bin,gt_match_savaux,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_bin,segmented_gls_correct,segmented_gls_margin_db,segmented_gls_fix_vs_savaux,segmented_gls_break_vs_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux
0_0_0_10_14_16,5,3,5,26,34,8658912,8658914,314,19.43279600690517,21.589566408174477,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,314,1,1,21.589566408174477,0,0,314,1,22.690370060399218,0,0,314,1,10.123572895865466,0,0,314,1,16.71941933787589,0,0
0_0_0_10_14_16,5,3,5,27,35,8663008,8663010,602,19.80538891933614,18.47749950851561,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,602,1,1,18.47749950851561,0,0,602,1,20.964711324762924,0,0,602,1,12.825634995104945,0,0,602,1,17.31620497119974,0,0
0_0_0_10_14_16,5,3,5,28,36,8667104,8667106,7,13.766002924318935,12.63233085286714,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,7,1,1,12.63233085286714,0,0,7,1,11.772649959897635,0,0,7,1,10.522181286295616,0,0,7,1,14.81725464483434,0,0
0_0_0_10_14_16,5,3,5,29,37,8671200,8671202,610,18.314115234740996,17.87403877703236,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,610,1,1,17.87403877703236,0,0,610,1,16.66547060110686,0,0,610,1,11.652926656244109,0,0,610,1,17.35885644123616,0,0
0_0_0_10_14_16,6,4,6,0,8,10052780,10052782,803,29.692742455923874,26.722845424241214,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,803,1,1,26.722845424241214,0,0,803,1,25.088871368930317,0,0,803,1,10.089087295141187,0,0,803,1,18.25671092539261,0,0
0_0_0_10_14_16,6,4,6,1,9,10056876,10056878,826,30.179127794683072,27.261804223893993,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,826,1,1,27.261804223893993,0,0,826,1,25.112233920794225,0,0,826,1,15.713527902112403,0,0,826,1,17.36006426500052,0,0
0_0_0_10_14_16,6,4,6,2,10,10060972,10060974,871,26.447248420692866,25.229492386102862,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,871,1,1,25.229492386102862,0,0,871,1,24.409287884826774,0,0,871,1,6.812708669052503,0,0,871,1,17.02962965533112,0,0
0_0_0_10_14_16,6,4,6,3,11,10065068,10065070,718,26.806763359050734,25.336502799831987,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,718,1,1,25.336502799831987,0,0,718,1,24.48256449602201,0,0,718,1,7.171329321115387,0,0,718,1,18.314907436308914,0,0
0_0_0_10_14_16,6,4,6,4,12,10069164,10069166,107,22.49891684173759,22.08579905411623,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,107,1,1,22.08579905411623,0,0,107,1,18.954792561660117,0,0,107,1,8.341846418292539,0,0,107,1,18.26098558831073,0,0
0_0_0_10_14_16,6,4,6,5,13,10073260,10073262,468,23.795773687263917,20.895643766027998,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,468,1,1,20.895643766027998,0,0,468,1,17.139743146475265,0,0,468,1,12.570830838511107,0,0,468,1,18.070660771263356,0,0
0_0_0_10_14_16,6,4,6,6,14,10077356,10077358,89,23.150460116658582,21.552689780504494,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,89,1,1,21.552689780504494,0,0,89,1,14.220704093168182,0,0,89,1,10.016812916431997,0,0,89,1,18.86186427228881,0,0
0_0_0_10_14_16,6,4,6,7,15,10081452,10081454,713,23.41362278369094,23.939430119886914,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,713,1,1,23.939430119886914,0,0,713,1,10.884504910256684,0,0,713,1,6.84814691652612,0,0,713,1,19.144615987666732,0,0
0_0_0_10_14_16,6,4,6,8,16,10085548,10085550,865,19.924132866654197,19.409963945552303,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,865,1,1,19.409963945552303,0,0,865,1,18.85322931199369,0,0,865,1,12.711988394714425,0,0,865,1,18.782184701252028,0,0
0_0_0_10_14_16,6,4,6,9,17,10089644,10089646,492,20.778853380753503,19.438256711458447,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,492,1,1,19.438256711458447,0,0,492,1,18.44771576429539,0,0,492,1,11.589623726527684,0,0,492,1,17.545511904531068,0,0
0_0_0_10_14_16,6,4,6,10,18,10093740,10093742,765,21.27354051944263,21.752728240585846,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,765,1,1,21.752728240585846,0,0,765,1,18.76995664821611,0,0,765,1,6.462888932043484,0,0,765,1,17.484098039357725,0,0
0_0_0_10_14_16,6,4,6,11,19,10097836,10097838,1023,19.022908906729906,17.045530470446142,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,1023,1,1,17.045530470446142,0,0,1023,1,19.88340087277952,0,0,1023,1,7.758842138887355,0,0,1023,1,15.989027285800843,0,0
0_0_0_10_14_16,6,4,6,12,20,10101932,10101934,597,21.614142465481315,20.433968969131364,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,597,1,1,20.433968969131364,0,0,597,1,18.703393423470143,0,0,597,1,2.91827358025091,0,0,597,1,18.74805765527704,0,0
0_0_0_10_14_16,6,4,6,13,21,10106028,10106030,562,20.01612067429579,18.196215043700263,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,562,1,1,18.196215043700263,0,0,562,1,19.232541698344182,0,0,562,1,9.35650651486754,0,0,562,1,17.700268047739613,0,0
0_0_0_10_14_16,6,4,6,14,22,10110124,10110126,478,19.194670474184065,17.77069282795897,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,478,1,1,17.77069282795897,0,0,478,1,17.20579126848316,0,0,478,1,8.112010885805686,0,0,478,1,17.96097968217422,0,0
0_0_0_10_14_16,6,4,6,15,23,10114220,10114222,267,18.586880008085885,18.98418055980092,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,267,1,1,18.98418055980092,0,0,267,1,19.600726136141695,0,0,267,1,13.570988439402926,0,0,267,1,15.54158785723672,0,0
0_0_0_10_14_16,6,4,6,16,24,10118316,10118318,917,15.86753092521799,14.657750563768474,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,917,1,1,14.657750563768474,0,0,917,1,14.438860376084916,0,0,917,1,10.833365103472012,0,0,917,1,15.309217565242053,0,0
0_0_0_10_14_16,6,4,6,17,25,10122412,10122414,656,20.832506208623222,20.164493810626198,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,656,1,1,20.164493810626198,0,0,656,1,15.82176459970443,0,0,656,1,10.169809326621127,0,0,656,1,16.822352977361884,0,0
0_0_0_10_14_16,6,4,6,18,26,10126508,10126510,889,15.169502915658251,13.928123423318175,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,889,1,1,13.928123423318175,0,0,889,1,13.645371431875047,0,0,889,1,1.0426415080155818,0,0,889,1,15.64602952090672,0,0
0_0_0_10_14_16,6,4,6,19,27,10130604,10130606,510,18.03187660242863,16.823451274039453,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,510,1,1,16.823451274039453,0,0,510,1,16.921468176306,0,0,510,1,10.480207730025977,0,0,510,1,16.04393061689678,0,0
0_0_0_10_14_16,6,4,6,20,28,10134700,10134702,860,13.525372133832828,12.737576182321828,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,860,1,1,12.737576182321828,0,0,860,1,14.911022012030148,0,0,860,1,11.731490121727147,0,0,860,1,15.82592770544183,0,0
0_0_0_10_14_16,6,4,6,21,29,10138797,10138799,553,13.773387824848353,12.748490108935409,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,553,1,1,12.748490108935409,0,0,553,1,11.128222652912163,0,0,553,1,6.3805024578310485,0,0,553,1,11.002381029373709,0,0
0_0_0_10_14_16,6,4,6,22,30,10142893,10142895,629,14.569108318841392,13.929193530206023,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,629,1,1,13.929193530206023,0,0,629,1,9.749943246965982,0,0,629,1,5.2998968185410025,0,0,629,1,11.79327501070453,0,0
0_0_0_10_14_16,6,4,6,23,31,10146989,10146991,759,15.965414084649897,15.679636851161787,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,759,1,1,15.679636851161787,0,0,759,1,15.428300704963686,0,0,759,1,8.223610917926424,0,0,759,1,12.837206153925925,0,0
0_0_0_10_14_16,6,4,6,24,32,10151085,10151087,874,21.55620000570486,20.45197614844472,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,874,1,1,20.45197614844472,0,0,874,1,20.339424307110722,0,0,874,1,7.576570241701541,0,0,874,1,14.859511301002595,0,0
0_0_0_10_14_16,6,4,6,25,33,10155181,10155183,720,16.035398527166173,15.060670401386684,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,720,1,1,15.060670401386684,0,0,720,1,15.121488308348813,0,0,720,1,6.420711966743631,0,0,720,1,12.40294203682128,0,0
0_0_0_10_14_16,6,4,6,26,34,10159277,10159279,314,15.757712330419984,14.663372802330931,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,314,1,1,14.663372802330931,0,0,314,1,18.498087866610796,0,0,314,1,12.855911178486712,0,0,314,1,13.699262837545298,0,0
0_0_0_10_14_16,6,4,6,27,35,10163373,10163375,602,14.975064192094456,13.450804388679678,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,602,1,1,13.450804388679678,0,0,602,1,17.718069427770345,0,0,602,1,14.583553463196367,0,0,602,1,11.39184497212925,0,0
0_0_0_10_14_16,6,4,6,28,36,10167469,10167471,7,28.386644633738083,25.07322671774019,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,7,1,1,25.07322671774019,0,0,7,1,21.26791275229657,0,0,7,1,12.325473748813312,0,0,7,1,20.066272527638876,0,0
0_0_0_10_14_16,6,4,6,29,37,10171565,10171567,610,15.175234727714166,13.809763863896018,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,610,1,1,13.809763863896018,0,0,610,1,14.491154249533784,0,0,610,1,10.388063257615936,0,0,610,1,11.755642441841987,0,0
0_0_0_10_14_16,8,5,8,0,8,13053509,13053511,803,18.305266628469063,17.97704786753494,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,803,1,1,17.97704786753494,0,0,803,1,16.447146551286906,0,0,803,1,14.772730332032806,0,0,803,1,15.414950380554577,0,0
0_0_0_10_14_16,8,5,8,1,9,13057605,13057607,711,17.588016723022672,17.780632564160115,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,711,1,1,17.780632564160115,0,0,711,1,20.728309356604,0,0,711,1,9.923737990884792,0,0,711,1,18.20819375078165,0,0
0_0_0_10_14_16,8,5,8,2,10,13061701,13061703,922,16.6630759417862,15.749420909376228,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,922,1,1,15.749420909376228,0,0,922,1,15.627528969557984,0,0,922,1,7.835200208660103,0,0,922,1,15.69367719012044,0,0
0_0_0_10_14_16,8,5,8,3,11,13065797,13065799,691,19.269089190110062,18.975011715229158,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,691,1,1,18.975011715229158,0,0,691,1,15.577496105433461,0,0,691,1,11.92638459883032,0,0,691,1,16.19391869723897,0,0
0_0_0_10_14_16,8,5,8,4,12,13069894,13069896,86,20.443529270159146,18.9695409521717,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,86,1,1,18.9695409521717,0,0,86,1,18.419716612293414,0,0,86,1,6.173917904050587,0,0,86,1,17.76384086522996,0,0
0_0_0_10_14_16,8,5,8,5,13,13073990,13073992,468,15.839776459620897,14.803610577171114,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,468,1,1,14.803610577171114,0,0,468,1,15.905311965526856,0,0,468,1,9.78879276466601,0,0,468,1,12.857864088757962,0,0
0_0_0_10_14_16,8,5,8,6,14,13078086,13078088,89,21.603511938849547,19.37100128113723,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,89,1,1,19.37100128113723,0,0,89,1,16.01232989941105,0,0,89,1,8.262461197152302,0,0,89,1,16.996284302451027,0,0
0_0_0_10_14_16,8,5,8,7,15,13082182,13082184,713,17.061202442570636,16.85107733247483,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,713,1,1,16.85107733247483,0,0,713,1,12.056059888067402,0,0,713,1,7.287707669394772,0,0,713,1,13.849366141191847,0,0
0_0_0_10_14_16,8,5,8,8,16,13086278,13086280,865,19.76658097216392,20.40584798257172,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,865,1,1,20.40584798257172,0,0,865,1,19.693849238744583,0,0,865,1,11.473713559859197,0,0,865,1,14.96745831595701,0,0
0_0_0_10_14_16,8,5,8,9,17,13090374,13090376,492,16.714791322536996,14.963783708583914,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,492,1,1,14.963783708583914,0,0,492,1,18.11444833208749,0,0,492,1,11.950066738084526,0,0,492,1,12.865595855720784,0,0
0_0_0_10_14_16,8,5,8,10,18,13094470,13094472,765,19.88858918132236,18.817977369292915,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,765,1,1,18.817977369292915,0,0,765,1,16.44563559453674,0,0,765,1,4.942374865643856,0,0,765,1,14.943020455691137,0,0
0_0_0_10_14_16,8,5,8,11,19,13098566,13098568,1023,22.205342893597614,24.337215939304606,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,1023,1,1,24.337215939304606,0,0,1023,1,23.9847220401666,0,0,1023,1,8.784109194138823,0,0,1023,1,18.773845816347873,0,0
0_0_0_10_14_16,8,5,8,12,20,13102662,13102664,597,18.22783946441476,16.31825863875155,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,597,1,1,16.31825863875155,0,0,597,1,11.713992964708453,0,0,597,1,5.722512533335612,0,0,597,1,13.32545312138025,0,0
0_0_0_10_14_16,8,5,8,13,21,13106758,13106760,562,17.195880469242468,15.671041528653507,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,562,1,1,15.671041528653507,0,0,562,1,19.454544935970983,0,0,562,1,12.643528623244729,0,0,562,1,13.181570933976928,0,0
0_0_0_10_14_16,8,5,8,14,22,13110854,13110856,478,18.176107055617518,16.191920325385638,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,478,1,1,16.191920325385638,0,0,478,1,19.50724388464399,0,0,478,1,7.368790090190233,0,0,478,1,13.622774973095648,0,0
0_0_0_10_14_16,8,5,8,15,23,13114950,13114952,267,20.693218819623826,18.800746700141644,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,267,1,1,18.800746700141644,0,0,267,1,18.571758331840837,0,0,267,1,10.151576152666031,0,0,267,1,17.02811808692375,0,0
0_0_0_10_14_16,8,5,8,16,24,13119046,13119048,917,27.03567599714361,24.215903068250803,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,917,1,1,24.215903068250803,0,0,917,1,24.631371791141163,0,0,917,1,14.552511934949903,0,0,917,1,17.075978078241864,0,0
0_0_0_10_14_16,8,5,8,17,25,13123142,13123144,656,19.529875669910457,18.46231723080689,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,656,1,1,18.46231723080689,0,0,656,1,15.569159646799072,0,0,656,1,10.063482324244173,0,0,656,1,14.849012808899554,0,0
0_0_0_10_14_16,8,5,8,18,26,13127238,13127240,889,23.614781629441644,22.577504403004646,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,889,1,1,22.577504403004646,0,0,889,1,15.890666048046597,0,0,889,1,0.5940182943433393,0,0,889,1,16.511810474065932,0,0
0_0_0_10_14_16,8,5,8,19,27,13131334,13131336,510,17.86121242726745,16.67990559200796,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,510,1,1,16.67990559200796,0,0,510,1,19.78131348683601,0,0,510,1,16.962201495445893,0,0,510,1,14.039761805504444,0,0
0_0_0_10_14_16,8,5,8,20,28,13135430,13135432,860,22.51610456271592,20.615353395424375,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,860,1,1,20.615353395424375,0,0,860,1,21.97106258827251,0,0,860,1,11.887872133009852,0,0,860,1,16.55279927835153,0,0
0_0_0_10_14_16,8,5,8,21,29,13139526,13139528,553,19.688486204543217,17.251314946721973,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,553,1,1,17.251314946721973,0,0,553,1,15.257894097252949,0,0,553,1,8.922247109469088,0,0,553,1,14.248561347067039,0,0
0_0_0_10_14_16,8,5,8,22,30,13143622,13143624,629,19.39228171822628,18.0689142732149,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,629,1,1,18.0689142732149,0,0,629,1,13.804617957255871,0,0,629,1,6.394354951601347,0,0,629,1,14.798006166795957,0,0
0_0_0_10_14_16,8,5,8,23,31,13147718,13147720,759,21.335639723474568,19.341752702422042,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,759,1,1,19.341752702422042,0,0,759,1,19.56333597401676,0,0,759,1,9.527714470221412,0,0,759,1,16.307141554678093,0,0
0_0_0_10_14_16,8,5,8,24,32,13151814,13151816,874,22.86479444277489,19.961115530161983,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,874,1,1,19.961115530161983,0,0,874,1,19.458770818757042,0,0,874,1,9.025468137048914,0,0,874,1,16.129253596659407,0,0
0_0_0_10_14_16,8,5,8,25,33,13155910,13155912,720,18.591255387023665,16.870794784775367,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,720,1,1,16.870794784775367,0,0,720,1,17.38096288525266,0,0,720,1,7.492298736039026,0,0,720,1,16.11055040458879,0,0
0_0_0_10_14_16,8,5,8,26,34,13160006,13160008,314,22.18843398573529,19.343270837460068,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,314,1,1,19.343270837460068,0,0,314,1,22.8854883659654,0,0,314,1,11.375967459522728,0,0,314,1,17.51405141090935,0,0
0_0_0_10_14_16,8,5,8,27,35,13164102,13164104,602,20.947009584584862,18.7436197097113,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,602,1,1,18.7436197097113,0,0,602,1,22.321625912027812,0,0,602,1,15.210356181656328,0,0,602,1,15.443026344147977,0,0
0_0_0_10_14_16,8,5,8,28,36,13168198,13168200,7,19.887339295036075,17.864578575631235,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,7,1,1,17.864578575631235,0,0,7,1,16.957439033767308,0,0,7,1,10.97266109760058,0,0,7,1,17.196306092838924,0,0
0_0_0_10_14_16,8,5,8,29,37,13172294,13172296,610,21.452089399588203,19.20579384899918,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,610,1,1,19.20579384899918,0,0,610,1,19.511625892493598,0,0,610,1,12.980362920488878,0,0,610,1,15.739050207800549,0,0
0_0_0_10_14_16,9,6,9,0,8,14553874,14553876,222,20.58439762942094,22.350722609023414,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,222,1,1,22.350722609023414,0,0,222,1,19.835756150713085,0,0,222,1,6.607734916982974,0,0,222,1,16.158030766165105,0,0
0_0_0_10_14_16,9,6,9,1,9,14557970,14557972,826,21.46384582534589,22.77079603997378,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,128,1828,1.011243897608517e-05,128,128,826,1,1,22.77079603997378,0,0,826,1,20.67188040663884,0,0,826,1,14.442396420051569,0,0,826,1,16.076558763506664,0,0
