sf,os_factor,noise_model,segment_count,dictionary_index,pattern_name,savaux_fixed_branch,selected,selection_order,selection_marginal_information,robust_group_gain_vs_segmented_savaux,mean_group_gain_vs_segmented_savaux
10,4,ar1_rho0.8,4,89,dyadic_w128_s1_b1,0,0,-1,0.0,0.017785805566324038,0.0650414918329045
10,4,ar1_rho0.8,4,96,dyadic_w128_s3_b0,0,0,-1,0.0,0.017785804896702697,0.06504146562218584
10,4,ar1_rho0.8,4,91,dyadic_w128_s1_b3,0,0,-1,0.0,0.01778580489665909,0.06504146562217925
10,4,ar1_rho0.8,4,75,dyadic_w32_s3_b3,0,0,-1,0.0,0.01673640047666919,0.04094476374029595
10,4,ar1_rho0.8,4,14,dyadic_w1_s3_b2,0,0,-1,0.0,0.016444750200594445,0.030588625426286025
10,4,ar1_rho0.8,4,63,dyadic_w16_s3_b3,0,0,-1,0.0,0.01630323985728378,0.038556025676401096
10,4,ar1_rho0.8,4,51,dyadic_w8_s3_b3,0,0,-1,0.0,0.015491263267691256,0.0371622294954498
10,4,ar1_rho0.8,4,58,dyadic_w16_s2_b2,0,0,-1,0.0,0.01405696134087296,0.020612571840141765
10,4,ar1_rho0.8,4,56,dyadic_w16_s2_b0,0,0,-1,0.0,0.014056961340849064,0.020612571840139236
10,4,ar1_rho0.8,4,70,dyadic_w32_s2_b2,0,0,-1,0.0,0.014036281675132507,0.02117615533771457
10,4,ar1_rho0.8,4,68,dyadic_w32_s2_b0,0,0,-1,0.0,0.014036281675124579,0.021176155337713908
10,4,ar1_rho0.8,4,77,dyadic_w64_s1_b1,0,0,-1,0.0,0.013964979008592053,0.037101718936427074
10,4,ar1_rho0.8,4,39,dyadic_w4_s3_b3,0,0,-1,0.0,0.013499471065387077,0.03305627564696147
10,4,ar1_rho0.8,4,15,dyadic_w1_s3_b3,0,0,-1,0.0,0.01318224305207308,0.02842368368705478
10,4,ar1_rho0.8,4,55,dyadic_w16_s1_b3,0,0,-1,0.0,0.013049192724154881,0.021501832993302803
10,4,ar1_rho0.8,4,82,dyadic_w64_s2_b2,0,0,-1,0.0,0.01299620053132925,0.048375523678685875
10,4,ar1_rho0.8,4,80,dyadic_w64_s2_b0,0,0,-1,0.0,0.012996200531316376,0.04837552367868547
10,4,ar1_rho0.8,4,44,dyadic_w8_s2_b0,0,0,-1,0.0,0.012946330779889586,0.018750954929002243
10,4,ar1_rho0.8,4,46,dyadic_w8_s2_b2,0,0,-1,0.0,0.012946330779869905,0.018750954929005487
10,4,ar1_rho0.8,4,94,dyadic_w128_s2_b2,0,0,-1,0.0,0.012657681585478739,0.05223361977191644
10,4,ar1_rho0.8,4,92,dyadic_w128_s2_b0,0,0,-1,0.0,0.012657681585460006,0.05223361977190435
10,4,ar1_rho0.8,4,84,dyadic_w64_s3_b0,0,0,-1,0.0,0.012335121925655383,0.03647900218178515
10,4,ar1_rho0.8,4,62,dyadic_w16_s3_b2,0,0,-1,0.0,0.012298698301876618,0.02441798728516557
10,4,ar1_rho0.8,4,43,dyadic_w8_s1_b3,0,0,-1,0.0,0.012143983401773606,0.019959626123039937
10,4,ar1_rho0.8,4,93,dyadic_w128_s2_b1,0,0,-1,0.0,0.01192298097531273,0.032264017032179834
10,4,ar1_rho0.8,4,95,dyadic_w128_s2_b3,0,0,-1,0.0,0.011922980975299566,0.03226401703217277
10,4,ar1_rho0.8,4,50,dyadic_w8_s3_b2,0,0,-1,0.0,0.011890914083833012,0.02325669343357704
10,4,ar1_rho0.8,4,24,dyadic_w2_s3_b0,0,0,-1,0.0,0.011682524119881757,0.020004763654654825
10,4,ar1_rho0.8,4,86,dyadic_w64_s3_b2,0,0,-1,0.0,0.0114671299938821,0.03380327852809916
10,4,ar1_rho0.8,4,27,dyadic_w2_s3_b3,0,0,-1,0.0,0.011450916398218793,0.02559729290040057
10,4,ar1_rho0.8,4,72,dyadic_w32_s3_b0,0,0,-1,0.0,0.011323267095618723,0.026505005941463558
10,4,ar1_rho0.8,4,71,dyadic_w32_s2_b3,0,0,-1,0.0,0.010566626741551201,0.028190071284065744
10,4,ar1_rho0.8,4,69,dyadic_w32_s2_b1,0,0,-1,0.0,0.010566626741530935,0.02819007128407349
10,4,ar1_rho0.8,4,22,dyadic_w2_s2_b2,0,0,-1,0.0,0.010489071568128162,0.010820159756463376
10,4,ar1_rho0.8,4,20,dyadic_w2_s2_b0,0,0,-1,0.0,0.01048907156810025,0.010820159756462475
10,4,ar1_rho0.8,4,83,dyadic_w64_s2_b3,0,0,-1,0.0,0.010444882427338436,0.05005150681724231
10,4,ar1_rho0.8,4,81,dyadic_w64_s2_b1,0,0,-1,0.0,0.010444882427323486,0.0500515068172494
10,4,ar1_rho0.8,4,26,dyadic_w2_s3_b2,0,0,-1,0.0,0.010396723665143541,0.018864058178871233
10,4,ar1_rho0.8,4,31,dyadic_w4_s1_b3,0,0,-1,0.0,0.010346993512838968,0.015894960442932645
10,4,ar1_rho0.8,4,59,dyadic_w16_s2_b3,0,0,-1,0.0,0.010291733011559997,0.02763010116694586
10,4,ar1_rho0.8,4,57,dyadic_w16_s2_b1,0,0,-1,0.0,0.010291733011538138,0.02763010116695258
10,4,ar1_rho0.8,4,38,dyadic_w4_s3_b2,0,0,-1,0.0,0.010136638464735257,0.020021725789120218
10,4,ar1_rho0.8,4,79,dyadic_w64_s1_b3,0,0,-1,0.0,0.009798464368745447,0.032227520147076714
10,4,ar1_rho0.8,4,34,dyadic_w4_s2_b2,0,0,-1,0.0,0.009756922502676353,0.014862912099699942
10,4,ar1_rho0.8,4,32,dyadic_w4_s2_b0,0,0,-1,0.0,0.00975692250266065,0.014862912099698327
10,4,ar1_rho0.8,4,47,dyadic_w8_s2_b3,0,0,-1,0.0,0.009352790838127923,0.0252121101627593
10,4,ar1_rho0.8,4,45,dyadic_w8_s2_b1,0,0,-1,0.0,0.009352790838108294,0.025212110162766886
10,4,ar1_rho0.8,4,23,dyadic_w2_s2_b3,0,0,-1,0.0,0.008593408810223862,0.012500565132256445
10,4,ar1_rho0.8,4,21,dyadic_w2_s2_b1,0,0,-1,0.0,0.008593408810199663,0.012500565132257828
10,4,ar1_rho0.8,4,54,dyadic_w16_s1_b2,0,0,-1,0.0,0.007170459877596852,0.014515992624371168
10,4,ar1_rho0.8,4,42,dyadic_w8_s1_b2,0,0,-1,0.0,0.007031571674575158,0.013822413810712425
10,4,ar1_rho0.8,4,35,dyadic_w4_s2_b3,0,0,-1,0.0,0.00699746943613314,0.01939285587211602
10,4,ar1_rho0.8,4,33,dyadic_w4_s2_b1,0,0,-1,0.0,0.006997469436112709,0.019392855872120862
10,4,ar1_rho0.8,4,6,dyadic_w1_s1_b2,0,0,-1,0.0,0.006852524742275018,0.007421200374850248
10,4,ar1_rho0.8,4,67,dyadic_w32_s1_b3,0,0,-1,0.0,0.006657779119134088,0.017544259604238457
10,4,ar1_rho0.8,4,66,dyadic_w32_s1_b2,0,0,-1,0.0,0.006647243967032759,0.05345831301319708
10,4,ar1_rho0.8,4,78,dyadic_w64_s1_b2,0,0,-1,0.0,0.006621988863292881,0.03385145786234542
10,4,ar1_rho0.8,4,85,dyadic_w64_s3_b1,0,0,-1,0.0,0.006595994076405671,0.02465738696310183
10,4,ar1_rho0.8,4,65,dyadic_w32_s1_b1,0,0,-1,0.0,0.006568139324500055,0.01808234278385476
10,4,ar1_rho0.8,4,5,dyadic_w1_s1_b1,0,0,-1,0.0,0.006490882895518606,0.014128650917549793
10,4,ar1_rho0.8,4,30,dyadic_w4_s1_b2,0,0,-1,0.0,0.006173344739679048,0.011983475465913499
10,4,ar1_rho0.8,4,53,dyadic_w16_s1_b1,0,0,-1,0.0,0.0060673975162829855,0.01300675285929271
10,4,ar1_rho0.8,4,73,dyadic_w32_s3_b1,0,0,-1,0.0,0.005699282248356976,0.034809743069442886
10,4,ar1_rho0.8,4,41,dyadic_w8_s1_b1,0,0,-1,0.0,0.005562806811873316,0.012008430122595355
10,4,ar1_rho0.8,4,19,dyadic_w2_s1_b3,0,0,-1,0.0,0.005441194730671617,0.011871248978544845
10,4,ar1_rho0.8,4,61,dyadic_w16_s3_b1,0,0,-1,0.0,0.005163939918132805,0.012804287047428854
10,4,ar1_rho0.8,4,29,dyadic_w4_s1_b1,0,0,-1,0.0,0.004752276428523308,0.00981807090786145
10,4,ar1_rho0.8,4,49,dyadic_w8_s3_b1,0,0,-1,0.0,0.004707968834459575,0.012214929275482986
10,4,ar1_rho0.8,4,90,dyadic_w128_s1_b2,0,0,-1,0.0,0.0044760442644410925,0.020219768725453377
10,4,ar1_rho0.8,4,99,dyadic_w128_s3_b3,0,0,-1,0.0,0.0044760442644360895,0.020219768725454192
10,4,ar1_rho0.8,4,88,dyadic_w128_s1_b0,0,0,-1,0.0,0.004476044213260243,0.020219770206866213
10,4,ar1_rho0.8,4,97,dyadic_w128_s3_b1,0,0,-1,0.0,0.004476044213256987,0.02021977020687021
10,4,ar1_rho0.8,4,17,dyadic_w2_s1_b1,0,0,-1,0.0,0.004341011283562772,0.010677359444874981
10,4,ar1_rho0.8,4,18,dyadic_w2_s1_b2,0,0,-1,0.0,0.004215282395133937,0.008907471884892007
10,4,ar1_rho0.8,4,25,dyadic_w2_s3_b1,0,0,-1,0.0,0.003977122260954894,0.008148457612759698
10,4,ar1_rho0.8,4,37,dyadic_w4_s3_b1,0,0,-1,0.0,0.003964982440801216,0.01093137670352598
10,4,ar1_rho0.8,4,0,fixed_0,1,1,0,0.0,0.0,0.0
10,4,ar1_rho0.8,4,1,fixed_1,1,1,1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,2,fixed_2,1,1,2,0.0,0.0,0.0
10,4,ar1_rho0.8,4,3,fixed_3,1,1,3,0.0,0.0,0.0
10,4,ar1_rho0.8,4,100,dyadic_w256_s1_b0,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,101,dyadic_w256_s1_b1,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,102,dyadic_w256_s1_b2,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,103,dyadic_w256_s1_b3,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,104,dyadic_w256_s2_b0,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,105,dyadic_w256_s2_b1,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,106,dyadic_w256_s2_b2,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,107,dyadic_w256_s2_b3,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,108,dyadic_w256_s3_b0,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,109,dyadic_w256_s3_b1,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,110,dyadic_w256_s3_b2,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,111,dyadic_w256_s3_b3,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,112,dyadic_w512_s1_b0,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,113,dyadic_w512_s1_b1,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,114,dyadic_w512_s1_b2,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,115,dyadic_w512_s1_b3,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,116,dyadic_w512_s2_b0,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,117,dyadic_w512_s2_b1,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,118,dyadic_w512_s2_b2,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,119,dyadic_w512_s2_b3,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,120,dyadic_w512_s3_b0,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,121,dyadic_w512_s3_b1,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,122,dyadic_w512_s3_b2,0,0,-1,0.0,0.0,0.0
10,4,ar1_rho0.8,4,123,dyadic_w512_s3_b3,0,0,-1,0.0,0.0,0.0
