dataset,snr_db,seed,packet_index,payload_symbol_index,gt_bin,raw_fft_bin,is_gt,is_savaux,savaux_ok,candidate_rank,gt_savaux_rank,savaux_margin_db,distance_to_gt,distance_to_savaux,savaux_power,log_savaux_power,best_pattern_power,mean_pattern_power,coherent_pattern_power,whitened_pattern_power,stable_pattern_power,pattern_consistency,mean_gain_vs_savaux,coherent_gain_vs_savaux,whitened_gain_vs_savaux,stable_gain_vs_savaux
0_0_0_10_14_8,-25.0,1,0,0,803,90,0,0,1,11,1,2.5530180931513873,311,311,0.656143359805256,-0.4213759776251244,0.21136463338264122,0.0769239047146403,0.04462661321594038,0.16464036476969013,0.3806548307819306,0.5801397287551753,0.11723642945570828,0.06801351038465984,0.2509213303912053,0.5801397287551753
0_0_0_10_14_8,-25.0,1,0,0,803,146,0,0,1,12,1,2.5530180931513873,367,367,0.6552298084759656,-0.42276925224621636,0.1747762419124647,0.05796008246328964,0.03381378325499638,0.12885862362871464,0.382259613589266,0.5833977768477663,0.08845763992041529,0.0516059904747705,0.19666172381325855,0.5833977768477663
0_0_0_10_14_8,-25.0,1,0,0,803,647,0,0,1,13,1,2.5530180931513873,156,156,0.6531045814247136,-0.4260180072080462,0.14023545783110108,0.05621034758375347,0.033895514770405324,0.12715885231367335,0.3938299074439301,0.6030120116211873,0.08606638076421624,0.05189906139758509,0.19469906647459576,0.6030120116211873
0_0_0_10_14_8,-25.0,1,0,0,803,400,0,0,1,14,1,2.5530180931513873,403,403,0.6494020504987965,-0.43170326179020196,0.19711487845663406,0.06389379615660984,0.04110570546754587,0.14813305434402843,0.417789065974324,0.6433442359065946,0.09838865785461244,0.06329777590935101,0.22810684726087566,0.6433442359065946
0_0_0_10_14_8,-25.0,1,0,0,803,949,0,0,1,15,1,2.5530180931513873,146,146,0.6395569233315115,-0.44697964967829046,0.2263574234655053,0.06912581722517791,0.04074605511991941,0.15270021760660754,0.37698536807894895,0.5894477165772783,0.10808391669829027,0.06370981789653597,0.23875938487410614,0.5894477165772783
0_0_0_10_14_8,-25.0,1,0,0,803,352,0,0,1,16,1,2.5530180931513873,451,451,0.6375504707277777,-0.45012183531425354,0.23391513850894294,0.06833904306303991,0.04326676754765881,0.15773881776284715,0.40364551185525727,0.6331193064519067,0.10719001271386312,0.06786406650797208,0.2474138519304752,0.6331193064519067
0_0_0_10_14_8,-25.0,1,0,1,826,826,1,1,1,1,1,2.354297786218956,0,0,2.053780350848683,0.719682168518784,0.2968731549655553,0.14643790959010017,0.12013662116670867,0.4420304709173453,1.6849068158660643,0.820392898963032,0.07130164115631336,0.05849536008904976,0.2152277241987855,0.820392898963032
0_0_0_10_14_8,-25.0,1,0,1,826,825,0,0,1,2,1,2.354297786218956,1,1,1.194329654986305,0.17758506981711894,0.32260034657963926,0.09724247171694862,0.07059623480039941,0.25297778891069506,0.8670612260650477,0.7259814930032781,0.08142012660488086,0.05910950507312733,0.21181571424147203,0.7259814930032781
0_0_0_10_14_8,-25.0,1,0,1,826,448,0,0,1,3,1,2.354297786218956,378,378,1.0440655795719067,0.04312230316952762,0.3496432077557627,0.09899565983872852,0.06652417940289848,0.24144721997343158,0.7016025352725683,0.671990868198378,0.09481747294008029,0.06371647596138078,0.23125675694857314,0.671990868198378
0_0_0_10_14_8,-25.0,1,0,1,826,763,0,0,1,4,1,2.354297786218956,63,63,1.0351062095005545,0.03450403932741037,0.29780544813093834,0.10963222950998014,0.0759904222463506,0.274879465452252,0.7174729391287815,0.693139440710115,0.10591399076127501,0.07341316431964645,0.26555677371975495,0.693139440710115
0_0_0_10_14_8,-25.0,1,0,1,826,59,0,0,1,5,1,2.354297786218956,257,257,0.8737747612729017,-0.1349326467536565,0.22753610637156307,0.07699016446717585,0.04925684552151575,0.17737136459805955,0.5590245031229687,0.6397810143984822,0.08811214042737715,0.056372474583448864,0.20299437848223914,0.6397810143984822
0_0_0_10_14_8,-25.0,1,0,1,826,981,0,0,1,6,1,2.354297786218956,155,155,0.846749702899988,-0.166350138155309,0.29992318287971204,0.08760254129572725,0.06031934248088058,0.2187837666693912,0.583035429901386,0.6885569937663739,0.10345742194618077,0.0712363314380815,0.258380683122876,0.6885569937663739
0_0_0_10_14_8,-25.0,1,0,1,826,5,0,0,1,7,1,2.354297786218956,203,203,0.8230331066171779,-0.19475885236179885,0.2441634055654859,0.06299890964953986,0.03779797769483902,0.1405693592988366,0.4938019908453666,0.5999782838323313,0.07654480620892314,0.045925221465508086,0.17079429511238414,0.5999782838323313
0_0_0_10_14_8,-25.0,1,0,1,826,143,0,0,1,8,1,2.354297786218956,341,341,0.8047425885484358,-0.21723281847789208,0.25653605002276586,0.07501054381594602,0.04227456698608673,0.15168873007777567,0.4535381659093579,0.5635816624635622,0.09321060533312546,0.052531787912877825,0.18849347882952988,0.5635816624635622
0_0_0_10_14_8,-25.0,1,0,1,826,995,0,0,1,9,1,2.354297786218956,169,169,0.7358324069488766,-0.3067528941325482,0.17805219407417613,0.08041595663224729,0.054595339788698016,0.1967271000906553,0.4995652848927225,0.6789117741690205,0.10928569586339834,0.07419534566991574,0.2673531339919951,0.6789117741690205
0_0_0_10_14_8,-25.0,1,0,1,826,1012,0,0,1,10,1,2.354297786218956,186,186,0.7250298756575582,-0.321542417172952,0.27011872950117255,0.0854700133699141,0.05071089461386087,0.17914022118959108,0.43017325219365454,0.5933179674885997,0.11788481583934451,0.06994317933156777,0.2470797786465306,0.5933179674885997
0_0_0_10_14_8,-25.0,1,0,1,826,509,0,0,1,11,1,2.354297786218956,317,317,0.6817296757680005,-0.3831220695556061,0.2327198622292155,0.06257529720049168,0.03422226088899955,0.1254519590317996,0.3728361168650154,0.5468972968574355,0.09178901758970323,0.0501991656010083,0.18402009402109726,0.5468972968574355
0_0_0_10_14_8,-25.0,1,0,1,826,39,0,0,1,12,1,2.354297786218956,237,237,0.6794837411122359,-0.38642197340019,0.19662293862092275,0.06958757478642708,0.049454144194104016,0.17817804723487554,0.48289205384217543,0.7106749207151555,0.1024124207483174,0.07278193899555761,0.26222562285775786,0.7106749207151555
0_0_0_10_14_8,-25.0,1,0,1,826,393,0,0,1,13,1,2.354297786218956,433,433,0.6685701725882751,-0.4026139177348033,0.2941083350867091,0.05676901220277766,0.02925328185036042,0.11438571976469693,0.34451668148828507,0.5153036967750705,0.08491107520247941,0.043754990948983656,0.17109007319586028,0.5153036967750705
0_0_0_10_14_8,-25.0,1,0,1,826,253,0,0,1,14,1,2.354297786218956,451,451,0.6429892650052729,-0.4416272500545323,0.28001835546966436,0.08340319614007978,0.05031141851729809,0.18331099875813575,0.3878712508748136,0.6032313010258933,0.12971164633579976,0.07824612517735503,0.2850918494831053,0.6032313010258933
0_0_0_10_14_8,-25.0,1,0,1,826,750,0,0,1,15,1,2.354297786218956,76,76,0.6332141132616584,-0.4569466624339391,0.28528217574489895,0.08655609641324133,0.049639939477958125,0.18043488606013464,0.363148426990396,0.5735002100945511,0.13669325209350536,0.07839360879413276,0.28495082829206436,0.5735002100945511
0_0_0_10_14_8,-25.0,1,0,1,826,442,0,0,1,16,1,2.354297786218956,384,384,0.6331633639129883,-0.45702681128309663,0.1578598011899545,0.06019880644266778,0.034352916709241135,0.13008216756770824,0.36131959401157027,0.570657771129702,0.09507626289467457,0.054256008270816565,0.20544803281698498,0.570657771129702
0_0_0_10_14_8,-25.0,1,0,2,922,922,1,1,1,1,1,5.135799991233181,0,0,2.743983896227519,1.009410841124668,0.4762750606335979,0.1805081188775101,0.15483385369829816,0.5718932000859089,2.353698015252611,0.8577667013602083,0.06578322821998922,0.05642666267508591,0.20841711238617638,0.8577667013602082
0_0_0_10_14_8,-25.0,1,0,2,922,974,0,0,1,2,1,5.135799991233181,52,52,0.8410107733568886,-0.17315080891657916,0.2247017569851622,0.07445097025343977,0.04838559041833367,0.17432361775537314,0.546571826781161,0.6498987219860733,0.08852558446578425,0.05753266420738337,0.2072786975838153,0.6498987219860732
0_0_0_10_14_8,-25.0,1,0,2,922,440,0,0,1,3,1,5.135799991233181,482,482,0.8233969569111856,-0.19431686541319895,0.25131720832668725,0.08186296072376699,0.05237758484783254,0.19235137540760783,0.5268260956208205,0.6398203092674846,0.09942101441674019,0.06361158419180575,0.23360710018795405,0.6398203092674846
0_0_0_10_14_8,-25.0,1,0,2,922,366,0,0,1,4,1,5.135799991233181,468,468,0.8210044191091335,-0.19722678695085333,0.21579451662864005,0.0639712230517069,0.04002764068395825,0.1453112537208959,0.513713327967479,0.6257132312697001,0.07791824448536057,0.04875447653179745,0.17699204820185035,0.6257132312697001
0_0_0_10_14_8,-25.0,1,0,2,922,431,0,0,1,5,1,5.135799991233181,491,491,0.8007987941246029,-0.222145556820668,0.18328171083213948,0.07029409587281807,0.051171436394140186,0.18379905455443574,0.5829511575508721,0.7279620821459004,0.08777997218347514,0.06390049132139178,0.22951964451364662,0.7279620821459004
0_0_0_10_14_8,-25.0,1,0,2,922,35,0,0,1,6,1,5.135799991233181,137,137,0.769768180619085,-0.2616658735943696,0.22388458941295156,0.075284561284607,0.04928778026783738,0.18692323434148075,0.5039567780716261,0.6546864247705322,0.097801602066819,0.06402938119395601,0.24283055476669352,0.6546864247705323
0_0_0_10_14_8,-25.0,1,0,2,922,598,0,0,1,7,1,5.135799991233181,324,324,0.7672598586390258,-0.2649297362471166,0.1939997317958554,0.07752156973923997,0.05561128766622768,0.20911616822285092,0.5504056336455497,0.717365345584305,0.10103691580678886,0.07248038202450942,0.2725493401854537,0.717365345584305
0_0_0_10_14_8,-25.0,1,0,2,922,450,0,0,1,8,1,5.135799991233181,472,472,0.7089682285715213,-0.3439445650598323,0.29324928044775184,0.0799996537087967,0.04583716435647935,0.16287494982569595,0.40621542356728335,0.5729670346240403,0.11283954694272491,0.06465334060009328,0.2297351887740693,0.5729670346240403
0_0_0_10_14_8,-25.0,1,0,2,922,675,0,0,1,9,1,5.135799991233181,247,247,0.703316307171665,-0.35194854928594693,0.2497377130190252,0.09811883928221543,0.06348555626731985,0.23567180789601452,0.4550647696131428,0.6470271838899234,0.13950883589887622,0.09026600921941133,0.33508651156369657,0.6470271838899234
0_0_0_10_14_8,-25.0,1,0,2,922,268,0,0,1,10,1,5.135799991233181,370,370,0.6969279691733767,-0.36107321764608896,0.16417470143825882,0.052111087970279385,0.032640621178847494,0.12626619132992864,0.436532083991524,0.6263661429879085,0.07477255939675964,0.046834999630682626,0.18117538241389913,0.6263661429879085
0_0_0_10_14_8,-25.0,1,0,2,922,738,0,0,1,11,1,5.135799991233181,184,184,0.6916403656254175,-0.3686891613102456,0.16134975812584915,0.06044502987804982,0.037043920667197756,0.13969621742774876,0.4238739047056659,0.6128530458490185,0.08739372784205886,0.053559512296105935,0.20197811517468056,0.6128530458490185
0_0_0_10_14_8,-25.0,1,0,2,922,506,0,0,1,12,1,5.135799991233181,416,416,0.6781016570744356,-0.38845806559316515,0.2316807033895823,0.05442875390489769,0.026006044745285246,0.09361258769900467,0.32399679894459255,0.4777997451627334,0.08026636321716438,0.03835124789030054,0.13805096436850142,0.4777997451627334
0_0_0_10_14_8,-25.0,1,0,2,922,1006,0,0,1,13,1,5.135799991233181,84,84,0.675291944662959,-0.39261017100357015,0.22396604196847822,0.06290117352512176,0.03551730156583421,0.13337568660638932,0.38130524916190767,0.564652447249639,0.09314663683203861,0.052595476440283964,0.19750818540114182,0.564652447249639
0_0_0_10_14_8,-25.0,1,0,2,922,522,0,0,1,14,1,5.135799991233181,400,400,0.6525599951301189,-0.42685219745254527,0.22693399478243026,0.07669602789880861,0.050779103814788895,0.19098511651336214,0.43204860337500195,0.6620825772331516,0.1175309986379346,0.07781522648298976,0.29267058651868505,0.6620825772331516
0_0_0_10_14_8,-25.0,1,0,2,922,430,0,0,1,15,1,5.135799991233181,492,492,0.6308326072691308,-0.46071473329973195,0.17107450877079097,0.0661103635816625,0.04538030965957904,0.1709463830100125,0.43302407535349485,0.6864326136026045,0.10479858336406186,0.07193716548044342,0.27098533119592216,0.6864326136026045
0_0_0_10_14_8,-25.0,1,0,2,922,478,0,0,1,16,1,5.135799991233181,444,444,0.629985109977671,-0.46205909483194646,0.22174366049111904,0.06729068988119002,0.043178705986222386,0.15946031766710347,0.4042452512740202,0.6416742949501587,0.10681314338298417,0.06853924847168658,0.2531175977679144,0.6416742949501587
0_0_0_10_14_8,-25.0,1,0,3,718,718,1,1,1,1,1,0.8795408797875122,0,0,1.1431461524365574,0.13378424403689748,0.3387731185408632,0.11057453131351332,0.08417713790409904,0.29495350199695847,0.8702435377759765,0.7612705828743744,0.09672825393133623,0.07363637425072883,0.25801906551343434,0.7612705828743744
0_0_0_10_14_8,-25.0,1,0,3,718,198,0,0,1,2,1,0.8795408797875122,504,504,0.9335716845271236,-0.06873752781086186,0.20149180978976225,0.09537958241588652,0.06391180115207688,0.23634112670864946,0.6255662517219083,0.6700784332793605,0.10216631887694684,0.06845944688698409,0.2531579852149885,0.6700784332793605
0_0_0_10_14_8,-25.0,1,0,3,718,627,0,0,1,3,1,0.8795408797875122,91,91,0.8909199594455117,-0.11550068781864091,0.20097539914609538,0.07189615891272069,0.04887460688715904,0.170484719340227,0.6056424076657991,0.6797944094133183,0.08069878573319564,0.05485858338786964,0.19135806481014614,0.6797944094133183
0_0_0_10_14_8,-25.0,1,0,3,718,501,0,0,1,4,1,0.8795408797875122,217,217,0.8900252007077967,-0.11650550125480623,0.28636312411759995,0.08277196415638347,0.0464189745615932,0.16394746884044054,0.4991310472320827,0.5608055219505542,0.09299957359697082,0.05215467441222821,0.18420542329594775,0.5608055219505542
0_0_0_10_14_8,-25.0,1,0,3,718,903,0,0,1,5,1,0.8795408797875122,185,185,0.8569895881898937,-0.15432950959480543,0.21523237966242204,0.082715912460014,0.05296142623732186,0.19597471193341473,0.5487141411032948,0.6402809890167643,0.09651915682514176,0.06179938119106594,0.22867805470933003,0.6402809890167643
0_0_0_10_14_8,-25.0,1,0,3,718,975,0,0,1,6,1,0.8795408797875122,257,257,0.7852012978810627,-0.24181516365065367,0.24282432729316938,0.08240581277390205,0.054748392943891194,0.1987401416744567,0.521668408445821,0.6643753771849215,0.10494864564829635,0.06972529603763356,0.25310725060029204,0.6643753771849215
0_0_0_10_14_8,-25.0,1,0,3,718,337,0,0,1,7,1,0.8795408797875122,381,381,0.7684308469525583,-0.26340470449922854,0.16224043108190161,0.05776138294792807,0.031146427533252207,0.11791484664979951,0.4143577329251254,0.5392257931450626,0.07516796492097898,0.04053250550361513,0.1534488719673683,0.5392257931450626
0_0_0_10_14_8,-25.0,1,0,3,718,398,0,0,1,8,1,0.8795408797875122,320,320,0.7395994094849812,-0.30164657789433574,0.21034542525140396,0.06180906926833443,0.03978897618060196,0.14741432089405665,0.47610979481714144,0.6437400959374477,0.0835710094892789,0.053798009666217755,0.19931643941780372,0.6437400959374477
0_0_0_10_14_8,-25.0,1,0,3,718,308,0,0,1,9,1,0.8795408797875122,410,410,0.7364779020463175,-0.3058760475400126,0.13792967016649738,0.058883826747116313,0.04117253788237567,0.15202188696239366,0.5149574339276368,0.6992164089334086,0.07995328384396397,0.055904648011810006,0.2064174451670553,0.6992164089334086
0_0_0_10_14_8,-25.0,1,0,3,718,994,0,0,1,10,1,0.8795408797875122,276,276,0.7244783001451651,-0.32230346916041014,0.29156837245572204,0.08523162548707866,0.059803072787952834,0.21384171362305537,0.5083327728325677,0.7016535522605882,0.11764551880988103,0.08254639618049288,0.2951664854284904,0.7016535522605882
0_0_0_10_14_8,-25.0,1,0,3,718,384,0,0,1,11,1,0.8795408797875122,334,334,0.7161424884181464,-0.33387612564999714,0.286099581489563,0.08199886095476827,0.055584572019122515,0.20400231756143436,0.4854515448134077,0.6778700505337965,0.11450076246124108,0.07761663763575971,0.2848627484902418,0.6778700505337965
0_0_0_10_14_8,-25.0,1,0,3,718,654,0,0,1,12,1,0.8795408797875122,64,64,0.7150777817629184,-0.3353639565224593,0.19236597061814104,0.05555793922437126,0.03319189401892677,0.11377839346853988,0.42720781726101964,0.5974284590521076,0.07769495940343915,0.04641717987251271,0.1591133109856051,0.5974284590521076
0_0_0_10_14_8,-25.0,1,0,3,718,562,0,0,1,13,1,0.8795408797875122,156,156,0.7140591968577645,-0.33678941131491824,0.24792006881107612,0.08526260671457059,0.05920253894128623,0.22122820728162748,0.4958107549992501,0.6943552539916548,0.11940551580285057,0.08290984725329285,0.3098177409592199,0.6943552539916548
0_0_0_10_14_8,-25.0,1,0,3,718,882,0,0,1,14,1,0.8795408797875122,164,164,0.7010093112262581,-0.35523410925935983,0.2440892465293756,0.07732757509977058,0.046296040739037904,0.17137637462909966,0.41969446978135017,0.5987002783845896,0.1103089129650837,0.06604197690049708,0.24447089629853166,0.5987002783845896
0_0_0_10_14_8,-25.0,1,0,3,718,667,0,0,1,15,1,0.8795408797875122,51,51,0.6857425448667733,-0.37725302072658445,0.18292377050500985,0.06745582818869333,0.04433935832522747,0.16324050231584777,0.45074510582908633,0.6573095241110605,0.0983690288631555,0.06465889954930791,0.23804925556655127,0.6573095241110605
0_0_0_10_14_8,-25.0,1,0,3,718,403,0,0,1,16,1,0.8795408797875122,315,315,0.6480972740296806,-0.4337144796525436,0.15049360852949678,0.06277868453023493,0.03159073779122794,0.11661322299429655,0.3261277486185744,0.503208023991224,0.09686614501538526,0.048743821424839365,0.17993166715426742,0.503208023991224
0_0_0_10_14_8,-25.0,1,0,4,86,86,1,1,1,1,1,2.217174679247538,0,0,1.917762377644877,0.6511590780900586,0.3037910127668873,0.14495088892462502,0.12613076757509462,0.46301284945465904,1.668764107026414,0.870162083936464,0.0755833416143209,0.06576975804999913,0.24143389965928186,0.870162083936464
0_0_0_10_14_8,-25.0,1,0,4,86,19,0,0,1,2,1,2.217174679247538,67,67,1.1510053082520386,0.14063574159013498,0.28853844933915423,0.09383061871102857,0.06922695714834835,0.25253883504021835,0.8491960966097727,0.7377864294122108,0.08152057860925367,0.06014477661573872,0.21940718537930431,0.7377864294122108
0_0_0_10_14_8,-25.0,1,0,4,86,665,0,0,1,3,1,2.217174679247538,445,445,1.0875714655299475,0.08394719725137466,0.32727386328243624,0.09177187126268257,0.0707330559128629,0.26490085316282025,0.8382443576896437,0.7707487592837747,0.08438238237334071,0.06503761651966142,0.24357098504210978,0.7707487592837747
0_0_0_10_14_8,-25.0,1,0,4,86,248,0,0,1,4,1,2.217174679247538,162,162,1.0703705602923606,0.06800490654981103,0.24260922729746462,0.07702779847363905,0.05192065195089245,0.19369554656567092,0.7214841709183782,0.6740508359285521,0.071963674386373,0.04850717487662485,0.18096120516689568,0.6740508359285521
0_0_0_10_14_8,-25.0,1,0,4,86,639,0,0,1,5,1,2.217174679247538,471,471,0.9089632934533576,-0.09545056685943303,0.23780908170320514,0.09303408376572819,0.07173967632647074,0.2618292607007407,0.7009122874708016,0.7711117627290283,0.10235186000995775,0.07892472319087325,0.2880526227918313,0.7711117627290283
0_0_0_10_14_8,-25.0,1,0,4,86,925,0,0,1,6,1,2.217174679247538,185,185,0.827309197151127,-0.18957677577886248,0.1668993684812611,0.060591152180199434,0.04022438378962654,0.15126339080288587,0.5492221464930263,0.6638656361905502,0.07323882339136026,0.04862073808455272,0.182837796707407,0.6638656361905502
0_0_0_10_14_8,-25.0,1,0,4,86,247,0,0,1,7,1,2.217174679247538,161,161,0.7905962438377543,-0.23496787915821693,0.2615342777727559,0.09407586171771692,0.0681059065716321,0.24904895334092217,0.5723495159710781,0.7239466673820112,0.11899356017813705,0.08614499133088312,0.3150140862445482,0.7239466673820112
0_0_0_10_14_8,-25.0,1,0,4,86,446,0,0,1,8,1,2.217174679247538,360,360,0.7856279028360724,-0.24127200470593443,0.29333995615399394,0.08519071890128398,0.04912242675753616,0.1813205829401251,0.45300649664032894,0.5766171173465212,0.10843647303481749,0.06252632649656023,0.23079702526548257,0.5766171173465212
0_0_0_10_14_8,-25.0,1,0,4,86,405,0,0,1,9,1,2.217174679247538,319,319,0.7239854596072206,-0.3229839702135363,0.20289426958021178,0.07546312725052993,0.044129544311870196,0.16025135981395922,0.4233742966259352,0.5847828723737433,0.10423293209710384,0.060953633427681723,0.22134610258733567,0.5847828723737433
0_0_0_10_14_8,-25.0,1,0,4,86,453,0,0,1,10,1,2.217174679247538,367,367,0.714664234210943,-0.33594244908809406,0.22633933185858493,0.07520682501503542,0.05162586515024565,0.1911132238340525,0.4905825950730084,0.6864518631111546,0.10523378870088675,0.07223793031596927,0.26741680174475163,0.6864518631111546
0_0_0_10_14_8,-25.0,1,0,4,86,979,0,0,1,11,1,2.217174679247538,131,131,0.7052851641023814,-0.3491530698646382,0.22230888448928018,0.07448393137920063,0.04765770813278763,0.1707768103313421,0.45126880226092125,0.6398387846925044,0.1056082492164663,0.06757225383216693,0.24213866819202168,0.6398387846925044
0_0_0_10_14_8,-25.0,1,0,4,86,119,0,0,1,12,1,2.217174679247538,33,33,0.6946320792934699,-0.3643729559011869,0.19889664155958753,0.05827747376032991,0.03760227525666022,0.14192347457120022,0.4481962748611672,0.6452282988672801,0.08389689376224259,0.0541326500424607,0.20431459876652203,0.6452282988672801
0_0_0_10_14_8,-25.0,1,0,4,86,783,0,0,1,13,1,2.217174679247538,327,327,0.6778862997534816,-0.38877570458351207,0.17057709310668107,0.07087898370617848,0.048274227172392645,0.17853012943753097,0.46169450407201107,0.6810795619264023,0.10455880836056748,0.07121286739376194,0.26336294080947614,0.6810795619264023
0_0_0_10_14_8,-25.0,1,0,4,86,657,0,0,1,14,1,2.217174679247538,453,453,0.6499956780460572,-0.43078956527447204,0.3601305583913849,0.08086940322459292,0.04826742962292683,0.1764861494994269,0.38795415069606626,0.5968565081267767,0.12441529375655741,0.07425807778910602,0.27151895844901525,0.5968565081267767
0_0_0_10_14_8,-25.0,1,0,4,86,710,0,0,1,15,1,2.217174679247538,400,400,0.637858335374407,-0.4496390651606593,0.13535940217674935,0.06287598327956077,0.04538529829462061,0.16608394766919365,0.4604204866580313,0.7218224817706207,0.09857358568913917,0.07115263025916338,0.26037748267678673,0.7218224817706207
0_0_0_10_14_8,-25.0,1,0,4,86,120,0,0,1,16,1,2.217174679247538,34,34,0.6251137719002067,-0.4698216107717724,0.19053479365153844,0.084983198264336,0.05512973950884043,0.2020070675656472,0.40551968050265236,0.648713400234269,0.13594836985594796,0.08819152926555801,0.32315248302975424,0.648713400234269
0_0_0_10_14_8,-25.0,1,0,5,467,467,1,1,1,1,1,3.418877441324797,0,0,2.3393801192015786,0.8498859879516202,0.3252520955420713,0.19197318441159622,0.1665528638902615,0.6120386943839998,2.0296087694497214,0.8675840034677301,0.08206156102459994,0.07119529764453386,0.261624303532547,0.8675840034677301
0_0_0_10_14_8,-25.0,1,0,5,467,457,0,0,1,2,1,3.418877441324797,10,10,1.0646651800843898,0.0626603648348099,0.3802270001924345,0.09621538079185579,0.06722128494801058,0.2514602747300578,0.7438328555753707,0.6986542525194741,0.09037149198795941,0.06313842718391742,0.2361871877035802,0.6986542525194741
0_0_0_10_14_8,-25.0,1,0,5,467,96,0,0,1,3,1,3.418877441324797,371,371,0.9728495194680278,-0.027525865007385394,0.3072120046593922,0.09258334310502192,0.059892044846353014,0.21799136638657357,0.6293350952194298,0.6468987059412455,0.09516717771074011,0.06156352410915832,0.2240751133903785,0.6468987059412455
0_0_0_10_14_8,-25.0,1,0,5,467,444,0,0,1,4,1,3.418877441324797,23,23,0.9688039310496812,-0.03169302910317835,0.1710423383685225,0.081208268824274,0.0605895497830549,0.2292563519776513,0.7228253336784355,0.7461007439299586,0.08382322389659003,0.06254056970785331,0.23663854432264356,0.7461007439299586
0_0_0_10_14_8,-25.0,1,0,5,467,471,0,0,1,5,1,3.418877441324797,4,4,0.8469504570145467,-0.16611307834950598,0.3484216614634749,0.107579235002327,0.07390809794397686,0.26470610720034293,0.5818641239582443,0.687010815259824,0.12701951349260476,0.08726377951846061,0.31254024956007137,0.687010815259824
0_0_0_10_14_8,-25.0,1,0,5,467,254,0,0,1,6,1,3.418877441324797,213,213,0.8094639258722545,-0.21138307032592166,0.3216840784294178,0.08867101841503765,0.06152194636367502,0.2258959016351163,0.5616242727443079,0.6938224852196078,0.10954289077118337,0.07600332071300248,0.27906852228367995,0.6938224852196078
