packet_index,payload_symbol_index,top_l,gt_raw_fft_bin,amp_rank,amp_hit,codec_hit,codec_candidate_count,block_candidate_count
2,18,1,889,1,1,1,1,4096
2,18,4,889,1,1,1,1,4096
2,18,8,889,1,1,1,1,4096
2,18,16,889,1,1,1,1,4096
2,18,32,889,1,1,1,1,4096
2,18,64,889,1,1,1,1,4096
2,18,128,889,1,1,1,1,4096
2,19,1,510,4,0,0,1,4096
2,19,4,510,4,1,0,4,4096
2,19,8,510,4,1,0,8,4096
2,19,16,510,4,1,0,16,4096
2,19,32,510,4,1,0,32,4096
2,19,64,510,4,1,0,64,4096
2,19,128,510,4,1,0,128,4096
2,20,1,860,1,1,1,1,4096
2,20,4,860,1,1,1,4,4096
2,20,8,860,1,1,1,8,4096
2,20,16,860,1,1,1,16,4096
2,20,32,860,1,1,1,32,4096
2,20,64,860,1,1,1,64,4096
2,20,128,860,1,1,1,128,4096
2,21,1,553,1,1,1,1,4096
2,21,4,553,1,1,1,4,4096
2,21,8,553,1,1,1,5,4096
2,21,16,553,1,1,1,5,4096
2,21,32,553,1,1,1,5,4096
2,21,64,553,1,1,1,5,4096
2,21,128,553,1,1,1,5,4096
2,22,1,629,32,0,0,1,4096
2,22,4,629,32,0,0,4,4096
2,22,8,629,32,0,0,8,4096
2,22,16,629,32,0,0,16,4096
2,22,32,629,32,1,0,32,4096
2,22,64,629,32,1,0,64,4096
2,22,128,629,32,1,0,128,4096
2,23,1,759,4,0,0,1,4096
2,23,4,759,4,1,0,4,4096
2,23,8,759,4,1,0,8,4096
2,23,16,759,4,1,0,16,4096
2,23,32,759,4,1,0,32,4096
2,23,64,759,4,1,0,64,4096
2,23,128,759,4,1,0,128,4096
2,24,1,874,1,1,1,1,4096
2,24,4,874,1,1,1,1,4096
2,24,8,874,1,1,1,1,4096
2,24,16,874,1,1,1,1,4096
2,24,32,874,1,1,1,1,4096
2,24,64,874,1,1,1,1,4096
2,24,128,874,1,1,1,1,4096
2,25,1,720,1,1,1,1,4096
2,25,4,720,1,1,1,4,4096
2,25,8,720,1,1,1,8,4096
2,25,16,720,1,1,1,16,4096
2,25,32,720,1,1,1,32,4096
2,25,64,720,1,1,1,64,4096
2,25,128,720,1,1,1,90,4096
2,26,1,314,33,0,0,1,4096
2,26,4,314,33,0,0,4,4096
2,26,8,314,33,0,0,8,4096
2,26,16,314,33,0,0,16,4096
2,26,32,314,33,0,0,32,4096
2,26,64,314,33,1,0,64,4096
2,26,128,314,33,1,0,106,4096
2,27,1,602,1,1,1,1,4096
2,27,4,602,1,1,1,4,4096
2,27,8,602,1,1,1,8,4096
2,27,16,602,1,1,1,15,4096
2,27,32,602,1,1,1,15,4096
2,27,64,602,1,1,1,15,4096
2,27,128,602,1,1,1,15,4096
2,28,1,7,33,0,0,1,4096
2,28,4,7,33,0,0,4,4096
2,28,8,7,33,0,0,8,4096
2,28,16,7,33,0,0,16,4096
2,28,32,7,33,0,0,20,4096
2,28,64,7,33,1,0,20,4096
2,28,128,7,33,1,0,20,4096
2,29,1,610,3,0,0,1,4096
2,29,4,610,3,1,0,4,4096
2,29,8,610,3,1,0,8,4096
2,29,16,610,3,1,0,16,4096
2,29,32,610,3,1,0,32,4096
2,29,64,610,3,1,0,64,4096
2,29,128,610,3,1,0,128,4096
2,30,1,775,203,0,1,1,4096
2,30,4,775,203,0,1,4,4096
2,30,8,775,203,0,1,8,4096
2,30,16,775,203,0,1,16,4096
2,30,32,775,203,0,1,32,4096
2,30,64,775,203,0,1,64,4096
2,30,128,775,203,0,1,128,4096
2,31,1,912,1,1,1,1,4096
2,31,4,912,1,1,1,4,4096
2,31,8,912,1,1,1,8,4096
2,31,16,912,1,1,1,16,4096
2,31,32,912,1,1,1,32,4096
2,31,64,912,1,1,1,64,4096
2,31,128,912,1,1,1,128,4096
2,32,1,768,1,1,1,1,4096
2,32,4,768,1,1,1,4,4096
2,32,8,768,1,1,1,8,4096
2,32,16,768,1,1,1,16,4096
2,32,32,768,1,1,1,16,4096
2,32,64,768,1,1,1,16,4096
2,32,128,768,1,1,1,16,4096
2,33,1,581,1,1,1,1,4096
2,33,4,581,1,1,1,4,4096
2,33,8,581,1,1,1,8,4096
2,33,16,581,1,1,1,16,4096
2,33,32,581,1,1,1,28,4096
2,33,64,581,1,1,1,28,4096
2,33,128,581,1,1,1,28,4096
2,34,1,93,1,1,1,1,4096
2,34,4,93,1,1,1,4,4096
2,34,8,93,1,1,1,7,4096
2,34,16,93,1,1,1,7,4096
2,34,32,93,1,1,1,7,4096
2,34,64,93,1,1,1,7,4096
2,34,128,93,1,1,1,7,4096
3,0,1,222,21,0,0,1,4096
3,0,4,222,21,0,0,4,4096
3,0,8,222,21,0,0,8,4096
3,0,16,222,21,0,0,16,4096
3,0,32,222,21,1,0,32,4096
3,0,64,222,21,1,0,54,4096
3,0,128,222,21,1,0,54,4096
3,1,1,711,82,0,0,1,4096
3,1,4,711,82,0,0,4,4096
3,1,8,711,82,0,0,8,4096
3,1,16,711,82,0,0,16,4096
3,1,32,711,82,0,0,32,4096
3,1,64,711,82,0,0,64,4096
3,1,128,711,82,1,0,107,4096
3,2,1,871,42,0,0,1,4096
3,2,4,871,42,0,0,4,4096
3,2,8,871,42,0,0,8,4096
3,2,16,871,42,0,0,16,4096
3,2,32,871,42,0,0,32,4096
3,2,64,871,42,1,0,64,4096
3,2,128,871,42,1,0,128,4096
3,3,1,718,1,1,1,1,4096
3,3,4,718,1,1,1,4,4096
3,3,8,718,1,1,1,8,4096
3,3,16,718,1,1,1,16,4096
3,3,32,718,1,1,1,32,4096
3,3,64,718,1,1,1,64,4096
3,3,128,718,1,1,1,128,4096
3,4,1,107,5,0,0,1,4096
3,4,4,107,5,0,0,4,4096
3,4,8,107,5,1,0,8,4096
3,4,16,107,5,1,0,16,4096
3,4,32,107,5,1,0,23,4096
3,4,64,107,5,1,0,23,4096
3,4,128,107,5,1,0,23,4096
3,5,1,468,1,1,1,1,4096
3,5,4,468,1,1,1,4,4096
3,5,8,468,1,1,1,8,4096
3,5,16,468,1,1,1,16,4096
3,5,32,468,1,1,1,32,4096
3,5,64,468,1,1,1,64,4096
3,5,128,468,1,1,1,82,4096
3,6,1,89,1,1,1,1,4096
3,6,4,89,1,1,1,4,4096
3,6,8,89,1,1,1,8,4096
3,6,16,89,1,1,1,11,4096
3,6,32,89,1,1,1,11,4096
3,6,64,89,1,1,1,11,4096
3,6,128,89,1,1,1,11,4096
3,7,1,713,1,1,1,1,4096
3,7,4,713,1,1,1,4,4096
3,7,8,713,1,1,1,8,4096
3,7,16,713,1,1,1,16,4096
3,7,32,713,1,1,1,32,4096
3,7,64,713,1,1,1,64,4096
3,7,128,713,1,1,1,91,4096
3,8,1,865,1,1,1,1,4096
3,8,4,865,1,1,1,4,4096
3,8,8,865,1,1,1,8,4096
3,8,16,865,1,1,1,16,4096
3,8,32,865,1,1,1,32,4096
3,8,64,865,1,1,1,64,4096
3,8,128,865,1,1,1,128,4096
3,9,1,492,1,1,1,1,4096
3,9,4,492,1,1,1,4,4096
3,9,8,492,1,1,1,8,4096
3,9,16,492,1,1,1,16,4096
3,9,32,492,1,1,1,32,4096
3,9,64,492,1,1,1,64,4096
3,9,128,492,1,1,1,122,4096
3,10,1,765,1,1,1,1,4096
3,10,4,765,1,1,1,4,4096
3,10,8,765,1,1,1,8,4096
3,10,16,765,1,1,1,11,4096
3,10,32,765,1,1,1,11,4096
3,10,64,765,1,1,1,11,4096
3,10,128,765,1,1,1,11,4096
3,11,1,1023,3,0,0,1,4096
3,11,4,1023,3,1,0,4,4096
3,11,8,1023,3,1,0,8,4096
3,11,16,1023,3,1,0,16,4096
3,11,32,1023,3,1,0,32,4096
3,11,64,1023,3,1,0,64,4096
3,11,128,1023,3,1,0,128,4096
3,12,1,597,28,0,0,1,4096
3,12,4,597,28,0,0,4,4096
3,12,8,597,28,0,0,8,4096
3,12,16,597,28,0,0,16,4096
3,12,32,597,28,1,0,32,4096
3,12,64,597,28,1,0,64,4096
3,12,128,597,28,1,0,128,4096
3,13,1,562,2,0,0,1,4096
3,13,4,562,2,1,0,4,4096
3,13,8,562,2,1,0,8,4096
3,13,16,562,2,1,0,16,4096
3,13,32,562,2,1,0,32,4096
3,13,64,562,2,1,0,64,4096
3,13,128,562,2,1,1,128,4096
3,14,1,478,1,1,1,1,4096
3,14,4,478,1,1,1,4,4096
3,14,8,478,1,1,1,8,4096
3,14,16,478,1,1,1,16,4096
3,14,32,478,1,1,1,18,4096
3,14,64,478,1,1,1,18,4096
3,14,128,478,1,1,1,18,4096
3,15,1,267,2,0,1,1,4096
3,15,4,267,2,1,1,4,4096
3,15,8,267,2,1,1,8,4096
3,15,16,267,2,1,1,16,4096
3,15,32,267,2,1,1,32,4096
3,15,64,267,2,1,1,64,4096
3,15,128,267,2,1,1,128,4096
3,16,1,917,1,1,1,1,4096
3,16,4,917,1,1,1,4,4096
3,16,8,917,1,1,1,8,4096
3,16,16,917,1,1,1,16,4096
3,16,32,917,1,1,1,32,4096
3,16,64,917,1,1,1,64,4096
3,16,128,917,1,1,1,124,4096
3,17,1,656,1,1,1,1,4096
3,17,4,656,1,1,1,4,4096
3,17,8,656,1,1,1,8,4096
3,17,16,656,1,1,1,16,4096
3,17,32,656,1,1,1,32,4096
3,17,64,656,1,1,1,52,4096
3,17,128,656,1,1,1,52,4096
3,18,1,889,1,1,1,1,4096
3,18,4,889,1,1,1,4,4096
3,18,8,889,1,1,1,8,4096
3,18,16,889,1,1,1,16,4096
3,18,32,889,1,1,1,32,4096
3,18,64,889,1,1,1,64,4096
3,18,128,889,1,1,1,128,4096
3,19,1,510,1,1,1,1,4096
3,19,4,510,1,1,1,4,4096
3,19,8,510,1,1,1,8,4096
3,19,16,510,1,1,1,16,4096
3,19,32,510,1,1,1,32,4096
3,19,64,510,1,1,1,44,4096
3,19,128,510,1,1,1,44,4096
3,20,1,860,3,0,0,1,4096
3,20,4,860,3,1,1,4,4096
3,20,8,860,3,1,1,8,4096
3,20,16,860,3,1,1,16,4096
3,20,32,860,3,1,1,32,4096
3,20,64,860,3,1,1,64,4096
3,20,128,860,3,1,1,128,4096
3,21,1,553,2,0,0,1,4096
3,21,4,553,2,1,0,4,4096
3,21,8,553,2,1,0,8,4096
3,21,16,553,2,1,0,16,4096
3,21,32,553,2,1,0,32,4096
3,21,64,553,2,1,0,64,4096
3,21,128,553,2,1,0,117,4096
3,22,1,629,12,0,0,1,4096
3,22,4,629,12,0,0,4,4096
3,22,8,629,12,0,0,8,4096
3,22,16,629,12,1,0,16,4096
3,22,32,629,12,1,0,32,4096
3,22,64,629,12,1,0,64,4096
3,22,128,629,12,1,0,128,4096
3,23,1,759,1,1,1,1,4096
3,23,4,759,1,1,1,4,4096
3,23,8,759,1,1,1,8,4096
3,23,16,759,1,1,1,14,4096
3,23,32,759,1,1,1,14,4096
3,23,64,759,1,1,1,14,4096
3,23,128,759,1,1,1,14,4096
3,24,1,874,1,1,1,1,4096
3,24,4,874,1,1,1,4,4096
3,24,8,874,1,1,1,8,4096
3,24,16,874,1,1,1,16,4096
3,24,32,874,1,1,1,22,4096
3,24,64,874,1,1,1,22,4096
3,24,128,874,1,1,1,22,4096
3,25,1,720,9,0,0,1,4096
3,25,4,720,9,0,1,4,4096
3,25,8,720,9,0,1,8,4096
3,25,16,720,9,1,1,16,4096
3,25,32,720,9,1,1,32,4096
3,25,64,720,9,1,1,64,4096
3,25,128,720,9,1,1,128,4096
3,26,1,314,1,1,0,1,4096
3,26,4,314,1,1,1,4,4096
3,26,8,314,1,1,1,8,4096
3,26,16,314,1,1,1,16,4096
3,26,32,314,1,1,1,32,4096
3,26,64,314,1,1,1,64,4096
3,26,128,314,1,1,1,128,4096
3,27,1,602,1,1,1,1,4096
3,27,4,602,1,1,1,4,4096
3,27,8,602,1,1,1,8,4096
3,27,16,602,1,1,1,16,4096
3,27,32,602,1,1,1,32,4096
3,27,64,602,1,1,1,64,4096
3,27,128,602,1,1,1,122,4096
3,28,1,7,1,1,1,1,4096
3,28,4,7,1,1,1,4,4096
3,28,8,7,1,1,1,8,4096
3,28,16,7,1,1,1,12,4096
3,28,32,7,1,1,1,12,4096
3,28,64,7,1,1,1,12,4096
3,28,128,7,1,1,1,12,4096
3,29,1,610,1,1,1,1,4096
3,29,4,610,1,1,1,4,4096
3,29,8,610,1,1,1,8,4096
3,29,16,610,1,1,1,11,4096
3,29,32,610,1,1,1,11,4096
3,29,64,610,1,1,1,11,4096
3,29,128,610,1,1,1,11,4096
3,30,1,778,1,1,1,1,4096
3,30,4,778,1,1,1,4,4096
3,30,8,778,1,1,1,8,4096
3,30,16,778,1,1,1,16,4096
3,30,32,778,1,1,1,32,4096
3,30,64,778,1,1,1,64,4096
3,30,128,778,1,1,1,128,4096
3,31,1,897,5,0,0,1,4096
3,31,4,897,5,0,0,4,4096
3,31,8,897,5,1,0,8,4096
3,31,16,897,5,1,0,16,4096
3,31,32,897,5,1,0,32,4096
3,31,64,897,5,1,0,64,4096
3,31,128,897,5,1,0,126,4096
3,32,1,740,3,0,0,1,4096
3,32,4,740,3,1,0,4,4096
3,32,8,740,3,1,0,8,4096
3,32,16,740,3,1,0,16,4096
3,32,32,740,3,1,0,32,4096
3,32,64,740,3,1,0,64,4096
3,32,128,740,3,1,0,128,4096
3,33,1,590,1,1,1,1,4096
3,33,4,590,1,1,1,4,4096
3,33,8,590,1,1,1,8,4096
3,33,16,590,1,1,1,15,4096
3,33,32,590,1,1,1,15,4096
3,33,64,590,1,1,1,15,4096
3,33,128,590,1,1,1,15,4096
